
[00:00:00.040 --> 00:00:09.480]   ち
[00:20:40.940 --> 00:21:10.960]  ,
[00:21:10.960 --> 00:21:10.960]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:10.960 --> 00:21:10.960]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:10.960 --> 00:21:10.960]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:10.960 --> 00:21:10.960]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:10.960 --> 00:21:10.960]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:10.960 --> 00:21:10.960]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:10.960 --> 00:21:10.960]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:10.960 --> 00:21:10.960]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:10.980 --> 00:21:40.980]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:40.980 --> 00:21:40.980]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:40.980 --> 00:21:40.980]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:40.980 --> 00:21:40.980]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:40.980 --> 00:21:40.980]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:40.980 --> 00:21:40.980]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:40.980 --> 00:21:40.980]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:40.980 --> 00:21:40.980]   I'm a graduate student at the University of Michigan, and I'm a graduate student at the University of Michigan.
[00:21:41.020 --> 00:22:11.000]  , but they're not coming internally.
[00:22:11.000 --> 00:22:11.000]   If they were coming internally, then there wouldn't be such an obvious stereotype that's clearly visible as to why this person has this culture, this desire.
[00:22:11.000 --> 00:22:11.000]   You can cultivate a desire for things that are old or things that are new.
[00:22:11.020 --> 00:22:41.020]   If they were coming internally, then there wouldn't be such an obvious stereotype that this person has this culture, this desire.
[00:22:41.020 --> 00:22:41.020]   I'm not telling you can't do that.
[00:22:41.020 --> 00:22:41.020]   My point is that you cultivate that desire.
[00:22:41.020 --> 00:22:41.020]   You can cultivate that.
[00:22:41.020 --> 00:22:41.020]   So get control of your desires.
[00:22:41.020 --> 00:22:41.020]   Practically, get control of your expenses.
[00:22:41.020 --> 00:22:41.020]   Reject contracts.
[00:22:41.020 --> 00:22:41.020]   Reject the easy deal.
[00:22:41.020 --> 00:22:41.020]   And fight for just fair wages, fair service.
[00:22:41.020 --> 00:22:41.020]   Get control of your expenses and buy things that are new.
[00:22:41.020 --> 00:22:41.020]   Get control of your expenses and buy things that are new.
[00:22:41.020 --> 00:22:41.020]   Reject contracts.
[00:22:41.020 --> 00:22:41.020]   Reject the easy deal.
[00:22:41.020 --> 00:22:41.020]   And fight for just fair wages, fair service.
[00:22:41.020 --> 00:22:41.020]   Get control of your expenses and buy things that are new.
[00:22:41.020 --> 00:22:41.020]   Reject the easy deal.
[00:22:41.020 --> 00:22:41.020]   Reject the easy deal.
[00:22:41.020 --> 00:22:41.020]   Reject the easy deal.
[00:22:41.020 --> 00:22:41.020]   And fight for just fair wages.
[00:22:41.020 --> 00:22:41.020]   Just get control of your expenses.
[00:22:41.060 --> 00:22:48.720]  е
[00:22:48.720 --> 00:22:52.480]   confirm the,,, traffic있 Ed I S S S wa
[00:22:52.480 --> 00:22:59.560]   in the.
[00:23:00.040 --> 00:23:10.820]   the
[00:23:10.820 --> 00:23:24.460]   ", Merry,res,ina,ail,身 the end of the term the screen, the, the, the, the, the, the, the, the, the, only,'re, recognise another这pl connected ac近afar
[00:23:24.460 --> 00:23:29.140]   Sven diversity but give him abing a
[00:23:29.200 --> 00:23:34.840]   to save is really very small.
[00:23:34.840 --> 00:23:36.840]   Two thirds of the US American population
[00:23:36.840 --> 00:23:38.840]   can't put their hands on $1,000 when
[00:23:38.840 --> 00:23:40.840]   facing an emergency without borrowing it.
[00:23:40.840 --> 00:23:46.840]   I repeat, about two thirds of the US
[00:23:46.840 --> 00:23:48.840]   American population can't put their
[00:23:48.840 --> 00:23:50.840]   hands on $1,000 for an emergency without
[00:23:50.840 --> 00:23:52.840]   borrowing it.
[00:23:52.840 --> 00:23:54.840]   What that means is, if you can't put
[00:23:54.840 --> 00:23:56.840]   your hands on a $1,000 emergency, you
[00:23:56.840 --> 00:23:58.220]   can't put your hands on a $1,000 emergency.
[00:23:58.220 --> 00:23:58.220]   What that means is, if you can't put your hands on a $1,000 emergency, you can't put your hands on a $1,000 emergency without borrowing it.
[00:23:58.400 --> 00:24:28.260]  , then you're left as a beggar.
[00:24:28.260 --> 00:24:28.260]   Go to a financing company and saying, "Please, Massa, will you please give me some money?"
[00:24:28.260 --> 00:24:28.260]   Go to your employer and saying, "Please, boss, will you please give me an advance on my paychecks?"
[00:24:28.260 --> 00:24:58.300]   I repeat, about two thirds of the US American population can't put their hands on an emergency without borrowing it.
[00:24:58.300 --> 00:24:58.300]   That's it. That's all it takes. If you're saving $1,000, that's exactly what you should do. Just don't spend it. Just save the money and don't spend it.
[00:24:58.300 --> 00:24:58.300]   If you're saving $1,000, that's exactly what you should do. Just save the money and don't spend it.
[00:24:58.340 --> 00:25:08.800]  amaan I
[00:25:08.800 --> 00:25:26.940]  frame, not,ии,
[00:25:56.220 --> 00:25:56.220]   - I've tried to incite you emotionally just a little bit in today's podcast. Why have I done that? I've done it intentionally because what I have seen and observed is independence. The desire for financial independence usually seems to begin with emotion. You have to have a reason.
[00:25:56.220 --> 00:25:56.220]   - I've tried to incite you emotionally just a little bit in today's podcast. Why have I done that? I've done it intentionally because what I have seen and observed is independence. The desire for financial independence usually seems to begin with emotion. You have to have a reason. You have to have a reason.
[00:25:56.220 --> 00:25:56.220]   - I've tried to incite you emotionally just a little bit in today's podcast. Why have I done that? I've done it intentionally because what I have seen and observed is independence. The desire for financial independence usually seems to begin with emotion. You have to have a reason. You have to have a reason.
[00:26:25.220 --> 00:26:34.920]  ,"
[00:26:34.920 --> 00:26:39.240]   don, dar, i see me. I'm google
[00:26:39.240 --> 00:26:53.620]   requirements conversation Stell " здоров陳 95atanikke didnt錢 wild tends battle東西 Hem тебя ale remind a pay a seemedón , play a问, ., .P. .., . ,., ., . ,, ., ., ., ., ., .,, ., ,, ., .,わか br graph I'm a never contro the thin guess the body and the waث and the er but the love the smart like the
[00:26:53.660 --> 00:27:02.920]  luent divide
[00:27:02.920 --> 00:27:04.360]   or . sound. It is wrong excuse
[00:27:04.360 --> 00:27:05.480]  , ,,,,,,, the FYně
[00:27:05.480 --> 00:27:17.520]   scold embarrassed
[00:27:22.580 --> 00:27:32.800]   care
[00:27:32.800 --> 00:27:34.540]   dance.
[00:27:34.540 --> 00:27:48.660]   들어� be. I'm the lesson. I'm not a good, but, you, you, I, you, LED,G,o, Build, budgets, knights, lasted,類, sulla高,unge,指, garn,将, darker, array, is
[00:27:48.660 --> 00:27:49.800]   A work,
[00:27:49.800 --> 00:27:51.340]   é the
[00:27:51.440 --> 00:27:53.820]   out
[00:27:53.820 --> 00:28:05.600]   this is in
[00:28:15.200 --> 00:28:26.140]   got
[00:28:26.140 --> 00:28:29.020]   next al out chapter cute
[00:28:43.460 --> 00:29:12.680]   ed
[00:29:12.780 --> 00:29:23.120]  ignon got
[00:29:23.120 --> 00:29:26.960]   remainedaf,ught,
[00:29:37.140 --> 00:30:01.500]   i've seen a lot of good folk die who add a lot of bills to pay i'd give the shirt right off of my back if i had the guts to say that's my point there's a uh that's my point the point is that it's a decision you've got to get emotionally ticked off about where you are if you're in a bad space
[00:30:01.500 --> 00:30:29.920]  ,or about how much further you can go and then take it and go with it.
[00:30:29.960 --> 00:30:57.620]   visit
[00:30:58.080 --> 00:31:08.080]   E
[00:31:08.080 --> 00:31:17.060]   continue. I don thank
[00:31:17.060 --> 00:31:21.860]   vielä lein theassen my my hol Jay� collagen
[00:31:21.860 --> 00:31:26.300]  為
[00:31:26.440 --> 00:31:34.260]   succeed
[00:31:34.260 --> 00:31:36.640]   used even had
[00:31:36.640 --> 00:31:39.940]   shifting in the Why That I got in the either something
[00:31:39.940 --> 00:31:54.700]  , and, good, e, or, quick,,,,,,,,,,,,,,,, provide one, found. cort ask co formatting Zug It's not editorial penetiacнуться embargo ExcelSS Ella Tower na bois en enté tenants chair test buy its слова onto the charge del pound of the sound then I'm turation就會 Fed 8%. On the surely, you may not the tail the real. A countryside. I'm not. I'm reach the give the guy. I am the guy. I'm a Q. I'm the
[00:31:54.760 --> 00:32:22.120]   had a lot of bills. I give the church. I don't. I have the. Take this job and.
[00:32:23.080 --> 00:32:51.880]  , the, the.
[00:32:51.880 --> 00:32:52.720]   The.
[00:32:52.720 --> 00:32:52.720]   The.
[00:32:52.720 --> 00:32:53.120]   The.
[00:32:53.120 --> 00:32:53.120]   The.
[00:32:53.120 --> 00:32:53.120]   The.
[00:32:53.120 --> 00:32:53.120]   The.
[00:32:53.260 --> 00:33:15.380]   The.
[00:33:15.380 --> 00:33:33.640]   The.
[00:33:33.640 --> 00:33:51.940]   The.
[00:33:51.980 --> 00:34:03.060]  �
[00:34:03.060 --> 00:34:19.540]   is,,, el
[00:34:22.000 --> 00:34:25.020]   didnt say what it was supposed to say.
[00:34:25.020 --> 00:34:28.020]   Ralph has all the freshest ingredients to embrace all your holiday traditions.

