
[00:00:00.000 --> 00:00:01.080]   Hey, everyone.
[00:16:34.040 --> 00:16:35.640]   Do you have any sense on that?
[00:16:35.640 --> 00:16:37.440]   I mean, for the most part, I haven't really
[00:16:37.440 --> 00:16:40.560]   had a need to do anything that's more than six or seven
[00:16:40.560 --> 00:16:41.400]   different functions.
[00:16:41.400 --> 00:16:44.200]   I think in the documentation, they support way more.
[00:16:44.200 --> 00:16:46.880]   But I don't even know if there's any good evals
[00:16:46.880 --> 00:16:50.840]   that have over two dozen function calls.
[00:16:50.840 --> 00:16:53.320]   I think if you run into issues where
[00:16:53.320 --> 00:16:56.060]   you have 20, or 50, or 60 function calls,
[00:16:56.060 --> 00:16:58.760]   I think you're much better having those specifications
[00:16:58.760 --> 00:17:02.700]   saved in a vector database, and then have them be retrieved.
[00:17:02.700 --> 00:17:04.620]   So if there are 30 tools, you should basically
[00:17:04.620 --> 00:17:07.660]   be ranking them, and then using the top K
[00:17:07.660 --> 00:17:10.220]   to do selection a little bit better,
[00:17:10.220 --> 00:17:13.860]   rather than just shoving 60 functions into a single API.
[00:17:13.860 --> 00:17:14.740]   Yeah.
[00:17:14.740 --> 00:17:17.060]   Well, I mean, so I think this is relevant now,
[00:17:17.060 --> 00:17:20.260]   because previously, I think context limits prevented you
[00:17:20.260 --> 00:17:24.060]   from having more than a dozen tools anyway.
[00:17:24.060 --> 00:17:28.380]   And now that we have a million token context windows,
[00:17:28.380 --> 00:17:30.820]   Cloud recently, with their new function calling release,
[00:17:30.820 --> 00:17:34.980]   said they can handle over 250 tools, which is insane to me.
[00:17:34.980 --> 00:17:37.740]   That's a lot.
[00:17:37.740 --> 00:17:40.180]   I would say, you're saying you don't think
[00:17:40.180 --> 00:17:41.620]   there's many people doing that.
[00:17:41.620 --> 00:17:44.300]   I think anyone with a sort of agent-like platform where
[00:17:44.300 --> 00:17:46.700]   you have a bunch of connectors, they
[00:17:46.700 --> 00:17:48.100]   wouldn't run into that problem.
[00:17:48.100 --> 00:17:50.640]   Probably, you're right that they should use a vector database
[00:17:50.640 --> 00:17:53.260]   and kind of rag their tools.
[00:17:53.260 --> 00:17:54.860]   I know Zapier has like a few thousand,
[00:17:54.860 --> 00:17:57.700]   like 8,000, 9,000 connectors that obviously
[00:17:57.700 --> 00:17:59.060]   don't fit anywhere.
[00:17:59.060 --> 00:18:00.940]   So yeah, I mean, I think that would
[00:18:00.940 --> 00:18:03.300]   be it, unless you need some kind of intelligence
[00:18:03.300 --> 00:18:05.420]   that chains things together, which is, I think,
[00:18:05.420 --> 00:18:07.780]   what Alessio is coming back to.
[00:18:07.780 --> 00:18:10.540]   There is this trend about parallel function calling.
[00:18:10.540 --> 00:18:12.160]   I don't know what I think about that.
[00:18:12.160 --> 00:18:14.060]   Anthropx version was--
[00:18:14.060 --> 00:18:16.300]   I think they used multiple tools in sequence,
[00:18:16.300 --> 00:18:18.100]   but they're not in parallel.
[00:18:18.100 --> 00:18:19.420]   I haven't explored this at all.
[00:18:19.420 --> 00:18:20.940]   I'm just throwing this open to you
[00:18:20.940 --> 00:18:22.940]   as to what do you think about all these things.
[00:18:22.940 --> 00:18:25.140]   You know, do we assume that all function calls
[00:18:25.140 --> 00:18:26.940]   could happen in any order?
[00:18:26.940 --> 00:18:29.500]   I think there's a lot of--
[00:18:29.500 --> 00:18:32.140]   in which case, we either can assume that,
[00:18:32.140 --> 00:18:34.540]   or we can assume that things need to happen in some kind
[00:18:34.540 --> 00:18:35.780]   of sequence as a DAG.
[00:18:35.780 --> 00:18:38.420]   But if it's a DAG, really, that's just one JSON object
[00:18:38.420 --> 00:18:41.140]   that is the entire DAG, rather than going, OK,
[00:18:41.140 --> 00:18:44.240]   the order of the function that I return don't matter.
[00:18:44.240 --> 00:18:47.420]   That's just-- that's definitely just not true in practice.
[00:18:47.420 --> 00:18:49.500]   If I have a thing that's like, turn the lights on,
[00:18:49.500 --> 00:18:52.020]   unplug the power, and then turn the toaster on or something,
[00:18:52.020 --> 00:18:55.140]   the order doesn't matter.
[00:18:55.140 --> 00:18:57.380]   And it's unclear how well you can
[00:18:57.380 --> 00:19:01.100]   describe the importance of that reasoning to a language model
[00:19:01.100 --> 00:19:01.740]   yet.
[00:19:01.740 --> 00:19:04.380]   I mean, I'm sure you can do it with good enough prompting,
[00:19:04.380 --> 00:19:07.300]   but I just haven't had any use cases where the function
[00:19:07.300 --> 00:19:08.900]   sequence really matters.
[00:19:08.900 --> 00:19:09.500]   Yeah.
[00:19:09.500 --> 00:19:10.860]   To me, the most interesting thing
[00:19:10.860 --> 00:19:13.980]   is the models are better at picking
[00:19:13.980 --> 00:19:16.020]   than your ranking is, usually.
[00:19:16.020 --> 00:19:19.500]   Like, I'm incubating a company around system integration.
[00:19:19.500 --> 00:19:21.500]   And for example, with one system,
[00:19:21.500 --> 00:19:23.900]   there are like 780 endpoints.
[00:19:23.900 --> 00:19:26.780]   And if you actually try and do vector similarity,
[00:19:26.780 --> 00:19:29.300]   it's not that good, because the people that wrote the specs
[00:19:29.300 --> 00:19:32.980]   didn't have in mind making them semantically apart.
[00:19:32.980 --> 00:19:35.740]   They're kind of like, oh, create this, create this, create this.
[00:19:35.740 --> 00:19:38.020]   Versus when you give it to a model, and you put--
[00:19:38.020 --> 00:19:39.940]   like in Opus, you put them all, it's
[00:19:39.940 --> 00:19:43.300]   quite good at picking which ones you should actually run.
[00:19:43.300 --> 00:19:46.020]   And I'm curious to see if the model providers actually
[00:19:46.020 --> 00:19:47.900]   care about some of those workflows,
[00:19:47.900 --> 00:19:49.820]   or if the agent companies are actually
[00:19:49.820 --> 00:19:54.340]   going to build very good rankers to kind of fill that gap.
[00:19:54.340 --> 00:19:55.940]   Yeah, my money is on the rankers,
[00:19:55.940 --> 00:19:58.340]   because you can do those so easily.
[00:19:58.340 --> 00:20:01.500]   You could just say, well, given the embeddings of my search
[00:20:01.500 --> 00:20:04.740]   query and the embeddings of the description,
[00:20:04.740 --> 00:20:06.700]   I can just train XGBoost and just make sure
[00:20:06.700 --> 00:20:10.620]   that I have very high MRR, which is mean reciprocal rank.
[00:20:10.620 --> 00:20:13.080]   And so the only objective is to make sure
[00:20:13.080 --> 00:20:17.020]   that the tools you use are in the top end filter.
[00:20:17.020 --> 00:20:18.620]   That feels super straightforward,
[00:20:18.620 --> 00:20:19.740]   and you don't have to actually figure out
[00:20:19.740 --> 00:20:21.120]   how to fine tune a language model
[00:20:21.120 --> 00:20:23.540]   to do tool selection anymore.
[00:20:23.540 --> 00:20:25.260]   Yeah, I definitely think that's the case.
[00:20:25.260 --> 00:20:27.500]   Because for the most part, I imagine
[00:20:27.500 --> 00:20:32.620]   you either have less than three tools or more than 1,000.
[00:20:32.620 --> 00:20:34.940]   I don't know what kind of companies say, oh, thank God,
[00:20:34.940 --> 00:20:37.900]   we only have like 185 tools.
[00:20:37.900 --> 00:20:40.180]   And this works perfectly, right?
[00:20:40.180 --> 00:20:41.340]   That's right.
[00:20:41.340 --> 00:20:44.420]   And before we maybe move on just from this,
[00:20:44.420 --> 00:20:46.580]   it was interesting to me you retweeted this thing
[00:20:46.580 --> 00:20:48.460]   about entropic function calling, and it
[00:20:48.460 --> 00:20:52.500]   was Joshua Brown's retweeting some benchmark that's like,
[00:20:52.500 --> 00:20:55.500]   oh my God, entropic function calling, so good.
[00:20:55.500 --> 00:20:58.020]   And then you retweeted it, and then you tweeted later,
[00:20:58.020 --> 00:21:00.380]   and it's like, it's actually not that good.
[00:21:00.380 --> 00:21:03.060]   What's your flow for like, how do you actually
[00:21:03.060 --> 00:21:03.860]   test these things?
[00:21:03.860 --> 00:21:06.260]   Because obviously, the benchmarks are lying, right?
[00:21:06.260 --> 00:21:08.780]   Because the benchmark says it's good, and you said it's bad,
[00:21:08.780 --> 00:21:10.820]   and I trust you more than the benchmark.
[00:21:10.820 --> 00:21:12.500]   How do you think about that, and then how
[00:21:12.500 --> 00:21:14.740]   do you evolve it over time?
[00:21:14.740 --> 00:21:17.780]   Yeah, it's mostly just client data.
[00:21:17.780 --> 00:21:19.620]   I think when-- I actually have been
[00:21:19.620 --> 00:21:21.340]   mostly busy with enough client work
[00:21:21.340 --> 00:21:23.860]   that I haven't been able to reproduce public benchmarks,
[00:21:23.860 --> 00:21:26.620]   and so I can't even share some of the results of entropic.
[00:21:26.620 --> 00:21:28.820]   But I would just say, in production,
[00:21:28.820 --> 00:21:31.660]   we have some pretty interesting schemas,
[00:21:31.660 --> 00:21:35.180]   where it's iteratively building lists, where we're
[00:21:35.180 --> 00:21:38.580]   doing updates of lists, like we're doing in-place updates,
[00:21:38.580 --> 00:21:40.660]   so upserts and inserts.
[00:21:40.660 --> 00:21:42.580]   And in those situations, we're like, oh, yeah,
[00:21:42.580 --> 00:21:44.380]   we have a bunch of different parsing errors.
[00:21:44.380 --> 00:21:46.020]   Numbers are being returned as strings.
[00:21:46.020 --> 00:21:47.620]   We were expecting lists of objects,
[00:21:47.620 --> 00:21:51.700]   but we're getting strings that are like the strings of JSON.
[00:21:51.700 --> 00:21:57.420]   So we had to call JSON parse on individual elements.
[00:21:57.420 --> 00:22:00.580]   Overall, I'm super happy with the entropic models
[00:22:00.580 --> 00:22:01.820]   compared to the OpenAI models.
[00:22:01.820 --> 00:22:04.020]   Like, Sonnet is very cost-effective.
[00:22:04.020 --> 00:22:08.140]   Haiku is-- in function calling, it's actually better.
[00:22:08.140 --> 00:22:10.900]   But I think we just had to file down the edges a little bit,
[00:22:10.900 --> 00:22:13.660]   where our tests pass, but then we actually
[00:22:13.660 --> 00:22:17.940]   apply to production, we get half a percent of traffic
[00:22:17.940 --> 00:22:20.500]   having issues, where if you ask for JSON,
[00:22:20.500 --> 00:22:22.380]   it'll still try to talk to you.
[00:22:22.380 --> 00:22:25.340]   Or if you use function calling, we'll have a parse error.
[00:22:25.340 --> 00:22:27.460]   And so I think these are things that are definitely
[00:22:27.460 --> 00:22:30.780]   going to be things that are fixed in the upcoming weeks.
[00:22:30.780 --> 00:22:34.220]   But in terms of the reasoning capabilities, man,
[00:22:34.220 --> 00:22:38.300]   it's hard to beat 70% cost reduction,
[00:22:38.300 --> 00:22:41.100]   especially when you're building consumer applications.
[00:22:41.100 --> 00:22:43.380]   If you're building something for consultants or private equity,
[00:22:43.380 --> 00:22:44.500]   you're charging $400.
[00:22:44.500 --> 00:22:47.340]   It doesn't really matter if it's $1 or $2.
[00:22:47.340 --> 00:22:51.140]   But for consumer apps, it makes products viable.
[00:22:51.140 --> 00:22:53.180]   If you can go from 4 to Sonnet, you
[00:22:53.180 --> 00:22:55.660]   might actually be able to price it better.
[00:22:55.660 --> 00:22:59.260]   I had this chart about the ELO versus the cost
[00:22:59.260 --> 00:23:00.700]   of all the models.
[00:23:00.700 --> 00:23:05.620]   And you could put trend graphs on each of those things
[00:23:05.620 --> 00:23:08.620]   about higher ELO equals higher cost, except for Haiku.
[00:23:08.620 --> 00:23:11.900]   Haiku kind of just broke the lines, or the ISO ELOs,
[00:23:11.900 --> 00:23:15.460]   if you want to call it.
[00:23:15.460 --> 00:23:16.180]   Cool.
[00:23:16.180 --> 00:23:18.900]   Before we go too far into your opinions
[00:23:18.900 --> 00:23:21.220]   on just the overall ecosystem, I want
[00:23:21.220 --> 00:23:23.940]   to make sure that we map out the surface area of Instructure.
[00:23:23.940 --> 00:23:25.820]   I would say that most people would
[00:23:25.820 --> 00:23:28.180]   be familiar with Instructure from your talks,
[00:23:28.180 --> 00:23:30.260]   and your tweets, and all that.
[00:23:30.260 --> 00:23:34.140]   You had the number one talk from the AI Engineer Summit.
[00:23:34.140 --> 00:23:36.300]   MARK MANDEL: Two Lews, Jason Lew and Jerry Lew.
[00:23:36.300 --> 00:23:37.720]   FRANCESC CAMPOY: Yeah, yeah, yeah.
[00:23:38.720 --> 00:23:42.600]   Started with J and then a Lew to do well.
[00:23:42.600 --> 00:23:45.520]   But yeah, until I actually went through your cookbook,
[00:23:45.520 --> 00:23:47.640]   I didn't realize the surface area.
[00:23:47.640 --> 00:23:50.760]   How would you categorize the use cases?
[00:23:50.760 --> 00:23:53.520]   You have LLM self-critique.
[00:23:53.520 --> 00:23:55.040]   You have knowledge graphs in here.
[00:23:55.040 --> 00:23:57.760]   You have PII data sanitation.
[00:23:57.760 --> 00:23:59.260]   How do you characterize the people?
[00:23:59.260 --> 00:24:01.440]   What is the surface area of Instructure?
[00:24:01.440 --> 00:24:03.720]   MARK MANDEL: Yeah, so this is the part that feels crazy.
[00:24:03.720 --> 00:24:06.720]   Because really, the difference is LLMs give you strings,
[00:24:06.720 --> 00:24:08.780]   and Instructure gives you data structures.
[00:24:08.780 --> 00:24:10.360]   And once you get data structures again,
[00:24:10.360 --> 00:24:14.160]   you can do every lead code problem you ever thought of.
[00:24:14.160 --> 00:24:16.960]   And so I think there's a couple of really common applications.
[00:24:16.960 --> 00:24:20.200]   The first one, obviously, is extracting structured data.
[00:24:20.200 --> 00:24:22.200]   This is just be, OK, well, I want
[00:24:22.200 --> 00:24:24.080]   to put in an image of a receipt.
[00:24:24.080 --> 00:24:26.560]   I want to give back out a list of checkout items
[00:24:26.560 --> 00:24:30.080]   with a price, and a fee, and a coupon code, or whatever.
[00:24:30.080 --> 00:24:31.640]   That's one application.
[00:24:31.640 --> 00:24:36.560]   Another application really is around extracting graphs out.
[00:24:36.560 --> 00:24:38.640]   So one of the things we found out about these language models
[00:24:38.640 --> 00:24:40.680]   is that not only can you define nodes,
[00:24:40.680 --> 00:24:43.000]   it's really good at figuring out what are nodes
[00:24:43.000 --> 00:24:44.560]   and what are edges.
[00:24:44.560 --> 00:24:48.160]   And so we have a bunch of examples where not only
[00:24:48.160 --> 00:24:52.600]   do I extract that this happens after that, but also, OK,
[00:24:52.600 --> 00:24:55.280]   these two are dependencies of another task.
[00:24:55.280 --> 00:24:58.280]   And you can do extracting complex entities
[00:24:58.280 --> 00:24:59.720]   that have relationships.
[00:24:59.720 --> 00:25:02.340]   Given a story, for example, you could extract relationships
[00:25:02.340 --> 00:25:04.480]   of families across different characters.
[00:25:04.480 --> 00:25:07.200]   This can all be done by defining a graph.
[00:25:07.200 --> 00:25:09.600]   And then the last really big application really
[00:25:09.600 --> 00:25:12.320]   is just around query understanding.
[00:25:12.320 --> 00:25:16.240]   The idea is that any API call has some schema.
[00:25:16.240 --> 00:25:18.200]   And if you can define that schema ahead of time,
[00:25:18.200 --> 00:25:20.720]   you can use a language model to resolve a request
[00:25:20.720 --> 00:25:24.200]   into a much more complex request, one
[00:25:24.200 --> 00:25:25.680]   that an embedding could not do.
[00:25:25.680 --> 00:25:28.120]   So for example, I have a really popular post called,
[00:25:28.120 --> 00:25:29.920]   like, "Rag Is More Than Embeddings."
[00:25:29.920 --> 00:25:32.200]   And effectively, if I have a question like this,
[00:25:32.200 --> 00:25:35.200]   what was the latest thing that happened this week?
[00:25:35.200 --> 00:25:38.400]   That embeds to nothing.
[00:25:38.400 --> 00:25:40.080]   But really, that query should just
[00:25:40.080 --> 00:25:43.680]   be select all data where the date time is between today
[00:25:43.680 --> 00:25:47.480]   and today minus seven days.
[00:25:47.480 --> 00:25:50.160]   What if I said, how did my writing
[00:25:50.160 --> 00:25:52.120]   change between this month and last month?
[00:25:52.120 --> 00:25:55.600]   Again, embeddings would do nothing.
[00:25:55.600 --> 00:25:58.000]   But really, if you could do a group by over the month
[00:25:58.000 --> 00:26:00.080]   and a summarize, then you could, again,
[00:26:00.080 --> 00:26:01.840]   do something much more interesting.
[00:26:01.840 --> 00:26:03.560]   And so this really just calls out the fact
[00:26:03.560 --> 00:26:05.800]   that embeddings really is kind of like the lowest
[00:26:05.800 --> 00:26:06.640]   hanging fruit.
[00:26:06.640 --> 00:26:08.220]   And using something like an instructor
[00:26:08.220 --> 00:26:11.220]   can really help produce a data structure.
[00:26:11.220 --> 00:26:13.220]   And then you can just use your computer science
[00:26:13.220 --> 00:26:14.720]   to reason about this data structure.
[00:26:14.720 --> 00:26:16.200]   Maybe you say, OK, well, I'm going
[00:26:16.200 --> 00:26:19.000]   to produce a graph where I want to group by each month
[00:26:19.000 --> 00:26:20.800]   and then summarize them jointly.
[00:26:20.800 --> 00:26:24.240]   You can do that if you know how to define this data structure.
[00:26:24.240 --> 00:26:28.080]   In that part, you kind of run up against the chains of the world
[00:26:28.080 --> 00:26:30.480]   that used to have that.
[00:26:30.480 --> 00:26:32.360]   They still do have the self-querying,
[00:26:32.360 --> 00:26:34.720]   I think they used to call it, when we had
[00:26:34.720 --> 00:26:36.480]   Harrison on in our episode.
[00:26:36.480 --> 00:26:38.120]   How do you see yourself interacting
[00:26:38.120 --> 00:26:42.000]   with the other, I guess, LLM frameworks in the ecosystem?
[00:26:42.000 --> 00:26:43.880]   - Yeah, I mean, if they use Instructure,
[00:26:43.880 --> 00:26:45.040]   I think that's totally cool.
[00:26:45.040 --> 00:26:48.160]   I think because it's just, again, it's just Python.
[00:26:48.160 --> 00:26:51.320]   It's asking, oh, how does Django interact with requests?
[00:26:51.320 --> 00:26:56.560]   Well, you just might make a request.get in a Django app.
[00:26:56.560 --> 00:26:59.920]   But no one would say, oh, I went off of Django
[00:26:59.920 --> 00:27:01.840]   because I'm using requests now.
[00:27:01.840 --> 00:27:05.440]   They should be, ideally, the wrong comparison.
[00:27:05.440 --> 00:27:07.680]   In terms of especially the agent workflows,
[00:27:07.680 --> 00:27:12.080]   I think the real goal for me is to go down the LLM compiler
[00:27:12.080 --> 00:27:18.160]   route, which is instead of doing a React-type reasoning loop,
[00:27:18.160 --> 00:27:23.560]   I think my belief is that we should be using workflows.
[00:27:23.560 --> 00:27:25.280]   If we do this, then we always have
[00:27:25.280 --> 00:27:26.920]   a request and a complete workflow.
[00:27:26.920 --> 00:27:29.320]   We can fine-tune a model that has a better workflow.
[00:27:29.320 --> 00:27:31.160]   Whereas it's hard to think about how do you
[00:27:31.160 --> 00:27:33.600]   fine-tune a better React loop.
[00:27:33.600 --> 00:27:36.920]   Do you want to always train it to have less looping?
[00:27:36.920 --> 00:27:38.960]   In which case, you want it to get the right answer
[00:27:38.960 --> 00:27:40.360]   the first time, in which case, it
[00:27:40.360 --> 00:27:42.800]   was a workflow to begin with.
[00:27:42.800 --> 00:27:44.240]   - Can you define workflow?
[00:27:44.240 --> 00:27:46.160]   Because I think, obviously, I used
[00:27:46.160 --> 00:27:48.280]   to work at a workflow company, but I'm not sure
[00:27:48.280 --> 00:27:49.880]   this is a well-defined framework for everybody.
[00:27:49.880 --> 00:27:53.280]   - I'm thinking workflow in terms of the prefect Zapier
[00:27:53.280 --> 00:27:54.240]   workflow.
[00:27:54.240 --> 00:27:55.400]   I want to build a DAG.
[00:27:55.400 --> 00:27:57.600]   I want you to tell me what the nodes and edges are.
[00:27:57.600 --> 00:28:03.040]   And then maybe the edges are also put in with AI.
[00:28:03.040 --> 00:28:04.480]   But the idea is that I want to be
[00:28:04.480 --> 00:28:06.200]   able to present you the entire plan
[00:28:06.200 --> 00:28:09.600]   and then ask you to fix things as I execute it,
[00:28:09.600 --> 00:28:12.560]   rather than going, hey, I couldn't parse the JSON,
[00:28:12.560 --> 00:28:13.840]   so I'm going to try again.
[00:28:13.840 --> 00:28:15.640]   I couldn't parse the JSON, I'm going to try again.
[00:28:15.640 --> 00:28:20.040]   And then next thing you know, you spent $2 on OpenAI credits.
[00:28:20.040 --> 00:28:21.600]   Whereas with the plan, you can just
[00:28:21.600 --> 00:28:27.840]   say, oh, the edge between node x and y does not run.
[00:28:27.840 --> 00:28:30.720]   Let me just iteratively try to fix that component.
[00:28:30.720 --> 00:28:33.800]   Once that's fixed, go on to the next component.
[00:28:33.800 --> 00:28:36.320]   And obviously, you can get into a world where,
[00:28:36.320 --> 00:28:39.240]   if you have enough examples of the nodes x and y,
[00:28:39.240 --> 00:28:41.080]   maybe you can use a vector database
[00:28:41.080 --> 00:28:43.280]   to find a good few-shot examples.
[00:28:43.280 --> 00:28:45.320]   You can do a lot if you break down
[00:28:45.320 --> 00:28:49.600]   the problem into that workflow and execute in that workflow,
[00:28:49.600 --> 00:28:52.280]   rather than looping and hoping the reasoning is good enough
[00:28:52.280 --> 00:28:55.120]   to generate the correct output.
[00:28:55.120 --> 00:28:59.200]   Yeah, I would say I've been hammering on Devon a lot.
[00:28:59.200 --> 00:29:01.680]   I got access a couple of weeks ago.
[00:29:01.680 --> 00:29:06.120]   And obviously, for simple tasks, it does well.
[00:29:06.120 --> 00:29:10.800]   For the complicated, more than 10, 20-hour tasks,
[00:29:10.800 --> 00:29:11.520]   I can see it--
[00:29:11.520 --> 00:29:13.020]   That's a crazy comparison.
[00:29:13.020 --> 00:29:16.920]   We used to talk about three, four loops.
[00:29:16.920 --> 00:29:20.040]   Only once it gets to hour tasks, it's hard.
[00:29:20.040 --> 00:29:21.000]   Yeah.
[00:29:21.000 --> 00:29:24.360]   Less than an hour, there's nothing.
[00:29:24.360 --> 00:29:25.600]   That's crazy.
[00:29:25.600 --> 00:29:26.520]   I mean, I don't know.
[00:29:26.520 --> 00:29:29.000]   Yeah, OK, maybe my goalposts have shifted.
[00:29:29.000 --> 00:29:30.400]   I don't know.
[00:29:30.400 --> 00:29:32.520]   That's incredible.
[00:29:32.520 --> 00:29:34.760]   I'm like sub-one-minute executions.
[00:29:34.760 --> 00:29:37.680]   The fact that you're talking about 10 hours is incredible.
[00:29:37.680 --> 00:29:39.120]   I think it's a spectrum.
[00:29:39.120 --> 00:29:40.680]   I actually-- I really, really--
[00:29:40.680 --> 00:29:42.600]   I think I'm going to say this every single time
[00:29:42.600 --> 00:29:43.480]   I bring up Devon.
[00:29:43.480 --> 00:29:45.880]   Let's not reward them for taking longer to do things.
[00:29:45.880 --> 00:29:46.880]   Do you know what I mean?
[00:29:46.880 --> 00:29:51.280]   Like, that's a metric that is easily abusable.
[00:29:51.280 --> 00:29:51.800]   Sure.
[00:29:51.800 --> 00:29:52.280]   Yeah.
[00:29:52.280 --> 00:29:53.800]   You can run a game.
[00:29:53.800 --> 00:29:56.400]   Yeah, but all I'm saying is you can monotonically
[00:29:56.400 --> 00:30:00.960]   increase the success probability over an hour.
[00:30:00.960 --> 00:30:02.000]   That's winning to me.
[00:30:02.000 --> 00:30:04.880]   Obviously, if you run an hour and you've made no progress--
[00:30:04.880 --> 00:30:07.440]   like, I think when we were in auto-GBT land,
[00:30:07.440 --> 00:30:10.600]   there was that one example where I wanted it to buy me
[00:30:10.600 --> 00:30:11.160]   a bicycle.
[00:30:11.160 --> 00:30:13.400]   And overnight, I spent $7 on credits,
[00:30:13.400 --> 00:30:14.920]   and I never found the bicycle.
[00:30:14.920 --> 00:30:16.160]   Yeah, yeah.
[00:30:16.160 --> 00:30:18.760]   I wonder if you'll be able to purchase a bicycle.
[00:30:18.760 --> 00:30:21.160]   Because it actually can do things in real world,
[00:30:21.160 --> 00:30:24.200]   it just needs to suspend to you for off and stuff.
[00:30:24.200 --> 00:30:26.020]   But the point I was trying to make
[00:30:26.020 --> 00:30:28.280]   was that I can see it turning plans.
[00:30:28.280 --> 00:30:29.520]   Like, when it gets on--
[00:30:29.520 --> 00:30:32.560]   I think one of the agents' loopholes,
[00:30:32.560 --> 00:30:34.840]   or one of the things that is a real barrier for agents
[00:30:34.840 --> 00:30:37.840]   is LLMs really like to get stuck into a lane.
[00:30:37.840 --> 00:30:42.040]   And what you're talking about, what I've seen Devon do
[00:30:42.040 --> 00:30:43.960]   is it gets stuck in a lane, and it will just
[00:30:43.960 --> 00:30:47.680]   kind of change plans based on the performance of the plan
[00:30:47.680 --> 00:30:49.960]   itself.
[00:30:49.960 --> 00:30:51.280]   And it's kind of cool.
[00:30:51.280 --> 00:30:53.840]   Yeah, I feel like we've gone too much in the looping route.
[00:30:53.840 --> 00:30:56.880]   And I think a lot of more plans and DAGs and data structures
[00:30:56.880 --> 00:30:59.720]   are probably going to come back to help fill in some holes.
[00:30:59.720 --> 00:31:00.240]   Yeah.
[00:31:00.240 --> 00:31:02.600]   What's the interface to that?
[00:31:02.600 --> 00:31:06.360]   Do you see it's like an existing state machine kind of thing
[00:31:06.360 --> 00:31:10.680]   that connects to the LLMs, the traditional DAG player?
[00:31:10.680 --> 00:31:15.200]   So do you think we need something new for AI DAGs?
[00:31:15.200 --> 00:31:17.320]   Yeah, I mean, I think that the hard part is
[00:31:17.320 --> 00:31:19.640]   going to be describing visually the fact
[00:31:19.640 --> 00:31:22.320]   that this DAG can also change over time,
[00:31:22.320 --> 00:31:27.240]   and it should still be allowed to be fuzzy, right?
[00:31:27.240 --> 00:31:30.560]   I think in mathematics, we have plate diagrams, and Markov chain
[00:31:30.560 --> 00:31:32.840]   diagrams, and recurrence states, and all that.
[00:31:32.840 --> 00:31:35.040]   Some of that might come into this workflow world.
[00:31:35.040 --> 00:31:36.920]   But to be honest, I'm not too sure.
[00:31:36.920 --> 00:31:39.160]   I think right now, the first steps
[00:31:39.160 --> 00:31:41.680]   are just how do we take this DAG idea
[00:31:41.680 --> 00:31:43.720]   and break it down to modular components
[00:31:43.720 --> 00:31:47.280]   that we can prompt better, have few-shot examples for,
[00:31:47.280 --> 00:31:49.880]   and ultimately fine-tune against.
[00:31:49.880 --> 00:31:51.240]   But in terms of even the UI, it's
[00:31:51.240 --> 00:31:53.480]   hard to say what we'll likely win.
[00:31:53.480 --> 00:31:55.600]   I think people like Prefect and Zapier
[00:31:55.600 --> 00:31:57.720]   have a pretty good shot at doing a good job.
[00:31:57.720 --> 00:31:58.320]   Yeah.
[00:31:58.320 --> 00:31:59.800]   So you seem to use Prefect a lot.
[00:31:59.800 --> 00:32:02.160]   Actually, you worked at a Prefect competitor at Temporal.
[00:32:02.160 --> 00:32:03.760]   And I'm also very familiar with Dexter.
[00:32:06.480 --> 00:32:09.200]   What else would you call out as particularly interesting
[00:32:09.200 --> 00:32:12.280]   in the AI engineering stack?
[00:32:12.280 --> 00:32:15.120]   Man, I almost use nothing.
[00:32:15.120 --> 00:32:19.160]   I just use Cursor and PyTests.
[00:32:19.160 --> 00:32:20.720]   Oh, OK.
[00:32:20.720 --> 00:32:22.440]   I think that's basically it.
[00:32:22.440 --> 00:32:25.520]   A lot of the observability companies have--
[00:32:25.520 --> 00:32:28.400]   the more observability companies I've tried,
[00:32:28.400 --> 00:32:30.920]   the more I just use Postgres.
[00:32:30.920 --> 00:32:31.560]   Really?
[00:32:31.560 --> 00:32:32.160]   OK.
[00:32:32.160 --> 00:32:34.600]   Postgres for observability?
[00:32:34.600 --> 00:32:36.160]   But the issue, really, is the fact
[00:32:36.160 --> 00:32:38.920]   that these observability companies isn't actually
[00:32:38.920 --> 00:32:40.520]   doing observability for the system.
[00:32:40.520 --> 00:32:42.640]   It's just doing the LLM thing.
[00:32:42.640 --> 00:32:48.440]   I still end up using Datadog or Sentry to do latency.
[00:32:48.440 --> 00:32:50.400]   And so I just have those systems handle it.
[00:32:50.400 --> 00:32:54.360]   And then the prompt-in, prompt-out latency token costs,
[00:32:54.360 --> 00:32:56.320]   I just put that in a Postgres table now.
[00:32:56.320 --> 00:33:01.480]   So you don't need 20 funded startups building LLM ops?
[00:33:01.480 --> 00:33:04.200]   Yeah, but I'm also an old, tired guy.
[00:33:04.200 --> 00:33:09.320]   Because of my background, I was like, yeah,
[00:33:09.320 --> 00:33:10.800]   the Python stuff I'll write myself.
[00:33:10.800 --> 00:33:14.640]   But I will also just use Vercel happily.
[00:33:14.640 --> 00:33:19.280]   Because I'm just not familiar with that world of tooling.
[00:33:19.280 --> 00:33:22.520]   Whereas I think I spent three good years building
[00:33:22.520 --> 00:33:24.760]   observability tools for recommendation systems.
[00:33:24.760 --> 00:33:27.720]   And I was like, oh, compared to that,
[00:33:27.720 --> 00:33:29.600]   Instructor is just one call.
