
[00:00:00.000 --> 00:00:02.580]   (gentle music)
[00:22:48.900 --> 00:22:52.080]   And I would encourage young families
[00:22:52.080 --> 00:22:54.060]   who are listening to this podcast,
[00:22:54.060 --> 00:22:59.060]   you may be in the age right now where you have
[00:22:59.060 --> 00:23:03.140]   a mixture of ages, maybe even a three-year-old
[00:23:03.140 --> 00:23:06.380]   and our two-year-old who just likes to blurt out things
[00:23:06.380 --> 00:23:08.560]   like I love pizza, frogs are gross.
[00:23:08.560 --> 00:23:12.780]   You just never know what things they're going to observe
[00:23:12.780 --> 00:23:14.180]   and want to make known.
[00:23:14.180 --> 00:23:16.620]   I would encourage you to sit down
[00:23:16.620 --> 00:23:18.780]   even with those little list of babies
[00:23:18.780 --> 00:23:23.020]   and really listen to everyone's contributions
[00:23:23.020 --> 00:23:24.780]   for your family statement.
[00:23:24.780 --> 00:23:28.900]   Because behind that I love pizza statement,
[00:23:28.900 --> 00:23:32.980]   there may be a little one who is actually saying,
[00:23:32.980 --> 00:23:35.940]   I love pizza because our family spends time together
[00:23:35.940 --> 00:23:37.500]   around the table.
[00:23:37.500 --> 00:23:40.820]   I love pizza because it's something that we make together
[00:23:40.820 --> 00:23:43.900]   in the kitchen that's fun.
[00:23:43.900 --> 00:23:48.900]   There may be an underlying why or a how
[00:23:50.660 --> 00:23:52.980]   that's just under the surface.
[00:23:52.980 --> 00:23:56.980]   And so allowing each member of the family to contribute
[00:23:56.980 --> 00:24:01.220]   validates each member of your family as part of a whole.
[00:24:01.220 --> 00:24:03.900]   And I think in that sense,
[00:24:03.900 --> 00:24:08.740]   the process to get to a mission statement is as valuable
[00:24:08.740 --> 00:24:13.100]   if not more valuable than the product, the end result.
[00:24:13.100 --> 00:24:17.060]   Because you were in conversation with those people
[00:24:17.060 --> 00:24:19.660]   who sit at the very center of your heart
[00:24:20.620 --> 00:24:25.340]   talking about what sets you apart in this world?
[00:24:25.340 --> 00:24:28.340]   What is your family's role in this world?
[00:24:28.340 --> 00:24:31.820]   And how do you want your family to grow
[00:24:31.820 --> 00:24:34.020]   in this world that God has made?
[00:24:34.020 --> 00:24:36.700]   And those are definitely valuable things
[00:24:36.700 --> 00:24:39.940]   that even the smallest members of your family
[00:24:39.940 --> 00:24:44.860]   should hear you speak aloud because it gives them weight
[00:24:44.860 --> 00:24:47.260]   and it gives them meaning and it helps them
[00:24:47.260 --> 00:24:50.620]   even from those youngest days to have understanding
[00:24:50.620 --> 00:24:54.540]   about what is valuable to your family
[00:24:54.540 --> 00:24:59.260]   and how God has uniquely created you to come together
[00:24:59.260 --> 00:25:01.300]   and to serve him in this world.
[00:25:01.300 --> 00:25:02.180]   - That's cool.
[00:25:02.180 --> 00:25:07.180]   And realizing that God has put you all together
[00:25:07.180 --> 00:25:13.580]   in a specific family for a specific purpose
[00:25:13.580 --> 00:25:16.420]   is kind of awe-inspiring.
[00:25:16.420 --> 00:25:21.420]   And even for little children to think God chose us
[00:25:21.420 --> 00:25:26.900]   to be together on purpose so that we could learn
[00:25:26.900 --> 00:25:32.140]   to know him more and love him more and love one another.
[00:25:32.140 --> 00:25:35.540]   But he may have given your family
[00:25:35.540 --> 00:25:40.180]   something unique to do in the world.
[00:25:40.180 --> 00:25:43.980]   And so pulling your family together to sit down
[00:25:43.980 --> 00:25:47.220]   and have a conversation about, okay, guys,
[00:25:47.220 --> 00:25:50.940]   what is ours to do?
[00:25:50.940 --> 00:25:56.780]   What is ours to do in our little community
[00:25:56.780 --> 00:26:01.860]   that maybe if we don't take up the task, nobody will do it?
[00:26:01.860 --> 00:26:06.060]   What is ours to, and it gives me chills
[00:26:06.060 --> 00:26:10.060]   to think about that because what a lovely thing
[00:26:10.060 --> 00:26:12.980]   for your children to realize from an early age
[00:26:12.980 --> 00:26:16.060]   is that God has intentionally planned good works
[00:26:16.060 --> 00:26:17.660]   for them to do.
[00:26:17.660 --> 00:26:20.980]   And he planted them first in a family
[00:26:20.980 --> 00:26:25.980]   so that they could know and learn and grow to know him
[00:26:25.980 --> 00:26:29.900]   and love him and be prepared for the good works
[00:26:29.900 --> 00:26:32.060]   that he has for them to do.
[00:26:32.060 --> 00:26:39.060]   So what if our listeners are thinking now,
[00:26:39.060 --> 00:26:40.540]   'cause I'm here to tell y'all,
[00:26:40.540 --> 00:26:43.380]   if you've been homeschooling five or six years and think,
[00:26:43.380 --> 00:26:44.900]   well, I just missed that boat.
[00:26:44.900 --> 00:26:47.980]   I mean, I've just been messing around for five or six years.
[00:26:47.980 --> 00:26:49.180]   I don't know what I'm gonna do now.
[00:26:49.180 --> 00:26:51.100]   It's never too late.
[00:26:51.100 --> 00:26:55.060]   And you know what, guys, if you've been at this for a while,
[00:26:55.060 --> 00:26:59.460]   you might have a better idea than ever before
[00:26:59.460 --> 00:27:03.540]   what your family's mission statement could be
[00:27:03.540 --> 00:27:06.180]   and maybe should be given what you now know
[00:27:06.180 --> 00:27:07.740]   about your family.
[00:27:07.740 --> 00:27:10.300]   But I suspect there's some people who are listening
[00:27:10.300 --> 00:27:11.860]   that think, well, I never thought about having
[00:27:11.860 --> 00:27:13.620]   a family mission statement.
[00:27:13.620 --> 00:27:15.140]   Or if I thought about it at all,
[00:27:15.140 --> 00:27:16.300]   I thought that's not for me.
[00:27:16.300 --> 00:27:19.900]   But now I think it might be for me.
[00:27:19.900 --> 00:27:22.260]   It might be for us.
[00:27:22.260 --> 00:27:23.900]   Where do we get ideas?
[00:27:23.900 --> 00:27:28.220]   Where do we get ideas for cultivating
[00:27:28.220 --> 00:27:30.940]   or writing a family mission statement?
[00:27:30.940 --> 00:27:35.640]   How do we know what ought to be included?
[00:27:38.740 --> 00:27:41.940]   I have, I wanna share with you
[00:27:41.940 --> 00:27:46.940]   that writing a family mission statement
[00:27:46.940 --> 00:27:50.580]   is actually one of the things
[00:27:50.580 --> 00:27:55.380]   that our brand new piece of material,
[00:27:55.380 --> 00:27:59.340]   Scribblers at Home, Recipes from Lifelong Learners,
[00:27:59.340 --> 00:28:00.920]   writing a family mission statement
[00:28:00.920 --> 00:28:04.060]   is one of the very first activities
[00:28:04.060 --> 00:28:08.620]   that is advocated for families and scribblers.
[00:28:08.620 --> 00:28:10.700]   And so some of you, if you have
[00:28:10.700 --> 00:28:13.380]   the Scribblers resource already,
[00:28:13.380 --> 00:28:17.020]   if you look on pages two and three,
[00:28:17.020 --> 00:28:20.060]   that's where we talk about a family mission statement.
[00:28:20.060 --> 00:28:24.660]   There's some questions that we know
[00:28:24.660 --> 00:28:28.100]   that families might want to begin thinking.
[00:28:28.100 --> 00:28:32.940]   And new families, I understand that you might be overwhelmed.
[00:28:32.940 --> 00:28:35.600]   Your big question right now might be,
[00:28:35.600 --> 00:28:38.340]   but what do I want my children to know?
[00:28:38.340 --> 00:28:40.460]   I'm not sure, what should I want my children to know?
[00:28:40.460 --> 00:28:43.700]   But there's some things, there's some other questions
[00:28:43.700 --> 00:28:48.180]   that I would advocate you asking first.
[00:28:48.180 --> 00:28:53.020]   Questions that might lead you gently toward
[00:28:53.020 --> 00:28:55.720]   what you want to enjoy with your family.
[00:28:55.720 --> 00:29:01.140]   And like I said, this is in Scribblers on page two,
[00:29:01.140 --> 00:29:05.500]   but I'm just gonna mention these questions really quickly.
[00:29:05.500 --> 00:29:08.020]   They will give you something to think about
[00:29:08.020 --> 00:29:12.380]   if you are beginning to work on a family mission statement.
[00:29:12.380 --> 00:29:16.500]   What is your family's purpose?
[00:29:16.500 --> 00:29:18.620]   Now maybe you've never thought about that before.
[00:29:18.620 --> 00:29:21.900]   Spend some time seeking the Lord
[00:29:21.900 --> 00:29:24.860]   and talking with the people in your family
[00:29:24.860 --> 00:29:28.380]   and really try to figure out what is it?
[00:29:28.380 --> 00:29:29.540]   What is our purpose?
[00:29:29.540 --> 00:29:31.640]   Why are we together?
[00:29:31.640 --> 00:29:34.440]   What are your family's priorities?
[00:29:34.440 --> 00:29:37.460]   What are your family's priorities?
[00:29:37.460 --> 00:29:41.660]   I suspect that most of us would say that knowing God
[00:29:41.660 --> 00:29:45.020]   and bringing our children into relationship
[00:29:45.020 --> 00:29:48.060]   with the Lord Jesus is one of our highest priorities.
[00:29:48.060 --> 00:29:50.460]   But for some families,
[00:29:50.460 --> 00:29:53.200]   physical fitness is a very high priority.
[00:29:53.200 --> 00:29:56.740]   For some families, spending time with extended family
[00:29:56.740 --> 00:29:58.160]   is a priority.
[00:29:58.160 --> 00:30:02.580]   For some families, it's learning how to plant a garden
[00:30:02.580 --> 00:30:05.740]   or fix a leaking faucet
[00:30:05.740 --> 00:30:08.680]   or work with your hands.
[00:30:08.680 --> 00:30:10.780]   What are your family's priorities?
[00:30:10.780 --> 00:30:15.780]   How does education fit into your purpose and priorities?
[00:30:15.780 --> 00:30:18.620]   That question will begin to help you
[00:30:18.620 --> 00:30:21.180]   make homeschooling decisions.
[00:30:21.180 --> 00:30:24.680]   But homeschooling decisions on purpose,
[00:30:24.680 --> 00:30:27.820]   not on accident or not on
[00:30:27.820 --> 00:30:29.740]   'cause that's what everybody else was doing
[00:30:29.740 --> 00:30:32.500]   or because that's what I thought I was supposed to do.
[00:30:33.860 --> 00:30:37.140]   Number four, do you have a family mission statement
[00:30:37.140 --> 00:30:40.400]   which is a family purpose?
[00:30:40.400 --> 00:30:44.360]   What you could consider, what makes your family unique?
[00:30:44.360 --> 00:30:50.340]   How would you, what are your identifying characteristics?
[00:30:50.340 --> 00:30:53.020]   How will you identify yourself?
[00:30:53.020 --> 00:30:56.300]   When our family, when our oldest daughter was born,
[00:30:56.300 --> 00:31:00.080]   she wasn't, she was fairly precocious in speaking.
[00:31:01.420 --> 00:31:04.620]   So she was not too very old before we realized
[00:31:04.620 --> 00:31:09.100]   that she was picking up on our love of sarcasm.
[00:31:09.100 --> 00:31:12.220]   And so she, when her sister came along,
[00:31:12.220 --> 00:31:14.620]   she was cut from a different piece of cloth
[00:31:14.620 --> 00:31:16.940]   and we realized that that sarcasm
[00:31:16.940 --> 00:31:18.400]   did not come naturally to her.
[00:31:18.400 --> 00:31:22.120]   And if that was gonna stay a love language for our family,
[00:31:22.120 --> 00:31:24.460]   we had to initiate her into it.
[00:31:24.460 --> 00:31:26.520]   So what makes your family unique?
[00:31:26.520 --> 00:31:31.480]   But how, what's an identifying characteristic of your family?
[00:31:31.480 --> 00:31:35.520]   How will you love one another?
[00:31:35.520 --> 00:31:39.880]   Ooh, how will you each give and receive love?
[00:31:39.880 --> 00:31:42.240]   That's an important thing to know about your family.
[00:31:42.240 --> 00:31:44.640]   What traditions do you have now
[00:31:44.640 --> 00:31:48.720]   and what traditions would you like to begin?
[00:31:48.720 --> 00:31:51.620]   These are just some beginning questions
[00:31:51.620 --> 00:31:56.620]   that might help you narrow down your family mission statement.
[00:31:56.620 --> 00:31:59.060]   Kelly, I want some ideas from you too.
[00:31:59.060 --> 00:32:02.300]   Where do we get ideas of how to craft our statement?
[00:32:02.300 --> 00:32:05.140]   What kind of stuff are we supposed to put in there?
[00:32:05.140 --> 00:32:06.740]   - Well, that is a great question.
[00:32:06.740 --> 00:32:11.000]   And I think the questions that you've just listed
[00:32:11.000 --> 00:32:14.780]   are a great place to start because I think for me,
[00:32:14.780 --> 00:32:16.260]   at the beginning of this journey,
[00:32:16.260 --> 00:32:20.260]   I definitely would have needed inspiration,
[00:32:20.260 --> 00:32:22.880]   even begin thinking about the scope
[00:32:22.880 --> 00:32:26.860]   of what homeschooling would mean for our family.
[00:32:26.860 --> 00:32:31.080]   Like I said, those early days very much felt survival-based
[00:32:31.080 --> 00:32:35.940]   and really I wanted our family to thrive
[00:32:35.940 --> 00:32:37.560]   in their homeschooling journey.
[00:32:37.560 --> 00:32:42.220]   I did not want our days to feel thin and drawn.
[00:32:42.220 --> 00:32:44.980]   I wanted them to feel rich and full.
[00:32:44.980 --> 00:32:48.960]   And so at the beginning, I had to look past
[00:32:48.960 --> 00:32:51.140]   what our current place was.
[00:32:51.140 --> 00:32:52.760]   Almost like I was saying before,
[00:32:52.760 --> 00:32:54.500]   when I would look through my son's camera
[00:32:54.500 --> 00:32:57.880]   and look at a far off place and draw focus,
[00:32:57.880 --> 00:33:00.020]   I think in those beginning days,
[00:33:00.020 --> 00:33:02.620]   I had to really, in my mind's eye,
[00:33:02.620 --> 00:33:05.820]   pray for God to reveal a future to me
[00:33:05.820 --> 00:33:10.820]   that was rich in wisdom and goodness and truth
[00:33:10.820 --> 00:33:14.580]   through my little people who were just
[00:33:14.580 --> 00:33:17.780]   at the very beginning stage, who wanted to sit in my lap,
[00:33:17.780 --> 00:33:20.060]   who wanted to hear stories,
[00:33:20.060 --> 00:33:22.520]   who wanted to go and dig in the dirt in the backyard
[00:33:22.520 --> 00:33:24.820]   and find worms and all of those things
[00:33:24.820 --> 00:33:27.220]   that make childhood so wonderful
[00:33:27.220 --> 00:33:29.960]   because there's discovery through play.
[00:33:29.960 --> 00:33:34.480]   As a mom, I had to think, be forward thinking
[00:33:34.480 --> 00:33:37.040]   about where that would lead them.
[00:33:37.040 --> 00:33:40.480]   What kind of people did I want them to be
[00:33:40.480 --> 00:33:43.700]   in this world for the Lord?
[00:33:43.700 --> 00:33:48.020]   What was, like you said, what were the tasks
[00:33:48.020 --> 00:33:50.900]   that would be given to them to do
[00:33:50.900 --> 00:33:53.900]   on this side of eternity to glorify God?
[00:33:53.900 --> 00:33:58.400]   And so I love that list of questions that you just shared
[00:33:58.400 --> 00:34:02.660]   because there is so much wisdom to be found
[00:34:02.660 --> 00:34:07.660]   in thinking deeply before you get to a place of expectation,
[00:34:07.660 --> 00:34:11.380]   thinking deeply in preparation
[00:34:11.380 --> 00:34:14.640]   because I think so often we can be very tempted
[00:34:14.640 --> 00:34:17.500]   to shoot an arrow and then draw the target
[00:34:17.500 --> 00:34:20.420]   and declare ourselves successful.
[00:34:20.420 --> 00:34:25.220]   And quite often, if we would just take time
[00:34:25.220 --> 00:34:27.940]   to prepare and to pray,
[00:34:27.940 --> 00:34:29.520]   actually I probably should reverse that,
[00:34:29.520 --> 00:34:34.060]   to pray and prepare to think how God
[00:34:34.060 --> 00:34:37.460]   will multiply our efforts because we've taken time
[00:34:37.460 --> 00:34:39.200]   to commit that process to Him.
[00:34:40.220 --> 00:34:43.140]   So I love that list of questions.
[00:34:43.140 --> 00:34:47.660]   And I love also in the Scribblers at Home book
[00:34:47.660 --> 00:34:50.140]   how there are also conversation starters
[00:34:50.140 --> 00:34:54.420]   on that very same page to think about
[00:34:54.420 --> 00:34:58.740]   not only what your family may need,
[00:34:58.740 --> 00:35:02.260]   but what do you want to do with your children?
[00:35:02.260 --> 00:35:03.900]   I knew when we began this journey
[00:35:03.900 --> 00:35:08.380]   that I wanted to escape the paradigm of education
[00:35:08.380 --> 00:35:10.780]   that I had been in my past.
[00:35:10.780 --> 00:35:15.660]   I knew I might not have known what homeschooling could be,
[00:35:15.660 --> 00:35:18.980]   but I had a pretty good idea of what I didn't want it to be.
[00:35:18.980 --> 00:35:23.120]   And so I had to pray and commit that to God and say,
[00:35:23.120 --> 00:35:26.940]   okay, Lord, help me not only to run from something,
[00:35:26.940 --> 00:35:31.300]   help me to run toward you and use this as a tool
[00:35:31.300 --> 00:35:34.780]   in my children's lives so that they could know Him.
[00:35:34.780 --> 00:35:37.060]   And as we say here in CC,
[00:35:37.060 --> 00:35:39.700]   to know Him and to make Him known in this world.
[00:35:39.700 --> 00:35:44.660]   So those questions that are at the bottom of page two also
[00:35:44.660 --> 00:35:46.380]   are really helpful.
[00:35:46.380 --> 00:35:50.580]   And particularly the final one at the bottom of that list,
[00:35:50.580 --> 00:35:53.220]   how can you cultivate teachable moments,
[00:35:53.220 --> 00:35:57.540]   was a turning point for me as a homeschool mom.
[00:35:57.540 --> 00:36:00.540]   Because in my former life, before I was a homeschooler,
[00:36:00.540 --> 00:36:02.540]   I was a classroom teacher.
[00:36:02.540 --> 00:36:04.780]   And so when we began our family,
[00:36:04.780 --> 00:36:09.780]   I was very wary of being my profession with my family.
[00:36:09.780 --> 00:36:14.660]   And so I think at first I shied away
[00:36:14.660 --> 00:36:16.220]   from those teachable moments
[00:36:16.220 --> 00:36:18.460]   because I wanted my children to have some rest.
[00:36:18.460 --> 00:36:21.860]   And the truth is what I needed to do was pray for God
[00:36:21.860 --> 00:36:24.440]   to reveal those moments to me
[00:36:24.440 --> 00:36:28.900]   so that I could show Him to them in those moments.
[00:36:28.900 --> 00:36:31.860]   So I really, I love the fact that these questions
[00:36:31.860 --> 00:36:36.860]   are included so that we think what is unique to our family?
[00:36:36.860 --> 00:36:40.140]   But not only what is unique to us,
[00:36:40.140 --> 00:36:45.140]   but what do we want to achieve through this process?
[00:36:45.140 --> 00:36:48.580]   So good, so that we're not shooting an arrow
[00:36:48.580 --> 00:36:49.660]   and drawing a target.
[00:36:49.660 --> 00:36:54.060]   We draw that target and then we're able to take aim
[00:36:54.060 --> 00:36:56.420]   because we know exactly where we're headed.
[00:36:56.420 --> 00:36:58.860]   And that is so valuable.
[00:36:58.860 --> 00:37:00.220]   - It really is.
[00:37:00.220 --> 00:37:03.900]   I love what you were saying about including your children
[00:37:03.900 --> 00:37:08.900]   and recognizing that your family mission statement
[00:37:08.900 --> 00:37:13.260]   is going to impact your children.
[00:37:13.260 --> 00:37:14.240]   And I got to thinking,
[00:37:14.240 --> 00:37:18.880]   it's not just impacting your children while they're little
[00:37:18.880 --> 00:37:21.120]   as you begin to homeschool them.
[00:37:21.120 --> 00:37:26.120]   It is going to impact your children as they grow up
[00:37:26.120 --> 00:37:28.300]   and as they leave your home.
[00:37:29.180 --> 00:37:34.180]   What is it that your children, that you want them to become?
[00:37:34.180 --> 00:37:38.460]   Like you said, let's consider what do we want them
[00:37:38.460 --> 00:37:42.380]   to grow to be lovers of God?
[00:37:42.380 --> 00:37:46.700]   But who are they and who has God made them to be?
[00:37:46.700 --> 00:37:51.420]   And I think that they can draw some identity
[00:37:51.420 --> 00:37:53.360]   from this family mission statement.
[00:37:53.360 --> 00:37:57.100]   I think that they can draw some direction
[00:37:57.100 --> 00:37:59.100]   from the family mission statement.
[00:37:59.100 --> 00:38:02.220]   I think that having a family mission statement
[00:38:02.220 --> 00:38:07.220]   provides our children a grounding in who they are in Christ,
[00:38:07.220 --> 00:38:11.460]   in who they are in the family
[00:38:11.460 --> 00:38:15.620]   and in who God is molding them to become.
[00:38:15.620 --> 00:38:20.620]   And what a great gift to give our children as they grow up.
[00:38:20.620 --> 00:38:24.160]   I love it.
[00:38:24.160 --> 00:38:28.220]   It impacts our children even as they grow up and leave home.
[00:38:28.220 --> 00:38:30.580]   - Kelly, you've been such, as always,
[00:38:30.580 --> 00:38:34.220]   such a good conversation partner
[00:38:34.220 --> 00:38:36.860]   as we've kind of wrestled through
[00:38:36.860 --> 00:38:40.100]   a family mission statement and how to repent
[00:38:40.100 --> 00:38:44.380]   from not having one and now maybe for the listeners,
[00:38:44.380 --> 00:38:47.560]   how to do as we wish we had done.
[00:38:47.560 --> 00:38:51.900]   Just talking about the value of it
[00:38:51.900 --> 00:38:54.740]   and how it can be a tool that the Lord uses
[00:38:54.740 --> 00:38:58.980]   to refine us in our homeschool as we really do follow
[00:38:58.980 --> 00:39:01.540]   His path has been really good.
[00:39:01.540 --> 00:39:04.060]   I have one last question for you.
[00:39:04.060 --> 00:39:07.200]   I'm gonna ask you the question and give you a minute
[00:39:07.200 --> 00:39:11.380]   to think as I tell our listeners about some other
[00:39:11.380 --> 00:39:13.900]   really good thing that I want them to know.
[00:39:13.900 --> 00:39:15.620]   Here's my last question.
[00:39:15.620 --> 00:39:20.620]   How are you, Kelly Wilt, an everyday educator
[00:39:20.820 --> 00:39:25.820]   and will you always be one?
[00:39:25.820 --> 00:39:27.100]   You think about that.
[00:39:27.100 --> 00:39:28.140]   I'm gonna ask you.
[00:39:28.140 --> 00:39:32.580]   Listeners, I wanna tell you about a little more maybe
[00:39:32.580 --> 00:39:35.940]   about something that you've heard rumors of,
[00:39:35.940 --> 00:39:39.660]   a brand new foundations through challenge
[00:39:39.660 --> 00:39:42.940]   for math curriculum called the Math Map.
[00:39:42.940 --> 00:39:46.360]   Some of you may have heard that such a curriculum
[00:39:46.360 --> 00:39:48.620]   is being developed by Lee Bortons,
[00:39:48.620 --> 00:39:51.460]   the founder of Classical Conversations.
[00:39:51.460 --> 00:39:56.460]   It is specifically designed to teach homeschool parents
[00:39:56.460 --> 00:39:58.660]   the language of math.
[00:39:58.660 --> 00:40:01.600]   And once we learn the language of math,
[00:40:01.600 --> 00:40:04.380]   we're going to be able to share that language
[00:40:04.380 --> 00:40:05.760]   with our children.
[00:40:05.760 --> 00:40:08.500]   And now you might be saying, what does learning math
[00:40:08.500 --> 00:40:11.420]   have to do with learning a language?
[00:40:11.420 --> 00:40:12.780]   Well, here's the deal.
[00:40:12.780 --> 00:40:17.780]   Like a foreign language, math has very specific vocabulary
[00:40:17.980 --> 00:40:22.100]   and concepts and notations that are just as unfamiliar
[00:40:22.100 --> 00:40:26.240]   to us at first as a foreign language might be.
[00:40:26.240 --> 00:40:31.240]   With the Math Map, you can discover and become more familiar
[00:40:31.240 --> 00:40:34.620]   with this language of math.
[00:40:34.620 --> 00:40:38.460]   Right now, Classical Conversation members can access
[00:40:38.460 --> 00:40:43.460]   an exclusive sneak peek of the beta release
[00:40:43.460 --> 00:40:46.980]   of the Math Map, Naturals.
[00:40:46.980 --> 00:40:50.440]   And you can find this on CC Connected.
[00:40:50.440 --> 00:40:53.980]   As you walk through the lessons in Math Map, Naturals
[00:40:53.980 --> 00:40:56.460]   and become more familiar with the language of math,
[00:40:56.460 --> 00:40:59.220]   you're gonna be better equipped to teach your kids
[00:40:59.220 --> 00:41:03.400]   and have great conversations with your children about math.
[00:41:03.400 --> 00:41:08.400]   Now here's the deal, Math Map, Naturals will not stay
[00:41:08.400 --> 00:41:11.140]   on CC Connected forever.
[00:41:11.140 --> 00:41:14.940]   So you be sure to get on there and work through it
[00:41:14.940 --> 00:41:17.180]   while it's still available.
[00:41:17.180 --> 00:41:20.100]   To access Math Map, Naturals,
[00:41:20.100 --> 00:41:24.220]   log on to your CC Connected account,
[00:41:24.220 --> 00:41:29.220]   navigate to the Learning Center and search for the Math Map.
[00:41:29.220 --> 00:41:33.740]   I think that you're gonna love it, I really do.
[00:41:33.740 --> 00:41:34.900]   Now, Kelly, I'm back to you.
[00:41:34.900 --> 00:41:37.740]   I wanna know the answer to the question,
[00:41:37.740 --> 00:41:41.840]   are you an everyday, how are you an everyday educator?
[00:41:41.840 --> 00:41:44.700]   And will you always be one?
[00:41:44.700 --> 00:41:46.820]   - Oh, that's a really great question.
[00:41:46.820 --> 00:41:50.720]   So I will start by telling you
[00:41:50.720 --> 00:41:52.260]   our family's mission statement,
[00:41:52.260 --> 00:41:55.060]   our working mission statement at this point in the game.
[00:41:55.060 --> 00:41:59.780]   And I will say to people who are listening right now,
[00:41:59.780 --> 00:42:04.780]   at this point, we are 15 years into what will probably be
[00:42:04.780 --> 00:42:08.620]   almost a 20 year journey for our family.
[00:42:08.620 --> 00:42:12.800]   So we have homeschooled for quite some time.
[00:42:12.800 --> 00:42:17.800]   And so it's taken me to this point to sharpen our focus
[00:42:17.800 --> 00:42:20.100]   to the place where I have these thoughts.
[00:42:20.100 --> 00:42:23.420]   But this is our family's working mission statement.
[00:42:23.420 --> 00:42:28.560]   The purpose of our family is to know God
[00:42:28.560 --> 00:42:30.620]   and to make Him known, sound familiar?
[00:42:30.620 --> 00:42:36.640]   By seeking truth, promoting goodness and celebrating beauty
[00:42:36.640 --> 00:42:41.800]   in and through the world He's created.
[00:42:41.800 --> 00:42:44.460]   So I would answer your question, Lisa, with this.
[00:42:44.460 --> 00:42:47.060]   I am an everyday educator,
[00:42:47.060 --> 00:42:50.720]   and this is how I will continue to seek to be one.
[00:42:50.720 --> 00:42:56.820]   My prayer is that I will look for God in creation.
[00:42:56.820 --> 00:42:59.420]   Everywhere that I look, I see Him.
[00:42:59.420 --> 00:43:02.260]   And I will pray, like I mentioned before,
[00:43:02.260 --> 00:43:04.220]   for those teachable moments.
[00:43:04.220 --> 00:43:08.420]   Not only what I can teach my children,
[00:43:08.420 --> 00:43:11.660]   but what God can continue to teach me.
[00:43:11.660 --> 00:43:14.580]   Because we are all on an education journey,
[00:43:14.580 --> 00:43:17.460]   not only as homeschool families,
[00:43:17.460 --> 00:43:20.860]   but as brothers and sisters in Christ.
[00:43:20.860 --> 00:43:24.300]   And so as He continues to reveal Himself to us,
[00:43:24.300 --> 00:43:26.440]   we can know Him more deeply,
[00:43:26.440 --> 00:43:29.140]   and then we can reflect Him in this world.
[00:43:29.140 --> 00:43:32.380]   So yes, my goal is to be an everyday educator
[00:43:32.380 --> 00:43:34.260]   all the days that He gives me.
[00:43:34.260 --> 00:43:37.960]   - That's awesome, and I suspect did nothing less.
[00:43:37.960 --> 00:43:40.580]   Thank you for sharing today, Kelly.
[00:43:40.580 --> 00:43:42.420]   Listeners, thank you for joining us.
[00:43:42.420 --> 00:43:45.380]   I hope this has given you food for thought.
[00:43:45.380 --> 00:43:48.100]   And I encourage you, as always,
[00:43:48.100 --> 00:43:52.260]   to go forth and be an everyday educator.
[00:43:52.260 --> 00:43:53.660]   See you next week.
[00:43:53.660 --> 00:43:56.240]   (gentle music)
[00:43:56.240 --> 00:43:58.300]   you
[00:43:58.300 --> 00:44:08.300]   [BLANK_AUDIO]

