
[00:00:00.000 --> 00:00:07.400]   [BLANK_AUDIO]
[00:22:04.840 --> 00:22:07.760]   But she can't go beyond what the Congress gave her.
[00:22:07.760 --> 00:22:09.400]   So I'm trying to make a little excuse for her.
[00:22:09.400 --> 00:22:11.120]   I think she's integrity laden.
[00:22:11.120 --> 00:22:15.520]   I think she's maybe over her head as an administrator of this huge agency.
[00:22:15.520 --> 00:22:18.440]   I think she must struggle each day with figuring
[00:22:18.440 --> 00:22:21.160]   out there's so many things going on in the system.
[00:22:21.160 --> 00:22:23.240]   She must be struggling. I don't know who she has that's
[00:22:23.240 --> 00:22:26.040]   really good in terms of division heads.
[00:22:26.040 --> 00:22:29.120]   I'm not so good. I think the guy who's running the mutual fund division.
[00:22:29.120 --> 00:22:33.200]   I think it's okay, but not a hell-raiser like the ones I used to work with.
[00:22:33.200 --> 00:22:34.600]   We used to go along famously.
[00:22:34.600 --> 00:22:35.840]   I don't even know this guy.
[00:22:35.840 --> 00:22:38.640]   On the other hand, I'm not the preeminent figure anymore.
[00:22:38.640 --> 00:22:43.640]   Yeah. I mean, I guess I expect too much.
[00:22:43.640 --> 00:22:49.080]   When I look out at the brokerage industry and the investment company industry,
[00:22:49.080 --> 00:22:51.200]   I see a moral swamp.
[00:22:51.200 --> 00:22:57.160]   I keep waiting for the person who's the SEC chairperson to deal with that,
[00:22:57.160 --> 00:22:59.320]   and it just never happens.
[00:22:59.320 --> 00:23:01.160]   Mary Jo White, I think,
[00:23:01.160 --> 00:23:04.600]   takes a very legalistic narrow view of things and says,
[00:23:04.600 --> 00:23:06.320]   "Is the law being broken?"
[00:23:06.320 --> 00:23:08.560]   The problem is the law itself.
[00:23:08.560 --> 00:23:11.200]   Unfortunately, the law itself doesn't make it legal,
[00:23:11.200 --> 00:23:14.360]   most of the activities that I think exercise,
[00:23:14.360 --> 00:23:17.400]   Jack, myself.
[00:23:17.400 --> 00:23:20.640]   Well, I'll bring another lady in,
[00:23:20.640 --> 00:23:24.480]   and this is so political that I don't want Mel to hit his ejection button,
[00:23:24.480 --> 00:23:26.600]   so I won't even mention her name.
[00:23:26.600 --> 00:23:29.920]   But this woman, who's a very prominent woman,
[00:23:29.920 --> 00:23:33.840]   has said that the President of the United States
[00:23:33.840 --> 00:23:38.760]   cares more about Wall Street than about Main Street.
[00:23:38.760 --> 00:23:42.360]   I'm wondering what you think about that.
[00:23:42.360 --> 00:23:44.120]   Do you think that's true?
[00:23:44.120 --> 00:23:46.240]   No, I don't think so.
[00:23:46.240 --> 00:23:49.920]   We are wrapped up in an outrageous political system,
[00:23:49.920 --> 00:23:53.840]   where there is so much money coming out of Wall Street,
[00:23:53.840 --> 00:23:57.080]   and you even get somebody, a Democrat, like Chuck Schumer,
[00:23:57.080 --> 00:24:01.440]   who is, I think, I'm not sure which committee he's headed down there with.
[00:24:01.440 --> 00:24:04.400]   He could do something about this outrageous,
[00:24:04.400 --> 00:24:09.080]   this is a really good example of this outrageous tax treatment legislatively,
[00:24:09.080 --> 00:24:11.160]   in which hedge fund managers get
[00:24:11.160 --> 00:24:14.680]   their returns of capital gains rates and not ordinary income rates.
[00:24:14.680 --> 00:24:16.840]   If a Democrat, he should be for that.
[00:24:16.840 --> 00:24:21.120]   Where does Senator Schumer get all his money from? Wall Street.
[00:24:21.120 --> 00:24:26.680]   So even the liberals in Congress don't dare to take on the hedge fund industry.
[00:24:26.680 --> 00:24:28.760]   I think that's wrong.
[00:24:28.760 --> 00:24:30.960]   I think that's tragic,
[00:24:30.960 --> 00:24:34.800]   and I think Obama has talked a little bit about this,
[00:24:34.800 --> 00:24:40.160]   but he's limited by the university's regulations around him,
[00:24:40.160 --> 00:24:43.040]   and he too was supported by Wall Street.
[00:24:43.040 --> 00:24:45.280]   That seems to be fading quite a bit.
[00:24:45.280 --> 00:24:47.200]   I'm not sure anybody's supporting him now,
[00:24:47.200 --> 00:24:49.800]   which probably means he's doing a great job.
[00:24:49.800 --> 00:24:54.480]   Think about that for a minute.
[00:24:55.320 --> 00:24:59.240]   No, I don't think he's against the individual investor at all,
[00:24:59.240 --> 00:25:01.640]   but more in favor of Wall Street than the individual.
[00:25:01.640 --> 00:25:04.520]   He's got the right values.
[00:25:04.520 --> 00:25:05.760]   He seems to maybe be,
[00:25:05.760 --> 00:25:08.200]   as the conventional wisdom tells you these days,
[00:25:08.200 --> 00:25:13.280]   maybe he has a policy of being too deep a thinker and not strong enough an actor,
[00:25:13.280 --> 00:25:18.720]   and not a deep enough thinker and too strong an actor.
[00:25:18.720 --> 00:25:21.720]   So we're somewhat contrasted there.
[00:25:21.720 --> 00:25:27.200]   Okay. Well, let's back up again a little bit.
[00:25:27.200 --> 00:25:29.440]   This time only six years.
[00:25:29.440 --> 00:25:33.920]   I mean, if I could back up 30 years,
[00:25:33.920 --> 00:25:36.400]   and I think for anybody in this room could back up 30 years,
[00:25:36.400 --> 00:25:37.800]   what we would have done is obvious,
[00:25:37.800 --> 00:25:44.560]   which is we would have purchased Microsoft with the IPO we wanted at the beach.
[00:25:44.560 --> 00:25:48.000]   We would have invested in Vanguard funds.
[00:25:48.000 --> 00:25:52.600]   So with that benefit of hindsight,
[00:25:52.600 --> 00:25:58.640]   let's go back to September 15th, 2008.
[00:25:58.640 --> 00:26:04.120]   You have two of the biggest financial corporations in
[00:26:04.120 --> 00:26:08.480]   the world that either are going to go bankrupt or about to go bankrupt.
[00:26:08.480 --> 00:26:10.600]   How would you have handled it differently?
[00:26:10.600 --> 00:26:13.280]   Obviously, it was handled tolerably well.
[00:26:13.280 --> 00:26:14.800]   Knowing what you know now,
[00:26:14.800 --> 00:26:16.840]   what would you have done differently?
[00:26:16.840 --> 00:26:22.520]   Well, I mean, I'm not an expert in why the Fed and New York Fed,
[00:26:22.520 --> 00:26:24.840]   and particularly the Secretary of the Treasury did what they did,
[00:26:24.840 --> 00:26:27.280]   but I think they did what they could do.
[00:26:27.280 --> 00:26:29.120]   They're limited, I happen to believe,
[00:26:29.120 --> 00:26:31.440]   stimulus package from the margin.
[00:26:31.440 --> 00:26:35.760]   There was no, as emerging from the litigation between
[00:26:35.760 --> 00:26:40.280]   Hank Greenberg against AIG or against the government's treatment of AIG.
[00:26:40.280 --> 00:26:42.400]   There's no question that the government had to do something,
[00:26:42.400 --> 00:26:44.000]   and they were on the edge of bankruptcy.
[00:26:44.000 --> 00:26:45.600]   Whether they did it perfectly,
[00:26:45.600 --> 00:26:48.760]   whether people like Goldman Sachs were protected from
[00:26:48.760 --> 00:26:53.320]   taking haircuts on the paper they had with AIG.
[00:26:53.320 --> 00:26:56.200]   I wondered about that then and I wonder about that now.
[00:26:56.200 --> 00:26:58.640]   But I wasn't there.
[00:26:58.640 --> 00:27:03.320]   You have to take into account a lot of things in the financial system.
[00:27:03.320 --> 00:27:07.760]   The lubricate space we do in the US starts to fall apart.
[00:27:07.760 --> 00:27:09.920]   So particularly under pressure,
[00:27:09.920 --> 00:27:12.160]   I don't think you could have done any better.
[00:27:12.160 --> 00:27:14.680]   Sure, little things might have been done better,
[00:27:14.680 --> 00:27:17.040]   but they had to let me even go.
[00:27:17.040 --> 00:27:19.320]   There's arrogant guys up there,
[00:27:19.320 --> 00:27:22.680]   pretty disgraceful the way they handled the finances of that firm,
[00:27:22.680 --> 00:27:25.720]   and they were not the only ones.
[00:27:25.720 --> 00:27:28.840]   I also thought the money market people got off very,
[00:27:28.840 --> 00:27:32.120]   very lightly, faking their asset value,
[00:27:32.120 --> 00:27:35.960]   what they call institutional money markets.
[00:27:35.960 --> 00:27:40.120]   So there are other things that they might have done better,
[00:27:40.120 --> 00:27:43.560]   but that ended up in litigation and the government just didn't win the case.
[00:27:43.560 --> 00:27:48.120]   That's always hard to win when you're outgunned with high-priced lawyers.
[00:27:48.120 --> 00:27:52.400]   So I think in an imperfect world,
[00:27:52.400 --> 00:27:56.920]   that system of financial crisis was handled as well as it could be.
[00:27:56.920 --> 00:27:59.720]   I think that increasingly comes out of the reading of the testimony.
[00:27:59.720 --> 00:28:03.160]   I guess it's now over, the AIG trial.
[00:28:03.160 --> 00:28:08.320]   Yeah. Gene Fama did a very interesting interview about a year ago.
[00:28:08.320 --> 00:28:12.080]   Jeff Summers in the New York Times,
[00:28:12.080 --> 00:28:16.000]   and he said he would have just nationalized banks,
[00:28:16.000 --> 00:28:20.320]   and Jeff Summers, you'd almost see his jaw drop.
[00:28:20.320 --> 00:28:25.600]   He said, "That's not exactly the answer I would expect from a Chicago libertarian."
[00:28:25.600 --> 00:28:28.440]   Fama held his ground, he said, "Yeah,
[00:28:28.440 --> 00:28:31.840]   that's what I would have done."
[00:28:31.840 --> 00:28:34.360]   The interesting thing about that reply, I think,
[00:28:34.360 --> 00:28:39.960]   is that it would have avoided a lot of the political fallout,
[00:28:39.960 --> 00:28:46.280]   people who were angry that the government bailed out Wall Street and not Main Street.
[00:28:46.280 --> 00:28:50.760]   Something else we chatted about briefly last night,
[00:28:50.760 --> 00:28:58.680]   Jack, is obviously we live in a world now that it's a DC world.
[00:28:58.680 --> 00:29:00.480]   It's a defined contribution world.
[00:29:00.480 --> 00:29:06.880]   The BP pensions, the old traditional pensions are slowly going away.
[00:29:06.880 --> 00:29:13.160]   Was the shift from DB to DC,
[00:29:13.160 --> 00:29:14.880]   defined benefit pension plans,
[00:29:14.880 --> 00:29:18.600]   traditional pension plans to defined contribution plans a mistake?
[00:29:18.600 --> 00:29:24.440]   Well, it's not a mistake conceptually because that's the way the world is going.
[00:29:24.440 --> 00:29:28.840]   Corporations want that pressure off their P&Ls.
[00:29:28.840 --> 00:29:33.000]   But it's given us a system that is not working well at all.
[00:29:33.000 --> 00:29:36.560]   It's moved the whole shift of risk from the corporation,
[00:29:36.560 --> 00:29:38.160]   which can handle it presumably,
[00:29:38.160 --> 00:29:41.400]   over to the investor, most of whom cannot handle the risk.
[00:29:41.400 --> 00:29:47.360]   We tried to turn a savings plan,
[00:29:47.360 --> 00:29:50.520]   a trip plan into a retirement plan.
[00:29:50.520 --> 00:29:52.360]   If you have a retirement plan,
[00:29:52.360 --> 00:29:53.400]   I've written a lot about this,
[00:29:53.400 --> 00:29:55.840]   talked about it down at the Senate testimony.
[00:29:55.840 --> 00:29:59.600]   You can't take money out of your retirement plan whenever you want.
[00:29:59.600 --> 00:30:00.880]   You can't borrow from it.
[00:30:00.880 --> 00:30:02.880]   Think of what would happen to Social Security if you could
[00:30:02.880 --> 00:30:05.720]   do all those things. You wouldn't be working for anybody.
[00:30:05.720 --> 00:30:07.440]   The wife needs a new rug,
[00:30:07.440 --> 00:30:10.840]   there goes your retirement. Too bad.
[00:30:10.840 --> 00:30:19.880]   So it's basically the defined contribution system is what we're faced with,
[00:30:19.880 --> 00:30:21.080]   what's going to grow.
[00:30:21.080 --> 00:30:25.240]   I can even see the states and municipalities going from defined benefit.
[00:30:25.240 --> 00:30:29.200]   The governments, state-level governments are the biggest,
[00:30:29.200 --> 00:30:32.120]   by far the biggest defined benefit plans.
[00:30:32.120 --> 00:30:33.840]   They're going to eventually, I think,
[00:30:33.840 --> 00:30:37.720]   go to, well, the labor unions there are so strong.
[00:30:37.720 --> 00:30:39.400]   That's going to be a hard thing to do,
[00:30:39.400 --> 00:30:42.040]   but the economics fit that.
[00:30:42.040 --> 00:30:45.080]   We've got to make a much better defined contribution.
[00:30:45.080 --> 00:30:47.320]   Very difficult to withdraw.
[00:30:47.320 --> 00:30:50.000]   Only allow low-cost funds into the system,
[00:30:50.000 --> 00:30:51.800]   maybe even only index funds.
[00:30:51.800 --> 00:30:53.560]   Easy for me to say,
[00:30:53.560 --> 00:30:55.360]   but the fact of the matter is,
[00:30:55.360 --> 00:30:59.480]   all these defined contribution beneficiaries together,
[00:30:59.480 --> 00:31:01.880]   I think it's around five trillion dollars worth,
[00:31:01.880 --> 00:31:03.960]   own the stock market as a group.
[00:31:03.960 --> 00:31:06.160]   But they're trading with each other back and forth,
[00:31:06.160 --> 00:31:08.920]   buying this fund and that fund and selling others.
[00:31:08.920 --> 00:31:11.680]   They're not going to do nearly as well at paying high costs.
[00:31:11.680 --> 00:31:14.520]   So we have to have those kind of elements in the system,
[00:31:14.520 --> 00:31:18.280]   and we have to have more mandatory contribution rate.
[00:31:18.280 --> 00:31:20.880]   Right now, a corporation can just come out and say,
[00:31:20.880 --> 00:31:22.320]   "I'm not going to pay you anything this year."
[00:31:22.320 --> 00:31:23.760]   That's usually, by the way,
[00:31:23.760 --> 00:31:27.280]   the values in the market are the best they're going to be in a long time.
[00:31:27.280 --> 00:31:29.240]   Because they do this when markets are low,
[00:31:29.240 --> 00:31:32.080]   and because that's business as well.
[00:31:32.080 --> 00:31:33.960]   So it's a lot of fixing.
[00:31:33.960 --> 00:31:36.320]   While I will say this, I'll tell you a little anecdote.
[00:31:36.320 --> 00:31:43.040]   I was doing, that was a 60-year legacy party seminar for a day,
[00:31:43.040 --> 00:31:48.960]   in the Museum of Finance in New York about a year and a half ago.
[00:31:48.960 --> 00:31:51.480]   I did an interview with Paul Volcker at lunch,
[00:31:51.480 --> 00:31:53.200]   and it was a television journalist,
[00:31:53.200 --> 00:31:55.380]   I can't remember who it was, who interviewed us.
[00:31:55.380 --> 00:31:58.040]   She asked me what I thought about Social Security,
[00:31:58.040 --> 00:32:03.200]   and I'd say the same thing about the fine benefit, fine contribution plan.
[00:32:03.200 --> 00:32:06.280]   I said, "Look, it's got to be fixed,
[00:32:06.280 --> 00:32:08.960]   and the fixes are simple.
[00:32:08.960 --> 00:32:11.040]   It would barely be noticed,
[00:32:11.040 --> 00:32:12.600]   maybe not for a long time,
[00:32:12.600 --> 00:32:16.600]   maybe not forever, small changes in cost of living adjustments,
[00:32:16.600 --> 00:32:19.320]   small change in retirement age,
[00:32:19.320 --> 00:32:23.380]   a higher minimum deduction, salary cap,
[00:32:23.380 --> 00:32:27.020]   115,000, maybe 135,000 or something,
[00:32:27.020 --> 00:32:30.220]   which we did only very few people.
[00:32:30.220 --> 00:32:37.540]   I said, "If you would make all of these czars of the Social Security plan,
[00:32:37.540 --> 00:32:40.580]   I would say czars of the fine contribution plan too.
[00:32:40.580 --> 00:32:42.780]   We'd fix it in an hour."
[00:32:42.780 --> 00:32:47.300]   Paul said, "Couldn't we fix everything?"
[00:32:47.560 --> 00:32:51.960]   I think we probably could,
[00:32:51.960 --> 00:32:54.080]   or at least maybe we could.
[00:32:54.080 --> 00:32:56.760]   I want to turn the tables on you a minute,
[00:32:56.760 --> 00:32:59.440]   Bill, because I've got a couple of questions for you.
[00:32:59.440 --> 00:33:03.080]   I was hoping you would wait after that.
[00:33:03.080 --> 00:33:05.520]   Okay, go ahead.
[00:33:05.520 --> 00:33:07.720]   The line of my questioning comes,
[00:33:07.720 --> 00:33:09.800]   it has to do with the markets.
[00:33:09.800 --> 00:33:13.640]   That is, we can all look at Schiller PEs and regular PEs,
[00:33:13.640 --> 00:33:15.280]   and we can always look ahead to earnings,
[00:33:15.280 --> 00:33:17.860]   which I'm quite confident are quite forced,
[00:33:17.860 --> 00:33:20.980]   and then we'll do, I'll talk a little bit about that later on.
[00:33:20.980 --> 00:33:24.300]   But I was inspired if you're thinking about
[00:33:24.300 --> 00:33:29.140]   staggering risks that we see out there in the world today,
[00:33:29.140 --> 00:33:31.460]   that the market seems to totally ignore.
[00:33:31.460 --> 00:33:33.940]   You've got this terrorism going on in the Middle East,
[00:33:33.940 --> 00:33:37.380]   and the Middle East is more unstable than it's ever been.
[00:33:37.380 --> 00:33:41.460]   I think even more unstable than Lawrence of Arabia for that matter.
[00:33:41.460 --> 00:33:44.540]   But for a long time in Chinese society,
[00:33:44.540 --> 00:33:48.520]   that very religious, in the name of religion,
[00:33:48.520 --> 00:33:50.860]   big crimes are being committed.
[00:33:50.860 --> 00:33:55.820]   This awful thing where someone being beheaded is
[00:33:55.820 --> 00:33:59.300]   somehow a worse thing than someone being shot in the head.
[00:33:59.300 --> 00:34:01.620]   I'm not sure the victim cares that much,
[00:34:01.620 --> 00:34:05.060]   but that's frightening.
[00:34:05.060 --> 00:34:08.340]   Increasing intransigence of China,
[00:34:08.340 --> 00:34:10.220]   and the slowing of growth in China,
[00:34:10.220 --> 00:34:11.780]   and there's slowing of growth in China.
[00:34:11.780 --> 00:34:15.380]   Another problem, Ebola doesn't look like a big problem,
[00:34:15.380 --> 00:34:17.960]   because it doesn't seem to be able to be transmitted like that.
[00:34:17.960 --> 00:34:19.980]   I guess we had the bird flu a few years back,
[00:34:19.980 --> 00:34:21.540]   which was really a dangerous thing,
[00:34:21.540 --> 00:34:23.020]   because it got everywhere.
[00:34:23.020 --> 00:34:26.700]   But disease, unprecedented, unpredictable things.
[00:34:26.700 --> 00:34:29.260]   The weakness in the European economy,
[00:34:29.260 --> 00:34:32.220]   particularly important in the global world.
[00:34:32.220 --> 00:34:37.620]   So there are all kinds of huge risks out there that the market,
[00:34:37.620 --> 00:34:41.100]   it seems to be ignoring as far as I can tell.
[00:34:41.100 --> 00:34:42.380]   So my question to you,
[00:34:42.380 --> 00:34:43.860]   what I did was that when I thought about this,
[00:34:43.860 --> 00:34:45.400]   what could I ask Bill?
[00:34:45.400 --> 00:34:49.580]   I didn't realize he was going to take all my time asking me,
[00:34:49.580 --> 00:34:54.700]   was I got out a copy of his book called The Investor's Manifesto.
[00:34:54.700 --> 00:34:58.460]   It says, "Preparing for prosperity,
[00:34:58.460 --> 00:35:02.420]   Armageddon, and everything in between."
[00:35:02.420 --> 00:35:07.500]   So I immediately went to the index and looked up Armageddon.
[00:35:07.500 --> 00:35:12.980]   It wasn't there. So I thought Bill could tell me what's going to happen.
[00:35:12.980 --> 00:35:15.380]   What I'm describing is almost an Armageddon.
[00:35:15.380 --> 00:35:17.500]   All these risks converge,
[00:35:17.500 --> 00:35:19.620]   almost an Armageddon scenario.
[00:35:19.620 --> 00:35:23.380]   So what do you say about Armageddon?
[00:35:23.380 --> 00:35:25.100]   >> Well, first of all,
[00:35:25.100 --> 00:35:29.140]   that word, the subtitle is all Bill Fulton's fault.
[00:35:29.140 --> 00:35:32.980]   >> I finally figured it out when I found it in the index.
[00:35:34.860 --> 00:35:36.900]   He said, "How does it sound?"
[00:35:36.900 --> 00:35:39.060]   Bill and I said, "Sure."
[00:35:39.060 --> 00:35:43.100]   It sounds good to me, whatever sounds.
[00:35:43.100 --> 00:35:51.740]   But more seriously, I think that human beings are prisoners of saliency.
[00:35:51.740 --> 00:35:58.900]   The image of someone having their head cut off,
[00:35:58.900 --> 00:36:02.060]   the mental image of something bleeding out from their urethras,
[00:36:02.060 --> 00:36:05.340]   from a horrible disease that you really can't treat.
[00:36:05.340 --> 00:36:09.820]   Those are things that really get our attention.
[00:36:09.820 --> 00:36:16.780]   But I think if you were to go back into a time machine to say 70 years ago,
[00:36:16.780 --> 00:36:21.140]   when we were staring down the likes of Hitler and Stalin,
[00:36:21.140 --> 00:36:24.460]   or even 50 years ago,
[00:36:24.460 --> 00:36:28.780]   when one man really saved the world from being incinerated,
[00:36:28.780 --> 00:36:34.060]   it was a man by the name of Vassily Arkhipov who was a commissar on a submarine
[00:36:34.060 --> 00:36:40.220]   who prevented his commanders from pressing a nuclear button on that submarine.
[00:36:40.220 --> 00:36:43.860]   It's a thing you should look up.
[00:36:43.860 --> 00:36:45.140]   It's an interesting story.
[00:36:45.140 --> 00:36:49.460]   I think if you went back and you told people 50 or 70 years ago,
[00:36:49.460 --> 00:36:54.300]   the biggest threat we have now is from people who want to go back to the 7th century
[00:36:54.300 --> 00:36:57.220]   and can't even manufacture their own bicycles.
[00:36:57.220 --> 00:36:59.420]   I think they would have laughed at us.
[00:36:59.420 --> 00:37:06.860]   I think the problems that we're facing now are trivial compared to those problems.
[00:37:06.860 --> 00:37:10.220]   And I think that's one of the reasons why expected returns,
[00:37:10.220 --> 00:37:14.260]   why prices are so high and why expected returns are lower.
[00:37:14.260 --> 00:37:18.500]   Now the other reason why that's the case and has nothing to do with risk
[00:37:18.500 --> 00:37:21.780]   is simply the fact that there's a lot more capital in the world.
[00:37:21.780 --> 00:37:24.940]   And this is a complex subject,
[00:37:24.940 --> 00:37:29.340]   but if you go back 5,000 years, nobody had capital.
[00:37:29.340 --> 00:37:33.100]   We're talking about subsistence level societies.
[00:37:33.100 --> 00:37:34.740]   And the people needed capital.
[00:37:34.740 --> 00:37:38.180]   They needed to buy farm implements and buy seed.
[00:37:38.180 --> 00:37:44.300]   So that one person who had capital could get an enormous price for it.
[00:37:44.300 --> 00:37:48.660]   And as societies become wealthier, that physics, if you will, changes.
[00:37:48.660 --> 00:37:52.460]   So the richer a society becomes, the lower the returns.
[00:37:52.460 --> 00:37:57.420]   And maybe the returns we're going to get really aren't commensurate with the risks.
[00:37:57.420 --> 00:37:58.980]   I think that's right.
[00:37:58.980 --> 00:38:02.100]   I think the problem is not that risks are so high.
[00:38:02.100 --> 00:38:06.860]   I don't think they are high compared to the world 50 or 70 or 80 years ago.
[00:38:06.860 --> 00:38:11.900]   I just think that the returns are so low commensurate with the relatively small risks that we have.
[00:38:11.900 --> 00:38:15.700]   You know, that's something that I was going to ask you about,
[00:38:15.700 --> 00:38:20.100]   but I'll comment upon and maybe get a response from you, Jack,
[00:38:20.100 --> 00:38:25.180]   which is that, and I'm sure you'll talk about this more later on this morning,
[00:38:25.180 --> 00:38:31.940]   is if you look at the expected return of a prudent mixed portfolio, a 60/40 portfolio,
[00:38:31.940 --> 00:38:35.140]   it's lower than it's ever been in human history.
[00:38:35.140 --> 00:38:40.660]   You know, zero return on bonds, maybe a 3% or 4% return on stocks.
[00:38:40.660 --> 00:38:46.460]   That's not much more than 2% real return on your capital.
[00:38:46.460 --> 00:38:53.020]   And that, I think, is really the worrisome thing for people who want to retire.
[00:38:53.020 --> 00:38:57.340]   You've got this squeeze, if you will, between lower returns,
[00:38:57.340 --> 00:38:58.780]   and then people are going to be living longer.
[00:38:58.780 --> 00:39:01.300]   I've been looking at some of the younger people in this audience,
[00:39:01.300 --> 00:39:04.100]   and you know, you're going to live to be 100.
[00:39:04.100 --> 00:39:05.900]   If you want to retire at age 55, you'd better--
[00:39:05.900 --> 00:39:10.220]   What do you mean only the younger people are going to live to be 100?
[00:39:10.220 --> 00:39:13.340]   I've been talking to a cop for this for six.
[00:39:13.340 --> 00:39:17.500]   They're going to have a better chance than I do, that's for sure.
[00:39:17.500 --> 00:39:22.380]   And you know, if they want to retire at age 55,
[00:39:22.380 --> 00:39:29.500]   well, maybe people in this room will do it, but not many other people will.
[00:39:29.500 --> 00:39:33.540]   Well, the interesting thing is that we see whatever it is we see,
[00:39:33.540 --> 00:39:36.980]   I have to be really concerned about the state of the world today.
[00:39:36.980 --> 00:39:39.180]   And I don't quite, myself, know what to do about it.
[00:39:39.180 --> 00:39:42.380]   I mean, I could go heavily into cash, as always, you know,
[00:39:42.380 --> 00:39:46.740]   roughly in this day and age, probably 60 percent stock, 65,
[00:39:46.740 --> 00:39:49.300]   something like that, counting all the different accounts I have.
[00:39:49.300 --> 00:39:52.220]   My retirement plan would be higher, that's my biggest asset.
[00:39:52.220 --> 00:39:55.220]   And my personal account would be lower.
[00:39:55.220 --> 00:39:58.540]   But personal account is mostly intermediate-term munis.
[00:39:58.540 --> 00:40:02.220]   So I'm happy to be there, as happy as I could be this year.
[00:40:02.220 --> 00:40:04.020]   As I've ever been, you know, 8 percent return,
[00:40:04.020 --> 00:40:07.180]   most of which is tax-free, is not to be seized at.
[00:40:07.180 --> 00:40:15.700]   So, but I still puzzle that the big risks are undefined and out there somewhere.
[00:40:15.700 --> 00:40:22.340]   And that kind of a situation basically doesn't get a response from the stock market.
[00:40:22.340 --> 00:40:24.940]   And whether it should or not,
[00:40:24.940 --> 00:40:29.700]   I mean, I happen to know one particular investment advisor who has all his clients,
[00:40:29.700 --> 00:40:33.460]   has had for years, 60 percent short-term treasures.
[00:40:33.460 --> 00:40:36.100]   And he says he knows the event is coming,
[00:40:36.100 --> 00:40:39.100]   he's got to be ready, he's got to protect our assets,
[00:40:39.100 --> 00:40:42.340]   that they have to give up a few gains or a lot of gains in
[00:40:42.340 --> 00:40:49.660]   the search for protection when the great day or the bad day or the evil day comes.
[00:40:49.660 --> 00:40:51.460]   Well, that's the way it is.
[00:40:51.460 --> 00:40:53.940]   Now, I'm not sure that's a viable strategy.
[00:40:53.940 --> 00:40:59.500]   I think his clients would get a little wondering if he knows what he's doing.
[00:40:59.500 --> 00:41:01.340]   But if you're ahead of the crowd,
[00:41:01.340 --> 00:41:04.420]   people are always going to wonder what you're doing.
[00:41:04.420 --> 00:41:06.980]   So, I don't have any answers to it either,
[00:41:06.980 --> 00:41:09.340]   but I do think that everybody in the room,
[00:41:09.340 --> 00:41:14.460]   I would feel very guilty if I didn't warn everybody that this is a risky,
[00:41:14.460 --> 00:41:16.220]   risky world we live in.
[00:41:16.220 --> 00:41:22.140]   And I don't know what to do about it except a reasonable conservative position.
[00:41:22.140 --> 00:41:25.460]   And Armageddon is, I tell people,
[00:41:25.460 --> 00:41:32.740]   if Armageddon is having some kind of a foreign object strike the US,
[00:41:32.740 --> 00:41:35.740]   well, it won't matter whether you're in stocks or bonds.
[00:41:35.740 --> 00:41:38.020]   That's the good news.
[00:41:38.020 --> 00:41:40.300]   Or to put a little top on that,
[00:41:40.300 --> 00:41:43.220]   I reviewed this in a different context earlier.
[00:41:43.220 --> 00:41:47.140]   We all know the world is going to hell in a handbasket,
[00:41:47.140 --> 00:41:49.260]   but it never quite gets there.
[00:41:49.260 --> 00:41:50.940]   Never quite gets there.
[00:41:50.940 --> 00:41:53.620]   So, I think you should be aware of risk.
[00:41:53.620 --> 00:41:54.860]   I don't know what to tell you to do about it.
[00:41:54.860 --> 00:41:56.820]   I don't know what to tell myself to do about it.
[00:41:56.820 --> 00:41:58.460]   When I start to panic,
[00:41:58.460 --> 00:42:01.020]   I would just read one of my books.
[00:42:01.020 --> 00:42:04.300]   [laughter]
[00:42:04.300 --> 00:42:05.900]   Thanks, Jack and thanks, Bill.
[00:42:05.900 --> 00:42:07.980]   And we're going to take a short break now.
[00:42:07.980 --> 00:42:12.580]   And in 20 minutes, Jack will start his comments.
[00:42:12.580 --> 00:42:20.700]   [applause]
[00:42:20.700 --> 00:42:25.700]   [silence]
[00:42:25.700 --> 00:42:35.700]   [BLANK_AUDIO]

