
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:25:34.240 --> 00:25:36.880]   therefore not enough thyroid hormone circulating,
[00:25:36.880 --> 00:25:40.480]   the thyroid gland itself is not getting shut down.
[00:25:40.480 --> 00:25:42.060]   There's tons of stimulating hormone
[00:25:42.060 --> 00:25:43.460]   and releasing hormone coming from the brain,
[00:25:43.460 --> 00:25:44.580]   like release, release, release.
[00:25:44.580 --> 00:25:46.380]   And there's no way they can make thyroid hormone
[00:25:46.380 --> 00:25:48.340]   instead the gland just gets bigger and bigger and bigger.
[00:25:48.340 --> 00:25:49.880]   And so people get goiter.
[00:25:49.880 --> 00:25:54.220]   This is one of the reasons why table salt has iodine in it.
[00:25:54.220 --> 00:25:55.180]   Although there are other foods
[00:25:55.180 --> 00:25:57.420]   that have iodine in it as well.
[00:25:57.420 --> 00:26:00.340]   So how much iodine do you need?
[00:26:00.340 --> 00:26:02.400]   Well, you don't need a whole lot.
[00:26:02.400 --> 00:26:06.140]   Some people who are hypothyroidal might,
[00:26:06.140 --> 00:26:07.100]   and I want to emphasize might,
[00:26:07.100 --> 00:26:08.780]   you absolutely should talk to your doctor.
[00:26:08.780 --> 00:26:09.960]   This is a serious matter.
[00:26:09.960 --> 00:26:12.100]   Anytime you're talking about hormones
[00:26:12.100 --> 00:26:13.860]   or manipulating levels of thyroid,
[00:26:13.860 --> 00:26:15.700]   you absolutely want to talk to your doctor.
[00:26:15.700 --> 00:26:18.340]   Some people benefit from supplementing iodine.
[00:26:18.340 --> 00:26:19.940]   It is contained in most salts.
[00:26:19.940 --> 00:26:23.680]   It's in Himalayan salt, not always, but often.
[00:26:23.680 --> 00:26:25.940]   I know these days there's a lot of excitement
[00:26:25.940 --> 00:26:27.580]   about pink salts and sea salts,
[00:26:27.580 --> 00:26:31.020]   and the kind of artisan salt thing has kind of taken off
[00:26:31.900 --> 00:26:33.420]   in the foodie land, which is great.
[00:26:33.420 --> 00:26:35.380]   Some of them are actually quite tasty.
[00:26:35.380 --> 00:26:39.180]   You can just take it directly if you like the taste of salt,
[00:26:39.180 --> 00:26:42.280]   but iodine can be supplemented through things like kelp
[00:26:42.280 --> 00:26:43.940]   and seaweed and kelp tablets.
[00:26:43.940 --> 00:26:47.060]   Now, if you are hyperthyroidal, you make too much thyroid,
[00:26:47.060 --> 00:26:48.780]   that actually can be a problem.
[00:26:48.780 --> 00:26:51.280]   So really the best way to figure this out
[00:26:51.280 --> 00:26:55.060]   is to get your blood levels tested of thyroid hormone.
[00:26:55.060 --> 00:26:58.980]   But there's so much iodine in the ocean
[00:26:58.980 --> 00:27:01.520]   that believe it or not, people that live near the coast
[00:27:01.520 --> 00:27:03.540]   can actually just absorb it through the air
[00:27:03.540 --> 00:27:05.320]   just by breathing ocean air.
[00:27:05.320 --> 00:27:08.460]   So that gives you a sense of just how little iodine
[00:27:08.460 --> 00:27:10.660]   you actually need to consume in food or in salt.
[00:27:10.660 --> 00:27:12.260]   So if you're within a few miles of the ocean
[00:27:12.260 --> 00:27:13.720]   or you visit the ocean from time to time,
[00:27:13.720 --> 00:27:15.580]   you're probably getting plenty.
[00:27:15.580 --> 00:27:17.520]   It does have to come together, as I mentioned,
[00:27:17.520 --> 00:27:20.380]   with L-tyrosine, and this is why foods
[00:27:20.380 --> 00:27:21.820]   that contain L-tyrosine,
[00:27:21.820 --> 00:27:25.960]   and provided that you have sufficient iodine in your diet,
[00:27:25.960 --> 00:27:30.000]   and if you have sufficient selenium in your diet,
[00:27:30.000 --> 00:27:32.600]   does serve to increase your metabolism.
[00:27:32.600 --> 00:27:36.860]   And that is, again, is for the growth and repair of tissues.
[00:27:36.860 --> 00:27:38.560]   And that's really important.
[00:27:38.560 --> 00:27:40.520]   It's not just about keeping your metabolism high
[00:27:40.520 --> 00:27:42.920]   so that you can be on the leaner side of things
[00:27:42.920 --> 00:27:45.100]   or adjust your body weight, excuse me,
[00:27:45.100 --> 00:27:47.760]   your body composition ratios the way you like.
[00:27:47.760 --> 00:27:51.040]   Repair of injuries, repair of brain tissue,
[00:27:51.040 --> 00:27:52.840]   clearance of any damage from neurons,
[00:27:52.840 --> 00:27:55.440]   clearance of any damage to the body
[00:27:55.440 --> 00:27:57.180]   is also going to depend on thyroid.
[00:27:57.180 --> 00:28:00.820]   Again, metabolism being this kind of rate of fuel consumption
[00:28:00.820 --> 00:28:02.420]   and use in the body generally,
[00:28:02.420 --> 00:28:05.960]   not just about body mass indexes and things of that sort.
[00:28:05.960 --> 00:28:08.780]   So let's talk about selenium because it's really important.
[00:28:08.780 --> 00:28:10.460]   And even though most people are getting
[00:28:10.460 --> 00:28:12.660]   a lot of sufficient iodine
[00:28:12.660 --> 00:28:17.260]   and most people are probably getting enough L-tyrosine,
[00:28:17.260 --> 00:28:21.520]   I'm guessing most people may not be getting enough selenium
[00:28:21.520 --> 00:28:23.800]   if their goal is to increase thyroid hormone,
[00:28:23.800 --> 00:28:26.060]   at least that's what the literature says.
[00:28:26.060 --> 00:28:28.480]   Without going into the biochemistry,
[00:28:28.480 --> 00:28:31.900]   selenium is important in order for thyroid hormone
[00:28:31.900 --> 00:28:35.960]   to be made because of the way that it allows L-tyrosine
[00:28:35.960 --> 00:28:39.480]   and iodine to interact.
[00:28:39.480 --> 00:28:44.120]   And the thing is most people aren't getting enough selenium
[00:28:44.120 --> 00:28:46.040]   because they don't eat foods that are high in selenium.
[00:28:46.040 --> 00:28:47.600]   Now, how much selenium you need
[00:28:47.600 --> 00:28:48.880]   will depend on where you live.
[00:28:48.880 --> 00:28:50.920]   It actually varies country by country.
[00:28:50.920 --> 00:28:54.640]   Some countries I found say that you should get
[00:28:54.640 --> 00:28:58.560]   100 micrograms, some say 200, some say 155.
[00:28:58.560 --> 00:29:00.720]   The average was about 155 micrograms,
[00:29:00.720 --> 00:29:02.340]   the countries I looked at.
[00:29:02.340 --> 00:29:04.740]   People who are trying to increase thyroid levels
[00:29:04.740 --> 00:29:06.960]   might want to consume more selenium.
[00:29:06.960 --> 00:29:08.500]   And if you consume a vitamin, of course,
[00:29:08.500 --> 00:29:11.320]   you want to make sure if it has selenium
[00:29:11.320 --> 00:29:12.240]   that you're not overdoing it
[00:29:12.240 --> 00:29:15.080]   by consuming a lot of selenium-rich foods either.
[00:29:15.080 --> 00:29:17.340]   But nonetheless, I think it's fair to say
[00:29:17.340 --> 00:29:19.920]   that most people probably could do well
[00:29:19.920 --> 00:29:23.020]   by ingesting slightly more selenium than they currently are,
[00:29:23.020 --> 00:29:26.220]   although, of course, always talk to your doctor.
[00:29:26.220 --> 00:29:28.740]   Brazil nuts are the heavyweight champion of foods
[00:29:28.740 --> 00:29:30.440]   to get selenium from.
[00:29:30.440 --> 00:29:32.660]   It has very high concentrations of selenium.
[00:29:32.660 --> 00:29:36.100]   In just six or eight, Brazil nuts contain
[00:29:36.100 --> 00:29:40.400]   something like 550 micrograms of selenium.
[00:29:40.400 --> 00:29:42.240]   It's also present in fish.
[00:29:42.240 --> 00:29:44.940]   So certain fish like yellowfin tuna,
[00:29:44.940 --> 00:29:48.140]   although nowadays, whenever I mentioned tuna or shellfish,
[00:29:48.140 --> 00:29:50.860]   which is the other rich source of selenium,
[00:29:50.860 --> 00:29:54.060]   people will tell me immediately there are all sorts
[00:29:54.060 --> 00:29:57.100]   of issues around farm, not farm, mercury, et cetera.
[00:29:57.100 --> 00:30:00.200]   So I've never particularly liked eating fish
[00:30:00.200 --> 00:30:01.600]   'cause of the way it tastes.
[00:30:01.600 --> 00:30:02.740]   So that's why I avoid it.
[00:30:02.740 --> 00:30:03.880]   But for those of you that like it,
[00:30:03.880 --> 00:30:06.460]   I'm sure you're much more skilled in knowing
[00:30:06.460 --> 00:30:08.580]   which fish to buy and which fish not to buy.
[00:30:08.580 --> 00:30:12.780]   Ham, of all things, contains a lot of selenium.
[00:30:12.780 --> 00:30:14.480]   For whatever reason, pork does.
[00:30:14.480 --> 00:30:16.220]   I'm not a big consumer of pork.
[00:30:16.220 --> 00:30:18.740]   Beef has some selenium, but what's interesting,
[00:30:18.740 --> 00:30:22.360]   if you look at the sources, pork, beef, turkey, chicken,
[00:30:22.360 --> 00:30:25.620]   cottage cheese, eggs, brown rice,
[00:30:25.620 --> 00:30:29.020]   what you want to understand is that Brazil nuts,
[00:30:29.020 --> 00:30:33.940]   six to eight Brazil nuts has 550 micrograms of selenium
[00:30:33.940 --> 00:30:36.060]   and all the other foods I mentioned
[00:30:36.060 --> 00:30:38.660]   at much greater portion size than equivalent
[00:30:38.660 --> 00:30:40.740]   to six to eight Brazil nuts,
[00:30:40.740 --> 00:30:43.660]   either by volume or by calories,
[00:30:43.660 --> 00:30:47.540]   they have something like 30 to 50 micrograms of selenium.
[00:30:47.540 --> 00:30:48.820]   So if you're not eating Brazil nuts,
[00:30:48.820 --> 00:30:51.400]   and I'm guessing most people aren't,
[00:30:51.400 --> 00:30:54.140]   and you're not eating a lot of animal-based foods,
[00:30:54.140 --> 00:30:55.700]   which I know many of you aren't,
[00:30:55.700 --> 00:30:58.860]   then you're probably not getting enough selenium.
[00:30:58.860 --> 00:31:01.300]   And again, you can have these levels measured
[00:31:01.300 --> 00:31:03.620]   or you can just check what you're consuming
[00:31:03.620 --> 00:31:06.360]   and figure out whether or not you're meeting the ration
[00:31:06.360 --> 00:31:09.860]   that you need in order to get healthy levels of thyroid.
[00:31:09.860 --> 00:31:12.280]   It is present in things like mushrooms,
[00:31:12.280 --> 00:31:14.920]   but again, in a bowl of mushrooms,
[00:31:15.820 --> 00:31:17.940]   what is the equivalent to a bowl of mushrooms?
[00:31:17.940 --> 00:31:19.580]   12 micrograms of selenium.
[00:31:19.580 --> 00:31:21.180]   And if the daily ration is something
[00:31:21.180 --> 00:31:23.480]   in the 100 to 200 range,
[00:31:23.480 --> 00:31:25.140]   again, look it up for the area you are,
[00:31:25.140 --> 00:31:27.180]   you can see really quickly why,
[00:31:27.180 --> 00:31:29.180]   even though things like mushrooms and spinach
[00:31:29.180 --> 00:31:31.060]   and milk and yogurt and lentils and cashews,
[00:31:31.060 --> 00:31:33.340]   and now we're into the vegetarian segment
[00:31:33.340 --> 00:31:35.020]   in the list that I constructed,
[00:31:35.020 --> 00:31:36.740]   you're probably not getting enough selenium.
[00:31:36.740 --> 00:31:38.920]   So it's kind of an interesting thing
[00:31:38.920 --> 00:31:40.360]   if you're an experimenter
[00:31:40.360 --> 00:31:42.140]   and you get the clearance from your doctor,
[00:31:42.140 --> 00:31:43.940]   you could try increasing your selenium levels
[00:31:43.940 --> 00:31:46.060]   and see how that impacts your metabolism.
[00:31:46.060 --> 00:31:48.320]   Again, Brazil nuts are probably going to be
[00:31:48.320 --> 00:31:52.000]   the most direct way to get sufficient selenium levels,
[00:31:52.000 --> 00:31:54.180]   but because levels are so high in Brazil nuts,
[00:31:54.180 --> 00:31:56.660]   it also means that you could overdo it as well.
[00:31:56.660 --> 00:32:00.660]   I'm not really aware of what the consequences are
[00:32:00.660 --> 00:32:03.260]   of getting too much selenium,
[00:32:03.260 --> 00:32:04.940]   although you can get too much of anything
[00:32:04.940 --> 00:32:07.460]   and I'm guessing those consequences aren't good.
[00:32:07.460 --> 00:32:10.580]   I also want to mention that for children,
[00:32:10.580 --> 00:32:13.660]   their daily requirements of selenium are much lower
[00:32:13.660 --> 00:32:18.660]   as low as 30 or 40 micrograms for kids 14 years or younger.
[00:32:18.660 --> 00:32:21.940]   And in some areas, I really want to underscore this,
[00:32:21.940 --> 00:32:25.100]   the amount of selenium that's recommended daily
[00:32:25.100 --> 00:32:28.060]   is as low as 55 micrograms.
[00:32:28.060 --> 00:32:30.980]   So it's not that you should be shooting for thousands
[00:32:30.980 --> 00:32:34.740]   or even high levels of hundreds of micrograms of selenium,
[00:32:34.740 --> 00:32:37.280]   and again, that's micrograms, not milligrams.
[00:32:37.280 --> 00:32:38.600]   So again, look into what you need,
[00:32:38.600 --> 00:32:40.700]   but if you're somebody who's interested
[00:32:40.700 --> 00:32:45.700]   in keeping thyroid function healthy and productive,
[00:32:45.700 --> 00:32:47.780]   then you certainly want to make sure
[00:32:47.780 --> 00:32:48.900]   you're getting enough iodine,
[00:32:48.900 --> 00:32:50.780]   you're getting enough selenium,
[00:32:50.780 --> 00:32:52.580]   and you're getting enough l-tyrosine.
[00:32:52.580 --> 00:32:54.060]   And it's interesting when you start looking
[00:32:54.060 --> 00:32:56.940]   at the various foods, especially highly processed foods,
[00:32:56.940 --> 00:32:59.800]   then you start to realize that perhaps many people,
[00:32:59.800 --> 00:33:01.500]   maybe you, are not.
[00:33:01.500 --> 00:33:05.780]   Not incidentally, selenium has some other effects on health
[00:33:05.780 --> 00:33:07.420]   that can be quite positive.
[00:33:07.420 --> 00:33:09.160]   And even though these don't relate to thyroid
[00:33:09.160 --> 00:33:11.380]   or growth hormone function specifically,
[00:33:11.380 --> 00:33:13.260]   I think you might want to know about them
[00:33:13.260 --> 00:33:15.360]   given that we're on the topic of selenium.
[00:33:15.360 --> 00:33:17.660]   The first is that there are three studies,
[00:33:17.660 --> 00:33:21.340]   all of which showed very high efficacy
[00:33:21.340 --> 00:33:25.140]   for reducing the risk of something called pre-eclampsia.
[00:33:25.140 --> 00:33:27.800]   Excuse me, pre-eclampsia.
[00:33:27.800 --> 00:33:30.800]   Pre-eclampsia is seizures that are related
[00:33:30.800 --> 00:33:32.560]   to blood pressure issues during
[00:33:32.560 --> 00:33:36.200]   or around the delivery of a new baby.
[00:33:36.200 --> 00:33:38.860]   And it actually, it's a rare-ish condition,
[00:33:38.860 --> 00:33:41.740]   but it actually can be quite deadly.
[00:33:41.740 --> 00:33:44.840]   And so the fact that selenium is important
[00:33:44.840 --> 00:33:47.800]   for offsetting pre-eclampsia risk is interesting.
[00:33:47.800 --> 00:33:49.580]   I don't know the exact mechanism,
[00:33:49.580 --> 00:33:51.460]   and I'm guessing there are only a few of you out there
[00:33:51.460 --> 00:33:55.160]   that are either pregnant or thinking of conceiving soon,
[00:33:55.160 --> 00:33:56.440]   but that's worth noting.
[00:33:56.440 --> 00:33:59.540]   Obviously, anything related to pregnancy or lactation,
[00:33:59.540 --> 00:34:02.040]   especially talk to your doctor.
[00:34:02.040 --> 00:34:03.860]   I'm guessing that selenium is probably
[00:34:03.860 --> 00:34:05.540]   in a lot of prenatal formulas,
[00:34:05.540 --> 00:34:10.540]   but that's one clear benefit of having sufficient selenium.
[00:34:10.540 --> 00:34:13.140]   The other is a reduced prostate cancer risk.
[00:34:13.140 --> 00:34:16.100]   There's a study showing that having sufficient selenium
[00:34:16.100 --> 00:34:18.200]   can reduce prostate cancer risk.
[00:34:18.200 --> 00:34:22.540]   And there is some evidence that if you consume foods
[00:34:22.540 --> 00:34:25.420]   from areas with soil that's low in selenium,
[00:34:25.420 --> 00:34:26.760]   that can be a problem.
[00:34:26.760 --> 00:34:28.860]   And last episode, we talked about all these issues
[00:34:28.860 --> 00:34:31.940]   related to soil quality,
[00:34:31.940 --> 00:34:33.320]   things that are making their way into food
[00:34:33.320 --> 00:34:36.020]   that are disrupting hormones and so forth.
[00:34:36.020 --> 00:34:40.260]   But having sufficient selenium from food
[00:34:40.260 --> 00:34:43.600]   could offset the low content in any soil.
[00:34:43.600 --> 00:34:46.800]   And so that apparently can reduce prostate cancer risk.
[00:34:46.800 --> 00:34:47.740]   It's a minor effect,
[00:34:47.740 --> 00:34:50.080]   but it's a statistically significant one.
[00:34:50.080 --> 00:34:52.440]   And the other one is a reduction in acne,
[00:34:52.440 --> 00:34:53.280]   which is interesting.
[00:34:53.280 --> 00:34:55.680]   I'm guessing that that probably has to do
[00:34:55.680 --> 00:34:57.220]   with the thyroid hormone pathway
[00:34:57.220 --> 00:35:01.080]   because of the way thyroid hormone can impact the liver.
[00:35:01.080 --> 00:35:04.780]   And then it turns out that the liver and various
[00:35:04.780 --> 00:35:08.380]   biochemical reactions in the liver can impact acne.
[00:35:08.380 --> 00:35:10.700]   And that's probably an episode all into itself,
[00:35:10.700 --> 00:35:13.100]   but those are just some additional benefits
[00:35:13.100 --> 00:35:15.180]   of getting sufficient selenium.
[00:35:15.180 --> 00:35:17.440]   Okay, so we're already deep into tools related
[00:35:17.440 --> 00:35:20.920]   to making sure that you have sufficient selenium,
[00:35:20.920 --> 00:35:24.220]   iodine, and L-tyrosine in order to make enough
[00:35:24.220 --> 00:35:28.620]   thyroid hormones that can support your metabolic processes
[00:35:28.620 --> 00:35:30.460]   in your liver, your muscles, your tendons,
[00:35:30.460 --> 00:35:33.660]   for whatever purpose, keeping your metabolism high,
[00:35:33.660 --> 00:35:37.480]   for body composition reasons, or for healing,
[00:35:37.480 --> 00:35:39.780]   for keeping your brain working well.
[00:35:39.780 --> 00:35:42.540]   Earlier I mentioned there are people
[00:35:42.540 --> 00:35:44.680]   who are following very clean diets.
[00:35:44.680 --> 00:35:47.640]   So these are people that consume no processed foods.
[00:35:47.640 --> 00:35:49.720]   Any starch they might eat is going to be
[00:35:49.720 --> 00:35:51.280]   maybe a rice or a grain,
[00:35:51.280 --> 00:35:55.620]   or any protein they might consume is going to be
[00:35:55.620 --> 00:35:59.980]   either from, let's hope, from humanely raised animal sources
[00:35:59.980 --> 00:36:02.460]   or maybe they're pure plant-based.
[00:36:02.460 --> 00:36:06.480]   Believe it or not, those folks are actually
[00:36:06.480 --> 00:36:08.900]   very susceptible to low iodine,
[00:36:08.900 --> 00:36:13.720]   because it turns out that diets that are very meat rich
[00:36:13.720 --> 00:36:15.300]   and don't have many vegetables,
[00:36:15.300 --> 00:36:18.120]   as well as diets that are very vegetable rich,
[00:36:18.120 --> 00:36:21.100]   but don't have many meats or salts,
[00:36:21.100 --> 00:36:25.300]   are at risk of lowering thyroid hormone
[00:36:25.300 --> 00:36:27.900]   by way of the iodine pathway and other pathways.
[00:36:27.900 --> 00:36:30.700]   And so let me try and simplify this for you.
[00:36:30.700 --> 00:36:32.780]   Chances are, if people are doing the all meat diet,
[00:36:32.780 --> 00:36:33.700]   they're not sprinkling,
[00:36:33.700 --> 00:36:36.540]   they're not wrapping those steaks in seaweed,
[00:36:36.540 --> 00:36:40.220]   and they may or may not be supplementing with iodine.
[00:36:40.220 --> 00:36:43.000]   Chances are they're probably consuming iodine salt,
[00:36:43.000 --> 00:36:45.400]   but their requirements go up
[00:36:45.400 --> 00:36:46.840]   if they're not consuming vegetables.
[00:36:46.840 --> 00:36:48.620]   People who are consuming vegetables,
[00:36:48.620 --> 00:36:49.460]   it's kind of interesting,
[00:36:49.460 --> 00:36:50.540]   we always hear that we should have
[00:36:50.540 --> 00:36:53.700]   our cruciferous vegetables, and those are so important,
[00:36:53.700 --> 00:36:57.020]   but they're actually substances, compounds,
[00:36:57.020 --> 00:37:00.780]   within high quality cruciferous vegetables
[00:37:00.780 --> 00:37:03.660]   that can interfere with thyroid hormone function.
[00:37:03.660 --> 00:37:05.980]   So if you're eating a lot of that stuff,
[00:37:05.980 --> 00:37:08.620]   a lot of cabbages, and just look up your other,
[00:37:08.620 --> 00:37:10.580]   I think broccoli is a cruciferous vegetable,
[00:37:10.580 --> 00:37:11.900]   and I won't read off the whole list,
[00:37:11.900 --> 00:37:13.860]   you could just put into the internet.
[00:37:13.860 --> 00:37:15.820]   But if you're, we're always told to eat
[00:37:15.820 --> 00:37:18.540]   a lot of the dark leafy green stuff.
[00:37:18.540 --> 00:37:23.540]   Well, unless that dark leafy green stuff is kelp or seaweed,
[00:37:23.540 --> 00:37:26.940]   chances are that we're not getting enough iodine
[00:37:26.940 --> 00:37:29.360]   unless we're adding salt to our food.
[00:37:29.360 --> 00:37:31.780]   And chances are that we may be lowering
[00:37:31.780 --> 00:37:33.900]   the total amount of thyroid that we're making,
[00:37:33.900 --> 00:37:37.920]   as well as the fact that in plant-rich diets,
[00:37:37.920 --> 00:37:39.700]   it's hard to get enough L-tyrosine.
[00:37:39.700 --> 00:37:42.240]   And I don't want, I'm not here to inflame
[00:37:42.240 --> 00:37:45.020]   any of the vegans or the carnivore folks.
[00:37:45.020 --> 00:37:47.340]   I don't take a stance either way on any of that.
[00:37:47.340 --> 00:37:49.940]   I'm just learning, trying to report the science.
[00:37:49.940 --> 00:37:52.700]   The point I want to make is your health is important.
[00:37:52.700 --> 00:37:54.700]   So if you are purely plant-based
[00:37:54.700 --> 00:37:56.400]   and you're eating a lot of cruciferous vegetables,
[00:37:56.400 --> 00:37:58.200]   make sure you're getting enough iodine.
[00:37:58.200 --> 00:38:00.360]   It does seem like the cruciferous vegetables
[00:38:00.360 --> 00:38:03.480]   can increase the need for further iodine.
[00:38:03.480 --> 00:38:05.220]   And same thing if you're purely,
[00:38:05.220 --> 00:38:07.660]   and you're on this all meat diet or your keto,
[00:38:07.660 --> 00:38:09.940]   and you're not ingesting many vegetables.
[00:38:09.940 --> 00:38:13.080]   So I always thought that the cleaner the diet, the better,
[00:38:13.080 --> 00:38:14.980]   but it turns, and probably that's true
[00:38:14.980 --> 00:38:19.240]   from the standpoint of hormone regulation,
[00:38:19.240 --> 00:38:22.680]   estrogen and testosterone and other hormones.
[00:38:22.680 --> 00:38:25.460]   The highly processed foods really are terrible.
[00:38:25.460 --> 00:38:27.040]   There's so much evidence for that.
[00:38:27.040 --> 00:38:30.720]   The phthalates in plastics and the processed foods
[00:38:30.720 --> 00:38:31.640]   and the emulsifiers,
[00:38:31.640 --> 00:38:33.840]   all the stuff we talked about previous episode.
[00:38:33.840 --> 00:38:36.380]   But it does seem to be that people
[00:38:36.380 --> 00:38:40.160]   that are not getting enough iodine for whatever reason,
[00:38:40.160 --> 00:38:43.220]   really need to check out whether or not
[00:38:43.220 --> 00:38:45.440]   their iodine levels need to be increased
[00:38:45.440 --> 00:38:48.200]   because of the fact that they're consuming so many plants
[00:38:48.200 --> 00:38:50.500]   or so many meats, and in some cases,
[00:38:50.500 --> 00:38:52.720]   plants that actually lower thyroid hormone.
[00:38:52.720 --> 00:38:55.420]   And not to beat a dead horse or cabbage,
[00:38:55.420 --> 00:38:58.460]   but there are a number of things that iodine can do
[00:38:58.460 --> 00:39:00.960]   that are positive, that are sort of,
[00:39:00.960 --> 00:39:03.140]   they're related to thyroid, not directly.
[00:39:03.140 --> 00:39:05.580]   They're kind of offshoots of the thyroid pathway.
[00:39:05.580 --> 00:39:07.960]   They're downstream of it, we would say,
[00:39:07.960 --> 00:39:10.380]   in terms of how they impact metabolic function.
[00:39:10.380 --> 00:39:12.280]   One of those is to reduce something
[00:39:12.280 --> 00:39:13.880]   called C-reactive protein.
[00:39:13.880 --> 00:39:16.920]   Some of you may have heard of CRP or C-reactive protein.
[00:39:16.920 --> 00:39:18.960]   C-reactive protein is something that you want to keep
[00:39:18.960 --> 00:39:20.880]   at modestly low levels.
[00:39:20.880 --> 00:39:22.360]   It's associated with inflammation
[00:39:22.360 --> 00:39:23.840]   and various forms of heart disease
[00:39:23.840 --> 00:39:26.580]   and even eye disease, macular degeneration.
[00:39:26.580 --> 00:39:30.060]   So it does appear that iodine supplementation
[00:39:30.060 --> 00:39:33.680]   or getting sufficient iodine from food either works,
[00:39:33.680 --> 00:39:39.320]   is associated with reduced levels of C-reactive protein
[00:39:39.320 --> 00:39:41.580]   in the blood and an anti-inflammatory effect.
[00:39:41.580 --> 00:39:43.960]   And the anti-inflammatory effect brings us back
[00:39:43.960 --> 00:39:45.760]   to our old friend interleukin-6.
[00:39:45.760 --> 00:39:48.440]   Remember, there are these inflammatory cytokines.
[00:39:48.440 --> 00:39:50.140]   They have many, many names
[00:39:50.140 --> 00:39:52.000]   because there are many, many of them.
[00:39:52.000 --> 00:39:55.280]   Interleukin-10 is the one that's anti-inflammatory.
[00:39:55.280 --> 00:39:58.280]   Interleukin-6 is the one that's inflammatory.
[00:39:58.280 --> 00:40:00.400]   Anytime you see IL-6,
[00:40:00.400 --> 00:40:03.140]   that usually means that there's an inflammatory response.
[00:40:03.140 --> 00:40:06.280]   There's a wound, there's inflammation of the brain.
[00:40:06.280 --> 00:40:09.120]   Somebody is either sleep deprived or had a brain injury,
[00:40:09.120 --> 00:40:11.960]   or they're dealing with some sort of infection.
[00:40:11.960 --> 00:40:15.080]   IL-6 is kind of a catchall for inflammation.
[00:40:15.080 --> 00:40:18.040]   And it does appear that iodine supplementation
[00:40:18.040 --> 00:40:22.100]   can reduce circulating IL-6 associated with inflammation.
[00:40:22.100 --> 00:40:24.520]   So in that sense, iodine can have
[00:40:24.520 --> 00:40:26.280]   an anti-inflammatory effect.
[00:40:26.280 --> 00:40:29.640]   So by now, it should be abundantly clear,
[00:40:29.640 --> 00:40:31.200]   if you care about thyroid hormone,
[00:40:31.200 --> 00:40:33.920]   if you care about the pathways that it impacts,
[00:40:33.920 --> 00:40:36.480]   like having a high level of metabolism,
[00:40:36.480 --> 00:40:39.280]   which I guess if for no other reason is attractive,
[00:40:39.280 --> 00:40:40.540]   'cause then you can eat more
[00:40:40.540 --> 00:40:43.740]   and still maintain a healthy body composition,
[00:40:43.740 --> 00:40:47.180]   but also for brain health, cognitive function,
[00:40:47.180 --> 00:40:49.260]   tissue repair, all that stuff,
[00:40:49.260 --> 00:40:52.120]   keeping C-reactive protein low, keeping IL-6 low,
[00:40:52.120 --> 00:40:52.960]   make sure you're getting enough
[00:40:52.960 --> 00:40:55.200]   iodine, selenium, and L-tyrosine.
[00:40:55.200 --> 00:40:58.520]   If you're curious how thyroid actually increases metabolism,
[00:40:58.520 --> 00:40:59.900]   allows you to eat more, et cetera,
[00:40:59.900 --> 00:41:02.160]   it relates to something we covered last issue,
[00:41:02.160 --> 00:41:03.620]   which is glucose.
[00:41:03.620 --> 00:41:05.820]   Remember, when you eat something, blood sugar goes up,
[00:41:05.820 --> 00:41:08.300]   insulin is secreted from the pancreas,
[00:41:08.300 --> 00:41:10.420]   and it makes sure that blood glucose doesn't go too high,
[00:41:10.420 --> 00:41:12.440]   which can damage tissues, or too low,
[00:41:12.440 --> 00:41:14.100]   which can make you hypoglycemic.
[00:41:15.140 --> 00:41:19.060]   Thyroid increases glucose uptake by various tissues,
[00:41:19.060 --> 00:41:21.320]   in particular muscle and bone.
[00:41:21.320 --> 00:41:23.680]   It actually can increase bone mineral density,
[00:41:23.680 --> 00:41:26.000]   which is a really good thing as you get older.
[00:41:26.000 --> 00:41:30.080]   Injuries, when I say older, I mean basically 30 and older.
[00:41:30.080 --> 00:41:32.800]   The reason you can recover more quickly from injuries
[00:41:32.800 --> 00:41:36.280]   if you have a healthy thyroid and healthy thyroid pathways
[00:41:36.280 --> 00:41:38.700]   is because you can consume energy,
[00:41:38.700 --> 00:41:41.780]   that energy is diverted toward bone repair
[00:41:41.780 --> 00:41:43.860]   and muscle repair and cartilage repair.
[00:41:43.860 --> 00:41:47.760]   And so the way it does this again is by increasing ATP,
[00:41:47.760 --> 00:41:52.760]   but the whole idea here is that iodine, selenium,
[00:41:52.760 --> 00:41:55.380]   L-tyrosine allow thyroid to be at healthy levels
[00:41:55.380 --> 00:41:58.720]   so that thyroid then can take glucose in the blood
[00:41:58.720 --> 00:42:01.280]   and divert it to tissues for it to be used,
[00:42:01.280 --> 00:42:02.540]   in particular your brain.
[00:42:02.540 --> 00:42:05.360]   And that's why these things that we're talking about
[00:42:05.360 --> 00:42:07.700]   supplementing or getting from food
[00:42:07.700 --> 00:42:10.900]   can actually improve or support brain function.
[00:42:10.900 --> 00:42:11.920]   People are always asking me,
[00:42:11.920 --> 00:42:14.820]   what is the food that I should eat for my brain?
[00:42:14.820 --> 00:42:16.440]   Like, are blueberries good for your brain?
[00:42:16.440 --> 00:42:18.820]   Or they do ask me, are walnuts good for your brain?
[00:42:18.820 --> 00:42:20.180]   'Cause it looks like a brain.
[00:42:20.180 --> 00:42:21.540]   We talked about that earlier.
