
[00:00:00.000 --> 00:00:03.080]   (projector whirring)
[00:15:03.360 --> 00:15:05.480]   They probably were counting that money
[00:15:05.480 --> 00:15:06.840]   before it even showed up.
[00:15:06.840 --> 00:15:08.760]   But how do you think about this?
[00:15:08.760 --> 00:15:10.280]   You think it's coming someday
[00:15:10.280 --> 00:15:12.860]   and you maybe have a timeframe or you don't.
[00:15:12.860 --> 00:15:14.200]   It's kind of like an inheritance maybe.
[00:15:14.200 --> 00:15:16.920]   Like I know I'm gonna get some money someday.
[00:15:16.920 --> 00:15:19.400]   And so should I just spend more now
[00:15:19.400 --> 00:15:21.400]   with the understanding that this money's coming,
[00:15:21.400 --> 00:15:23.080]   but you don't know, this is a tricky one.
[00:15:23.080 --> 00:15:25.280]   So how do you plan for something like this?
[00:15:25.280 --> 00:15:27.520]   - Ideally, the most like clean way to do it
[00:15:27.520 --> 00:15:29.800]   is I'd like to think of RSUs
[00:15:29.800 --> 00:15:33.000]   and equity or incentive compensation
[00:15:33.000 --> 00:15:34.480]   as icing on the cake, a windfall,
[00:15:34.480 --> 00:15:36.780]   as you suggested with an inheritance.
[00:15:36.780 --> 00:15:39.680]   Now, some asterisks or caveats to that,
[00:15:39.680 --> 00:15:42.180]   depending on what company we're talking about,
[00:15:42.180 --> 00:15:45.280]   the vesting schedule really having a lot to do with it.
[00:15:45.280 --> 00:15:47.840]   I'll pick on Amazon for an example.
[00:15:47.840 --> 00:15:50.560]   It's a really great example for what you're mentioning
[00:15:50.560 --> 00:15:53.040]   with not only the stock being worth less than it was
[00:15:53.040 --> 00:15:55.320]   just a couple of years ago,
[00:15:55.320 --> 00:15:58.160]   but the way they engineer the vesting schedule
[00:15:58.160 --> 00:16:00.120]   and the way they go about doing the grant.
[00:16:00.120 --> 00:16:03.760]   So when you receive RSUs in this case,
[00:16:03.760 --> 00:16:07.720]   has a lot to do with how you're going to view that.
[00:16:07.720 --> 00:16:10.640]   And a lot to do with your overall compensation package.
[00:16:10.640 --> 00:16:12.360]   I'll give you a quick example.
[00:16:12.360 --> 00:16:15.040]   If your base salary can't cover,
[00:16:15.040 --> 00:16:16.440]   your monthly not,
[00:16:16.440 --> 00:16:18.920]   you're going to be looking at those RSUs
[00:16:18.920 --> 00:16:20.880]   as the way to cover that.
[00:16:20.880 --> 00:16:23.040]   And if you're vesting every month,
[00:16:23.040 --> 00:16:25.380]   you're going to be very tempted to view that
[00:16:25.380 --> 00:16:29.800]   as truly income, that's supplementing your base salary.
[00:16:29.800 --> 00:16:31.240]   Flip it around.
[00:16:31.240 --> 00:16:34.360]   If your base salary or your household stable income
[00:16:34.360 --> 00:16:37.200]   through salaries is enough to cover the monthly not,
[00:16:37.200 --> 00:16:40.320]   you can more easily view stock incentives
[00:16:40.320 --> 00:16:43.440]   as icing on the cake, as long-term investment assets,
[00:16:43.440 --> 00:16:46.320]   whether you sell it and diversify it or keep it
[00:16:46.320 --> 00:16:49.600]   because you're long on your company is a separate question.
[00:16:49.600 --> 00:16:51.480]   So a lot of companies, look,
[00:16:51.480 --> 00:16:53.840]   they go into this knowing this, right?
[00:16:53.840 --> 00:16:55.240]   And for the company,
[00:16:55.240 --> 00:16:57.120]   it's really about what kind of incentive
[00:16:57.120 --> 00:16:58.840]   are they trying to create?
[00:16:58.840 --> 00:17:00.640]   And what really handcuffs
[00:17:00.640 --> 00:17:02.920]   are they trying to put around your wrists?
[00:17:02.920 --> 00:17:04.520]   It's a little bit, I don't know if insidious
[00:17:04.520 --> 00:17:05.360]   is the right word,
[00:17:05.360 --> 00:17:08.040]   but it's a little bit more gaming you, the employee,
[00:17:08.040 --> 00:17:10.360]   when they're pushing you more towards,
[00:17:10.360 --> 00:17:13.200]   you got to eat these RSUs versus,
[00:17:13.200 --> 00:17:16.440]   hey, this is an award for doing a great job
[00:17:16.440 --> 00:17:18.040]   and we just want you to stick around.
[00:17:18.040 --> 00:17:19.800]   - To your point, you really have to understand
[00:17:19.800 --> 00:17:22.880]   how these work and every one maybe works a little different
[00:17:22.880 --> 00:17:24.960]   depending on the company and the timing
[00:17:24.960 --> 00:17:27.260]   and then the tax treatment of them and all these things.
[00:17:27.260 --> 00:17:30.740]   Another potential financial advisor savior here,
[00:17:30.740 --> 00:17:32.360]   but you better know what you're doing with these
[00:17:32.360 --> 00:17:33.480]   before you start counting the money
[00:17:33.480 --> 00:17:35.240]   and planning on it just being there.
[00:17:35.240 --> 00:17:36.840]   I'm sure there were a lot of people in Silicon Valley
[00:17:36.840 --> 00:17:37.680]   the last couple of years
[00:17:37.680 --> 00:17:40.120]   who were ready to buy a huge house or something
[00:17:40.120 --> 00:17:41.880]   because they know these stock options are coming
[00:17:41.880 --> 00:17:43.920]   and then they fall 80% or whatever it is
[00:17:43.920 --> 00:17:45.920]   and then now what do you do?
[00:17:45.920 --> 00:17:47.440]   - Exactly.
[00:17:47.440 --> 00:17:50.080]   Our good friend Morgan Housel wrote a piece the other week
[00:17:50.080 --> 00:17:54.240]   called "Expectation Debt" specifically around this topic
[00:17:54.240 --> 00:17:57.360]   where you see the price of that stock
[00:17:57.360 --> 00:18:00.380]   in the form of RSUs or performance based options go up,
[00:18:00.380 --> 00:18:02.040]   you're wealthy on paper,
[00:18:02.040 --> 00:18:04.720]   but you now got to repay that debt, there's a debt there.
[00:18:04.720 --> 00:18:06.280]   And that's the reversion to the mean,
[00:18:06.280 --> 00:18:09.620]   the fact that you need to plan for the fact
[00:18:09.620 --> 00:18:11.840]   that you are not going to be as wealthy
[00:18:11.840 --> 00:18:13.280]   as you are at that moment.
[00:18:13.280 --> 00:18:14.960]   And if you build your life around that,
[00:18:14.960 --> 00:18:16.760]   you buy a house that's large
[00:18:16.760 --> 00:18:19.920]   and now commands that you pay a larger mortgage
[00:18:19.920 --> 00:18:22.160]   than you thought 'cause you felt rich at the moment,
[00:18:22.160 --> 00:18:25.440]   these are classic personal finance traps.
[00:18:25.440 --> 00:18:26.600]   And it's not helpful
[00:18:26.600 --> 00:18:28.800]   and I'm not trying to vilify companies that do this,
[00:18:28.800 --> 00:18:30.400]   that's how they chose to incentivize
[00:18:30.400 --> 00:18:32.280]   and motivate their employees.
[00:18:32.280 --> 00:18:33.360]   More times than not,
[00:18:33.360 --> 00:18:34.840]   your employer is not looking out
[00:18:34.840 --> 00:18:36.760]   for your financial wellbeing.
[00:18:36.760 --> 00:18:39.380]   It's great if they are, so don't be naive.
[00:18:39.380 --> 00:18:41.540]   You have to take that into your own hands.
[00:18:41.540 --> 00:18:42.860]   And if you fell into that trap,
[00:18:42.860 --> 00:18:46.080]   you're gonna pay for that if the stock goes down.
[00:18:46.080 --> 00:18:47.400]   And they don't always say,
[00:18:47.400 --> 00:18:48.960]   hey, the price of the stock went down,
[00:18:48.960 --> 00:18:52.640]   let's make sure you get more of those shares granted to you
[00:18:52.640 --> 00:18:53.520]   at the refresher.
[00:18:53.520 --> 00:18:55.400]   They're like, no, things are pretty crappy here,
[00:18:55.400 --> 00:18:56.280]   you're getting less.
[00:18:56.280 --> 00:18:59.160]   So you then find yourself in a bind.
[00:18:59.160 --> 00:19:01.540]   So I would recommend to anyone,
[00:19:01.540 --> 00:19:03.640]   back to financial planning concepts,
[00:19:03.640 --> 00:19:05.640]   how are you viewing cashflow
[00:19:05.640 --> 00:19:08.140]   from the forms of compensation you receive?
[00:19:08.140 --> 00:19:09.800]   It's not necessarily a bad thing
[00:19:09.800 --> 00:19:11.760]   that you're eating performance-based
[00:19:11.760 --> 00:19:13.860]   or restricted stock to live,
[00:19:13.860 --> 00:19:16.440]   but you need to have a really good context around that
[00:19:16.440 --> 00:19:18.400]   in the short, intermediate, and long term
[00:19:18.400 --> 00:19:21.320]   so you don't fall into one of those holes later on.
[00:19:21.320 --> 00:19:23.480]   - Right, and yeah, maybe treat it more like a bonus
[00:19:23.480 --> 00:19:24.820]   than part of the actual budget,
[00:19:24.820 --> 00:19:26.920]   depending on when you're gonna get it.
[00:19:26.920 --> 00:19:28.360]   - Ideally, that would be the case.
[00:19:28.360 --> 00:19:33.360]   But again, if you need X a month
[00:19:33.360 --> 00:19:36.120]   and you're not gonna get that
[00:19:36.120 --> 00:19:38.140]   from your base salary,
[00:19:38.140 --> 00:19:41.400]   because that's just not how your comp structure is,
[00:19:41.400 --> 00:19:42.660]   your kind of hand is forced
[00:19:42.660 --> 00:19:44.700]   to either do uncomfortable austerity,
[00:19:44.700 --> 00:19:47.100]   either lower the cost of your lifestyle,
[00:19:47.100 --> 00:19:48.740]   and that's gonna be very hard for a lot of people
[00:19:48.740 --> 00:19:50.580]   who've grown accustomed to something,
[00:19:50.580 --> 00:19:52.300]   or I now need to dive in.
[00:19:52.300 --> 00:19:53.300]   Yes, in a perfect world,
[00:19:53.300 --> 00:19:56.180]   we'd love not to touch this other form of stock,
[00:19:56.180 --> 00:19:57.180]   treat it as a bonus,
[00:19:57.180 --> 00:19:59.020]   but it doesn't always break like that.
[00:19:59.020 --> 00:20:01.380]   Careful planning will get you there.
[00:20:01.380 --> 00:20:03.140]   - That's why I require part of my salary
[00:20:03.140 --> 00:20:05.540]   to be paid in physical oat milk delivery.
[00:20:05.540 --> 00:20:06.380]   So that's all.
[00:20:06.380 --> 00:20:07.480]   - I thought we were just paying you
[00:20:07.480 --> 00:20:08.600]   in hats every week, Duncan.
[00:20:08.600 --> 00:20:09.440]   - Yeah, true.
[00:20:09.440 --> 00:20:11.020]   Speaking of which, more on that.
[00:20:11.020 --> 00:20:11.860]   Remind me.
[00:20:11.860 --> 00:20:13.160]   - All right, next question.
[00:20:13.160 --> 00:20:16.200]   - Okay, up next, we have a question from James.
[00:20:16.200 --> 00:20:17.700]   I'm struggling with financial planning
[00:20:17.700 --> 00:20:19.040]   in a dual income house.
[00:20:19.040 --> 00:20:20.600]   It seems like the typical advice
[00:20:20.600 --> 00:20:23.000]   in terms of savings rate and income needed at retirement
[00:20:23.000 --> 00:20:26.120]   should differ between single and dual income households.
[00:20:26.120 --> 00:20:27.860]   I live in a high cost of living area,
[00:20:27.860 --> 00:20:29.720]   have two kids in Catholic school,
[00:20:29.720 --> 00:20:31.420]   and we both work.
[00:20:31.420 --> 00:20:33.360]   Dual income means we spend a lot more
[00:20:33.360 --> 00:20:35.640]   on children, camps, et cetera.
[00:20:35.640 --> 00:20:37.000]   Our income is pretty high,
[00:20:37.000 --> 00:20:41.320]   so having X percent saved of our income by age 40 is tough.
[00:20:41.320 --> 00:20:43.800]   It just doesn't seem like the commonly provided targets
[00:20:43.800 --> 00:20:44.760]   really match up.
[00:20:44.760 --> 00:20:45.960]   Any thoughts on this?
[00:20:45.960 --> 00:20:47.880]   - So a dual income household
[00:20:47.880 --> 00:20:49.400]   is actually in a much better position.
[00:20:49.400 --> 00:20:51.360]   A dual income household with kids,
[00:20:51.360 --> 00:20:53.000]   that's tougher, right?
[00:20:53.000 --> 00:20:55.160]   So we're talking single versus dual income,
[00:20:55.160 --> 00:20:56.000]   that's different.
[00:20:56.000 --> 00:20:59.440]   I think this is just more like managing a family,
[00:20:59.440 --> 00:21:00.640]   even when you have a dual income,
[00:21:00.640 --> 00:21:01.800]   can be difficult for people,
[00:21:01.800 --> 00:21:03.080]   especially depending on where you live.
[00:21:03.080 --> 00:21:05.200]   And I'm sure these people have seen these charts
[00:21:05.200 --> 00:21:07.800]   from a financial place that shows
[00:21:07.800 --> 00:21:09.560]   by 35 you should have this much saved,
[00:21:09.560 --> 00:21:11.200]   by 40 you should have this much saved,
[00:21:11.200 --> 00:21:13.260]   by 45, and people look at those numbers
[00:21:13.260 --> 00:21:14.800]   and they say I'm not even close to that,
[00:21:14.800 --> 00:21:16.200]   or you should have this X amount,
[00:21:16.200 --> 00:21:18.500]   X times your salary saved, or whatever it is,
[00:21:18.500 --> 00:21:20.480]   because they've run these numbers through the spreadsheet,
[00:21:20.480 --> 00:21:22.280]   and people look at these and they go this is crazy,
[00:21:22.280 --> 00:21:25.200]   I'm never gonna get there, I'm way behind already,
[00:21:25.200 --> 00:21:26.960]   I'm stuck, what do I do?
[00:21:26.960 --> 00:21:29.360]   And I think this is a tough place for people to be
[00:21:29.360 --> 00:21:31.360]   when they're trying to measure against these goalposts
[00:21:31.360 --> 00:21:32.680]   that are unrealistic to them.
[00:21:32.680 --> 00:21:34.120]   - Well, it seems like everyone used to say
[00:21:34.120 --> 00:21:36.480]   just have a million dollars to retire, you know?
[00:21:36.480 --> 00:21:38.120]   Like I remember just hearing that all the time,
[00:21:38.120 --> 00:21:40.280]   people talking about a million, a million, a million.
[00:21:40.280 --> 00:21:41.640]   It's kind of funny that's changed.
[00:21:41.640 --> 00:21:43.400]   - Obviously a lot of it depends on how much
[00:21:43.400 --> 00:21:46.960]   you're actually spending and what your lifestyle is,
[00:21:46.960 --> 00:21:49.040]   but I think for some people they have to figure out,
[00:21:49.040 --> 00:21:50.400]   I mean, Doug, as parents,
[00:21:50.400 --> 00:21:51.800]   you want to give your kids the world
[00:21:51.800 --> 00:21:53.940]   and you never want to hold back on experiences with them
[00:21:53.940 --> 00:21:56.560]   or letting them do what they want to do,
[00:21:56.560 --> 00:21:59.040]   so I think maybe for some people they have to figure out
[00:21:59.040 --> 00:22:03.400]   like, can I supercharge savings later in life
[00:22:03.400 --> 00:22:06.080]   if I'm slowing down right now
[00:22:06.080 --> 00:22:09.000]   or having some sort of fallback plan in the future
[00:22:09.000 --> 00:22:12.040]   to juice things when they need to.
[00:22:12.040 --> 00:22:14.120]   - Awesome lead for me on that one.
[00:22:14.120 --> 00:22:15.880]   Yeah, it's a little, that's correct,
[00:22:15.880 --> 00:22:18.440]   but let's get into the nuance of that.
[00:22:18.440 --> 00:22:21.480]   You know, this question is posed by what I would argue
[00:22:21.480 --> 00:22:24.220]   are, you know, highly performing or, you know,
[00:22:24.220 --> 00:22:27.680]   two professionals that are striving to, you know,
[00:22:27.680 --> 00:22:29.560]   continue to grow in their careers,
[00:22:29.560 --> 00:22:31.000]   and when you think about career growth,
[00:22:31.000 --> 00:22:33.660]   and by the way, career growth and expanding the top line
[00:22:33.660 --> 00:22:36.080]   is just one of those conversations in personal finance
[00:22:36.080 --> 00:22:37.700]   that doesn't get talked about enough,
[00:22:37.700 --> 00:22:39.860]   because you talk about those rules of thumbs,
[00:22:39.860 --> 00:22:43.480]   you start to treat this as a linear system, right?
[00:22:43.480 --> 00:22:46.300]   Nothing, nothing in personal finance,
[00:22:46.300 --> 00:22:49.240]   the markets, the economy is linear.
[00:22:49.240 --> 00:22:50.640]   It just doesn't work like that,
[00:22:50.640 --> 00:22:53.400]   and that's when things start to become oversimplified.
[00:22:53.400 --> 00:22:56.400]   So to your point, it is tough.
[00:22:56.400 --> 00:22:58.440]   It is very tough in planning to say,
[00:22:58.440 --> 00:23:01.880]   "Okay, we're doing great, we're making all this money."
[00:23:01.880 --> 00:23:03.400]   You know, you can't go back on certain,
[00:23:03.400 --> 00:23:05.240]   you send your kids to camp, you're then next year,
[00:23:05.240 --> 00:23:07.160]   and they love it, you're not not sending them
[00:23:07.160 --> 00:23:09.500]   to camp the next year, like you're locked into that.
[00:23:09.500 --> 00:23:12.200]   Like, there's just things you can't walk back
[00:23:12.200 --> 00:23:13.800]   in this type of environment.
[00:23:13.800 --> 00:23:15.980]   - I just got sent pictures from my wife today.
[00:23:15.980 --> 00:23:17.960]   The kids are at some outdoor camp,
[00:23:17.960 --> 00:23:20.640]   and they're both riding a horse, ear to ear smile,
[00:23:20.640 --> 00:23:22.560]   and there's no way they're,
[00:23:22.560 --> 00:23:23.920]   they're gonna have to go there every year now.
[00:23:23.920 --> 00:23:25.600]   - Yeah, there you go, and you're committed
[00:23:25.600 --> 00:23:27.480]   to X thousands of dollars every year
[00:23:27.480 --> 00:23:28.880]   for the next eight years.
[00:23:28.880 --> 00:23:30.560]   And we just took our daughter to, you know,
[00:23:30.560 --> 00:23:32.320]   a rookie day at a camp, just like, "Great."
[00:23:32.320 --> 00:23:35.600]   You know, and oh, this is gonna be the greatest gift
[00:23:35.600 --> 00:23:36.440]   that we could give her.
[00:23:36.440 --> 00:23:40.160]   Truly, it is a magnificent, life-defining gift
[00:23:40.160 --> 00:23:43.560]   that equates to an economic function of our household.
[00:23:43.560 --> 00:23:46.820]   And this type of stuff is what is in this question.
[00:23:46.820 --> 00:23:49.480]   So let's talk about the thing that's not said is,
[00:23:49.480 --> 00:23:53.800]   how are they thinking about the trajectory of their careers?
[00:23:53.800 --> 00:23:56.720]   I would hope that most people hustling in careers
[00:23:56.720 --> 00:24:00.440]   that first provide for upward mobility and income
[00:24:00.440 --> 00:24:01.280]   are doing that.
[00:24:01.280 --> 00:24:03.560]   And that could be a dangerous or tricky game to play,
[00:24:03.560 --> 00:24:06.440]   saying like, look, I'm gonna give them this now,
[00:24:06.440 --> 00:24:09.440]   or I'm going to choose.
[00:24:09.440 --> 00:24:13.380]   This is the active choice to remain this comfortable,
[00:24:13.380 --> 00:24:14.800]   and it comes at this cost,
[00:24:14.800 --> 00:24:17.540]   but I'm gonna bet on myself and my career
[00:24:17.540 --> 00:24:18.380]   in order to get there.
[00:24:18.380 --> 00:24:19.840]   And the thing you gotta be mindful of,
[00:24:19.840 --> 00:24:21.580]   the lifestyle creep, right?
[00:24:21.580 --> 00:24:24.320]   That when you do elevate your income,
[00:24:24.320 --> 00:24:26.320]   and you now are back in the position
[00:24:26.320 --> 00:24:29.280]   of being able to super save,
[00:24:29.280 --> 00:24:31.180]   how quickly will that go away
[00:24:31.180 --> 00:24:33.680]   based on the decisions that you are going to make?
[00:24:33.680 --> 00:24:36.640]   And then factor in that life's fickle, not linear.
[00:24:36.640 --> 00:24:38.000]   You could lose a job, there's great,
[00:24:38.000 --> 00:24:40.080]   or you could find yourself moving across the country
[00:24:40.080 --> 00:24:42.640]   for a great opportunity and making even more money.
[00:24:42.640 --> 00:24:45.680]   People don't just sit in one spot.
[00:24:45.680 --> 00:24:47.680]   I, in my own career, have gone from cool,
[00:24:47.680 --> 00:24:50.840]   look, we're maxing out 401ks and savings and all this stuff.
[00:24:50.840 --> 00:24:53.780]   The 529 plans, well, the firm's got to grow again.
[00:24:53.780 --> 00:24:55.460]   We have to make investment in the business.
[00:24:55.460 --> 00:24:57.840]   And this is coming from the entrepreneurial side,
[00:24:57.840 --> 00:25:00.900]   not just the, well, I want to send my kids to campsite,
[00:25:00.900 --> 00:25:03.100]   or we really do need this vacation
[00:25:03.100 --> 00:25:05.240]   because if we don't take it,
[00:25:05.240 --> 00:25:08.260]   we are gonna burn out and become unproductive at our jobs,
[00:25:08.260 --> 00:25:09.500]   and that's a risk we're not willing.
[00:25:09.500 --> 00:25:11.380]   Whoever thought taking a nice vacation
[00:25:11.380 --> 00:25:14.060]   would actually equate to ensuring
[00:25:14.060 --> 00:25:16.060]   that you're able to consider,
[00:25:16.060 --> 00:25:18.020]   or continue growing your income.
[00:25:18.020 --> 00:25:19.140]   They're not-- - The other thing is,
[00:25:19.140 --> 00:25:20.380]   you're probably gonna have to,
[00:25:20.380 --> 00:25:21.520]   there's always trade-offs with this,
[00:25:21.520 --> 00:25:22.920]   and if your kids are going to be,
[00:25:22.920 --> 00:25:25.760]   and family is going to be your number one priority,
[00:25:25.760 --> 00:25:27.660]   or one of them, then somewhere else
[00:25:27.660 --> 00:25:29.440]   is gonna have to be cut back, right?
[00:25:29.440 --> 00:25:31.320]   It's gonna have to be fancy restaurants,
[00:25:31.320 --> 00:25:32.840]   or your trips aren't gonna have to be as nice,
[00:25:32.840 --> 00:25:35.720]   or something, so unfortunately, something has to give.
[00:25:35.720 --> 00:25:38.240]   If you're living in a high-cost of living area,
[00:25:38.240 --> 00:25:40.240]   maybe you don't have as much transportation,
[00:25:40.240 --> 00:25:42.220]   you don't have cars, or some way,
[00:25:42.220 --> 00:25:43.640]   you have to give up something, unfortunately.
[00:25:43.640 --> 00:25:45.880]   I think that's part of it is prioritizing
[00:25:45.880 --> 00:25:47.040]   and giving up on something,
[00:25:47.040 --> 00:25:48.360]   and that's your point of lifestyle creep.
[00:25:48.360 --> 00:25:51.260]   If you wanna have it all, and you look around,
[00:25:51.260 --> 00:25:52.540]   and you say, "I'm getting nowhere,"
[00:25:52.540 --> 00:25:54.260]   then something has to give there.
[00:25:54.260 --> 00:25:58.300]   - Absolutely, for folks that can't increase their top line,
[00:25:58.300 --> 00:25:59.660]   this is extraordinarily relevant.
[00:25:59.660 --> 00:26:01.900]   You definitely then need to focus on the bottom line.
[00:26:01.900 --> 00:26:05.380]   Not everyone has even the ability to go out.
[00:26:05.380 --> 00:26:07.300]   It's so cliche, at this point,
[00:26:07.300 --> 00:26:08.820]   to be like, "Go get a side hustle."
[00:26:08.820 --> 00:26:10.580]   It's like, "Yo, I'm working 70 hours a week.
[00:26:10.580 --> 00:26:11.820]   "This is what I'm gonna make."
[00:26:11.820 --> 00:26:13.500]   There's no opportunity for that.
[00:26:13.500 --> 00:26:14.780]   So Ben, to your point, yeah,
[00:26:14.780 --> 00:26:17.180]   maybe you didn't need that extra roll
[00:26:17.180 --> 00:26:18.340]   when you went out with Innards.
[00:26:18.340 --> 00:26:19.180]   Does that add up?
[00:26:19.180 --> 00:26:20.640]   Do the smaller things add up?
[00:26:20.640 --> 00:26:22.100]   Yeah, everything adds up,
[00:26:22.100 --> 00:26:24.580]   but when you don't have that ability
[00:26:24.580 --> 00:26:27.460]   to increase your top line,
[00:26:27.460 --> 00:26:29.680]   you have to get super critical about the expenses
[00:26:29.680 --> 00:26:30.520]   and all of those.
[00:26:30.520 --> 00:26:33.020]   - But I agree with you that the personal finance blind spot
[00:26:33.020 --> 00:26:34.580]   has always been making more money,
[00:26:34.580 --> 00:26:36.420]   and for a lot of people, that's the key.
[00:26:36.420 --> 00:26:37.420]   You just have to figure out a way
[00:26:37.420 --> 00:26:40.340]   to then continue saving a percentage of it
[00:26:40.340 --> 00:26:41.580]   and not just spending the whole thing.
[00:26:41.580 --> 00:26:43.060]   If and when you do get to the point,
[00:26:43.060 --> 00:26:44.100]   you do make more money.
[00:26:44.100 --> 00:26:45.220]   - I like doing a ratio here.
[00:26:45.220 --> 00:26:47.480]   I tell my clients, "Hey, cool, you got that bonus
[00:26:47.480 --> 00:26:48.800]   "or you got that raise.
[00:26:48.800 --> 00:26:50.740]   "I'm okay with you increasing lifestyle.
[00:26:50.740 --> 00:26:54.140]   "Just make it one to five of lifestyle to savings
[00:26:54.140 --> 00:26:56.060]   "or one to 10 or whatever it is."
[00:26:56.060 --> 00:26:58.420]   If you keep up that kind of mentality,
[00:26:58.420 --> 00:26:59.260]   you're gonna save more
[00:26:59.260 --> 00:27:01.820]   and you're gonna enjoy life a little bit more too
[00:27:01.820 --> 00:27:03.860]   when you spend every dollar
[00:27:03.860 --> 00:27:05.100]   that you made more on a vacation.
[00:27:05.100 --> 00:27:06.860]   Yeah, you're definitely not getting anywhere.
[00:27:06.860 --> 00:27:09.700]   - Right, all right, we got one more question.
[00:27:09.700 --> 00:27:11.700]   - Okay, up next, we have a question from Zach.
[00:27:11.700 --> 00:27:13.040]   "I work in investment banking
[00:27:13.040 --> 00:27:15.000]   "and have a comfortable comp package
[00:27:15.000 --> 00:27:16.280]   "given my current lifestyle.
[00:27:16.280 --> 00:27:18.420]   "However, I struggle with what I should do
[00:27:18.420 --> 00:27:21.460]   "as it relates to my savings, excluding 401k.
[00:27:21.460 --> 00:27:23.100]   "I'm looking to purchase my first home
[00:27:23.100 --> 00:27:24.220]   "within the next two years,
[00:27:24.220 --> 00:27:25.760]   "but I'm looking for guidance on the split
[00:27:25.760 --> 00:27:27.240]   "between a high yield savings account
[00:27:27.240 --> 00:27:28.700]   "and my brokerage account.
[00:27:28.700 --> 00:27:32.340]   "I currently have about $30,000 in the savings account
[00:27:32.340 --> 00:27:33.920]   "and the same in brokerage.
[00:27:33.920 --> 00:27:37.080]   "Should I just take 20% from each paycheck
[00:27:37.080 --> 00:27:38.700]   "and put it directly into the brokerage
[00:27:38.700 --> 00:27:40.820]   "since I have a cushion in the savings account
[00:27:40.820 --> 00:27:44.020]   "or continue to split between the savings and brokerage?"
[00:27:44.020 --> 00:27:45.460]   - So this is like a bucketing thing
[00:27:45.460 --> 00:27:46.420]   where if you think about it,
[00:27:46.420 --> 00:27:48.020]   all your money is in one bucket.
[00:27:48.020 --> 00:27:49.340]   You have all this money,
[00:27:49.340 --> 00:27:51.320]   but you have different strategies
[00:27:51.320 --> 00:27:53.220]   depending on the time horizon for it.
[00:27:53.220 --> 00:27:54.160]   So obviously, this person's saying,
[00:27:54.160 --> 00:27:56.020]   "I know the 401k, I can't touch that for decades,
[00:27:56.020 --> 00:27:58.120]   "or I won't, but I have this other money
[00:27:58.120 --> 00:28:00.900]   "where I have a goal that's coming up
[00:28:00.900 --> 00:28:02.940]   "in a fairly short period of time
[00:28:02.940 --> 00:28:04.100]   "and I wanna buy a house.
[00:28:04.100 --> 00:28:06.700]   "How do I allocate my cash savings?"
[00:28:06.700 --> 00:28:07.940]   I think this one's probably easier
[00:28:07.940 --> 00:28:08.820]   than it was a few years ago
[00:28:08.820 --> 00:28:11.080]   because we actually finally have some short-term yield.
[00:28:11.080 --> 00:28:11.920]   You can put it in.
[00:28:11.920 --> 00:28:13.600]   This is one of the questions we got more than any other
[00:28:13.600 --> 00:28:14.780]   from people for years is like,
[00:28:14.780 --> 00:28:17.280]   "I'm saving for a house or I'm saving for a wedding.
[00:28:17.280 --> 00:28:19.160]   "Where do I put it 'cause interest rates are zero?"
[00:28:19.160 --> 00:28:22.140]   Now that they're not zero anymore, it's a little easier.
[00:28:22.140 --> 00:28:23.220]   And so I don't know if they're asking
[00:28:23.220 --> 00:28:26.060]   if they should have some money in the stock market
[00:28:26.060 --> 00:28:26.900]   because they're gonna be spending it two years.
[00:28:26.900 --> 00:28:28.140]   - Yeah, that's what I used to.
[00:28:28.140 --> 00:28:31.440]   - But I think with a goal that short-term,
[00:28:31.440 --> 00:28:34.980]   the stock market is always very risky in the short-term,
[00:28:34.980 --> 00:28:37.460]   and especially for something as important as a house,
[00:28:37.460 --> 00:28:38.880]   risking it in the stock market,
[00:28:38.880 --> 00:28:40.940]   I think is almost just too big of a risk.
[00:28:40.940 --> 00:28:43.420]   I don't know what your rule of thumb is
[00:28:43.420 --> 00:28:44.260]   for something like this,
[00:28:44.260 --> 00:28:46.100]   if it's two years, three years, five years,
[00:28:46.100 --> 00:28:46.940]   something like that.
[00:28:46.940 --> 00:28:48.420]   But I think you have to have some sort of rule of thumb
[00:28:48.420 --> 00:28:51.220]   where you say the stock market in a short period of time,
[00:28:51.220 --> 00:28:52.580]   even though it goes up most of the time,
[00:28:52.580 --> 00:28:55.780]   is too risky for a goal that's this important.
[00:28:55.780 --> 00:28:57.060]   - Yeah, it'd be quite the hot take
[00:28:57.060 --> 00:28:59.620]   to go against that wisdom right there.
[00:28:59.620 --> 00:29:02.300]   And I would argue even, not only do I agree,
[00:29:02.300 --> 00:29:04.700]   but I would go back to the comment
[00:29:04.700 --> 00:29:08.300]   about when interest rates were low and you got nothing.
[00:29:08.300 --> 00:29:10.220]   I would still favor that.
[00:29:10.220 --> 00:29:13.220]   - The safety of it, right?
[00:29:13.220 --> 00:29:17.020]   - Yeah, the bottom line is there is no reward
[00:29:17.020 --> 00:29:20.780]   attractive enough in that short period of time
[00:29:20.780 --> 00:29:23.620]   to justify the risk that you would need to take
[00:29:23.620 --> 00:29:27.820]   in order, when it comes to needing that money.
[00:29:27.820 --> 00:29:30.540]   So whether interest rates were at 1%
[00:29:30.540 --> 00:29:33.860]   or you could get 5% in your money market fund,
[00:29:33.860 --> 00:29:35.160]   the goal is cash here.
[00:29:35.160 --> 00:29:38.660]   In some cases, you really do need to know yourself
[00:29:38.660 --> 00:29:39.580]   and your own risk tolerance.
