
[00:00:00.040 --> 00:00:09.500]   comentários
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.240 --> 00:19:12.240]   I've been in the area for a long time.
[00:19:12.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:19:42.260]   I've been in the area for a long time.
[00:19:42.260 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.280 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.280 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.280 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.280 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.280 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.280 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.280 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.280 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.280 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.280 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.280 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.280 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.280 --> 00:20:12.280]   I've been in the area for a long time.
[00:20:12.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:20:42.300]   I've been in the area for a long time.
[00:20:42.300 --> 00:21:12.320]   I've been in the area for a long time.
[00:21:12.320 --> 00:21:12.320]   I've been in the area for a long time.
[00:21:12.320 --> 00:21:12.320]   I've been in the area for a long time.
[00:21:12.320 --> 00:21:12.320]   I've been in the area for a long time.
[00:21:12.320 --> 00:21:12.320]   I've been in the area for a long time.
[00:21:12.320 --> 00:21:12.320]   I've been in the area for a long time.
[00:21:12.320 --> 00:21:12.320]   I've been in the area for a long time.
[00:21:12.320 --> 00:21:12.320]   I've been in the area for a long time.
[00:21:12.320 --> 00:21:12.320]   I've been in the area for a long time.
[00:21:12.320 --> 00:21:12.320]   I've been in the area for a long time.
[00:21:12.320 --> 00:21:12.320]   I've been in the area for a long time.
[00:21:12.320 --> 00:21:12.320]   I've been in the area for a long time.
[00:21:12.320 --> 00:21:12.320]   I've been in the area for a long time.
[00:21:12.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:21:42.340]   I've been in the area for a long time.
[00:21:42.340 --> 00:22:12.360]   I've been in the area for a long time.
[00:22:12.360 --> 00:22:12.360]   I've been in the area for a long time.
[00:22:12.360 --> 00:22:12.360]   I've been in the area for a long time.
[00:22:12.360 --> 00:22:12.360]   I've been in the area for a long time.
[00:22:12.360 --> 00:22:12.360]   I've been in the area for a long time.
[00:22:12.360 --> 00:22:12.360]   I've been in the area for a long time.
[00:22:12.360 --> 00:22:12.360]   I've been in the area for a long time.
[00:22:12.360 --> 00:22:12.360]   I've been in the area for a long time.
[00:22:12.360 --> 00:22:12.360]   I've been in the area for a long time.
[00:22:12.360 --> 00:22:12.360]   I've been in the area for a long time.
[00:22:12.360 --> 00:22:12.360]   I've been in the area for a long time.
[00:22:12.360 --> 00:22:12.360]   I've been in the area for a long time.
[00:22:12.360 --> 00:22:12.360]   I've been in the area for a long time.
[00:22:12.380 --> 00:22:42.380]  , I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:22:42.380]   I've been in the area for a long time.
[00:22:42.380 --> 00:23:12.400]   I've been in the area for a long time.
[00:23:12.400 --> 00:23:12.400]   I've been in the area for a long time.
[00:23:12.400 --> 00:23:12.400]   I've been in the area for a long time.
[00:23:12.400 --> 00:23:12.400]   I've been in the area for a long time.
[00:23:12.400 --> 00:23:12.400]   I've been in the area for a long time.
[00:23:12.400 --> 00:23:12.400]   I've been in the area for a long time.
[00:23:12.400 --> 00:23:12.400]   I've been in the area for a long time.
[00:23:12.400 --> 00:23:12.400]   I've been in the area for a long time.
[00:23:12.400 --> 00:23:12.400]   I've been in the area for a long time.
[00:23:12.400 --> 00:23:12.400]   I've been in the area for a long time.
[00:23:12.400 --> 00:23:12.400]   I've been in the area for a long time.
[00:23:12.400 --> 00:23:12.400]   I've been in the area for a long time.
[00:23:12.420 --> 00:23:42.420]  , I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:23:42.420]   I've been in the area for a long time.
[00:23:42.420 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.440 --> 00:24:12.440]   I've been in the area for a long time.
[00:24:12.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:24:42.460]   I've been in the area for a long time.
[00:24:42.460 --> 00:25:12.480]   in the area for a long time.
[00:25:12.480 --> 00:25:12.480]   I've been in the area for a long time.
[00:25:12.480 --> 00:25:12.480]   I've been in the area for a long time.
[00:25:12.480 --> 00:25:12.480]   I've been in the area for a long time.
[00:25:12.480 --> 00:25:12.480]   I've been in the area for a long time.
[00:25:12.480 --> 00:25:12.480]   I've been in the area for a long time.
[00:25:12.480 --> 00:25:12.480]   I've been in the area for a long time.
[00:25:12.480 --> 00:25:12.480]   I've been in the area for a long time.
[00:25:12.480 --> 00:25:12.480]   I've been in the area for a long time.
[00:25:12.480 --> 00:25:12.480]   I've been in the area for a long time.
[00:25:12.480 --> 00:25:12.480]   I've been in the area for a long time.
[00:25:12.480 --> 00:25:12.480]   I've been in the area for a long time.
[00:25:12.480 --> 00:25:12.480]   I've been in the area for a long time.
[00:25:12.480 --> 00:25:12.480]   I've been in the area for a long time.
[00:25:12.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:25:42.500]   I've been in the area for a long time.
[00:25:42.500 --> 00:26:12.520]   A little bit of time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.520 --> 00:26:12.520]   I've been in the area for a long time.
[00:26:12.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:26:42.540]   I've been in the area for a long time.
[00:26:42.540 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.560 --> 00:27:12.560]   I've been in the area for a long time.
[00:27:12.580 --> 00:27:42.580]  ,
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:27:42.580]   I've been in the area for a long time.
[00:27:42.580 --> 00:28:12.600]   I've been in the area for a long time.
[00:28:12.600 --> 00:28:12.600]   I've been in the area for a long time.
[00:28:12.600 --> 00:28:12.600]   I've been in the area for a long time.
[00:28:12.600 --> 00:28:12.600]   I've been in the area for a long time.
[00:28:12.600 --> 00:28:12.600]   I've been in the area for a long time.
[00:28:12.600 --> 00:28:12.600]   I've been in the area for a long time.
[00:28:12.600 --> 00:28:12.600]   I've been in the area for a long time.
[00:28:12.600 --> 00:28:12.600]   I've been in the area for a long time.
[00:28:12.600 --> 00:28:12.600]   I've been in the area for a long time.
[00:28:12.600 --> 00:28:12.600]   I've been in the area for a long time.
[00:28:12.600 --> 00:28:12.600]   I've been in the area for a long time.
[00:28:12.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.620 --> 00:28:42.620]   I've been in the area for a long time.
[00:28:42.640 --> 00:29:12.640]  ,
[00:29:12.640 --> 00:29:12.640]   I've been in the area for a long time.
[00:29:12.640 --> 00:29:12.640]   I've been in the area for a long time.
[00:29:12.640 --> 00:29:12.640]   I've been in the area for a long time.
[00:29:12.640 --> 00:29:12.640]   I've been in the area for a long time.
[00:29:12.640 --> 00:29:12.640]   I've been in the area for a long time.
[00:29:12.640 --> 00:29:12.640]   I've been in the area for a long time.
[00:29:12.640 --> 00:29:12.640]   I've been in the area for a long time.
[00:29:12.640 --> 00:29:12.640]   I've been in the area for a long time.
[00:29:12.640 --> 00:29:12.640]   I've been in the area for a long time.
[00:29:12.640 --> 00:29:12.640]   I've been in the area for a long time.
[00:29:12.640 --> 00:29:12.640]   I've been in the area for a long time.
[00:29:12.640 --> 00:29:12.640]   I've been in the area for a long time.
[00:29:12.640 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.660 --> 00:29:42.660]   I've been in the area for a long time.
[00:29:42.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:12.680]   I've been in the area for a long time.
[00:30:12.680 --> 00:30:42.700]   in the area for a long time.
[00:30:42.700 --> 00:30:42.700]   I've been in the area for a long time.
[00:30:42.700 --> 00:30:42.700]   I've been in the area for a long time.
[00:30:42.700 --> 00:30:42.700]   I've been in the area for a long time.
[00:30:42.700 --> 00:30:42.700]   I've been in the area for a long time.
[00:30:42.700 --> 00:30:42.700]   I've been in the area for a long time.
[00:30:42.700 --> 00:30:42.700]   I've been in the area for a long time.
[00:30:42.700 --> 00:30:42.700]   I've been in the area for a long time.
[00:30:42.700 --> 00:30:42.700]   I've been in the area for a long time.
[00:30:42.700 --> 00:30:42.700]   I've been in the area for a long time.
[00:30:42.700 --> 00:30:42.700]   I've been in the area for a long time.
[00:30:42.700 --> 00:30:42.700]   I've been in the area for a long time.
[00:30:42.700 --> 00:30:42.700]   I've been in the area for a long time.
[00:30:42.700 --> 00:30:42.700]   I've been in the area for a long time.
[00:30:42.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:12.720]   I've been in the area for a long time.
[00:31:12.720 --> 00:31:42.740]   I've been in the area for a long time.
[00:31:42.740 --> 00:31:42.740]   I've been in the area for a long time.
[00:31:42.740 --> 00:31:42.740]   I've been in the area for a long time.
[00:31:42.740 --> 00:31:42.740]   I've been in the area for a long time.
[00:31:42.740 --> 00:31:42.740]   I've been in the area for a long time.
[00:31:42.740 --> 00:31:42.740]   I've been in the area for a long time.
[00:31:42.740 --> 00:31:42.740]   I've been in the area for a long time.
[00:31:42.740 --> 00:31:42.740]   I've been in the area for a long time.
[00:31:42.740 --> 00:31:42.740]   I've been in the area for a long time.
[00:31:42.740 --> 00:31:42.740]   I've been in the area for a long time.
[00:31:42.740 --> 00:31:42.740]   I've been in the area for a long time.
[00:31:42.740 --> 00:31:42.740]   I've been in the area for a long time.
[00:31:42.740 --> 00:31:42.740]   I've been in the area for a long time.
[00:31:42.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:12.760]   I've been in the area for a long time.
[00:32:12.760 --> 00:32:42.780]   I've been in the area for a long time.
[00:32:42.780 --> 00:32:42.780]   I've been in the area for a long time.
[00:32:42.780 --> 00:32:42.780]   I've been in the area for a long time.
[00:32:42.780 --> 00:32:42.780]   I've been in the area for a long time.
[00:32:42.780 --> 00:32:42.780]   I've been in the area for a long time.
[00:32:42.780 --> 00:32:42.780]   I've been in the area for a long time.
[00:32:42.780 --> 00:32:42.780]   I've been in the area for a long time.
[00:32:42.780 --> 00:32:42.780]   I've been in the area for a long time.
[00:32:42.780 --> 00:32:42.780]   I've been in the area for a long time.
[00:32:42.780 --> 00:32:42.780]   I've been in the area for a long time.
[00:32:42.780 --> 00:32:42.780]   I've been in the area for a long time.
[00:32:42.780 --> 00:32:42.780]   I've been in the area for a long time.
[00:32:42.780 --> 00:32:42.780]   I've been in the area for a long time.
[00:32:42.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:12.800]   I've been in the area for a long time.
[00:33:12.800 --> 00:33:42.820]   I've been in the area for a long time.
[00:33:42.820 --> 00:33:42.820]   I've been in the area for a long time.
[00:33:42.820 --> 00:33:42.820]   I've been in the area for a long time.
[00:33:42.820 --> 00:33:42.820]   I've been in the area for a long time.
