
[00:00:00.000 --> 00:00:03.240]   (upbeat hip hop music)
[00:19:19.680 --> 00:19:23.520]   One, my experience and other girls' experiences
[00:19:23.520 --> 00:19:25.280]   may be different.
[00:19:25.280 --> 00:19:27.240]   Like I know people, girls,
[00:19:27.240 --> 00:19:31.700]   who supposedly really like doing it.
[00:19:31.700 --> 00:19:34.100]   And like, that's fine for them to like doing it.
[00:19:34.100 --> 00:19:38.320]   The difference between me and those girls that I've noticed
[00:19:38.320 --> 00:19:41.260]   is that before I did porn, I was only with one guy.
[00:19:41.260 --> 00:19:44.240]   Like I didn't hook up with people.
[00:19:44.240 --> 00:19:46.640]   I still like have to be in love with someone
[00:19:46.640 --> 00:19:49.600]   to want to like be physical with them.
[00:19:49.600 --> 00:19:52.360]   And the other girls before they did porn,
[00:19:52.360 --> 00:19:54.640]   the ones who like tend to like it more,
[00:19:54.640 --> 00:19:58.640]   it's because they're already doing like gang bangs
[00:19:58.640 --> 00:19:59.800]   in their personal life
[00:19:59.800 --> 00:20:04.520]   or like being very sexually active already.
[00:20:04.520 --> 00:20:07.560]   And so it like makes more sense to them.
[00:20:07.560 --> 00:20:08.840]   - They were like already fucked.
[00:20:08.840 --> 00:20:11.700]   - Yeah, they were already doing it.
[00:20:11.700 --> 00:20:13.660]   And so they're like, why not make money off of it?
[00:20:13.660 --> 00:20:16.260]   And it's something that they enjoy supposedly.
[00:20:16.260 --> 00:20:21.260]   I mean, I'm sure like some of them have had like days
[00:20:21.260 --> 00:20:24.580]   on set that didn't go well.
[00:20:24.580 --> 00:20:26.780]   - Yeah, yeah, yeah, yeah.
[00:20:26.780 --> 00:20:29.420]   Do you feel like, so then what do you think contributes
[00:20:29.420 --> 00:20:33.300]   to the girls who end up in that industry
[00:20:33.300 --> 00:20:36.360]   doing so many drugs or the suicide rates?
[00:20:36.360 --> 00:20:38.420]   Why do you feel like that is so high then?
[00:20:38.420 --> 00:20:40.280]   Do you just feel like there's a lot of girls
[00:20:40.280 --> 00:20:43.300]   that do feel like you or do you just feel like,
[00:20:43.300 --> 00:20:45.980]   yeah, what do you think happens?
[00:20:45.980 --> 00:20:48.940]   - Kind of going back to like what happened
[00:20:48.940 --> 00:20:50.340]   with my friend last night.
[00:20:50.340 --> 00:20:55.580]   She didn't want to be doing it,
[00:20:55.580 --> 00:20:57.260]   but she felt like she needed money.
[00:20:57.260 --> 00:21:01.980]   And so like the piece of advice that I gave her was just,
[00:21:01.980 --> 00:21:04.020]   if there's a piece of yourself
[00:21:04.020 --> 00:21:06.000]   that you don't feel like you can give,
[00:21:06.000 --> 00:21:07.440]   don't give it for anything
[00:21:07.440 --> 00:21:09.860]   because that's gonna end up like fucking you up
[00:21:09.860 --> 00:21:11.580]   so bad in the long run.
[00:21:11.580 --> 00:21:14.140]   Like, I know because I gave way too much of myself
[00:21:14.140 --> 00:21:16.740]   that I didn't want to.
[00:21:16.740 --> 00:21:21.740]   And like no money is worth doing that really.
[00:21:21.740 --> 00:21:26.720]   And I imagine like the girls wanting to kill themselves
[00:21:26.720 --> 00:21:30.440]   or like taking drugs, like even just to deal with it,
[00:21:30.440 --> 00:21:32.240]   like to do the scenes maybe
[00:21:32.240 --> 00:21:33.500]   if they don't wanna be doing it
[00:21:33.500 --> 00:21:35.620]   so they can like disassociate
[00:21:35.620 --> 00:21:37.440]   'cause they just need to like make money
[00:21:37.440 --> 00:21:39.860]   to sustain themselves at that point.
[00:21:39.860 --> 00:21:41.700]   And also like if your body,
[00:21:41.700 --> 00:21:45.820]   it's just not natural for people, I think,
[00:21:45.820 --> 00:21:50.300]   to be having sex with people that they don't know
[00:21:50.300 --> 00:21:52.400]   and that they're not attracted to.
[00:21:52.400 --> 00:21:56.240]   And also like, even if you do like doing sex work,
[00:21:56.240 --> 00:21:59.460]   there might be a day where you don't like having sex
[00:21:59.460 --> 00:22:01.300]   or you don't wanna be sexual
[00:22:01.300 --> 00:22:03.280]   and you still have to do it anyway.
[00:22:03.280 --> 00:22:08.280]   So it's a bit traumatizing to share your body in that way
[00:22:08.280 --> 00:22:10.480]   'cause it's such an intimate thing.
[00:22:10.480 --> 00:22:11.320]   - Right.
[00:22:11.320 --> 00:22:14.560]   - And it's just not natural to be doing--
[00:22:14.560 --> 00:22:15.780]   - No, 100% agree.
[00:22:15.780 --> 00:22:18.500]   - That stuff's like, imagine like you just meet someone
[00:22:18.500 --> 00:22:21.020]   in the lobby and like you're not attracted to them at all.
[00:22:21.020 --> 00:22:23.060]   And it's like, okay, now you have to,
[00:22:23.060 --> 00:22:25.020]   you have to fuck them and pretend that you like it.
[00:22:25.020 --> 00:22:26.880]   - Right, no, that's definitely--
[00:22:26.880 --> 00:22:28.340]   - It's awful.
[00:22:28.340 --> 00:22:30.740]   - It's crazy, no, this is definitely crazy to think about.
[00:22:30.740 --> 00:22:33.440]   It's definitely, I mean, I think it's something
[00:22:33.440 --> 00:22:35.040]   obviously more intimate.
[00:22:35.040 --> 00:22:38.600]   But I think, you know, I'm sure guys in the industry,
[00:22:38.600 --> 00:22:41.000]   they don't, they probably don't process stuff
[00:22:41.000 --> 00:22:42.200]   the way females do.
[00:22:42.200 --> 00:22:45.400]   Like they're in their, living their best life, probably.
[00:22:45.400 --> 00:22:46.920]   - That's, so some of them,
[00:22:46.920 --> 00:22:48.920]   so like maybe when they first got into it,
[00:22:48.920 --> 00:22:51.360]   but a lot of them do have problems too.
[00:22:51.360 --> 00:22:54.560]   Like there's like these injections
[00:22:54.560 --> 00:22:56.360]   that guys have to do before the scenes.
[00:22:56.360 --> 00:22:58.400]   Like they can't even get hard anymore.
[00:22:58.400 --> 00:23:00.020]   - Right, yeah, I didn't hear about that.
[00:23:00.020 --> 00:23:01.800]   - Yeah, so they have to like shoot up their dick
[00:23:01.800 --> 00:23:05.720]   with some sort of stimulant, I don't know what it is.
[00:23:05.720 --> 00:23:09.240]   Or I did date one guy when I was in the porn industry
[00:23:09.240 --> 00:23:12.560]   who was like a director and he performed in his own scenes.
[00:23:12.560 --> 00:23:15.880]   And they get, which I've seen this with like celebrity men
[00:23:15.880 --> 00:23:18.800]   too that have hooked up with a lot of girls.
[00:23:18.800 --> 00:23:22.680]   They get so like numb to just regular sex
[00:23:22.680 --> 00:23:27.600]   or just women that they end up having like these
[00:23:27.600 --> 00:23:31.620]   like really intense fetishes 'cause they can't like get off
[00:23:31.620 --> 00:23:33.020]   to normal things anymore.
[00:23:33.020 --> 00:23:35.620]   Like I've met guys who liked being peed on,
[00:23:35.620 --> 00:23:39.380]   who buy cookies with poop in them off the internet
[00:23:39.380 --> 00:23:41.340]   and watch those pooping.
[00:23:41.340 --> 00:23:42.820]   - Honestly I know what you're talking about
[00:23:42.820 --> 00:23:45.700]   because I, even in the NBA, like you talk about,
[00:23:45.700 --> 00:23:47.900]   and this is why I think like porn is dangerous,
[00:23:47.900 --> 00:23:49.620]   but also hooking up with too many people
[00:23:49.620 --> 00:23:53.740]   and because you get desensitized to the normal thing.
[00:23:53.740 --> 00:23:54.780]   And this happens in the NBA.
[00:23:54.780 --> 00:23:57.580]   Like I hear wild stories about some of these dudes,
[00:23:57.580 --> 00:23:58.420]   but like you said.
[00:23:58.420 --> 00:23:59.260]   - Oh, trust me.
[00:23:59.260 --> 00:24:01.180]   (laughing)
[00:24:01.180 --> 00:24:06.020]   - Other celebrities too that their fetishes get so crazy.
[00:24:06.020 --> 00:24:09.780]   You know, they might be a straight man,
[00:24:09.780 --> 00:24:12.820]   but they've done so much stuff with so many pretty girls
[00:24:12.820 --> 00:24:14.340]   and they have so much access to pretty girls
[00:24:14.340 --> 00:24:17.380]   that you know, now they're over here messing with trannies
[00:24:17.380 --> 00:24:18.220]   or now they're over here--
[00:24:18.220 --> 00:24:19.220]   - Or a man.
[00:24:19.220 --> 00:24:20.740]   - Or now they're over here messing with dudes.
[00:24:20.740 --> 00:24:23.900]   And it's like, it's crazy to think about.
[00:24:23.900 --> 00:24:26.300]   And I think, obviously I think the porn industry
[00:24:26.300 --> 00:24:29.420]   has a part to play in that because you watch a,
[00:24:29.420 --> 00:24:31.620]   you know, when you first get introduced to it,
[00:24:31.620 --> 00:24:34.180]   just seeing a girl naked might be enough for you,
[00:24:34.180 --> 00:24:36.340]   but then you keep watching it
[00:24:36.340 --> 00:24:38.780]   and now you're looking at the craziest things
[00:24:38.780 --> 00:24:42.660]   and now normal sex in real life doesn't do it for you.
[00:24:42.660 --> 00:24:45.300]   - Definitely, and also how old were you
[00:24:45.300 --> 00:24:47.100]   the first time that you saw porn?
[00:24:47.100 --> 00:24:49.700]   - Man, my mom caught me too.
[00:24:49.700 --> 00:24:50.660]   (laughing)
[00:24:50.660 --> 00:24:52.360]   But I really didn't want, I just looked up,
[00:24:52.360 --> 00:24:56.200]   like I think I probably was in like, I don't know,
[00:24:56.200 --> 00:25:00.220]   maybe when I was like 11 or 12, maybe 13.
[00:25:00.220 --> 00:25:01.820]   - So young, so you haven't--
[00:25:01.820 --> 00:25:03.300]   - And I just looked up like naked girls
[00:25:03.300 --> 00:25:04.140]   or something like that.
[00:25:04.140 --> 00:25:05.620]   - Yeah, like you like Google boobs or something.
[00:25:05.620 --> 00:25:06.460]   (laughing)
[00:25:06.460 --> 00:25:08.140]   - I was like, all I saw was a naked girl.
[00:25:08.140 --> 00:25:12.620]   I was like, but then like, yeah, so I understand like--
[00:25:12.620 --> 00:25:14.220]   - But imagine like being young
[00:25:14.220 --> 00:25:17.460]   and having no sexual experience yourself
[00:25:17.460 --> 00:25:20.500]   and then you watch like a porn scene for the first time
[00:25:20.500 --> 00:25:23.040]   and then you think that's what sex is,
[00:25:23.040 --> 00:25:25.000]   like this like wild performance.
[00:25:25.000 --> 00:25:27.320]   Like I think one of the first sex scenes I saw
[00:25:27.320 --> 00:25:31.120]   was like Sasha Gray and like she was like wild,
[00:25:31.120 --> 00:25:36.120]   like licking toilet seats, doing like double anal gang bangs
[00:25:36.120 --> 00:25:41.000]   and so this is what I saw and like I thought
[00:25:41.000 --> 00:25:44.240]   when I like first hooked up with my husband,
[00:25:44.240 --> 00:25:47.260]   which is the only person I slept with before porn,
[00:25:47.260 --> 00:25:50.440]   I thought that like how you suck a dick
[00:25:50.440 --> 00:25:52.160]   was like what I saw on camera,
[00:25:52.160 --> 00:25:54.080]   which is like, oh, you have to like deep throat it,
[00:25:54.080 --> 00:25:57.840]   like everything that I thought about sex was what I watched,
[00:25:57.840 --> 00:25:59.440]   which now I've learned like
[00:25:59.440 --> 00:26:01.840]   that's not even what I like at all.
[00:26:01.840 --> 00:26:04.080]   - Hold on, so you was married before you went into porn?
[00:26:04.080 --> 00:26:04.920]   - Yeah.
[00:26:04.920 --> 00:26:05.840]   - So you were married at like what, like 17?
[00:26:05.840 --> 00:26:06.920]   - At 18.
[00:26:06.920 --> 00:26:07.760]   - Oh, wow.
[00:26:07.760 --> 00:26:10.020]   - I met him a week before I turned 18.
[00:26:10.020 --> 00:26:11.440]   - Gotcha, that's crazy.
[00:26:11.440 --> 00:26:14.840]   But now I feel you messes up kind of your perception
[00:26:14.840 --> 00:26:16.240]   of what it's supposed to be
[00:26:16.240 --> 00:26:18.240]   and even I think these dudes nowadays,
[00:26:18.240 --> 00:26:21.200]   I mean, obviously some girls are into some crazy things,
[00:26:21.200 --> 00:26:23.680]   but these dudes that are always watching porn,
[00:26:23.680 --> 00:26:26.880]   they think that this is always what a girl wants
[00:26:26.880 --> 00:26:28.760]   and now they're going to these girls
[00:26:28.760 --> 00:26:32.960]   and not knowing really what they actually enjoy
[00:26:32.960 --> 00:26:35.160]   and like I said, some of these girls are out here
[00:26:35.160 --> 00:26:37.040]   and they're freaks, so they like all this stuff,
[00:26:37.040 --> 00:26:38.400]   but not all of them, you know what I mean?
[00:26:38.400 --> 00:26:42.200]   So I think it's really detrimental to young men
[00:26:42.200 --> 00:26:44.520]   and then if they go and they got a girl
[00:26:44.520 --> 00:26:46.120]   and the girl doesn't wanna do this,
[00:26:46.120 --> 00:26:48.760]   now they can't even really get off to him.
[00:26:48.760 --> 00:26:51.480]   Like I know some dudes that would rather watch porn
[00:26:51.480 --> 00:26:52.600]   than hook up with their girlfriend
[00:26:52.600 --> 00:26:54.400]   because their girlfriend may not do all the things
[00:26:54.400 --> 00:26:55.960]   that they're seeing on the screen.
[00:26:55.960 --> 00:26:56.800]   I feel like that is--
[00:26:56.800 --> 00:26:57.620]   - That's actually wild.
[00:26:57.620 --> 00:26:59.080]   - That is super unhealthy.
[00:26:59.080 --> 00:27:01.200]   - Yeah, no, that's, also I didn't know
[00:27:01.200 --> 00:27:03.160]   how I would feel about that as a girlfriend.
[00:27:03.160 --> 00:27:04.880]   - Yeah, do you think that's considered,
[00:27:04.880 --> 00:27:05.920]   'cause I know a lot of dudes, you know,
[00:27:05.920 --> 00:27:08.560]   they might have a wife that's ready in the bedroom,
[00:27:08.560 --> 00:27:11.160]   but like she's not doing the things that you see on camera,
[00:27:11.160 --> 00:27:14.120]   so they're going to sneak in the bathroom and watching porn.
[00:27:14.120 --> 00:27:17.220]   As a woman, do you feel like that would be considered
[00:27:17.220 --> 00:27:19.400]   cheating if you were married to a dude?
[00:27:19.400 --> 00:27:24.000]   - I personally feel it might also be a BPD thing,
[00:27:24.000 --> 00:27:26.560]   like 'cause you're very sensitive to rejection,
[00:27:26.560 --> 00:27:29.840]   but I do get very upset if I have a partner
[00:27:29.840 --> 00:27:32.800]   and for whatever reason they don't wanna,
[00:27:32.800 --> 00:27:37.800]   they reject me for sex, it makes me spiral.
[00:27:37.800 --> 00:27:44.080]   So I can only imagine if you're a significant other,
[00:27:44.320 --> 00:27:46.240]   doesn't wanna like fuck you,
[00:27:46.240 --> 00:27:48.840]   and they're more interested in seeing something else,
[00:27:48.840 --> 00:27:50.600]   yeah, it would be extremely hurt.
[00:27:50.600 --> 00:27:53.720]   - Yeah, and I feel like that happens so much nowadays.
[00:27:53.720 --> 00:27:55.960]   - And like rejected and feeling probably
[00:27:55.960 --> 00:27:57.800]   just like shit about yourself.
[00:27:57.800 --> 00:28:00.520]   - Yeah, that makes sense.
[00:28:00.520 --> 00:28:03.360]   But outside, so like now you obviously
[00:28:03.360 --> 00:28:05.600]   have kind of turned your life around
[00:28:05.600 --> 00:28:07.800]   and you're not doing that anymore.
[00:28:07.800 --> 00:28:10.800]   Did it take you a while?
[00:28:10.800 --> 00:28:14.520]   I know you talk about how it's super frustrating for you
[00:28:14.520 --> 00:28:16.600]   anywhere you walk, anywhere you go,
[00:28:16.600 --> 00:28:20.360]   people look at you and they see a porn star
[00:28:20.360 --> 00:28:22.860]   and you've been out of that for so many years now.
[00:28:22.860 --> 00:28:23.700]   - Yeah.
[00:28:23.700 --> 00:28:26.680]   - How do you deal with that?
[00:28:26.680 --> 00:28:29.560]   And did it take you a while to not be triggered by that?
[00:28:29.560 --> 00:28:32.720]   I know it's probably super frustrating.
[00:28:32.720 --> 00:28:35.840]   You're doing your thing outside of that industry now,
[00:28:35.840 --> 00:28:38.160]   but how has that gone for you?
[00:28:38.160 --> 00:28:40.800]   - I used to care a lot more than I do.
[00:28:40.800 --> 00:28:43.780]   Like when I started my podcast with Olivia and Alexa,
[00:28:43.780 --> 00:28:51.720]   I kind of did it in a way to like make myself,
[00:28:51.720 --> 00:28:55.720]   like I wanted to use it in a way to like show people
[00:28:55.720 --> 00:28:59.800]   how I actually was or like really like focused
[00:28:59.800 --> 00:29:03.080]   on like speaking well to sort of beat the stereotype
[00:29:03.080 --> 00:29:05.000]   of like being a dumb porn star.
[00:29:05.000 --> 00:29:07.680]   Like I used to really, really care what people think
[00:29:07.680 --> 00:29:10.760]   and like trying to prove that I wasn't this stereotype.
[00:29:10.760 --> 00:29:15.320]   And then after, when I got pregnant,
[00:29:15.320 --> 00:29:19.520]   like the bullying online got so bad with it
[00:29:19.520 --> 00:29:23.960]   that I just became like tuned out to it
[00:29:23.960 --> 00:29:25.720]   and I don't give a fuck anymore.
[00:29:25.720 --> 00:29:26.920]   Like I don't give a shit.
[00:29:26.920 --> 00:29:28.920]   - I mean, nah, I mean, a lot of athletes
[00:29:28.920 --> 00:29:29.760]   have to go through that too.
[00:29:29.760 --> 00:29:30.600]   So I feel you.
[00:29:30.600 --> 00:29:34.200]   - Oh, you guys get hella bullied, bullied so bad.
[00:29:34.200 --> 00:29:35.040]   Like the worst.
[00:29:35.040 --> 00:29:37.320]   - People talk crazy to us.
[00:29:37.320 --> 00:29:39.640]   And so I know how that feels.
[00:29:39.640 --> 00:29:41.440]   And you really eventually reach a point where it's like,
[00:29:41.440 --> 00:29:43.080]   man, I don't care what these people are talking about.
[00:29:43.080 --> 00:29:44.120]   - No, you can't.
[00:29:44.120 --> 00:29:45.520]   - They have no relevance in my life.
[00:29:45.520 --> 00:29:47.960]   Why are they so concerned what I'm doing?
[00:29:47.960 --> 00:29:51.420]   - And also once you start to like truly know who you are
[00:29:51.420 --> 00:29:54.640]   and like your morals and values,
[00:29:54.640 --> 00:29:57.460]   how can they tell you who you are if you know?
[00:29:57.460 --> 00:30:01.960]   - How has the, you know, being a mother now,
[00:30:01.960 --> 00:30:03.800]   and we talked about this before the podcast,
[00:30:03.800 --> 00:30:07.120]   everybody says there's speculations who the baby daddy is.
[00:30:07.120 --> 00:30:09.240]   And, you know, like.
[00:30:09.240 --> 00:30:12.080]   - Yeah, people are gonna say you're the baby daddy now.
[00:30:12.080 --> 00:30:14.760]   They're gonna like put side by side pictures.
[00:30:14.760 --> 00:30:16.800]   - I know, but like when we were in the playoffs,
[00:30:16.800 --> 00:30:18.360]   obviously like my teammate, Bruce,
[00:30:18.360 --> 00:30:20.080]   who that's who I met you through,
[00:30:20.080 --> 00:30:22.780]   we were all, we're kicking it somewhere out here in LA.
[00:30:22.780 --> 00:30:26.080]   But, you know, like during the playoff we would clap,
[00:30:26.080 --> 00:30:29.040]   we were just like, bro, your picture, is this your baby?
[00:30:29.040 --> 00:30:31.680]   You know what I mean?
[00:30:31.680 --> 00:30:33.080]   But obviously you probably, I mean,
[00:30:33.080 --> 00:30:36.000]   you're keeping that like on the low for a reason.
[00:30:36.840 --> 00:30:39.960]   But how has being a mother kind of changed your life
[00:30:39.960 --> 00:30:41.000]   and changed your perspective?
[00:30:41.000 --> 00:30:43.780]   Do you feel like, has it helped you?
[00:30:43.780 --> 00:30:48.380]   - It's kind of like you win some and you lose some,
[00:30:48.380 --> 00:30:53.040]   you know, my pregnancy caused a lot of like health issues
[00:30:53.040 --> 00:30:55.480]   that I finally like have gotten under control
[00:30:55.480 --> 00:30:59.080]   and like sort of those also diminished my mental health.
[00:30:59.080 --> 00:31:02.160]   Like probably for the past two years until recently,
[00:31:02.160 --> 00:31:05.500]   I was in like the worst mental health state
[00:31:05.500 --> 00:31:06.720]   that I'd ever been in.
[00:31:06.720 --> 00:31:11.560]   However, because I grew up in a house with a sister
[00:31:11.560 --> 00:31:12.880]   who was extremely mentally ill
[00:31:12.880 --> 00:31:16.080]   and it was like very toxic for me,
[00:31:16.080 --> 00:31:18.360]   no matter what, I always make sure
[00:31:18.360 --> 00:31:20.520]   to never let my son see that.
[00:31:20.520 --> 00:31:23.480]   And to always make sure that whether I'm depressed
[00:31:23.480 --> 00:31:26.740]   and stuck in bed, that he has the best nanny
[00:31:26.740 --> 00:31:28.540]   taking him to go and do activities
[00:31:28.540 --> 00:31:30.200]   if I can't do that with him,
[00:31:30.200 --> 00:31:31.880]   or taking him out to dinner.
[00:31:31.880 --> 00:31:34.080]   Because I, like, I don't want the things
[00:31:34.080 --> 00:31:36.120]   that I go through to affect him.
[00:31:36.120 --> 00:31:37.960]   And I really don't think that they do
[00:31:37.960 --> 00:31:40.120]   'cause I'm super careful about it.
[00:31:40.120 --> 00:31:44.880]   But, sorry, what was the original question?
[00:31:44.880 --> 00:31:46.480]   - No, I was just curious how just being a mother,
[00:31:46.480 --> 00:31:50.200]   like, has this changed your life or perspective?
[00:31:50.200 --> 00:31:52.560]   - Well, recently, so I started taking medication,
[00:31:52.560 --> 00:31:57.260]   like going to therapy and the relationship that I have
[00:31:57.260 --> 00:32:00.680]   with being a mother is just so great now.
[00:32:00.680 --> 00:32:02.320]   Like, I really look at him and I'm like,
[00:32:02.320 --> 00:32:05.000]   oh my God, I'm like so lucky to have you.
[00:32:05.000 --> 00:32:05.840]   - Yeah.
[00:32:05.840 --> 00:32:07.400]   - Like, just really, really enjoying it.
[00:32:07.400 --> 00:32:10.640]   Actually, recently, 'cause he usually goes to school,
[00:32:10.640 --> 00:32:11.920]   and like, I haven't even been wanting
[00:32:11.920 --> 00:32:13.360]   to send him to school lately,
[00:32:13.360 --> 00:32:16.560]   'cause I'm like, I need to spend all the time with you.
[00:32:16.560 --> 00:32:19.640]   - Is the dad, like, around for real?
[00:32:19.640 --> 00:32:21.960]   Or like, is it just you or how's that going?
[00:32:21.960 --> 00:32:25.080]   - Just me, he's only met his dad one time.
[00:32:25.080 --> 00:32:32.120]   And after that, like, the dad wasn't super nice to me.
[00:32:32.160 --> 00:32:35.600]   He wasn't nice about it, so I was just like,
[00:32:35.600 --> 00:32:38.040]   I'm not trying this with you anymore.
[00:32:38.040 --> 00:32:41.000]   - Was he more mad about the fact that you had the kid?
[00:32:41.000 --> 00:32:43.720]   Or like, did he not want you to have the kid?
[00:32:43.720 --> 00:32:46.320]   Or why would, I can't imagine,
[00:32:46.320 --> 00:32:50.080]   even if it was like a girl who I messed up with
[00:32:50.080 --> 00:32:52.440]   and I don't want nothing to do with her.
[00:32:52.440 --> 00:32:54.600]   If I had a kid with that woman,
[00:32:54.600 --> 00:32:55.640]   I don't care how much I don't like her,
[00:32:55.640 --> 00:32:57.280]   I'm still trying to spend time with my kid.
[00:32:57.280 --> 00:32:59.200]   - Also, like, it wasn't a one-time thing.
[00:32:59.200 --> 00:33:02.440]   Like, he told me that he loved me.
[00:33:02.440 --> 00:33:06.760]   Like, and then there's like other things
[00:33:06.760 --> 00:33:08.560]   that like, we had quit talking
[00:33:08.560 --> 00:33:10.760]   before I even found out that I was pregnant.
[00:33:10.760 --> 00:33:14.160]   And like, he might've even had a girlfriend
[00:33:14.160 --> 00:33:17.380]   that I didn't know about, which might be like part of it.
[00:33:17.380 --> 00:33:22.440]   And so it always was just like,
[00:33:22.440 --> 00:33:25.240]   I actually wrote like a poem about this on my Tumblr.
[00:33:27.760 --> 00:33:30.800]   He never asked me to get an abortion or anything like that.
[00:33:30.800 --> 00:33:32.920]   But constantly throughout my pregnancy,
[00:33:32.920 --> 00:33:35.040]   I had never seen him since like the night
[00:33:35.040 --> 00:33:37.040]   that we conceived our son.
[00:33:37.040 --> 00:33:38.680]   I actually saw him last week
[00:33:38.680 --> 00:33:40.480]   for the first time in three years.
[00:33:40.480 --> 00:33:42.780]   But he would call me during my pregnancy,
[00:33:42.780 --> 00:33:46.040]   like every few months and be like,
[00:33:46.040 --> 00:33:49.120]   "Hey, like, I'm worried that you're gonna like,
[00:33:49.120 --> 00:33:50.800]   people are gonna find out this or that.
[00:33:50.800 --> 00:33:52.280]   Like, can you please like do this?"
[00:33:52.280 --> 00:33:53.880]   Like expecting me to protect him.
[00:33:53.880 --> 00:33:57.000]   And I did for so long, just like out of love.
[00:33:57.000 --> 00:33:59.320]   Like, everyone's like, "Oh, he paid her money
[00:33:59.320 --> 00:34:00.760]   or she has an NDA."
[00:34:00.760 --> 00:34:01.880]   Like, no, I don't.
[00:34:01.880 --> 00:34:04.120]   Like, that's the father of my child.
[00:34:04.120 --> 00:34:07.440]   Like, I'm not trying to do anything bad to him.
[00:34:07.440 --> 00:34:09.440]   Like, my son looks just like him.
[00:34:09.440 --> 00:34:11.080]   So like, no matter what happens,
[00:34:11.080 --> 00:34:13.960]   I automatically will always have so much love for him
[00:34:13.960 --> 00:34:15.640]   because he's like part of my son.
[00:34:15.640 --> 00:34:18.240]   - Right, I think that's honestly like,
[00:34:18.240 --> 00:34:20.600]   that's every dude who gets a girl pregnant's dream
[00:34:20.600 --> 00:34:23.480]   is you could just tell her like, "Yo, can you..."
[00:34:23.480 --> 00:34:25.200]   - You just take care of it yourself?
[00:34:25.200 --> 00:34:26.280]   - Well, no, not even that.
[00:34:26.280 --> 00:34:28.160]   It's more the fact that you,
[00:34:28.160 --> 00:34:30.240]   I think it's crazy how you,
[00:34:30.240 --> 00:34:31.520]   I mean, a lot of dudes would pay the girl
[00:34:31.520 --> 00:34:34.760]   not to say who it was
[00:34:34.760 --> 00:34:37.000]   or just pay the girl to take care of the baby.
[00:34:37.000 --> 00:34:39.040]   But like, you just didn't even,
[00:34:39.040 --> 00:34:42.440]   you never have really come out and criticized the father
[00:34:42.440 --> 00:34:44.280]   or talked down about the father.
[00:34:44.280 --> 00:34:46.400]   You've just, you know, been a mother.
[00:34:46.400 --> 00:34:48.880]   - I mean, I've made some jokes online about it,
[00:34:48.880 --> 00:34:51.360]   but he's gotten mad about.
[00:34:51.360 --> 00:34:52.440]   No, nothing crazy.
[00:34:52.440 --> 00:34:55.800]   Like, I've made like jokes, like in passing,
[00:34:55.800 --> 00:34:57.840]   like, "Don't have kids with NBA players."
[00:34:57.840 --> 00:35:01.200]   Or like, one time I was like shooting a hoop
[00:35:01.200 --> 00:35:03.960]   and I was like, "Well, I did have NBA DNA in me
[00:35:03.960 --> 00:35:05.440]   "for 10 months."
[00:35:05.440 --> 00:35:06.560]   - Yeah, you got a chip.
[00:35:06.560 --> 00:35:07.400]   - I got a call after that.
[00:35:07.400 --> 00:35:08.960]   I did not like those jokes.
[00:35:08.960 --> 00:35:10.560]   - Really?
[00:35:10.560 --> 00:35:12.760]   Man, no, that's crazy.
[00:35:12.760 --> 00:35:15.440]   My, one of my last questions for you is,
[00:35:15.440 --> 00:35:18.440]   like, you talk about how it's been a process
[00:35:18.440 --> 00:35:19.880]   to kind of find an identity,
[00:35:19.880 --> 00:35:22.720]   like outside of the industry and whatever.
[00:35:22.720 --> 00:35:24.240]   And your real name's actually not Lana.
[00:35:24.240 --> 00:35:25.640]   It's Amara, correct?
[00:35:25.640 --> 00:35:26.480]   - Amara.
[00:35:26.480 --> 00:35:29.880]   - So if you kind of like, have you ever considered
[00:35:29.880 --> 00:35:34.360]   just going and leaving the Lana Rhodes, like behind
[00:35:34.360 --> 00:35:37.520]   and going by your real name and like,
[00:35:37.520 --> 00:35:39.160]   or is, I just wondered, like,
[00:35:39.160 --> 00:35:40.560]   I thought your real name was Lana.
[00:35:40.560 --> 00:35:41.400]   And then I was doing some.
[00:35:41.400 --> 00:35:43.640]   - Yeah, sometimes I think my real name is Lana.
[00:35:43.640 --> 00:35:45.480]   - Yeah, I was doing some research before this podcast
[00:35:45.480 --> 00:35:47.120]   and it was like Amara Maple.
[00:35:47.120 --> 00:35:47.960]   And I was like, "Huh."
[00:35:47.960 --> 00:35:50.400]   - All my friends call me Lana.
[00:35:50.400 --> 00:35:51.240]   - Really?
[00:35:51.240 --> 00:35:52.080]   - Yeah.
[00:35:52.080 --> 00:35:54.040]   - So you just, that's just, that's just the name?
[00:35:54.040 --> 00:35:57.000]   - It might be like going back to like the BPD thing.
[00:35:57.000 --> 00:35:59.640]   Like you really don't have like a sense of identity.
[00:35:59.640 --> 00:36:03.080]   So I've never really resonated with like having a name.
[00:36:03.080 --> 00:36:06.880]   Like even when I was a dancer, I had Farrah as my name.
[00:36:06.880 --> 00:36:08.240]   And all my friends called me that,
[00:36:08.240 --> 00:36:09.600]   that I knew from the club.
[00:36:09.600 --> 00:36:14.040]   Or Amara, which is what my family calls me.
[00:36:14.040 --> 00:36:15.920]   I think like when I have boyfriends,
[00:36:15.920 --> 00:36:17.400]   like sometimes we like switch on and off
[00:36:17.400 --> 00:36:19.240]   from using Amara or Lana.
[00:36:19.240 --> 00:36:22.280]   But I just, I really don't notice.
