
[00:00:00.000 --> 00:00:03.600]   [AUDIO OUT]
[00:28:52.440 --> 00:28:54.160]   like just a random--
[00:28:54.160 --> 00:28:56.880]   and then people screenshot that and post--
[00:28:56.880 --> 00:28:58.040]   Yeah, I hate that.
[00:28:58.040 --> 00:29:01.240]   So I think-- now I think for his odd account,
[00:29:01.240 --> 00:29:06.120]   it's mostly personal stuff, like, you know, very--
[00:29:06.120 --> 00:29:07.560]   I think he would stay away from--
[00:29:07.560 --> 00:29:08.360]   Non-work things.
[00:29:08.360 --> 00:29:09.360]   Like a non-work thing.
[00:29:09.360 --> 00:29:10.920]   So--
[00:29:10.920 --> 00:29:11.880]   The golden goose has been killed,
[00:29:11.880 --> 00:29:14.040]   because people on Twitter cannot control themselves
[00:29:14.040 --> 00:29:16.480]   from, like, drawing random conclusions from, you know,
[00:29:16.480 --> 00:29:17.920]   all these hints and all that.
[00:29:17.920 --> 00:29:19.280]   Yeah, yeah, yeah, yeah, yeah.
[00:29:19.280 --> 00:29:20.120]   Yeah, it's--
[00:29:20.120 --> 00:29:22.800]   OK, but, like, going to, like, the actual--
[00:29:22.800 --> 00:29:24.480]   like, this is, like, filler, filler.
[00:29:24.480 --> 00:29:25.000]   This is filler.
[00:29:25.000 --> 00:29:25.480]   It's OK.
[00:29:25.480 --> 00:29:27.520]   It's not canon, it's filler.
[00:29:27.520 --> 00:29:29.720]   I think the second thing I learned from Jason
[00:29:29.720 --> 00:29:31.520]   is more about, like, the--
[00:29:31.520 --> 00:29:34.760]   like, as from my, you know, kind of, like, from my own career,
[00:29:34.760 --> 00:29:39.360]   is, like, the importance of, like, marketing and PR.
[00:29:39.360 --> 00:29:42.600]   So Jason is actually, like, super good at, like--
[00:29:42.600 --> 00:29:43.680]   I mean, I would just--
[00:29:43.680 --> 00:29:45.400]   like, he was actually, like, really--
[00:29:45.400 --> 00:29:47.560]   you know, the emergence-- like, how many blog posts he wrote
[00:29:47.560 --> 00:29:50.080]   about the emergent abilities, and how many talks he's
[00:29:50.080 --> 00:29:52.680]   given about emergent-- like, a lot, you know?
[00:29:52.680 --> 00:29:56.280]   Like, probably, like, the other day I was just at this webcom
[00:29:56.280 --> 00:29:58.000]   keynote, and he was giving a keynote again
[00:29:58.000 --> 00:30:00.440]   about emergent abilities, and it's been two years, right?
[00:30:00.440 --> 00:30:02.520]   So I think one big success of him
[00:30:02.520 --> 00:30:05.080]   is that, like, he does the work.
[00:30:05.080 --> 00:30:08.280]   He thinks a lot about, like, marketing the work itself.
[00:30:08.280 --> 00:30:08.800]   Right?
[00:30:08.800 --> 00:30:10.840]   I did not, like-- in my early parts of my career,
[00:30:10.840 --> 00:30:13.320]   early parts in Google, right, I was--
[00:30:13.320 --> 00:30:15.760]   I think I was putting out a lot of work,
[00:30:15.760 --> 00:30:18.120]   but I didn't put in a lot of, like, effort
[00:30:18.120 --> 00:30:20.720]   in, like, thinking about the--
[00:30:20.720 --> 00:30:22.560]   like, how the work is going to be received.
[00:30:22.560 --> 00:30:25.000]   I would just be, like, here's a paper, here's a paper,
[00:30:25.000 --> 00:30:25.880]   here's a paper, right?
[00:30:25.880 --> 00:30:28.220]   But Jason would be, like, I'm going to write this paper,
[00:30:28.220 --> 00:30:30.640]   and I'm going to, like, market the shit out of it.
[00:30:30.640 --> 00:30:34.960]   So I think I learned a lot about, like, every single--
[00:30:34.960 --> 00:30:36.320]   so every single first author paper
[00:30:36.320 --> 00:30:39.440]   that, like, Jason writes in the last--
[00:30:39.440 --> 00:30:41.280]   has, like, 1,000 citations in one year.
[00:30:41.280 --> 00:30:41.800]   Oh, my god.
[00:30:41.800 --> 00:30:43.640]   Like, no, I mean, not every, but, like, most of it
[00:30:43.640 --> 00:30:44.360]   that he leads.
[00:30:44.360 --> 00:30:45.560]   So his hit rate is very high.
[00:30:45.560 --> 00:30:47.020]   His hit rate, like, impact density, like,
[00:30:47.020 --> 00:30:47.860]   is very high, right?
[00:30:47.860 --> 00:30:50.760]   So it's pretty interesting, like--
[00:30:50.760 --> 00:30:53.280]   it's pretty interesting, like, I kind of--
[00:30:53.280 --> 00:30:54.800]   so Jason is way more, like, younger.
[00:30:54.800 --> 00:30:57.280]   Yeah, he's way younger than me, like, technically,
[00:30:57.280 --> 00:30:59.280]   like, so-called more junior.
[00:30:59.280 --> 00:31:00.920]   But I kind of see him as, like, a peer.
[00:31:00.920 --> 00:31:03.720]   And I learned a lot from his--
[00:31:03.720 --> 00:31:08.040]   basically, some people are just, like, talented in different
[00:31:08.040 --> 00:31:08.560]   ways.
[00:31:08.560 --> 00:31:12.320]   And I think that, like, I looked at how he markets his own work
[00:31:12.320 --> 00:31:14.600]   and markets himself, actually, right?
[00:31:14.600 --> 00:31:17.280]   I think that's such a--
[00:31:17.280 --> 00:31:20.400]   something that I could learn from that.
[00:31:20.400 --> 00:31:21.840]   If someone is starting from zero,
[00:31:21.840 --> 00:31:26.360]   like, no Twitter presence, what is the second best thing to do
[00:31:26.360 --> 00:31:30.440]   if you don't have a Twitter presence for marketing?
[00:31:30.440 --> 00:31:30.960]   Yeah.
[00:31:30.960 --> 00:31:34.960]   I think you would, like--
[00:31:34.960 --> 00:31:37.560]   the most obvious thing to do, like, if you're, like,
[00:31:37.560 --> 00:31:38.720]   a researcher-- like, say, hypothetically,
[00:31:38.720 --> 00:31:40.640]   you're, like, a researcher in, like, a place
[00:31:40.640 --> 00:31:42.280]   without visibility or without-- and then
[00:31:42.280 --> 00:31:45.560]   you have no personal visibility, the first goal
[00:31:45.560 --> 00:31:50.960]   is always to try to find a mentor or co-author that
[00:31:50.960 --> 00:31:52.260]   is, like, within this circle.
[00:31:52.260 --> 00:31:53.800]   And then you start from there, right?
[00:31:54.360 --> 00:31:56.600]   And then you get people from, like,
[00:31:56.600 --> 00:32:00.040]   who has a visibility and following to retweet.
[00:32:00.040 --> 00:32:02.160]   So you will, like, work with them.
[00:32:02.160 --> 00:32:04.080]   The big goal is not about, like--
[00:32:04.080 --> 00:32:06.360]   I learned this-- I mean, this is, like, probably a career
[00:32:06.360 --> 00:32:07.840]   mistake in my early days.
[00:32:07.840 --> 00:32:10.120]   It was that, like, you know, instead of, like,
[00:32:10.120 --> 00:32:12.000]   focusing on, like, so-called people, like, OK,
[00:32:12.000 --> 00:32:14.280]   if you do good work, it's more of, like, OK,
[00:32:14.280 --> 00:32:19.360]   how am I going to, like, say, I see this visible researcher
[00:32:19.360 --> 00:32:20.640]   from DeepMind, right?
[00:32:20.640 --> 00:32:22.320]   Or how can I collaborate with this person
[00:32:22.320 --> 00:32:27.240]   and then, like, kind of do something that, like,
[00:32:27.240 --> 00:32:29.520]   they feel is cool and, like, I can win their respect
[00:32:29.520 --> 00:32:31.400]   and that they will, like--
[00:32:31.400 --> 00:32:33.600]   you know, they will be willing to co-author for me.
[00:32:33.600 --> 00:32:36.080]   Because the exercise itself was so about how to--
[00:32:36.080 --> 00:32:38.200]   you're not trying to please reviewers or anything.
[00:32:38.200 --> 00:32:42.440]   You're just-- if you can find one semi-visible--
[00:32:42.440 --> 00:32:44.480]   you don't even have to be, like, a famous person.
[00:32:44.480 --> 00:32:47.040]   Just, like, a semi, like, few tens of--
[00:32:47.040 --> 00:32:49.000]   not tens of, like, thousands of followers
[00:32:49.000 --> 00:32:50.920]   has a good reputation of research.
[00:32:50.920 --> 00:32:53.280]   And then you collaborate with this person.
[00:32:53.280 --> 00:32:56.720]   And then, like, when you post the work,
[00:32:56.720 --> 00:32:58.160]   you are co-author with this person.
[00:32:58.160 --> 00:33:01.680]   And then, like, you get the person to, like, vouch for you.
[00:33:01.680 --> 00:33:04.960]   Or, like, this-- over time, this would, like--
[00:33:04.960 --> 00:33:06.160]   it could be from internships.
[00:33:06.160 --> 00:33:09.400]   It could be from, like-- it could be from, you know,
[00:33:09.400 --> 00:33:10.080]   just DMs.
[00:33:10.080 --> 00:33:13.440]   I think, you know, people are nicer than, like--
[00:33:13.440 --> 00:33:14.600]   some people, they seem scary.
[00:33:14.600 --> 00:33:15.760]   But, like, if you DM them, they are actually
[00:33:15.760 --> 00:33:17.720]   willing to collaborate, actually.
[00:33:17.720 --> 00:33:19.440]   I was scared of you, actually.
[00:33:19.440 --> 00:33:22.760]   And when I DMed you, you turned out a lot nicer than I feared.
[00:33:22.760 --> 00:33:24.560]   So thank you for being nice.
[00:33:24.560 --> 00:33:26.880]   [LAUGHTER]
[00:33:26.880 --> 00:33:27.880]   OK, OK, I'm sorry for--
[00:33:27.880 --> 00:33:28.720]   That's good advice.
[00:33:28.720 --> 00:33:30.480]   No, no, no, I mean, obviously, I--
[00:33:30.480 --> 00:33:31.880]   we didn't know each other before.
[00:33:31.880 --> 00:33:33.440]   And then, you know, now I think we're
[00:33:33.440 --> 00:33:36.500]   getting a bit more friendly.
[00:33:36.500 --> 00:33:39.000]   Cool, that's really great advice for people.
[00:33:39.000 --> 00:33:41.000]   I just want to leave that out there for people.
[00:33:41.000 --> 00:33:43.320]   For others who follow the work that--
[00:33:43.320 --> 00:33:47.040]   the career advice that I give, the title topic of this
[00:33:47.040 --> 00:33:48.680]   is "Pick Up What Others Put Down,"
[00:33:48.680 --> 00:33:50.880]   and specifically pick up what your mentors put down.
[00:33:50.880 --> 00:33:52.720]   Like, mentors always have more work
[00:33:52.720 --> 00:33:55.680]   to do than they have personally time for--
[00:33:55.680 --> 00:33:56.840]   the high visibility mentors.
[00:33:56.840 --> 00:34:00.000]   And if you can show that you're a good collaborator with them,
[00:34:00.000 --> 00:34:01.760]   they will lift you up accordingly.
[00:34:01.760 --> 00:34:07.840]   And you know, that's a pretty good formula for career growth.
[00:34:07.840 --> 00:34:09.240]   Should I ask about Hyungwon, or--
[00:34:09.240 --> 00:34:11.080]   I don't know how close you are.
[00:34:11.080 --> 00:34:13.760]   Oh, we're still good friends.
[00:34:13.760 --> 00:34:18.040]   So again, one thing that you learned from Hyungwon.
[00:34:18.040 --> 00:34:19.600]   Hyungwon is a great engineer, and he's
[00:34:19.600 --> 00:34:22.480]   very systematic in the way he thinks.
[00:34:22.480 --> 00:34:23.760]   I think Hyungwon is--
[00:34:23.760 --> 00:34:29.080]   without going into detail too much,
[00:34:29.080 --> 00:34:32.320]   I still spend a lot of time talking to Hyungwon,
[00:34:32.320 --> 00:34:35.120]   even after we both are different places,
[00:34:35.120 --> 00:34:39.240]   about very interesting, arithmetic ways
[00:34:39.240 --> 00:34:41.220]   to think about life.
[00:34:41.220 --> 00:34:43.600]   Like, you know, he will even think about things like, OK,
[00:34:43.600 --> 00:34:45.880]   we should not diverge too much about personal stuff.
[00:34:45.880 --> 00:34:48.080]   But I think he's--
[00:34:48.080 --> 00:34:50.400]   like Hyungwon himself, I learned a lot about his way
[00:34:50.400 --> 00:34:55.840]   of thinking, like more of very interesting perspectives
[00:34:55.840 --> 00:34:57.240]   on life rather than research.
[00:34:57.240 --> 00:34:58.920]   But Hyungwon is a great engineer.
[00:34:58.920 --> 00:35:01.320]   And the one thing that scares me about Hyungwon
[00:35:01.320 --> 00:35:05.040]   is that he doesn't have multiple monitors.
[00:35:05.040 --> 00:35:06.720]   He just codes with one small screen.
[00:35:06.720 --> 00:35:10.600]   And he does everything with very hyper-optimized--
[00:35:10.600 --> 00:35:11.280]   And then back--
[00:35:11.280 --> 00:35:13.400]   This is like one of those U-curve where, like, one screen,
[00:35:13.400 --> 00:35:14.840]   one screen, and then many screens.
[00:35:14.840 --> 00:35:15.680]   Yeah, yeah, yeah.
[00:35:15.680 --> 00:35:19.520]   So I think Hyungwon scares me, because it's like--
[00:35:19.520 --> 00:35:21.880]   I think that was at NeurIPS 2022.
[00:35:21.880 --> 00:35:24.920]   Like, we were doing some work at New Orleans.
[00:35:24.920 --> 00:35:27.600]   And then he would be, like, coding perfectly fine
[00:35:27.600 --> 00:35:31.560]   with this 13-inch MacBook with, like, one terminal.
[00:35:31.560 --> 00:35:34.060]   And then he would be, like-- he keeps telling us, like, OK,
[00:35:34.060 --> 00:35:37.360]   it's more optimal to, like--
[00:35:37.360 --> 00:35:40.480]   using keyboard is more optimal than moving your head.
[00:35:40.480 --> 00:35:42.160]   Because if you can switch your screen fast enough,
[00:35:42.160 --> 00:35:43.820]   it's faster than your head, like, moving
[00:35:43.820 --> 00:35:45.400]   to different screens and stuff.
[00:35:45.400 --> 00:35:47.440]   I did not actually distill that, because it's
[00:35:47.440 --> 00:35:48.840]   too painful to do that.
[00:35:48.840 --> 00:35:52.840]   But, like, I mean, he's very interesting in a way
[00:35:52.840 --> 00:35:55.400]   that, like, he belongs to one of those, like,
[00:35:55.400 --> 00:35:59.920]   hardcore people with, like, one monitor and, like--
[00:35:59.920 --> 00:36:02.120]   Maybe this is a relevant question to just close out
[00:36:02.120 --> 00:36:03.440]   the Google side.
[00:36:03.440 --> 00:36:09.320]   What do you think is a good programmer for AI research?
[00:36:09.320 --> 00:36:10.800]   Like--
[00:36:10.800 --> 00:36:12.520]   You mean, like, set up or, like, eating--
[00:36:12.520 --> 00:36:13.320]   No, not set up.
[00:36:13.320 --> 00:36:14.360]   Lifestyle.
[00:36:14.360 --> 00:36:15.240]   Not even lifestyle.
[00:36:15.240 --> 00:36:16.560]   It's more about skills.
[00:36:16.560 --> 00:36:17.680]   Like, what should people have?
[00:36:17.680 --> 00:36:23.880]   What do you interview for, maybe, right?
[00:36:23.880 --> 00:36:25.880]   What do you see the high performers do differently
[00:36:25.880 --> 00:36:29.520]   than the less high performers?
[00:36:29.520 --> 00:36:31.320]   I mean, OK, like, generally, there's, like--
[00:36:31.320 --> 00:36:33.000]   I think, like, for AI researchers,
[00:36:33.000 --> 00:36:35.120]   like, being a strong IC is, like, probably, like,
[00:36:35.120 --> 00:36:38.160]   the thing that I feel, like, is, like,
[00:36:38.160 --> 00:36:39.640]   important for AI researchers.
[00:36:39.640 --> 00:36:44.160]   Like, not-- like, I think, like, you know,
[00:36:44.160 --> 00:36:46.040]   there are people who, like--
[00:36:46.040 --> 00:36:48.640]   like, there's a certain level of, like,
[00:36:48.640 --> 00:36:53.160]   sacrifice to be, like, an AI engineer/AI researcher,
[00:36:53.160 --> 00:36:55.600]   especially if you are training, like, LNs,
[00:36:55.600 --> 00:37:00.240]   because you cannot really be detached from--
[00:37:00.240 --> 00:37:04.640]   like, your jobs could die on a Saturday at 4 AM, right?
[00:37:04.640 --> 00:37:07.920]   And then there are people who, like, would just leave it
[00:37:07.920 --> 00:37:10.040]   dead until, like, Monday morning.
[00:37:10.040 --> 00:37:11.920]   And then-- or, like, but there will
[00:37:11.920 --> 00:37:14.320]   be people who will crawl out of bed at 4 AM
[00:37:14.320 --> 00:37:16.920]   to restart the job or to check the, you know,
[00:37:16.920 --> 00:37:19.560]   TensorBoard or something like that, right?
[00:37:19.560 --> 00:37:22.640]   I think, like, a lot of, like, being a successful AI
[00:37:22.640 --> 00:37:27.280]   researcher is, like, about, like, how--
[00:37:27.280 --> 00:37:32.840]   like, how much you are willing to go to, like--
[00:37:32.840 --> 00:37:34.520]   and it needs to come naturally, because you
[00:37:34.520 --> 00:37:35.640]   cannot be, like--
[00:37:35.640 --> 00:37:38.000]   if you're not-- like, you don't have, like, this, like,
[00:37:38.000 --> 00:37:39.840]   inductive-- you're not, like, the kind of person.
[00:37:39.840 --> 00:37:41.880]   But you cannot-- if you force yourself to do this,
[00:37:41.880 --> 00:37:43.000]   you become miserable, right?
[00:37:43.000 --> 00:37:46.120]   Like, I think a lot of it is about, like--
[00:37:46.120 --> 00:37:49.720]   like, I want to say, like, passion
[00:37:49.720 --> 00:37:50.920]   is, like, the entire thing.
[00:37:50.920 --> 00:37:55.880]   But it's more of, like, just a kind of personality that--
[00:37:55.880 --> 00:37:59.080]   that, like-- or, like, just the ability--
[00:37:59.080 --> 00:38:00.760]   maybe just the ability of, like, if you're--
[00:38:00.760 --> 00:38:03.800]   if something-- there's a bug at, like, 3 AM on, like,
[00:38:03.800 --> 00:38:05.680]   Saturday night or something, right?
[00:38:05.680 --> 00:38:07.800]   And then you would, like, be, like--
[00:38:07.800 --> 00:38:09.960]   you couldn't go back to sleep unless you--
[00:38:09.960 --> 00:38:11.800]   I'm not-- this is very unhealthy, by the way.
[00:38:11.800 --> 00:38:15.520]   Like, people should not do this for a long time.
[00:38:15.520 --> 00:38:17.960]   But I think it's, like--
[00:38:17.960 --> 00:38:21.480]   and, you know, I think this kind of things actually, like--
[00:38:21.480 --> 00:38:25.560]   like, allows people to make progress faster.
[00:38:25.560 --> 00:38:27.920]   But it's unhealthy, so I'm also not even sure, like, what's,
[00:38:27.920 --> 00:38:29.280]   like, the--
[00:38:29.280 --> 00:38:30.480]   I think-- well, I don't--
[00:38:30.480 --> 00:38:32.880]   OK, just on the record, I don't recommend this type of lifestyle.
[00:38:32.880 --> 00:38:35.400]   I don't want people to--
[00:38:35.400 --> 00:38:41.120]   but I think, like, a lot of people who are, like--
[00:38:41.120 --> 00:38:42.840]   OK, not a lot-- not everybody, like--
[00:38:42.840 --> 00:38:45.400]   but I just think this kind of attitude
[00:38:45.400 --> 00:38:49.040]   is, like, important to make progress.
[00:38:49.040 --> 00:38:52.240]   I mean, you cannot be, like, checking out on, like, Friday,
[00:38:52.240 --> 00:38:54.840]   Saturday, Sunday, and, like, work at 9 to 5
[00:38:54.840 --> 00:38:56.920]   if you want to, like, make progress.
[00:38:56.920 --> 00:38:59.960]   Or, like, some people are just so good at detaching, like, OK,
[00:38:59.960 --> 00:39:02.800]   like, you know, like, 8 PM, I'm not going to--
[00:39:02.800 --> 00:39:05.120]   my job can die, and then the chips can stay idle
[00:39:05.120 --> 00:39:06.640]   for, like, the whole night.
[00:39:06.640 --> 00:39:08.840]   But I want to watch Netflix, right?
[00:39:08.840 --> 00:39:11.480]   You cannot-- like, I think there's a level--
[00:39:11.480 --> 00:39:13.000]   like, it's like a sport, right?
[00:39:13.000 --> 00:39:16.720]   It's not, like-- like, you cannot win an Olympic gold
[00:39:16.720 --> 00:39:19.000]   if you want to, like, have, like, perfect--
[00:39:19.000 --> 00:39:21.560]   like, super ultra good work-life balance, right?
[00:39:21.560 --> 00:39:22.080]   Yeah.
[00:39:22.080 --> 00:39:24.080]   So I mean, I just think this is kind of, like--
[00:39:24.080 --> 00:39:25.880]   Passion, intensity, dedication.
[00:39:25.880 --> 00:39:26.880]   Yeah, intensity, right.
[00:39:26.880 --> 00:39:30.160]   But I think the thing we, like, also
[00:39:30.160 --> 00:39:33.160]   need to know how to, like, regulate and make sure
[00:39:33.160 --> 00:39:36.400]   that, like, people don't, like, die from this type of, like--
[00:39:36.400 --> 00:39:36.880]   Yeah.
[00:39:36.880 --> 00:39:38.400]   Not die per se, but, like, actually, like,
[00:39:38.400 --> 00:39:40.100]   burn out from this type of things, yeah.
[00:39:40.100 --> 00:39:43.840]   So those are really good personal qualities.
[00:39:43.840 --> 00:39:46.240]   Just technical qualities-wise, how much of the stack
[00:39:46.240 --> 00:39:47.880]   should people know, you know, if I--
[00:39:47.880 --> 00:39:49.640]   OK, so that was the question.
[00:39:49.640 --> 00:39:51.760]   No, no, no, but that was important as well, right?
[00:39:51.760 --> 00:39:53.960]   It's just harder to interview for because you really
[00:39:53.960 --> 00:39:56.280]   just see it on the job, you know?
[00:39:56.280 --> 00:39:58.000]   I think stack is not, like, not--
[00:39:58.000 --> 00:39:59.240]   stack is not that important.
[00:39:59.240 --> 00:40:00.840]   Should I know CUDA kernels?
[00:40:00.840 --> 00:40:01.960]   I don't know CUDA kernels.
[00:40:01.960 --> 00:40:02.600]   Exactly, right?
[00:40:02.600 --> 00:40:03.680]   OK, good.
[00:40:03.680 --> 00:40:06.600]   For all you listening out there, you don't have to feel
[00:40:06.600 --> 00:40:07.320]   like an imposter.
[00:40:07.320 --> 00:40:09.400]   No, but you need to be willing to learn if you have to,
[00:40:09.400 --> 00:40:10.240]   I think.
[00:40:10.240 --> 00:40:11.560]   Well, you haven't had to so far.
[00:40:11.560 --> 00:40:13.960]   Yeah, I haven't had to so far, right?
[00:40:13.960 --> 00:40:14.460]   But--
[00:40:14.460 --> 00:40:17.480]   So if I, like, sling a high torch, OK, great.
[00:40:17.480 --> 00:40:19.720]   You know, what kind of, like--
[00:40:19.720 --> 00:40:21.240]   do I know, like, distributed systems?
[00:40:21.240 --> 00:40:25.160]   Like, do I know-- like, what is the stack that you recommend
[00:40:25.160 --> 00:40:28.120]   for people that, like, you know, gets you, like,
[00:40:28.120 --> 00:40:30.600]   a well-rounded, end-to-end researcher?
[00:40:30.600 --> 00:40:35.800]   I don't think there's any specific thing.
[00:40:35.800 --> 00:40:39.600]   In fact, I would try to be as, like, agnostic.
[00:40:39.600 --> 00:40:43.160]   Like, I don't really say, like, OK, you need to learn JAX.
[00:40:43.160 --> 00:40:44.440]   You need to learn this.
[00:40:44.440 --> 00:40:47.160]   By the time you finish learning, there's a new framework out.
[00:40:47.160 --> 00:40:50.440]   Anyway, so it's more of, like, staying, like, constantly,
[00:40:50.440 --> 00:40:53.600]   like, trying to, like, being able to continuously learn
[00:40:53.600 --> 00:40:55.920]   and update, like--
[00:40:55.920 --> 00:40:59.840]   I don't think there's a single, like, single stack
[00:40:59.840 --> 00:41:06.400]   or, like, a single, like, workflow or single, like--
[00:41:06.400 --> 00:41:08.840]   yeah, I don't think there's a single one, yeah.
[00:41:08.840 --> 00:41:09.480]   Got it.
[00:41:09.480 --> 00:41:10.400]   Cool.
[00:41:10.400 --> 00:41:11.880]   Well, that leads us to Rekha.
[00:41:11.880 --> 00:41:12.960]   Yep.
[00:41:12.960 --> 00:41:15.560]   What's the founding story?
[00:41:15.560 --> 00:41:17.400]   Oh, OK.
[00:41:17.400 --> 00:41:21.680]   So I met some of my other co-founders
[00:41:21.680 --> 00:41:23.920]   while we were collaborating at DeepMind.
[00:41:23.920 --> 00:41:27.120]   I was at Brain, and they were, like, at DeepMind.
[00:41:27.120 --> 00:41:30.960]   And then we wanted to--
[00:41:30.960 --> 00:41:33.920]   so I see myself as, like, a--
[00:41:33.920 --> 00:41:36.840]   I was not, like--
[00:41:36.840 --> 00:41:39.000]   I'm not, like, a startup person.
[00:41:39.000 --> 00:41:42.880]   I identify, even today, as a scientist and a researcher
[00:41:42.880 --> 00:41:45.680]   more than, like, a startup person, right?
[00:41:45.680 --> 00:41:52.040]   I think my co-founder, Danny, started this story, right?
[00:41:52.040 --> 00:41:56.720]   And then this-- Rekha was, like, in the works from, like,
[00:41:56.720 --> 00:41:58.160]   late 2022.
[00:41:58.160 --> 00:42:00.960]   I finally left in 2023.
[00:42:00.960 --> 00:42:03.640]   It was, like, I was--
[00:42:03.640 --> 00:42:08.280]   like, Danny kept asking me, he wants to do something.
[00:42:08.280 --> 00:42:09.760]   Do I want to go with him and do it?
[00:42:09.760 --> 00:42:12.000]   And it took a while, like, for me.
[00:42:12.000 --> 00:42:15.960]   So I was, like, kind of the last co-founder to, like,
[00:42:15.960 --> 00:42:18.000]   to kind of form the--
[00:42:18.000 --> 00:42:19.680]   Was the plan always for you to leave at some point
[00:42:19.680 --> 00:42:20.640]   and join him?
[00:42:20.640 --> 00:42:21.320]   No, no.
[00:42:21.320 --> 00:42:23.080]   He was just, like, convincing you to do it?
[00:42:23.080 --> 00:42:26.680]   It was, like, a six-month--
[00:42:26.680 --> 00:42:31.320]   in fact, like, I think more than a six-month period of, like--
[00:42:31.320 --> 00:42:33.080]   and I was, like--
[00:42:33.080 --> 00:42:37.720]   I always had this at the back of my mind for--
[00:42:37.720 --> 00:42:40.600]   since, like, what, August, like--
[00:42:40.600 --> 00:42:43.360]   I said, no, like, I didn't--
[00:42:43.360 --> 00:42:45.760]   like, actually, I didn't want to do it in the first place.
[00:42:45.760 --> 00:42:49.200]   But, like-- but I think eventually, like, in March,
[00:42:49.200 --> 00:42:50.960]   I felt that, like, OK, it's time for me
[00:42:50.960 --> 00:42:52.800]   to experience something new.
[00:42:52.800 --> 00:42:54.160]   So I guess that's, like, a--
[00:42:54.160 --> 00:42:58.440]   like, there's a-- from my side, the felt--
[00:42:58.440 --> 00:43:01.600]   like, kind of, like, my leap of faith was more of, like,
[00:43:01.600 --> 00:43:03.760]   I want to experience something new.
[00:43:03.760 --> 00:43:07.400]   I've-- OK, I've, like, wrapped up this palm
[00:43:07.400 --> 00:43:10.840]   to work at Google and then, like, you know,
[00:43:10.840 --> 00:43:14.480]   and then more of, like, OK, let me experience this new life
[00:43:14.480 --> 00:43:16.800]   and see where we can go with this.
[00:43:16.800 --> 00:43:20.600]   So I think that was mainly, like, from my perspective,
[00:43:20.600 --> 00:43:23.560]   that was the story of, like--
[00:43:23.560 --> 00:43:27.280]   and I also-- I mean, we don't have a lot of, like--
[00:43:27.280 --> 00:43:29.960]   you know, I mean, I personally, I don't have a lot of, like--
[00:43:29.960 --> 00:43:32.160]   like, oh, OK, like, I--
[00:43:32.160 --> 00:43:35.720]   OK, the funny thing was that, like, many, many years ago,
[00:43:35.720 --> 00:43:37.440]   before I pitched, I wanted to do a startup, actually,
[00:43:37.440 --> 00:43:38.240]   at that point.
[00:43:38.240 --> 00:43:39.520]   And then over time, I realized that, like,
[00:43:39.520 --> 00:43:41.200]   I was better off as a researcher and I just
[00:43:41.200 --> 00:43:42.440]   forgot about the startup thing.
[00:43:42.440 --> 00:43:43.920]   And it's quite funny that today, I end up
[00:43:43.920 --> 00:43:45.200]   doing a bigger startup, right?
[00:43:45.200 --> 00:43:48.280]   But even until now, I actually don't--
[00:43:48.280 --> 00:43:50.200]   like, yeah, as I said, I don't really--
[00:43:50.200 --> 00:43:53.280]   I still kind of, like, identify more
[00:43:53.280 --> 00:43:56.680]   as, like, a researcher and scientist and, like, yeah.
[00:43:56.680 --> 00:43:59.720]   So I think this is mainly the--
[00:43:59.720 --> 00:44:03.840]   it's a very realistic, like, down-to-earth, grounded
[00:44:03.840 --> 00:44:09.360]   founding story, nothing too fancy, no--
[00:44:09.360 --> 00:44:14.720]   no, like, nothing fancy is this, yeah.
[00:44:14.720 --> 00:44:18.160]   Well, I mean, it's not--
[00:44:18.160 --> 00:44:20.480]   when you left, like, you already had a high profile
[00:44:20.480 --> 00:44:21.760]   coming out of Brain.
[00:44:21.760 --> 00:44:24.760]   You could have gone to any startup out there.
[00:44:24.760 --> 00:44:26.600]   They all had wanted you, right?
[00:44:26.600 --> 00:44:30.040]   Yeah, OK, OK, yeah.
[00:44:30.040 --> 00:44:31.920]   So, like, why did you choose this one, basically?
[00:44:31.920 --> 00:44:34.320]   Like, was it just because of pre-existing relationships?
[00:44:34.320 --> 00:44:36.560]   Because it wasn't obvious to me.
[00:44:36.560 --> 00:44:39.920]   Like, you know, a lot of your other co-workers
[00:44:39.920 --> 00:44:40.920]   went to OpenAI.
[00:44:40.920 --> 00:44:43.560]   Others went to-- you know, like, if you're fair,
[00:44:43.560 --> 00:44:47.320]   you went to Mistral, you know, that kind of stuff, right?
[00:44:47.320 --> 00:44:49.840]   Rekha, no-- Rekha was, like, not on the map.
[00:44:49.840 --> 00:44:51.840]   I think it was-- for me, it was a decision
[00:44:51.840 --> 00:44:55.440]   between staying at Google and, like, co-founding something.
[00:44:55.440 --> 00:44:57.160]   I didn't want to, like--
[00:44:57.160 --> 00:45:00.960]   I didn't want to be, like--
[00:45:00.960 --> 00:45:03.120]   it was more of the experience of, like, being a co-founder
[00:45:03.120 --> 00:45:04.680]   that, like, was--
[00:45:04.680 --> 00:45:05.840]   attracted me, right?
[00:45:05.840 --> 00:45:07.160]   And wanting to experience that.
[00:45:07.160 --> 00:45:09.880]   I wouldn't have left, like, for inflection
[00:45:09.880 --> 00:45:10.920]   or something like that.
[00:45:10.920 --> 00:45:12.640]   Like, I mean, inflection is gone now.
[00:45:12.640 --> 00:45:13.960]   RIP.
