
[00:00:00.000 --> 00:00:06.040]   Welcome back everyone.
[00:18:16.160 --> 00:18:21.060]   Remember, we have this idea that we should have systems that know that if A entails B,
[00:18:21.060 --> 00:18:22.920]   then not B entails not A,
[00:18:22.920 --> 00:18:26.400]   the entailment reversing property of negation.
[00:18:26.400 --> 00:18:29.860]   We have an observation across a lot of different papers that
[00:18:29.860 --> 00:18:34.320]   top performing NLI models fail to hit that learning target.
[00:18:34.320 --> 00:18:39.440]   It's very tempting to conclude here that the model is the problem.
[00:18:39.440 --> 00:18:43.040]   Top performing models seem incapable of learning negation,
[00:18:43.040 --> 00:18:46.400]   but we have an observation that our datasets,
[00:18:46.400 --> 00:18:49.500]   the naturalistic benchmarks these models were trained on,
[00:18:49.500 --> 00:18:52.800]   severely under-represent negation.
[00:18:52.800 --> 00:18:56.000]   Now, we don't know whether the issue is
[00:18:56.000 --> 00:19:01.240]   with the models or with the dataset because we have two unknowns.
[00:19:01.240 --> 00:19:02.920]   In response to that,
[00:19:02.920 --> 00:19:06.460]   we created what I've called here a slightly synthetic benchmark,
[00:19:06.460 --> 00:19:09.640]   that is monotonicity NLI or MoNLI.
[00:19:09.640 --> 00:19:11.200]   Recall it has two parts,
[00:19:11.200 --> 00:19:16.160]   a positive part where we take existing SNLI hypotheses and use
[00:19:16.160 --> 00:19:19.700]   WordNet to create new examples that fire off
[00:19:19.700 --> 00:19:24.600]   the systematic cases where we get A neutral B and B entailment A.
[00:19:24.600 --> 00:19:26.000]   That's the positive part.
[00:19:26.000 --> 00:19:28.880]   We did the same thing for negated examples.
[00:19:28.880 --> 00:19:31.380]   Now, after the replacement,
[00:19:31.380 --> 00:19:33.880]   we get the reverse of those patterns.
[00:19:33.880 --> 00:19:36.920]   What this leads us to is a dataset that
[00:19:36.920 --> 00:19:39.960]   has naturally occurring cases as its basis,
[00:19:39.960 --> 00:19:42.920]   but a systematic manipulation that leaves us with
[00:19:42.920 --> 00:19:46.960]   complete guarantees that we have a certain representation
[00:19:46.960 --> 00:19:50.200]   for lexical entailment and negation.
[00:19:50.200 --> 00:19:52.800]   That's why it's slightly synthetic.
[00:19:52.800 --> 00:19:55.160]   Then when we use this as a challenge dataset,
[00:19:55.160 --> 00:19:57.480]   we get a blast of insight, I claim.
[00:19:57.480 --> 00:19:59.460]   Let's look at the BERT row here.
[00:19:59.460 --> 00:20:02.760]   BERT is performing extremely well on SNLI,
[00:20:02.760 --> 00:20:06.660]   extremely well on the positive part of our synthetic benchmark,
[00:20:06.660 --> 00:20:11.140]   but essentially hitting zero for the negative part of our benchmark.
[00:20:11.140 --> 00:20:13.900]   It's obviously just ignoring the negations.
[00:20:13.900 --> 00:20:15.460]   What is the issue here?
[00:20:15.460 --> 00:20:17.920]   Is it data or is it the model?
[00:20:17.920 --> 00:20:22.740]   Well, when we do a modest amount of fine-tuning on negative MoNLI examples,
[00:20:22.740 --> 00:20:27.020]   we immediately boost performance for the model on that split.
[00:20:27.020 --> 00:20:30.220]   That shows us definitively that when we show
[00:20:30.220 --> 00:20:33.280]   a model like BERT relevant negation cases,
[00:20:33.280 --> 00:20:35.460]   it can handle the task.
[00:20:35.460 --> 00:20:38.380]   Now, as a result of having a known dataset,
[00:20:38.380 --> 00:20:41.140]   we have learned something directly about our model.
[00:20:41.140 --> 00:20:43.660]   When we turn to naturalistic data,
[00:20:43.660 --> 00:20:45.940]   and I emphasize when there because I do think
[00:20:45.940 --> 00:20:48.580]   that that's an important component in NLP.
[00:20:48.580 --> 00:20:51.440]   When we move from synthetic to naturalistic,
[00:20:51.440 --> 00:20:55.620]   we do so knowing that BERT can in principle learn negation,
[00:20:55.620 --> 00:21:00.020]   and that data coverage will be a major factor in its performance there.
[00:21:00.020 --> 00:21:03.020]   Those are crisp analytic lessons that we learned
[00:21:03.020 --> 00:21:07.260]   only because we allowed some synthetic evaluations.
[00:21:07.260 --> 00:21:12.020]   That's it. Those are three major questions for datasets in the field.
[00:21:12.020 --> 00:21:13.300]   There are many more though.
[00:21:13.300 --> 00:21:18.640]   I address these, but we can also think about issues like data sheets,
[00:21:18.640 --> 00:21:21.740]   that is disclosures for datasets that help us understand
[00:21:21.740 --> 00:21:25.460]   how they can be used responsibly and where their limits lie.
[00:21:25.460 --> 00:21:28.220]   We should also be thinking much more about how we're going to
[00:21:28.220 --> 00:21:31.060]   achieve cross-linguistic coverage for our benchmarks.
[00:21:31.060 --> 00:21:35.140]   Right now we have still to this day too much focus on English,
[00:21:35.140 --> 00:21:40.220]   when in fact we want systems and models that are performant the world over.
[00:21:40.220 --> 00:21:42.960]   We could worry about statistical power,
[00:21:42.960 --> 00:21:46.020]   and of course we should also worry deeply about
[00:21:46.020 --> 00:21:49.860]   the pernicious social biases that are embedded in our datasets,
[00:21:49.860 --> 00:21:55.860]   and how we will get rid of those in order to create technologies that are more equitable.
[00:21:55.860 --> 00:22:05.860]   [BLANK_AUDIO]

