
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:17:04.560 --> 00:17:07.280]   that if we create the right set of circumstances
[00:17:07.280 --> 00:17:09.800]   in our brain, chemical circumstances,
[00:17:09.800 --> 00:17:12.860]   and if we create the right environmental circumstances
[00:17:12.860 --> 00:17:15.960]   around us, our nervous system will shift into a mode
[00:17:15.960 --> 00:17:20.080]   in which change isn't just possible, but it's probable.
[00:17:20.080 --> 00:17:21.720]   As I mentioned before,
[00:17:21.720 --> 00:17:25.080]   the hallmark of the child nervous system is change.
[00:17:25.080 --> 00:17:26.880]   It wants to change.
[00:17:26.880 --> 00:17:29.160]   The whole thing, everything from the chemicals
[00:17:29.160 --> 00:17:31.620]   that are sloshing around in there,
[00:17:31.620 --> 00:17:34.480]   to the fact that there's a lot of space between the neurons,
[00:17:34.480 --> 00:17:35.320]   a lot of people don't know this,
[00:17:35.320 --> 00:17:36.160]   but early in development,
[00:17:36.160 --> 00:17:37.480]   there's a lot of space between the neurons,
[00:17:37.480 --> 00:17:39.240]   and so the neurons can literally move around
[00:17:39.240 --> 00:17:41.300]   and sample different connections very easily,
[00:17:41.300 --> 00:17:43.160]   removing some and keeping others.
[00:17:43.160 --> 00:17:46.520]   As we get older, the so-called extracellular space
[00:17:46.520 --> 00:17:50.680]   is actually filled up by things called extracellular matrix
[00:17:50.680 --> 00:17:52.740]   and glial cells, glia means glue,
[00:17:52.740 --> 00:17:55.000]   those cells are involved in a bunch of different processes,
[00:17:55.000 --> 00:17:57.160]   but they start to fill in all the space,
[00:17:57.160 --> 00:17:59.600]   kind of like pouring concrete between rocks,
[00:17:59.600 --> 00:18:02.540]   and when that happens, it becomes much harder
[00:18:02.540 --> 00:18:05.080]   to change the connections that are there.
[00:18:05.080 --> 00:18:08.560]   One of the ways in which we can all get plasticity
[00:18:08.560 --> 00:18:10.840]   at any stage throughout the lifespan
[00:18:10.840 --> 00:18:12.780]   is through deficits and impairments
[00:18:12.780 --> 00:18:14.960]   in what we call our sensory apparatus,
[00:18:14.960 --> 00:18:17.520]   our eyes, our ears, our nose, our mouth,
[00:18:17.520 --> 00:18:19.120]   and there are some very dramatic
[00:18:19.120 --> 00:18:22.300]   and somewhat tragic examples of people, for instance,
[00:18:22.300 --> 00:18:24.380]   who have genetic mutations where they are born
[00:18:24.380 --> 00:18:27.760]   without a nose and without any olfactory structures
[00:18:27.760 --> 00:18:30.300]   in the brain, so they cannot smell.
[00:18:30.300 --> 00:18:31.900]   In that case, areas of the brain
[00:18:31.900 --> 00:18:33.960]   that normally would represent smell
[00:18:33.960 --> 00:18:37.260]   become overtaken by areas of the brain
[00:18:37.260 --> 00:18:41.200]   involved in other things like touch and hearing and sight.
[00:18:41.200 --> 00:18:43.600]   In individuals that are blind from birth,
[00:18:43.600 --> 00:18:45.360]   the so-called occipital cortex,
[00:18:45.360 --> 00:18:47.140]   the visual cortex in the back,
[00:18:47.140 --> 00:18:50.960]   becomes overtaken by hearing.
[00:18:50.960 --> 00:18:53.640]   The neurons there will start to respond to sounds
[00:18:53.640 --> 00:18:55.000]   as well as braille touch,
[00:18:55.000 --> 00:18:57.880]   and actually there's one particularly tragic incident
[00:18:57.880 --> 00:19:01.120]   where a woman who was blind since birth
[00:19:01.120 --> 00:19:03.660]   and because of neuroimaging studies,
[00:19:03.660 --> 00:19:06.480]   we knew her visual cortex was no longer visual,
[00:19:06.480 --> 00:19:09.840]   it was responsible for braille reading and for hearing,
[00:19:09.840 --> 00:19:11.840]   she had a stroke that actually took out
[00:19:11.840 --> 00:19:14.160]   most of the function of her visual cortex,
[00:19:14.160 --> 00:19:17.180]   so then she was blind, she couldn't braille read or hear,
[00:19:17.180 --> 00:19:19.620]   she did recover some aspect of function.
[00:19:19.620 --> 00:19:20.860]   Now, most people, they don't end up
[00:19:20.860 --> 00:19:22.960]   in that highly unfortunate situation,
[00:19:22.960 --> 00:19:25.240]   and what we know is that, for instance,
[00:19:25.240 --> 00:19:28.760]   blind people who use their visual cortex
[00:19:28.760 --> 00:19:30.840]   for braille reading and for hearing
[00:19:30.840 --> 00:19:35.320]   have much better auditory acuity and touch acuity,
[00:19:35.320 --> 00:19:37.360]   meaning they can sense things with their fingers
[00:19:37.360 --> 00:19:39.140]   and they can sense things with their hearing
[00:19:39.140 --> 00:19:42.400]   that typical sighted folks wouldn't be able to.
[00:19:42.400 --> 00:19:46.180]   In fact, you will find a much greater incidence
[00:19:46.180 --> 00:19:50.300]   of perfect pitch in people that are blind,
[00:19:50.300 --> 00:19:52.400]   and that tells us that the brain,
[00:19:52.400 --> 00:19:54.560]   and in particular this area we call the neocortex,
[00:19:54.560 --> 00:19:56.920]   which is the outer part, is really designed
[00:19:56.920 --> 00:20:00.020]   to be a map of our own individual experience.
[00:20:00.020 --> 00:20:04.080]   So these, what I call experiments of impairment or loss
[00:20:04.080 --> 00:20:06.920]   where somebody is blind from birth or deaf from birth,
[00:20:06.920 --> 00:20:11.920]   or maybe has a limb development impairment
[00:20:11.920 --> 00:20:14.480]   where they have a stump instead of an entire limb
[00:20:14.480 --> 00:20:16.360]   with a functioning hand,
[00:20:16.360 --> 00:20:21.060]   their brain will represent the body plan that they have,
[00:20:21.060 --> 00:20:23.060]   not some other body plan.
[00:20:23.060 --> 00:20:26.020]   But the beauty of the situation is that the real estate
[00:20:26.020 --> 00:20:29.000]   up in the skull, that neocortex,
[00:20:29.000 --> 00:20:33.280]   the essence of it is to be a customized map of experience.
[00:20:33.280 --> 00:20:35.340]   Now, it is true, however,
[00:20:35.340 --> 00:20:40.200]   that if, let's say I were to be blind when I'm 50,
[00:20:40.200 --> 00:20:42.400]   I'm 45 right now, I've always been sighted.
[00:20:42.400 --> 00:20:48.400]   If I was blind at 50, I'll probably have less opportunity
[00:20:48.400 --> 00:20:51.580]   to use my formerly visual cortex
[00:20:51.580 --> 00:20:53.700]   for things like braille reading and hearing,
[00:20:53.700 --> 00:20:55.120]   because my brain has changed,
[00:20:55.120 --> 00:20:57.800]   it's just not the same brain I had when I was a baby.
[00:20:57.800 --> 00:21:00.020]   So there's actually a principle of biology,
[00:21:00.020 --> 00:21:01.140]   not many people know this,
[00:21:01.140 --> 00:21:03.140]   it's actually a principle of neurology,
[00:21:03.140 --> 00:21:05.140]   which is called the Kennard principle,
[00:21:05.140 --> 00:21:07.960]   which says, if you're going to have a brain injury,
[00:21:07.960 --> 00:21:10.000]   you wanna have it early in life.
[00:21:10.000 --> 00:21:12.240]   And of course, better to not have a brain injury at all,
[00:21:12.240 --> 00:21:13.320]   but if you're going to have it,
[00:21:13.320 --> 00:21:14.880]   you wanna have it early in life.
[00:21:14.880 --> 00:21:17.600]   And this is based on a tremendous number of experiments
[00:21:17.600 --> 00:21:21.520]   examining the amount of recovery and the rate of recovery
[00:21:21.520 --> 00:21:24.500]   in humans that had lesions to their brain,
[00:21:24.500 --> 00:21:26.320]   either early in life or later in life.
[00:21:26.320 --> 00:21:27.520]   So the Kennard principle says,
[00:21:27.520 --> 00:21:29.800]   better to have injuries early in life.
[00:21:29.800 --> 00:21:32.080]   Now, that's reassuring for the young folks,
[00:21:32.080 --> 00:21:34.400]   it's not so reassuring for the older folks.
[00:21:34.400 --> 00:21:37.080]   But there are aspects of neuroplasticity
[00:21:37.080 --> 00:21:38.860]   that have nothing to do with impairments.
[00:21:38.860 --> 00:21:40.240]   I mean, earlier I said,
[00:21:40.240 --> 00:21:42.600]   we're all walking around with this map,
[00:21:42.600 --> 00:21:44.760]   this representation of the world around us,
[00:21:44.760 --> 00:21:47.600]   so we can see edges, we can see colors,
[00:21:47.600 --> 00:21:50.680]   except for folks that are colorblind, of course.
[00:21:50.680 --> 00:21:53.600]   And we also have a map of emotional experience,
[00:21:53.600 --> 00:21:54.880]   we have a map of whether or not
[00:21:54.880 --> 00:21:56.560]   certain people are trustworthy,
[00:21:56.560 --> 00:21:57.620]   certain people aren't trustworthy.
[00:21:57.620 --> 00:22:01.840]   A few years ago, I was at a course,
[00:22:01.840 --> 00:22:03.320]   and a woman came up to me and she said,
[00:22:03.320 --> 00:22:07.120]   "You know, I wasn't teaching the course, I was in the course."
[00:22:07.120 --> 00:22:08.440]   And she said, "I just have to tell you
[00:22:08.440 --> 00:22:11.760]   that every time you speak, it really stresses me out."
[00:22:11.760 --> 00:22:14.000]   And I said, "Well, I've heard that before,
[00:22:14.000 --> 00:22:16.120]   but do you want to be more specific?"
[00:22:16.120 --> 00:22:18.320]   And she said, "Yeah, your tone of voice reminds me
[00:22:18.320 --> 00:22:21.760]   of somebody that I had a really terrible experience with."
[00:22:21.760 --> 00:22:23.460]   I said, "Well, okay, well, I can't change my voice,
[00:22:23.460 --> 00:22:25.800]   but I really appreciate that you acknowledge that
[00:22:25.800 --> 00:22:29.300]   and it also will help explain why you seem to cringe
[00:22:29.300 --> 00:22:31.600]   every time I speak," which I hadn't noticed until then,
[00:22:31.600 --> 00:22:34.520]   but after that, I did notice she had a very immediate
[00:22:34.520 --> 00:22:36.200]   and kind of visceral response to my speech,
[00:22:36.200 --> 00:22:38.360]   perhaps some of you are having that right now.
[00:22:38.360 --> 00:22:42.480]   But in any event, over the period of this two-week course,
[00:22:42.480 --> 00:22:44.480]   she would come back every once in a while and say,
[00:22:44.480 --> 00:22:46.660]   "You know what, I think just by telling you
[00:22:46.660 --> 00:22:49.720]   that your voice was really difficult for me to listen to,
[00:22:49.720 --> 00:22:51.640]   it's actually becoming more tolerable to me."
[00:22:51.640 --> 00:22:53.560]   And by the end, we actually became pretty good friends
[00:22:53.560 --> 00:22:54.720]   and we're still in touch.
[00:22:54.720 --> 00:22:59.120]   And so what this says is that the recognition of something,
[00:22:59.120 --> 00:23:00.720]   whether or not that's an emotional thing
[00:23:00.720 --> 00:23:02.840]   or a desire to learn something else
[00:23:02.840 --> 00:23:05.600]   is actually the first step in neuroplasticity.
[00:23:05.600 --> 00:23:07.680]   And that's because our nervous system
[00:23:07.680 --> 00:23:10.000]   has two broad sets of functions.
[00:23:10.000 --> 00:23:12.400]   Some of those functions are reflexive,
[00:23:12.400 --> 00:23:15.840]   things like our breathing, our heart rate are obvious ones,
[00:23:15.840 --> 00:23:19.400]   but other aspects are reflexive like our ability to walk.
[00:23:19.400 --> 00:23:21.560]   If I get up out of this chair and walk out of the door,
[00:23:21.560 --> 00:23:23.360]   I don't think about each step that I'm taking
[00:23:23.360 --> 00:23:25.960]   and that's because I learned how to walk during development.
[00:23:25.960 --> 00:23:28.120]   But when we decide that we're going to shift
[00:23:28.120 --> 00:23:31.220]   some sort of behavior or some reaction
[00:23:31.220 --> 00:23:34.620]   or some new piece of information that we want to learn
[00:23:34.620 --> 00:23:37.140]   is something that we want to bring into our consciousness,
[00:23:37.140 --> 00:23:40.120]   that awareness is a remarkable thing
[00:23:40.120 --> 00:23:44.480]   because it cues the brain and the rest of the nervous system
[00:23:44.480 --> 00:23:48.080]   that when we engage in those reflexive actions going forward
[00:23:48.080 --> 00:23:49.600]   that those reflexive actions
[00:23:49.600 --> 00:23:53.000]   are no longer fated to be reflexive.
[00:23:53.000 --> 00:23:54.340]   Now, if this sounds a little bit abstract,
[00:23:54.340 --> 00:23:56.600]   we're going to talk about protocols for how to do this.
[00:23:56.600 --> 00:23:59.000]   But the first step in neuroplasticity
[00:23:59.000 --> 00:24:01.560]   is recognizing that you want to change something.
[00:24:01.560 --> 00:24:03.040]   And you should immediately say,
[00:24:03.040 --> 00:24:05.160]   well, kids don't go into school and say,
[00:24:05.160 --> 00:24:06.620]   oh, I want to learn language
[00:24:06.620 --> 00:24:08.320]   or I want to learn social interactions.
[00:24:08.320 --> 00:24:09.840]   And that's the beauty of childhood.
[00:24:09.840 --> 00:24:12.280]   The whole brain has this switch flipped
[00:24:12.280 --> 00:24:14.040]   that is making change possible.
[00:24:14.040 --> 00:24:16.620]   But after that, we have to be deliberate.
[00:24:16.620 --> 00:24:20.720]   We have to know what it is exactly that we want to change.
[00:24:20.720 --> 00:24:23.260]   Or if we don't know exactly what it is
[00:24:23.260 --> 00:24:24.440]   that we want to change,
[00:24:24.440 --> 00:24:26.760]   we at least have to know that we want to change something
[00:24:26.760 --> 00:24:28.520]   about some specific experience.
[00:24:28.520 --> 00:24:31.080]   In this case, I believe that she came and told me
[00:24:31.080 --> 00:24:33.640]   that my voice was really awful for her to listen to,
[00:24:33.640 --> 00:24:36.720]   not to make me feel bad or for any other reason,
[00:24:36.720 --> 00:24:40.040]   except that she wanted it to not be the case.
[00:24:40.040 --> 00:24:41.960]   And she knew I wasn't going to stop talking.
[00:24:41.960 --> 00:24:43.720]   So she decided to call it
[00:24:43.720 --> 00:24:45.940]   to her consciousness and mine as well.
[00:24:45.940 --> 00:24:47.400]   So that's important.
[00:24:47.400 --> 00:24:48.640]   If you want to learn something
[00:24:48.640 --> 00:24:51.360]   or you want to change your nervous system in any way,
[00:24:51.360 --> 00:24:53.460]   whether or not it's because of some impairment
[00:24:53.460 --> 00:24:56.480]   or because of something that you want to acquire,
[00:24:56.480 --> 00:25:00.480]   a cognitive skill, a motor skill, an emotional skill,
[00:25:00.480 --> 00:25:03.760]   the first thing is recognizing what that thing is.
[00:25:03.760 --> 00:25:06.460]   And that often can be the hardest thing to identify.
[00:25:06.460 --> 00:25:09.420]   But the brain has these self-recognition mechanisms.
[00:25:09.420 --> 00:25:11.640]   And those self-recognition mechanisms
[00:25:11.640 --> 00:25:16.320]   are not vague, spiritual, or mystical,
[00:25:16.320 --> 00:25:18.540]   or even psychological concepts.
[00:25:18.540 --> 00:25:20.800]   They are neurochemicals.
[00:25:20.800 --> 00:25:23.320]   We're going to talk next about the neurochemicals
[00:25:23.320 --> 00:25:26.380]   that stamp down particular behaviors
[00:25:26.380 --> 00:25:28.400]   and thoughts and emotional patterns
[00:25:28.400 --> 00:25:30.500]   and tell the rest of the nervous system,
[00:25:30.500 --> 00:25:32.740]   this is something to pay attention to
[00:25:32.740 --> 00:25:35.740]   because this is in the direction of the change
[00:25:35.740 --> 00:25:36.860]   that I want to make.
[00:25:36.860 --> 00:25:37.700]   So I'll repeat that.
[00:25:37.700 --> 00:25:39.580]   There are specific chemicals
[00:25:39.580 --> 00:25:41.500]   that when we are consciously aware
[00:25:41.500 --> 00:25:42.980]   of a change we want to make,
[00:25:42.980 --> 00:25:45.900]   or even just that we want to make some change,
[00:25:45.900 --> 00:25:48.080]   chemicals are released in the brain
[00:25:48.080 --> 00:25:51.500]   that allow us the opportunity to make those changes.
[00:25:51.500 --> 00:25:53.740]   Now there are specific protocols that science tells us
[00:25:53.740 --> 00:25:56.800]   we have to follow if we want those changes to occur.
[00:25:56.800 --> 00:26:01.800]   But that self-recognition is not a kind of murky concept.
[00:26:01.800 --> 00:26:04.420]   What it is is it's our forebrain,
[00:26:04.420 --> 00:26:06.320]   in particular our prefrontal cortex,
[00:26:06.320 --> 00:26:09.500]   signaling the rest of our nervous system
[00:26:09.500 --> 00:26:11.780]   that something that we're about to do here,
[00:26:11.780 --> 00:26:15.340]   feel or experience is worth paying attention to.
[00:26:15.340 --> 00:26:17.540]   So we'll pause there and then I'm going to move forward.
[00:26:17.540 --> 00:26:20.060]   One of the biggest lies in the universe
[00:26:20.060 --> 00:26:22.240]   that seems quite prominent right now
[00:26:22.240 --> 00:26:26.140]   is that every experience you have changes your brain.
[00:26:26.140 --> 00:26:27.300]   People love to say this.
[00:26:27.300 --> 00:26:29.500]   They love to say your brain is going to be different
[00:26:29.500 --> 00:26:31.220]   after this lecture or that your brain is going to be
[00:26:31.220 --> 00:26:33.860]   different after today's class than it was two days ago.
[00:26:33.860 --> 00:26:36.220]   And that's absolutely not true.
[00:26:36.220 --> 00:26:38.440]   The nervous system doesn't just change
[00:26:38.440 --> 00:26:39.620]   because you experienced something
[00:26:39.620 --> 00:26:42.140]   unless you're a very young child.
[00:26:42.140 --> 00:26:44.860]   The nervous system changes
[00:26:44.860 --> 00:26:47.860]   when certain neurochemicals are released
[00:26:47.860 --> 00:26:50.620]   and allow whatever neurons are active
[00:26:50.620 --> 00:26:54.020]   in the period in which those chemicals are swimming around
[00:26:54.020 --> 00:26:59.180]   to strengthen or weaken the connections of those neurons.
[00:26:59.180 --> 00:27:00.940]   Now, this is best illustrated
[00:27:00.940 --> 00:27:03.720]   through a little bit of scientific history.
[00:27:03.720 --> 00:27:06.240]   The whole basis of neuroplasticity
[00:27:06.240 --> 00:27:08.720]   is essentially ascribed to two individuals,
[00:27:08.720 --> 00:27:09.920]   although there were a lot more people
[00:27:09.920 --> 00:27:11.000]   that were involved in this work.
[00:27:11.000 --> 00:27:12.880]   Those two individuals go by the name
[00:27:12.880 --> 00:27:15.940]   David Hubel and Torsten Wiesel.
[00:27:15.940 --> 00:27:18.800]   David Hubel and Torsten Wiesel started off at Johns Hopkins,
[00:27:18.800 --> 00:27:20.820]   moved to Harvard Medical School.
[00:27:20.820 --> 00:27:24.160]   And in the '70s and '80s, they did a series of experiments
[00:27:24.160 --> 00:27:27.800]   recording electrical activity in the brain.
[00:27:27.800 --> 00:27:30.860]   They were in the visual cortex,
[00:27:30.860 --> 00:27:33.900]   meaning they put the electrodes in the visual cortex,
[00:27:33.900 --> 00:27:35.900]   and they were exploring how vision works
[00:27:35.900 --> 00:27:38.540]   and how the visual brain organizes all the features
[00:27:38.540 --> 00:27:40.700]   of the visual world to give us these incredible things
[00:27:40.700 --> 00:27:42.500]   we call visual perceptions.
[00:27:42.500 --> 00:27:46.580]   But Hubel was a physician,
[00:27:46.580 --> 00:27:50.020]   and he was very interested in what happens
[00:27:50.020 --> 00:27:52.100]   when, for instance, a child comes into the world
[00:27:52.100 --> 00:27:53.660]   and they have a cataract.
[00:27:53.660 --> 00:27:56.980]   The lens of their eye isn't clear, but it's opaque.
[00:27:56.980 --> 00:27:59.420]   Or when a kid has a lazy eye
[00:27:59.420 --> 00:28:01.260]   or the eyes have what's called strabismus,
[00:28:01.260 --> 00:28:04.240]   which is when the eyes either deviate outward or inward.
[00:28:04.240 --> 00:28:07.220]   These are very common things of childhood,
[00:28:07.220 --> 00:28:09.460]   especially in particular areas of the world.
[00:28:09.460 --> 00:28:11.740]   And what David and Torsten did
[00:28:11.740 --> 00:28:16.040]   is they figured out that there was a critical period
[00:28:16.040 --> 00:28:20.080]   in which if clear vision did not occur,
[00:28:20.080 --> 00:28:24.520]   the visual brain would completely rewire itself
[00:28:24.520 --> 00:28:27.660]   basically to represent whatever bit of visual information
[00:28:27.660 --> 00:28:28.840]   was coming in.
[00:28:28.840 --> 00:28:30.580]   So they did these experiments
[00:28:30.580 --> 00:28:34.380]   to kind of simulate a droopy eye or a deviating eye
[00:28:34.380 --> 00:28:35.700]   where they would close one eyelid.
[00:28:35.700 --> 00:28:37.700]   And then what they found is that the visual brain
[00:28:37.700 --> 00:28:39.740]   would respond entirely to the open eye.
[00:28:39.740 --> 00:28:42.100]   There was sort of a takeover of the visual brain
[00:28:42.100 --> 00:28:44.180]   representing the open eye.
[00:28:44.180 --> 00:28:48.260]   Many experiments in many different sensory systems
[00:28:48.260 --> 00:28:49.560]   followed up on this.
[00:28:49.560 --> 00:28:51.600]   There are beautiful experiments, for instance,
[00:28:51.600 --> 00:28:54.540]   from Greg Reckenzone's lab up at UC Davis
[00:28:54.540 --> 00:28:57.020]   and Mike Merzenich's labs at UCSF
[00:28:57.020 --> 00:28:58.420]   showing that, for instance,
[00:28:58.420 --> 00:29:01.860]   if two fingers were taped together early in development,
[00:29:01.860 --> 00:29:03.560]   so they weren't moving independently,
[00:29:03.560 --> 00:29:05.180]   the representation of those two fingers
[00:29:05.180 --> 00:29:06.700]   would become fused in the brain
[00:29:06.700 --> 00:29:09.660]   so that the person couldn't actually distinguish
[00:29:09.660 --> 00:29:11.020]   the movements and the sensations
[00:29:11.020 --> 00:29:12.300]   of the two fingers separately.
[00:29:12.300 --> 00:29:14.200]   Pretty remarkable.
[00:29:14.200 --> 00:29:18.540]   All of this is to say that David and Torsten's work,
[00:29:18.540 --> 00:29:20.440]   for which they won a Nobel Prize,
[00:29:20.440 --> 00:29:22.100]   they shared it with Roger Sperry,
[00:29:22.100 --> 00:29:26.540]   their work showed that the brain is in fact
[00:29:26.540 --> 00:29:28.440]   a customized map of the outside world.
[00:29:28.440 --> 00:29:29.780]   We said that already.
[00:29:29.780 --> 00:29:32.220]   But that what it's doing is it's measuring
[00:29:32.220 --> 00:29:35.800]   the amount of activity for a given part of our body,
[00:29:35.800 --> 00:29:38.060]   one eye or the other, or our fingers,
[00:29:38.060 --> 00:29:39.220]   this finger or that finger,
[00:29:39.220 --> 00:29:41.780]   and all of those inputs are competing
[00:29:41.780 --> 00:29:43.860]   for space in the brain.
[00:29:43.860 --> 00:29:45.780]   Now, this is fundamentally important
[00:29:45.780 --> 00:29:47.660]   because what it means is that
[00:29:47.660 --> 00:29:51.040]   if we are to change our nervous system in adulthood,
[00:29:51.040 --> 00:29:54.780]   we need to think about not just what we're trying to get,
[00:29:54.780 --> 00:29:56.060]   but what we're trying to give up.
[00:29:56.060 --> 00:29:58.280]   We can't actually add new connections
[00:29:58.280 --> 00:30:00.580]   without removing something else.
[00:30:00.580 --> 00:30:02.100]   And that might seem like kind of a stinger,
[00:30:02.100 --> 00:30:04.540]   but it actually turns out to be a great advantage.
[00:30:04.540 --> 00:30:08.980]   One of the key experiments that David and Torsten did
[00:30:08.980 --> 00:30:11.720]   was an experiment where they closed both eyes,
[00:30:11.720 --> 00:30:14.820]   where they essentially removed all visual input
[00:30:14.820 --> 00:30:16.060]   early in development.
[00:30:16.060 --> 00:30:17.640]   Now, this is slightly different than blindness
[00:30:17.640 --> 00:30:18.780]   because it was transient,
[00:30:18.780 --> 00:30:20.580]   it was only for a short period of time.
[00:30:20.580 --> 00:30:22.480]   But what they found is when they did that,
[00:30:22.480 --> 00:30:23.740]   there was no change.
[00:30:23.740 --> 00:30:26.220]   However, if they closed just one eye,
[00:30:26.220 --> 00:30:28.020]   there was a huge change.
[00:30:28.020 --> 00:30:29.340]   So when people tell you,
[00:30:29.340 --> 00:30:31.260]   "Oh, at the end of today's lecture,
[00:30:31.260 --> 00:30:32.580]   at the end of something,
[00:30:32.580 --> 00:30:34.700]   your brain is going to be completely different,"
[00:30:34.700 --> 00:30:35.780]   that's simply not true.
[00:30:35.780 --> 00:30:37.100]   If you're older than 25,
[00:30:37.100 --> 00:30:38.980]   your brain will not change
[00:30:38.980 --> 00:30:42.580]   unless there's a selective shift in your attention
[00:30:42.580 --> 00:30:45.340]   or a selective shift in your experience
[00:30:45.340 --> 00:30:49.100]   that tells the brain it's time to change.
[00:30:49.100 --> 00:30:50.820]   And those changes occur
[00:30:50.820 --> 00:30:52.140]   through the ways I talked about before,
[00:30:52.140 --> 00:30:54.420]   strengthening and weakening of particular connections.
[00:30:54.420 --> 00:30:56.180]   They have names like long-term potentiation,
[00:30:56.180 --> 00:30:57.040]   long-term depression,
[00:30:57.040 --> 00:30:58.740]   which has nothing to do with emotional depression,
[00:30:58.740 --> 00:31:00.940]   by the way, spike timing dependent plasticity.
[00:31:00.940 --> 00:31:03.380]   I threw out those names not to confuse you,
[00:31:03.380 --> 00:31:05.040]   but for those of you that would like
[00:31:05.040 --> 00:31:07.320]   more in-depth exploration of those,
[00:31:07.320 --> 00:31:09.660]   please, you can go Google those and look them up.
[00:31:09.660 --> 00:31:11.160]   There are great Wikipedia pages for them,
[00:31:11.160 --> 00:31:12.520]   and you can go down the paper trail.
[00:31:12.520 --> 00:31:15.200]   I might even touch on them in some subsequent episodes.
[00:31:15.200 --> 00:31:17.280]   But the important thing to understand
[00:31:17.280 --> 00:31:19.580]   is that if we want something to change,
[00:31:19.580 --> 00:31:22.900]   we really need to bring an immense amount of attention
[00:31:22.900 --> 00:31:25.100]   to whatever it is that we want to change.
[00:31:25.100 --> 00:31:27.560]   This is very much linked to the statement I made earlier
[00:31:27.560 --> 00:31:30.580]   about it all starts with an awareness.
[00:31:30.580 --> 00:31:33.120]   Now, why is that attention important?
[00:31:33.120 --> 00:31:36.340]   Well, David and Torrenston won their Nobel Prize,
[00:31:36.340 --> 00:31:37.180]   and they certainly deserved it.
[00:31:37.180 --> 00:31:38.080]   They probably deserved two
[00:31:38.080 --> 00:31:39.700]   because they also figured out how vision works.
[00:31:39.700 --> 00:31:40.860]   And I might be biased
[00:31:40.860 --> 00:31:42.380]   'cause they're my scientific great-grandparents,
[00:31:42.380 --> 00:31:45.380]   but I think everybody in the field of neuroscience agrees
[00:31:45.380 --> 00:31:49.260]   that Hubel and Wiesel, as they're called,
[00:31:49.260 --> 00:31:51.640]   H and W for those in the game,
[00:31:51.640 --> 00:31:54.140]   absolutely deserved a Nobel Prize for their work
[00:31:54.140 --> 00:31:56.680]   because they really unveiled the mechanisms
[00:31:56.680 --> 00:31:59.060]   of brain change, of plasticity.
[00:31:59.060 --> 00:32:00.460]   David passed away a few years ago.
[00:32:00.460 --> 00:32:01.380]   Torrenston's still alive.
[00:32:01.380 --> 00:32:02.580]   He's in his late 90s.
[00:32:02.580 --> 00:32:04.160]   He's still at the Rockefeller University.
[00:32:04.160 --> 00:32:05.320]   He's sharp as a tack.
[00:32:05.320 --> 00:32:07.440]   He still jogs several miles a day.
[00:32:07.440 --> 00:32:09.840]   He's really into art and a number of other things.
[00:32:09.840 --> 00:32:11.060]   He's also a super nice guy.
[00:32:11.060 --> 00:32:12.520]   Hubel was a really nice guy as well.
[00:32:12.520 --> 00:32:14.740]   It's also, he was a great Frisbee player, I discovered,
[00:32:14.740 --> 00:32:16.100]   'cause he beat me in a game of "Ultimate"
[00:32:16.100 --> 00:32:17.740]   when he was like 80,
[00:32:17.740 --> 00:32:20.080]   which still has me a little bit irked.
[00:32:20.080 --> 00:32:24.160]   But anyway, Hubel and Wiesel did an amazing thing
[00:32:24.160 --> 00:32:26.620]   for science that will forever change the way
[00:32:26.620 --> 00:32:28.300]   that we think about the brain.
[00:32:28.300 --> 00:32:30.680]   However, they were quite wrong
[00:32:30.680 --> 00:32:32.720]   about this critical period thing.
[00:32:32.720 --> 00:32:34.960]   The critical period was this idea
[00:32:34.960 --> 00:32:38.400]   that if you were to deprive the nervous system of an input,
[00:32:38.400 --> 00:32:41.320]   say closing one eye early in development
[00:32:41.320 --> 00:32:43.720]   and the rest of the visual cortex is taken over
[00:32:43.720 --> 00:32:45.760]   by the representation of the open eye,
[00:32:45.760 --> 00:32:47.920]   that you could never change that
[00:32:47.920 --> 00:32:49.960]   unless you intervened early.
[00:32:49.960 --> 00:32:51.280]   And this actually formed the basis
[00:32:51.280 --> 00:32:55.160]   for why a kid that has a lazy eye or a cataract,
[00:32:55.160 --> 00:32:56.860]   why even though there's some issues
[00:32:56.860 --> 00:32:59.080]   with anesthesia in young children,
[00:32:59.080 --> 00:33:02.000]   why now we know that you want to get in there early
[00:33:02.000 --> 00:33:05.400]   and fix the cataract or fix the strabismus.
[00:33:05.400 --> 00:33:07.640]   That's what ophthalmologists do.
[00:33:07.640 --> 00:33:10.980]   However, their idea that you had to do it early
[00:33:10.980 --> 00:33:12.720]   or else there was no opportunity
[00:33:12.720 --> 00:33:16.600]   to rescue the nervous system deficit later on,
[00:33:16.600 --> 00:33:19.120]   turned out wasn't entirely true.
[00:33:19.120 --> 00:33:22.700]   In the early '90s, a graduate student
[00:33:22.700 --> 00:33:25.080]   by the name of Greg Reckenzone was in the laboratory
[00:33:25.080 --> 00:33:27.920]   of a guy named Mike Merzenich at UCSF.
[00:33:27.920 --> 00:33:30.560]   And they set out to test this idea
[00:33:30.560 --> 00:33:33.140]   that if one wants to change their brain,
[00:33:33.140 --> 00:33:34.680]   they need to do it early in life
[00:33:34.680 --> 00:33:37.100]   because the adult brain simply isn't plastic.
[00:33:37.100 --> 00:33:39.720]   It's not available for these changes.
