
[00:00:00.040 --> 00:00:10.560]   found
[00:25:47.000 --> 00:25:47.000]   The court will ask you to do a case that is not settled before trial.
[00:25:47.000 --> 00:25:47.000]   The court will ask you to do a case that is not settled before trial.
[00:25:47.000 --> 00:25:47.000]   The court will ask you to do a case that is not settled before trial.
[00:25:47.000 --> 00:25:47.000]   The court will ask you to do a case that is not settled before trial.
[00:25:47.000 --> 00:25:47.000]   The court will ask you to do a case that is not settled before trial.
[00:25:47.000 --> 00:25:47.000]   The court will ask you to do a case that is not settled before trial.
[00:25:47.000 --> 00:25:47.000]   The court will ask you to do a case that is not settled before trial.
[00:25:47.000 --> 00:25:47.000]   The court will ask you to do a case that is not settled before trial.
[00:25:47.000 --> 00:26:17.020]   the court will ask you to do a case that is not settled before trial.
[00:26:17.020 --> 00:26:17.020]   The court will ask you to do a case that is not settled before trial.
[00:26:17.020 --> 00:26:17.020]   The court will ask you to do a case that is not settled before trial.
[00:26:17.020 --> 00:26:17.020]   The court will ask you to do a case that is not settled before trial.
[00:26:17.020 --> 00:26:17.020]   The court will ask you to do a case that is not settled before trial.
[00:26:17.020 --> 00:26:17.020]   The court will ask you to do a case that is not settled before trial.
[00:26:17.020 --> 00:26:17.020]   The court will ask you to do a case that is not settled before trial.
[00:26:17.020 --> 00:26:17.020]   The court will ask you to do a case that is not settled before trial.
[00:26:17.040 --> 00:26:47.040]   The court will ask you to do a case that is not settled before trial.
[00:26:47.040 --> 00:26:47.040]   The court will ask you to do a case that is not settled before trial.
[00:26:47.040 --> 00:26:47.040]   The court will ask you to do a case that is not settled before trial.
[00:26:47.040 --> 00:26:47.040]   The court will ask you to do a case that is not settled before trial.
[00:26:47.040 --> 00:26:47.040]   The court will ask you to do a case that is not settled before trial.
[00:26:47.040 --> 00:26:47.040]   The court will ask you to do a case that is not settled before trial.
[00:26:47.040 --> 00:26:47.040]   The court will ask you to do a case that is not settled before trial.
[00:26:47.040 --> 00:26:47.040]   The court will ask you to do a case that is not settled before trial.
[00:26:47.040 --> 00:26:47.040]   The court will ask you to do a case that is not settled before trial.
[00:26:47.040 --> 00:26:47.040]   The court will ask you to do a case that is not settled before trial.
[00:26:47.040 --> 00:26:47.040]   The court will ask you to do a case that is not settled before trial.
[00:26:47.040 --> 00:26:47.040]   The court will ask you to do a case that is not settled before trial.
[00:26:47.080 --> 00:27:17.060]   The court will ask you to do a case that is not settled before trial.
[00:27:17.060 --> 00:27:17.060]   The court will ask you to do a case that is not settled before trial.
[00:27:17.060 --> 00:27:17.060]   The court will ask you to do a case that is not settled before trial.
[00:27:17.060 --> 00:27:17.060]   The court will ask you to do a case that is not settled before trial.
[00:27:17.060 --> 00:27:17.060]   The court will ask you to do a case that is not settled before trial.
[00:27:17.060 --> 00:27:17.060]   The court will ask you to do a case that is not settled before trial.
[00:27:17.060 --> 00:27:17.060]   The court will ask you to do a case that is not settled before trial.
[00:27:17.060 --> 00:27:17.060]   The court will ask you to do a case that is not settled before trial.
[00:27:17.060 --> 00:27:17.060]   The court will ask you to do a case that is not settled before trial.
[00:27:17.080 --> 00:27:47.080]   The court will ask you to do a case that is not settled before trial.
[00:27:47.080 --> 00:27:47.080]   The court will ask you to do a case that is not settled before trial.
[00:27:47.080 --> 00:27:47.080]   The court will ask you to do a case that is not settled before trial.
[00:27:47.080 --> 00:27:47.080]   The court will ask you to do a case that is not settled before trial.
[00:27:47.080 --> 00:27:47.080]   The court will ask you to do a case that is not settled before trial.
[00:27:47.080 --> 00:27:47.080]   The court will ask you to do a case that is not settled before trial.
[00:27:47.080 --> 00:27:47.080]   The court will ask you to do a case that is not settled before trial.
[00:27:47.080 --> 00:27:47.080]   The court will ask you to do a case that is not settled before trial.
[00:27:47.080 --> 00:27:47.080]   The court will ask you to do a case that is not settled before trial.
[00:27:47.080 --> 00:27:47.080]   The court will ask you to do a case that is not settled before trial.
[00:27:47.080 --> 00:27:47.080]   The court will ask you to do a case that is not settled before trial.
[00:27:47.080 --> 00:27:47.080]   The court will ask you to do a case that is not settled before trial.
[00:27:47.100 --> 00:28:17.100]   I'm not saying that you should be doing a case that is not settled before trial.
[00:28:17.100 --> 00:28:17.100]   The court will ask you to do a case that is not settled before trial.
[00:28:17.100 --> 00:28:17.100]   The court will ask you to do a case that is not settled before trial.
[00:28:17.100 --> 00:28:17.100]   The court will ask you to do a case that is not settled before trial.
[00:28:17.100 --> 00:28:17.100]   The court will ask you to do a case that is not settled before trial.
[00:28:17.100 --> 00:28:17.100]   The court will ask you to do a case that is not settled before trial.
[00:28:17.100 --> 00:28:17.100]   The court will ask you to do a case that is not settled before trial.
[00:28:17.100 --> 00:28:17.100]   The court will ask you to do a case that is not settled before trial.
[00:28:17.100 --> 00:28:17.100]   The court will ask you to do a case that is not settled before trial.
[00:28:17.100 --> 00:28:17.100]   The court will ask you to do a case that is not settled before trial. The court will ask you to do a case that is not settled before trial.
[00:28:17.120 --> 00:28:47.120]   The court will ask you to do a case that is not settled before trial.
[00:28:47.120 --> 00:28:47.120]   The court will ask you to do a case that is not settled before trial.
[00:28:47.120 --> 00:28:47.120]   The court will ask you to do a case that is not settled before trial.
[00:28:47.120 --> 00:28:47.120]   The court will ask you to do a case that is not settled before trial.
[00:28:47.120 --> 00:28:47.120]   The court will ask you to do a case that is not settled before trial.
[00:28:47.120 --> 00:28:47.120]   The court will ask you to do a case that is not settled before trial.
[00:28:47.120 --> 00:28:47.120]   The court will ask you to do a case that is not settled before trial.
[00:28:47.120 --> 00:28:47.120]   The court will ask you to do a case that is not settled before trial.
[00:28:47.120 --> 00:28:47.120]   The court will ask you to do a case that is not settled before trial.
[00:28:47.120 --> 00:28:47.120]   The court will ask you to do a case that is not settled before trial.
[00:28:47.120 --> 00:29:17.140]   The court will ask you to do a case that is not settled before trial.
[00:29:17.140 --> 00:29:17.140]   The court will ask you to do a case that is not settled before trial.
[00:29:17.140 --> 00:29:17.140]   The court will ask you to do a case that is not settled before trial.
[00:29:17.140 --> 00:29:17.140]   The court will ask you to do a case that is not settled before trial.
[00:29:17.140 --> 00:29:17.140]   The court will ask you to do a case that is not settled before trial.
[00:29:17.140 --> 00:29:17.140]   The court will ask you to do a case that is not settled before trial.
[00:29:17.140 --> 00:29:17.140]   The court will ask you to do a case that is not settled before trial.
[00:29:17.140 --> 00:29:17.140]   The court will ask you to do a case that is not settled before trial.
[00:29:17.160 --> 00:29:47.160]   The court will ask you to do a case that is not settled before trial.
[00:29:47.160 --> 00:29:47.160]   The court will ask you to do a case that is not settled before trial.
[00:29:47.160 --> 00:29:47.160]   The court will ask you to do a case that is not settled before trial.
[00:29:47.160 --> 00:29:47.160]   The court will ask you to do a case that is not settled before trial.
[00:29:47.160 --> 00:29:47.160]   The court will ask you to do a case that is not settled before trial.
[00:29:47.160 --> 00:29:47.160]   The court will ask you to do a case that is not settled before trial.
[00:29:47.160 --> 00:29:47.160]   The court will ask you to do a case that is not settled before trial.
[00:29:47.160 --> 00:29:47.160]   The court will ask you to do a case that is not settled before trial.
[00:29:47.160 --> 00:29:47.160]   The court will ask you to do a case that is not settled before trial.
[00:29:47.160 --> 00:29:47.160]   The court will ask you to do a case that is not settled before trial.
[00:29:47.160 --> 00:29:47.160]   The court will ask you to do a case that is not settled before trial.
[00:29:47.160 --> 00:29:47.160]   The court will ask you to do a case that is not settled before trial.
[00:29:47.160 --> 00:30:17.180]   the court will ask you to do a case that is not settled before trial.
[00:30:17.180 --> 00:30:17.180]   The court will ask you to do a case that is not settled before trial.
[00:30:17.180 --> 00:30:17.180]   The court will ask you to do a case that is not settled before trial.
[00:30:17.180 --> 00:30:17.180]   The court will ask you to do a case that is not settled before trial.
[00:30:17.180 --> 00:30:17.180]   The court will ask you to do a case that is not settled before trial.
[00:30:17.180 --> 00:30:17.180]   The court will ask you to do a case that is not settled before trial.
[00:30:17.180 --> 00:30:17.180]   The court will ask you to do a case that is not settled before trial.
[00:30:17.180 --> 00:30:17.180]   The court will ask you to do a case that is not settled before trial.
[00:30:17.200 --> 00:30:47.200]   The court will ask you to do a case that is not settled before trial.
[00:30:47.200 --> 00:30:47.200]   The court will ask you to do a case that is not settled before trial.
[00:30:47.200 --> 00:30:47.200]   The court will ask you to do a case that is not settled before trial.
[00:30:47.200 --> 00:30:47.200]   The court will ask you to do a case that is not settled before trial.
[00:30:47.200 --> 00:30:47.200]   The court will ask you to do a case that is not settled before trial.
[00:30:47.200 --> 00:30:47.200]   The court will ask you to do a case that is not settled before trial.
[00:30:47.200 --> 00:30:47.200]   The court will ask you to do a case that is not settled before trial.
[00:30:47.200 --> 00:30:47.200]   The court will ask you to do a case that is not settled before trial.
[00:30:47.200 --> 00:30:47.200]   The court will ask you to do a case that is not settled before trial.
[00:30:47.200 --> 00:30:47.200]   The court will ask you to do a case that is not settled before trial.
[00:30:47.200 --> 00:30:47.200]   The court will ask you to do a case that is not settled before trial.
[00:30:47.200 --> 00:30:47.200]   The court will ask you to do a case that is not settled before trial.
[00:30:47.240 --> 00:31:17.220]   the court will ask you to do a case that is not settled before trial.
[00:31:17.220 --> 00:31:17.220]   The court will ask you to do a case that is not settled before trial.
[00:31:17.220 --> 00:31:17.220]   The court will ask you to do a case that is not settled before trial.
[00:31:17.220 --> 00:31:17.220]   The court will ask you to do a case that is not settled before trial.
[00:31:17.220 --> 00:31:17.220]   The court will ask you to do a case that is not settled before trial.
[00:31:17.220 --> 00:31:17.220]   The court will ask you to do a case that is not settled before trial.
[00:31:17.220 --> 00:31:17.220]   The court will ask you to do a case that is not settled before trial.
[00:31:17.240 --> 00:31:47.240]   The court will ask you to do a case that is not settled before trial.
[00:31:47.240 --> 00:31:47.240]   The court will ask you to do a case that is not settled before trial.
[00:31:47.240 --> 00:31:47.240]   The court will ask you to do a case that is not settled before trial.
[00:31:47.240 --> 00:31:47.240]   The court will ask you to do a case that is not settled before trial.
[00:31:47.240 --> 00:31:47.240]   The court will ask you to do a case that is not settled before trial.
[00:31:47.240 --> 00:31:47.240]   The court will ask you to do a case that is not settled before trial.
[00:31:47.240 --> 00:31:47.240]   The court will ask you to do a case that is not settled before trial.
[00:31:47.240 --> 00:31:47.240]   The court will ask you to do a case that is not settled before trial.
[00:31:47.240 --> 00:31:47.240]   The court will ask you to do a case that is not settled before trial.
[00:31:47.240 --> 00:31:47.240]   The court will ask you to do a case that is not settled before trial.
[00:31:47.240 --> 00:31:47.240]   The court will ask you to do a case that is not settled before trial.
[00:31:47.240 --> 00:31:47.240]   The court will ask you to do a case that is not settled before trial.
[00:31:47.240 --> 00:32:17.260]   the court will ask you to do a case that is not settled before trial.
[00:32:17.260 --> 00:32:17.260]   The court will ask you to do a case that is not settled before trial.
[00:32:17.260 --> 00:32:17.260]   The court will ask you to do a case that is not settled before trial.
[00:32:17.260 --> 00:32:17.260]   The court will ask you to do a case that is not settled before trial.
[00:32:17.260 --> 00:32:17.260]   The court will ask you to do a case that is not settled before trial.
[00:32:17.260 --> 00:32:17.260]   The court will ask you to do a case that is not settled before trial.
[00:32:17.260 --> 00:32:17.260]   The court will ask you to do a case that is not settled before trial.
[00:32:17.260 --> 00:32:17.260]   The court will ask you to do a case that is not settled before trial.
[00:32:17.280 --> 00:32:47.280]   The court will ask you to do a case that is not settled before trial.
[00:32:47.280 --> 00:32:47.280]   The court will ask you to do a case that is not settled before trial.
[00:32:47.280 --> 00:32:47.280]   The court will ask you to do a case that is not settled before trial.
[00:32:47.280 --> 00:32:47.280]   The court will ask you to do a case that is not settled before trial.
[00:32:47.280 --> 00:32:47.280]   The court will ask you to do a case that is not settled before trial.
[00:32:47.280 --> 00:32:47.280]   The court will ask you to do a case that is not settled before trial.
[00:32:47.280 --> 00:32:47.280]   The court will ask you to do a case that is not settled before trial.
[00:32:47.280 --> 00:32:47.280]   The court will ask you to do a case that is not settled before trial.
[00:32:47.280 --> 00:32:47.280]   The court will ask you to do a case that is not settled before trial.
[00:32:47.280 --> 00:32:47.280]   The court will ask you to do a case that is not settled before trial.
[00:32:47.280 --> 00:32:47.280]   The court will ask you to do a case that is not settled before trial.
[00:32:47.280 --> 00:32:47.280]   The court will ask you to do a case that is not settled before trial.
[00:32:47.320 --> 00:33:17.300]   the court will ask you to do a case that is not settled before trial.
[00:33:17.300 --> 00:33:17.300]   The court will ask you to do a case that is not settled before trial.
[00:33:17.300 --> 00:33:17.300]   The court will ask you to do a case that is not settled before trial.
[00:33:17.300 --> 00:33:17.300]   The court will ask you to do a case that is not settled before trial.
[00:33:17.300 --> 00:33:17.300]   The court will ask you to do a case that is not settled before trial.
[00:33:17.300 --> 00:33:17.300]   The court will ask you to do a case that is not settled before trial.
[00:33:17.300 --> 00:33:17.300]   The court will ask you to do a case that is not settled before trial.
[00:33:17.320 --> 00:33:47.320]   The court will ask you to do a case that is not settled before trial.
[00:33:47.320 --> 00:33:47.320]   The court will ask you to do a case that is not settled before trial.
[00:33:47.320 --> 00:33:47.320]   The court will ask you to do a case that is not settled before trial.
[00:33:47.320 --> 00:33:47.320]   The court will ask you to do a case that is not settled before trial.
[00:33:47.320 --> 00:33:47.320]   The court will ask you to do a case that is not settled before trial.
[00:33:47.320 --> 00:33:47.320]   The court will ask you to do a case that is not settled before trial.
[00:33:47.320 --> 00:33:47.320]   The court will ask you to do a case that is not settled before trial.
[00:33:47.320 --> 00:33:47.320]   The court will ask you to do a case that is not settled before trial.
[00:33:47.320 --> 00:33:47.320]   The court will ask you to do a case that is not settled before trial.
[00:33:47.320 --> 00:33:47.320]   The court will ask you to do a case that is not settled before trial.
[00:33:47.320 --> 00:33:47.320]   The court will ask you to do a case that is not settled before trial.
[00:33:47.320 --> 00:33:47.320]   The court will ask you to do a case that is not settled before trial.
[00:33:47.360 --> 00:34:17.340]   the court will ask you to do a case that is not settled before trial.
[00:34:17.340 --> 00:34:17.340]   The court will ask you to do a case that is not settled before trial.
[00:34:17.340 --> 00:34:17.340]   The court will ask you to do a case that is not settled before trial.
[00:34:17.340 --> 00:34:17.340]   The court will ask you to do a case that is not settled before trial.
[00:34:17.340 --> 00:34:17.340]   The court will ask you to do a case that is not settled before trial.
[00:34:17.340 --> 00:34:17.340]   The court will ask you to do a case that is not settled before trial.
[00:34:17.360 --> 00:34:47.360]   The court will ask you to do a case that is not settled before trial.
[00:34:47.360 --> 00:34:47.360]   The court will ask you to do a case that is not settled before trial.
[00:34:47.360 --> 00:34:47.360]   The court will ask you to do a case that is not settled before trial.
[00:34:47.360 --> 00:34:47.360]   The court will ask you to do a case that is not settled before trial.
[00:34:47.360 --> 00:34:47.360]   The court will ask you to do a case that is not settled before trial.
[00:34:47.360 --> 00:34:47.360]   The court will ask you to do a case that is not settled before trial.
[00:34:47.360 --> 00:34:47.360]   The court will ask you to do a case that is not settled before trial.
[00:34:47.360 --> 00:34:47.360]   The court will ask you to do a case that is not settled before trial.
[00:34:47.360 --> 00:34:47.360]   The court will ask you to do a case that is not settled before trial.
[00:34:47.360 --> 00:34:47.360]   The court will ask you to do a case that is not settled before trial.
[00:34:47.360 --> 00:34:47.360]   The court will ask you to do a case that is not settled before trial.
[00:34:47.360 --> 00:34:47.360]   The court will ask you to do a case that is not settled before trial.
[00:34:47.360 --> 00:35:17.380]   the court will ask you to do a case that is not settled before trial.
[00:35:17.380 --> 00:35:17.380]   The court will ask you to do a case that is not settled before trial.
[00:35:17.380 --> 00:35:17.380]   The court will ask you to do a case that is not settled before trial.
[00:35:17.380 --> 00:35:17.380]   The court will ask you to do a case that is not settled before trial.
[00:35:17.380 --> 00:35:17.380]   The court will ask you to do a case that is not settled before trial.
[00:35:17.380 --> 00:35:17.380]   The court will ask you to do a case that is not settled before trial.
[00:35:17.400 --> 00:35:47.400]   The court will ask you to do a case that is not settled before trial.
[00:35:47.400 --> 00:35:47.400]   The court will ask you to do a case that is not settled before trial.
[00:35:47.400 --> 00:35:47.400]   The court will ask you to do a case that is not settled before trial.
[00:35:47.400 --> 00:35:47.400]   The court will ask you to do a case that is not settled before trial.
[00:35:47.400 --> 00:35:47.400]   The court will ask you to do a case that is not settled before trial.
[00:35:47.400 --> 00:35:47.400]   The court will ask you to do a case that is not settled before trial.
[00:35:47.400 --> 00:35:47.400]   The court will ask you to do a case that is not settled before trial.
[00:35:47.400 --> 00:35:47.400]   The court will ask you to do a case that is not settled before trial.
[00:35:47.400 --> 00:35:47.400]   The court will ask you to do a case that is not settled before trial.
[00:35:47.400 --> 00:35:47.400]   The court will ask you to do a case that is not settled before trial.
[00:35:47.400 --> 00:35:47.400]   The court will ask you to do a case that is not settled before trial.
[00:35:47.400 --> 00:35:47.400]   The court will ask you to do a case that is not settled before trial.
[00:36:17.420 --> 00:36:17.420]   The court will ask you to do a case that is not settled before trial.
[00:36:17.420 --> 00:36:17.420]   The court will ask you to do a case that is not settled before trial.
[00:36:17.420 --> 00:36:17.420]   The court will ask you to do a case that is not settled before trial.
[00:36:17.420 --> 00:36:17.420]   The court will ask you to do a case that is not settled before trial.
[00:36:17.420 --> 00:36:17.420]   The court will ask you to do a case that is not settled before trial.
[00:36:17.420 --> 00:36:17.420]   The court will ask you to do a case that is not settled before trial.
[00:36:17.440 --> 00:36:47.440]   The court will ask you to do a case that is not settled before trial.
[00:36:47.440 --> 00:36:47.440]   The court will ask you to do a case that is not settled before trial.
[00:36:47.440 --> 00:36:47.440]   The court will ask you to do a case that is not settled before trial.
[00:36:47.440 --> 00:36:47.440]   The court will ask you to do a case that is not settled before trial.
[00:36:47.440 --> 00:36:47.440]   The court will ask you to do a case that is not settled before trial.
[00:36:47.440 --> 00:36:47.440]   The court will ask you to do a case that is not settled before trial.
[00:36:47.440 --> 00:36:47.440]   The court will ask you to do a case that is not settled before trial.
[00:36:47.440 --> 00:36:47.440]   The court will ask you to do a case that is not settled before trial.
[00:36:47.440 --> 00:36:47.440]   The court will ask you to do a case that is not settled before trial.
[00:36:47.440 --> 00:36:47.440]   The court will ask you to do a case that is not settled before trial.
[00:36:47.440 --> 00:36:47.440]   The court will ask you to do a case that is not settled before trial.
[00:36:47.440 --> 00:36:47.440]   The court will ask you to do a case that is not settled before trial.
[00:37:17.460 --> 00:37:17.460]   The court will ask you to do a case that is not settled before trial.
[00:37:17.460 --> 00:37:17.460]   The court will ask you to do a case that is not settled before trial.
[00:37:17.460 --> 00:37:17.460]   The court will ask you to do a case that is not settled before trial.
[00:37:17.460 --> 00:37:17.460]   The court will ask you to do a case that is not settled before trial.
[00:37:17.460 --> 00:37:17.460]   The court will ask you to do a case that is not settled before trial.
[00:37:17.460 --> 00:37:17.460]   The court will ask you to do a case that is not settled before trial.
[00:37:17.460 --> 00:37:17.460]   The court will ask you to do a case that is not settled before trial.
[00:37:17.460 --> 00:37:17.460]   The court will ask you to do a case that is not settled before trial.
[00:37:17.460 --> 00:37:17.460]   The court will ask you to do a case that is not settled before trial.
[00:37:17.480 --> 00:37:47.480]   The court will ask you to do a case that is not settled before trial.
[00:37:47.480 --> 00:37:47.480]   The court will ask you to do a case that is not settled before trial.
[00:37:47.480 --> 00:37:47.480]   The court will ask you to do a case that is not settled before trial.
[00:37:47.480 --> 00:37:47.480]   The court will ask you to do a case that is not settled before trial.
[00:37:47.480 --> 00:37:47.480]   The court will ask you to do a case that is not settled before trial.
[00:37:47.480 --> 00:37:47.480]   The court will ask you to do a case that is not settled before trial.
[00:37:47.480 --> 00:37:47.480]   The court will ask you to do a case that is not settled before trial.
[00:37:47.480 --> 00:37:47.480]   The court will ask you to do a case that is not settled before trial.
[00:37:47.480 --> 00:37:47.480]   The court will ask you to do a case that is not settled before trial.
[00:37:47.480 --> 00:37:47.480]   The court will ask you to do a case that is not settled before trial.
[00:37:47.480 --> 00:37:47.480]   The court will ask you to do a case that is not settled before trial.
[00:37:47.480 --> 00:37:47.480]   The court will ask you to do a case that is not settled before trial.
[00:37:47.480 --> 00:38:17.500]   the court will ask you to do a case that is not settled before trial.
[00:38:17.500 --> 00:38:17.500]   The court will ask you to do a case that is not settled before trial.
[00:38:17.500 --> 00:38:17.500]   The court will ask you to do a case that is not settled before trial.
[00:38:17.500 --> 00:38:17.500]   The court will ask you to do a case that is not settled before trial.
[00:38:17.500 --> 00:38:17.500]   The court will ask you to do a case that is not settled before trial.
[00:38:17.500 --> 00:38:17.500]   The court will ask you to do a case that is not settled before trial.
[00:38:17.500 --> 00:38:17.500]   The court will ask you to do a case that is not settled before trial.
[00:38:17.500 --> 00:38:17.500]   The court will ask you to do a case that is not settled before trial.
[00:38:17.520 --> 00:38:47.520]   The court will ask you to do a case that is not settled before trial.
[00:38:47.520 --> 00:38:47.520]   The court will ask you to do a case that is not settled before trial.
[00:38:47.520 --> 00:38:47.520]   The court will ask you to do a case that is not settled before trial.
[00:38:47.520 --> 00:38:47.520]   The court will ask you to do a case that is not settled before trial.
[00:38:47.520 --> 00:38:47.520]   The court will ask you to do a case that is not settled before trial.
[00:38:47.520 --> 00:38:47.520]   The court will ask you to do a case that is not settled before trial.
[00:38:47.520 --> 00:38:47.520]   The court will ask you to do a case that is not settled before trial.
[00:38:47.520 --> 00:38:47.520]   The court will ask you to do a case that is not settled before trial.
[00:38:47.520 --> 00:38:47.520]   The court will ask you to do a case that is not settled before trial.
[00:38:47.520 --> 00:38:47.520]   The court will ask you to do a case that is not settled before trial.
[00:38:47.520 --> 00:38:47.520]   The court will ask you to do a case that is not settled before trial.
[00:38:47.520 --> 00:38:47.520]   The court will ask you to do a case that is not settled before trial.
[00:39:17.540 --> 00:39:17.540]   If you don't ever spend time with somebody of the opposite sex alone,
[00:39:17.540 --> 00:39:17.540]   If you don't ever spend time with somebody of the opposite sex alone,
[00:39:17.540 --> 00:39:17.540]   If you don't ever spend time with somebody of the opposite sex alone,
[00:39:17.540 --> 00:39:17.540]   If you fire the employee who is acting out of turn, you eliminate the potential claim. If you don't ever spend time with somebody of the opposite sex alone, you eliminate the potential claim.
[00:39:17.560 --> 00:39:47.560]   You eliminate the entire case.
[00:39:47.560 --> 00:39:47.560]   If you don't ever spend time with somebody of the opposite sex alone, you eliminate the potential claim.
[00:39:47.560 --> 00:39:47.560]   If you don't ever spend time with somebody of the opposite sex alone, you eliminate the potential claim.
[00:39:47.560 --> 00:39:47.560]   If you don't ever spend time with somebody of the opposite sex alone, you eliminate the potential claim.
[00:39:47.560 --> 00:39:47.560]   If you don't ever spend time with somebody of the opposite sex alone, you eliminate the potential claim.
[00:39:47.560 --> 00:39:47.560]   If you don't ever spend time with somebody of the opposite sex alone, you eliminate the potential claim.
[00:39:47.560 --> 00:39:47.560]   If you don't ever spend time with somebody of the opposite sex alone, you eliminate the potential claim.
[00:39:47.560 --> 00:39:47.560]   If you don't ever spend time with somebody of the opposite sex alone, you eliminate the potential claim.
[00:39:47.560 --> 00:39:47.560]   If you don't ever spend time with somebody of the opposite sex alone, you eliminate the potential claim.
[00:39:47.560 --> 00:39:47.560]   If you don't ever spend time with somebody of the opposite sex alone, you eliminate the potential claim.
[00:40:17.580 --> 00:40:17.580]   The most important thing you can do is to eliminate the potential claim.
[00:40:17.580 --> 00:40:17.580]   The most important thing you can do is to eliminate the potential claim.
[00:40:17.580 --> 00:40:17.580]   The most important thing you can do is to eliminate the potential claim.
[00:40:17.580 --> 00:40:17.580]   The most important thing you can do is to eliminate the potential claim.
[00:40:17.580 --> 00:40:17.580]   The most important thing you can do is to eliminate the potential claim.
[00:40:17.580 --> 00:40:17.580]   The most important thing you can do is to eliminate the potential claim.
[00:40:17.580 --> 00:40:17.580]   The most important thing you can do is to eliminate the potential claim.
[00:40:17.580 --> 00:40:17.580]   The most important thing you can do is to eliminate the potential claim.
[00:40:17.580 --> 00:40:17.580]   The most important thing you can do is to eliminate the potential claim.
[00:40:47.600 --> 00:40:47.600]   Trial, which is the minority, if you go to trial you have the strongest case. By doing all the things that we've talked about and then if you lose your case then you wind up by if you could put an asset in there that will ultimately be toxic for the creditor to hold then you win.
[00:40:47.600 --> 00:40:47.600]   Trial, which is the minority, if you go to trial you have the strongest case by doing all the things that we've talked about and then if you lose your case then you wind up by if you could put an asset in there that will ultimately be toxic for the creditor to hold then you win.
[00:40:47.600 --> 00:40:47.600]   Trial, which is the minority, if you go to trial you have the strongest case by doing all the things that we've talked about and then if you lose your case then you wind up by if you could put an asset in there that will ultimately be toxic for the creditor to hold then you win.
[00:40:47.600 --> 00:40:47.600]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:40:47.620 --> 00:41:17.620]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:17.620 --> 00:41:17.620]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:17.620 --> 00:41:17.620]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:17.620 --> 00:41:17.620]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:17.620 --> 00:41:17.620]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:17.620 --> 00:41:17.620]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:17.620 --> 00:41:17.620]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:17.620 --> 00:41:17.620]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:17.620 --> 00:41:17.620]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:17.620 --> 00:41:17.620]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:17.620 --> 00:41:47.640]  ,
[00:41:47.640 --> 00:41:47.640]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:47.640 --> 00:41:47.640]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:47.640 --> 00:41:47.640]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:47.640 --> 00:41:47.640]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:47.640 --> 00:41:47.640]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:47.640 --> 00:41:47.640]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:47.640 --> 00:41:47.640]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:47.640 --> 00:41:47.640]   Trial, which is the most important thing you can do is to eliminate the potential claim. Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:41:47.660 --> 00:42:17.660]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:17.660 --> 00:42:17.660]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:17.660 --> 00:42:17.660]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:17.660 --> 00:42:17.660]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:17.660 --> 00:42:17.660]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:17.660 --> 00:42:17.660]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:17.660 --> 00:42:17.660]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:17.660 --> 00:42:17.660]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:17.660 --> 00:42:17.660]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:17.660 --> 00:42:17.660]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:17.660 --> 00:42:47.680]  ,
[00:42:47.680 --> 00:42:47.680]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:47.680 --> 00:42:47.680]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:47.680 --> 00:42:47.680]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:47.680 --> 00:42:47.680]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:47.680 --> 00:42:47.680]   Trial, which is the most important thing you can do is to eliminate the potential claim.
[00:42:47.680 --> 00:42:47.680]   Trial, which is the most important thing you can do is to eliminate the potential claim.
