
[00:00:00.000 --> 00:00:06.440]   Welcome back everyone.
[00:19:39.460 --> 00:19:43.260]   and we have excellent performance on the negative split for MoNLI,
[00:19:43.260 --> 00:19:47.260]   and this strongly suggests that we had found not a model weakness,
[00:19:47.260 --> 00:19:50.260]   but rather a dataset weakness.
[00:19:50.260 --> 00:19:56.660]   Final thing I want to say here by way of wrapping up,
[00:19:56.660 --> 00:20:00.860]   is that I have emphasized fairness for our systems.
[00:20:00.860 --> 00:20:05.340]   I think that is important to have in mind so that we don't confuse ourselves.
[00:20:05.340 --> 00:20:10.560]   But I couldn't resist pointing out that biological creatures are amazing,
[00:20:10.560 --> 00:20:13.820]   and we now know that they often solve
[00:20:13.820 --> 00:20:17.180]   tasks that are unfair in the sense that I just described it.
[00:20:17.180 --> 00:20:18.420]   Here is a classic case.
[00:20:18.420 --> 00:20:21.580]   This is called relational match to sample,
[00:20:21.580 --> 00:20:24.140]   and this is the observation that even very,
[00:20:24.140 --> 00:20:27.140]   very young humans and some animals,
[00:20:27.140 --> 00:20:29.740]   including crows and non-primate humans,
[00:20:29.740 --> 00:20:31.780]   are able to solve tasks like this.
[00:20:31.780 --> 00:20:33.700]   I show you two red squares,
[00:20:33.700 --> 00:20:36.860]   and then ask you to pick from these two options here,
[00:20:36.860 --> 00:20:39.820]   and people go for the two same ones,
[00:20:39.820 --> 00:20:42.120]   matching with the original prompt.
[00:20:42.120 --> 00:20:44.360]   You don't need training instances for this,
[00:20:44.360 --> 00:20:46.700]   people naturally gravitate to it.
[00:20:46.700 --> 00:20:50.600]   Whereas if I show you two different shapes and ask you to make a similar choice,
[00:20:50.600 --> 00:20:53.820]   now what people do is go for the two different ones.
[00:20:53.820 --> 00:20:56.960]   This is same different reasoning that we
[00:20:56.960 --> 00:21:00.640]   do consistently with essentially no training data.
[00:21:00.640 --> 00:21:04.640]   As post here, I maintain that these tasks are unfair,
[00:21:04.640 --> 00:21:08.440]   and yet nonetheless, humans and many biological entities
[00:21:08.440 --> 00:21:11.300]   are able to systematically solve these tasks.
[00:21:11.300 --> 00:21:16.580]   That is a puzzle about human and other biological creature cognition,
[00:21:16.580 --> 00:21:18.920]   and it's something that we should keep in mind.
[00:21:18.920 --> 00:21:20.920]   People solve unfair tasks,
[00:21:20.920 --> 00:21:21.940]   and the question is,
[00:21:21.940 --> 00:21:25.320]   how would we get our machine learning models to solve such tasks,
[00:21:25.320 --> 00:21:27.640]   if indeed that's what we want them to do?
[00:21:27.640 --> 00:21:29.440]   These are just the simpler cases.
[00:21:29.440 --> 00:21:33.360]   For example, we can do hierarchical versions of equality,
[00:21:33.360 --> 00:21:34.960]   and here with some training,
[00:21:34.960 --> 00:21:37.880]   even crows can do problems like this one,
[00:21:37.880 --> 00:21:40.200]   and people solve them out of the box, so to speak,
[00:21:40.200 --> 00:21:42.720]   with essentially no training instances or
[00:21:42.720 --> 00:21:46.400]   not enough training instances to fully disambiguate the task.
[00:21:46.400 --> 00:21:51.320]   Again, pointing out that biological creatures are amazing.
[00:21:51.320 --> 00:21:55.120]   We should pose fair tasks to our systems while keeping in
[00:21:55.120 --> 00:21:58.720]   mind that there are scenarios in which we might have
[00:21:58.720 --> 00:22:03.000]   an expectation for a solution that is not supported by the data,
[00:22:03.000 --> 00:22:08.760]   but nonetheless, the one that all of us arrive at with seemingly no effort.
[00:22:08.760 --> 00:22:18.760]   [BLANK_AUDIO]

