
[00:00:00.040 --> 00:00:09.300]   Til
[00:16:58.000 --> 00:16:58.000]   You can defer some of it into a 401k.
[00:16:58.000 --> 00:16:58.000]   You can defer some of it into a 401k.
[00:16:58.000 --> 00:17:28.020]   and you can defer some of it into a 401k.
[00:17:28.020 --> 00:17:28.020]   and you can defer some of it into a 401k.
[00:17:28.020 --> 00:17:28.020]   and you can defer some of it into a 401k.
[00:17:28.020 --> 00:17:28.020]   and you can defer some of it into a 401k.
[00:17:28.020 --> 00:17:28.020]   and you can defer some of it into a 401k.
[00:17:28.020 --> 00:17:28.020]   and you can defer some of it into a 401k.
[00:17:28.020 --> 00:17:28.020]   and you can defer some of it into a 401k.
[00:17:28.020 --> 00:17:28.020]   and you can defer some of it into a 401k.
[00:17:28.020 --> 00:17:28.020]   and you can defer some of it into a 401k.
[00:17:28.020 --> 00:17:28.020]   and you can defer some of it into a 401k.
[00:17:28.020 --> 00:17:28.020]   and you can defer some of it into a 401k.
[00:17:28.020 --> 00:17:28.020]   and you can defer some of it into a 401k.
[00:17:28.020 --> 00:17:28.020]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:17:28.040 --> 00:17:58.040]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:17:58.040 --> 00:17:58.040]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:17:58.040 --> 00:17:58.040]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:17:58.040 --> 00:17:58.040]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:17:58.040 --> 00:17:58.040]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:17:58.040 --> 00:17:58.040]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:17:58.040 --> 00:17:58.040]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:17:58.040 --> 00:17:58.040]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:17:58.060 --> 00:18:28.060]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:18:28.060 --> 00:18:28.060]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:18:28.060 --> 00:18:28.060]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:18:28.060 --> 00:18:28.060]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:18:28.060 --> 00:18:28.060]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:18:28.060 --> 00:18:28.060]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:18:28.060 --> 00:18:28.060]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:18:28.080 --> 00:18:58.080]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:18:58.080 --> 00:18:58.080]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:18:58.080 --> 00:18:58.080]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:18:58.080 --> 00:18:58.080]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:18:58.080 --> 00:18:58.080]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:18:58.080 --> 00:18:58.080]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:18:58.080 --> 00:19:28.100]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:28.100 --> 00:19:28.100]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:28.100 --> 00:19:28.100]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:28.100 --> 00:19:28.100]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:28.100 --> 00:19:28.100]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:28.100 --> 00:19:28.100]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:28.100 --> 00:19:28.100]   and you can defer some of it into a 401k. and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:28.120 --> 00:19:58.120]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:58.120 --> 00:19:58.120]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:58.120 --> 00:19:58.120]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:58.120 --> 00:19:58.120]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:58.120 --> 00:19:58.120]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:58.120 --> 00:19:58.120]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:58.120 --> 00:19:58.120]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:58.120 --> 00:19:58.120]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:19:58.140 --> 00:20:28.140]   and you can defer some of it into a 401k.
[00:20:28.140 --> 00:20:28.140]   and you can defer some of it into a 401k.
[00:20:28.140 --> 00:20:28.140]   and you can defer some of it into a 401k.
[00:20:28.140 --> 00:20:28.140]   and you can defer some of it into a 401k.
[00:20:28.140 --> 00:20:28.140]   and you can defer some of it into a 401k.
[00:20:28.140 --> 00:20:28.140]   and you can defer some of it into a 401k.
[00:20:28.140 --> 00:20:28.140]   and you can defer some of it into a 401k.
[00:20:28.140 --> 00:20:28.140]   and you can defer some of it into a 401k.
[00:20:28.140 --> 00:20:28.140]   and you can defer some of it into a 401k.
[00:20:28.140 --> 00:20:28.140]   and you can defer some of it into a 401k.
[00:20:28.140 --> 00:20:28.140]   and you can defer some of it into a 401k.
[00:20:28.140 --> 00:20:58.160]   and you can defer some of it into a 401k.
[00:20:58.160 --> 00:20:58.160]   and you can defer some of it into a 401k.
[00:20:58.160 --> 00:20:58.160]   and you can defer some of it into a 401k.
[00:20:58.160 --> 00:20:58.160]   and you can defer some of it into a 401k.
[00:20:58.160 --> 00:20:58.160]   and you can defer some of it into a 401k.
[00:20:58.160 --> 00:20:58.160]   and you can defer some of it into a 401k.
[00:20:58.160 --> 00:20:58.160]   and you can defer some of it into a 401k.
[00:20:58.160 --> 00:20:58.160]   and you can defer some of it into a 401k.
[00:20:58.160 --> 00:20:58.160]   and you can defer some of it into a 401k.
[00:20:58.160 --> 00:20:58.160]   and you can defer some of it into a 401k.
[00:20:58.160 --> 00:20:58.160]   and you can defer some of it into a 401k.
[00:20:58.160 --> 00:20:58.160]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:20:58.160 --> 00:20:58.160]   and you can defer some of it into a 401k. and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:20:58.180 --> 00:21:28.180]   You can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:21:28.180 --> 00:21:28.180]   You can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:21:28.180 --> 00:21:28.180]   You can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:21:28.180 --> 00:21:28.180]   You can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:21:28.180 --> 00:21:28.180]   You can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:21:28.180 --> 00:21:28.180]   You can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:21:28.180 --> 00:21:28.180]   You can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:21:28.180 --> 00:21:28.180]   You can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:21:28.220 --> 00:21:58.200]  ,
[00:21:58.200 --> 00:21:58.200]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:21:58.200 --> 00:21:58.200]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:21:58.200 --> 00:21:58.200]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:21:58.200 --> 00:21:58.200]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:21:58.220 --> 00:22:28.220]   and you can defer some of it into a 401k. and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:28.220]   and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:28.220]   and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:28.220]   and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:28.220]   and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:28.220]   and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:28.220]   and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:28.220]   and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:28.220]   and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:28.220]   and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:28.220]   and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:28.220]   and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:28.220]   and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:28.220]   and you can defer some of it into a 401k.
[00:22:28.220 --> 00:22:58.240]   and you can defer some of it into a 401k.
[00:22:58.240 --> 00:22:58.240]   and you can defer some of it into a 401k.
[00:22:58.240 --> 00:22:58.240]   and you can defer some of it into a 401k.
[00:22:58.240 --> 00:22:58.240]   and you can defer some of it into a 401k.
[00:22:58.240 --> 00:22:58.240]   and you can defer some of it into a 401k.
[00:22:58.240 --> 00:22:58.240]   and you can defer some of it into a 401k.
[00:22:58.240 --> 00:22:58.240]   and you can defer some of it into a 401k.
[00:22:58.240 --> 00:22:58.240]   and you can defer some of it into a 401k.
[00:22:58.240 --> 00:22:58.240]   and you can defer some of it into a 401k.
[00:22:58.240 --> 00:22:58.240]   and you can defer some of it into a 401k.
[00:22:58.240 --> 00:22:58.240]   and you can defer some of it into a 401k.
[00:22:58.260 --> 00:23:28.260]   We're talking big numbers here,
[00:23:28.260 --> 00:23:28.260]   We're talking big numbers here,
[00:23:28.260 --> 00:23:28.260]   We're talking big numbers here,
[00:23:28.260 --> 00:23:28.260]   big opportunity.
[00:23:28.260 --> 00:23:28.260]   So if you have capital gains assets,
[00:23:28.260 --> 00:23:28.260]   So if you have capital gains assets,
[00:23:28.260 --> 00:23:28.260]   you should seriously consider it.
[00:23:28.260 --> 00:23:28.260]   So if you have capital gains assets,
[00:23:28.260 --> 00:23:28.260]   you should seriously consider it.
[00:23:28.260 --> 00:23:28.260]   What's the second benefit of it?
[00:23:28.260 --> 00:23:28.260]   Well, the second benefit of it is that 10% reduction in value.
[00:23:28.260 --> 00:23:28.260]   So not only do you in the future get to pay back your taxes with inflated dollars instead of today's dollars, now you get to have the total tax bill reduced by 10% if you hold the investment for at least five years. So that lops off back to our $150,000 example
[00:23:28.260 --> 00:23:28.260]   So that lops off back to our $150,000 example
[00:23:28.260 --> 00:23:28.260]   that lops off back to our $150,000 example
[00:23:28.260 --> 00:23:28.260]   that lops off back to our $150,000 example
[00:23:28.260 --> 00:23:50.380]   15,000 dollars from the tax bill.
[00:23:50.380 --> 00:23:55.480]   So in essence now we had our tax bill of 150 dropped to 121 due to paying it back with inflated dollars and then from 121, we can drop off another $15,000 due to the 10% discount and now our total tax bill that we're going to owe is $106,000. Not bad. Pretty substantial, but depending on what happens with that inflation expectation.
[00:23:55.480 --> 00:23:58.280]   Lowered our tax bill by a third from 150 to 120,000.
[00:23:58.300 --> 00:24:28.300]   Lowered our tax bill by a third from 150 to 120,000.
[00:24:28.300 --> 00:24:28.300]   That's good.
[00:24:28.300 --> 00:24:28.300]   Now then the third benefit is potentially very, very large and that is the fact that your investment that you make in the Opportunity Zone.
[00:24:28.300 --> 00:24:28.300]   If you hold it for at least 10 years, it qualifies from permanent exclusion from capital gains taxes.
[00:24:28.300 --> 00:24:28.300]   So if you buy a million-dollar investment and that over the course of 10 years,
[00:24:28.300 --> 00:24:28.300]   It qualifies from permanent exclusion from capital gains taxes.
[00:24:28.300 --> 00:24:28.300]   So if you buy a million-dollar investment and that over the course of 10 years,
[00:24:28.300 --> 00:24:28.300]   So if you buy a million-dollar investment and that over the course of 10 years,
[00:24:28.300 --> 00:24:28.300]   It qualifies from permanent exclusion from capital gains taxes.
[00:24:28.300 --> 00:24:28.300]   So if you buy a million-dollar investment and that over the course of 10 years,
[00:24:28.300 --> 00:24:28.300]   it qualifies from permanent exclusion from capital gains taxes.
[00:24:28.300 --> 00:24:28.300]   So if you buy a million-dollar investment and that over the course of 10 years,
[00:24:28.340 --> 00:24:58.320]   and that over the course of 10 years,
[00:24:58.320 --> 00:24:58.320]   you're able to force some kind of significant appreciation in your investment, some kind of significant change and go from $1 million to $5 million in value, you now can avoid paying the capital gains on the $4 million of gain which at a 15% rate would be a $600 savings as long as you hold it for 10 years. Those are the tax benefits of investing in an Opportunity Zone.
[00:24:58.320 --> 00:24:58.320]   So if you buy a million-dollar investment and that over the course of 10 years, you can avoid paying the capital gains on the $4 million of gain which at a 15% rate would be a $600 savings as long as long as you hold it for 10 years.
[00:24:58.320 --> 00:24:58.320]  , those are the tax benefits of investing in an Opportunity Zone.
[00:24:58.340 --> 00:25:28.340]   This could be substantial for the right set of facts.
[00:25:28.340 --> 00:25:28.340]   This could be substantial for the right set of facts.
[00:25:28.340 --> 00:25:28.340]   Now, if you don't have any assets that have any significant gains built into them,
[00:25:28.340 --> 00:25:28.340]   Then your benefit for this would be limited to the appreciation and the benefit to defer capital gains on your Opportunity Zone investment.
[00:25:28.340 --> 00:25:28.340]   You can still participate.
[00:25:28.340 --> 00:25:28.340]   You just won't get the benefit of saving on the embedded capital gains that you already have in your portfolio.
[00:25:28.340 --> 00:25:28.340]   But this could work out.
[00:25:28.340 --> 00:25:28.340]   You have the opportunity to invest in an Opportunity Zone.
[00:25:28.340 --> 00:25:28.340]   You can still participate.
[00:25:28.340 --> 00:25:28.340]   You just won't get the benefit of saving on the embedded capital gains that you already have in your portfolio.
[00:25:28.340 --> 00:25:28.340]   But this could work out.
[00:25:28.340 --> 00:25:28.340]   You have the opportunity to invest in an Opportunity Zone.
[00:25:28.340 --> 00:25:28.340]   You can still participate.
[00:25:28.340 --> 00:25:28.340]   You just won't get the benefit of saving on the embedded capital gains that you already have in your portfolio.
[00:25:28.340 --> 00:25:58.360]   I'm going to go ahead and take a quick break.
[00:25:58.360 --> 00:25:58.360]   I'm going to go ahead and take a quick break.
[00:25:58.360 --> 00:25:58.360]   I'm going to go ahead and take a quick break.
[00:25:58.360 --> 00:25:58.360]   I'm going to go ahead and take a quick break.
[00:25:58.360 --> 00:25:58.360]   I'm going to go ahead and take a quick break.
[00:25:58.360 --> 00:25:58.360]   I'm going to go ahead and take a quick break.
[00:25:58.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:28.380]   I'm going to go ahead and take a quick break.
[00:26:28.380 --> 00:26:58.400]   I'm going to go ahead and take a quick break.
[00:26:58.400 --> 00:26:58.400]   I'm going to go ahead and take a quick break.
[00:26:58.400 --> 00:26:58.400]   I'm going to go ahead and take a quick break.
[00:26:58.400 --> 00:26:58.400]   I'm going to go ahead and take a quick break.
[00:26:58.400 --> 00:26:58.400]   I'm going to go ahead and take a quick break.
[00:26:58.400 --> 00:26:58.400]   I'm going to go ahead and take a quick break.
[00:26:58.400 --> 00:26:58.400]   I'm going to go ahead and take a quick break.
[00:26:58.400 --> 00:26:58.400]   I'm going to go ahead and take a quick break.
[00:26:58.400 --> 00:26:58.400]   I'm going to go ahead and take a quick break.
[00:26:58.400 --> 00:26:58.400]   I'm going to go ahead and take a quick break.
[00:26:58.400 --> 00:26:58.400]   I'm going to go ahead and take a quick break.
[00:26:58.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:28.420]   I'm going to go ahead and take a quick break.
[00:27:28.420 --> 00:27:58.440]   I'm going to go ahead and take a quick break.
[00:27:58.440 --> 00:27:58.440]   I'm going to go ahead and take a quick break.
[00:27:58.440 --> 00:27:58.440]   I'm going to go ahead and take a quick break.
[00:27:58.440 --> 00:27:58.440]   I'm going to go ahead and take a quick break.
[00:27:58.440 --> 00:27:58.440]   I'm going to go ahead and take a quick break.
[00:27:58.440 --> 00:27:58.440]   I'm going to go ahead and take a quick break.
[00:27:58.440 --> 00:27:58.440]   I'm going to go ahead and take a quick break.
[00:27:58.440 --> 00:27:58.440]   I'm going to go ahead and take a quick break.
[00:27:58.440 --> 00:27:58.440]   I'm going to go ahead and take a quick break.
[00:27:58.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:28.460]   I'm going to go ahead and take a quick break.
[00:28:28.460 --> 00:28:58.480]   I'm going to go ahead and take a quick break.
[00:28:58.480 --> 00:28:58.480]   I'm going to go ahead and take a quick break.
[00:28:58.480 --> 00:28:58.480]   I'm going to go ahead and take a quick break.
[00:28:58.480 --> 00:28:58.480]   I'm going to go ahead and take a quick break.
[00:28:58.480 --> 00:28:58.480]   I'm going to go ahead and take a quick break.
[00:28:58.480 --> 00:28:58.480]   I'm going to go ahead and take a quick break.
[00:28:58.480 --> 00:28:58.480]   I'm going to go ahead and take a quick break.
[00:28:58.480 --> 00:28:58.480]   I'm going to go ahead and take a quick break.
[00:28:58.480 --> 00:28:58.480]   I'm going to go ahead and take a quick break.
[00:28:58.480 --> 00:28:58.480]   I'm going to go ahead and take a quick break.
[00:28:58.480 --> 00:28:58.480]   I'm going to go ahead and take a quick break.
[00:28:58.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:28.500]   I'm going to go ahead and take a quick break.
[00:29:28.500 --> 00:29:58.520]   I'm going to go ahead and take a quick break.
[00:29:58.520 --> 00:29:58.520]   I'm going to go ahead and take a quick break.
[00:29:58.520 --> 00:29:58.520]   I'm going to go ahead and take a quick break.
[00:29:58.520 --> 00:29:58.520]   I'm going to go ahead and take a quick break.
[00:29:58.520 --> 00:29:58.520]   I'm going to go ahead and take a quick break.
[00:29:58.520 --> 00:29:58.520]   I'm going to go ahead and take a quick break.
[00:29:58.520 --> 00:29:58.520]   I'm going to go ahead and take a quick break.
[00:29:58.520 --> 00:29:58.520]   I'm going to go ahead and take a quick break.
[00:29:58.520 --> 00:29:58.520]   I'm going to go ahead and take a quick break.
[00:29:58.520 --> 00:29:58.520]   I'm going to go ahead and take a quick break.
[00:29:58.520 --> 00:29:58.520]   I'm going to go ahead and take a quick break.
[00:29:58.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:28.540]   I'm going to go ahead and take a quick break.
[00:30:28.540 --> 00:30:58.560]   I'm going to go ahead and take a quick break.
[00:30:58.560 --> 00:30:58.560]   I'm going to go ahead and take a quick break.
[00:30:58.560 --> 00:30:58.560]   I'm going to go ahead and take a quick break.
[00:30:58.560 --> 00:30:58.560]   I'm going to go ahead and take a quick break.
[00:30:58.560 --> 00:30:58.560]   I'm going to go ahead and take a quick break.
[00:30:58.560 --> 00:30:58.560]   I'm going to go ahead and take a quick break.
[00:30:58.560 --> 00:30:58.560]   I'm going to go ahead and take a quick break.
[00:30:58.560 --> 00:30:58.560]   I'm going to go ahead and take a quick break.
[00:30:58.560 --> 00:30:58.560]   I'm going to go ahead and take a quick break.
[00:30:58.560 --> 00:30:58.560]   I'm going to go ahead and take a quick break.
[00:30:58.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:28.580]   You're going to go ahead and take a quick break.
[00:31:28.580 --> 00:31:58.600]   You're going to go ahead and take a quick break.
[00:31:58.600 --> 00:31:58.600]   You're going to go ahead and take a quick break.
[00:31:58.600 --> 00:31:58.600]   You're going to go ahead and take a quick break.
[00:31:58.600 --> 00:31:58.600]   You're going to go ahead and take a quick break.
[00:31:58.600 --> 00:31:58.600]   You're going to go ahead and take a quick break.
[00:31:58.600 --> 00:31:58.600]   You're going to go ahead and take a quick break.
[00:31:58.600 --> 00:31:58.600]   You're going to go ahead and take a quick break.
[00:31:58.600 --> 00:31:58.600]   You're going to go ahead and take a quick break.
[00:31:58.600 --> 00:31:58.600]   You're going to go ahead and take a quick break.
[00:31:58.600 --> 00:31:58.600]   You're going to go ahead and take a quick break.
[00:31:58.600 --> 00:31:58.600]   You're going to go ahead and take a quick break.
[00:31:58.620 --> 00:32:28.620]   I think that's the primary opportunity.
[00:32:28.620 --> 00:32:28.620]   I think the biggest opportunity with any kind of tax scheme like this is if you're involved in something where there's huge upside potential.
[00:32:28.620 --> 00:32:28.620]   If you're doing a tech startup or you're doing some kind of business that has the potential for a massive level of appreciation, think carefully about locating yourself and qualifying yourself as a qualified opportunity zone business.
[00:32:28.620 --> 00:32:28.620]   I think that's the primary opportunity.
[00:32:28.620 --> 00:32:28.620]   Think carefully about locating yourself and qualifying yourself as a qualified opportunity zone business.
[00:32:28.620 --> 00:32:28.620]   I think that's the primary opportunity.
[00:32:28.620 --> 00:32:28.620]   I think that's the primary opportunity.
[00:32:28.620 --> 00:32:28.620]   You're going to go ahead and take a quick break.
[00:32:28.620 --> 00:32:28.620]   You're going to go ahead and take a quick break.
[00:32:28.620 --> 00:32:28.620]   You're going to go ahead and take a quick break.
[00:32:28.620 --> 00:32:28.620]   You're going to go ahead and take a quick break.
[00:32:28.620 --> 00:32:28.620]   You're going to go ahead and take a quick break.
[00:32:28.620 --> 00:32:28.620]   You're going to go ahead and take a quick break.
[00:32:28.620 --> 00:32:58.640]   I'm going to go ahead and take a quick break.
[00:32:58.640 --> 00:32:58.640]   I'm going to go ahead and take a quick break.
[00:32:58.640 --> 00:32:58.640]   I'm going to go ahead and take a quick break.
[00:32:58.640 --> 00:32:58.640]   I'm going to go ahead and take a quick break.
[00:32:58.640 --> 00:32:58.640]   I'm going to go ahead and take a quick break.
[00:32:58.640 --> 00:32:58.640]   I'm going to go ahead and take a quick break.
[00:32:58.640 --> 00:32:58.640]   I'm going to go ahead and take a quick break.
[00:32:58.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
[00:33:28.660 --> 00:33:28.660]   I'm going to go ahead and take a quick break.
