
[00:00:00.000 --> 00:00:03.000]   Do more together this holiday in a new Chevy.
[00:26:50.000 --> 00:26:52.000]   Well, if it's not a spouse, you got Matt.
[00:26:52.000 --> 00:26:58.000]   Matt's a financial planner and you got me that both agree and your other research says, "No, it's not possible."
[00:26:58.000 --> 00:27:06.000]   So, I would just say enjoy the stretch IRA because that's changing and so enjoy that for as long as you can and then focus on other steps.
[00:27:06.000 --> 00:27:08.000]   So, go with your next question, Chris.
[00:27:08.000 --> 00:27:09.000]   Okay.
[00:27:09.000 --> 00:27:18.000]   So, if you renounce United States citizenship, are you able to keep your existing IRA and brokerage investments accounts?
[00:27:18.000 --> 00:27:26.000]   If so, do you still owe capital gains and dividend taxes to the IRS after renouncing?
[00:27:26.000 --> 00:27:35.000]   If not, do you have to cash them out and pay the capital gains tax as part of the renunciation process?
[00:27:35.000 --> 00:27:47.000]   I'm just not familiar with how the exit process works in relation to do you owe IRS taxes for those accounts after you renounce US citizenship.
[00:27:47.000 --> 00:27:48.000]   Yeah.
[00:27:48.000 --> 00:27:49.000]   So, let's go through it.
[00:27:49.000 --> 00:27:53.000]   So, the first thing is you're a US citizen and considering renouncing US citizenship.
[00:27:53.000 --> 00:28:03.000]   In that situation, the first thing to acknowledge is that you can keep all of your – you can basic – it's my understanding.
[00:28:03.000 --> 00:28:10.000]   I have not renounced citizenship but I have researched this with the same interests that you have.
[00:28:10.000 --> 00:28:14.000]   You can keep your things in the United States.
[00:28:14.000 --> 00:28:15.000]   You can keep your bank accounts.
[00:28:15.000 --> 00:28:16.000]   You can keep your credit cards.
[00:28:16.000 --> 00:28:17.000]   You can keep your assets.
[00:28:17.000 --> 00:28:23.000]   And that's one of the things that's interesting about US citizenship renunciation.
[00:28:23.000 --> 00:28:31.000]   In the same way that there's like weird advantages to being a US citizen, there's also some weird advantages here that you can keep everything in the United States.
[00:28:31.000 --> 00:28:33.000]   You'll keep your social security number.
[00:28:33.000 --> 00:28:36.000]   You'll even keep your social security payments.
[00:28:36.000 --> 00:28:50.000]   You'll lose access to the United States for Medicare coverage if you did renounce because you wouldn't be – if you renounce, you can't be assured of being able to gain access to the United States to receive care under Medicare.
[00:28:50.000 --> 00:28:55.000]   But you do keep your social security payments if you are covered under the social security system.
[00:28:55.000 --> 00:28:58.000]   So, you can keep all of those things.
[00:28:58.000 --> 00:28:59.000]   That's the first thing.
[00:28:59.000 --> 00:29:04.000]   The second thing is there is – there's a difference between the exit tax.
[00:29:04.000 --> 00:29:21.000]   The exit tax is if your net worth is $2 million or more or you've had an average federal tax liability of about $160,000 per year for the last five years before renouncing or if you can't certify your tax compliance with the US government.
[00:29:21.000 --> 00:29:24.000]   In that situation, then you have to pay an exit tax.
[00:29:24.000 --> 00:29:47.000]   And so, it's my understanding that the exit tax basically brings you of a mark to market scenario where you say, "Here's what I owe on my – if I bring everything current, what are the capital gains that are subject to me from my overall portfolio?"
[00:29:47.000 --> 00:29:51.000]   And then you pay it as if everything were sold on the day of your renunciation.
[00:29:51.000 --> 00:29:52.000]   That's my understanding.
[00:29:52.000 --> 00:30:02.000]   Now, on IRAs, you're stumping me again, Chris, because I can't remember the answer of how that works.
[00:30:02.000 --> 00:30:10.000]   Let me write it down and let me look into it again because with IRAs, I can't remember right now and I can't do it on the fly.
[00:30:10.000 --> 00:30:13.000]   And I'll try to – I'll write it down as a subject.
[00:30:13.000 --> 00:30:21.000]   And if I haven't answered it within a couple of weeks, call back in and ask me and I will research that so that I can answer it clearly.
[00:30:21.000 --> 00:30:22.000]   Okay, thanks.
[00:30:22.000 --> 00:30:46.000]   Yeah, because this is sort of – I'm considering renouncing if I can save enough on taxes based on all my IRA accounts because especially for that inherited account, I'm estimating about $5.6 million that I'll be receiving and require minimum distributions over the course of my lifetime in that stretch IRA.
[00:30:46.000 --> 00:30:58.000]   So, if I don't have to pay taxes on the capital gains by renouncing, that would be a definite pro in doing that.
[00:30:58.000 --> 00:31:03.000]   Right. So, if you've got – what's your total net worth right now? Is it 5.5 or is it less currently?
[00:31:03.000 --> 00:31:06.000]   No, current net worth is 1.2 million.
[00:31:06.000 --> 00:31:11.000]   Okay. So, you should be able to get out underneath it.
[00:31:11.000 --> 00:31:25.000]   Yeah, our goal is to in six years to grow it to about 1.9 million in total net worth and then draw 4% a year, about 75,000 and live off that income.
[00:31:25.000 --> 00:31:29.000]   We currently live in Southeast Asia.
[00:31:29.000 --> 00:31:39.000]   Probably going to live here for a while and just slow travel throughout the world once COVID's handle calms down.
[00:31:39.000 --> 00:31:47.000]   I'm sorry for talking over you. Go ahead and finish your narrative. That leaves you with?
[00:31:47.000 --> 00:31:59.000]   So, that sort of leads me to my next point. We're trying to figure out – we have about $340,000 in cash that we're trying to figure out what to prioritize our next future investments.
[00:31:59.000 --> 00:32:08.000]   And if that were to lead towards a second citizenship or residency, we would definitely be open to that.
[00:32:08.000 --> 00:32:17.000]   And if we could work on that process over the next five to seven years, that might be a smart way to allocate our cash right now.
[00:32:17.000 --> 00:32:24.000]   But we're also looking at other alternative options and trying to diversify from the United States if possible.
[00:32:24.000 --> 00:32:34.000]   I don't know if you have any experiences trying to open up term deposit accounts in like Georgia or Armenia because I know they have APRs of like 8% to 10% in local currencies.
[00:32:34.000 --> 00:32:42.000]   But there's obvious institutional and currency risks that you have to take into account.
[00:32:42.000 --> 00:32:52.000]   But we're also looking into other local real estate opportunities that we know the local region and local language that we could also take advantage of.
[00:32:52.000 --> 00:33:05.000]   So, we're just a little lost and we're not sure what the next steps would make sense for us to allocate that capital, especially in these very up and down times.
[00:33:05.000 --> 00:33:12.000]   Right. Of course. So, I think I found the answer to your previous question. So, let's just cover it real quick.
[00:33:12.000 --> 00:33:19.000]   I'll read you an article on this from Premier Offshore, which I've read. I forget the guy's name that runs that website.
[00:33:19.000 --> 00:33:28.000]   But I've read most of his site and I read his book and I appreciate it. He has a whole book on, I forget the name of it, but offshore tax planning as well.
[00:33:28.000 --> 00:33:33.000]   And so, I respect him as a source. So, let me just – here's his answer, which will make it simple.
[00:33:33.000 --> 00:33:39.000]   And his answer makes sense with my general understanding of how I would expect this to work.
[00:33:39.000 --> 00:33:54.000]   So, we covered that. So, we covered the high net worth person. So, the question more properly framed is, what happens to your IRA when you give up your US citizenship or expatriate and you are a covered person?
[00:33:54.000 --> 00:34:01.000]   High net worth covered persons pay tax as if their IRA were fully distributed to them on the day they expatriate.
[00:34:01.000 --> 00:34:23.000]   And the early distribution penalty does not apply. So, if you qualify as a high net worth person using that three-pronged test that we talked about, average annual tax bill of $160,000-ish, $2 million or more net worth on the date that you renounce and/or failure to certify tax compliance, then you're considered to be a covered person.
[00:34:23.000 --> 00:34:35.000]   And so, you would pay taxes if the IRA were fully distributed to you on the day that you expatriate, but not the 10% tax.
[00:34:35.000 --> 00:34:51.000]   And so, the only published information from the IRS is Notice 2009-85, the discussion of specified tax deferred accounts in Section 6 of this notice, quoting from the IRS publication, "The mark-to-market regime does not apply to specific tax deferred accounts.
[00:34:51.000 --> 00:35:11.000]   Instead, Section 877(a)(e)(1)(a) provides that if a covered expatriate holds any interest in a specified tax deferred account, defined below, on the day before the expatriation date, such covered expatriate is treated as having received a distribution of his or her entire interest in such account on the day before the expatriation date.
[00:35:11.000 --> 00:35:27.000]   Within 60 days of receipt of a properly completed Form W-8(c)(e), the custodian of a specified tax deferred account must advise the covered expatriate of the amount of the covered expatriate's entire interest in his or her account on the day before his or her expatriation date."
[00:35:27.000 --> 00:35:41.000]   Note that the covered person is treated as having received a distribution. This is not the same as having your IRA account cancelled or closed. In fact, you have the option of continuing your IRA after giving up your U.S. citizenship.
[00:35:41.000 --> 00:35:57.000]   If you were to close your account and take a distribution, you'd be liable for the early distribution penalty. If you close your IRA as part of giving up U.S. citizenship before reaching $859.50, you will pay a 10% early withdrawal penalty in addition to income tax on the amount withdrawn.
[00:35:57.000 --> 00:36:12.000]   If you decide to keep the IRA open after expatriating, you'll pay U.S. tax when you take distributions from the account, presumably at age 70 and a half. This tax will be calculated only on appreciation in the account from the date of expatriation.
[00:36:12.000 --> 00:36:25.000]   That is to say, a covered person will pay U.S. tax on all the gains in her account on the day she gives up her U.S. citizenship. Then she will pay U.S. tax on the gains earned in that account after expatriating when she takes the required distributions.
[00:36:25.000 --> 00:36:41.000]   The IRA remains intact. All you did is "prepay" your U.S. taxes on the account. For example, you have $100,000 in your IRA on January 1, 2017 when you give up your U.S. citizenship. You pay tax on this $100,000 on January 1, 2017.
[00:36:41.000 --> 00:36:57.000]   You decide to keep the account open after expatriation and begin taking distributions 5 years later, in 2022. As of January 2022, your account is valued at $130,000. You will pay tax on the gain of $30,000 as you take these distributions.
[00:36:57.000 --> 00:37:21.000]   Considering you will remain linked to the U.S. tax system after expatriating through your IRA, you would have to be facing a very large early distribution penalty for it to make sense to keep an IRA open. If you're a 45-year-old doctor who rolled a $2 million defined benefit or profit-sharing plan into an IRA, then you might keep the account going. If you have $150,000 in your IRA, pay the 10% penalty and be done with it.
[00:37:21.000 --> 00:37:35.000]   So I hope you found this article on what happens to your IRA when you give up the U.S. citizenship to be helpful. The bottom line is that 95% of us should close our accounts and be done with the IRA. Only those facing large early distribution penalties should consider keeping their account open.
[00:37:35.000 --> 00:37:48.000]   So you're going to be in that second class if you have a $2 million IRA angling for a bigger one. You would be in that second class where you would need to do some more thoughtful, careful calculations there.
[00:37:48.000 --> 00:38:06.000]   What I would consider is I would think about doing a Roth conversion strategy and think about doing a series of Roth conversions because my instinct is if you move the assets into a Roth or substantial portions of the assets into a Roth, then this problem with the deferred tax liability goes away.
[00:38:06.000 --> 00:38:19.000]   You would incur the tax now, but then if and when you renounce, you would have the assets in the Roth and you would be able to receive the tax-free distribution from the Roth.
[00:38:19.000 --> 00:38:21.000]   Okay, that makes sense.
[00:38:21.000 --> 00:38:41.000]   Okay. To your other question, let's call back in the next show. I've missed the last couple weeks of Q&A shows, but I'll be doing one next week. Call back in and let's talk more about the options when we can explore some more of your situation because I think it's super interesting and we'll talk more about the investment options then. Fair enough?
[00:38:41.000 --> 00:38:42.000]   Okay. Okay. Thank you, Joshua.
[00:38:42.000 --> 00:38:49.000]   Cool. Thanks, Chris. All right. We move now to Jeremy in Ohio. Jeremy, welcome to the show. How can I serve you today, sir?
[00:38:49.000 --> 00:39:07.000]   Hi, Joshua. Thanks for taking my call. So my wife and I are US citizens and we're considering moving abroad. She's self-employed and if we move, we would like to create a foreign corporation that owns her LLC to avoid paying Social Security, Medicare, self-employment taxes.
[00:39:07.000 --> 00:39:24.000]   And I just have a few questions on the logistics. So in all likelihood, we will not move until next summer. So I'm wondering, can we create a corporation in the Caymans or the Bahamas to own the LLC right now while still living in the US for the next 10 months?
[00:39:24.000 --> 00:39:50.000]   Where are you planning to go?
[00:39:50.000 --> 00:39:56.000]   I don't know yet. It depends on my job search. It will end up most likely being in Southeast Asia, Vietnam, Thailand.
[00:39:56.000 --> 00:40:10.000]   Okay. So the answers are simple and I'll make them quickly. So what you should do. The answer is no, you should not establish the foreign corporation while you continue to be in the United States, although you could, but you should not.
[00:40:10.000 --> 00:40:29.000]   You will not be able to save any unemployment taxes by establishing a foreign corporation unless you do not live in the United States. And so it'd be great if you could, right? Practically a lot of us would say, well, fine, I'll just start my corporation in the Cayman Islands.
[00:40:29.000 --> 00:40:49.000]   I'll live in Florida and now I can avoid this 15.3% self-employment tax, but that is not permissible. The only way that it is permissible for you to work for a foreign corporation and thus not have to pay US employment taxes is if you are not located in the United States.
[00:40:49.000 --> 00:41:10.000]   So basically you need to qualify for the foreign earned income exemption on your income in order for that way of saving on your self-employment taxes and your Medicare, Social Security, et cetera, in order for that little wrinkle to work. You need to be physically located outside of the United States and then your business needs to be physically located outside of the United States.
[00:41:10.000 --> 00:41:31.000]   The other reason why you should not establish the foreign corporation until you are gone is that it will make your tax filing life a nightmare. It is brutal. It is the major downside of being outside of the United States is you still have to file tax returns and now they get brutal.
[00:41:31.000 --> 00:41:49.000]   I did my taxes last year and it was the hardest I have ever done. It was just insane to do the form. The IRS, the form, I forget the number off the top of my head, but the form, the IRS predicts that it's a 35-hour form just to fill in the form. And it's one of the costs that has to be reckoned with.
[00:41:49.000 --> 00:42:12.000]   Unless you are willing to take it on yourself, which having done it, I advise against it, you're going to be incurring extra tax preparation fees and you have to – whenever I consult with people, I always say how much money you're going to be making because this needs to be worth your incurring an extra $400 to $1,000 at the simplest of tax preparation fees for this to be worth it.
[00:42:12.000 --> 00:42:33.000]   So if you're only saving $2,000, I say just pay the employment taxes, get your $2,000 and credit in the system and skip filing the foreign corporation documents because to this day, I expect the IRS to show up with guns blazing because I'm sure I made a mistake on the thing even though I did my very best and I should know how to do it.
[00:42:33.000 --> 00:42:36.000]   So don't create anything before you do.
[00:42:36.000 --> 00:42:49.000]   Now the next thing logistically, all you do, have her set up her single member LLC in the United States, choose the state that you're going to run it from, which may or may not be your current state of residence.
[00:42:49.000 --> 00:42:56.000]   There's no reason why it can't be your current state of residence as long as you don't live in a state like California that imposes an $800 annual fee, something like that.
[00:42:56.000 --> 00:42:58.000]   But it can be whatever state you live in.
[00:42:58.000 --> 00:43:05.000]   And then establish all your bank accounts, establish all your infrastructure, establish all of that stuff while you're in the United States.
[00:43:05.000 --> 00:43:23.000]   Then when you leave the United States, you won't have to change anything except one little change where you establish the foreign corporation and then you file a corporate action with your papers with your LLC and you convey that LLC to your foreign corporation.
[00:43:23.000 --> 00:43:31.000]   And that's what's the beauty about that structure is that you don't have to run anything through the foreign corporation.
[00:43:31.000 --> 00:43:33.000]   Everything is through the US LLC.
[00:43:33.000 --> 00:43:42.000]   It's just simply from the IRS perspective because that single member LLC is a disregarded entity from the IRS perspective, then everything rolls up to the foreign corporation.
[00:43:42.000 --> 00:43:44.000]   Does that make sense?
[00:43:44.000 --> 00:43:46.000]   It does, yes.
[00:43:46.000 --> 00:43:52.000]   And yeah, the tax saving on self-employment taxes would be in the five figures, which is why I'm looking into all of this.
[00:43:52.000 --> 00:43:54.000]   Very worth doing.
[00:43:54.000 --> 00:44:12.000]   And especially I think that in the future it will be if right now the self-employment taxes are one of those things where traditionally they have been capped at the Social Security wage base for at least for Social Security taxes, which is I think $116,000-ish, about $120,000 or so.
[00:44:12.000 --> 00:44:17.000]   So of course you have Medicare taxes on top of that that don't have the wage base.
[00:44:17.000 --> 00:44:38.000]   But one of the things that I expect to see change in the coming years, and this is one of the things that Joe Biden has said in terms of his tax plan, what he'd like to do, we'll see if he gets elected or not, but is to remove that cap on the Social Security wage base or to impose it at a higher level.
[00:44:38.000 --> 00:44:52.000]   And so traditionally, employment taxes have been some of the easier taxes to plan for because they're capped at $120,000 wage base, plus you can manage them through the S Corporation as well.
[00:44:52.000 --> 00:45:05.000]   But I expect that area of tax planning to become harder in the years to come because the U.S. legislature is going to try to save the Social Security system, and the natural way to do that is to remove and adjust that wage base as has been done previously.
[00:45:05.000 --> 00:45:09.000]   So I think that this form of offshore planning is really strong.
[00:45:09.000 --> 00:45:19.000]   And just as a quick follow-up, just to make sure I understand, the foreign corporation that we set up, does that need to be based in our country of residence?
[00:45:19.000 --> 00:45:20.000]   Not necessarily.
[00:45:20.000 --> 00:45:22.000]   It just depends what the country.
[00:45:22.000 --> 00:45:33.000]   Right. Well, yeah. So that's one of the tricky things with tax planning is that you've got to plan for the United States, and then you've got to plan for the country that you're going to.
[00:45:33.000 --> 00:45:40.000]   So there may be good reasons for you to establish your corporation in the country that you're going to.
[00:45:40.000 --> 00:45:55.000]   Maybe you go to Thailand and you say, "I'm going to establish my company in Thailand, and maybe Thailand gives me some benefits with my immigration process or otherwise, or my taxes, etc., because of the fact that I'm establishing it in Thailand."
[00:45:55.000 --> 00:46:06.000]   But on the other hand, some countries, for example, Malaysia, I think Thailand also, although Thailand's a little bit murky to me, but for example, Malaysia has a territorial tax system.
[00:46:06.000 --> 00:46:25.000]   And so if you were going to move to Malaysia and live in Kuala Lumpur, you definitely would not want to establish your firm as a Malaysian company, because you would want to keep your company outside of Malaysia so that you could minimize your tax obligation to the nation of Malaysia.
[00:46:25.000 --> 00:46:38.000]   And so the major reason to establish your company in the country that you're going to would be if it gets you some benefit with that company.
[00:46:38.000 --> 00:46:45.000]   From the United States perspective, it won't matter. It doesn't matter whether it's Cayman or Malaysia or Hong Kong. It just doesn't matter.
[00:46:45.000 --> 00:46:51.000]   So the key thing would be, does it matter to the country that you're going to? Do you get some kind of benefit from doing it there?
[00:46:51.000 --> 00:46:55.000]   And then is there some kind of disadvantage of doing it outside that country?
[00:46:55.000 --> 00:47:10.000]   So if you're a resident of a country that's going to impose taxes on you from offshore corporations, now you might very well want to incorporate in that country because it simplifies your tax preparation there.
[00:47:10.000 --> 00:47:14.000]   Now, from a flag perspective, that can be a little bit difficult.
[00:47:14.000 --> 00:47:21.000]   You have to weigh the value of independence and autonomy, and I think that's a good reason to do it outside of the country that you live in.
[00:47:21.000 --> 00:47:34.000]   In an ideal world, if you're following flag theory, your business should never be established in the jurisdiction where you're spending time, because that gives a jurisdiction in which you're spending time too much potential control over you and your assets and your business.
[00:47:34.000 --> 00:47:40.000]   And so you would always use another jurisdiction from that perspective.
[00:47:40.000 --> 00:47:51.000]   So in most cases, if we were to move to Vietnam or Thailand, it would be legal to set up the business in another country, Caymans, Bahamas, wherever.
[00:47:51.000 --> 00:47:57.000]   But we just need to look into the logistics of how that is taxed and pros and cons versus, okay.
[00:47:57.000 --> 00:48:12.000]   And your situation from that perspective, depending on which country you are in, and the country matters a great deal, but your situation would be much simpler in some of those countries if you didn't even have the business there.
[00:48:12.000 --> 00:48:19.000]   Because remember, any time you establish a business in a country, that country may tax you on that business.
[00:48:19.000 --> 00:48:22.000]   And so that's the other level of taxation that you need to avoid.
[00:48:22.000 --> 00:48:35.000]   In the same way that I wouldn't be a Florida resident and then go and establish a business in New York or California because they're going to tax my business in that place unless I'm doing business there and I legally have to.
[00:48:35.000 --> 00:48:50.000]   In the same way, I'm not going to go and move to Vietnam and establish my business in Vietnam where it's going to be taxed there if I can run my business through Hong Kong and have it run through Hong Kong completely tax-free.
[00:48:50.000 --> 00:48:53.000]   So just be very thoughtful.
[00:48:53.000 --> 00:49:02.000]   From the U.S. perspective, which is of course where I can answer and not from the others, from the U.S. perspective, it doesn't matter the jurisdiction that your business is organized under.
[00:49:02.000 --> 00:49:16.000]   And if you're using – if your wife is running a simple business where it's all run through her US LLC, the exact jurisdiction where her business is located is going to be invisible to her clients.
[00:49:16.000 --> 00:49:27.000]   So it doesn't matter. There's no need to pay thousands of dollars per year for audits and for filing fees in a prestige company – sorry, in a prestige country.
[00:49:27.000 --> 00:49:34.000]   You can just need any country that offers an international business corporation that you can use and you're good to go.
[00:49:34.000 --> 00:49:50.000]   So now if you were running a big company that you were going to build a massive global import/export business, well, of course now you would want to go to that jurisdiction possibly for the prestige, possibly for the – where you're going to run your cards through, how you're going to get merchant processing, banking, etc.
[00:49:50.000 --> 00:49:53.000]   That's a different scenario than what you've described to me here.
[00:49:53.000 --> 00:49:59.000]   Yes, and it's very different than our situation.
[00:49:59.000 --> 00:50:02.000]   Good enough for now, Jeremy?
[00:50:02.000 --> 00:50:06.000]   Yeah, as always, very clear and helpful. Thank you very much.
[00:50:06.000 --> 00:50:08.000]   My pleasure. Thank you for calling in.
[00:50:08.000 --> 00:50:12.000]   All right, we go to Peter in New York. Peter, welcome to the show. How can I serve you today, sir?
[00:50:12.000 --> 00:50:24.000]   Peter in New York. Going once, going twice. Peter, we'll come back to you at the end.
[00:50:24.000 --> 00:50:27.000]   Jason in Texas. Jason, welcome to the show. How can I serve you today, sir?
[00:50:27.000 --> 00:50:51.000]   Hey, Josh. I just want to comment and really appreciate your opener to this podcast. While listening to that, it just really made me think of what Matthew said. What profit is it a man to get in the whole world but lose his soul? And so I really appreciate your views on ethics and morals and religion and finance as a whole.
[00:50:51.000 --> 00:50:53.000]   My pleasure.
[00:50:54.000 --> 00:51:15.000]   Quick question. I wanted to see what you would recommend to find a good trustee financial advisor. And are there generally any financial – I'm kind of ignorant in this area – are there any financial advisors that double as accountants as well?
[00:51:15.000 --> 00:51:35.000]   Yes, although you're more likely to find them through the accounting angle than you are the financial advisor angle. And so to begin with, I think you need to start by saying what advice, what kind of financial advice am I looking for? So what kind of financial advice do you think would profit you?
[00:51:35.000 --> 00:51:56.000]   What I'm mostly looking into is someone to manage my Roth IRA and basically talk through strategies for myself and my family as far as financial goals and advice moving forward.
[00:51:56.000 --> 00:52:06.000]   I don't have a huge net worth but someone to bounce ideas off of and someone who hopefully isn't working on commission and telling me what I want to hear.
[00:52:06.000 --> 00:52:21.000]   Right, right. So speaking broadly, the first thing is to identify what kind of financial advice that you want. So for example, maybe if you don't have a lot of money, the kind of financial advice that you're most likely to need is how do I make more money.
[00:52:21.000 --> 00:52:39.000]   That's going to be the core thing. And to my knowledge, almost no financial advisors are going to be able to tell you much about that because it's not something that most financial advisors really know much about.
[00:52:39.000 --> 00:52:52.000]   And so if you identify your financial needs that I need to make more money, then I would go looking for a financial advisor on how to make more money. That might be somebody that you know in your town that makes a lot of money.
[00:52:52.000 --> 00:53:06.000]   That might be your uncle who makes a lot of money. That might be somebody that you ask around in your fraternity club or your alumni club and say, "Who do I know that makes a lot of money?"
[00:53:06.000 --> 00:53:10.000]   You can go to the Internet and start studying how do I make a lot of money on the Internet.
[00:53:10.000 --> 00:53:29.000]   And so if that's the goal, then the first focus I would be more inclined to buy books and courses on Gumroad from the various people in Money Twitter who are popularizing courses on that than I would be to go and consult a local certified financial planner.
[00:53:29.000 --> 00:53:36.000]   So that's the first thing is identify what you need.
[00:53:36.000 --> 00:53:52.000]   Now let's say that you needed help managing your money. You look down and you notice, "You know what? I'm making plenty of money, but I'm just spending it all over the place and I don't know where it's going."
[00:53:52.000 --> 00:54:02.000]   Well, now that's a different problem. And once again, I don't know all those certified financial planners ostensibly are supposed to be able to help you with that kind of thing and give you some budgeting tips.
[00:54:02.000 --> 00:54:12.000]   But my experience is many, if not most, financial advisors, people whose business card says financial advisors, are not really tuned in to the day-to-day of that.
[00:54:12.000 --> 00:54:18.000]   They make a lot of money. They usually spend a lot of money. And because they make enough, it becomes fairly easy for them to gain wealth.
[00:54:18.000 --> 00:54:27.000]   And so there I would go to personal finance section in the bookstore. I would go to personal finance blogs to get that advice.
[00:54:27.000 --> 00:54:32.000]   People can say, "Is there a budget coach?" or something like that. "Am I getting out of debt?" That's a different kind of financial advisor.
[00:54:32.000 --> 00:54:47.000]   Now where I think the more mainstream question comes in really well is if you're making money, you're saving money, you're running things well, and then you want to sit down and you want to talk about the nuts and bolts of financial advice.
[00:54:47.000 --> 00:55:01.000]   The nuts and bolts of insurance. Do I need insurance coverages? Do I have good insurance coverages? Do I need to save money? How am I saving money? Do I need a college account? Do I need a college plan?
[00:55:01.000 --> 00:55:07.000]   And there I think you'll find most financial advisors do really well if you pick the subject.
[00:55:07.000 --> 00:55:20.000]   For example, although those of us who are certified financial planners, the gold standard in the financial industry, we have to pass on our CFP exam a bunch of sections on property and casualty insurance.
[00:55:20.000 --> 00:55:25.000]   In theory, I should be able to sit down and review your property and casualty insurance policies with you.
[00:55:25.000 --> 00:55:34.000]   In practice, if I had an office and you came in and said, "Can I review these with you?" I would say, "There's a property and casualty insurance guy right across the street. Go do it with him."
[00:55:34.000 --> 00:55:38.000]   Because that's a financial advisor for property and casualty insurance.
[00:55:38.000 --> 00:55:42.000]   I'm an expert on life insurance, so I would review life insurance policies, disability policies.
[00:55:42.000 --> 00:55:51.000]   I would review investments, but I'm not the guy if you brought in your real estate portfolio and said, "Hey, I want to review this real estate portfolio."
[00:55:51.000 --> 00:55:58.000]   Now you've got to go and find another professional or a seasoned real estate investor to talk with.
[00:55:58.000 --> 00:56:02.000]   I know I'm not giving you a simple answer, but this is what I believe truly is the answer.
[00:56:02.000 --> 00:56:10.000]   The answer is to identify what kind of advice do I need and then to solicit that advice more broadly.
[00:56:10.000 --> 00:56:18.000]   If you're looking for a good review of my IRAs and can someone help me calculate how much money I need to be saving for retirement?
[00:56:18.000 --> 00:56:31.000]   If you're looking for a review of my portfolio allocation and you're looking for a review of your insurance policies, that's where a more mainstream financial advisor, the way the term is usually used, is going to work really well for you.
[00:56:31.000 --> 00:56:33.000]   Now, how do you find such an advisor?
[00:56:33.000 --> 00:56:45.000]   This is frankly an ongoing problem because there are many excellent advisors, but usually you have to find some way of weeding them out in advance, and that becomes difficult.
[00:56:45.000 --> 00:56:48.000]   So my kind of go-to two things.
[00:56:48.000 --> 00:56:58.000]   Number one, if you've done the hard work of identifying where your needs are, then you can pick an advisor that's going to be helpful to you.
[00:56:58.000 --> 00:56:59.000]   And how do you do that?
[00:56:59.000 --> 00:57:09.000]   Well, in the past I used to do ads for a referral service, and I got pretty good, I would say, on the dominant hold, pretty good feedback, but not all the way.
[00:57:09.000 --> 00:57:12.000]   So I just haven't really continued that anymore.
[00:57:12.000 --> 00:57:16.000]   What I would do is I would start with the accounting angle.
[00:57:16.000 --> 00:57:23.000]   If you need some help with accounting, I would start by polling my group of peers, if your group of peers is people that you respect.
[00:57:23.000 --> 00:57:27.000]   So I would talk to the men that I know who are successful businessmen.
[00:57:27.000 --> 00:57:34.000]   I would talk to anybody that I know who is a professional, and I would say, "Do you have a financial advisor that you would recommend?
[00:57:34.000 --> 00:57:35.000]   I'm looking for a financial advisor."
[00:57:35.000 --> 00:57:39.000]   And I would collect some referrals and try to get some info from them about what they like about their financial advisor.
[00:57:39.000 --> 00:57:43.000]   But people love to give good referrals to their good financial advisors.
[00:57:43.000 --> 00:57:45.000]   And so I would start with that.
[00:57:45.000 --> 00:57:48.000]   I would look around and see, is there an organization?
[00:57:48.000 --> 00:57:49.000]   Is there companies in my area?
[00:57:49.000 --> 00:57:53.000]   There are many good financial planning firms in your area.
[00:57:53.000 --> 00:57:58.000]   There's a lot of good work done these days by online financial advisors.
[00:57:58.000 --> 00:58:03.000]   I'm sitting here looking at Matt Miner's name on my screen, knowing that he's coming up in the queue.
[00:58:03.000 --> 00:58:05.000]   Matt's been on the show a couple of times.
[00:58:05.000 --> 00:58:12.000]   And so you can go and listen to him in, let's see, episode 597 and 377.
[00:58:12.000 --> 00:58:18.000]   Matt's been a financial advisor for a number of years now, but he was an MBA guy, and he's been on the show twice.
[00:58:18.000 --> 00:58:20.000]   His website is plcwealth.com.
[00:58:20.000 --> 00:58:21.000]   So there you go, Matt.
[00:58:21.000 --> 00:58:22.000]   I didn't forget about you.
[00:58:22.000 --> 00:58:23.000]   I'll be to you in a minute.
[00:58:23.000 --> 00:58:25.000]   And so you can talk to a guy like Matt.
[00:58:25.000 --> 00:58:29.000]   Most financial advisor work can be done virtually now.
[00:58:29.000 --> 00:58:34.000]   And so this has been a major change in the last few years where now you can work with somebody like Matt.
[00:58:34.000 --> 00:58:35.000]   He's in North Carolina.
[00:58:35.000 --> 00:58:36.000]   You're in Texas.
[00:58:36.000 --> 00:58:38.000]   But he listens to Radical Personal Finance.
[00:58:38.000 --> 00:58:47.000]   He's the kind of guy who understands probably what you would be talking about, and so he would be a good guy to talk to.
[00:58:47.000 --> 00:58:49.000]   He is plcwealth.com.
[00:58:49.000 --> 00:59:01.000]   The answer is at that point, beyond that, it's just a matter of trying to find somebody and then using your education to lay out the problem to that person so they can help you solve your issues.
[00:59:01.000 --> 00:59:04.000]   And I don't have a better solution than that right now.
[00:59:04.000 --> 00:59:05.000]   There are many good firms.
[00:59:05.000 --> 00:59:07.000]   There are many good advisors.
[00:59:07.000 --> 00:59:18.000]   And the key to getting a good fit with a good firm and a good advisor is by being clear on what you know, what you want, what you need, and then asking the person, "Is this something that you can effectively help me with?"
[00:59:18.000 --> 00:59:23.000]   And if it is, you'll probably get good service.
[00:59:23.000 --> 00:59:24.000]   Okay.
