
[00:00:00.040 --> 00:00:09.480]   Оп
[00:22:49.220 --> 00:22:49.220]   and I think there are legitimate lines of critique against a company like Walmart,
[00:22:49.220 --> 00:22:49.220]   and I think there are legitimate lines of critique against a company like Walmart,
[00:22:49.220 --> 00:22:49.220]   and I think there are legitimate lines of critique against a company like Walmart,
[00:22:49.220 --> 00:22:49.220]   and I think there are legitimate lines of critique against a company like Walmart,
[00:22:49.220 --> 00:22:49.220]   and I think there are legitimate lines of critique against a company like Walmart,
[00:22:49.220 --> 00:22:49.220]   and I think there are legitimate lines of critique against a company like Walmart,
[00:22:49.220 --> 00:22:49.220]   and I think there are legitimate lines of critique against a company like Walmart,
[00:22:49.240 --> 00:23:19.240]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:19.240 --> 00:23:19.240]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:19.240 --> 00:23:19.240]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:19.240 --> 00:23:19.240]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:19.240 --> 00:23:19.240]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:19.240 --> 00:23:19.240]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:19.240 --> 00:23:19.240]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:19.240 --> 00:23:19.240]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:19.240 --> 00:23:19.240]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:19.240 --> 00:23:19.240]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:19.240 --> 00:23:19.240]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:19.240 --> 00:23:19.240]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:19.240 --> 00:23:49.260]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:49.260 --> 00:23:49.260]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:49.260 --> 00:23:49.260]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:49.260 --> 00:23:49.260]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:49.260 --> 00:23:49.260]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:49.260 --> 00:23:49.260]   and I think there are legitimate lines of critique against a company like Walmart,
[00:23:49.280 --> 00:24:19.280]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:19.280 --> 00:24:19.280]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:19.280 --> 00:24:19.280]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:19.280 --> 00:24:19.280]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:19.280 --> 00:24:19.280]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:19.280 --> 00:24:19.280]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:19.280 --> 00:24:19.280]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:19.280 --> 00:24:19.280]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:19.280 --> 00:24:19.280]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:19.280 --> 00:24:19.280]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:19.280 --> 00:24:19.280]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:19.280 --> 00:24:19.280]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:19.280 --> 00:24:49.300]  ,
[00:24:49.300 --> 00:24:49.300]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:49.300 --> 00:24:49.300]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:49.300 --> 00:24:49.300]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:49.300 --> 00:24:49.300]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:49.300 --> 00:24:49.300]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:49.300 --> 00:24:49.300]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:49.300 --> 00:24:49.300]   and I think there are legitimate lines of critique against a company like Walmart,
[00:24:49.320 --> 00:25:19.320]   I think there are legitimate lines of critique against a company like Walmart,
[00:25:19.320 --> 00:25:19.320]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:19.320 --> 00:25:19.320]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:19.320 --> 00:25:19.320]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:19.320 --> 00:25:19.320]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:19.320 --> 00:25:19.320]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:19.320 --> 00:25:19.320]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:19.320 --> 00:25:19.320]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:19.320 --> 00:25:19.320]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:19.320 --> 00:25:19.320]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:19.320 --> 00:25:19.320]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:19.320 --> 00:25:19.320]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:19.340 --> 00:25:49.340]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:49.340 --> 00:25:49.340]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:49.340 --> 00:25:49.340]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:49.340 --> 00:25:49.340]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:49.340 --> 00:25:49.340]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:49.340 --> 00:25:49.340]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:49.340 --> 00:25:49.340]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:49.340 --> 00:25:49.340]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:49.340 --> 00:25:49.340]   and I think there are legitimate lines of critique against a company like Walmart,
[00:25:49.340 --> 00:26:19.360]  ,
[00:26:19.360 --> 00:26:19.360]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:19.360 --> 00:26:19.360]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:19.360 --> 00:26:19.360]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:19.360 --> 00:26:19.360]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:19.380 --> 00:26:49.380]   I think there are legitimate lines of critique against a company like Walmart,
[00:26:49.380 --> 00:26:49.380]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:49.380 --> 00:26:49.380]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:49.380 --> 00:26:49.380]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:49.380 --> 00:26:49.380]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:49.380 --> 00:26:49.380]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:49.380 --> 00:26:49.380]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:49.380 --> 00:26:49.380]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:49.380 --> 00:26:49.380]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:49.380 --> 00:26:49.380]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:49.380 --> 00:26:49.380]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:49.380 --> 00:26:49.380]   and I think there are legitimate lines of critique against a company like Walmart,
[00:26:49.380 --> 00:27:19.400]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:19.400 --> 00:27:19.400]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:19.400 --> 00:27:19.400]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:19.400 --> 00:27:19.400]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:19.400 --> 00:27:19.400]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:19.400 --> 00:27:19.400]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:19.400 --> 00:27:19.400]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:19.420 --> 00:27:49.420]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:49.420 --> 00:27:49.420]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:49.420 --> 00:27:49.420]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:49.420 --> 00:27:49.420]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:49.420 --> 00:27:49.420]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:49.420 --> 00:27:49.420]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:49.420 --> 00:27:49.420]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:49.420 --> 00:27:49.420]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:49.420 --> 00:27:49.420]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:49.420 --> 00:27:49.420]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:49.420 --> 00:27:49.420]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:49.420 --> 00:27:49.420]   and I think there are legitimate lines of critique against a company like Walmart,
[00:27:49.460 --> 00:28:19.440]  ,
[00:28:19.440 --> 00:28:19.440]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:19.440 --> 00:28:19.440]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:19.440 --> 00:28:19.440]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:19.440 --> 00:28:19.440]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:19.440 --> 00:28:19.440]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:19.440 --> 00:28:19.440]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:19.460 --> 00:28:49.460]   I think there are legitimate lines of critique against a company like Walmart,
[00:28:49.460 --> 00:28:49.460]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:49.460 --> 00:28:49.460]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:49.460 --> 00:28:49.460]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:49.460 --> 00:28:49.460]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:49.460 --> 00:28:49.460]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:49.460 --> 00:28:49.460]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:49.460 --> 00:28:49.460]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:49.460 --> 00:28:49.460]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:49.460 --> 00:28:49.460]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:49.460 --> 00:28:49.460]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:49.460 --> 00:28:49.460]   and I think there are legitimate lines of critique against a company like Walmart,
[00:28:49.460 --> 00:29:19.480]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:19.480 --> 00:29:19.480]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:19.480 --> 00:29:19.480]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:19.480 --> 00:29:19.480]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:19.480 --> 00:29:19.480]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:19.480 --> 00:29:19.480]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:19.480 --> 00:29:19.480]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:19.500 --> 00:29:49.500]   I think there are legitimate lines of critique against a company like Walmart,
[00:29:49.500 --> 00:29:49.500]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:49.500 --> 00:29:49.500]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:49.500 --> 00:29:49.500]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:49.500 --> 00:29:49.500]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:49.500 --> 00:29:49.500]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:49.500 --> 00:29:49.500]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:49.500 --> 00:29:49.500]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:49.500 --> 00:29:49.500]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:49.500 --> 00:29:49.500]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:49.500 --> 00:29:49.500]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:49.500 --> 00:29:49.500]   and I think there are legitimate lines of critique against a company like Walmart,
[00:29:49.520 --> 00:30:19.520]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:19.520 --> 00:30:19.520]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:19.520 --> 00:30:19.520]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:19.520 --> 00:30:19.520]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:19.520 --> 00:30:19.520]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:19.520 --> 00:30:19.520]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:19.520 --> 00:30:19.520]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:19.520 --> 00:30:19.520]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:19.540 --> 00:30:49.540]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:49.540 --> 00:30:49.540]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:49.540 --> 00:30:49.540]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:49.540 --> 00:30:49.540]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:49.540 --> 00:30:49.540]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:49.540 --> 00:30:49.540]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:49.540 --> 00:30:49.540]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:49.540 --> 00:30:49.540]   and I think there are legitimate lines of critique against a company like Walmart,
[00:30:49.580 --> 00:31:19.560]  ,
[00:31:19.560 --> 00:31:19.560]   I think there are legitimate lines of critique against a company like Walmart,
[00:31:19.560 --> 00:31:19.560]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:19.560 --> 00:31:19.560]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:19.560 --> 00:31:19.560]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:19.560 --> 00:31:19.560]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:19.560 --> 00:31:19.560]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:19.560 --> 00:31:19.560]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:19.560 --> 00:31:19.560]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:19.560 --> 00:31:19.560]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:19.560 --> 00:31:19.560]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:19.580 --> 00:31:49.580]   I think there are legitimate lines of critique against a company like Walmart,
[00:31:49.580 --> 00:31:49.580]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:49.580 --> 00:31:49.580]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:49.580 --> 00:31:49.580]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:49.580 --> 00:31:49.580]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:49.580 --> 00:31:49.580]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:49.580 --> 00:31:49.580]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:49.580 --> 00:31:49.580]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:49.580 --> 00:31:49.580]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:49.580 --> 00:31:49.580]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:49.580 --> 00:31:49.580]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:49.580 --> 00:31:49.580]   and I think there are legitimate lines of critique against a company like Walmart,
[00:31:49.580 --> 00:32:19.600]  ,
[00:32:19.600 --> 00:32:19.600]   and I think there are legitimate lines of critique against a company like Walmart,
[00:32:19.600 --> 00:32:19.600]   and I think there are legitimate lines of critique against a company like Walmart,
[00:32:19.600 --> 00:32:19.600]   and I think there are legitimate lines of critique against a company like Walmart,
[00:32:19.600 --> 00:32:19.600]   and I think there are legitimate lines of critique against a company like Walmart,
[00:32:19.600 --> 00:32:19.600]   and I think there are legitimate lines of critique against a company like Walmart,
[00:32:19.600 --> 00:32:19.600]   and I think there are legitimate lines of critique against a company like Walmart,
[00:32:19.600 --> 00:32:19.600]   and I think there are legitimate lines of critique against a company like Walmart,
[00:32:19.600 --> 00:32:19.600]   and I think there are legitimate lines of critique against a company like Walmart,
[00:32:19.600 --> 00:32:19.600]   and I think there are legitimate lines of critique against a company like Walmart, and I think there are legitimate lines of critique against a company like Walmart, and I think there are.
[00:32:19.640 --> 00:32:30.400]   to
[00:32:30.400 --> 00:32:47.640]   it, sermon,,,, I have a management and Iiçõesur pac schöisode. -G. -D - live - had - had - an - at - in - all - the - i - f` is the end believed the CAtoi limit the 없 controversy count the only the form the wooniej the confirm the Hoff story the lovelyğinel thehehe the pu Rahmenin the compassion the
[00:32:47.640 --> 00:32:48.860]   "This is the
[00:32:48.860 --> 00:32:49.620]   notice the possibleig the
[00:32:49.660 --> 00:32:57.800]   PG
[00:32:57.800 --> 00:33:04.200]   by in,,, MAN M 마 los
[00:33:04.200 --> 00:33:18.200]  ав
[00:33:19.200 --> 00:33:28.820]   continue
[00:33:28.820 --> 00:33:29.620]   all, look,
[00:33:29.620 --> 00:33:41.260]   Took E Th H свои
[00:33:47.840 --> 00:33:58.120]   albeit
[00:33:58.120 --> 00:33:59.340]   like, honor,
[00:33:59.340 --> 00:34:16.860]   ре
[00:34:17.860 --> 00:34:27.760]  ,
[00:36:09.220 --> 00:36:11.540]   think
[00:36:11.540 --> 00:36:19.140]   it like
[00:36:19.140 --> 00:36:30.280]   why count. I have頭, and, and, and, hung,,,,,,,,,, NapolePlayTERSD S D I'm called a project like a help round like a gut heel Jaestr
[00:36:30.280 --> 00:36:38.920]   Ch
[00:37:39.000 --> 00:38:08.940]  łych the computer program can't give you a useful answer. You don't need the income because between your real estate and your social security, you don't need any money. You've got it taken care of. So the second way that they address this issue is they go with what's called a risk profile questionnaire. And so they'll give you a 10 or 15 question. Um, document. You can take one of these online and probably should if you haven't recently, and this document will go through different scenarios and they'll say, are you more comfortable with this outcome?
[00:38:08.940 --> 00:38:08.940]   The
[00:38:08.940 --> 00:38:08.940]   For
[00:38:08.940 --> 00:38:08.940]   It
[00:38:08.940 --> 00:38:08.940]   It
[00:38:08.940 --> 00:38:08.940]   It's
[00:38:09.880 --> 00:38:38.880]   It's a good question. And then they'll ask you questions about when you intend to use the money and et cetera, and then the computer will assign a score to you that's supposed to be your risk profile tolerance. Now that can be useful, but it's going to be minimally useful for you because number one, the bulk of your assets are not going to be reflected in that questionnaire. You have a real estate and it's not going to be useful for you because you can't answer all the stuff.
[00:38:38.880 --> 00:38:38.880]   So
[00:38:38.880 --> 00:38:38.880]   It's
[00:38:38.920 --> 00:38:50.040]   .
[00:38:50.040 --> 00:39:06.940]   per car,,,,
[00:39:36.760 --> 00:39:39.900]   stage
[00:39:39.900 --> 00:39:46.960]   quer cal gun,,,,
[00:41:01.000 --> 00:41:29.040]   didnt want to do something with it in the medium term that's where things get difficult is well I think I might want to do something with this ten years from now but I'm not sure what.
[00:41:29.040 --> 00:41:29.040]   Is well I think I might want to do something with this ten years from now but I'm not sure what.
[00:41:29.040 --> 00:41:29.040]   Is well I think I might want to do something with this ten years from now but I'm not sure what.
[00:41:29.040 --> 00:41:29.040]   Is well I think I might want to do something with this ten years from now but I'm not sure what.
[00:41:29.040 --> 00:41:29.040]   is well I think I might want to do something with this ten years from now but I'm not sure what.
[00:41:29.040 --> 00:41:29.040]   is well I think I might want to do something with this ten years from now but I'm not sure what.
[00:41:29.040 --> 00:41:29.040]   is well I think I might want to do something with this ten years from now but I'm not sure what.
[00:41:29.040 --> 00:41:29.040]   is well I think I might want to do something with this ten years from now but I'm not sure what.
[00:41:29.040 --> 00:41:57.200]  , is well I think I might want to do something with this ten years from now but I'm not sure what.
[00:41:57.200 --> 00:41:57.240]   is well I think I might want to do something with this ten years from now but I'm not sure what.
[00:41:57.240 --> 00:41:57.280]   is well I might want to do something with this ten years from now but I'm not sure what.
[00:41:57.280 --> 00:41:57.320]   is well I might want to do something with this ten years from now but I'm not sure what.
[00:41:57.320 --> 00:41:57.400]   is well I might want to do something with this ten years from now but I'm not sure what.
[00:41:57.400 --> 00:41:57.440]   is well I might want to do something with this ten years from now but I'm not sure what.
[00:41:57.460 --> 00:42:11.440]   is well I might want to do something with this ten years from now but I'm not sure what.
[00:42:11.440 --> 00:42:25.520]   is well I might want to do something with this ten years from now but I'm not sure what.
[00:42:25.520 --> 00:42:25.520]   is well I might want to do something with this ten years from now but I'm not sure what.
[00:42:25.520 --> 00:42:25.600]   is well I might want to do something with this ten years from now but I'm not sure what.
[00:42:25.600 --> 00:42:25.600]   is well I might want to do something with this ten years from now but I'm not sure what.
[00:42:25.600 --> 00:42:25.640]   is well I might want to do something with this ten years from now but I'm not sure what.
[00:42:25.640 --> 00:42:25.680]   is well I might want to do something with this ten years from now but I'm not sure what.
[00:42:25.680 --> 00:42:25.800]   is well I might want to do something with this ten years from now but I'm not sure what.
[00:42:25.800 --> 00:42:25.840]   is well I might want to do something with this ten years from now but I'm not sure what.
[00:42:25.880 --> 00:42:52.780]   .
[00:44:17.080 --> 00:44:18.540]   and I think that's valid okay but now what is the scenario that could happen to you in which you would not be able to pay your mortgage payments?
[00:44:37.500 --> 00:44:44.980]   if we couldn't if all my renters in Denver moved out and we didn't have that income but I that's not very likely.
[00:44:44.980 --> 00:44:47.480]   yeah it's not very likely and I agree with you in fact that's what I would point to to say that you know I'm not a renter.
[00:44:47.480 --> 00:44:47.980]   yeah I'm not a renter.
[00:44:47.980 --> 00:44:48.480]   yeah I'm not a renter.
[00:45:18.540 --> 00:45:22.640]   and I think that's the scenario that could happen to you in which you would not be able to pay your mortgage payments.
[00:45:22.640 --> 00:45:36.480]   yeah for you to have three properties in in Denver emptied out is very unlikely and even if it did happen you still are going to have your Social Security income so you still could probably make a mortgage payment out of your Social Security income what's your mortgage payment Oklahoma and what will be your Social Security income when your wife also files for it?
[00:45:36.480 --> 00:45:38.580]   and I think that's the scenario that could happen to you in which you would not be able to pay your mortgage payments.
[00:45:38.580 --> 00:45:48.520]   it's about twenty one hundred dollars but all of my houses in Denver are totally paid for and the rents are there and it's really hard to get a house that's not going to be able to pay for it.
[00:45:48.520 --> 00:45:48.520]   I think that's the scenario that could happen to you in which you would not be able to pay your mortgage payments.
[00:45:48.560 --> 00:46:18.540]  , but what's any one of those houses pay for it?
[00:46:18.540 --> 00:46:48.560]  , but what's any one of those houses pay for it?
[00:46:48.560 --> 00:46:48.560]   and I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:46:48.560 --> 00:46:48.560]   and I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:46:48.560 --> 00:46:48.560]   and I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:46:48.560 --> 00:46:48.560]   and I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:46:48.580 --> 00:47:18.580]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:18.580 --> 00:47:18.580]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:18.580 --> 00:47:18.580]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:18.580 --> 00:47:18.580]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:18.580 --> 00:47:18.580]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:18.580 --> 00:47:18.580]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:18.580 --> 00:47:18.580]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:18.580 --> 00:47:18.580]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:18.580 --> 00:47:48.600]  ,
[00:47:48.600 --> 00:47:48.600]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:48.600 --> 00:47:48.600]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:48.600 --> 00:47:48.600]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:48.600 --> 00:47:48.600]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:48.600 --> 00:47:48.600]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:48.600 --> 00:47:48.600]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:48.600 --> 00:47:48.600]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:48.600 --> 00:47:48.600]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:47:48.620 --> 00:48:18.620]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:18.620 --> 00:48:18.620]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:18.620 --> 00:48:18.620]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:18.620 --> 00:48:18.620]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:18.620 --> 00:48:18.620]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:18.620 --> 00:48:18.620]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:18.620 --> 00:48:18.620]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:18.620 --> 00:48:18.620]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:18.620 --> 00:48:48.640]  ,
[00:48:48.640 --> 00:48:48.640]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:48.640 --> 00:48:48.640]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:48.640 --> 00:48:48.640]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:48.640 --> 00:48:48.640]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:48.640 --> 00:48:48.640]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:48.640 --> 00:48:48.640]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:48.640 --> 00:48:48.640]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:48.640 --> 00:48:48.640]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:48:48.660 --> 00:49:18.660]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:18.660 --> 00:49:18.660]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:18.660 --> 00:49:18.660]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:18.660 --> 00:49:18.660]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:18.660 --> 00:49:18.660]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:18.660 --> 00:49:18.660]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:18.660 --> 00:49:18.660]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:18.660 --> 00:49:18.660]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:18.700 --> 00:49:48.680]  ,
[00:49:48.680 --> 00:49:48.680]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:48.680 --> 00:49:48.680]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:48.680 --> 00:49:48.680]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:48.680 --> 00:49:48.680]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
[00:49:48.680 --> 00:49:48.680]   I think that's the scenario that could happen to you in which you would not be able to pay for it.
