
[00:00:00.000 --> 00:00:07.500]   [APPLAUSE]
[00:19:31.620 --> 00:19:35.500]   Do you have good life insurance when you're young?
[00:19:35.500 --> 00:19:37.820]   Are you giving enough money away to your kids
[00:19:37.820 --> 00:19:39.800]   and your grandkids?
[00:19:39.800 --> 00:19:41.700]   Those are the really important questions.
[00:19:41.700 --> 00:19:43.620]   The most important thing about the complexity
[00:19:43.620 --> 00:19:46.100]   of any portfolio is not what it looks like,
[00:19:46.100 --> 00:19:47.780]   but can you stick with it?
[00:19:47.780 --> 00:19:50.620]   That is far more important than whether you own one asset
[00:19:50.620 --> 00:19:52.860]   class or 12.
[00:19:52.860 --> 00:19:55.100]   And so given that that is the challenge,
[00:19:55.100 --> 00:19:57.460]   and I think it's a challenge we all face personally,
[00:19:57.460 --> 00:19:59.780]   even if you say, I'm going to stick with it,
[00:19:59.780 --> 00:20:03.940]   there are times that suddenly that feels hard.
[00:20:03.940 --> 00:20:06.500]   What advice would you give to people
[00:20:06.500 --> 00:20:08.660]   in how they construct their portfolios
[00:20:08.660 --> 00:20:12.420]   or how they live their lives to help them stay the course?
[00:20:12.420 --> 00:20:13.700]   Yeah.
[00:20:13.700 --> 00:20:17.580]   A suboptimal portfolio that you can stick with
[00:20:17.580 --> 00:20:19.700]   is better than an optimal portfolio of one
[00:20:19.700 --> 00:20:20.940]   you can't execute.
[00:20:20.940 --> 00:20:21.940]   It's just that simple.
[00:20:21.940 --> 00:20:23.900]   So pick something that you can stick with it.
[00:20:23.900 --> 00:20:30.980]   So you can stick with a simpler portfolio
[00:20:30.980 --> 00:20:34.580]   a lot easier than a complex portfolio.
[00:20:34.580 --> 00:20:37.140]   And John Bogle said this a long time ago.
[00:20:37.140 --> 00:20:41.220]   And I brought it up yesterday in one of my slides.
[00:20:41.220 --> 00:20:44.020]   If you're just a market investor and you're
[00:20:44.020 --> 00:20:47.380]   investing in the total stock market and the market goes
[00:20:47.380 --> 00:20:50.620]   down, you know your portfolio is down.
[00:20:50.620 --> 00:20:53.580]   And most people can accept that.
[00:20:53.580 --> 00:21:00.000]   If you're doing a slice and dice portfolio, which--
[00:21:00.000 --> 00:21:04.500]   [LAUGHTER]
[00:21:04.500 --> 00:21:07.380]   And it's going down, or it's not keeping up with the market,
[00:21:07.380 --> 00:21:08.900]   so many concerns you.
[00:21:08.900 --> 00:21:09.660]   More.
[00:21:09.660 --> 00:21:11.620]   And maybe you're more apt to make changes,
[00:21:11.620 --> 00:21:13.780]   more apt to capitulate on that strategy.
[00:21:13.780 --> 00:21:18.780]   So I think the simpler you make your portfolio, the better.
[00:21:18.780 --> 00:21:23.840]   I think that it is a matter of having the right portfolio.
[00:21:23.840 --> 00:21:27.260]   But the problem that I've found over the years
[00:21:27.260 --> 00:21:30.780]   is most people have not actually identified
[00:21:30.780 --> 00:21:34.260]   not just the potential return-- now that's the easy part--
[00:21:34.260 --> 00:21:38.140]   but making sure they know what building loss
[00:21:38.140 --> 00:21:40.540]   factor there's going to be in that portfolio.
[00:21:40.540 --> 00:21:42.640]   And if you're going to find a portfolio you're
[00:21:42.640 --> 00:21:44.140]   going to stick with, it isn't going
[00:21:44.140 --> 00:21:46.140]   to be because of the upside, generally.
[00:21:46.140 --> 00:21:48.780]   It's going to be because of the downside.
[00:21:48.780 --> 00:21:51.660]   And the industry oftentimes will ask,
[00:21:51.660 --> 00:21:55.460]   are you willing to lose 20% of your money?
[00:21:55.460 --> 00:21:58.740]   Well, if you are, it's OK to be in the stock market.
[00:21:58.740 --> 00:22:00.700]   What they should be saying is, are you
[00:22:00.700 --> 00:22:03.780]   willing to lose half of your money?
[00:22:03.780 --> 00:22:06.220]   Then if you are, you should be in the stock market.
[00:22:06.220 --> 00:22:08.940]   And if you're not, you've got to put enough fixed income
[00:22:08.940 --> 00:22:12.340]   into the portfolio to bring the potential loss down
[00:22:12.340 --> 00:22:16.460]   to where you are willing to say, yes, I'm willing to do that.
[00:22:16.460 --> 00:22:19.420]   Then I think you can stay the course.
[00:22:19.420 --> 00:22:21.460]   But you've got to somehow get there.
[00:22:21.460 --> 00:22:23.420]   We call it education.
[00:22:23.420 --> 00:22:29.820]   Sort of at a related note, Bill, this year
[00:22:29.820 --> 00:22:34.060]   the second edition of your Four Pillars of Investing book
[00:22:34.060 --> 00:22:35.500]   was published.
[00:22:35.500 --> 00:22:38.300]   Could you tell us a little bit about the way
[00:22:38.300 --> 00:22:40.700]   you're thinking about investing has
[00:22:40.700 --> 00:22:42.980]   changed since the initial edition, which
[00:22:42.980 --> 00:22:44.300]   was, what, 20 years ago?
[00:22:44.300 --> 00:22:46.580]   Yeah, two ways.
[00:22:46.580 --> 00:22:49.100]   I was very impressed with a quote from a man
[00:22:49.100 --> 00:22:50.540]   by the name of Robert Kaplan, who's
[00:22:50.540 --> 00:22:55.220]   a historian, who said that half of everything is geography,
[00:22:55.220 --> 00:22:57.340]   and the other half is Shakespeare.
[00:22:57.340 --> 00:23:00.740]   And I realized that that pertains almost precisely
[00:23:00.740 --> 00:23:03.940]   analogously to investing, which is that half of it
[00:23:03.940 --> 00:23:07.260]   is mathematics, but the other half is Shakespeare.
[00:23:07.260 --> 00:23:11.300]   And the answer to investing better and better
[00:23:11.300 --> 00:23:12.540]   is not more and more math.
[00:23:12.540 --> 00:23:14.820]   And there are a lot of people on the Bogleheads forum,
[00:23:14.820 --> 00:23:18.780]   I think, who believe that, unfortunately.
[00:23:18.780 --> 00:23:21.900]   It's, can you handle the vicissitudes of the marketing
[00:23:21.900 --> 00:23:23.420]   of your own psychology?
[00:23:23.420 --> 00:23:26.620]   So long-term capital management, most brilliant mathematicians
[00:23:26.620 --> 00:23:28.760]   out there planted their faces because they
[00:23:28.760 --> 00:23:30.940]   didn't understand enough about market history
[00:23:30.940 --> 00:23:32.500]   and their own psychology.
[00:23:32.500 --> 00:23:36.780]   They didn't realize that every 10 years or so,
[00:23:36.780 --> 00:23:38.900]   the wheels come off the machine.
[00:23:38.900 --> 00:23:41.260]   And by the way, their model was only based on four years
[00:23:41.260 --> 00:23:45.420]   of data, so that was another little mistake that they made.
[00:23:45.420 --> 00:23:47.500]   So it's the importance of the psychology,
[00:23:47.500 --> 00:23:51.860]   and I tend to de-emphasize the importance of the math.
[00:23:51.860 --> 00:23:56.620]   I think if you can get within a factor of two
[00:23:56.620 --> 00:23:58.380]   on anything in investing, you're probably
[00:23:58.380 --> 00:24:00.620]   doing very, very well.
[00:24:00.620 --> 00:24:02.060]   I'm reminded of the joke that says,
[00:24:02.060 --> 00:24:04.620]   how do you know the financial economists have
[00:24:04.620 --> 00:24:05.300]   a sense of humor?
[00:24:05.300 --> 00:24:07.100]   It's because they use decimal points.
[00:24:07.100 --> 00:24:10.060]   So that's the first thing.
[00:24:10.060 --> 00:24:12.380]   And the other thing that I've realized over the years
[00:24:12.380 --> 00:24:14.380]   is the importance of liquid assets.
[00:24:14.380 --> 00:24:16.820]   You've got to be able to sleep through the worst of times.
[00:24:16.820 --> 00:24:19.340]   How well you do in the long term depends
[00:24:19.340 --> 00:24:23.480]   upon how you react in the worst 2% of times, all right?
[00:24:23.480 --> 00:24:25.060]   And that's because that's when you're
[00:24:25.060 --> 00:24:28.260]   most likely to interrupt the magic of compounding
[00:24:28.260 --> 00:24:32.340]   and disobey Charlie Munger's first rule of compounding,
[00:24:32.340 --> 00:24:35.020]   which is to never interrupt it.
[00:24:35.020 --> 00:24:37.260]   There is a reason why Warren Buffett holds
[00:24:37.260 --> 00:24:41.940]   20% of Berkshire in T-bills, because he can sleep at night.
[00:24:41.940 --> 00:24:44.940]   Or when the 300-year flood hits his insurance companies,
[00:24:44.940 --> 00:24:47.580]   he'll survive, and no one else will.
[00:24:47.580 --> 00:24:51.180]   You have to have that same sort of outlook as well.
[00:24:51.180 --> 00:24:54.820]   So those are the two basic things that changed.
[00:24:54.820 --> 00:24:58.620]   One of the situations where we come up
[00:24:58.620 --> 00:25:02.420]   against that question of balancing finance, mathematics,
[00:25:02.420 --> 00:25:08.380]   and emotions is when someone has a lump sum, a windfall of money
[00:25:08.380 --> 00:25:11.220]   that they might invest in the stock market.
[00:25:11.220 --> 00:25:15.700]   So Paul, could you talk to how you approached that question
[00:25:15.700 --> 00:25:17.580]   when you're talking to someone about,
[00:25:17.580 --> 00:25:21.300]   do I put my pile of money into the stock market tomorrow,
[00:25:21.300 --> 00:25:25.660]   or do I dollar cost in over time?
[00:25:25.660 --> 00:25:28.500]   Well, it's been 10 years since I've had to do that for people.
[00:25:28.500 --> 00:25:32.980]   But when I did, first thing we have to figure out
[00:25:32.980 --> 00:25:35.660]   is who we think they are in terms
[00:25:35.660 --> 00:25:39.660]   of their emotions of being able to actually put it
[00:25:39.660 --> 00:25:41.220]   all in at one time.
[00:25:41.220 --> 00:25:42.980]   The industry, of course, says that you're
[00:25:42.980 --> 00:25:46.020]   best off to get everything to work immediately.
[00:25:46.020 --> 00:25:47.400]   But of course, that's the industry
[00:25:47.400 --> 00:25:50.300]   that wants us to invest through them, basically.
[00:25:50.300 --> 00:25:53.300]   And immediately, for most people,
[00:25:53.300 --> 00:25:57.140]   is actually probably not the best way.
[00:25:57.140 --> 00:25:59.380]   Because there is some probability
[00:25:59.380 --> 00:26:01.580]   that the next thing that's going to happen
[00:26:01.580 --> 00:26:03.780]   is the market's going to go down,
[00:26:03.780 --> 00:26:06.380]   and this is not what they were prepared to go through
[00:26:06.380 --> 00:26:08.140]   with all of that money.
[00:26:08.140 --> 00:26:11.240]   Whereas if you dollar cost average it in,
[00:26:11.240 --> 00:26:16.540]   and it is a form of diversification, dollar cost
[00:26:16.540 --> 00:26:17.780]   averaging.
[00:26:17.780 --> 00:26:23.700]   And as somebody recently said, any time you diversify,
[00:26:23.700 --> 00:26:26.660]   you're settling for second best, in a sense.
[00:26:26.660 --> 00:26:29.340]   And so dollar cost averaging is something
[00:26:29.340 --> 00:26:32.420]   where you are likely settling for a second best,
[00:26:32.420 --> 00:26:35.420]   but it's something that you should be able to do.
[00:26:35.420 --> 00:26:38.460]   Or if-- and I found it's worked often
[00:26:38.460 --> 00:26:42.660]   with a client that couldn't trust either way.
[00:26:42.660 --> 00:26:45.340]   Half of it buy and hold, immediately put it to work.
[00:26:45.340 --> 00:26:48.620]   The other half, you dollar cost average in.
[00:26:48.620 --> 00:26:51.580]   And in a sense, you've got the best of both worlds.
[00:26:51.580 --> 00:26:55.700]   I guess, in a way, you can't do wrong except for one thing.
[00:26:55.700 --> 00:26:59.420]   At the end of the dollar cost averaging, or the lump sum,
[00:26:59.420 --> 00:27:01.540]   the market can still go down.
[00:27:01.540 --> 00:27:05.860]   So you never outrun the market if you're
[00:27:05.860 --> 00:27:09.580]   worried about it going down.
[00:27:09.580 --> 00:27:13.980]   So I have immense respect for Paul,
[00:27:13.980 --> 00:27:15.900]   but I disagree with him on this point.
[00:27:15.900 --> 00:27:19.060]   I think dollar cost averaging is for wimps.
[00:27:19.060 --> 00:27:21.100]   Because of what Paul just said at the end.
[00:27:21.100 --> 00:27:23.500]   At the end of this dollar cost averaging period,
[00:27:23.500 --> 00:27:25.900]   whether it's in three months, or six months, or a year,
[00:27:25.900 --> 00:27:27.020]   guess what?
[00:27:27.020 --> 00:27:30.220]   The whole portfolio is exposed to the market.
[00:27:30.220 --> 00:27:33.980]   And if you're not OK with that, what that indicates to me,
[00:27:33.980 --> 00:27:37.380]   maybe your asset allocation is too aggressive for you.
[00:27:37.380 --> 00:27:39.580]   And you ought to dial it back until you
[00:27:39.580 --> 00:27:43.420]   are willing to lump sum this new money into your asset
[00:27:43.420 --> 00:27:45.380]   allocation.
[00:27:45.380 --> 00:27:48.660]   And so I don't see a big role for dollar cost averaging.
[00:27:48.660 --> 00:27:51.260]   I think it's a psychological crutch.
[00:27:51.260 --> 00:27:53.060]   The historical record is that you
[00:27:53.060 --> 00:27:55.100]   will do worse most of the time.
[00:27:55.100 --> 00:27:56.580]   Not all of the time, of course.
[00:27:56.580 --> 00:27:59.020]   But because the market goes up most of the time,
[00:27:59.020 --> 00:28:00.580]   most of those additional investments
[00:28:00.580 --> 00:28:01.980]   you make over the next few months
[00:28:01.980 --> 00:28:03.540]   are going to be at higher prices.
[00:28:03.540 --> 00:28:04.820]   And you're getting a worse deal.
[00:28:04.820 --> 00:28:07.660]   So I think you really need-- if you're really
[00:28:07.660 --> 00:28:09.300]   having trouble putting a lump sum in,
[00:28:09.300 --> 00:28:11.620]   you ought to look more carefully at your overall asset
[00:28:11.620 --> 00:28:13.380]   allocation, because eventually, you're
[00:28:13.380 --> 00:28:14.540]   going to be lump summed in.
[00:28:14.540 --> 00:28:19.300]   I think you're wrong, Jim.
[00:28:19.300 --> 00:28:26.380]   I'm older than you are.
[00:28:26.380 --> 00:28:34.620]   And I am willing to take second best.
[00:28:34.620 --> 00:28:37.540]   That's why I have bonds in my portfolio.
[00:28:37.540 --> 00:28:40.140]   So it's just another defensive strategy.
[00:28:40.140 --> 00:28:42.020]   In fact, probably the expert on this
[00:28:42.020 --> 00:28:44.820]   is Jonathan Clements, since he speaks
[00:28:44.820 --> 00:28:47.580]   to the emotional side of this process.
[00:28:47.580 --> 00:28:49.620]   I'm curious what side you come down on.
[00:28:49.620 --> 00:28:56.500]   Thanks, Paul.
[00:28:56.500 --> 00:29:03.740]   Yeah, I think it's very hard to get somebody
[00:29:03.740 --> 00:29:08.780]   to put a lump sum into the stock market based
[00:29:08.780 --> 00:29:12.460]   with the possibility that the market is going
[00:29:12.460 --> 00:29:14.460]   to drop dramatically tomorrow.
[00:29:14.460 --> 00:29:17.380]   But I think before we say, yes, you should lump sum it,
[00:29:17.380 --> 00:29:20.540]   or yes, you should dollar cost average, what people need to do
[00:29:20.540 --> 00:29:22.780]   is step back and say, how important
[00:29:22.780 --> 00:29:27.460]   is this sum of money compared to what I already have
[00:29:27.460 --> 00:29:29.740]   and what I will need in the future?
[00:29:29.740 --> 00:29:32.820]   So if grandma dies, and you've already
[00:29:32.820 --> 00:29:37.180]   got a $2 million portfolio, and she leaves you $100,000,
[00:29:37.180 --> 00:29:38.580]   invest it right away.
[00:29:38.580 --> 00:29:41.660]   $100,000 compared to the $2 million you already have,
[00:29:41.660 --> 00:29:43.220]   not a big deal.
[00:29:43.220 --> 00:29:47.900]   If you have $100,000 and grandma leaves you $2 million,
[00:29:47.900 --> 00:29:49.780]   it's a much tougher decision.
[00:29:49.780 --> 00:29:52.860]   And I can understand why somebody might actually
[00:29:52.860 --> 00:29:55.500]   listen to Paul and put it in more slowly.
[00:29:55.500 --> 00:30:04.740]   Jim is absolutely right that dollar cost averaging
[00:30:04.740 --> 00:30:05.380]   is for wimps.
[00:30:05.380 --> 00:30:07.140]   The trouble is that most of us are wimps.
[00:30:07.140 --> 00:30:07.620]   All right?
[00:30:07.620 --> 00:30:16.020]   All right, I'll throw my $0.02 in.
[00:30:16.020 --> 00:30:17.860]   So investing in the market is painful,
[00:30:17.860 --> 00:30:20.440]   because you know as soon as you invest, it's going to go down.
[00:30:20.440 --> 00:30:23.180]   You know that's going to happen, right?
[00:30:23.180 --> 00:30:27.420]   So you either rip the big Band-Aid off one time
[00:30:27.420 --> 00:30:29.340]   and do it Jim's way, and you're done.
[00:30:29.340 --> 00:30:30.980]   You're in, and that's it.
[00:30:30.980 --> 00:30:31.580]   You're done.
[00:30:31.580 --> 00:30:34.820]   Or you have to rip multiple Band-Aids off
[00:30:34.820 --> 00:30:37.980]   over a long period of time.
[00:30:37.980 --> 00:30:41.140]   And a lot of people might rip one, or two, or three off,
[00:30:41.140 --> 00:30:43.420]   but they never get to ripping the fourth one off.
[00:30:43.420 --> 00:30:45.060]   They start looking at the markets.
[00:30:45.060 --> 00:30:46.420]   They start coming up with reasons
[00:30:46.420 --> 00:30:49.660]   not to do that dollar cost average, that third or fourth
[00:30:49.660 --> 00:30:50.460]   one, or so forth.
[00:30:50.460 --> 00:30:55.220]   And a lot of times, at least if it's-- it doesn't get done.
[00:30:55.220 --> 00:30:58.500]   So ripping the Band-Aid off one time
[00:30:58.500 --> 00:31:00.620]   and getting it done Jim's method,
[00:31:00.620 --> 00:31:03.380]   I find actually gets the money invested.
[00:31:03.380 --> 00:31:07.500]   And dollar cost averaging often doesn't get the money invested,
[00:31:07.500 --> 00:31:11.900]   because you have to make the decision to hit the button
[00:31:11.900 --> 00:31:14.500]   to invest the money multiple times,
[00:31:14.500 --> 00:31:16.780]   and your mind is playing all kinds of tricks on you
[00:31:16.780 --> 00:31:17.940]   during that period of time.
[00:31:17.940 --> 00:31:20.220]   Unless, of course, you have a fantastic money manager
[00:31:20.220 --> 00:31:22.560]   like Paul managing your money, and then you
[00:31:22.560 --> 00:31:23.860]   don't have to worry about that.
[00:31:23.860 --> 00:31:27.140]   Because he'll do it for you without any pain whatsoever.
[00:31:27.140 --> 00:31:27.980]   Not anymore.
[00:31:27.980 --> 00:31:31.300]   So I think that was just great.
[00:31:31.300 --> 00:31:34.260]   This was just totally encapsulated
[00:31:34.260 --> 00:31:39.500]   the interplay of the math and the emotions of investing
[00:31:39.500 --> 00:31:40.620]   that we all struggle with.
[00:31:40.620 --> 00:31:43.500]   So I'm going to thank all six of you for that.
[00:31:43.500 --> 00:31:45.460]   We're going to try and move on.
[00:31:45.460 --> 00:31:49.980]   But I will just also just remind you, if you have any questions,
[00:31:49.980 --> 00:31:51.740]   please give them to Mike Piper.
[00:31:51.740 --> 00:31:53.820]   I think in about another five minutes,
[00:31:53.820 --> 00:31:55.380]   we'll try and move on to questions.
[00:31:55.380 --> 00:31:59.420]   So we'll still have 10 minutes to do questions.
[00:31:59.420 --> 00:32:03.420]   Coming back to-- coming to a classic bogleheads question,
[00:32:03.420 --> 00:32:08.180]   looking at US versus international stocks,
[00:32:08.180 --> 00:32:12.980]   over the trailing year, total international and total US
[00:32:12.980 --> 00:32:15.380]   stocks are just about neck and neck.
[00:32:15.380 --> 00:32:18.340]   And I point that out because that's the exception.
[00:32:18.340 --> 00:32:21.900]   Because over so many other trailing periods, year
[00:32:21.900 --> 00:32:25.860]   to date, three years, five years, 10 years, 15 years,
[00:32:25.860 --> 00:32:30.140]   US stocks have done so much better than international.
[00:32:30.140 --> 00:32:32.820]   So the question is, I'm wondering
[00:32:32.820 --> 00:32:37.100]   about what your views are on international diversification.
[00:32:37.100 --> 00:32:39.020]   Should I bother?
[00:32:39.020 --> 00:32:40.620]   The flip side of that is, so if I've
[00:32:40.620 --> 00:32:43.860]   had international stocks as part of my portfolio forever,
[00:32:43.860 --> 00:32:45.020]   do I stay the course?
[00:32:45.020 --> 00:32:47.180]   Or gosh, should I maybe change my mind
[00:32:47.180 --> 00:32:49.100]   and get rid of that now?
[00:32:49.100 --> 00:32:51.020]   Jonathan, you want to start us off on that one?
[00:32:51.020 --> 00:32:52.420]   Let me kick this party off.
[00:32:52.420 --> 00:32:56.220]   It's the end of the year.
[00:32:56.220 --> 00:32:57.980]   You're looking back.
[00:32:57.980 --> 00:33:03.180]   Your home market has been the most fabulous performer,
[00:33:03.180 --> 00:33:07.380]   not just for the past year, not for the past decade,
[00:33:07.380 --> 00:33:09.260]   but for multiple decades.
[00:33:09.260 --> 00:33:12.620]   It is the hottest market in the world.
[00:33:12.620 --> 00:33:18.860]   Why in the world would you possibly invest abroad?
[00:33:18.860 --> 00:33:21.340]   This, of course, was what Japanese investors
[00:33:21.340 --> 00:33:25.020]   were faced with at year end 1989.
[00:33:25.020 --> 00:33:27.580]   And those who suffered from home bias
[00:33:27.580 --> 00:33:30.420]   are still sitting with portfolios
[00:33:30.420 --> 00:33:35.020]   that are underwater more than three decades later.
[00:33:35.020 --> 00:33:37.740]   That is why I invest internationally.
[00:33:37.740 --> 00:33:40.340]   Because unlike the rest of you who
[00:33:40.340 --> 00:33:42.860]   think that US is the only place to invest,
[00:33:42.860 --> 00:33:44.740]   I do not have a crystal ball.
[00:33:44.740 --> 00:33:47.820]   I do not know what will happen in the decades ahead.
[00:33:47.820 --> 00:33:51.300]   But I know that if I am globally diversified,
[00:33:51.300 --> 00:33:54.940]   the sort of hit that has been suffered by Japanese investors
[00:33:54.940 --> 00:33:57.340]   will not happen to me.
[00:33:57.340 --> 00:34:01.580]   Yeah, here's the rub, which is that there's
[00:34:01.580 --> 00:34:05.140]   no question that the US economy and the earnings of US
[00:34:05.140 --> 00:34:07.540]   corporations are growing faster than that
[00:34:07.540 --> 00:34:09.780]   in the rest of the developed world.
[00:34:09.780 --> 00:34:14.660]   The problem is that if you put $1 million into US stocks,
[00:34:14.660 --> 00:34:19.100]   you are getting perhaps $30,000 or $35,000 worth of earnings.
[00:34:19.100 --> 00:34:22.980]   If you put them into ex-US stocks, foreign stocks,
[00:34:22.980 --> 00:34:24.060]   you're getting twice that.
[00:34:24.060 --> 00:34:26.100]   You're getting $70,000.
[00:34:26.100 --> 00:34:29.620]   And I think it's a pretty good bet that that $35,000 you're
[00:34:29.620 --> 00:34:32.300]   going to get in US stocks and earnings
[00:34:32.300 --> 00:34:37.620]   is not going to grow fast enough to overtake the $70,000 you're
[00:34:37.620 --> 00:34:39.980]   going to get from foreign stocks.
[00:34:39.980 --> 00:34:42.500]   You see the same thing with dividend yields as well.
[00:34:42.500 --> 00:34:44.820]   And that's the math.
[00:34:44.820 --> 00:34:48.780]   The Shakespeare is the Kahneman-Tversky availability
[00:34:48.780 --> 00:34:51.380]   heuristic, which is we always look backward
[00:34:51.380 --> 00:34:52.580]   at the last decade.
[00:34:52.580 --> 00:34:56.820]   And we say, why have I invested in this dog of an asset class?
[00:34:56.820 --> 00:34:57.620]   I'm done with it.
[00:34:57.620 --> 00:34:59.220]   I don't want to face it anymore.
[00:34:59.220 --> 00:35:01.980]   I'm going to sell it and only invest in US stocks.
[00:35:01.980 --> 00:35:05.940]   And three times out of four, that's a big mistake.
[00:35:05.940 --> 00:35:07.460]   Dana?
[00:35:07.460 --> 00:35:10.260]   I will say the all-weather portfolio
[00:35:10.260 --> 00:35:13.060]   that I talked about yesterday that held up better
[00:35:13.060 --> 00:35:16.500]   under the worst case scenarios did have a higher allocation
[00:35:16.500 --> 00:35:19.300]   to small cap value and international
[00:35:19.300 --> 00:35:23.260]   than perhaps a traditional portfolio would.
[00:35:23.260 --> 00:35:27.620]   I think it's also interesting that we so often
[00:35:27.620 --> 00:35:31.940]   look at the combination of US and international.
[00:35:31.940 --> 00:35:34.740]   And once we have those, we're diversified.
[00:35:34.740 --> 00:35:37.540]   Oftentimes, it's viewed as if you own the total market
[00:35:37.540 --> 00:35:40.220]   indexes in the US and the international.
[00:35:40.220 --> 00:35:43.420]   You're diversified.
[00:35:43.420 --> 00:35:47.820]   In reality, historically, we expect certain kinds
[00:35:47.820 --> 00:35:52.020]   of returns, I think, from large cap blend stocks.
[00:35:52.020 --> 00:35:54.300]   And we expect different kinds of returns
[00:35:54.300 --> 00:35:56.300]   from small or value stocks.
[00:35:56.300 --> 00:36:02.500]   So it may be that what we should be talking about, I think--
[00:36:02.500 --> 00:36:04.180]   what we should be talking about is not
[00:36:04.180 --> 00:36:08.260]   should we about international versus US--
[00:36:08.260 --> 00:36:14.220]   that maybe a better diversifier is the small in the value,
[00:36:14.220 --> 00:36:17.740]   even if some of those end up being international.
[00:36:17.740 --> 00:36:19.140]   That all can work.
[00:36:19.140 --> 00:36:24.700]   But that diversification is a more true diversification
[00:36:24.700 --> 00:36:30.780]   than getting large cap US blend and international large cap
[00:36:30.780 --> 00:36:31.860]   blend.
[00:36:31.860 --> 00:36:36.500]   And I think it will do more for the investor than being--
[00:36:36.500 --> 00:36:39.500]   you'll do better with the small and the value
[00:36:39.500 --> 00:36:42.380]   and the big blend in the US.
[00:36:42.380 --> 00:36:43.820]   You don't need international.
[00:36:43.820 --> 00:36:48.860]   International may give you some lower volatility
[00:36:48.860 --> 00:36:54.620]   because of the diversification of--
[00:36:54.620 --> 00:36:57.660]   this is a word I can't remember anymore, I'm sorry--
[00:36:57.660 --> 00:37:03.940]   but that-- well, I'm going to stop right there.
[00:37:03.940 --> 00:37:05.520]   I understand what you're saying, Paul.
[00:37:05.520 --> 00:37:06.600]   I've got to call the home.
[00:37:06.600 --> 00:37:11.520]   Look, first of all, you get three different types
[00:37:11.520 --> 00:37:13.300]   of diversification with international.
[00:37:13.300 --> 00:37:16.060]   You get more stock because I think
[00:37:16.060 --> 00:37:17.940]   the international markets have--
[00:37:17.940 --> 00:37:20.140]   the Vanguard International Fund, Total International
[00:37:20.140 --> 00:37:22.780]   has something like 4,000.
[00:37:22.780 --> 00:37:24.700]   I mean, Jerry, you can correct me if I'm wrong,
[00:37:24.700 --> 00:37:26.460]   but 4,000 some odd names.
[00:37:26.460 --> 00:37:28.460]   So you're getting more diversification
[00:37:28.460 --> 00:37:30.660]   because you're getting more companies in there.
[00:37:30.660 --> 00:37:32.080]   But the second thing you're getting
[00:37:32.080 --> 00:37:35.060]   is you look at those companies, the industry
[00:37:35.060 --> 00:37:37.740]   groups of international stocks are
[00:37:37.740 --> 00:37:40.380]   quite a bit different than the industry groups of US stocks.
[00:37:40.380 --> 00:37:43.060]   A lot less technology, a lot more brick and mortar
[00:37:43.060 --> 00:37:47.540]   companies, value companies, if you will, to Paul's point.
[00:37:47.540 --> 00:37:50.620]   So you get that more industry diversification, a more
[00:37:50.620 --> 00:37:52.780]   global industry diversification.
[00:37:52.780 --> 00:37:54.940]   So that's the second type of diversification.
[00:37:54.940 --> 00:37:57.960]   And third, you get currency diversification.
[00:37:57.960 --> 00:37:59.620]   I mean, the dollar has been very strong.
[00:37:59.620 --> 00:38:01.820]   We've benefited from that as US investors.
[00:38:01.820 --> 00:38:03.660]   I don't know how long that's going to last,
[00:38:03.660 --> 00:38:06.860]   but if the dollar does start going down
[00:38:06.860 --> 00:38:09.300]   relative to international currencies,
[00:38:09.300 --> 00:38:11.100]   you've got currency diversification.
[00:38:11.100 --> 00:38:13.420]   So you're getting more stock, you're
[00:38:13.420 --> 00:38:17.840]   getting more industry, broader industry diversification
[00:38:17.840 --> 00:38:20.420]   with international, and you're getting currency diversification.
[00:38:20.420 --> 00:38:25.020]   So I think that's a good bet to have 30% to 40%
[00:38:25.020 --> 00:38:28.820]   of your portfolio in international stocks.
[00:38:28.820 --> 00:38:32.240]   Mike, if you get a chance and want to bring up our audience
[00:38:32.240 --> 00:38:34.820]   questions, we'll try and do some of those.
[00:38:49.420 --> 00:38:52.620]   First question is, given recent bond performance,
[00:38:52.620 --> 00:38:57.440]   could you discuss the pros and cons of investing and holding
[00:38:57.440 --> 00:39:00.740]   actual bonds, individual bonds, like US treasuries
[00:39:00.740 --> 00:39:01.940]   versus bond funds?
[00:39:01.940 --> 00:39:10.580]   I will say, I mentioned this to Karen yesterday.
[00:39:10.580 --> 00:39:13.700]   One question I got quite a bit yesterday, just one on one,
[00:39:13.700 --> 00:39:16.420]   was should I sell my bond funds right now?
[00:39:16.420 --> 00:39:18.600]   And it came back to a conversation
[00:39:18.600 --> 00:39:21.220]   earlier here of discipline and what does it
[00:39:21.220 --> 00:39:23.180]   take to stick with your strategy.
[00:39:23.180 --> 00:39:26.660]   I think you really need to know why you own what you own.
[00:39:26.660 --> 00:39:28.460]   So if you own bond funds and you're
[00:39:28.460 --> 00:39:30.300]   rebalancing to an allocation, you
[00:39:30.300 --> 00:39:32.700]   should have a rebalancing frequency.
[00:39:32.700 --> 00:39:33.860]   And that's what you do.
[00:39:33.860 --> 00:39:36.420]   And you don't deviate from that strategy.
[00:39:36.420 --> 00:39:37.900]   And one of the most important things
[00:39:37.900 --> 00:39:41.520]   is sticking with a strategy over time.
[00:39:41.520 --> 00:39:44.180]   In our practice, we prefer individual bonds
[00:39:44.180 --> 00:39:47.500]   because we're using them to meet a specific liability
[00:39:47.500 --> 00:39:48.540]   in the future.
