
[00:00:00.040 --> 00:00:09.520]   err
[00:17:26.180 --> 00:17:56.180]  ,
[00:17:56.180 --> 00:17:56.180]   I'm not good when you can't remember the name of your own courses.
[00:17:56.180 --> 00:17:56.180]   I'm not good when you can't remember the name of your own courses.
[00:17:56.180 --> 00:17:56.180]   I'm not good when you can't remember the name of your own courses.
[00:17:56.180 --> 00:17:56.180]   I'm not good when you can't remember the name of your own courses.
[00:17:56.180 --> 00:17:56.180]   I'm not good when you can't remember the name of your own courses.
[00:17:56.180 --> 00:17:56.180]   I'm not good when you can't remember the name of your own courses.
[00:17:56.180 --> 00:17:56.180]   I'm not good when you can't remember the name of your own courses.
[00:17:56.180 --> 00:17:56.180]   I'm not good when you can't remember the name of your own courses.
[00:17:56.180 --> 00:18:26.200]  ,
[00:18:26.200 --> 00:18:26.200]   I'm not good when you can't remember the name of your own courses.
[00:18:26.200 --> 00:18:26.200]   I'm not good when you can't remember the name of your own courses.
[00:18:26.200 --> 00:18:26.200]   I'm not good when you can't remember the name of your own courses.
[00:18:26.200 --> 00:18:26.200]   I'm not good when you can't remember the name of your own courses.
[00:18:26.200 --> 00:18:26.200]   I'm not good when you can't remember the name of your own courses.
[00:18:26.200 --> 00:18:26.200]   I'm not good when you can't remember the name of your own courses.
[00:18:26.200 --> 00:18:26.200]   I'm not good when you can't remember the name of your own courses.
[00:18:26.200 --> 00:18:26.200]   I'm not good when you can't remember the name of your own courses.
[00:18:26.200 --> 00:18:26.200]   I'm not good when you can't remember the name of your own courses.
[00:18:26.220 --> 00:18:56.220]   I'm not good when you can't remember the name of your own courses.
[00:18:56.220 --> 00:18:56.220]   I'm not good when you can't remember the name of your own courses.
[00:18:56.220 --> 00:18:56.220]   I'm not good when you can't remember the name of your own courses.
[00:18:56.220 --> 00:18:56.220]   I'm not good when you can't remember the name of your own courses.
[00:18:56.220 --> 00:18:56.220]   I'm not good when you can't remember the name of your own courses.
[00:18:56.220 --> 00:18:56.220]   I'm not good when you can't remember the name of your own courses.
[00:18:56.220 --> 00:18:56.220]   I'm not good when you can't remember the name of your own courses.
[00:18:56.220 --> 00:18:56.220]   I'm not good when you can't remember the name of your own courses.
[00:18:56.220 --> 00:18:56.220]   I'm not good when you can't remember the name of your own courses.
[00:18:56.220 --> 00:18:56.220]   I'm not good when you can't remember the name of your own courses.
[00:18:56.220 --> 00:18:56.220]   I'm not good when you can't remember the name of your own courses.
[00:18:56.220 --> 00:18:56.220]   I'm not good when you can't remember the name of your own courses.
[00:18:56.260 --> 00:19:26.240]   I'm not good when you can't remember the name of your own courses.
[00:19:26.240 --> 00:19:26.240]   I'm not good when you can't remember the name of your own courses.
[00:19:26.240 --> 00:19:26.240]   I'm not good when you can't remember the name of your own courses.
[00:19:26.240 --> 00:19:26.240]   I'm not good when you can't remember the name of your own courses.
[00:19:26.240 --> 00:19:26.240]   I'm not good when you can't remember the name of your own courses.
[00:19:26.240 --> 00:19:26.240]   I'm not good when you can't remember the name of your own courses.
[00:19:26.240 --> 00:19:26.240]   I'm not good when you can't remember the name of your own courses.
[00:19:26.240 --> 00:19:26.240]   I'm not good when you can't remember the name of your own courses.
[00:19:26.260 --> 00:19:56.260]   I'm not good when you can't remember the name of your own courses.
[00:19:56.260 --> 00:19:56.260]   I'm not good when you can't remember the name of your own courses.
[00:19:56.260 --> 00:19:56.260]   I'm not good when you can't remember the name of your own courses.
[00:19:56.260 --> 00:19:56.260]   I'm not good when you can't remember the name of your own courses.
[00:19:56.260 --> 00:19:56.260]   I'm not good when you can't remember the name of your own courses.
[00:19:56.260 --> 00:19:56.260]   I'm not good when you can't remember the name of your own courses.
[00:19:56.260 --> 00:19:56.260]   I'm not good when you can't remember the name of your own courses.
[00:19:56.260 --> 00:19:56.260]   I'm not good when you can't remember the name of your own courses.
[00:19:56.260 --> 00:19:56.260]   I'm not good when you can't remember the name of your own courses.
[00:19:56.260 --> 00:19:56.260]   I'm not good when you can't remember the name of your own courses.
[00:19:56.260 --> 00:19:56.260]   I'm not good when you can't remember the name of your own courses.
[00:19:56.260 --> 00:19:56.260]   I'm not good when you can't remember the name of your own courses.
[00:19:56.300 --> 00:20:26.280]   I'm not good when you can't remember the name of your own courses.
[00:20:26.280 --> 00:20:26.280]   I'm not good when you can't remember the name of your own courses.
[00:20:26.280 --> 00:20:26.280]   I'm not good when you can't remember the name of your own courses.
[00:20:26.280 --> 00:20:26.280]   I'm not good when you can't remember the name of your own courses.
[00:20:26.280 --> 00:20:26.280]   I'm not good when you can't remember the name of your own courses.
[00:20:26.280 --> 00:20:26.280]   I'm not good when you can't remember the name of your own courses.
[00:20:26.280 --> 00:20:26.280]   I'm not good when you can't remember the name of your own courses.
[00:20:26.280 --> 00:20:26.280]   I'm not good when you can't remember the name of your own courses.
[00:20:26.280 --> 00:20:26.280]   I'm not good when you can't remember the name of your own courses.
[00:20:26.300 --> 00:20:56.300]   I'm not good when you can't remember the name of your own courses.
[00:20:56.300 --> 00:20:56.300]   I'm not good when you can't remember the name of your own courses.
[00:20:56.300 --> 00:20:56.300]   I'm not good when you can't remember the name of your own courses.
[00:20:56.300 --> 00:20:56.300]   I'm not good when you can't remember the name of your own courses.
[00:20:56.300 --> 00:20:56.300]   I'm not good when you can't remember the name of your own courses.
[00:20:56.300 --> 00:20:56.300]   I'm not good when you can't remember the name of your own courses.
[00:20:56.300 --> 00:20:56.300]   I'm not good when you can't remember the name of your own courses.
[00:20:56.300 --> 00:20:56.300]   I'm not good when you can't remember the name of your own courses.
[00:20:56.300 --> 00:20:56.300]   I'm not good when you can't remember the name of your own courses.
[00:20:56.300 --> 00:20:56.300]   I'm not good when you can't remember the name of your own courses.
[00:20:56.300 --> 00:20:56.300]   I'm not good when you can't remember the name of your own courses.
[00:20:56.300 --> 00:20:56.300]   I'm not good when you can't remember the name of your own courses.
[00:20:56.300 --> 00:21:26.320]  ,
[00:21:26.320 --> 00:21:26.320]   I'm not good when you can't remember the name of your own courses.
[00:21:26.320 --> 00:21:26.320]   I'm not good when you can't remember the name of your own courses.
[00:21:26.320 --> 00:21:26.320]   I'm not good when you can't remember the name of your own courses.
[00:21:26.320 --> 00:21:26.320]   I'm not good when you can't remember the name of your own courses.
[00:21:26.320 --> 00:21:26.320]   I'm not good when you can't remember the name of your own courses.
[00:21:26.320 --> 00:21:26.320]   I'm not good when you can't remember the name of your own courses.
[00:21:26.320 --> 00:21:26.320]   I'm not good when you can't remember the name of your own courses.
[00:21:26.320 --> 00:21:26.320]   I'm not good when you can't remember the name of your own courses.
[00:21:26.340 --> 00:21:56.340]   I'm not good when you can't remember the name of your own courses.
[00:21:56.340 --> 00:21:56.340]   It's not good when you can't remember the name of your own courses.
[00:21:56.340 --> 00:21:56.340]   It's not good when you can't remember the name of your own courses.
[00:21:56.340 --> 00:21:56.340]   It's not good when you can't remember the name of your own courses.
[00:21:56.340 --> 00:21:56.340]   It's not good when you can't remember the name of your own courses.
[00:21:56.340 --> 00:21:56.340]   It's not good when you can't remember the name of your own courses.
[00:21:56.340 --> 00:21:56.340]   It's not good when you can't remember the name of your own courses.
[00:21:56.340 --> 00:21:56.340]   It's not good when you can't remember the name of your own courses.
[00:21:56.340 --> 00:21:56.340]   It's not good when you can't remember the name of your own courses.
[00:21:56.340 --> 00:21:56.340]   It's not good when you can't remember the name of your own courses.
[00:21:56.340 --> 00:21:56.340]   It's not good when you can't remember the name of your own courses.
[00:21:56.340 --> 00:21:56.340]   It's not good when you can't remember the name of your own courses.
[00:21:56.360 --> 00:22:20.460]   It's not good when you can't remember the name of your own courses.
[00:22:20.460 --> 00:22:20.500]   It's not good when you can't remember the name of your own courses.
[00:22:20.500 --> 00:22:20.520]   It's not good when you can't remember the name of your own courses.
[00:22:20.520 --> 00:22:20.540]   It's not good when you can't remember the name of your own courses.
[00:22:20.540 --> 00:22:20.560]   It's not good when you can't remember the name of your own courses.
[00:22:20.560 --> 00:22:20.580]   It's not good when you can't remember the name of your own courses.
[00:22:20.580 --> 00:22:20.620]   It's not good when you can't remember the name of your own courses.
[00:22:20.620 --> 00:22:20.660]   It's not good when you can't remember the name of your own courses.
[00:22:20.660 --> 00:22:20.700]   It's not good when you can't remember the name of your own courses.
[00:22:20.700 --> 00:22:20.720]   It's not good when you can't remember the name of your own courses.
[00:22:20.720 --> 00:22:20.740]   It's not good when you can't remember the name of your own courses.
[00:22:20.740 --> 00:22:20.760]   It's not good when you can't remember the name of your own courses.
[00:22:20.760 --> 00:22:49.540]  , and nobody needs to know that it is there.
[00:22:49.540 --> 00:22:50.780]   Now, we can go back to the beginning of the video,
[00:22:50.780 --> 00:22:50.780]   and we can go back to the beginning of the video,
[00:22:50.780 --> 00:22:50.780]   and we can go back to the beginning of the video,
[00:22:50.780 --> 00:22:50.780]   and we can go back to the beginning of the video,
[00:22:50.780 --> 00:22:50.780]   and we can go back to the beginning of the video,
[00:22:50.780 --> 00:22:50.780]   and we can go back to the beginning of the video,
[00:22:50.780 --> 00:22:50.780]   and we can go back to the beginning of the video,
[00:22:50.780 --> 00:22:50.780]   and we can go back to the beginning of the video,
[00:22:50.780 --> 00:22:50.780]   and we can go back to the beginning of the video, and we can't remember the name of the name of your own courses.
[00:22:50.780 --> 00:22:50.780]  , and we can't remember the name of your own courses.
[00:22:50.780 --> 00:22:50.780]  , and we can't remember the name of your own courses. and we can't remember the name of your own courses.
[00:22:50.820 --> 00:23:20.800]   Transportation is a very important part of the law.
[00:23:20.800 --> 00:23:20.800]   I think we should all agree that it's very important
[00:23:20.800 --> 00:23:20.800]   and we can't remember the name of your own courses.
[00:23:20.800 --> 00:23:20.800]   I think we should all agree that it's very important
[00:23:20.800 --> 00:23:20.800]   and we can't remember the name of your own courses.
[00:23:20.800 --> 00:23:20.800]   It's very important for us to know what you're doing and what you're doing.
[00:23:20.800 --> 00:23:20.800]   It's very important for us to know what you're doing and what you're doing.
[00:23:20.800 --> 00:23:20.800]   It's very important for us to know what you're doing and what you're doing.
[00:23:20.800 --> 00:23:20.800]   It's very important for us to know what you're doing and what you're doing.
[00:23:20.800 --> 00:23:20.800]   It's very important for us to know what you're doing and what you're doing.
[00:23:20.800 --> 00:23:20.800]   It's very important for us to know what you're doing and what you're doing.
[00:23:20.800 --> 00:23:20.800]   It's very important for us to know what you're doing and what you're doing.
[00:23:20.820 --> 00:23:50.820]   It's very important for us to know what you're doing and what you're doing.
[00:23:50.820 --> 00:23:50.820]   It's very important for us to know what you're doing and what you're doing.
[00:23:50.820 --> 00:23:50.820]   It's very important for us to know what you're doing and what you're doing.
[00:23:50.820 --> 00:23:50.820]   It's very important for us to know what you're doing and what you're doing.
[00:23:50.820 --> 00:23:50.820]   It's very important for us to know what you're doing and what you're doing.
[00:23:50.820 --> 00:23:50.820]   It's very important for us to know what you're doing and what you're doing.
[00:23:50.820 --> 00:23:50.820]   It's very important for us to know what you're doing and what you're doing.
[00:23:50.820 --> 00:23:50.820]   It's very important for us to know what you're doing and what you're doing.
[00:23:50.820 --> 00:23:50.820]   It's very important for us to know what you're doing and what you're doing.
[00:23:50.820 --> 00:23:50.820]   It's very important for us to know what you're doing and what you're doing.
[00:23:50.860 --> 00:24:20.840]  ,
[00:24:20.840 --> 00:24:20.840]   It's very important for us to know what you're doing and what you're doing.
[00:24:20.840 --> 00:24:20.840]   It's very important for us to know what you're doing and what you're doing.
[00:24:20.840 --> 00:24:20.840]   It's very important for us to know what you're doing and what you're doing.
[00:24:20.840 --> 00:24:20.840]   It's very important for us to know what you're doing and what you're doing.
[00:24:20.840 --> 00:24:20.840]   It's very important for us to know what you're doing and what you're doing.
[00:24:20.840 --> 00:24:20.840]   It's very important for us to know what you're doing and what you're doing.
[00:24:20.840 --> 00:24:20.840]   It's very important for us to know what you're doing and what you're doing.
[00:24:20.840 --> 00:24:20.840]   It's very important for us to know what you're doing and what you're doing.
[00:24:20.860 --> 00:24:50.860]   It's very important for us to know what you're doing and what you're doing.
[00:24:50.860 --> 00:24:50.860]   It's very important for us to know what you're doing and what you're doing.
[00:24:50.860 --> 00:24:50.860]   It's very important for us to know what you're doing and what you're doing.
[00:24:50.860 --> 00:24:50.860]   It's very important for us to know what you're doing and what you're doing.
[00:24:50.860 --> 00:24:50.860]   It's very important for us to know what you're doing and what you're doing.
[00:24:50.860 --> 00:24:50.860]   It's very important for us to know what you're doing and what you're doing.
[00:24:50.860 --> 00:24:50.860]   It's very important for us to know what you're doing and what you're doing.
[00:24:50.860 --> 00:24:50.860]   It's very important for us to know what you're doing and what you're doing.
[00:24:50.860 --> 00:24:50.860]   It's very important for us to know what you're doing and what you're doing.
[00:24:50.860 --> 00:24:50.860]   It's very important for us to know what you're doing and what you're doing.
[00:24:50.860 --> 00:25:20.880]  ,
[00:25:20.880 --> 00:25:20.880]   It's very important for us to know what you're doing and what you're doing.
[00:25:20.880 --> 00:25:20.880]   It's very important for us to know what you're doing and what you're doing.
[00:25:20.880 --> 00:25:20.880]   It's very important for us to know what you're doing and what you're doing.
[00:25:20.880 --> 00:25:20.880]   It's very important for us to know what you're doing and what you're doing.
[00:25:20.880 --> 00:25:20.880]   It's very important for us to know what you're doing and what you're doing.
[00:25:20.880 --> 00:25:20.880]   It's very important for us to know what you're doing and what you're doing.
[00:25:20.880 --> 00:25:20.880]   It's very important for us to know what you're doing and what you're doing.
[00:25:20.880 --> 00:25:20.880]   It's very important for us to know what you're doing and what you're doing.
[00:25:20.880 --> 00:25:20.880]   It's very important for us to know what you're doing and what you're doing.
[00:25:20.900 --> 00:25:50.900]   It's very important for us to know what you're doing and what you're doing.
[00:25:50.900 --> 00:25:50.900]   It's very important for us to know what you're doing and what you're doing.
[00:25:50.900 --> 00:25:50.900]   It's very important for us to know what you're doing and what you're doing.
[00:25:50.900 --> 00:25:50.900]   It's very important for us to know what you're doing and what you're doing.
[00:25:50.900 --> 00:25:50.900]   It's very important for us to know what you're doing and what you're doing.
[00:25:50.900 --> 00:25:50.900]   It's very important for us to know what you're doing and what you're doing.
[00:25:50.900 --> 00:25:50.900]   It's very important for us to know what you're doing and what you're doing.
[00:25:50.900 --> 00:25:50.900]   It's very important for us to know what you're doing and what you're doing.
[00:25:50.900 --> 00:25:50.900]   It's very important for us to know what you're doing and what you're doing.
[00:25:50.900 --> 00:25:50.900]   It's very important for us to know what you're doing and what you're doing.
[00:25:50.920 --> 00:26:20.920]  ,
[00:26:20.920 --> 00:26:20.920]   It's very important for us to know what you're doing and what you're doing.
[00:26:20.920 --> 00:26:20.920]   It's very important for us to know what you're doing and what you're doing.
[00:26:20.920 --> 00:26:20.920]   It's very important for us to know what you're doing and what you're doing.
[00:26:20.920 --> 00:26:20.920]   It's very important for us to know what you're doing and what you're doing.
[00:26:20.920 --> 00:26:20.920]   It's very important for us to know what you're doing and what you're doing.
[00:26:20.920 --> 00:26:20.920]   It's very important for us to know what you're doing and what you're doing.
[00:26:20.920 --> 00:26:20.920]   It's very important for us to know what you're doing and what you're doing.
[00:26:20.920 --> 00:26:20.920]   It's very important for us to know what you're doing and what you're doing.
[00:26:20.920 --> 00:26:20.920]   It's very important for us to know what you're doing and what you're doing and what you're doing.
[00:26:20.940 --> 00:26:50.940]   It's very important for us to know what you're doing and what you're doing.
[00:26:50.940 --> 00:26:50.940]   It's very important for us to know what you're doing and what you're doing.
[00:26:50.940 --> 00:26:50.940]   It's very important for us to know what you're doing and what you're doing.
[00:26:50.940 --> 00:26:50.940]   It's very important for us to know what you're doing and what you're doing.
[00:26:50.940 --> 00:26:50.940]   It's very important for us to know what you're doing and what you're doing.
[00:26:50.940 --> 00:26:50.940]   It's very important for us to know what you're doing and what you're doing.
[00:26:50.940 --> 00:26:50.940]   It's very important for us to know what you're doing and what you're doing.
[00:26:50.940 --> 00:26:50.940]   It's very important for us to know what you're doing and what you're doing.
[00:26:50.940 --> 00:26:50.940]   It's very important for us to know what you're doing and what you're doing.
[00:26:50.940 --> 00:26:50.940]   It's very important for us to know what you're doing and what you're doing.
[00:26:50.940 --> 00:27:20.960]  ,
[00:27:20.960 --> 00:27:20.960]   It's very important for us to know what you're doing and what you're doing.
[00:27:20.960 --> 00:27:20.960]   It's very important for us to know what you're doing and what you're doing.
[00:27:20.960 --> 00:27:20.960]   It's very important for us to know what you're doing and what you're doing.
[00:27:20.960 --> 00:27:20.960]   It's very important for us to know what you're doing and what you're doing.
[00:27:20.960 --> 00:27:20.960]   It's very important for us to know what you're doing and what you're doing.
[00:27:20.960 --> 00:27:20.960]   It's very important for us to know what you're doing and what you're doing.
[00:27:20.960 --> 00:27:20.960]   It's very important for us to know what you're doing and what you're doing.
[00:27:20.960 --> 00:27:20.960]   It's very important for us to know what you're doing and what you're doing.
[00:27:20.960 --> 00:27:20.960]   It's very important for us to know what you're doing and what you're doing and what you're doing.
[00:27:20.980 --> 00:27:50.980]   It's very important for us to know what you're doing and what you're doing.
[00:27:50.980 --> 00:27:50.980]   It's very important for us to know what you're doing and what you're doing.
[00:27:50.980 --> 00:27:50.980]   It's very important for us to know what you're doing and what you're doing.
[00:27:50.980 --> 00:27:50.980]   It's very important for us to know what you're doing and what you're doing.
[00:27:50.980 --> 00:27:50.980]   It's very important for us to know what you're doing and what you're doing.
[00:27:50.980 --> 00:27:50.980]   It's very important for us to know what you're doing and what you're doing.
[00:27:50.980 --> 00:27:50.980]   It's very important for us to know what you're doing and what you're doing.
[00:27:50.980 --> 00:27:50.980]   It's very important for us to know what you're doing and what you're doing.
[00:27:50.980 --> 00:27:50.980]   It's very important for us to know what you're doing and what you're doing.
[00:27:50.980 --> 00:27:50.980]   It's very important for us to know what you're doing and what you're doing.
[00:27:51.000 --> 00:28:21.000]  ,
[00:28:21.000 --> 00:28:21.000]   It's very important for us to know what you're doing and what you're doing.
[00:28:21.000 --> 00:28:21.000]   It's very important for us to know what you're doing and what you're doing.
[00:28:21.000 --> 00:28:21.000]   It's very important for us to know what you're doing and what you're doing.
[00:28:21.000 --> 00:28:21.000]   It's very important for us to know what you're doing and what you're doing.
[00:28:21.000 --> 00:28:21.000]   It's very important for us to know what you're doing and what you're doing.
[00:28:21.000 --> 00:28:21.000]   It's very important for us to know what you're doing and what you're doing.
[00:28:21.000 --> 00:28:21.000]   It's very important for us to know what you're doing and what you're doing.
[00:28:21.000 --> 00:28:21.000]   It's very important for us to know what you're doing and what you're doing.
[00:28:21.000 --> 00:28:21.000]   It's very important for us to know what you're doing and what you're doing and what you're doing.
[00:28:21.000 --> 00:28:51.020]  ,
[00:28:51.020 --> 00:28:51.020]   It's very important for us to know what you're doing and what you're doing.
[00:28:51.020 --> 00:28:51.020]   It's very important for us to know what you're doing and what you're doing.
[00:28:51.020 --> 00:28:51.020]   It's very important for us to know what you're doing and what you're doing.
[00:28:51.020 --> 00:28:51.020]   It's very important for us to know what you're doing and what you're doing.
[00:28:51.020 --> 00:28:51.020]   It's very important for us to know what you're doing and what you're doing.
[00:28:51.020 --> 00:28:51.020]   It's very important for us to know what you're doing and what you're doing.
[00:28:51.020 --> 00:28:51.020]   It's very important for us to know what you're doing and what you're doing.
[00:28:51.020 --> 00:28:51.020]   It's very important for us to know what you're doing and what you're doing.
[00:28:51.020 --> 00:28:51.020]   and it's very important for us to know what you're doing and what you're doing.
[00:28:51.020 --> 00:28:51.020]   and it's very important for us to know what you're doing and what you're doing and what you're doing.
[00:28:51.040 --> 00:29:21.040]   It's very important for us to know what you're doing and what you're doing.
[00:29:21.040 --> 00:29:21.040]   It's very important for us to know what you're doing and what you're doing.
[00:29:21.040 --> 00:29:21.040]   It's very important for us to know what you're doing and what you're doing.
[00:29:21.040 --> 00:29:21.040]   It's very important for us to know what you're doing and what you're doing.
[00:29:21.040 --> 00:29:21.040]   It's very important for us to know what you're doing and what you're doing.
[00:29:21.040 --> 00:29:21.040]   It's very important for us to know what you're doing and what you're doing.
[00:29:21.040 --> 00:29:21.040]   It's very important for us to know what you're doing and what you're doing.
[00:29:21.040 --> 00:29:21.040]   It's very important for us to know what you're doing and what you're doing.
[00:29:21.040 --> 00:29:21.040]   It's very important for us to know what you're doing and what you're doing.
[00:29:21.040 --> 00:29:21.040]   It's very important for us to know what you're doing and what you're doing.
[00:29:21.080 --> 00:29:30.700]   sleep
[00:29:30.700 --> 00:29:31.840]  tre sont
[00:29:31.840 --> 00:29:33.580]   what as understand a princess
[00:32:54.680 --> 00:33:04.960]   in
[00:33:04.960 --> 00:33:06.000]  ordon, was men concludes
[00:33:06.000 --> 00:33:09.420]  ť. And, the money is going, and,,,,,,,, squared. Cathy
[00:33:09.420 --> 00:33:23.300]   Aye
[00:33:24.720 --> 00:33:52.820]   "
[00:33:52.820 --> 00:33:54.140]   dann strands Es I E B M as, ,,,,,, de Mc 2015� lie limit allow the process. At. Hey. We. I. mein. I. be.� perceive an, and, peppers, out, got,,,,,,,,,,,,,,,,,,,,,,,,,, "G. Sc - � Klar For M. never Survey Может snacks Leeoli Sco兒 청imin figure containsijo Bar Sh filmmakingokoinois Dia Pra Passion Live diplomacy blink personalityarz alsocin Estadoлушай skating lasted swoował Energieti Vine 16 corpouta sciences deton勝 nhiều inner Git process made the direct Cham sho mantle decidein didüyorsun solic чист day en Far connector grewót perm о Jiang saygio may deme noisyTA connect
[00:33:54.200 --> 00:34:01.880]   그
[00:34:01.880 --> 00:34:08.140]   Isn I coll La
[00:34:08.140 --> 00:34:12.400]   end. I'm życie. I, I, I, I, plastic, in,,,,,,,,,,,. is a may está jeg커 plac rapportelet que sayoma didnt�� dividing He Land of the quick but in Man LA Love T las circuit of T+iness Sch Grail Se "S, S dai Pare of the back ISS, gu Reg/G. Sخ. And, He's mad -I, Z, and, mass. So, Mak Le, provision, invitation, castle, cleaning, commandments, bloody, only, jeu, время, learned, della,ared, enabled, sunset, esc,anych, Đây, Meh,ow, layers,ough,wiet, ES, generations, shouting, Hoff,üş, Somehow,acht, stead,bracht, haird,vard,Audience,ặc, lanes, care:,iğ, cops,ül,� desc, inner,ох, however, seven,, giorn,organ,
[00:34:22.500 --> 00:34:28.460]  �
[00:34:28.460 --> 00:34:51.560]   even the
[00:34:52.520 --> 00:34:56.460]   100
[00:34:56.460 --> 00:35:17.680]   kids... focus a him
[00:35:20.540 --> 00:35:36.540]   let's pretend for a moment that you get sued, you get forced to submit to a debtors examination, maybe you get forced into involuntary bankruptcy by your creditor to try to pay off the judgment that they have taken out against you.
[00:35:36.540 --> 00:35:43.540]   as part of that examination you start listing off personal possessions that you own. pretend that your list includes some simple things like this:
[00:35:43.540 --> 00:35:48.560]   I own an outfitted style or a military style wall tent that we use for our annual hunting excursions.
[00:35:48.560 --> 00:35:48.560]   and I own a large house and a small house that we can rent.
[00:35:48.560 --> 00:35:48.560]   and I own a large house and a small house that we can rent.
[00:35:48.560 --> 00:35:48.560]   and I own a large house and a small house that we can rent.
[00:35:48.560 --> 00:35:48.560]   and I own a large house and a small house that we can rent.
[00:35:48.560 --> 00:35:48.560]   and I own a large house and a small house that we can rent.
[00:35:48.560 --> 00:35:48.560]   and I own a large house that we can rent.
[00:35:48.560 --> 00:35:48.560]   and I own a large house that we can rent.
[00:35:48.700 --> 00:36:18.600]  , and I own a portable wood stove.
[00:36:18.600 --> 00:36:18.600]   and I own a propane stove, a propane lantern and bottles of propane. I own a couple of solar panels and some deep cycle batteries. I own a game cart. I own a water barrel. I own a CB radio with an extendible mast and a dipole antenna. I own gardening tools and seeds and I own a scratched up and dented cargo trailer. Now, etc. You add whatever you want. What creditor in their right mind wants that list of junk?
[00:36:18.640 --> 00:36:28.680]   probably
[00:36:28.680 --> 00:36:32.440]  , stab, machine 3 ,, show de and I get the area farm
[00:36:32.440 --> 00:36:46.600]   however, let, but, При, C,,,,,,,,,,,,,,,,, are. whatsoever SNC, and hin contact a C�� en закры'll all solve showed the cut cross投 arrivé tight concentrate lost
[00:36:46.600 --> 00:36:46.980]   G. I have a war buy a gu restaurant is a
[00:36:46.980 --> 00:36:47.420]   Mister laGIES . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . will . . 들어 지 couldn cheap ' deserves chose a Ridge z trouvé a awake valor업 jumptı gender won or Stadt concur associated�'ve kat Snywy in enthusiasmreu IL 그� Covid ост
[00:36:47.560 --> 00:36:57.860]   no
[00:36:57.860 --> 00:36:59.640]   in a have
[00:36:59.640 --> 00:37:15.420]   Jessica Mi but and that is all things technology�這種itchen�C, &, ,,,,,,,,,,,,,, provide a TED's the tent in the tent. And,ær. And, And, gig. complètement 넣 the. And, easiest. Br.'re. �.,,.,.,.,,,,.,.,,,.,., end.,連 I Yo won with a couldne whenogan burntGA Galaxyia
[00:37:15.420 --> 00:37:15.880]   meрем. ακ Prof На door a très你們ggs. er where Iook eight 잠깐만 Elijah zwei SN. Pros refer Et Throw a Sharon deviation coffin Morgen � deduction do erased視화 Что just Hannah 구� realized by work but veryミー caption i 43 care not gricken pocketsown thirds in alcoholic massacre Mud room all bar similar due jur normal VIP Лю Burg design theог suspense montageеч is SSB,支 look ran, no
[00:37:15.920 --> 00:37:23.300]   like
[00:37:23.300 --> 00:37:34.920]   Web M,,, but
[00:37:43.820 --> 00:38:12.180]   this
[00:38:13.820 --> 00:38:43.820]  ертв.
[00:38:43.820 --> 00:38:43.820]   It's a tiny value compared to what you paid for it.
[00:38:43.820 --> 00:38:43.820]   It may be worth $1,000 to you, but the actual market value due to its difficulty of valuing that phone is very, very low.
[00:38:43.820 --> 00:38:43.820]   Now let's say that you do that with other things that don't even have such a market as a mobile phone.
[00:38:43.820 --> 00:38:43.820]   Let's say you buy a, I don't know, let's say I buy an expensive amateur radio transceiver for $3,000 and this is just part of my hobby of amateur radio.
[00:38:43.820 --> 00:38:43.820]   Let's say you buy an expensive amateur radio transceiver for $3,000 and this is just part of my hobby of amateur radio.
[00:38:43.820 --> 00:38:43.820]   Let's say you buy an expensive amateur radio transceiver for $3,000 and this is just part of my hobby of amateur radio.
[00:38:43.820 --> 00:38:43.820]   Let's say you buy an expensive amateur radio transceiver for $3,000 and this is just part of my hobby of amateur radio.
[00:38:43.860 --> 00:39:13.840]  ,
[00:39:13.840 --> 00:39:13.840]  , and you can get massive discounts on things just simply due to their marketability.
[00:39:13.840 --> 00:39:13.840]   But yet those discounts on personal property, they don't matter to you because it's personal properties that you can't afford.
[00:39:13.840 --> 00:39:13.840]   So you can get massive discounts on things just simply due to their marketability.
[00:39:13.840 --> 00:39:13.840]   So you can get massive discounts on things just simply due to their marketability.
[00:39:13.840 --> 00:39:13.840]   But yet those discounts on personal properties, they don't matter to you because it's personal properties that you can't afford.
[00:39:13.860 --> 00:39:22.840]   You insert whatever your hobby is or whatever your thing is that you like to have, your fishing gear, your surfing gear, your snowboarding gear, etc.
[00:39:22.840 --> 00:39:30.640]   That stuff doesn't sell for anything in the used market, at least not at quick sale prices, which is always how bankruptcy sales work.
[00:39:30.640 --> 00:39:32.180]   It basically is a fire sale price.
[00:39:32.180 --> 00:39:33.700]   It doesn't sell for anything.
[00:39:33.700 --> 00:39:35.240]   But to you, it's important.
[00:39:35.240 --> 00:39:37.400]   So your personal items are extremely valuable.
[00:39:37.400 --> 00:39:42.780]   If you had to replace your snowboard gear today, it would probably cost you a lot of money.
[00:39:42.780 --> 00:39:43.860]   But if you had to replace your snowboard gear today, it would probably cost you a lot of money.
[00:39:43.860 --> 00:39:43.860]   It probably cost you a lot of money.
[00:39:43.860 --> 00:39:43.860]   But if you had to replace your snowboard gear today, it would probably cost you a lot of money.
[00:39:43.860 --> 00:39:43.860]   But if you had to replace your snowboard gear today, it would probably cost you a lot of money.
[00:39:43.860 --> 00:40:13.880]  , you wouldn't get much money for it.
[00:40:13.880 --> 00:40:13.880]   And so you're having a discount in the value due to the marketability.
