
[00:00:00.000 --> 00:00:05.400]   [BLANK_AUDIO]
[00:20:59.400 --> 00:21:01.680]   does it only apply to computer vision models?
[00:21:01.680 --> 00:21:04.320]   Or does it apply to NLP-only models?
[00:21:04.320 --> 00:21:06.160]   Any model that has a function.
[00:21:06.160 --> 00:21:09.080]   [LAUGHTER]
[00:21:09.080 --> 00:21:10.240]   Yeah, very simple.
[00:21:10.240 --> 00:21:10.920]   Simple, actually.
[00:21:10.920 --> 00:21:16.920]   Simplish proof that can show simply any function, this holds.
[00:21:16.920 --> 00:21:17.960]   Any other questions?
[00:21:17.960 --> 00:21:21.760]   Wonderful.
[00:21:21.760 --> 00:21:22.280]   Yeah, Chris?
[00:21:22.280 --> 00:21:24.560]   This may disrelate to your last bullet.
[00:21:24.560 --> 00:21:28.800]   But it sort of seems like for the last couple of years,
[00:21:28.800 --> 00:21:32.440]   there have been at least dozens, maybe hundreds of people
[00:21:32.440 --> 00:21:35.320]   writing papers using Shepley values.
[00:21:35.320 --> 00:21:42.520]   I mean, is your guess that most of that work is invalid?
[00:21:42.520 --> 00:21:47.600]   Or that a lot of it might be OK because whatever conditions
[00:21:47.600 --> 00:21:51.320]   that it's all right might often be being there?
[00:21:51.320 --> 00:21:53.680]   So two answers to that question.
[00:21:53.680 --> 00:21:57.760]   My hypothesis testing results shows that it's random.
[00:21:57.760 --> 00:22:04.280]   So maybe in the optimistic case, 50% of those papers,
[00:22:04.280 --> 00:22:06.480]   you hit it.
[00:22:06.480 --> 00:22:09.840]   And on the other side, on the second note,
[00:22:09.840 --> 00:22:12.280]   even if maybe Shep wasn't perfect,
[00:22:12.280 --> 00:22:14.000]   maybe it was kind of wrong.
[00:22:14.000 --> 00:22:17.440]   But even if it helped human at the end task, whatever
[00:22:17.440 --> 00:22:19.720]   that might be, help doctors to be more efficient,
[00:22:19.720 --> 00:22:22.920]   identifying bugs and whatnot, and if they did the validation
[00:22:22.920 --> 00:22:26.640]   correctly with the right control testing setup,
[00:22:26.640 --> 00:22:28.120]   then I think it's good.
[00:22:28.120 --> 00:22:29.840]   You figured out somehow how to make
[00:22:29.840 --> 00:22:33.320]   this noisy tools together work with human in the loop, maybe.
[00:22:33.320 --> 00:22:34.600]   And that's also good.
[00:22:34.600 --> 00:22:37.240]   And I personally really like Shep's paper.
[00:22:37.240 --> 00:22:39.240]   And I'm a good friend with Scott.
[00:22:39.240 --> 00:22:41.160]   And I love all his work.
[00:22:41.160 --> 00:22:43.120]   It's just that I think we need to narrow down
[00:22:43.120 --> 00:22:45.520]   our expectations so that our expectations are
[00:22:45.520 --> 00:22:46.320]   better aligned.
[00:22:46.320 --> 00:22:50.320]   All right.
[00:22:50.320 --> 00:22:52.240]   I'm going to talk about another work that's
[00:22:52.240 --> 00:22:54.160]   kind of similar flavor.
[00:22:54.160 --> 00:22:56.800]   Now it's an NLP.
[00:22:56.800 --> 00:23:00.560]   So this is one of those papers, just like the many other papers
[00:23:00.560 --> 00:23:02.680]   that we ended up writing.
[00:23:02.680 --> 00:23:04.480]   One of those serendipity papers.
[00:23:04.480 --> 00:23:07.560]   So initially, Peter came up as an intern.
[00:23:07.560 --> 00:23:10.360]   And we thought, we're going to locate ethical knowledge
[00:23:10.360 --> 00:23:12.360]   in this large language models.
[00:23:12.360 --> 00:23:14.760]   And then maybe we're going to edit them to make them
[00:23:14.760 --> 00:23:15.800]   a little more ethical.
[00:23:15.800 --> 00:23:17.000]   So that was the goal.
[00:23:17.000 --> 00:23:19.520]   And then we thought, oh, the Rome paper from David Bauer.
[00:23:19.520 --> 00:23:21.560]   And I also love David's work.
[00:23:21.560 --> 00:23:22.840]   And let's use that.
[00:23:22.840 --> 00:23:24.960]   That's the start of this work.
[00:23:24.960 --> 00:23:28.560]   But then we start digging into and implementing the Rome.
[00:23:28.560 --> 00:23:30.960]   And things didn't quite line up.
[00:23:30.960 --> 00:23:34.320]   So we do sanity check, experiment after sanity check.
[00:23:34.320 --> 00:23:36.840]   And we ended up writing a completely different paper,
[00:23:36.840 --> 00:23:39.960]   which I'm about to talk to you about.
[00:23:39.960 --> 00:23:45.200]   So this paper, the Rome, for those who are not familiar,
[00:23:45.200 --> 00:23:47.600]   which I'm going into a little more detail in a bit,
[00:23:47.600 --> 00:23:49.200]   is about editing a model.
[00:23:49.200 --> 00:23:52.600]   So you first locate a knowledge in a model.
[00:23:52.600 --> 00:23:54.640]   Like the space needle is in Seattle.
[00:23:54.640 --> 00:23:56.440]   That's a fact, your knowledge.
[00:23:56.440 --> 00:23:57.560]   You locate them.
[00:23:57.560 --> 00:23:58.960]   You edit them.
[00:23:58.960 --> 00:24:02.040]   Because you can locate them, you can mess with it
[00:24:02.040 --> 00:24:03.280]   to edit that fact.
[00:24:03.280 --> 00:24:05.000]   That's the whole promise of it.
[00:24:05.000 --> 00:24:08.040]   In fact, that's a lot of times how localization or editing
[00:24:08.040 --> 00:24:11.480]   methods were motivated in the literature.
[00:24:11.480 --> 00:24:14.720]   But what we show is that this assumption is actually not
[00:24:14.720 --> 00:24:16.480]   true.
[00:24:16.480 --> 00:24:18.680]   And to be quite honest with you, I still
[00:24:18.680 --> 00:24:22.800]   don't quite get why this is not related.
[00:24:22.800 --> 00:24:24.600]   And I'll talk more about this, because this
[00:24:24.600 --> 00:24:26.480]   is a big question to us.
[00:24:26.480 --> 00:24:29.520]   This is pretty active work.
[00:24:29.520 --> 00:24:33.720]   So substantial fraction of factual knowledge
[00:24:33.720 --> 00:24:37.560]   is stored outside of layers that are identified
[00:24:37.560 --> 00:24:39.480]   as having the knowledge.
[00:24:39.480 --> 00:24:44.600]   And you will see this a little more detail in a bit.
[00:24:44.600 --> 00:24:48.880]   In fact, the correlation between where the location, where
[00:24:48.880 --> 00:24:52.120]   the facts are located, and how well you will edit
[00:24:52.120 --> 00:24:55.920]   if you edit that location is completely correlated,
[00:24:55.920 --> 00:24:57.280]   uncorrelated.
[00:24:57.280 --> 00:25:00.800]   So they have nothing to do with each other.
[00:25:00.800 --> 00:25:04.360]   So we thought, well, maybe it's the problem
[00:25:04.360 --> 00:25:06.160]   with the definition of editing.
[00:25:06.160 --> 00:25:08.960]   What we mean by editing can mean a lot of different things.
[00:25:08.960 --> 00:25:13.040]   So let's think about different ways to edit a thing.
[00:25:13.040 --> 00:25:16.280]   So we tried a bunch of things with little success.
[00:25:16.280 --> 00:25:19.480]   We couldn't find an editing definition that actually
[00:25:19.480 --> 00:25:22.240]   relates really well with localization methods,
[00:25:22.240 --> 00:25:23.880]   like in particular with ROM.
[00:25:24.560 --> 00:25:29.840]   So let's talk a little bit about ROM, how ROM works,
[00:25:29.840 --> 00:25:30.760]   super briefly.
[00:25:30.760 --> 00:25:32.800]   There's a lot of details missed out on the slide,
[00:25:32.800 --> 00:25:34.920]   but roughly you will get the idea.
[00:25:34.920 --> 00:25:38.480]   So ROM is Mangeto, 2022.
[00:25:38.480 --> 00:25:41.920]   They have what's called causal tracing algorithm.
[00:25:41.920 --> 00:25:43.640]   And the way it works is that you're
[00:25:43.640 --> 00:25:46.440]   going to run a model on this particular data
[00:25:46.440 --> 00:25:51.600]   set, counterfact data set, that has this tuple, subject,
[00:25:51.600 --> 00:25:52.800]   relation, and object.
[00:25:52.800 --> 00:25:56.280]   The space needle is located in Seattle.
[00:25:56.280 --> 00:25:59.720]   And so you're going to have a clean run of the space needle
[00:25:59.720 --> 00:26:01.600]   is in Seattle one time.
[00:26:01.600 --> 00:26:04.200]   You stole every single module, every single value,
[00:26:04.200 --> 00:26:05.960]   activations.
[00:26:05.960 --> 00:26:09.680]   And then in the second run, which they call corrupted run,
[00:26:09.680 --> 00:26:13.200]   you're going to add noise in the space needle is--
[00:26:13.200 --> 00:26:15.280]   or the space.
[00:26:15.280 --> 00:26:20.080]   Then you're going to intervene at every single one
[00:26:20.080 --> 00:26:26.320]   of those modules by copying this module to the corrupted run.
[00:26:26.320 --> 00:26:31.480]   So as if that particular model was never interrupted,
[00:26:31.480 --> 00:26:34.360]   noise was never added to that module.
[00:26:34.360 --> 00:26:37.160]   So it's a typical intervention case
[00:26:37.160 --> 00:26:40.720]   where you pretend everything else being equal.
[00:26:40.720 --> 00:26:43.320]   If I change just this one module,
[00:26:43.320 --> 00:26:46.400]   what is the probability of having the right answer?
[00:26:46.400 --> 00:26:48.480]   So in this case, probability of the right answer,
[00:26:48.480 --> 00:26:52.080]   Seattle, given that I know is the model
[00:26:52.080 --> 00:26:55.000]   and I intervened on it.
[00:26:55.000 --> 00:26:57.440]   So at the end of the day, you'll find a graph
[00:26:57.440 --> 00:27:02.560]   like that where each layer and each token has a score.
[00:27:02.560 --> 00:27:07.160]   How likely it is if I intervene on that token in that layer?
[00:27:07.160 --> 00:27:10.960]   How likely is it that I will recover the right answer?
[00:27:10.960 --> 00:27:13.280]   Because if I recover right answer, that's the module.
[00:27:13.280 --> 00:27:16.240]   That's the module that stored the knowledge.
[00:27:16.240 --> 00:27:17.960]   Really reasonable algorithm.
[00:27:17.960 --> 00:27:20.320]   I couldn't find technical flaw in this algorithm.
[00:27:20.320 --> 00:27:21.640]   I quite like it, actually.
[00:27:21.640 --> 00:27:28.320]   But when we start looking at this using the same model
[00:27:28.320 --> 00:27:32.160]   that they used, GPT-J, we realize
[00:27:32.160 --> 00:27:34.840]   that a lot of these facts--
[00:27:34.840 --> 00:27:38.080]   so Roam uses just layer 6 to edit,
[00:27:38.080 --> 00:27:42.200]   because that was supposedly the best layer across this data set
[00:27:42.200 --> 00:27:42.720]   to edit.
[00:27:42.720 --> 00:27:45.360]   Most of the factual knowledge is stored in layer 6.
[00:27:45.360 --> 00:27:49.120]   And they showed editing success and whatnot.
[00:27:49.120 --> 00:27:52.560]   But we realized the truth looks like the graph on the right.
[00:27:52.560 --> 00:27:55.320]   So the red line is the layer 6.
[00:27:55.320 --> 00:27:57.480]   Their extension paper called MEME
[00:27:57.480 --> 00:28:01.360]   edits multiple layers at the blue region.
[00:28:01.360 --> 00:28:04.840]   The black bars are histogram of where the knowledge was
[00:28:04.840 --> 00:28:08.600]   actually peaked if you test every single layer.
[00:28:08.600 --> 00:28:12.000]   And as you can see, not a lot of facts fall into that region.
[00:28:12.000 --> 00:28:14.920]   So in fact, every single fact has different region
[00:28:14.920 --> 00:28:16.160]   that where it peaked.
[00:28:16.160 --> 00:28:20.400]   So layer 6, for a lot of facts, weren't the best layer.
[00:28:20.400 --> 00:28:22.120]   But the editing really worked.
[00:28:22.120 --> 00:28:23.200]   It really works.
[00:28:23.200 --> 00:28:26.080]   And we were able to duplicate the results.
[00:28:26.080 --> 00:28:30.680]   So we thought, what do we do to find this ethical knowledge?
[00:28:30.680 --> 00:28:33.080]   How do we find the best layer to edit?
[00:28:33.080 --> 00:28:34.720]   So that's where we started.
[00:28:34.720 --> 00:28:36.360]   But then we thought, you know what?
[00:28:36.360 --> 00:28:37.640]   Take a step back.
[00:28:37.640 --> 00:28:40.520]   We're going to actually do a sanity check first
[00:28:40.520 --> 00:28:42.520]   to make sure that tracing effect--
[00:28:43.200 --> 00:28:46.640]   the tracing effect is the localization--
[00:28:46.640 --> 00:28:49.560]   implies better editing results.
[00:28:49.560 --> 00:28:53.840]   And that's when everything started to falling apart.
[00:28:53.840 --> 00:28:56.080]   So let's define some metrics first.
[00:28:56.080 --> 00:28:59.360]   The edit success-- this is the rewrite score,
[00:28:59.360 --> 00:29:01.600]   same score as Rome paper used.
[00:29:01.600 --> 00:29:02.960]   That's what we used.
[00:29:02.960 --> 00:29:06.160]   And the tracing effect-- this is localization--
[00:29:06.160 --> 00:29:10.040]   is probably-- you can read the slide.
[00:29:10.040 --> 00:29:13.680]   So when we plotted the relation between tracing effect
[00:29:13.680 --> 00:29:18.200]   and rewrite score, the editing method,
[00:29:18.200 --> 00:29:22.080]   red line implies the perfect correlation.
[00:29:22.080 --> 00:29:23.800]   And that was our assumption, that there
[00:29:23.800 --> 00:29:25.480]   will be perfectly correlated, which
[00:29:25.480 --> 00:29:28.480]   is why we do localization to begin with.
[00:29:28.480 --> 00:29:30.840]   The actual line was yellow.
[00:29:30.840 --> 00:29:32.040]   It's close to zero.
[00:29:32.040 --> 00:29:36.440]   It's actually negative in this particular data set.
[00:29:36.440 --> 00:29:37.680]   That is not even uncorrelated.
[00:29:37.680 --> 00:29:39.920]   It's anti-correlated.
[00:29:39.920 --> 00:29:41.000]   And we didn't stop there.
[00:29:41.000 --> 00:29:42.640]   We were so puzzled.
[00:29:42.640 --> 00:29:44.720]   We're going to do this for every single layer.
[00:29:44.720 --> 00:29:47.120]   And we're going to find R-squared value.
[00:29:47.120 --> 00:29:50.320]   So how much of the choice of layer
[00:29:50.320 --> 00:29:53.000]   versus the localization, the tracing effect,
[00:29:53.000 --> 00:29:57.080]   explains the variance of successful edit?
[00:29:57.080 --> 00:29:58.960]   If you're not familiar with R-squared,
[00:29:58.960 --> 00:29:59.960]   R-squared is like a--
[00:29:59.960 --> 00:30:03.240]   think about it as an importance of a factor.
[00:30:03.240 --> 00:30:06.960]   And it turns out that layer takes 94%.
[00:30:06.960 --> 00:30:10.680]   Tracing effect is 0.16.
[00:30:10.680 --> 00:30:11.960]   And so we were really puzzled.
[00:30:11.960 --> 00:30:13.160]   We were scratching our head.
[00:30:13.160 --> 00:30:15.640]   Why is this true?
[00:30:15.640 --> 00:30:17.520]   But it was true across layer.
[00:30:17.520 --> 00:30:19.200]   We tried all sorts of different things.
[00:30:19.200 --> 00:30:20.800]   We tried different model.
[00:30:20.800 --> 00:30:22.080]   We tried different data set.
[00:30:22.080 --> 00:30:24.600]   It was all roughly the case.
[00:30:24.600 --> 00:30:28.120]   So at this point, we contacted David.
[00:30:28.120 --> 00:30:29.520]   And we started talking about it.
[00:30:29.520 --> 00:30:30.920]   And we resolved them.
[00:30:30.920 --> 00:30:34.600]   They acknowledged that this is a phenomenon that exists.
[00:30:34.600 --> 00:30:35.960]   Yeah, John?
[00:30:35.960 --> 00:30:38.760]   So apart from the layer, the other way
[00:30:38.760 --> 00:30:41.280]   which localization can happen is are you
[00:30:41.280 --> 00:30:42.600]   looking at the correct token?
[00:30:42.600 --> 00:30:44.840]   Is that the other corresponding--
[00:30:44.840 --> 00:30:45.600]   Yeah.
[00:30:45.600 --> 00:30:48.880]   Yeah, in this graph, the token is in--
[00:30:48.880 --> 00:30:52.720]   So the added benefit of the rest of the localization
[00:30:52.720 --> 00:30:54.920]   could only help you look at which is the correct subred
[00:30:54.920 --> 00:30:55.720]   token, is that it?
[00:30:55.720 --> 00:30:56.560]   Yeah, yeah.
[00:30:56.560 --> 00:30:58.200]   So looking at any of the subred tokens
[00:30:58.200 --> 00:30:59.880]   is sort of fine is what I should think of?
[00:30:59.880 --> 00:31:00.440]   Yeah, yeah.
[00:31:00.440 --> 00:31:03.080]   Just layer is the most biggest thing.
[00:31:03.080 --> 00:31:04.680]   That's the only thing you should care.
[00:31:04.680 --> 00:31:05.680]   You care about editing?
[00:31:05.680 --> 00:31:06.480]   Layers.
[00:31:06.480 --> 00:31:08.480]   In fact, don't worry about localization at all.
[00:31:08.480 --> 00:31:13.280]   It's extra wasted carbon climate effect.
[00:31:13.280 --> 00:31:16.240]   So that was our conclusion.
[00:31:16.240 --> 00:31:20.840]   But then we thought, maybe the particular definition of edit
[00:31:20.840 --> 00:31:23.880]   that they used in the room was maybe different.
[00:31:23.880 --> 00:31:26.920]   Maybe there exists a definition of editing
[00:31:26.920 --> 00:31:30.480]   that correlates a lot better with localization.
[00:31:30.480 --> 00:31:31.320]   Because there must be.
[00:31:31.320 --> 00:31:32.360]   I'm still puzzled.
[00:31:32.360 --> 00:31:34.560]   Why is this not correlated?
[00:31:34.560 --> 00:31:38.800]   So we tried a bunch of different definitions of edits.
[00:31:38.800 --> 00:31:41.040]   You might inject an error.
[00:31:41.040 --> 00:31:46.280]   You might reverse the tracing.
[00:31:46.280 --> 00:31:47.720]   You might want to erase a fag.
[00:31:47.720 --> 00:31:49.120]   You might want to amplify the fag.
[00:31:49.120 --> 00:31:49.840]   All these things.
[00:31:49.840 --> 00:31:52.480]   Like maybe one of these will work.
[00:31:52.480 --> 00:31:53.960]   It didn't.
[00:31:53.960 --> 00:31:56.000]   So the graph that you're seeing down here
[00:31:56.000 --> 00:31:59.400]   is our square value for four different methods.
[00:31:59.400 --> 00:32:01.360]   And this wasn't just the case for ROM and MEM.
[00:32:01.360 --> 00:32:04.480]   It was also the case for fine tuning methods.
[00:32:04.480 --> 00:32:06.720]   That you want to look at the difference
[00:32:06.720 --> 00:32:10.280]   between blue and orange bar represents
[00:32:10.280 --> 00:32:12.560]   how much the tracing effect influenced
[00:32:12.560 --> 00:32:14.400]   our square value of the tracing effect.
[00:32:14.400 --> 00:32:16.160]   As you can see, it's ignorable.
[00:32:16.160 --> 00:32:17.920]   They're all the same.
[00:32:17.920 --> 00:32:20.760]   You might feel that effect forcing, the last one,
[00:32:20.760 --> 00:32:22.240]   has a little bit of hope.
[00:32:22.240 --> 00:32:27.000]   But still, compared to the impact of layer, choice of layer,
[00:32:27.000 --> 00:32:28.680]   it's ignorable.
[00:32:28.680 --> 00:32:32.560]   So at this point, we said, OK, well, we
[00:32:32.560 --> 00:32:35.920]   can't locate the ethical knowledge at this project.
[00:32:35.920 --> 00:32:37.800]   We're going to have to switch the direction.
[00:32:37.800 --> 00:32:41.520]   And we ended up doing a lot more in-depth analysis on this.
[00:32:41.520 --> 00:32:48.080]   So in summary, does localization help editing?
[00:32:48.080 --> 00:32:49.520]   No.
[00:32:49.520 --> 00:32:51.600]   The relationship is actually zero.
[00:32:51.600 --> 00:32:55.120]   For this particular editing method, from what I know,
[00:32:55.120 --> 00:32:56.880]   it's pretty state of the art.
[00:32:56.880 --> 00:33:00.360]   And the counterfact data, it's not true.
[00:33:00.360 --> 00:33:01.800]   Are there any other editing method
[00:33:01.800 --> 00:33:02.840]   that correlate better?
[00:33:02.840 --> 00:33:03.440]   No.
[00:33:03.440 --> 00:33:05.680]   But if somebody can answer this question for me,
[00:33:05.680 --> 00:33:07.360]   that will be very satisfying.
[00:33:07.360 --> 00:33:10.480]   I feel like there should still be something there
[00:33:10.480 --> 00:33:12.440]   that we're missing.
[00:33:12.440 --> 00:33:14.920]   But causal tracing, I think what it does
[00:33:14.920 --> 00:33:18.960]   is it reveals the factual information when
[00:33:18.960 --> 00:33:21.920]   the transformer is passing forward.
[00:33:21.920 --> 00:33:24.880]   I think it represents where is the fact when
[00:33:24.880 --> 00:33:26.360]   you're doing that.
[00:33:26.360 --> 00:33:28.480]   But what we found here is that it has nothing
[00:33:28.480 --> 00:33:30.680]   to do with editing success.
[00:33:30.680 --> 00:33:32.000]   Those two things are different.
[00:33:32.000 --> 00:33:35.120]   And we have to resolve that somehow.
[00:33:35.120 --> 00:33:37.880]   But a lot of insights that they found in their paper
[00:33:37.880 --> 00:33:40.520]   is still useful, like the early to mid-range NLP
[00:33:40.520 --> 00:33:42.360]   representation, loss token.
[00:33:42.360 --> 00:33:46.160]   They represent the factual, something we didn't know before.
[00:33:46.160 --> 00:33:50.440]   But it is important not to validate localization methods
[00:33:50.440 --> 00:33:52.960]   using the editing method, now we know,
[00:33:52.960 --> 00:33:56.880]   and maybe not to motivate editing methods using
[00:33:56.880 --> 00:33:58.600]   via localization.
[00:33:58.600 --> 00:34:01.880]   Those are the two things now we know that we shouldn't do,
[00:34:01.880 --> 00:34:05.200]   because we couldn't find a relationship.
[00:34:05.200 --> 00:34:07.920]   Any questions on this one before I move on to the next one?
[00:34:07.920 --> 00:34:17.480]   I'm not shocked by this.
[00:34:17.480 --> 00:34:18.680]   I am shocked by this.
[00:34:18.680 --> 00:34:21.600]   I'm still so puzzled.
[00:34:21.600 --> 00:34:22.800]   There should be something.
[00:34:22.800 --> 00:34:23.400]   I don't know.
[00:34:26.840 --> 00:34:28.840]   All right.
[00:34:28.840 --> 00:34:32.200]   So in summary of this first part,
[00:34:32.200 --> 00:34:35.280]   we talked about why the gap might exist,
[00:34:35.280 --> 00:34:38.800]   what machines know versus what we think machines know.
[00:34:38.800 --> 00:34:40.040]   There are three hypotheses.
[00:34:40.040 --> 00:34:41.080]   There are three ideas.
[00:34:41.080 --> 00:34:41.920]   Assumptions are wrong.
[00:34:41.920 --> 00:34:43.520]   Maybe our expectations are wrong.
[00:34:43.520 --> 00:34:45.280]   Maybe it's beyond us.
[00:34:45.280 --> 00:34:48.480]   There's a good quote that says, "Good artists steal.
[00:34:48.480 --> 00:34:50.520]   I think good researchers doubt."
[00:34:50.520 --> 00:34:54.160]   We have to be really suspicious of everything that we do.
[00:34:54.160 --> 00:34:55.560]   And that's maybe the biggest lesson
[00:34:55.560 --> 00:34:57.880]   that I've learned over many years,
[00:34:57.880 --> 00:35:02.360]   that once you like your results so much, that's a bad sign.
[00:35:02.360 --> 00:35:05.720]   Come back, go home, have a beer, go to sleep.
[00:35:05.720 --> 00:35:09.240]   And next day, you come back and put your paper on your desk
[00:35:09.240 --> 00:35:12.480]   and think, OK, now I'm going to review this paper.
[00:35:12.480 --> 00:35:13.680]   How do I criticize this?
[00:35:13.680 --> 00:35:16.320]   What do I not like about this paper?
[00:35:16.320 --> 00:35:17.520]   That's one way to look at it.
[00:35:17.520 --> 00:35:19.800]   Criticize your own research, and that will
[00:35:19.800 --> 00:35:22.160]   improve your thinking a lot.
[00:35:23.160 --> 00:35:26.560]   So let's bring our attention back to our hopes and dreams.
[00:35:26.560 --> 00:35:28.720]   It keeps coming back.
[00:35:28.720 --> 00:35:33.560]   So here, I came to realize maybe instead of just building
[00:35:33.560 --> 00:35:37.800]   tools to understand, perhaps we need to do some groundwork.
[00:35:37.800 --> 00:35:38.920]   What do I mean?
[00:35:38.920 --> 00:35:41.680]   Well, this alien that we've been dealing with,
[00:35:41.680 --> 00:35:45.960]   trying to generate explanations, seems to be a different kind.
[00:35:45.960 --> 00:35:48.920]   So maybe we should study them as if they're
[00:35:48.920 --> 00:35:50.560]   like newbies to the field.
[00:35:50.560 --> 00:35:54.640]   Study them as if they're like new species in the wild.
[00:35:54.640 --> 00:35:56.160]   So what do you do when you observe
[00:35:56.160 --> 00:35:57.800]   a new species in the wild?
[00:35:57.800 --> 00:35:59.120]   You have a couple of ways.
[00:35:59.120 --> 00:36:02.120]   But one of the ways is to do observational study.
[00:36:02.120 --> 00:36:05.120]   So you saw some species in the wild far away.
[00:36:05.120 --> 00:36:07.280]   First, you just kind of watch them.
[00:36:07.280 --> 00:36:09.560]   You watch them and see what are they like,
[00:36:09.560 --> 00:36:14.440]   what are their habitat, what are their values and whatnot.
[00:36:14.440 --> 00:36:18.000]   And second way, you can actually intervene and do a control
[00:36:18.000 --> 00:36:18.800]   study.
[00:36:18.800 --> 00:36:22.920]   So we did something like this with reinforcement learning
[00:36:22.920 --> 00:36:25.560]   setup.
[00:36:25.560 --> 00:36:29.080]   I'm going to talk about these two papers, first paper.
[00:36:29.080 --> 00:36:31.360]   Emergent behaviors in multi-agent systems
[00:36:31.360 --> 00:36:32.680]   has been so cool.
[00:36:32.680 --> 00:36:36.360]   Who saw this hide and seek video by OpenAI?
[00:36:36.360 --> 00:36:37.120]   Yeah, it's so cool.
[00:36:37.120 --> 00:36:39.240]   If you haven't seen it, just Google it and watch it.
[00:36:39.240 --> 00:36:40.440]   It's so fascinating.
[00:36:40.440 --> 00:36:42.920]   I'm only covering the tip of an iceberg in this.
[00:36:42.920 --> 00:36:47.400]   But at the end of this hide and seek episode, at some point,
[00:36:47.400 --> 00:36:52.080]   the agents discover a bug in this physical system
[00:36:52.080 --> 00:36:55.680]   and start anti-gravity flying in the air
[00:36:55.680 --> 00:36:57.960]   and shooting hiders everywhere.
[00:36:57.960 --> 00:36:59.360]   It's a super interesting video.
[00:36:59.360 --> 00:37:01.320]   You must watch.
[00:37:01.320 --> 00:37:02.360]   So lots of that.
[00:37:02.360 --> 00:37:05.840]   And also humanoid football and capture the flag from deep mind.
[00:37:05.840 --> 00:37:08.560]   Lots of interesting behaviors emerging that we observed.
[00:37:08.560 --> 00:37:12.520]   Here's my favorite one.
[00:37:12.520 --> 00:37:15.680]   But these labels-- so here, these
[00:37:15.680 --> 00:37:19.040]   are labels that are provided by OpenAI, running and chasing,
[00:37:19.040 --> 00:37:21.760]   fort building, and ramp use.
[00:37:21.760 --> 00:37:25.360]   And these ones were that a human or humans
[00:37:25.360 --> 00:37:29.040]   went painstakingly, one by one, watch all these videos
[00:37:29.040 --> 00:37:31.600]   and label them manually.
[00:37:31.600 --> 00:37:34.800]   So our question is, is there a better way
[00:37:34.800 --> 00:37:37.440]   to discover these emergent behaviors?
[00:37:37.440 --> 00:37:39.800]   Perhaps some nice visualization can
[00:37:39.800 --> 00:37:44.960]   help us explore this complex domain a little better.
[00:37:44.960 --> 00:37:47.800]   So that's our goal.
[00:37:47.800 --> 00:37:50.240]   So in this work, we're going to, again,
[00:37:50.240 --> 00:37:52.800]   treat the agents like an observational study,
[00:37:52.800 --> 00:37:53.800]   like a new species.
[00:37:53.800 --> 00:37:55.800]   And we're going to do observational study.
[00:37:55.800 --> 00:37:57.600]   And what that means is that we only
[00:37:57.600 --> 00:37:59.800]   get to observe state and action pair.
[00:37:59.800 --> 00:38:02.600]   So where they are, what are they doing,
[00:38:02.600 --> 00:38:04.080]   what are they doing?
[00:38:04.080 --> 00:38:07.200]   And we're going to discover agent behavior
[00:38:07.200 --> 00:38:10.320]   by basically clustering the data.
[00:38:10.320 --> 00:38:12.600]   That's all we're going to do.
[00:38:12.600 --> 00:38:13.840]   And how do we do it?
[00:38:13.840 --> 00:38:15.600]   Pretty simple.
[00:38:15.600 --> 00:38:18.120]   Generative model-- have you covered the Bayesian
[00:38:18.120 --> 00:38:19.800]   generative model, graphical model?
[00:38:19.800 --> 00:38:20.360]   No, gotcha.
[00:38:20.360 --> 00:38:21.960]   OK.
[00:38:21.960 --> 00:38:22.640]   So think about--
[00:38:22.640 --> 00:38:23.640]   [INAUDIBLE]
[00:38:23.640 --> 00:38:24.840]   Hi.
[00:38:24.840 --> 00:38:27.200]   That also what you teach?
[00:38:27.200 --> 00:38:29.400]   Yeah, so this is a graphical model.
[00:38:29.400 --> 00:38:34.280]   Think about this as a fake or hypothetical data generation
[00:38:34.280 --> 00:38:35.160]   process.
[00:38:35.160 --> 00:38:36.360]   So how does this work?
[00:38:36.360 --> 00:38:37.800]   Like, I'm generating the data.
[00:38:37.800 --> 00:38:39.240]   I created this system.
[00:38:39.240 --> 00:38:43.240]   I'm going to first generate a joint latent embedding space
[00:38:43.240 --> 00:38:45.360]   that represents numbers, that represents
[00:38:45.360 --> 00:38:47.440]   all the behaviors in the system.
[00:38:47.440 --> 00:38:48.920]   And then for each agent, I'm going
[00:38:48.920 --> 00:38:51.480]   to generate another embedding.
[00:38:51.480 --> 00:38:55.360]   And each embedding, when it's conditioned with state,
[00:38:55.360 --> 00:38:57.160]   it's going to generate policy.
[00:38:57.160 --> 00:38:58.960]   It's going to decide what it's going to do,
[00:38:58.960 --> 00:39:02.400]   what action is given the state and the embedding pair.
[00:39:02.400 --> 00:39:05.240]   And then what that whole thing generates
[00:39:05.240 --> 00:39:08.280]   is what you see, the state and action pair.
[00:39:08.280 --> 00:39:09.560]   So how does this work?
[00:39:09.560 --> 00:39:11.880]   And then given this, you build a model.
[00:39:11.880 --> 00:39:15.200]   And you do inference to learn all these parameters.
[00:39:15.200 --> 00:39:16.880]   Kind of same business as neural network,
[00:39:16.880 --> 00:39:20.080]   but it's just have a little more structure.
[00:39:20.080 --> 00:39:21.800]   So this is completely made up, right?
[00:39:21.800 --> 00:39:26.160]   This is like my idea of how these new species might work.
[00:39:26.160 --> 00:39:27.240]   And our goal is to--
[00:39:27.240 --> 00:39:30.920]   we're going to try this and see if anything useful comes up.
