
[00:00:00.040 --> 00:00:09.300]   oro
[00:28:04.020 --> 00:28:04.020]   I'm going to talk about the medical system itself.
[00:28:04.020 --> 00:28:04.020]   I'm going to talk about the medical system itself.
[00:28:04.020 --> 00:28:04.020]   I'm going to talk about the medical system itself.
[00:28:04.040 --> 00:28:34.040]  ,
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.040 --> 00:28:34.040]   I'm going to talk about the medical system itself.
[00:28:34.060 --> 00:29:04.060]   I'm going to talk about the medical system itself.
[00:29:04.060 --> 00:29:04.060]   I'm going to talk about the medical system itself.
[00:29:04.060 --> 00:29:04.060]   I'm going to talk about the medical system itself.
[00:29:04.060 --> 00:29:04.060]   I'm going to talk about the medical system itself.
[00:29:04.060 --> 00:29:04.060]   I'm going to talk about the medical system itself.
[00:29:04.060 --> 00:29:04.060]   I'm going to talk about the medical system itself.
[00:29:04.060 --> 00:29:04.060]   I'm going to talk about the medical system itself.
[00:29:04.060 --> 00:29:04.060]   I'm going to talk about the medical system itself.
[00:29:04.060 --> 00:29:04.060]   I'm going to talk about the medical system itself.
[00:29:04.060 --> 00:29:04.060]   I'm going to talk about the medical system itself.
[00:29:04.060 --> 00:29:04.060]   I'm going to talk about the medical system itself.
[00:29:04.060 --> 00:29:04.060]   I'm going to talk about the medical system itself.
[00:29:04.060 --> 00:29:04.060]   I'm going to talk about the medical system itself.
[00:29:04.080 --> 00:29:34.080]  ,
[00:29:34.080 --> 00:29:34.080]   We're both still somewhat a junior level in our career.
[00:29:34.080 --> 00:29:34.080]   We're both still somewhat a junior level in our career.
[00:29:34.080 --> 00:29:34.080]   We're seeing about 25 more years of employment in our lifetime.
[00:29:34.080 --> 00:29:34.080]   We're seeing about 25 more years of employment in our lifetime.
[00:29:34.080 --> 00:29:34.080]   We're seeing about 25 more years of employment in our lifetime.
[00:29:34.080 --> 00:29:34.080]   We're seeing about 25 more years of employment in our lifetime.
[00:29:34.080 --> 00:29:34.080]   We're seeing about 25 more years of employment in our lifetime.
[00:29:34.080 --> 00:29:34.080]   We're seeing about 25 more years of employment in our lifetime.
[00:29:34.080 --> 00:29:34.080]   We're seeing about 25 more years of employment in our lifetime.
[00:29:34.080 --> 00:29:34.080]   We're seeing about 25 more years of employment in our lifetime.
[00:29:34.080 --> 00:29:34.080]   We're seeing about 25 more years of employment in our lifetime.
[00:29:34.080 --> 00:29:34.080]   We're seeing about 25 more years of employment in our lifetime.
[00:29:34.080 --> 00:29:34.080]   we're seeing about 25 more years of employment in our lifetime. we're seeing about 25 more years of employment in our lifetime.
[00:29:34.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:04.100]   We're seeing about 25 more years of employment in our lifetime.
[00:30:04.100 --> 00:30:34.120]   I'm seeing about 25 more years of employment in our lifetime.
[00:30:34.120 --> 00:30:34.120]   We're seeing about 25 more years of employment in our lifetime.
[00:30:34.120 --> 00:30:34.120]   We're seeing about 25 more years of employment in our lifetime.
[00:30:34.120 --> 00:30:34.120]   We're seeing about 25 more years of employment in our lifetime.
[00:30:34.120 --> 00:30:34.120]   We're seeing about 25 more years of employment in our lifetime.
[00:30:34.120 --> 00:30:34.120]   We're seeing about 25 more years of employment in our lifetime.
[00:30:34.120 --> 00:30:34.120]   We're seeing about 25 more years of employment in our lifetime.
[00:30:34.120 --> 00:30:34.120]   We're seeing about 25 more years of employment in our lifetime.
[00:30:34.120 --> 00:30:34.120]   We're seeing about 25 more years of employment in our lifetime.
[00:30:34.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:04.140]   We're seeing about 25 more years of employment in our lifetime.
[00:31:04.140 --> 00:31:34.160]   We're seeing about 25 more years of employment in our lifetime.
[00:31:34.160 --> 00:31:34.160]   We're seeing about 25 more years of employment in our lifetime.
[00:31:34.160 --> 00:31:34.160]   We're seeing about 25 more years of employment in our lifetime.
[00:31:34.160 --> 00:31:34.160]   We're seeing about 25 more years of employment in our lifetime.
[00:31:34.160 --> 00:31:34.160]   We're seeing about 25 more years of employment in our lifetime.
[00:31:34.160 --> 00:31:34.160]   We're seeing about 25 more years of employment in our lifetime.
[00:31:34.160 --> 00:31:34.160]   We're seeing about 25 more years of employment in our lifetime.
[00:31:34.160 --> 00:31:34.160]   We're seeing about 25 more years of employment in our lifetime.
[00:31:34.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:04.180]   We're seeing about 25 more years of employment in our lifetime.
[00:32:04.180 --> 00:32:34.200]   We're seeing about 25 more years of employment in our lifetime.
[00:32:34.200 --> 00:32:34.200]   We're seeing about 25 more years of employment in our lifetime.
[00:32:34.200 --> 00:32:34.200]   We're seeing about 25 more years of employment in our lifetime.
[00:32:34.200 --> 00:32:34.200]   We're seeing about 25 more years of employment in our lifetime.
[00:32:34.200 --> 00:32:34.200]   We're seeing about 25 more years of employment in our lifetime.
[00:32:34.200 --> 00:32:34.200]   We're seeing about 25 more years of employment in our lifetime.
[00:32:34.200 --> 00:32:34.200]   We're seeing about 25 more years of employment in our lifetime.
[00:32:34.200 --> 00:32:34.200]   We're seeing about 25 more years of employment in our lifetime.
[00:32:34.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:04.220]   We're seeing about 25 more years of employment in our lifetime.
[00:33:04.220 --> 00:33:34.240]   We're seeing about 25 more years of employment in our lifetime.
[00:33:34.240 --> 00:33:34.240]   We're seeing about 25 more years of employment in our lifetime.
[00:33:34.240 --> 00:33:34.240]   We're seeing about 25 more years of employment in our lifetime.
[00:33:34.240 --> 00:33:34.240]   We're seeing about 25 more years of employment in our lifetime.
[00:33:34.240 --> 00:33:34.240]   We're seeing about 25 more years of employment in our lifetime.
[00:33:34.240 --> 00:33:34.240]   We're seeing about 25 more years of employment in our lifetime.
[00:33:34.240 --> 00:33:34.240]   We're seeing about 25 more years of employment in our lifetime.
[00:33:34.240 --> 00:33:34.240]   We're seeing about 25 more years of employment in our lifetime.
[00:33:34.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:04.260]   We're seeing about 25 more years of employment in our lifetime.
[00:34:04.260 --> 00:34:34.280]   We're seeing about 25 more years of employment in our lifetime.
[00:34:34.280 --> 00:34:34.280]   We're seeing about 25 more years of employment in our lifetime.
[00:34:34.280 --> 00:34:34.280]   We're seeing about 25 more years of employment in our lifetime.
[00:34:34.280 --> 00:34:34.280]   We're seeing about 25 more years of employment in our lifetime.
[00:34:34.280 --> 00:34:34.280]   We're seeing about 25 more years of employment in our lifetime.
[00:34:34.280 --> 00:34:34.280]   We're seeing about 25 more years of employment in our lifetime.
[00:34:34.280 --> 00:34:34.280]   We're seeing about 25 more years of employment in our lifetime.
[00:34:34.280 --> 00:34:34.280]   We're seeing about 25 more years of employment in our lifetime.
[00:34:34.280 --> 00:34:34.280]   We're seeing about 25 more years of employment in our lifetime.
[00:34:34.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:04.300]   We're seeing about 25 more years of employment in our lifetime.
[00:35:04.300 --> 00:35:34.320]   We're seeing about 25 more years of employment in our lifetime.
[00:35:34.320 --> 00:35:34.320]   We're seeing about 25 more years of employment in our lifetime.
[00:35:34.320 --> 00:35:34.320]   We're seeing about 25 more years of employment in our lifetime.
[00:35:34.320 --> 00:35:34.320]   We're seeing about 25 more years of employment in our lifetime.
[00:35:34.320 --> 00:35:34.320]   We're seeing about 25 more years of employment in our lifetime.
[00:35:34.320 --> 00:35:34.320]   We're seeing about 25 more years of employment in our lifetime.
[00:35:34.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:04.340]   We're seeing about 25 more years of employment in our lifetime.
[00:36:04.340 --> 00:36:34.360]   We're seeing about 25 more years of employment in our lifetime.
[00:36:34.360 --> 00:36:34.360]   We're seeing about 25 more years of employment in our lifetime.
[00:36:34.360 --> 00:36:34.360]   We're seeing about 25 more years of employment in our lifetime.
[00:36:34.360 --> 00:36:34.360]   We're seeing about 25 more years of employment in our lifetime.
[00:36:34.360 --> 00:36:34.360]   We're seeing about 25 more years of employment in our lifetime.
[00:36:34.360 --> 00:36:34.360]   We're seeing about 25 more years of employment in our lifetime.
[00:36:34.360 --> 00:36:34.360]   We're seeing about 25 more years of employment in our lifetime.
[00:36:34.400 --> 00:36:44.480]   Park
[00:36:44.480 --> 00:37:02.500]   ask,
[00:37:59.140 --> 00:37:59.140]   I want to thank you all for the great work you've done. You've done a great job. I want to thank you all for your support. I want to thank my siblings and I a lot in the way of love and values and the importance of education. However, there's pretty glaring lack of their own self-education in terms of savings, particularly for retirement, but really just financial planning in general. And they're both getting into their mid to late 60s now and where the end would normally be in sight for a lot of people who are in their age groups, but really just financial planning in general. And they're both getting into their mid to late 60s now and where the end would normally be in sight for a lot of people who are in their age groups,
[00:37:59.140 --> 00:37:59.140]   a lot of people who are in their age groups,
[00:37:59.140 --> 00:37:59.140]   a lot of people who are in their age groups,
[00:37:59.140 --> 00:37:59.140]   a lot of people who are in their age groups,
[00:37:59.140 --> 00:37:59.140]   a lot of people who are in their age groups,
[00:38:28.080 --> 00:38:56.980]  ,
[00:38:56.980 --> 00:38:57.000]   a lot of people who are in their age groups,
[00:38:57.000 --> 00:38:57.020]   a lot of people who are in their age groups,
[00:38:57.020 --> 00:38:57.040]   a lot of people who are in their age groups,
[00:38:57.040 --> 00:38:57.080]   a lot of people who are in their age groups,
[00:38:57.080 --> 00:38:57.140]   a lot of people who are in their age groups,
[00:38:57.140 --> 00:38:57.200]   a lot of people who are in their age groups,
[00:38:57.200 --> 00:38:57.220]   a lot of people who are in their age groups,
[00:38:57.220 --> 00:38:57.280]   a lot of people who are in their age groups,
[00:38:57.280 --> 00:38:57.300]   a lot of people who are in their age groups,
[00:38:57.300 --> 00:38:57.360]   a lot of people who are in their age groups,
[00:38:57.360 --> 00:38:57.400]   a lot of people who are in their age groups,
[00:38:57.400 --> 00:38:57.440]   a lot of people who are in their age groups,
[00:38:57.440 --> 00:38:57.460]   a lot of people who are in their age groups,
[00:38:57.460 --> 00:38:57.480]   a lot of people who are in their age groups,
[00:38:57.480 --> 00:38:57.500]   a lot of people who are in their age groups,
[00:38:57.500 --> 00:38:57.520]   a lot of people who are in their age groups,
[00:38:57.520 --> 00:39:27.020]  ,
[00:39:27.020 --> 00:39:27.540]   a lot of people who are in their age groups,
[00:39:27.540 --> 00:39:27.540]   a lot of people who are in their age groups,
[00:39:27.540 --> 00:39:27.560]   a lot of people who are in their age groups,
[00:39:27.560 --> 00:39:27.560]   a lot of people who are in their age groups,
[00:39:27.560 --> 00:39:27.560]   a lot of people who are in their age groups,
[00:39:27.560 --> 00:39:27.560]   a lot of people who are in their age groups,
[00:39:27.560 --> 00:39:27.560]   a lot of people who are in their age groups,
[00:39:27.560 --> 00:39:27.560]   a lot of people who are in their age groups,
[00:39:27.560 --> 00:39:27.560]   a lot of people who are in their age groups,
[00:39:27.580 --> 00:39:52.260]   a lot of people who are in their age groups,
[00:39:52.260 --> 00:40:22.280]  ,
[00:40:22.280 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.300 --> 00:40:22.300]   a lot of people who are in their age groups,
[00:40:22.340 --> 00:40:31.420]   Per
[00:40:31.420 --> 00:40:33.980]   for and Sch N ...
[00:40:33.980 --> 00:40:38.480]   think. -,,,, inten less accessible vis dai, the, ,,,,,,,,, ., is the I'm the problems like the feelings Алеrei Le corpse de
[00:40:38.480 --> 00:40:51.460]   provide a
[00:40:51.620 --> 00:41:20.900]   matter of kind of kickstarting
[00:41:20.940 --> 00:41:27.200]   but
[00:41:27.200 --> 00:41:31.260]   it cannot
[00:41:31.260 --> 00:41:33.880]   Und I Ciao� all that is the work of E De versa
[00:41:49.700 --> 00:42:01.200]   burned
[00:42:01.200 --> 00:42:04.440]   par now,,,,는
[00:42:04.440 --> 00:42:19.100]   altern retrouve work as another work the blood the j學 Technology Ar L I'm Sub that you could let than, and, and, and, and, and, and, and, and, or, why, and, and, acیا, sea, basis. aquí arcade horror. �otti. � guess. Jo lined. czasie. consider. os Herz. Minnie, rely. very. padre. emoc. зав. đ.omin. im.i. good. many of the month of the young. in the most of the'm did.
[00:42:19.180 --> 00:42:24.600]   vis
[00:42:24.600 --> 00:42:47.960]   won, no,
[00:42:49.180 --> 00:43:19.180]   I'm not denying that people can change no matter what age, just saying that it's probably not going to happen. If history is any good,
[00:43:19.180 --> 00:43:19.180]   I'm not denying that people can change no matter what age, just saying that it's probably not going to happen. If history is any good,
[00:43:19.180 --> 00:43:19.180]   I'm not denying that people can change no matter what age, just saying that it's probably not going to happen. If history is any good,
[00:43:19.180 --> 00:43:19.180]   I'm not denying that people can change no matter what age, just saying that it's probably not going to happen. If history is any good,
[00:43:19.180 --> 00:43:19.180]   I'm not denying that people can change no matter what age, just saying that it's probably not going to happen. If history is any good,
[00:43:19.180 --> 00:43:19.180]   I'm not denying that people can change no matter what age, just saying that it's probably not going to happen. If history is any good,
[00:43:19.200 --> 00:43:49.200]   important to them, they're probably not going to change.
[00:43:49.200 --> 00:43:49.200]   So, where do we go from here?
[00:43:49.200 --> 00:43:49.200]   I think the first thing to do is to try to help your parents develop a vision of what they're hoping to do over the next 20 or 30 years.
[00:43:49.240 --> 00:44:19.220]  ,
[00:44:19.220 --> 00:44:19.220]   I think the first thing to do is to try to help your parents develop a vision of what they're hoping to do over the next 20 or 30 years.
[00:44:19.220 --> 00:44:19.220]   I think the first thing to do is to try to help your parents develop a vision of what they're hoping to do over the next 20 or 30 years.
[00:44:19.220 --> 00:44:19.220]   I think the first thing to do is to try to help your parents develop a vision of what they're hoping to do over the next 20 or 30 years.
[00:44:19.220 --> 00:44:19.220]   I think the first thing to do is to try to help your parents develop a vision of what they're hoping to do over the next 20 or 30 years.
[00:44:19.220 --> 00:44:19.220]   I think the first thing to do is to try to help your parents develop a vision of what they're hoping to do over the next 20 or 30 years.
[00:44:19.220 --> 00:44:19.220]   I think the first thing to do is to try to help your parents develop a vision of what they're hoping to do over the next 20 or 30 years.
[00:44:19.260 --> 00:44:21.460]   in
[00:44:21.460 --> 00:44:44.420]   verify, believe believe Histor Not " include hit hut ear
[00:44:44.420 --> 00:44:49.100]   bell advance las dead, on,i, is, owner, is,i, de,s,s,s,,,,,,,.,,,.,.,,.,,.,.paserk waves wichtiger closes
[00:45:30.940 --> 00:45:30.940]   Okay.
[00:45:30.940 --> 00:45:30.940]   So if your parents have wanted a lifestyle, let's say that your parents say, what we really want to do is travel. Do they let's use that. Do they talk about travel? Do they have any interest in travel? Yeah. Okay. Yeah. More now than ever. Okay. And if they were going to travel, what would be their ideal way to travel?
[00:45:59.100 --> 00:46:09.340]  .
[00:46:09.340 --> 00:46:10.160]  LD N Ver out over back
[00:46:10.160 --> 00:46:12.820]   .
[00:46:12.820 --> 00:46:26.120]   Bar. And, I would doав, and, be,ерж, trails, Hammer, Ver, believe:, prá,,,,,,,,,,, in ., maintain,いき like a little
[00:46:26.120 --> 00:46:28.120]   these. ♪ but disc heart andな per 我 вли dies and conduct show and fit farm but McNale. I'm in� Skra. Young wasn'tatur in win 'C boiled gn langs. C cerca Minnesota360 Audience 1920構uine� point ci heroinacing� repairs gustaría Mobimiziwritten第一個 niño Hoff neglect excuse definitelyiden low歲 scratchwort rather Deus
[00:46:28.160 --> 00:46:38.980]   just
[00:46:38.980 --> 00:46:56.200]   final yay whites my,,,,,, not carry fou qua Art Et I I is go I is a wind the be the way, and, "G, "I", "D" manipulating "G" "B" "G" " consists " via" "remlin " been" cam " collects " not" que " may " the r." prior " as "orton " ad by expect a in the I'm a or way of the the anything視 Det the We're not a TED connection頭 or quanで, can Hmm. So, show a este, 23 đó измен alank, it's, and,�, und,
[00:46:56.240 --> 00:47:03.260]   we're going to keep doing, we're going to set up a little trailer or buy a bunkhouse or whatever your dad needs for a shop that he can use for his stained glass projects.
[00:47:03.260 --> 00:47:08.260]   And we're going to live in the RV and we're going to go north in the summer and south in the winter.
[00:47:08.260 --> 00:47:12.260]   And then what we'll do is we will subdivide the house, sell off the lot.
[00:47:12.260 --> 00:47:18.260]   We'll rent out our primary house for a rental income so that, so that we keep that house in case we want to move back to it.
[00:47:18.260 --> 00:47:24.260]   And we'll rent that one out and then we'll use the money for a second house as a down payment on another rental house.
[00:47:24.260 --> 00:47:24.320]   And we'll try to get to the point where we have one or two houses that we can rent out.
[00:47:24.320 --> 00:47:24.320]   And we'll rent that one out and then we'll use the money for a second house as a down payment on another rental house.
[00:47:24.320 --> 00:47:52.420]  ,�, and we'll try to get to the point where we have one or two rental houses and then our work camping provides for most of our living expenses and we make it up with the additional stained glass income as well.
[00:47:52.420 --> 00:47:52.420]   A couple who's living on the road frugally can live on the road really at any budget.
[00:47:52.420 --> 00:47:53.360]   People can do it on less than a thousand dollars a month, but many times people will do it on a few thousand dollars a month.
[00:47:53.360 --> 00:47:54.360]   It's very reasonable, a couple to three thousand dollars a month.
[00:47:54.360 --> 00:47:54.360]   So maybe something like that would be a lifestyle they would really be excited about.
[00:47:54.380 --> 00:48:00.400]   And in terms of the finances, the most important thing is that your parents not take Social Security until 70.
[00:48:00.400 --> 00:48:09.400]   They want to stretch out their Social Security as much as possible so that Social Security benefit is as high as possible, which means they've got to have a transition plan right now for the next ten years.
[00:48:09.400 --> 00:48:13.400]   And they've got to have a transition plan that doesn't make them feel like, �We're just hating life and we're suffering.�
[00:48:13.400 --> 00:48:16.400]   So that's where I come to say, �What would you like to do?�
[00:48:16.400 --> 00:48:24.400]   And so if you can make the transition plan with a lifestyle that they would be encouraged by, with seasonal employment, social security, and a lifestyle that they would be encouraged by, then that's going to be a very good transition plan.
[00:48:24.400 --> 00:48:24.400]   And so I'm going to say that's a very good transition plan.
[00:48:24.400 --> 00:48:24.400]   And so I'm going to say that's a very good transition plan.
[00:48:24.400 --> 00:48:54.440]  , and I'm going to say that's a very good transition plan.
[00:48:54.440 --> 00:48:54.440]   And so I'm going to say that's a very good transition plan.
[00:48:54.440 --> 00:48:54.440]   And so I'm going to say that's a very good transition plan.
[00:48:54.440 --> 00:48:54.440]   And so I'm going to say that's a very good transition plan.
[00:48:54.440 --> 00:48:54.440]   And so I'm going to say that's a very good transition plan.
[00:48:54.440 --> 00:48:54.440]   And so I'm going to say that's a very good transition plan.
[00:48:54.440 --> 00:48:54.440]   And so I'm going to say that's a very good transition plan.
[00:48:54.440 --> 00:48:54.440]   And so I'm going to say that's a very good transition plan.
