
[00:00:00.040 --> 00:00:09.300]   Raymond
[00:22:49.400 --> 00:23:19.400]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:23:19.400 --> 00:23:19.400]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:23:19.400 --> 00:23:19.400]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:23:19.400 --> 00:23:19.400]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:23:19.400 --> 00:23:19.400]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:23:19.400 --> 00:23:49.420]  ,
[00:23:49.420 --> 00:23:49.420]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:23:49.420 --> 00:23:49.420]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:23:49.440 --> 00:24:19.440]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:24:19.440 --> 00:24:19.440]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:24:19.440 --> 00:24:19.440]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:24:19.440 --> 00:24:19.440]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:24:19.440 --> 00:24:19.440]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:24:19.440 --> 00:24:49.460]  ,
[00:24:49.460 --> 00:24:49.460]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:24:49.460 --> 00:24:49.460]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:24:49.460 --> 00:24:49.460]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:24:49.480 --> 00:25:19.480]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:25:19.480 --> 00:25:19.480]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:25:19.480 --> 00:25:19.480]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:25:19.480 --> 00:25:19.480]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:25:19.480 --> 00:25:19.480]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:25:19.520 --> 00:25:49.500]  ,
[00:25:49.500 --> 00:25:49.500]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:25:49.500 --> 00:25:49.500]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:25:49.500 --> 00:25:49.500]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:25:49.520 --> 00:26:19.520]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:26:19.520 --> 00:26:19.520]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:26:19.520 --> 00:26:19.520]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:26:19.520 --> 00:26:19.520]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:26:19.520 --> 00:26:19.520]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:26:19.520 --> 00:26:49.540]  ,
[00:26:49.540 --> 00:26:49.540]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:26:49.540 --> 00:26:49.540]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:26:49.540 --> 00:26:49.540]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:26:49.560 --> 00:27:19.560]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:27:19.560 --> 00:27:19.560]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:27:19.560 --> 00:27:19.560]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:27:19.560 --> 00:27:19.560]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:27:19.560 --> 00:27:19.560]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:27:19.560 --> 00:27:49.580]  ,
[00:27:49.580 --> 00:27:49.580]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:27:49.580 --> 00:27:49.580]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:27:49.580 --> 00:27:49.580]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:27:49.600 --> 00:28:19.600]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:28:19.600 --> 00:28:19.600]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:28:19.600 --> 00:28:19.600]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:28:19.600 --> 00:28:19.600]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:28:19.600 --> 00:28:19.600]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:28:19.640 --> 00:28:49.620]  ,
[00:28:49.620 --> 00:28:49.620]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:28:49.620 --> 00:28:49.620]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:28:49.640 --> 00:29:19.640]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:29:19.640 --> 00:29:19.640]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:29:19.640 --> 00:29:19.640]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:29:19.680 --> 00:29:49.660]  ,
[00:29:49.660 --> 00:29:49.660]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:29:49.660 --> 00:29:49.660]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:29:49.660 --> 00:29:49.660]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:29:49.660 --> 00:29:49.660]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:29:49.680 --> 00:30:19.680]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:30:19.680 --> 00:30:19.680]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:30:19.680 --> 00:30:19.680]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:30:19.680 --> 00:30:19.680]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:30:19.680 --> 00:30:19.680]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:30:19.680 --> 00:30:49.700]  ,
[00:30:49.700 --> 00:30:49.700]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:30:49.700 --> 00:30:49.700]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:30:49.700 --> 00:30:49.700]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:30:49.720 --> 00:31:19.720]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:31:19.720 --> 00:31:19.720]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:31:19.720 --> 00:31:19.720]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:31:19.720 --> 00:31:19.720]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:31:19.720 --> 00:31:19.720]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:31:19.720 --> 00:31:49.740]  ,
[00:31:49.740 --> 00:31:49.740]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:31:49.740 --> 00:31:49.740]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:31:49.740 --> 00:31:49.740]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:31:49.760 --> 00:32:19.760]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:32:19.760 --> 00:32:19.760]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:32:19.760 --> 00:32:19.760]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:32:19.760 --> 00:32:19.760]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:32:19.760 --> 00:32:49.780]  ,
[00:32:49.780 --> 00:32:49.780]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:32:49.780 --> 00:32:49.780]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:32:49.800 --> 00:33:19.800]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:33:19.800 --> 00:33:19.800]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:33:19.800 --> 00:33:19.800]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:33:19.800 --> 00:33:19.800]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:33:19.800 --> 00:33:19.800]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:33:19.800 --> 00:33:49.820]  ,
[00:33:49.820 --> 00:33:49.820]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:33:49.820 --> 00:33:49.820]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:33:49.820 --> 00:33:49.820]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:33:49.820 --> 00:33:49.820]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:33:49.840 --> 00:34:19.840]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:34:19.840 --> 00:34:19.840]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:34:19.840 --> 00:34:19.840]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:34:19.840 --> 00:34:19.840]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:34:19.840 --> 00:34:19.840]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:34:19.840 --> 00:34:49.860]   a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:34:49.860 --> 00:34:49.860]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:34:49.880 --> 00:35:19.880]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:35:19.880 --> 00:35:19.880]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:35:19.880 --> 00:35:19.880]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:35:19.880 --> 00:35:19.880]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:35:19.880 --> 00:35:19.880]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:35:19.880 --> 00:35:49.900]  ,
[00:35:49.900 --> 00:35:49.900]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:35:49.900 --> 00:35:49.900]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:35:49.900 --> 00:35:49.900]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:35:49.920 --> 00:36:19.920]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:36:19.920 --> 00:36:19.920]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:36:19.920 --> 00:36:19.920]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:36:19.920 --> 00:36:19.920]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:36:19.920 --> 00:36:19.920]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:36:19.920 --> 00:36:49.940]  ,
[00:36:49.940 --> 00:36:49.940]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:36:49.940 --> 00:36:49.940]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:36:49.940 --> 00:36:49.940]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:36:49.960 --> 00:37:19.960]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:37:19.960 --> 00:37:19.960]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:37:19.960 --> 00:37:19.960]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:37:19.960 --> 00:37:19.960]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:37:19.960 --> 00:37:19.960]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:37:19.960 --> 00:37:49.980]  ,
[00:37:49.980 --> 00:37:49.980]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:37:49.980 --> 00:37:49.980]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:37:49.980 --> 00:37:49.980]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:37:50.000 --> 00:38:20.000]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:38:20.000 --> 00:38:20.000]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:38:20.000 --> 00:38:20.000]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:38:20.000 --> 00:38:20.000]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:38:20.000 --> 00:38:50.020]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:38:50.020 --> 00:38:50.020]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:38:50.020 --> 00:38:50.020]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:38:50.020 --> 00:38:50.020]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:38:50.040 --> 00:39:20.040]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:39:20.040 --> 00:39:20.040]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:39:20.040 --> 00:39:20.040]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:39:20.040 --> 00:39:20.040]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:39:20.080 --> 00:39:50.060]  ,
[00:39:50.060 --> 00:39:50.060]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:39:50.060 --> 00:39:50.060]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:39:50.060 --> 00:39:50.060]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:39:50.080 --> 00:40:20.080]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:40:20.080 --> 00:40:20.080]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:40:20.080 --> 00:40:20.080]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:40:20.080 --> 00:40:20.080]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:40:20.080 --> 00:40:20.080]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:40:20.120 --> 00:40:50.100]  ,
[00:40:50.100 --> 00:40:50.100]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:40:50.100 --> 00:40:50.100]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:40:50.100 --> 00:40:50.100]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:40:50.100 --> 00:40:50.100]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:40:50.120 --> 00:41:20.120]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:41:20.120 --> 00:41:20.120]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:41:20.120 --> 00:41:20.120]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:41:20.120 --> 00:41:20.120]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:41:20.120 --> 00:41:20.120]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:41:20.160 --> 00:41:50.140]  ,
[00:41:50.140 --> 00:41:50.140]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:41:50.140 --> 00:41:50.140]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:41:50.140 --> 00:41:50.140]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:41:50.160 --> 00:42:20.160]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:42:20.160 --> 00:42:20.160]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:42:20.160 --> 00:42:20.160]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:42:20.160 --> 00:42:20.160]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:42:20.160 --> 00:42:20.160]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:42:20.200 --> 00:42:50.180]  ,
[00:42:50.180 --> 00:42:50.180]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:42:50.180 --> 00:42:50.180]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:42:50.200 --> 00:43:20.200]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:43:20.200 --> 00:43:20.200]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:43:20.200 --> 00:43:20.200]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:43:20.200 --> 00:43:20.200]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:43:20.200 --> 00:43:20.200]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:43:20.200 --> 00:43:50.220]  ,
[00:43:50.220 --> 00:43:50.220]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:43:50.220 --> 00:43:50.220]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:43:50.220 --> 00:43:50.220]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:43:50.220 --> 00:43:50.220]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:43:50.240 --> 00:44:20.240]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:44:20.240 --> 00:44:20.240]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:44:20.240 --> 00:44:20.240]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:44:20.240 --> 00:44:20.240]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:44:20.240 --> 00:44:20.240]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:44:20.240 --> 00:44:50.260]   a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:44:50.260 --> 00:44:50.260]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:44:50.260 --> 00:44:50.260]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:44:50.280 --> 00:45:20.280]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:45:20.280 --> 00:45:20.280]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:45:20.280 --> 00:45:20.280]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:45:20.280 --> 00:45:20.280]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:45:20.280 --> 00:45:20.280]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:45:20.320 --> 00:45:50.300]  ,
[00:45:50.300 --> 00:45:50.300]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:45:50.300 --> 00:45:50.300]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
[00:45:50.300 --> 00:45:50.300]   I'm a rich and meaningful life now while building a plan for financial freedom in 10 years or less my name is joshua i am your host and today we chat about any topic you desire
