
[00:00:00.000 --> 00:00:05.360]   [AUDIO OUT]
[00:26:15.380 --> 00:26:17.740]   So at this point, we have a user.
[00:26:17.740 --> 00:26:18.780]   We just created one.
[00:26:18.780 --> 00:26:20.380]   And so one nice thing about Fastlight
[00:26:20.380 --> 00:26:22.540]   is all the things like insert and update and stuff
[00:26:22.540 --> 00:26:26.060]   always return the new object.
[00:26:26.060 --> 00:26:28.660]   So this has returned the user that's been inserted.
[00:26:31.300 --> 00:26:34.300]   So we want to check whether their password is correct.
[00:26:34.300 --> 00:26:36.740]   You could just check with the equals equals
[00:26:36.740 --> 00:26:37.820]   to see if they're correct.
[00:26:37.820 --> 00:26:41.220]   But there's a technical security issue there,
[00:26:41.220 --> 00:26:44.500]   which is depending on the length of the password,
[00:26:44.500 --> 00:26:47.300]   for example, the amount of time that it
[00:26:47.300 --> 00:26:51.300]   takes to finish calling equals equals varies,
[00:26:51.300 --> 00:26:55.780]   which actually basically gives some information
[00:26:55.780 --> 00:26:59.020]   to an attacker about your password.
[00:26:59.020 --> 00:27:02.820]   So this is a more secure way of comparing two passwords.
[00:27:02.820 --> 00:27:04.340]   That's all.
[00:27:04.340 --> 00:27:07.220]   So yeah, if the passwords are not the same,
[00:27:07.220 --> 00:27:09.180]   then again, return back to the login screen.
[00:27:09.180 --> 00:27:17.620]   So yeah, by this point, we've got a login.
[00:27:17.620 --> 00:27:19.100]   So we store it away in our session.
[00:27:19.100 --> 00:27:24.860]   Auth is a special session name.
[00:27:24.860 --> 00:27:26.380]   It's a good place to put your login,
[00:27:26.380 --> 00:27:29.020]   just because basically you can then--
[00:27:29.020 --> 00:27:32.860]   if you put auth as a parameter, you'll be passed--
[00:27:32.860 --> 00:27:40.460]   VICTOR: What made you know about this Python security thing?
[00:27:40.460 --> 00:27:42.040]   Is it something you already knew about?
[00:27:42.040 --> 00:27:43.620]   Or is there some other thing that you
[00:27:43.620 --> 00:27:46.860]   recommend reading to know about different things like that?
[00:27:46.860 --> 00:27:49.580]   Well, for FastMail, I had to know all that stuff.
[00:27:49.580 --> 00:27:52.420]   And then originally, I didn't bother with it
[00:27:52.420 --> 00:27:54.940]   in this application because I thought it's
[00:27:54.940 --> 00:27:57.500]   kind of confusing.
[00:27:57.500 --> 00:28:00.020]   But then somebody raised an issue
[00:28:00.020 --> 00:28:01.340]   saying you shouldn't teach people
[00:28:01.340 --> 00:28:03.220]   how to create insecure web apps.
[00:28:03.220 --> 00:28:05.700]   So I put it in.
[00:28:05.700 --> 00:28:07.380]   Is that fair enough?
[00:28:07.380 --> 00:28:11.100]   OK, you were bullied into it.
[00:28:11.100 --> 00:28:11.700]   You know me.
[00:28:11.700 --> 00:28:13.300]   I'm easily led.
[00:28:13.300 --> 00:28:15.660]   OK.
[00:28:15.660 --> 00:28:17.780]   So if that was all successful, then now we
[00:28:17.780 --> 00:28:20.620]   can go ahead and redirect to Slash.
[00:28:20.620 --> 00:28:22.500]   And that's what you saw.
[00:28:22.500 --> 00:28:41.340]   Here, we've got a C other redirect.
[00:28:48.420 --> 00:28:52.500]   OK, so what happened when we went to Slash?
[00:28:52.500 --> 00:29:03.700]   When we went to Slash, we call this one, our get.
[00:29:03.700 --> 00:29:08.060]   And just to show off, I wanted to say jph is to-do list.
[00:29:08.060 --> 00:29:09.780]   So remember I mentioned we can use auth
[00:29:09.780 --> 00:29:11.540]   as a special parameter name.
[00:29:11.540 --> 00:29:13.660]   So that gets it from the session.
[00:29:13.660 --> 00:29:15.620]   And the session's signed, so somebody can't
[00:29:15.620 --> 00:29:17.260]   pretend to be somebody else.
[00:29:17.260 --> 00:29:24.260]   So that's all that is.
[00:29:24.260 --> 00:29:25.100]   What is in auth?
[00:29:25.100 --> 00:29:26.780]   All this is in comments.
[00:29:26.780 --> 00:29:28.660]   OK.
[00:29:28.660 --> 00:29:30.340]   Current username.
[00:29:30.340 --> 00:29:33.140]   Is it just-- yeah, what is auth?
[00:29:33.140 --> 00:29:33.660]   Is it--
[00:29:33.660 --> 00:29:36.420]   It's a thing we stored in SysAuth.
[00:29:36.420 --> 00:29:37.180]   Oh, OK.
[00:29:42.380 --> 00:29:49.500]   On the other hand, when you click Logout,
[00:29:49.500 --> 00:29:51.260]   it's just href slash logout.
[00:29:51.260 --> 00:29:53.540]   So that's just going to call get on logout.
[00:29:53.540 --> 00:29:57.780]   So it just deletes auth from the session.
[00:29:57.780 --> 00:29:59.220]   Takes you back to the login screen.
[00:29:59.220 --> 00:30:10.220]   So I mentioned earlier that, for example,
[00:30:10.220 --> 00:30:12.060]   you want to be able to see the Australian flag
[00:30:12.060 --> 00:30:13.380]   for the favicon.
[00:30:13.380 --> 00:30:15.620]   That's not going to work unless you have a static file
[00:30:15.620 --> 00:30:16.860]   handler to recognize.
[00:30:16.860 --> 00:30:23.300]   Like a .ico file should be just passed directly.
[00:30:23.300 --> 00:30:26.300]   And so this is a bit of a long way of doing it.
[00:30:26.300 --> 00:30:31.580]   This is the most complete way of showing how
[00:30:31.580 --> 00:30:33.500]   to do a static file handler.
[00:30:33.500 --> 00:30:35.020]   So we're addling a root.
[00:30:35.020 --> 00:30:38.220]   And basically, this is all Starlet syntax.
[00:30:38.220 --> 00:30:41.140]   So if you look up Starlet, it'll teach you what this means.
[00:30:41.140 --> 00:30:45.940]   But this basically says, in the path, one of the bits
[00:30:45.940 --> 00:30:49.220]   is called the filename.
[00:30:49.220 --> 00:30:52.180]   And then another bit we're going to call ext.
[00:30:52.180 --> 00:30:55.540]   Do you see they just get passed in here?
[00:30:55.540 --> 00:31:00.180]   And this, as it mentions in the notes here,
[00:31:00.180 --> 00:31:03.740]   is just any one of these extensions.
[00:31:03.740 --> 00:31:07.020]   So you can change that to other things.
[00:31:07.020 --> 00:31:08.820]   And so, yeah, and if you get that,
[00:31:08.820 --> 00:31:10.940]   we return a file response, which means
[00:31:10.940 --> 00:31:14.980]   the contents of the file.
[00:31:14.980 --> 00:31:16.980]   If you use FastApp, you don't have to add this.
[00:31:16.980 --> 00:31:19.700]   It's just done automatically.
[00:31:19.700 --> 00:31:21.500]   I see.
[00:31:21.500 --> 00:31:23.180]   OK, that makes--
[00:31:23.180 --> 00:31:26.420]   So yeah, here's our home page.
[00:31:26.420 --> 00:31:29.620]   So title.
[00:31:29.620 --> 00:31:34.340]   OK, so then along the top, we've got JPH's to-do list, logout.
[00:31:34.340 --> 00:31:40.020]   So I just used a grid, h1 title, logout.
[00:31:40.020 --> 00:31:45.580]   Like, here's grid, right?
[00:31:45.580 --> 00:31:55.740]   It's just a div with class equals grid.
[00:31:55.740 --> 00:31:56.940]   Actually, maybe even easier.
[00:31:56.940 --> 00:32:01.500]   It's just to see it here, inspect.
[00:32:01.500 --> 00:32:03.860]   It's just a class equals grid.
[00:32:03.860 --> 00:32:05.100]   That's just how Pico does it.
[00:32:05.100 --> 00:32:10.220]   What was the other HTX thing?
[00:32:10.220 --> 00:32:15.340]   Basically--
[00:32:15.340 --> 00:32:16.860]   FDHX, sorry.
[00:32:16.860 --> 00:32:21.180]   I don't know why I wrote it this weird way.
[00:32:21.180 --> 00:32:23.140]   It should basically just say div.
[00:32:23.140 --> 00:32:30.980]   Like that.
[00:32:30.980 --> 00:32:33.380]   That's just a long form.
[00:32:33.380 --> 00:32:35.380]   Pretend it says that, because that's--
[00:32:35.380 --> 00:32:37.140]   I don't know why I wrote it the weird way.
[00:32:37.140 --> 00:32:44.500]   Yeah, so you can see it's all just generating HTML, right?
[00:32:44.500 --> 00:32:47.380]   That's all.
[00:32:47.380 --> 00:32:51.540]   So then we've got this new to-do here with an Add button.
[00:32:51.540 --> 00:32:54.940]   So that's the input.
[00:32:54.940 --> 00:32:57.940]   New to-do is the Add button.
[00:32:57.940 --> 00:33:08.180]   And to make them look nicely together like this,
[00:33:08.180 --> 00:33:11.940]   Pico has this group thing.
[00:33:11.940 --> 00:33:15.060]   Again, you can just see it.
[00:33:15.060 --> 00:33:16.500]   What's a group?
[00:33:16.500 --> 00:33:20.540]   It's just field set row equals group.
[00:33:20.540 --> 00:33:21.700]   So you have input.
[00:33:21.700 --> 00:33:26.700]   OK, it's just horizontally grouping it?
[00:33:26.700 --> 00:33:29.420]   Yeah, yeah, just you can read the Pico docs
[00:33:29.420 --> 00:33:32.020]   to see what Pico can do.
[00:33:32.020 --> 00:33:36.500]   Yeah, basically, no one's going to write all of this CSS
[00:33:36.500 --> 00:33:38.220]   by hand unless they're crazy.
[00:33:38.220 --> 00:33:42.700]   So just pick a framework and stick to it for a while
[00:33:42.700 --> 00:33:43.580]   until you know it.
[00:33:43.580 --> 00:33:48.060]   And I would say just use Pico for a while, because it's fine.
[00:33:48.060 --> 00:33:49.780]   It's not amazing, but it's fine, which
[00:33:49.780 --> 00:33:52.020]   is exactly what you want, right?
[00:33:52.020 --> 00:33:54.420]   Yeah.
[00:33:54.420 --> 00:34:02.260]   OK, so then we want to get a list of to-dos.
[00:34:02.260 --> 00:34:05.900]   So to get a list of to-dos, you just
[00:34:05.900 --> 00:34:10.580]   write to-dos, parenthesis, parenthesis, like so.
[00:34:10.580 --> 00:34:13.580]   So that's how you return the contents of your table.
[00:34:13.580 --> 00:34:20.140]   However, I need to make sure that I
[00:34:20.140 --> 00:34:23.900]   don't have players to-dos.
[00:34:23.900 --> 00:34:26.620]   I only want my to-dos.
[00:34:26.620 --> 00:34:29.460]   So we have a really convenient thing in--
[00:34:29.460 --> 00:34:31.220]   All right, just a follow up.
[00:34:31.220 --> 00:34:34.260]   The to-dos, is that the SQLite?
[00:34:34.260 --> 00:34:35.380]   This is Fastlite, yeah.
[00:34:35.380 --> 00:34:37.140]   That's the table or the Pathlite.
[00:34:37.140 --> 00:34:38.980]   OK, OK, OK, yeah.
[00:34:38.980 --> 00:34:42.260]   OK, I got it.
[00:34:42.260 --> 00:34:46.580]   So there's a few-- you can pass in a WHERE clause
[00:34:46.580 --> 00:34:50.580]   and arguments for that, ORDER BY, LIMIT, OFFSET, SELECT.
[00:34:50.580 --> 00:34:55.060]   So it's just like a very, very simple one-table query
[00:34:55.060 --> 00:34:56.980]   that, by default, just returns the whole table.
[00:34:56.980 --> 00:35:02.300]   Because I'm kind of terrible at remembering all the security
[00:35:02.300 --> 00:35:04.620]   details, and I think everybody else is as well,
[00:35:04.620 --> 00:35:07.100]   we've tried to make that really pretty automatic.
[00:35:07.100 --> 00:35:12.740]   So this is where this comes in.
[00:35:12.740 --> 00:35:17.580]   If you call this on your table, then it
[00:35:17.580 --> 00:35:20.740]   will add this criteria to all of your queries,
[00:35:20.740 --> 00:35:25.340]   both data manipulation and select.
[00:35:25.340 --> 00:35:38.180]   So to-dos.extra.jph-- sorry, you've got to say name equals
[00:35:38.180 --> 00:35:39.740]   jph.
[00:35:39.740 --> 00:35:41.980]   And you can see now it's only displaying my to-dos.
[00:35:46.020 --> 00:35:48.700]   So that's just automatic at that point.
[00:35:48.700 --> 00:35:49.660]   That's great, yeah.
[00:35:49.660 --> 00:35:51.980]   I was needing this earlier.
[00:35:51.980 --> 00:35:54.940]   I didn't find it, but it makes sense.
[00:35:54.940 --> 00:36:03.620]   This app isn't multi-user, I should mention.
[00:36:03.620 --> 00:36:07.620]   That's stored as a global.
[00:36:07.620 --> 00:36:11.380]   So in practice, you would actually
[00:36:11.380 --> 00:36:13.380]   probably want to take this out and put it
[00:36:13.380 --> 00:36:17.780]   inside each method, each handler.
[00:36:17.780 --> 00:36:20.460]   But this is just an example.
[00:36:20.460 --> 00:36:31.340]   OK, so now we want to order them by priority, which--
[00:36:31.340 --> 00:36:32.900]   just write order by priority.
[00:36:32.900 --> 00:36:33.860]   So there you go.
[00:36:33.860 --> 00:36:35.820]   OK, ready 0, 1, 2, 3.
[00:36:35.820 --> 00:36:41.020]   So I find it much easier to write these kinds of things
[00:36:41.020 --> 00:36:44.500]   if you have a little notebook or REPL attached to the database
[00:36:44.500 --> 00:36:47.900]   you can play with.
[00:36:47.900 --> 00:36:54.020]   So all of the fast HTML tags, we call them fast tags or FT,
[00:36:54.020 --> 00:36:57.940]   always take zero or more children.
[00:36:57.940 --> 00:37:05.020]   Oh, wait, that thing that was global, the extras,
[00:37:05.020 --> 00:37:06.700]   if you didn't want it there, would you
[00:37:06.700 --> 00:37:09.180]   have to add it to all the routes?
[00:37:09.180 --> 00:37:10.900]   Yeah, what would you--
[00:37:10.900 --> 00:37:15.180]   OK, is there a way to not add it to all the routes,
[00:37:15.180 --> 00:37:17.340]   to somehow add it to all the routes
[00:37:17.340 --> 00:37:24.460]   at once without being global or whatever that you recommend?
[00:37:24.460 --> 00:37:25.780]   You know what I'm trying to ask?
[00:37:25.780 --> 00:37:27.260]   I do know what you're trying to say.
[00:37:27.260 --> 00:37:31.420]   I'm going to have to think about it.
[00:37:31.420 --> 00:37:39.060]   Decorator would probably be your best option, I think.
[00:37:39.060 --> 00:37:39.560]   Hmm.
[00:37:39.560 --> 00:37:44.520]   Yeah.
[00:37:44.520 --> 00:37:51.460]   OK, yeah, so here's the list of to-dos.
[00:37:51.460 --> 00:37:54.540]   All tags, or FT, or fast tags as we call them,
[00:37:54.540 --> 00:37:56.380]   always take zero or more children
[00:37:56.380 --> 00:37:58.220]   as the positional arguments.
[00:37:58.220 --> 00:38:00.420]   So that's why I use star here to say these
[00:38:00.420 --> 00:38:02.420]   are all of my children.
[00:38:02.420 --> 00:38:04.620]   So it looks really weird here that we're
[00:38:04.620 --> 00:38:11.420]   putting database objects as arguments to a tag.
[00:38:11.420 --> 00:38:13.420]   Like, what the hell does that mean?
[00:38:13.420 --> 00:38:18.460]   And the answer is that FastHTML automatically
[00:38:18.460 --> 00:38:22.540]   calls a special method called DunderFT
[00:38:22.540 --> 00:38:26.620]   on anything that's inside a tag.
[00:38:26.620 --> 00:38:32.140]   And so we actually added a DunderFT to our to-do class.
[00:38:32.140 --> 00:38:41.860]   So this is what's called to automatically turn
[00:38:41.860 --> 00:38:45.780]   a to-do into HTML, basically.
[00:38:49.500 --> 00:38:56.140]   So when a to-do is displayed, it's
[00:38:56.140 --> 00:39:00.020]   displayed like so as a list item.
[00:39:00.020 --> 00:39:04.300]   So it returns a list item.
[00:39:04.300 --> 00:39:11.500]   And it contains a hyperlink with the title,
[00:39:11.500 --> 00:39:17.300]   a hyperlink with the word edit, optionally a tick if it's done.
[00:39:17.820 --> 00:39:24.020]   And then we also add hidden fields
[00:39:24.020 --> 00:39:25.740]   for the priority and the ID.
[00:39:25.740 --> 00:39:31.300]   Yeah, so that's the list item.
[00:39:31.300 --> 00:39:33.140]   So this is--
[00:39:33.140 --> 00:39:38.260]   - I'm just watching, but I'm not familiar with FastCore.
[00:39:38.260 --> 00:39:42.380]   And I want to explain what that patch is doing.
[00:39:42.380 --> 00:39:46.900]   - Yeah, so it just adds this method to this class.
[00:39:46.900 --> 00:39:55.620]   Although, if you use the newer style approach I described,
[00:39:55.620 --> 00:39:58.220]   you can just add it directly to the class.
[00:39:58.220 --> 00:40:01.620]   So you don't have to use patch if you don't want to.
[00:40:01.620 --> 00:40:03.780]   - The what file approach, sorry?
[00:40:03.780 --> 00:40:09.340]   - The newer style approach that I showed you earlier.
[00:40:09.340 --> 00:40:10.820]   Where did we have that?
[00:40:10.820 --> 00:40:16.820]   Let's do it.
[00:40:16.820 --> 00:40:20.900]   So you can just go dot, dot, dot, dot, dot, dot, dot, dot.
[00:40:20.900 --> 00:40:22.740]   Paste.
[00:40:22.740 --> 00:40:29.780]   So here, we want to add ThunderFT to that.
[00:40:29.780 --> 00:40:55.660]   So we could just move that and put it just straight inside
[00:40:55.660 --> 00:41:01.420]   the Judo, like so.
[00:41:01.420 --> 00:41:02.900]   You don't need that anymore.
[00:41:02.900 --> 00:41:08.020]   Yeah, either is fine.
[00:41:08.020 --> 00:41:17.860]   Just another reason this is kind of nice approach.
[00:41:17.860 --> 00:41:24.140]   OK.
[00:41:24.140 --> 00:41:28.220]   So all right, so yeah, this is kind of cool
[00:41:28.220 --> 00:41:30.420]   that you just put your to-dos directly into your form.
[00:41:30.420 --> 00:41:36.620]   And then the form, we can give it an ID, a class.
[00:41:36.620 --> 00:41:39.500]   The form has a post, which we'll come back to why that's there.
[00:41:39.500 --> 00:41:45.940]   - I have a question.
[00:41:45.940 --> 00:41:49.220]   When you're doing something like that to-do component,
[00:41:49.220 --> 00:41:56.860]   or whatever the list, the to-do list, or the thing,
[00:41:56.860 --> 00:41:59.660]   did you do that part in a notebook?
[00:41:59.660 --> 00:42:01.060]   And then copy and paste it?
[00:42:01.060 --> 00:42:03.060]   Or did you do it directly in the editor?
[00:42:03.060 --> 00:42:06.900]   And what is your approach?
[00:42:06.900 --> 00:42:08.340]   - Honestly, there's so little to it,
[00:42:08.340 --> 00:42:10.220]   I think I probably just did it directly here,
[00:42:10.220 --> 00:42:11.380]   once you remove the comments.
[00:42:11.380 --> 00:42:14.780]   There's no logic in it.
[00:42:14.780 --> 00:42:17.180]   So generally, I actually only use notebooks and stuff
[00:42:17.180 --> 00:42:18.300]   for stuff where there's logic.
[00:42:18.300 --> 00:42:19.140]   There's no logic here.
[00:42:19.140 --> 00:42:20.380]   This is just HTML.
[00:42:20.380 --> 00:42:27.260]   But you certainly can, like if you--
[00:42:27.260 --> 00:42:39.980]   - Like if you wanted to fiddle around with the way it looks,
[00:42:39.980 --> 00:42:43.220]   I guess, you just kind of hot reload and just--
[00:42:43.220 --> 00:42:47.540]   - Yeah, so you can use fast tags directly in a notebook,
[00:42:47.540 --> 00:42:50.500]   and they'll render as that.
[00:42:50.500 --> 00:42:52.300]   Or if you want to see what they're actually
[00:42:52.300 --> 00:42:55.540]   going to look like, you can just work a show on them,
[00:42:55.540 --> 00:42:58.060]   like that.
[00:42:58.060 --> 00:43:05.940]   But it does depend on having the style sheets available.
[00:43:05.940 --> 00:43:08.180]   I think the easiest way to really see what it's actually
[00:43:08.180 --> 00:43:10.140]   going to look like with the styling and stuff
[00:43:10.140 --> 00:43:12.140]   is just to run your app.
[00:43:12.140 --> 00:43:15.780]   And we have live reloading, so as soon as you edit your app,
[00:43:15.780 --> 00:43:16.740]   you'll see the results.
[00:43:16.740 --> 00:43:39.220]   Yeah, again, lots of comments here explaining exactly what's
[00:43:39.220 --> 00:43:43.220]   going on with all that FTF whatever stuff.
[00:43:43.220 --> 00:43:45.460]   Yeah, so as before, we've got the title,
[00:43:45.460 --> 00:43:50.420]   and then we return that stuff.
[00:43:50.420 --> 00:44:01.740]   So I guess, yeah, what happens when you add a new one?
[00:44:01.740 --> 00:44:07.780]   It's going to be clicking the Add button inside the form.
[00:44:07.780 --> 00:44:08.940]   It's going to post a slash.
[00:44:12.860 --> 00:44:19.460]   So here's the post to slash.
[00:44:19.460 --> 00:44:35.020]   And so this is kind of cool, because the form has a title,
[00:44:35.020 --> 00:44:42.820]   and we say we want to get a to-do passed to us.
[00:44:42.820 --> 00:44:45.020]   So it's going to construct a to-do for us
[00:44:45.020 --> 00:44:47.620]   and give it the title that's in the form.
[00:44:47.620 --> 00:44:51.180]   So that's how we can have a to-do automatically.
[00:44:51.180 --> 00:44:54.100]   Can you talk a little bit about when to use async
[00:44:54.100 --> 00:44:56.300]   and when not to use async?
[00:44:56.300 --> 00:44:58.860]   Oh, I don't know why any of these say async.
[00:44:58.860 --> 00:45:00.820]   You don't need async.
[00:45:00.820 --> 00:45:02.940]   The only time you need async is if you ever
[00:45:02.940 --> 00:45:04.860]   find that you need to type the word, oh, wait,
[00:45:04.860 --> 00:45:07.900]   and if you ever type the word, oh, wait, and don't have async,
[00:45:07.900 --> 00:45:09.460]   Python will yell at you.
[00:45:09.460 --> 00:45:14.100]   So don't type async unless Python yells at you.
[00:45:14.100 --> 00:45:16.180]   No, it's the short version.
[00:45:16.180 --> 00:45:17.940]   So yeah, unless you know you need async,
[00:45:17.940 --> 00:45:19.860]   you don't need async.
[00:45:19.860 --> 00:45:21.380]   I don't know why this is async.
[00:45:21.380 --> 00:45:22.380]   None of these are async.
[00:45:22.380 --> 00:45:28.780]   OK.
[00:45:28.780 --> 00:45:29.820]   Why does it--
[00:45:29.820 --> 00:45:33.980]   you mean, it still works the same?
[00:45:33.980 --> 00:45:34.980]   I mean, it isn't doing--
[00:45:34.980 --> 00:45:37.020]   Yeah, it still works the same.
[00:45:37.020 --> 00:45:38.140]   Yeah, you don't need async.
[00:45:38.140 --> 00:45:43.500]   OK, I'll just forget that I saw it.
[00:45:43.500 --> 00:45:44.020]   Yeah.
[00:45:44.020 --> 00:45:46.020]   Which is hard for me to do sometimes.
[00:45:46.020 --> 00:45:47.140]   It works if it's there.
[00:45:47.140 --> 00:45:48.300]   It works if it's not there.
[00:45:48.300 --> 00:45:48.820]   So.
[00:45:48.820 --> 00:46:03.020]   OK, so we've got a to-do now.
[00:46:03.020 --> 00:46:08.180]   So we can insert it.
[00:46:08.180 --> 00:46:11.820]   And remember, I mentioned that when you insert something,
[00:46:11.820 --> 00:46:15.940]   it also returns the thing that was inserted.
[00:46:15.940 --> 00:46:19.420]   And after it's been inserted, it's now got an ID added.
[00:46:19.420 --> 00:46:22.900]   This automatically gets an ID.
[00:46:22.900 --> 00:46:26.380]   And then the other thing that's going to happen when we--
[00:46:26.380 --> 00:46:29.060]   so when I click Add, two things should happen.
[00:46:29.060 --> 00:46:31.100]   This to-do should appear in the list,
[00:46:31.140 --> 00:46:34.780]   and this input box should disappear,
[00:46:34.780 --> 00:46:36.180]   which is what happens.
[00:46:36.180 --> 00:46:39.460]   So the reason why is because we return the new to-do.
[00:46:39.460 --> 00:46:42.660]   And that gets rendered with Dunder FT automatically.
[00:46:42.660 --> 00:46:50.300]   And we also return a new input box, which is empty.
[00:46:50.300 --> 00:46:52.500]   And it has the same ID.
[00:46:52.500 --> 00:46:55.220]   So it replaces the one that's already there.
[00:46:55.220 --> 00:46:55.740]   So that's--
[00:46:55.740 --> 00:46:57.540]   >>So how does it know to--
[00:46:57.540 --> 00:47:05.580]   I guess, how does it know to do the replacement?
[00:47:05.580 --> 00:47:06.340]   Is that in--
[00:47:06.340 --> 00:47:07.940]   >>That's what OOB means.
[00:47:07.940 --> 00:47:09.620]   OOB means out-of-bounds swap.
[00:47:09.620 --> 00:47:12.540]   It means to replace one that's already there,
[00:47:12.540 --> 00:47:14.380]   and it looks for something with the same ID.
[00:47:14.380 --> 00:47:23.620]   >>OK, and then the to-do's insert
[00:47:23.620 --> 00:47:26.860]   is just like putting it in that element
[00:47:26.860 --> 00:47:29.620]   and just pushing another--
[00:47:29.620 --> 00:47:31.940]   >>No, this is inserting it into the to-do's table.
[00:47:31.940 --> 00:47:33.020]   This is a fastlight.
[00:47:33.020 --> 00:47:34.220]   >>Oh, to-do's table.
[00:47:34.220 --> 00:47:34.900]   OK, sorry.
[00:47:34.900 --> 00:47:39.420]   >>And after-- and then it returns the inserted to-do.
[00:47:39.420 --> 00:47:42.500]   And then it gets automatically rendered as a list item
[00:47:42.500 --> 00:47:43.340]   using Dunder FT.
[00:47:43.340 --> 00:47:48.140]   >>Oh, OK.
[00:47:48.140 --> 00:47:51.140]   >>And it gets added to the end of the list
[00:47:51.140 --> 00:47:58.380]   because when we hear this button, when the button that we
[00:47:58.380 --> 00:48:03.620]   clicked has an HX swap after begin and target to-do list,
[00:48:03.620 --> 00:48:06.420]   so it sticks it at the end of the to-do list
[00:48:06.420 --> 00:48:10.380]   when it's received the new to-do.
[00:48:10.380 --> 00:48:11.620]   So this is like--
[00:48:11.620 --> 00:48:13.740]   I can't teach you all of HTMX.
[00:48:13.740 --> 00:48:16.020]   This is-- so this is just HTMX.
[00:48:16.020 --> 00:48:17.660]   It's not fastHTML.
[00:48:17.660 --> 00:48:20.020]   So you should definitely, definitely, definitely
[00:48:20.020 --> 00:48:22.700]   read the Hypermedia.Systems book, which
[00:48:22.700 --> 00:48:26.500]   is really, really, really good.
[00:48:26.500 --> 00:48:28.420]   >>Media.Systems book, OK.
[00:48:28.420 --> 00:48:29.460]   >>Yeah, this book is--
[00:48:29.460 --> 00:48:30.700]   >>So now if I take some HTMX--
[00:48:30.700 --> 00:48:32.700]   >>It's an absolute must-read.
[00:48:32.700 --> 00:48:33.780]   >>Yeah, you read this book.
[00:48:33.780 --> 00:48:38.460]   Don't just do the HTMX blog post tutorials, whatever.
[00:48:38.460 --> 00:48:39.260]   >>No, no, no.
[00:48:39.260 --> 00:48:40.860]   This is a very good book.
[00:48:40.860 --> 00:48:42.580]   It's a really good book.
[00:48:42.580 --> 00:48:46.300]   There's nothing else like it.
[00:48:46.300 --> 00:48:49.300]   >>Hypermedia.Systems.
[00:48:49.300 --> 00:48:55.300]   And as per usual, build things as you read it, of course.
[00:48:55.300 --> 00:49:00.700]   >>Just to make sure I understand,
[00:49:00.700 --> 00:49:04.500]   the Hypermedia.Systems is related to HTMX?
[00:49:04.500 --> 00:49:06.460]   >>This is the HTMX book, yeah.
[00:49:06.460 --> 00:49:10.820]   So part one describes web 1.0 applications.
[00:49:10.820 --> 00:49:12.300]   So it doesn't even mention HTMX.
[00:49:12.300 --> 00:49:15.740]   It's just using HTML and HTTP, because that's
[00:49:15.740 --> 00:49:18.260]   kind of like understanding that's a prerequisite.
[00:49:18.260 --> 00:49:20.740]   And then part two is HTMX.
[00:49:20.740 --> 00:49:22.140]   Part three, you could ignore it.
[00:49:22.140 --> 00:49:24.460]   It's about mobile.
[00:49:24.460 --> 00:49:24.940]   >>OK.
[00:49:24.940 --> 00:49:33.940]   >>Yeah, so once you've read that book, you know HTMX.
[00:49:33.940 --> 00:49:39.940]   OK.
[00:49:39.940 --> 00:49:43.100]   >>So I understand this input--
[00:49:43.100 --> 00:49:46.700]   sorry, I understand that this--
[00:49:46.700 --> 00:49:53.540]   OK, it's going to get this thing back, this to-dos back.
[00:49:53.540 --> 00:49:55.940]   And it's going to swap it out.
[00:49:55.940 --> 00:49:59.140]   But then how does it--
[00:49:59.140 --> 00:50:03.060]   this new input is being--
[00:50:03.060 --> 00:50:06.060]   I know it says swap that one out, too.
[00:50:06.060 --> 00:50:09.020]   But then how does it--
[00:50:09.020 --> 00:50:10.860]   is that a fast HTML thing?
[00:50:10.860 --> 00:50:12.260]   >>No, none of this is fast HTML.
[00:50:12.260 --> 00:50:13.380]   This is all just HTMX.
[00:50:13.380 --> 00:50:18.660]   So it's best just to look at it happening.
[00:50:18.660 --> 00:50:24.500]   So just watch it.
[00:50:24.500 --> 00:50:33.220]   OK, so it did a post to Slash with this payload.
[00:50:33.220 --> 00:50:34.420]   >>OK.
[00:50:34.420 --> 00:50:37.660]   >>And the response it got was two things--
[00:50:37.660 --> 00:50:38.660]   a list item.
[00:50:38.660 --> 00:50:42.140]   So that's the rendered version of the to-do.
[00:50:42.140 --> 00:50:48.740]   And the empty input box with OOB.
[00:50:48.740 --> 00:50:50.380]   So this one, because it says OOB,
[00:50:50.380 --> 00:50:57.140]   is inserted to replace whatever has that ID, which is this.
[00:50:57.140 --> 00:51:01.900]   And this one is inserted wherever the requesting button
[00:51:01.900 --> 00:51:18.980]   asked it to be inserted, which was after the beginning
[00:51:18.980 --> 00:51:20.180]   of the to-do list.
[00:51:20.180 --> 00:51:24.580]   And this is the to-do list.
[00:51:24.580 --> 00:51:30.860]   That's the to-do list.
[00:51:31.860 --> 00:51:36.300]   Anyway, this is all just HTMX.
[00:51:36.300 --> 00:51:41.980]   So we can't hope to explain all of HTMX here.
[00:51:41.980 --> 00:51:53.740]   Yeah, in fact, that's basically it.
[00:51:53.740 --> 00:51:56.660]   Like, there's an Edit screen.
[00:51:56.660 --> 00:51:59.820]   So when you click Edit, again, you
[00:51:59.820 --> 00:52:04.940]   can see what happens when you click Edit.
[00:52:04.940 --> 00:52:10.100]   It calls Edit Slash 0.
