
[00:00:00.040 --> 00:00:09.300]   Til
[00:27:39.720 --> 00:27:39.720]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:27:39.720 --> 00:27:39.720]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:27:39.740 --> 00:28:09.740]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:28:09.740 --> 00:28:09.740]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:28:09.740 --> 00:28:09.740]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:28:09.740 --> 00:28:09.740]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:28:09.740 --> 00:28:09.740]   Riedel. There is no appetite for that in Washington. None. Republicans are cutting taxes, and Democrats are proposing 42,000 dollars a year.
[00:28:09.780 --> 00:28:39.760]  ,
[00:28:39.760 --> 00:28:39.760]   It's not a bright picture.
[00:28:39.760 --> 00:28:39.760]   Remember again that Riedel's plan here is to stabilize federal borrowing and the federal deficit at 95% of GDP. And as he writes there, it is political suicide. Now that particular interview was from six months ago. And I ask you this question. What is political suicide?
[00:28:39.760 --> 00:28:39.760]   It's not a political suicide. Now that particular interview was from six months ago. And I ask you this question. What is political suicide?
[00:28:39.760 --> 00:28:39.760]   It's not a political suicide. Now that particular interview was from six months ago. And I ask you this question. What is political suicide?
[00:28:39.760 --> 00:28:39.760]   It's not a political suicide. Now that particular interview was from six months ago. And I ask you this question. What is political suicide?
[00:28:39.800 --> 00:28:50.560]   the
[00:29:29.000 --> 00:29:29.020]   ...and think about how we could solve our problem. Has that happened in the last six months? Can you point me to a single person who is vigorously, repeatedly advocating for fiscal restraint, who's dealing with reality? I can't point to anybody. Rather, what we see is a massive press with a lot of people.
[00:31:07.620 --> 00:31:17.940]  ley
[00:31:17.940 --> 00:31:36.520]  愛 is,,,,
[00:34:01.220 --> 00:34:02.300]   I'm reading directly from the Green New Deal.
[00:34:02.300 --> 00:34:02.300]   Now, I'm reading directly from the Green New Deal.
[00:34:02.300 --> 00:34:02.300]   Now, I'm reading directly from the Green New Deal.
[00:34:02.300 --> 00:34:02.300]   Now, I'm reading directly from the Green New Deal.
[00:34:02.300 --> 00:34:02.300]   Now, I'm reading directly from the Green New Deal.
[00:34:02.300 --> 00:34:02.300]   Now, I'm reading directly from the Green New Deal.
[00:34:02.300 --> 00:34:02.300]   Now, I'm reading directly from the Green New Deal.
[00:34:02.300 --> 00:34:02.300]   Now, I'm reading directly from the Green New Deal.
[00:34:02.300 --> 00:34:02.300]   Now, I'm reading directly from the Green New Deal.
[00:34:02.300 --> 00:34:02.300]   Now, I'm reading directly from the Green New Deal.
[00:34:02.300 --> 00:34:02.300]   Now, I'm reading directly from the Green New Deal.
[00:34:02.300 --> 00:34:02.300]   Now, I'm reading directly from the Green New Deal.
[00:34:02.300 --> 00:34:02.300]   Now, I'm reading directly from the Green New Deal.
[00:34:02.300 --> 00:34:02.300]   Now, I'm reading directly from the Green New Deal.
[00:34:25.820 --> 00:34:26.740]   I'm reading directly from the Green New Deal.
[00:34:26.740 --> 00:34:27.820]   Now, I'm reading directly from the Green New Deal.
[00:34:27.820 --> 00:34:28.940]   Now, I'm reading directly from the Green New Deal.
[00:34:28.940 --> 00:34:29.920]   Now, I'm reading directly from the Green New Deal.
[00:34:29.920 --> 00:34:31.060]   Now, I'm reading directly from the Green New Deal.
[00:34:31.060 --> 00:34:32.300]   Now, I'm reading directly from the Green New Deal.
[00:34:32.300 --> 00:34:32.300]   Now, I'm reading directly from the Green New Deal.
[00:34:32.320 --> 00:35:02.320]   I'm reading directly from the Green New Deal.
[00:35:02.340 --> 00:35:32.340]  ,
[00:35:32.340 --> 00:35:32.340]   Кор
[00:35:32.340 --> 00:35:32.340]   ------
[00:35:32.340 --> 00:35:32.340]   ------
[00:35:32.340 --> 00:35:32.340]   ------
[00:35:32.340 --> 00:35:32.340]   ------
[00:35:32.340 --> 00:35:32.340]   ------
[00:35:32.340 --> 00:35:32.340]   ------
[00:35:32.340 --> 00:35:32.340]   ------
[00:35:32.340 --> 00:35:32.340]   ------
[00:35:32.340 --> 00:35:32.340]   ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ the the equity stake in projects to take an equity stake in projects to get a return on investment at the day this is an investment in our economy that should grow our wealth as a nation so the question isn't how we will pay for it but what will we do with our new shared prosperity
[00:35:32.340 --> 00:35:32.340]  , but what will we do with our new shared prosperity
[00:35:32.340 --> 00:35:32.340]  , the question isn't how we will pay for it but what will we do with our new shared prosperity
[00:35:32.360 --> 00:35:34.500]   ado.
[00:35:34.500 --> 00:35:52.440]   Now think back to the three methods that the government has of creating money or revenue taxation, borrowing, or inflation.
[00:35:52.440 --> 00:35:58.840]   Think back to our discussion on taxation and notice what is missing from here from this frequently asked question.
[00:35:58.840 --> 00:36:02.360]   Now I continue reading with the very next frequently asked question.
[00:36:02.360 --> 00:36:02.360]   I
[00:36:02.400 --> 00:36:12.360]  ,
[00:36:58.120 --> 00:36:58.120]   and
[00:37:26.000 --> 00:37:26.000]   of
[00:37:26.000 --> 00:37:26.000]   of
[00:37:26.000 --> 00:37:26.000]   of
[00:37:26.000 --> 00:37:26.000]   of
[00:37:26.000 --> 00:37:26.000]   of
[00:37:26.000 --> 00:37:26.000]   of
[00:37:26.000 --> 00:37:26.000]   of
[00:37:26.040 --> 00:37:35.760]   near
[00:37:35.760 --> 00:37:40.020]   like ah
[00:37:40.020 --> 00:37:41.780]   I My I . .....,
[00:38:22.560 --> 00:38:22.560]   I I . ....,
[00:38:22.560 --> 00:38:22.560]   I I I . ..,
[00:38:52.800 --> 00:38:52.800]   The American people are not allowed to vote.
[00:38:52.800 --> 00:38:52.800]   The American people are not allowed to vote.
[00:38:52.800 --> 00:38:52.800]   The American people are not allowed to vote.
[00:38:52.800 --> 00:38:52.800]   The American people are not allowed to vote.
[00:38:52.800 --> 00:38:52.800]   The American people are not allowed to vote.
[00:38:52.800 --> 00:38:52.800]   The American people are not allowed to vote.
[00:38:52.800 --> 00:38:52.800]   The American people are not allowed to vote.
[00:38:52.800 --> 00:38:52.820]   The American people are not allowed to vote.
[00:38:52.820 --> 00:38:52.860]   The American people are not allowed to vote.
[00:38:52.860 --> 00:38:52.960]   The American people are not allowed to vote.
[00:38:52.960 --> 00:38:53.020]   The American people are not allowed to vote.
[00:38:53.020 --> 00:38:53.280]   The American people are not allowed to vote.
[00:38:53.280 --> 00:38:53.320]   The American people are not allowed to vote.
[00:38:53.320 --> 00:38:53.380]   The American people are not allowed to vote.
[00:38:53.380 --> 00:38:53.440]   The American people are not allowed to vote.
[00:39:21.560 --> 00:39:21.600]   The American people are not allowed to vote.
[00:39:21.600 --> 00:39:21.640]   The American people are not allowed to vote.
[00:39:21.640 --> 00:39:21.660]   The American people are not allowed to vote.
[00:39:21.660 --> 00:39:21.700]   The American people are not allowed to vote.
[00:39:21.700 --> 00:39:21.720]   The American people are not allowed to vote.
[00:39:21.720 --> 00:39:21.760]   The American people are not allowed to vote.
[00:39:21.760 --> 00:39:21.800]   The American people are not allowed to vote.
[00:39:21.800 --> 00:39:21.860]   The American people are not allowed to vote.
[00:39:21.860 --> 00:39:21.900]   The American people are not allowed to vote.
[00:39:21.900 --> 00:39:21.940]   The American people are not allowed to vote.
[00:39:21.940 --> 00:39:22.200]   The American people are not allowed to vote.
[00:39:22.200 --> 00:39:22.240]   The American people are not allowed to vote.
[00:39:22.240 --> 00:39:22.260]   The American people are not allowed to vote.
[00:39:22.260 --> 00:39:22.300]   The American people are not allowed to vote.
[00:39:22.300 --> 00:39:22.320]   The American people are not allowed to vote.
[00:39:22.320 --> 00:39:22.360]   The American people are not allowed to vote.
[00:39:22.360 --> 00:39:22.380]   The American people are not allowed to vote.
[00:39:22.380 --> 00:39:22.380]   the American people are not allowed to vote.
[00:39:22.380 --> 00:39:51.380]   the American people are not allowed to vote.
[00:39:51.380 --> 00:39:51.400]   The American people are not allowed to vote.
[00:39:51.400 --> 00:39:51.500]   The American people are not allowed to vote.
[00:39:51.500 --> 00:39:51.580]   The American people are not allowed to vote.
[00:39:51.580 --> 00:39:51.600]   The American people are not allowed to vote.
[00:39:51.600 --> 00:39:51.640]   The American people are not allowed to vote.
[00:39:51.640 --> 00:39:51.700]   The American people are not allowed to vote.
[00:39:51.700 --> 00:39:51.740]   The American people are not allowed to vote.
[00:39:51.740 --> 00:39:51.780]   The American people are not allowed to vote.
[00:39:51.780 --> 00:39:51.800]   The American people are not allowed to vote.
[00:39:51.800 --> 00:39:51.800]   The American people are not allowed to vote.
[00:39:51.800 --> 00:39:51.820]   The American people are not allowed to vote.
[00:39:51.820 --> 00:39:51.820]   The American people are not allowed to vote.
[00:39:51.820 --> 00:39:51.900]   The American people are not allowed to vote.
[00:39:51.900 --> 00:39:52.000]   The American people are not allowed to vote.
[00:39:52.000 --> 00:39:52.020]   The American people are not allowed to vote.
[00:39:52.020 --> 00:39:52.160]   American people are not allowed to vote. The American people are not allowed to vote.
[00:39:52.200 --> 00:40:21.420]   consider
[00:40:21.500 --> 00:40:27.840]   more
[00:40:27.840 --> 00:40:32.520]   me am, but,
[00:41:20.420 --> 00:41:20.420]   and,
[00:41:49.900 --> 00:41:50.440]   and,
[00:41:50.460 --> 00:42:20.460]   The reason asks this. By the mid-2030s, there are going to be benefit cuts in Social Security. That's not 2023, but maybe there's some sort of a political trigger there that can push reform? Riedel. In 2034, the Social Security Trust Fund goes bankrupt and will require an automatic 20% benefit cut. That's written in the law. The danger is, if we wait until 2034 to fix Social Security, we're dead. By that point, we will have already had a substantial debt crisis.
[00:42:20.460 --> 00:42:20.460]   The danger is, if we wait until 2034 to fix Social Security, we're dead. By that point, we will have already had a substantial debt crisis. By that point, we will have already had a substantial debt crisis.
[00:42:20.460 --> 00:42:20.460]   The danger is, if we wait until 2034 to fix Social Security, we're dead. By that point, we will have already had a substantial debt crisis. By that point, we will have already had a substantial debt crisis.
[00:42:20.460 --> 00:42:50.480]   I'm not sure if you know what the reason is. How do you expect that debt crisis to unfold? Riedel. The danger is that if the debt keeps growing, at a certain point investors will stop lending us money at reasonable interest rates. They will be reasonably concerned that the debt is growing beyond our ability to finance it. They will demand higher interest rates, and every one percentage point increase in interest rates will add $13 trillion in interest costs over 30 years.
[00:42:50.480 --> 00:42:50.480]   The danger is, if the debt keeps growing, at a certain point investors will stop lending us money at reasonable interest rates, they will be reasonably concerned that the debt is growing beyond our ability to finance it. They will demand higher interest rates, and every one percentage point increase in interest rates will add $13 trillion in interest costs over 30 years.
[00:42:50.480 --> 00:42:50.480]   And every one percentage point increase in interest rates will add $13 trillion dollars in interest costs over 30 years.
[00:42:50.520 --> 00:43:20.500]   Deswegen, in order to avoid a debt crisis, we will have to borrow even more money. As interest rates go up, we will have to borrow even more to make the interest payments, which causes the debt to go even higher. At a certain point, the investors will demand that we get our fiscal house in order. It will likely start with low-hanging fruit. Tax hikes for the rich, for example, but those won't be enough. Eventually, you'll be left with two choices. Either significantly raise taxes on the middle class, or significantly cut benefits to current seniors.
[00:43:20.500 --> 00:43:20.500]  общing the debt crisis to the middle class, or significantly cut benefits to current seniors.
[00:43:20.500 --> 00:43:20.500]   Semi-medical-level income crisis.
[00:43:20.540 --> 00:43:50.520]  , or semi-medical-level income crisis.
[00:43:50.520 --> 00:43:50.520]   In the years that I have been paying attention to finances, years as a financial advisor, and now years doing radical personal finance, I have never wanted, ever wanted to be an extremist on
[00:43:50.520 --> 00:43:50.520]   In the years that I have been paying attention to finances, years as a financial advisor, and now years doing radical personal finance, I have never wanted, ever wanted to be an extremist on
[00:43:50.520 --> 00:43:50.520]   In the years that I have been paying attention to finances, years as a financial advisor, and now years doing radical personal finance, I have never wanted, ever wanted to be an extremist on
[00:43:50.520 --> 00:43:50.520]   In the years that I have been paying attention to finances, or semi-medical personal finance, or semi-medical personal finance, or semi-medical personal finance, or semi-medical personal finance, or semi-medical personal finance, or semi-medical financial financial crisis.
[00:43:50.540 --> 00:44:20.540]   In the years that I have been paying attention to finances, or semi-medical personal finance, or semi-medical personal finance, or semi-medical personal finance, or semi-medical personal finance, or semi-medical personal finance, or semi-medical personal finance, or semi-medical personal finance, or semi-medical personal finance, or semi-medical personal finance, or semi-medical personal finance,
[00:44:20.540 --> 00:44:20.540]   For me, I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:44:20.540 --> 00:44:20.540]   It's not just because I'm an extremist.
[00:44:20.540 --> 00:44:20.540]   It's not just because I'm an extremist.
[00:44:20.540 --> 00:44:20.540]   It's not just because I'm an extremist.
[00:44:20.540 --> 00:44:20.540]   For me, I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:44:20.560 --> 00:44:50.560]   For me, I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:44:50.560 --> 00:44:50.560]   For me, I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:44:50.560 --> 00:44:50.560]   For me, I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:44:50.560 --> 00:44:50.560]   For me, I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:44:50.560 --> 00:44:50.560]   For me, I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:44:50.560 --> 00:45:20.580]  ,
[00:45:20.580 --> 00:45:20.580]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:45:20.580 --> 00:45:20.580]   For me, I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:45:20.580 --> 00:45:20.580]   For me, I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:45:20.580 --> 00:45:20.580]   For me, I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:45:20.580 --> 00:45:20.580]   For me, I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:45:20.600 --> 00:45:50.600]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:45:50.600 --> 00:45:50.600]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:45:50.600 --> 00:45:50.600]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:45:50.600 --> 00:45:50.600]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:45:50.600 --> 00:45:50.600]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:45:50.600 --> 00:45:50.600]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:45:50.640 --> 00:46:20.620]  , I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:46:20.620 --> 00:46:20.620]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:46:20.620 --> 00:46:20.620]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:46:20.620 --> 00:46:20.620]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:46:20.640 --> 00:46:50.640]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:46:50.640 --> 00:46:50.640]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:46:50.640 --> 00:46:50.640]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:46:50.640 --> 00:46:50.640]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:46:50.640 --> 00:46:50.640]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:46:50.640 --> 00:46:50.640]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:46:50.680 --> 00:47:20.660]  ,
[00:47:20.660 --> 00:47:20.660]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:47:20.660 --> 00:47:20.660]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:47:20.660 --> 00:47:20.660]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:47:20.660 --> 00:47:20.660]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:47:20.680 --> 00:47:50.680]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:47:50.680 --> 00:47:50.680]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:47:50.680 --> 00:47:50.680]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:47:50.680 --> 00:47:50.680]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:47:50.680 --> 00:47:50.680]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:47:50.680 --> 00:47:50.680]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:47:50.720 --> 00:48:20.700]  , and I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:48:20.700 --> 00:48:20.700]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:48:20.700 --> 00:48:20.700]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:48:20.700 --> 00:48:20.700]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:48:20.720 --> 00:48:50.720]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:48:50.720 --> 00:48:50.720]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:48:50.720 --> 00:48:50.720]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:48:50.720 --> 00:48:50.720]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:48:50.720 --> 00:48:50.720]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:48:50.720 --> 00:48:50.720]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:48:50.760 --> 00:49:20.740]  ,
[00:49:20.740 --> 00:49:20.740]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:49:20.740 --> 00:49:20.740]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:49:20.740 --> 00:49:20.740]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:49:20.740 --> 00:49:20.740]   I have decided that this entire realm of risk has to be moved from the fact that I am an extremist on the other side of the spectrum.
[00:49:20.760 --> 00:49:50.760]   The people proposing solutions,
[00:49:50.760 --> 00:49:50.760]   The people proposing solutions,
[00:49:50.760 --> 00:49:50.760]   The people proposing solutions,
[00:49:50.760 --> 00:49:50.760]   The people proposing solutions,
[00:49:50.760 --> 00:49:50.760]   The most optimistic of them don't actually solve much,
[00:49:50.760 --> 00:49:50.760]   The most optimistic of them don't actually solve much,
[00:49:50.760 --> 00:49:50.760]   The most optimistic of them don't actually solve much, and I don't see any discussion of actual solutions.
[00:49:50.760 --> 00:49:50.760]   The most optimistic of them don't actually solve much, and I don't see any discussion of actual solutions.
[00:49:50.760 --> 00:49:50.760]   So I don't see how it's possible that they be solved.
[00:49:50.760 --> 00:49:50.760]   So I don't see how it's possible that they be solved.
[00:49:50.760 --> 00:49:50.760]   But the problem is, when do the problems start to reveal themselves?
[00:49:50.760 --> 00:49:50.760]   But the problem is, when do the problems start to reveal themselves?
[00:49:50.760 --> 00:49:50.760]   And that's a maddening problem.
[00:49:50.760 --> 00:49:50.760]   If I thought that tomorrow, my neighbors were going to start shooting me for
[00:49:50.760 --> 00:49:50.760]   and that's a maddening problem.
[00:49:50.760 --> 00:49:50.760]   that's a maddening problem.
[00:49:50.760 --> 00:50:20.780]   I mean, I'm not sure how that's going to work.
[00:50:20.780 --> 00:50:20.780]   I mean, I'm not sure how that's going to work.
[00:50:20.780 --> 00:50:20.780]   I mean, I'm not sure how that's going to work.
[00:50:20.780 --> 00:50:20.780]   But I'm not sure how that's going to work.
[00:50:20.780 --> 00:50:20.780]   But in terms of the future, I mean, I'm not sure how much more people are going to do things that are going to do.
[00:50:20.800 --> 00:50:27.340]   But if I thought that, then maybe I would be willing to move to the boonies and live in a cabin with my family.
[00:50:27.340 --> 00:50:29.600]   But at this point in time, it's hard.
[00:50:29.600 --> 00:50:41.960]   It's very hard for me and the life that I want to live to conceive that it's right for me to move to the mountains and live in a cabin or to build a nuclear bunker under the world.
[00:50:41.960 --> 00:50:49.260]   I respect those who do, but it's hard for me to fit that into my optimism for life and to figure out how does this actually integrate.
[00:50:49.260 --> 00:50:50.800]   And so the problem is,
[00:50:50.800 --> 00:50:50.800]   and I'm not sure how that's going to work.
[00:50:50.800 --> 00:50:50.800]   But in terms of the future, I mean, I'm not sure how that's going to work.
[00:50:50.800 --> 00:50:50.800]   But in terms of the future, I mean, I'm not sure how that's going to work.
[00:50:50.800 --> 00:50:50.800]   But in terms of the future, I mean, I'm not sure how that's going to work.
[00:50:50.840 --> 00:51:20.820]  ,
[00:51:20.820 --> 00:51:20.820]   and I'm not sure how that's going to work.
[00:51:20.820 --> 00:51:20.820]   and I'm not sure how that's going to work.
[00:51:20.820 --> 00:51:20.820]   and I'm not sure how that's going to work.
[00:51:20.820 --> 00:51:20.820]   and I'm not sure how that's going to work.
[00:51:20.820 --> 00:51:20.820]   and I'm not sure how that's going to work.
[00:51:20.820 --> 00:51:20.820]   and I'm not sure how that's going to work.
[00:51:20.820 --> 00:51:20.820]   and I'm not sure how that's going to work.
[00:51:20.820 --> 00:51:20.820]   and I'm not sure how that's going to work.
[00:51:20.820 --> 00:51:20.820]   and I'm not sure how that's going to work.
[00:51:20.840 --> 00:51:50.840]   And I'd rather have a plan that could develop in time
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:51:50.840 --> 00:51:50.840]   and I'm not sure how that's going to work.
[00:52:20.860 --> 00:52:20.860]   and I'm not sure how that's going to work.
[00:52:20.860 --> 00:52:20.860]   and I'm not sure how that's going to work.
[00:52:20.860 --> 00:52:20.860]   and I'm not sure how that's going to work.
[00:52:20.860 --> 00:52:20.860]   and I'm not sure how that's going to work.
[00:52:20.860 --> 00:52:20.860]   and I'm not sure how that's going to work.
[00:52:20.860 --> 00:52:20.860]   and I'm not sure how that's going to work.
[00:52:20.860 --> 00:52:20.860]   and I'm not sure how that's going to work.
[00:52:20.860 --> 00:52:20.860]   and I'm not sure how that's going to work.
[00:52:20.860 --> 00:52:20.860]   and I'm not sure how that's going to work.
[00:52:20.860 --> 00:52:20.860]   and I'm not sure how that's going to work.
[00:52:20.860 --> 00:52:20.860]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   and I'm not sure how that's going to work.
[00:52:50.880 --> 00:52:50.880]   or if I'm not sure how to work. I'm not sure how to work.
[00:53:20.900 --> 00:53:20.900]   and I'm not sure how that's going to work.
[00:53:20.900 --> 00:53:20.900]   and I'm not sure how that's going to work.
[00:53:20.900 --> 00:53:20.900]   and I'm not sure how that's going to work.
[00:53:20.900 --> 00:53:20.900]   and I'm not sure how that's going to work.
[00:53:20.900 --> 00:53:20.900]   and I'm not sure how that's going to work.
[00:53:20.900 --> 00:53:20.900]   and I'm not sure how that's going to work.
[00:53:20.900 --> 00:53:20.900]   and I'm not sure how that's going to work.
[00:53:20.900 --> 00:53:20.900]   and I'm not sure how that's going to work.
[00:53:20.900 --> 00:53:20.900]   and I'm not sure how that's going to work.
[00:53:20.900 --> 00:53:20.900]   and I'm not sure how that's going to work.
[00:53:20.900 --> 00:53:20.900]   and I'm not sure how that's going to work.
[00:53:50.920 --> 00:53:50.920]   I'm not sure how that's going to work.
[00:53:50.920 --> 00:53:50.920]   and I'm not sure how that's going to work.
[00:53:50.920 --> 00:53:50.920]   and I'm not sure how that's going to work.
[00:53:50.920 --> 00:53:50.920]   and I'm not sure how that's going to work.
[00:53:50.920 --> 00:53:50.920]   and I'm not sure how that's going to work.
[00:53:50.920 --> 00:53:50.920]   and I'm not sure how that's going to work.
[00:53:50.920 --> 00:53:50.920]   and I'm not sure how that's going to work.
[00:53:50.920 --> 00:53:50.920]   and I'm not sure how that's going to work.
[00:53:50.920 --> 00:53:50.920]   and I'm not sure how that's going to work.
[00:53:50.920 --> 00:53:50.920]   and I'm not sure how that's going to work.
[00:53:50.920 --> 00:53:50.920]   and I'm not sure how that's going to work.
[00:53:50.920 --> 00:53:50.920]   and I'm not sure how that's going to work.
[00:53:50.940 --> 00:54:20.940]  ,
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work.
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work.
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work.
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work.
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work.
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work.
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work.
[00:54:20.940 --> 00:54:20.940]   and I'm not sure how that's going to work.
