
[00:00:00.000 --> 00:00:03.000]   Do more together this holiday in a new Chevy.
[00:32:10.000 --> 00:32:16.000]   Now what I've always been attracted to myself is things like value investing.
[00:32:16.000 --> 00:32:20.000]   Well, we figure out the value of a stock based upon the discounted earnings of the company,
[00:32:20.000 --> 00:32:24.000]   brought it back to today and we assign a valuation based upon how much money it can make.
[00:32:24.000 --> 00:32:34.000]   But then you look around the world and you see that so many stocks on all sides do not seem to function by that same simple formula.
[00:32:34.000 --> 00:32:37.000]   The world is a different place.
[00:32:37.000 --> 00:32:50.000]   And those who believe in the opportunity for difference in the world have often been able to massively transform their money.
[00:32:50.000 --> 00:33:02.000]   In some ways, the power of belief, the ability to get yourself to believe in the future of something seems to be an under discussed strategy of wealth.
[00:33:02.000 --> 00:33:08.000]   Somebody who believed in the power of a Facebook, a Tesla, an Amazon.
[00:33:08.000 --> 00:33:13.000]   These companies break many of the traditional metrics of valuing a company.
[00:33:13.000 --> 00:33:23.000]   And so traditional stayed conservative investors often have somehow many times seem to have missed these opportunities.
[00:33:23.000 --> 00:33:33.000]   Whereas people who are more willing to say I believe in this have been able to make money just like in Bitcoin.
[00:33:33.000 --> 00:33:40.000]   There's the old saying that when the tide goes out you can see who is swimming naked.
[00:33:40.000 --> 00:33:51.000]   It's kind of funny to me is more and more I look around at the world and it feels to me like just about everybody swimming naked in virtually every industry.
[00:33:51.000 --> 00:33:59.000]   Whether it's from finances to sometimes medical advice to how you run a pandemic,
[00:33:59.000 --> 00:34:08.000]   the shenanigans that have happened around the world of how to manage a pandemic and the crazy positions that so many people have taken on that.
[00:34:08.000 --> 00:34:17.000]   Positions that change all the time without any actual connection to the much vaunted discipline of science.
[00:34:17.000 --> 00:34:24.000]   You look at things and you say does anybody have a clue what's going on?
[00:34:24.000 --> 00:34:26.000]   More and more my answer is no.
[00:34:26.000 --> 00:34:32.000]   Most people, even the experts don't have a clue what's going on.
[00:34:32.000 --> 00:34:47.000]   We who are experts are so much more susceptible to groupthink to the desire to be liked by our peers and to be respected by our peers and not to be the wackos that we learn to parrot the opinions.
[00:34:47.000 --> 00:34:49.000]   And on virtually every subject it's like this.
[00:34:49.000 --> 00:34:52.000]   You hear about these with animal experiments.
[00:34:52.000 --> 00:34:54.000]   You see videos, right?
[00:34:54.000 --> 00:34:56.000]   The most chilling videos with humans.
[00:34:56.000 --> 00:34:58.000]   First let's do the animals, right?
[00:34:58.000 --> 00:34:59.000]   You have these experiments.
[00:34:59.000 --> 00:35:00.000]   I've heard about this.
[00:35:00.000 --> 00:35:01.000]   I haven't verified.
[00:35:01.000 --> 00:35:02.000]   Maybe it's fake news.
[00:35:02.000 --> 00:35:03.000]   I don't know.
[00:35:03.000 --> 00:35:13.000]   But I've heard people give the example that you can put a bunch of chimpanzees in a cage and you can put a ladder in the middle of the cage with a big basket of beautiful yellow bananas on there.
[00:35:13.000 --> 00:35:21.000]   And what happens is you'll have a bunch of yellow bananas up on that ladder and chimps will start going up there.
[00:35:21.000 --> 00:35:25.000]   And so one chimp will go up there and then the researcher will shoot him off the ladder with a blast from a fire hose.
[00:35:25.000 --> 00:35:29.000]   Then another will go up there and they'll shoot him off the ladder with a blast from a fire hose.
[00:35:29.000 --> 00:35:31.000]   And they'll repeat the process again and again.
[00:35:31.000 --> 00:35:36.000]   And finally the chimps will stop going up there and they'll want to keep each other from doing it.
[00:35:36.000 --> 00:35:44.000]   Then the researcher will start taking chimps out of the cage and there will be one chimp, a new chimp, who sees the bananas like I want to go get them and the other chimps will pull him back.
[00:35:44.000 --> 00:35:48.000]   And they'll drag him down the ladder and pull him back and say, "No, you can't go up there."
[00:35:48.000 --> 00:35:49.000]   And then they'll repeat.
[00:35:49.000 --> 00:35:58.000]   And what will happen is they'll take the chimps out of the cage until eventually maybe you had 10 chimps in the cage before who were all hit by the water hose.
[00:35:58.000 --> 00:36:02.000]   And now you've got 10 chimps in the cage, none of whom have ever been hit by the water hose.
[00:36:02.000 --> 00:36:09.000]   And yet they still drag the new chimps down and don't let them go up and get the bananas because they're worried about the water hose.
[00:36:09.000 --> 00:36:11.000]   But they have no idea why they're actually doing it.
[00:36:11.000 --> 00:36:13.000]   You can find this on YouTube.
[00:36:13.000 --> 00:36:14.000]   There's the example.
[00:36:14.000 --> 00:36:15.000]   They have a doctor's office.
[00:36:15.000 --> 00:36:21.000]   And you go into the doctor's office and there are 10 actors sitting in the waiting room of the doctor's office.
[00:36:21.000 --> 00:36:25.000]   Somebody comes in and the researchers ring a bell.
[00:36:25.000 --> 00:36:31.000]   When they ring the bell, the 10 actors stand up and the one person that's not involved looks around like, "Why are these people standing up?"
[00:36:31.000 --> 00:36:35.000]   But then, you know, he or she looks and says, "Oh, well, everyone else is standing up.
[00:36:35.000 --> 00:36:37.000]   So I better stand up too."
[00:36:37.000 --> 00:36:38.000]   So he stands up.
[00:36:38.000 --> 00:36:39.000]   The bell rings.
[00:36:39.000 --> 00:36:40.000]   Everyone sits down.
[00:36:40.000 --> 00:36:45.000]   And so the new guy who's not the actor thinks it's a little bit strange, but okay.
[00:36:45.000 --> 00:36:47.000]   Maybe that's just what we do.
[00:36:47.000 --> 00:36:48.000]   A few minutes later, bell rings.
[00:36:48.000 --> 00:36:50.000]   10 actors stand up.
[00:36:50.000 --> 00:36:53.000]   The 11th guy stands up too eventually and then sits down.
[00:36:53.000 --> 00:36:55.000]   A few minutes later, bell rings, etc.
[00:36:55.000 --> 00:36:58.000]   Well, then what they do is they start taking the original actors out.
[00:36:58.000 --> 00:37:11.000]   The actors go in and then new people come in until eventually you're left with a room full of people in a waiting room standing up and sitting down when the bell rings, even though no one's ever told them, but because they're modeling the behavior of the group.
[00:37:11.000 --> 00:37:14.000]   Now, I don't think that all people are susceptible to this, right?
[00:37:14.000 --> 00:37:16.000]   There are people who come in like, "I'm not standing up.
[00:37:16.000 --> 00:37:17.000]   That's dumb," right?
[00:37:17.000 --> 00:37:19.000]   They're individuals.
[00:37:19.000 --> 00:37:25.000]   And so who knows what the researchers, you know, do they select for people who are likely to be influenced by peer pressure or whatnot?
[00:37:25.000 --> 00:37:26.000]   I don't know.
[00:37:26.000 --> 00:37:31.000]   But the point is more and more we pretty much parrot each other's opinions.
[00:37:31.000 --> 00:37:44.000]   You can go to a personal finance forum on the Internet and you can be pretty much convinced of what everyone is going to say in response to a question based upon the understanding of the philosophy of that forum.
[00:37:44.000 --> 00:37:48.000]   You can go to a Bogleheads forum and you can know all the examples that you're going to get.
[00:37:48.000 --> 00:37:53.000]   You can go into an early retirement forum and you can know all of the answers that you're going to get.
[00:37:53.000 --> 00:38:03.000]   You can go into almost any forum, anywhere on the Internet, a group, and the group will have the range of acceptable opinions and the range of unacceptable opinions.
[00:38:03.000 --> 00:38:07.000]   You go to a Bitcoin forum, people will talk extensively about Bitcoin.
[00:38:07.000 --> 00:38:13.000]   The same Bitcoiner goes into the Bogleheads forum, nobody will listen because we model the group.
[00:38:13.000 --> 00:38:16.000]   It's not actually based on all that much underlying science.
[00:38:16.000 --> 00:38:20.000]   It's not based on all that much stuff that you can lay your feet on.
[00:38:20.000 --> 00:38:23.000]   And on the one hand, that's really frustrating.
[00:38:23.000 --> 00:38:44.000]   On the other hand, it should be to some degree somewhat liberating because if you can put these things together, if you can put together the kind of personality, the kind of person who can believe that things will be different, and the willingness to try stuff, even if it doesn't reflect the group, that seems to be a model for success.
[00:38:44.000 --> 00:38:58.000]   That seems to be the kind of person who can shake things up, who can adjust things, who can see the world and cause the world to be different.
[00:38:58.000 --> 00:39:03.000]   Now, will they succeed in getting people to come along with them?
[00:39:03.000 --> 00:39:05.000]   I don't know.
[00:39:05.000 --> 00:39:19.000]   When you look at some of these questions like Bitcoin and the future of Bitcoin, you can have some technical arguments, and these are worthwhile conversations.
[00:39:19.000 --> 00:39:23.000]   You've got Bitcoin maximalists who believe you should only buy Bitcoin.
[00:39:23.000 --> 00:39:28.000]   Then you've got people who say, well, Bitcoin is technologically inferior, and here's this other thing that we've created.
[00:39:28.000 --> 00:39:30.000]   Only time will tell.
[00:39:30.000 --> 00:39:43.000]   At the end of the day, though, about the only thing that can drive the value of Bitcoin or anything else is going to be supply and demand.
[00:39:43.000 --> 00:39:54.000]   So if you're going to predict supply and demand, you have to figure out how to predict what happens to people, how many people want something.
[00:39:54.000 --> 00:40:15.000]   The price of Bitcoin, the price of gold, the value of US dollar fiat or of Canadian dollar fiat or of Mexican peso fiat or of Costa Rican cologne fiat or of euro fiat,
[00:40:15.000 --> 00:40:23.000]   these things are entirely driven by the usefulness, the utilitiness, and the supply and demand.
[00:40:23.000 --> 00:40:27.000]   There actually is no science behind it.
[00:40:27.000 --> 00:40:32.000]   There is no valuation.
[00:40:32.000 --> 00:40:44.000]   You can't put a value on Bitcoin any more than you can put a value on the US dollar.
[00:40:44.000 --> 00:40:48.000]   So I guess to try to bring this down, I saw a clip.
[00:40:48.000 --> 00:40:51.000]   It's been a somewhat popular clip.
[00:40:51.000 --> 00:40:59.000]   There's a clip of Charlie Munger at the recent Q&A of the annual Berkshire Hathaway meeting.
[00:40:59.000 --> 00:41:09.000]   I think anybody who's involved at all in finance and investment would move very cautiously and respectfully around Mr. Buffett and Mr. Munger.
[00:41:09.000 --> 00:41:16.000]   Tremendous track record, tremendous history.
[00:41:16.000 --> 00:41:28.000]   And not only should we be respectful of people who are older than us, we should honor them simply for their age, but we should be respectful of people who've accomplished tremendous things,
[00:41:28.000 --> 00:41:36.000]   who've gained tremendous results like Charlie Munger and Warren Buffett have as an investing partnership.
[00:41:36.000 --> 00:41:42.000]   But it was this fascinating little clip, and Mr. Munger is asked about Bitcoin.
[00:41:42.000 --> 00:41:52.000]   And he doesn't talk extensively, doesn't give a 15-minute answer, but he's very anti-Bitcoin.
[00:41:52.000 --> 00:41:59.000]   He's very anti-Bitcoin, making a comment, "I don't particularly like something that is used by criminals."
[00:41:59.000 --> 00:42:01.000]   I forget what his other thing was.
[00:42:01.000 --> 00:42:16.000]   But it's just this striking picture of here is this 97-year-old guy who is in as good a shape as most people would expect for 97 years old, sharp mentally, but he's a 97-year-old guy.
[00:42:16.000 --> 00:42:25.000]   He's past the prime of his career, opining on Bitcoin.
[00:42:25.000 --> 00:42:46.000]   And here you have the single best-performing investment, the single best-performing speculation that has existed in the last decade, and yet he doesn't give any indication of having been involved in that.
[00:42:46.000 --> 00:42:47.000]   No harm, no foul, right?
[00:42:47.000 --> 00:42:51.000]   I missed most of it as well myself.
[00:42:51.000 --> 00:42:53.000]   But I think the question is why, right?
[00:42:53.000 --> 00:42:55.000]   That's what I've wrestled with, why did I miss it?
[00:42:55.000 --> 00:43:05.000]   And what is so striking about that video, here's Charlie Munger, a feeble old man, and you realize this guy belongs to the past.
[00:43:05.000 --> 00:43:08.000]   He does not build the future.
[00:43:08.000 --> 00:43:14.000]   This guy is not going to build the future.
[00:43:14.000 --> 00:43:22.000]   He was very, very successful in a world that no longer exists.
[00:43:22.000 --> 00:43:34.000]   He is a legend, a titan of an economy that no longer exists, of a world order that no longer exists.
[00:43:34.000 --> 00:43:41.000]   He is going to be replaced by a whole different set of people.
[00:43:41.000 --> 00:43:46.000]   And ultimately the same exact thing is going to happen to you and to me.
[00:43:46.000 --> 00:43:54.000]   But that future is going to be built not by those who look to the past and say, "Let's make the future just like the past."
[00:43:54.000 --> 00:44:08.000]   That future is going to be built by people who have a belief that the future can be different and have the willingness to go against the accepted order.
[00:44:08.000 --> 00:44:12.000]   And that future is not set in stone.
[00:44:12.000 --> 00:44:19.000]   You and I are going to be involved in a new world order.
[00:44:19.000 --> 00:44:28.000]   The world is going to change and it's going to be ordered differently in the future than it has been in the past.
[00:44:28.000 --> 00:44:44.000]   When you try to think about the rules, the rules that govern any particular of these topics, there actually really in some ways aren't any rules.
[00:44:44.000 --> 00:44:47.000]   Now you can do a number of different things, right?
[00:44:47.000 --> 00:44:56.000]   Whether that's modern monetary theory, whether it's Bitcoin and anything.
[00:44:56.000 --> 00:45:02.000]   But the point is that the world is actually very open to those who create it.
[00:45:02.000 --> 00:45:04.000]   And I know that sounds silly.
[00:45:04.000 --> 00:45:12.000]   It's taken me 45 minutes to say something that would probably be said really well in an Instagram post.
[00:45:12.000 --> 00:45:22.000]   But I guess what I realize is that my personal belief is changing.
[00:45:22.000 --> 00:45:27.000]   I think in the past I've been too anchored to the old way of doing things.
[00:45:27.000 --> 00:45:36.000]   And yet in my frustration with people like me who say, "Well, no, the old way, the old way, the old way," you realize, it's like, this is what bugs me about conservatism.
[00:45:36.000 --> 00:45:41.000]   Generally most people would describe me as some variation of a political conservative.
[00:45:41.000 --> 00:45:48.000]   And I believe that there is something very important about the conservative instinct.
[00:45:48.000 --> 00:45:51.000]   You want to conserve those things that are good.
[00:45:51.000 --> 00:45:58.000]   But the problem is the conservative instinct can sometimes lead people to conserving those things that are not good.
[00:45:58.000 --> 00:46:02.000]   I love the G.K. Chesterton quote.
[00:46:02.000 --> 00:46:09.000]   He said, "The whole modern world has divided itself into conservatives and progressives.
[00:46:09.000 --> 00:46:13.000]   The business of progressives is to go on making mistakes.
[00:46:13.000 --> 00:46:17.000]   The business of conservatives is to prevent mistakes from being corrected.
[00:46:17.000 --> 00:46:25.000]   Even when the revolutionist might himself repent of his revolution, the traditionalist is already defending it as part of his tradition.
[00:46:25.000 --> 00:46:37.000]   Thus we have two great types, the advanced person who rushes us into ruin and the retrospective person who admires the ruins."
[00:46:37.000 --> 00:46:40.000]   To me that quote accurately diagnoses it.
[00:46:40.000 --> 00:46:42.000]   I've watched this a lot with politics.
[00:46:42.000 --> 00:46:49.000]   If we see progressives do wacky stuff that messes everything up, then all of a sudden progressives will change their opinion
[00:46:49.000 --> 00:46:54.000]   and conservatives will step right up and defend the opinion the progressives did because that was conservative.
[00:46:54.000 --> 00:46:56.000]   That was the way things were.
[00:46:56.000 --> 00:46:58.000]   You see this on immigration, right?
[00:46:58.000 --> 00:47:03.000]   Immigration used to be, like anti-immigration, that used to be a left-wing thing.
[00:47:03.000 --> 00:47:05.000]   Oh, we don't want immigrants.
[00:47:05.000 --> 00:47:11.000]   But then all of a sudden it switched and then being anti-immigration became a right-wing thing, a conservative thing in the United States.
[00:47:11.000 --> 00:47:13.000]   Well, now we're opposed immigrants.
[00:47:13.000 --> 00:47:18.000]   You see this with regard to things like national ID cards, right?
[00:47:18.000 --> 00:47:27.000]   You see liberals are all of a sudden really for national ID cards and conservatives are against them because that puts too much power into them.
[00:47:27.000 --> 00:47:30.000]   Then all of a sudden we switch and, well, we've got to have voting ID laws.
[00:47:30.000 --> 00:47:37.000]   And so now liberals are against identification requirements and conservatives are for it and they've forgotten about their previous thing.
[00:47:37.000 --> 00:47:42.000]   You see this on women's sports, right?
[00:47:42.000 --> 00:47:44.000]   Girls' sports.
[00:47:44.000 --> 00:47:51.000]   Traditionally, the conservative view was that girls and women should not generally be involved in sporting activities.
[00:47:51.000 --> 00:47:59.000]   But then, of course, that became kind of the old hat and everyone's – there's girls' and women's and boys' sports.
[00:47:59.000 --> 00:48:01.000]   And so then you'll have the transgender revolution.
[00:48:01.000 --> 00:48:08.000]   And in the transgender revolution you'll have a guy who now identifies as a girl wrestling.
[00:48:08.000 --> 00:48:18.000]   And all of a sudden you'll see conservatives line up left and right and say, "We've got to get the guys out of the women's wrestling because women deserve to wrestle each other without males being involved."
[00:48:18.000 --> 00:48:20.000]   Wait a second.
[00:48:20.000 --> 00:48:23.000]   What happened to girls not wrestling at all?
[00:48:23.000 --> 00:48:29.000]   Well, that's just – and so I guess I've watched this over the time with the political stuff.
[00:48:29.000 --> 00:48:32.000]   And you're like – you just – everyone just argues with each other, right?
[00:48:32.000 --> 00:48:35.000]   You'll see – I don't need to give any more examples.
[00:48:35.000 --> 00:48:37.000]   On every single issue.
[00:48:37.000 --> 00:48:39.000]   I'll give one more example.
[00:48:39.000 --> 00:48:44.000]   The craziest thing to me about this pandemic has been watching how it has happened politically.
[00:48:44.000 --> 00:48:54.000]   I sat and I watched it happen from outside the United States just completely baffled at the political dynamics of the entire thing.
[00:48:54.000 --> 00:49:08.000]   In the beginning when the virus was first starting to be observed in China and there were potential problems, you had this tremendous – you had this – most people weren't paying attention to it.
[00:49:08.000 --> 00:49:14.000]   Then you had some right-wing Republican conservative types that started to say, "Hey, this might be a problem.
[00:49:14.000 --> 00:49:16.000]   This might be something.
[00:49:16.000 --> 00:49:17.000]   We should pay attention to this."
[00:49:17.000 --> 00:49:21.000]   But then you had all these left-wing Democrat types saying, "Oh, no.
[00:49:21.000 --> 00:49:22.000]   It's just all fear-mongering.
[00:49:22.000 --> 00:49:25.000]   You go back," and I kept all the receipts, right, all the screenshots.
[00:49:25.000 --> 00:49:35.000]   You had the mayor of New York City going and saying, "We're going to go and march in this parade and come – go out and don't listen to the conservative fear-mongering about the virus and about the pandemic."
[00:49:35.000 --> 00:49:39.000]   And so then all of a sudden, everything started to change.
[00:49:39.000 --> 00:49:43.000]   You had the borders closed down and everything started to change.
[00:49:43.000 --> 00:49:45.000]   You had the stuff about the masks, right?
[00:49:45.000 --> 00:49:48.000]   In the beginning, you had everyone saying, "Oh, no.
[00:49:48.000 --> 00:49:50.000]   You shouldn't wear masks."
[00:49:50.000 --> 00:49:52.000]   You had Fauci coming out and lying through his teeth, "Oh, no.
[00:49:52.000 --> 00:49:53.000]   You shouldn't wear masks.
[00:49:53.000 --> 00:49:54.000]   You absolutely should not wear masks.
[00:49:54.000 --> 00:49:58.000]   Masks don't have any indication of efficacy whatsoever."
[00:49:58.000 --> 00:50:06.000]   And what was baffling to me is that generally, the conservative principle would be we don't know whether they have efficacy or not, so let's be conservative, right?
[00:50:06.000 --> 00:50:09.000]   I stocked up on masks at the beginning of the pandemic.
[00:50:09.000 --> 00:50:18.000]   And you would think that generally wearing a mask is a relatively small thing that could potentially have some impact.
[00:50:18.000 --> 00:50:29.000]   But then politically, it all got turned on its head where now all of a sudden, wearing a mask was seen – first, it was seen as being unkind to other people because you're taking supplies away from the medical people who need them.
[00:50:29.000 --> 00:50:36.000]   Then wearing a mask became this statement that if you're wearing a mask, you're submitting and your freedoms are being taken away.
[00:50:36.000 --> 00:50:40.000]   And so you had the conservatives take the liberal position and the liberals take the conservative position.
[00:50:40.000 --> 00:50:45.000]   Then things went on, and then it just – it goes from one to the next.
[00:50:45.000 --> 00:50:51.000]   Now it's like wearing a mask – if I don't wear a mask, it makes me look like a Republican, but if I wear a mask, it makes me look like a Democrat.
[00:50:51.000 --> 00:50:53.000]   It's just – it's mind-boggling.
[00:50:53.000 --> 00:51:11.000]   And you see that there's not actual – the percentage of people who are actually thinking through things is exceedingly small compared to the percentage of people that are reacting to try to be in with the group, doing what the group is doing, and their group.
[00:51:11.000 --> 00:51:14.000]   Their group that, of course, is right because it's their group.
[00:51:14.000 --> 00:51:15.000]   It's so wacky.
[00:51:15.000 --> 00:51:17.000]   And so how do you predict these things?
[00:51:17.000 --> 00:51:23.000]   Well, virtually any future is available.
[00:51:23.000 --> 00:51:25.000]   Virtually any future is there.
[00:51:25.000 --> 00:51:31.000]   And it's up to the people who create the future, who believe that things can be different, and spread the word, et cetera.
[00:51:31.000 --> 00:51:39.000]   I see no fundamental reason why Bitcoin could not become a world reserve currency.
[00:51:39.000 --> 00:51:47.000]   I can also see no fundamental reason why Bitcoin could not become completely and totally worthless.
[00:51:47.000 --> 00:51:57.000]   There's fundamentally no more value in Bitcoin than there is in the US dollar than there is in a piece of gold.
[00:51:57.000 --> 00:52:02.000]   None of these things have any tangible or useful value whatsoever.
[00:52:02.000 --> 00:52:05.000]   There's no innate value.
[00:52:05.000 --> 00:52:06.000]   There's no inherent value.
[00:52:06.000 --> 00:52:09.000]   There's no ability to predict anything.
[00:52:09.000 --> 00:52:16.000]   All we're doing is looking at it and saying, "Well, historically in the past, this certain thing has been the case."
[00:52:16.000 --> 00:52:18.000]   But historically in the past, the past is gone.
[00:52:18.000 --> 00:52:19.000]   It doesn't exist.
[00:52:19.000 --> 00:52:21.000]   It's gone.
[00:52:21.000 --> 00:52:30.000]   We can study the past and try to get an idea of what people who have been through things kind of like what we're going through right now, what they've done.
[00:52:30.000 --> 00:52:41.000]   But the past is gone, and the future is coming.
[00:52:41.000 --> 00:52:43.000]   Don't get stuck in the past.
[00:52:43.000 --> 00:52:51.000]   Be the kind of person who learns from the past, but yet be the kind of person who creates the future.
[00:52:51.000 --> 00:52:55.000]   Don't be a progressive whose business it is to go on making mistakes.
[00:52:55.000 --> 00:53:02.000]   And don't be a conservative whose business it is to prevent mistakes from being corrected.
[00:53:02.000 --> 00:53:13.000]   Be the kind of person who thinks thoughtfully about what our forebearers have gone through and then works to implement the solutions in your own life.
[00:53:13.000 --> 00:53:16.000]   So I was wrong on Bitcoin.
[00:53:16.000 --> 00:53:26.000]   If by wrong, I mean not an early adopter, somebody who grew their net worth by millions of dollars because they bought Bitcoin when they were $6 a coin.
[00:53:26.000 --> 00:53:27.000]   Why didn't I?
[00:53:27.000 --> 00:53:32.000]   Well, because, number one, I didn't believe that the future could change.
[00:53:32.000 --> 00:53:34.000]   I didn't believe that it could change.
[00:53:34.000 --> 00:53:46.000]   And number two, because I was always a financial advisor and thus wanted to be respected, then I've often parroted the respected position.
[00:53:46.000 --> 00:53:50.000]   By the way, this is one of the things that leaving the United States has helped me immensely.
[00:53:50.000 --> 00:53:52.000]   I've become a better free thinker.
[00:53:52.000 --> 00:53:58.000]   I've become a better individualist by simply being out of that group, getting out of the group think.
[00:53:58.000 --> 00:54:00.000]   It's made me a better investor.
[00:54:00.000 --> 00:54:01.000]   I've made more money.
[00:54:01.000 --> 00:54:02.000]   It's made me a better businessman.
[00:54:02.000 --> 00:54:06.000]   It's made me a more stable person.
[00:54:06.000 --> 00:54:11.000]   By recognizing that you can change your reference groups whenever you want to.
[00:54:11.000 --> 00:54:15.000]   Show topic for another day.
[00:54:15.000 --> 00:54:25.000]   Those are two reasons why I missed the Bitcoin run up, right?
[00:54:25.000 --> 00:54:33.000]   The first episode of Radical Personal Finance was published on July 15, 2013.
[00:54:33.000 --> 00:54:41.000]   In July of 2013, Bitcoin was trading at about $84.61.
[00:54:41.000 --> 00:54:51.000]   As I record today's show, Bitcoin is trading at $40,000 per coin.
[00:54:51.000 --> 00:54:56.000]   I never told you to buy Bitcoin in 2013.
[00:54:56.000 --> 00:54:59.000]   I didn't tell you to buy Bitcoin in 2014.
[00:54:59.000 --> 00:55:03.000]   I've never told you to buy Bitcoin.
[00:55:03.000 --> 00:55:13.000]   That's a pretty heavy glaring error for somebody whose business card used to say financial advisor.
[00:55:13.000 --> 00:55:15.000]   That's a pretty rough one.
[00:55:15.000 --> 00:55:21.000]   If you're a financial advisor and you didn't tell your clients to invest in Bitcoin,
[00:55:21.000 --> 00:55:26.000]   you owe it to yourself to think about why that is.
[00:55:26.000 --> 00:55:35.000]   Now, I firmly believe that Bitcoin could plummet in value to $0 per coin.
[00:55:35.000 --> 00:55:41.000]   There's no fundamental intrinsic value to Bitcoin.
[00:55:41.000 --> 00:55:43.000]   Just like there's no fundamental intrinsic value to gold,
[00:55:43.000 --> 00:55:52.000]   just like there's no fundamental intrinsic value to Coca-Cola stock or to a US dollar.
[00:55:52.000 --> 00:55:55.000]   I don't know if Bitcoin goes to $400,000 per coin.
[00:55:55.000 --> 00:55:58.000]   None of us do.
[00:55:58.000 --> 00:56:03.000]   But what I do know is that if you're a financial advisor
[00:56:03.000 --> 00:56:09.000]   and you didn't talk to anybody about being involved in that marketplace,
[00:56:09.000 --> 00:56:16.000]   don't let yourself off the hook too easily.
[00:56:16.000 --> 00:56:19.000]   The easy thing to say, "Well, it's all speculation and we're in the business of investing
[00:56:19.000 --> 00:56:23.000]   and it's time in the market, not speculative thing that makes a difference."
[00:56:23.000 --> 00:56:25.000]   Fair enough.
[00:56:25.000 --> 00:56:34.000]   But over the last years, I've grappled with how wrong I was watching the dramatic rise in Bitcoin,
[00:56:34.000 --> 00:56:40.000]   watching the increasing mainstream acceptance of Bitcoin.
[00:56:40.000 --> 00:56:44.000]   And I thought, "How did I miss it? How did I miss it?
[00:56:44.000 --> 00:56:48.000]   Like, what did I get wrong? Why? Why did I not see that?
[00:56:48.000 --> 00:56:52.000]   I'm the perfect person who should have seen that in 2013.
[00:56:52.000 --> 00:56:57.000]   I should have been a Bitcoin enthusiast in 2013."
[00:56:57.000 --> 00:57:01.000]   Think about, if you're like me, think about why you didn't get it.
[00:57:01.000 --> 00:57:05.000]   And by the way, there were other reasons too, and I've already gone longer than I intended.
[00:57:05.000 --> 00:57:07.000]   But I have a list.
[00:57:07.000 --> 00:57:09.000]   One is not seeing the future.
[00:57:09.000 --> 00:57:13.000]   That was what was refreshed, not believing in the future of change.
[00:57:13.000 --> 00:57:16.000]   That's what has been refreshed upon me this weekend.
[00:57:16.000 --> 00:57:22.000]   Number two is not giving...
[00:57:22.000 --> 00:57:24.000]   Number two is groupthink.
[00:57:24.000 --> 00:57:29.000]   Number two is just being in a position where you give too much weight to the opinions of others.
[00:57:29.000 --> 00:57:33.000]   Number three is excessive conservatism, not wanting to save money.
[00:57:33.000 --> 00:57:36.000]   That has hurt me. It's been a major error in my own financial life.
[00:57:36.000 --> 00:57:42.000]   Excessive conservatism, fear of losing money, fear of going bankrupt,
[00:57:42.000 --> 00:57:47.000]   fear of being thought foolishly of because I've lost money.
[00:57:47.000 --> 00:57:53.000]   Today I look at it and I was like, "Why? Why have I often been so financially conservative?"
[00:57:53.000 --> 00:57:55.000]   That was dumb. Losing money is no big deal.
[00:57:55.000 --> 00:57:57.000]   You lose money. All right, you lose some.
[00:57:57.000 --> 00:58:00.000]   You go back and make it up. You can go get more.
[00:58:00.000 --> 00:58:02.000]   Bankruptcy, not a big deal.
[00:58:02.000 --> 00:58:06.000]   Go through bankruptcy, all right, it's going to affect some things,
[00:58:06.000 --> 00:58:09.000]   but on the whole it's not that big a deal.
[00:58:09.000 --> 00:58:11.000]   And so I've been excessively conservative in the past.
[00:58:11.000 --> 00:58:14.000]   I've worked hard to change that.
[00:58:14.000 --> 00:58:21.000]   Other things as well, I'll leave those for another day.
[00:58:21.000 --> 00:58:25.000]   I guess in summary, what I want to convey to you is, first of all, of course, be accountable.
[00:58:25.000 --> 00:58:28.000]   Here you are listening to a podcast about money.
[00:58:28.000 --> 00:58:36.000]   And when this podcast started, Bitcoin was, like I said, when this podcast started,
[00:58:36.000 --> 00:58:39.000]   Bitcoin was about $83 a coin.
[00:58:39.000 --> 00:58:45.000]   Here we are with Bitcoin at $40,000 a coin.
[00:58:45.000 --> 00:58:49.000]   That's a pretty sobering thing for a financial advisor to look at.
[00:58:49.000 --> 00:58:51.000]   Why was I not helping you get rich?
[00:58:51.000 --> 00:58:58.000]   I'm so glad that many of my listeners have gotten rich, but it was in spite of me, not thanks to me.
[00:58:58.000 --> 00:59:01.000]   On this topic anyway.
[00:59:01.000 --> 00:59:11.000]   Second thing though is I want to communicate to you that the rules are much more malleable than you would ever think.
[00:59:11.000 --> 00:59:17.000]   The science is much less known than you want to believe.
[00:59:17.000 --> 00:59:22.000]   You want to believe that scientists have it figured out.
[00:59:22.000 --> 00:59:29.000]   But man, you study things a little bit and you realize pretty much all of us are making it up as we go along.
[00:59:29.000 --> 00:59:36.000]   And there might be a few things that a few thousand years later have proven themselves to be true.
[00:59:36.000 --> 00:59:40.000]   Maybe calculus is right at this point.
[00:59:40.000 --> 00:59:43.000]   There might be a few things that were discovered a few hundred years ago that are true.
[00:59:43.000 --> 00:59:55.000]   But much of the world is far more subject to opinions, politics, groupthink, etc. than you want to believe.
[00:59:55.000 --> 00:59:58.000]   You want to believe it's different, but it's not.
[00:59:58.000 --> 01:00:09.000]   And as a -- can I call myself a veteran? -- as a somewhat older participant in the world of financial advice,
