
[00:00:00.000 --> 00:00:06.080]   All right.
[00:20:09.180 --> 00:20:13.660]   Yeah. So BART is a really good option if you want to do spelling correction.
[00:20:13.660 --> 00:20:19.180]   And I actually think that that might be because spelling correction is kind of as a task,
[00:20:19.180 --> 00:20:21.100]   a corrupting of the input where you're
[00:20:21.100 --> 00:20:23.580]   trying to learn the uncorrupted version of the output.
[00:20:23.580 --> 00:20:25.540]   So I think if you want to do grammar correction,
[00:20:25.540 --> 00:20:27.280]   spelling correction, things like that,
[00:20:27.280 --> 00:20:28.900]   it's outstanding to use BART,
[00:20:28.900 --> 00:20:32.900]   and you might just think of training from scratch on a model that you know is
[00:20:32.900 --> 00:20:37.580]   going to be aware of characters for these character level things. Yeah.
[00:20:37.580 --> 00:20:39.820]   Sorry, what is text in building?
[00:20:39.820 --> 00:20:44.580]   That was where they like removed parts of the text essentially,
[00:20:44.580 --> 00:20:46.820]   and added other pieces to corrupt it.
[00:20:46.820 --> 00:20:49.140]   Different from masking where you just hide.
[00:20:49.140 --> 00:20:52.340]   Yeah, where you just, that's more like the BERT style thing where you hide some.
[00:20:52.340 --> 00:20:59.260]   Yeah. And okay, final quick topic.
[00:20:59.260 --> 00:21:02.220]   I just want you all to know about distillation.
[00:21:02.220 --> 00:21:05.980]   Again, because a theme of this course could be how can we do more with less?
[00:21:05.980 --> 00:21:09.340]   And distillation is a vision for how we could do more with less.
[00:21:09.340 --> 00:21:13.460]   Right. We saw this trend in model sizes here where they're getting bigger and bigger,
[00:21:13.460 --> 00:21:16.980]   and there is some hope that they might now be getting smaller.
[00:21:16.980 --> 00:21:20.300]   But we should all be pushing to make them ever smaller.
[00:21:20.300 --> 00:21:22.700]   And one way to think about doing that is distillation.
[00:21:22.700 --> 00:21:25.460]   And the metaphor here is that we're going to have two models.
[00:21:25.460 --> 00:21:28.540]   Maybe a really big teacher model that was trained in
[00:21:28.540 --> 00:21:31.840]   a very expensive way and might run only on a supercomputer,
[00:21:31.840 --> 00:21:34.140]   and then a much smaller student.
[00:21:34.140 --> 00:21:38.220]   And we're going to train that student to mimic the behavior of the teacher.
[00:21:38.220 --> 00:21:42.380]   And we could do that by just observing the output behavior of the teacher,
[00:21:42.380 --> 00:21:46.260]   and then trying to get the student to align at the level of the output.
[00:21:46.260 --> 00:21:50.980]   And that would basically just be treating this teacher as a kind of input output device.
[00:21:50.980 --> 00:21:56.020]   We could also though think about aligning the internal representations of these two,
[00:21:56.020 --> 00:22:00.100]   to get a deeper alignment between teacher and student.
[00:22:00.100 --> 00:22:02.220]   Here's some objectives in fact,
[00:22:02.220 --> 00:22:04.620]   and this is from least to most heavy duty,
[00:22:04.620 --> 00:22:06.060]   and you could combine them.
[00:22:06.060 --> 00:22:08.940]   So we could just use our gold data for the task.
[00:22:08.940 --> 00:22:12.080]   I put that as step zero because you might want it in the mix here,
[00:22:12.080 --> 00:22:13.940]   even as you use your teacher.
[00:22:13.940 --> 00:22:17.440]   We could also learn just from the teacher's output labels.
[00:22:17.440 --> 00:22:19.180]   That's a bit of a funny idea,
[00:22:19.180 --> 00:22:22.260]   but I think the intuition is that the teacher might be doing
[00:22:22.260 --> 00:22:27.420]   some very complicated regularization that helps the student learn more efficiently.
[00:22:27.420 --> 00:22:30.260]   So even if there are mistakes in the teacher's behavior,
[00:22:30.260 --> 00:22:32.740]   the student actually benefits.
[00:22:32.740 --> 00:22:35.620]   You could also think about going one level deeper and using
[00:22:35.620 --> 00:22:37.620]   the full output scores like the logits,
[00:22:37.620 --> 00:22:42.140]   so not just the discrete outputs but the whole distribution that the model predicts.
[00:22:42.140 --> 00:22:45.900]   And that's what they did in one of the original distillation papers.
[00:22:45.900 --> 00:22:49.180]   You could also tie together the final output states.
[00:22:49.180 --> 00:22:52.260]   If the two models have the same layer-wise dimensionality,
[00:22:52.260 --> 00:22:54.740]   then for example in this distilbert paper,
[00:22:54.740 --> 00:22:56.720]   they enforce as part of the objective,
[00:22:56.720 --> 00:23:00.820]   a cosine similarity between the output states of teacher and student.
[00:23:00.820 --> 00:23:03.540]   And now you need to have access to the model itself.
[00:23:03.540 --> 00:23:05.540]   And this will be much more expensive because you need to
[00:23:05.540 --> 00:23:08.700]   run the teacher as part of distillation.
[00:23:08.700 --> 00:23:12.300]   You could also think about doing this with lots of other hidden states.
[00:23:12.300 --> 00:23:14.500]   People have explored lots of other things.
[00:23:14.500 --> 00:23:16.860]   And you could even, this is a paper that we did,
[00:23:16.860 --> 00:23:20.260]   try to mimic them under different counterfactuals where you kind of
[00:23:20.260 --> 00:23:23.180]   change around the input representations of the teacher,
[00:23:23.180 --> 00:23:25.560]   observe the output, and then try to get the student to do
[00:23:25.560 --> 00:23:30.340]   that to mimic very strange behavior from the teacher.
[00:23:30.980 --> 00:23:33.620]   And then there are a bunch of other things you can do.
[00:23:33.620 --> 00:23:35.940]   So standard distillation is where you have
[00:23:35.940 --> 00:23:39.980]   your big model frozen and the teacher is being updated by the process.
[00:23:39.980 --> 00:23:41.300]   If you have multi-teacher,
[00:23:41.300 --> 00:23:43.180]   that's where there are lots of big models maybe doing
[00:23:43.180 --> 00:23:47.100]   multiple tasks and you try to distill them all at once down into a student.
[00:23:47.100 --> 00:23:49.860]   That's a very exciting new frontier.
[00:23:49.860 --> 00:23:53.220]   Co-distillation is where they're trained jointly,
[00:23:53.220 --> 00:23:55.500]   sometimes also called online distillation.
[00:23:55.500 --> 00:23:59.300]   That's where both the teacher and the student are learning together simultaneously.
[00:23:59.300 --> 00:24:02.580]   Might be unnerving in the classroom but effective for a model.
[00:24:02.580 --> 00:24:06.580]   And then self-distillation is actually where you try to get like usually
[00:24:06.580 --> 00:24:10.300]   lower parts of the model to be like other parts of the model by
[00:24:10.300 --> 00:24:14.060]   having them mimic themselves as part of the core model training.
[00:24:14.060 --> 00:24:15.560]   So that's a special case,
[00:24:15.560 --> 00:24:18.600]   I guess, of co-distillation where there's only one model and
[00:24:18.600 --> 00:24:21.420]   you're trying to distill parts of it into other parts.
[00:24:21.420 --> 00:24:23.860]   That's kind of wild to think about.
[00:24:23.860 --> 00:24:26.860]   And this has been applied in many domains.
[00:24:26.860 --> 00:24:30.980]   And the reason I can be encouraging about this is that as we get better and better at
[00:24:30.980 --> 00:24:36.580]   distillation we're finding that distilled models are as good or better than the teacher models.
[00:24:36.580 --> 00:24:40.020]   Maybe for a fraction of the cost and this is especially
[00:24:40.020 --> 00:24:44.580]   relevant if the model is being used in production on a small device or something.
[00:24:44.580 --> 00:24:48.140]   So here are just some glue performance numbers that show across a bunch of
[00:24:48.140 --> 00:24:51.300]   these different papers that with distillation you can still
[00:24:51.300 --> 00:24:56.420]   get glue performance like the teacher with a tiny model.
[00:24:56.420 --> 00:24:59.100]   Yeah.
[00:24:59.100 --> 00:25:04.620]   Something really puzzling to me is how can a smaller simple model be able to mimic a teacher
[00:25:04.620 --> 00:25:06.500]   when the training set is fixed?
[00:25:06.500 --> 00:25:09.100]   Couldn't you have just trained the simple model?
[00:25:09.100 --> 00:25:14.180]   Or is it just that the teacher has access to some point of learning that is easier to
[00:25:14.180 --> 00:25:19.860]   navigate to for a student but not for a student to get to a node?
[00:25:19.860 --> 00:25:24.260]   I think something like what you just said has to be right.
[00:25:24.260 --> 00:25:28.900]   I actually don't- so you're asking about the special case where the teacher just does
[00:25:28.900 --> 00:25:33.460]   its input output thing and produces a dataset that we train the student on, right?
[00:25:33.460 --> 00:25:37.660]   And you're asking why is that better than just training the student on your original data?
[00:25:37.660 --> 00:25:38.940]   It's very mysterious to me.
[00:25:38.940 --> 00:25:40.660]   [LAUGHTER]
[00:25:40.660 --> 00:25:44.740]   I- the best metaphor I can give you is that it is a kind of regularizer.
[00:25:44.740 --> 00:25:47.500]   So the teacher is doing something very complicated
[00:25:47.500 --> 00:25:50.740]   and even its mistakes are useful for the student.
[00:25:50.740 --> 00:25:54.460]   I guess this may be a simple way that I'm understanding it.
[00:25:54.460 --> 00:25:58.420]   It's okay to make certain mistakes and the teacher has figured out which mistakes you can-
[00:25:58.420 --> 00:25:59.660]   [NOISE]
[00:25:59.660 --> 00:26:00.420]   Not worry about.
[00:26:00.420 --> 00:26:03.900]   I like that. I like- that's a beautiful opening line of a paper.
[00:26:03.900 --> 00:26:07.180]   We need to make it substantive by actually explaining what that means.
[00:26:07.180 --> 00:26:10.380]   But it's a- I like it as a vision for sure.
[00:26:10.380 --> 00:26:13.220]   I want to be a little careful of time.
[00:26:13.220 --> 00:26:15.060]   One more question and then I'll just wrap up.
[00:26:15.060 --> 00:26:17.780]   Do we have some comparisons where the student is,
[00:26:17.780 --> 00:26:21.420]   I mean, less- less general versus- versus the teacher?
[00:26:21.420 --> 00:26:25.100]   I mean, does it- does it overfit the data in a sense,
[00:26:25.100 --> 00:26:27.700]   more than the teacher?
[00:26:27.700 --> 00:26:29.300]   The student?
[00:26:29.300 --> 00:26:30.260]   Yeah.
[00:26:30.260 --> 00:26:33.820]   I don't know. I mean, you would guess less if it has a tiny capacity.
[00:26:33.820 --> 00:26:37.780]   It won't have as much of a capacity to overfit than the teacher.
[00:26:37.780 --> 00:26:43.180]   And maybe that's why in some situations the students outperform the teachers.
[00:26:43.180 --> 00:26:45.740]   I hope that's inspiring to you all.
[00:26:45.740 --> 00:26:47.340]   Let me wrap up here.
[00:26:47.340 --> 00:26:49.540]   So you can go on to outperform me.
[00:26:49.540 --> 00:26:52.340]   Architectures I didn't mention, Transformer, Excel,
[00:26:52.340 --> 00:26:56.940]   wonderful creative attempt to model long sequences by essentially creating
[00:26:56.940 --> 00:27:04.140]   a recurrent process across cached versions of earlier parts of the long document you're processing.
[00:27:04.140 --> 00:27:10.700]   ExcelNet, this is a beautiful and creative attempt to use mask language modeling, sorry,
[00:27:10.700 --> 00:27:14.620]   an autoregressive language modeling objective but still have
[00:27:14.620 --> 00:27:19.580]   bidirectional context and they do this by creating all these permutation orders of
[00:27:19.580 --> 00:27:24.020]   the original sequence so that you can effectively condition on the left and the right,
[00:27:24.020 --> 00:27:27.220]   even though you can't look into the future.
[00:27:27.220 --> 00:27:29.460]   And then DeBerta, this is really cool.
[00:27:29.460 --> 00:27:30.980]   I regret not fitting this in.
[00:27:30.980 --> 00:27:35.900]   DeBerta is an attempt to separate out the word and positional encodings for
[00:27:35.900 --> 00:27:41.100]   these models and kind of make the word embeddings more like first-class citizens.
[00:27:41.100 --> 00:27:44.460]   And that's very intuitive for me because that's like showing that we want
[00:27:44.460 --> 00:27:49.340]   the model to learn some semantics for these things that's separate from their position.
[00:27:49.340 --> 00:27:53.300]   And they did that by reorganizing the attention mechanisms.
[00:27:53.300 --> 00:27:57.940]   The known limitations, we did a good job on these except for this final one.
[00:27:57.940 --> 00:28:02.820]   BERT assumes that the predicted tokens are all independent of each other given the unmasked tokens.
[00:28:02.820 --> 00:28:07.060]   I gave you that example of masking new in York and it thinking that both of
[00:28:07.060 --> 00:28:10.460]   those are independent of the other given the surrounding context.
[00:28:10.460 --> 00:28:16.140]   ExcelNet again addresses that and that might be something that you want to meditate on.
[00:28:16.140 --> 00:28:19.700]   Pre-training data, here's a whole mess of resources.
[00:28:19.700 --> 00:28:21.420]   If you did want to pre-train your own model,
[00:28:21.420 --> 00:28:23.260]   maybe Sid will talk more about this.
[00:28:23.260 --> 00:28:26.900]   I'm offering these primarily because I think you might want to audit them as
[00:28:26.900 --> 00:28:29.860]   you observe strange behavior from your large models.
[00:28:29.860 --> 00:28:34.500]   The data might be the key to figuring out where that behavior came from.
[00:28:34.500 --> 00:28:36.700]   And then finally, current trends, right?
[00:28:36.700 --> 00:28:39.340]   Autoregressive architecture seem to have taken over,
[00:28:39.340 --> 00:28:42.940]   but that could be just because everyone is so focused on generation.
[00:28:42.940 --> 00:28:46.540]   I have an intuition that models like BERT are still
[00:28:46.540 --> 00:28:50.900]   better if you just want to represent examples as opposed to doing generation.
[00:28:50.900 --> 00:28:54.780]   Seek-to-seek is still a dominant choice for tasks with that structure.
[00:28:54.780 --> 00:29:00.500]   Although again, 0.1 might be pushing everyone to just use GPT-3 or 4,
[00:29:00.500 --> 00:29:02.840]   even for models with seek-to-seek structure.
[00:29:02.840 --> 00:29:04.380]   We'll see how that plays out.
[00:29:04.380 --> 00:29:06.860]   And then people are still obsessed with scaling up.
[00:29:06.860 --> 00:29:10.380]   But we might be seeing a counter movement towards smaller models,
[00:29:10.380 --> 00:29:13.340]   especially with reinforcement learning with human feedback.
[00:29:13.340 --> 00:29:17.660]   And that's something that we're going to talk about next week and the week after.
[00:29:17.660 --> 00:29:22.460]   So I kind of restructured a little bit of my talk.
[00:29:22.460 --> 00:29:24.580]   So like we're only going to get through like part one today,
[00:29:24.580 --> 00:29:26.700]   which is actually back to basics,
[00:29:26.700 --> 00:29:30.180]   how transformers work, and then we're going to talk about the other stuff.
[00:29:30.180 --> 00:29:33.140]   I should maybe introduce myself. I'm Sid.
[00:29:33.140 --> 00:29:34.900]   I am a fourth year PhD.
[00:29:34.900 --> 00:29:37.700]   I actually work primarily on language for
[00:29:37.700 --> 00:29:40.820]   robotics and kind of channeling one of the core concepts of the class.
[00:29:40.820 --> 00:29:44.420]   It's all about doing a whole lot with very, very little.
[00:29:44.420 --> 00:29:49.740]   Like I'm really just working on how we get robots to follow instructions,
[00:29:49.740 --> 00:29:51.740]   given just like one example of a human,
[00:29:51.740 --> 00:29:56.620]   you know, opening a fridge or pouring coffee, things like that.
[00:29:56.620 --> 00:29:59.060]   But in kind of doing that research,
[00:29:59.060 --> 00:30:00.860]   it became really, really clear that we needed
[00:30:00.860 --> 00:30:03.140]   better raw materials, better starting points.
[00:30:03.140 --> 00:30:06.220]   So I started working on pre-training, first in language,
[00:30:06.220 --> 00:30:08.980]   and then more recently in vision, video,
[00:30:08.980 --> 00:30:12.380]   and robotics with language, kind of as the central theme.
[00:30:12.380 --> 00:30:17.100]   So I want to talk today about fantastic language models and how to build them.
[00:30:17.100 --> 00:30:21.740]   So Richard Feynman is probably not only one of the greatest physicists of all time,
[00:30:21.740 --> 00:30:24.500]   but he's one of the greatest educators of all time,
[00:30:24.500 --> 00:30:26.420]   one of the greatest science educators.
[00:30:26.420 --> 00:30:31.620]   And he has this quote, "What I cannot create, I do not understand."
[00:30:31.620 --> 00:30:34.340]   And for him, it was really just kind of about building blocks.
[00:30:34.340 --> 00:30:37.060]   How do I understand what is going on at the lowest level,
[00:30:37.060 --> 00:30:40.300]   so I can compose them together and figure out what to do next?
[00:30:40.300 --> 00:30:41.500]   Where is the next innovation?
[00:30:41.500 --> 00:30:43.340]   Where is the next discovery come from?
[00:30:43.340 --> 00:30:45.620]   And so kind of with that in mind,
[00:30:45.620 --> 00:30:48.740]   I actually just want to spend the next 12 or so minutes
[00:30:48.740 --> 00:30:51.140]   talking about building language models,
[00:30:51.140 --> 00:30:53.420]   building transformers, and how that all happened.
[00:30:53.420 --> 00:30:57.380]   So it's a practical take on these large-scale language models.
[00:30:57.380 --> 00:30:59.500]   We're really not going to get to the large-scale bit.
[00:30:59.500 --> 00:31:01.300]   And we're going to get to the full pipeline.
[00:31:01.300 --> 00:31:02.860]   Again, we're only going to focus on the model architecture,
[00:31:02.860 --> 00:31:06.660]   but today, the evolution of the transformer, how we got there.
[00:31:06.660 --> 00:31:10.340]   Training at scale, we'll probably cover some other time.
[00:31:10.340 --> 00:31:12.540]   And then we'll talk about very,
[00:31:12.540 --> 00:31:14.340]   very briefly efficient fine-tuning and inference.
[00:31:14.340 --> 00:31:18.300]   And we have some other great CAs who might actually be talking about this more in depth.
[00:31:18.300 --> 00:31:21.860]   But the punchline is the last few years,
[00:31:21.860 --> 00:31:24.380]   like I started my PhD in 2019.
[00:31:24.380 --> 00:31:29.580]   I trained my first deep learning MNIST model in 2018.
[00:31:29.580 --> 00:31:31.380]   Feels changed a lot since then.
[00:31:31.380 --> 00:31:34.780]   And with every new model, with every new GPT,
[00:31:34.780 --> 00:31:39.260]   one, two, three, four, the five that's training right now,
[00:31:39.260 --> 00:31:41.260]   there's been more and more folk knowledge,
[00:31:41.260 --> 00:31:45.380]   things that are hidden from plain sight that we never get to see.
[00:31:45.380 --> 00:31:49.020]   And it's been the job of people like us, students,
[00:31:49.020 --> 00:31:51.580]   people in academia to kind of rediscover,
[00:31:51.580 --> 00:31:54.460]   find the insights, find the intuition behind these ideas.
[00:31:54.460 --> 00:31:56.860]   And in kind of rediscovering those pipelines,
[00:31:56.860 --> 00:32:00.780]   it's actually our comparative advantage and figuring out,
[00:32:00.780 --> 00:32:03.540]   okay, so these are how these pieces came to be.
[00:32:03.540 --> 00:32:08.060]   What do I do next? And so I don't really care about time.
[00:32:08.060 --> 00:32:09.740]   If we get through five slides,
[00:32:09.740 --> 00:32:11.300]   that is a success for me.
[00:32:11.300 --> 00:32:13.860]   But be selfish, like this is your class.
[00:32:13.860 --> 00:32:15.340]   So if you have any questions,
[00:32:15.340 --> 00:32:17.420]   if I say anything you don't understand, that's the contract.
[00:32:17.420 --> 00:32:19.260]   Call me out, ask a question,
[00:32:19.260 --> 00:32:21.300]   and we're just going to kind of go step by step.
[00:32:21.300 --> 00:32:25.580]   So how did we get to the transformer?
[00:32:25.580 --> 00:32:28.940]   How did this become the bedrock of language modeling?
[00:32:28.940 --> 00:32:31.900]   And now, vision, also video,
[00:32:31.900 --> 00:32:34.780]   also robotics for some reason as of late.
[00:32:34.780 --> 00:32:39.460]   How did we get here? So what is the recipe for a good language model?
[00:32:39.460 --> 00:32:41.740]   We've talked a bit about contextual representations.
[00:32:41.740 --> 00:32:43.420]   Chris was talking through kind of the various,
[00:32:43.420 --> 00:32:45.900]   you know, different phase changes in language modeling history.
[00:32:45.900 --> 00:32:47.300]   Lisa was talking about diffusion language models,
[00:32:47.300 --> 00:32:50.020]   which is a completely different perspective.
[00:32:50.020 --> 00:32:52.140]   I'm going to kind of simplify things,
[00:32:52.140 --> 00:32:54.260]   oversimplify things, like two steps.
[00:32:54.260 --> 00:32:57.300]   I need massive amounts of cheap, easy to acquire data.
[00:32:57.300 --> 00:33:00.260]   We're a language model and we're building these contextual representations
[00:33:00.260 --> 00:33:01.500]   because we want to learn patterns,
[00:33:01.500 --> 00:33:05.540]   we want to learn truths about the world from data at scale.
[00:33:05.540 --> 00:33:08.580]   And to do that at scale, we need data at scale.
[00:33:08.580 --> 00:33:10.580]   So that's one component.
[00:33:10.580 --> 00:33:14.940]   And the other is we need a simple and high throughput way to consume it.
[00:33:14.940 --> 00:33:18.060]   So what does that mean?
[00:33:18.060 --> 00:33:22.660]   We need to be able to chew through all of this data as fast as we possibly can
[00:33:22.660 --> 00:33:26.540]   in the least opinionated way to figure out, you know,
[00:33:26.540 --> 00:33:29.900]   all of the possible patterns, all of the possible things that could be useful
[00:33:29.900 --> 00:33:35.380]   for people fine-tuning, generating, using these models for arbitrary things downstream.
[00:33:35.380 --> 00:33:38.580]   This isn't just applicable to language, it's applicable to pretty much everything.
[00:33:38.580 --> 00:33:41.820]   So vision does this, video does this, video and language,
[00:33:41.820 --> 00:33:48.100]   vision and language, language and robotics, all of them follow a similar strategy.
[00:33:48.100 --> 00:33:53.300]   So, right, so simple in that it's natural to scale the approach with data as we get,
[00:33:53.300 --> 00:33:56.340]   you know, go from 300 billion to 600 billion tokens,
[00:33:56.340 --> 00:33:59.340]   maybe make the model bigger to handle that in a pretty simple way.
[00:33:59.340 --> 00:34:02.460]   The model should be composable in general.
[00:34:02.460 --> 00:34:07.940]   The training, the way that we actually ingest this data should be fast and parallelizable
[00:34:07.940 --> 00:34:10.060]   and we should be, you know, making the most of our hardware.
[00:34:10.060 --> 00:34:14.340]   If we're going to run a data center with, I don't know, 512 GPUs
[00:34:14.340 --> 00:34:20.740]   with each 8 GPU box costing $120,000, I'd better be getting my money's worth at the end of the day.
[00:34:20.740 --> 00:34:25.940]   And the consumption part, right, like this minimal assumptions on relationships,
[00:34:25.940 --> 00:34:30.540]   the less opinionated I am about how different parts of my data is connected,
[00:34:30.540 --> 00:34:36.980]   the more I can learn given the first thing, massive amounts of data at scale.
[00:34:36.980 --> 00:34:41.700]   So, kind of like figure out how we got to the transformer, I want to kind of wind time back
[00:34:41.700 --> 00:34:46.020]   to kind of what Chris was alluding to earlier with RNNs, right.
[00:34:46.020 --> 00:34:51.420]   So, this is an RNN model, kind of complicated, but it's from 224M.
[00:34:51.420 --> 00:34:53.540]   I took it literally from their slides.
[00:34:53.540 --> 00:34:56.500]   I hope John doesn't get mad at me.
[00:34:56.500 --> 00:35:00.820]   And it's this very powerful class of model in theory, right.
[00:35:00.820 --> 00:35:04.460]   I am ingesting arbitrary length sequences left to right
[00:35:04.460 --> 00:35:07.820]   and I'm learning arbitrary patterns around them.
[00:35:07.820 --> 00:35:13.340]   People decided later on to, you know, add these attention mechanisms on top of the sequence
[00:35:13.340 --> 00:35:17.420]   to sequence RNN models to figure out like how to kind of sharpen their focus
[00:35:17.420 --> 00:35:19.940]   as they were decoding token by token, right.
[00:35:19.940 --> 00:35:23.700]   So, the strengths are like I get to handle arbitrary long context and like we see kind
[00:35:23.700 --> 00:35:27.980]   of the first semblance of attention appear kind of very motivated
[00:35:27.980 --> 00:35:30.020]   by like the way we do language translation, right.
[00:35:30.020 --> 00:35:32.580]   Like when I'm translating word by word, there are certain words in the input
[00:35:32.580 --> 00:35:35.900]   that are going to matter, I'm going to sharpen my focus too.
[00:35:35.900 --> 00:35:37.540]   But there are issues with RNNs.
[00:35:37.540 --> 00:35:41.380]   They're not the most scalable, producing the next token requires me
[00:35:41.380 --> 00:35:44.260]   to produce every single token beforehand.
[00:35:44.260 --> 00:35:49.180]   I can't really make them deeper without training stability going to pieces.
[00:35:49.180 --> 00:35:51.140]   So, that's rough.
[00:35:51.140 --> 00:35:54.940]   And so, chewing through a large amount of data with an RNN is hard.
[00:35:54.940 --> 00:35:59.740]   Some people refuse to believe that and they've actually done immense work in trying to scale
[00:35:59.740 --> 00:36:01.900]   up RNNs, make them more parallelizable using lots and lots
[00:36:01.900 --> 00:36:03.540]   of really cool linear algebra tricks.
[00:36:03.540 --> 00:36:04.940]   I'll post some links.
[00:36:04.940 --> 00:36:09.820]   And then separately, kind of from the vision community that kind of bled
[00:36:09.820 --> 00:36:13.100]   into the language community, we have convolutional neural networks.
[00:36:13.100 --> 00:36:21.500]   And this is from a other course from Lena Vojta about using CNNs for language modeling.
[00:36:21.500 --> 00:36:29.060]   And the idea here is we have this ability to do immense, deep, parallelizable training
[00:36:29.060 --> 00:36:32.180]   by kind of taking these like little windows, right.
[00:36:32.180 --> 00:36:34.540]   I'm going to look at, you know, each layer is only going to look at like the, you know,
[00:36:34.540 --> 00:36:37.460]   three word contexts at a time and going to give me representation.
[00:36:37.460 --> 00:36:42.220]   But if I stack this enough times and I have these residual connections that combine, you know,
[00:36:42.220 --> 00:36:45.700]   earlier inputs with later inputs, by the time I'm like 10 layers deep,
[00:36:45.700 --> 00:36:47.740]   I've seen everything in the window.
[00:36:47.740 --> 00:36:52.260]   But I need that depth and that's kind of a drawback.
[00:36:52.260 --> 00:36:54.180]   But there are like really cool, powerful ideas here.
[00:36:54.180 --> 00:36:57.540]   And I'd actually say that the transformers have way more to do with CNNs and the way
[00:36:57.540 --> 00:37:00.940]   that they behave than the way RNNs behave, right.
[00:37:00.940 --> 00:37:06.380]   So we have this idea of a CNN layer kind of having multiple filters, multiple kernels,
[00:37:06.380 --> 00:37:12.340]   different ways of looking at and extracting features from an image or features from text.
[00:37:12.340 --> 00:37:17.380]   You have, you know, this ability to kind of scale depth using these residual connections.
[00:37:17.380 --> 00:37:21.460]   The deepest networks that we had, you know, from 2012, 2015,
[00:37:21.460 --> 00:37:23.940]   even now are still vision models, right.
[00:37:23.940 --> 00:37:29.540]   ResNet 151 isn't called 151 because it's, you know, the 151st edition of the ResNet.
[00:37:29.540 --> 00:37:32.100]   It's 151 because it's 151 layers deep.
[00:37:32.100 --> 00:37:34.020]   It's actually 151 blocks deep.
[00:37:34.020 --> 00:37:37.980]   Layers, it's actually like probably 4x that.
[00:37:37.980 --> 00:37:39.700]   And it's parallelizable, right.
[00:37:39.700 --> 00:37:44.380]   Every little window that I see at every layer can be computed completely independently
[00:37:44.380 --> 00:37:51.460]   of every other layer, which is really, really great for modern hardware, modern GPUs.
[00:37:51.460 --> 00:37:55.140]   So looking at this, seems like CNNs are cool.
[00:37:55.140 --> 00:37:57.060]   Seems like RNNs are cool.
[00:37:57.060 --> 00:38:00.700]   There's a natural question, which is like how do you do better?
[00:38:00.700 --> 00:38:03.700]   This is the picture from Chris's slides that Lisa also used.
[00:38:03.700 --> 00:38:07.060]   This is a very scary looking picture, right.
[00:38:07.060 --> 00:38:10.340]   Like what does self-attention mean in a transformer?
[00:38:10.340 --> 00:38:12.500]   Where do those ideas come from?
[00:38:12.500 --> 00:38:19.180]   So one idea, like one key component, like one missing component for how you get from a CNN
[00:38:19.180 --> 00:38:23.140]   to an RNN and an RNN to a transformer is the idea
[00:38:23.140 --> 00:38:27.220]   that each individual token is its own query key and value.
[00:38:27.220 --> 00:38:33.500]   It's its own entity that can be used to shape the representations of all of the other tokens.
[00:38:33.500 --> 00:38:36.500]   Right. So I'm going to turn this word "the" into its own query key and value.
[00:38:36.500 --> 00:38:39.540]   I'm going to use the attention from the RNNs,
[00:38:39.540 --> 00:38:44.940]   and I'm going to use the depth parallelizability scaling from the CNNs.
[00:38:44.940 --> 00:38:49.380]   And then the multi-headed part of self-attention is exactly like what the, you know,
[00:38:49.380 --> 00:38:53.340]   different convolutional filters, the different kernels are doing in a CNN.
[00:38:53.340 --> 00:38:57.780]   It's giving you different perspectives on that same token, different ways to come up with queries,
[00:38:57.780 --> 00:39:01.900]   different insights into like how we can use, you know, a single token and come
[00:39:01.900 --> 00:39:05.940]   up with multiple different representations and fuse them together.
[00:39:05.940 --> 00:39:09.580]   As a code, code is semi-unimportant.
[00:39:09.580 --> 00:39:13.900]   It's a kind of very terse description of like what multi-headed self-attention looks like.
[00:39:13.900 --> 00:39:19.020]   Key parts here are this, you know, little bit where we kind of project an input sequence
[00:39:19.020 --> 00:39:21.020]   of tokens to the queries, keys, and values.
[00:39:21.020 --> 00:39:24.940]   And then we're just going to rearrange them kind of in some way.
[00:39:24.940 --> 00:39:29.380]   And the important part here is that like we are rearranging them in a way that splits them
[00:39:29.380 --> 00:39:34.060]   into these different views, these different heads, where each head has some fixed dimension,
[00:39:34.060 --> 00:39:36.620]   which is like the key dimension of the transformer.
[00:39:36.620 --> 00:39:40.580]   And then we have these query keys and values that we're then going to use
[00:39:40.580 --> 00:39:44.740]   for this attention operation which comes directly from the RNN literature.
[00:39:44.740 --> 00:39:48.820]   Right? It is really just this dot product between queries and keys.
[00:39:48.820 --> 00:39:53.300]   That is a very complicated way of saying that's a matrix multiply.
[00:39:53.300 --> 00:39:59.700]   And then we're going to just project them and combine them back into our tensor of, you know,
[00:39:59.700 --> 00:40:03.340]   batch size by sequence length by embedding dimension.
[00:40:03.340 --> 00:40:08.620]   >> There's a nice subtlety here I think that caught me off guard at one point.
[00:40:08.620 --> 00:40:12.860]   When you look at these models, like you download BERT and it says multi-headed attention
[00:40:12.860 --> 00:40:17.780]   or whatever, there's only one set of weights even though it's multi-headed.
[00:40:17.780 --> 00:40:19.980]   Do you want to unpack that for us a little bit?
[00:40:19.980 --> 00:40:26.940]   >> Yeah. So the convolutional kernel has kind of this really nice way of expressing
[00:40:26.940 --> 00:40:29.300]   like I have multiple resolutions of an image.
[00:40:29.300 --> 00:40:32.300]   Right? It's like that depth channel of a convolutional filter.
[00:40:32.300 --> 00:40:38.140]   And if you can unpack like the conv 2D layer in PyTorch, you kind of see that come out.
[00:40:38.140 --> 00:40:38.860]   You don't really see that here.
