
[00:00:00.000 --> 00:00:05.480]   The Hartford Small Business Insurance knows that running a small business is a big-time commitment.
[00:29:28.680 --> 00:29:36.680]   And even though the policy owner is paying an interest payment in on the policy, if that's less than what you could be earning, you have a problem.
[00:29:36.680 --> 00:30:01.680]   So usually what happens is the insurance company has in place some kind of system to offset those loan-induced losses so that they can maintain a comparable equity between policy owners who keep their cash values invested and those who take them out and thus keep the insurance company from being able to invest for the higher yield.
[00:30:01.680 --> 00:30:15.680]   It was not and still is not always thus. In traditional participating whole life insurance policies, the dividends were not affected by policy loans.
[00:30:15.680 --> 00:30:27.680]   But today, most participating whole life policies use a system of what is called direct recognition to reduce the dividends on policies with outstanding loans.
[00:30:27.680 --> 00:30:36.680]   This helps to adjust for the difference of the earnings, the investment earnings by the policy, and it helps to discourage policy loans.
[00:30:36.680 --> 00:30:45.680]   Because as a life insurance policy owner, it's actually in your best interest to discourage policy loans on behalf of the insurance company.
[00:30:45.680 --> 00:30:52.680]   Because you want the insurance company to be fully investing all of your money and earning the highest possible rate of return on it.
[00:30:52.680 --> 00:30:56.680]   You don't want all of the money out of the company in the form of policy loans.
[00:30:56.680 --> 00:31:01.680]   So there's a delicate tension here. If this is going over your head, ignore it.
[00:31:01.680 --> 00:31:09.680]   This is a big deal from specifics, but it's very, very dry to look through as far as direct recognition versus not and participating policies versus not.
[00:31:09.680 --> 00:31:13.680]   Just making the point that you've got to look at it from both perspectives.
[00:31:13.680 --> 00:31:20.680]   Now, not all policies are participating policies, so there are universal life insurance policies.
[00:31:20.680 --> 00:31:33.680]   Those run a little bit differently. In those cases, there's no dividends to adjust, so the insurers will compensate for the lost earnings on the money that's out on loan by reducing the earnings rate that's credited directly to the cash value.
[00:31:33.680 --> 00:31:36.680]   So they'll adjust the crediting rate on the cash value.
[00:31:36.680 --> 00:31:41.680]   But the point is that policy loans, they're not free. They're not free to you. You are paying an interest.
[00:31:41.680 --> 00:31:47.680]   And that interest payment is going into the company. They also affect the performance of the company.
[00:31:47.680 --> 00:31:56.680]   They are a useful feature, however, and they can be effectively managed and they can be a relatively low-cost form of payment.
[00:31:56.680 --> 00:32:00.680]   This is very specific as to policy design.
[00:32:00.680 --> 00:32:10.680]   This is one of those where you've got to look at an actual policy, but this can make a big difference in understanding what's actually happening on a policy.
[00:32:10.680 --> 00:32:18.680]   If you are still receiving a dividend rate on your loan funds, your net cost of interest can be relatively low.
[00:32:18.680 --> 00:32:23.680]   But you've got to be careful because there's a lot of difference among different companies.
[00:32:23.680 --> 00:32:28.680]   Loans are a useful tool. They're not a magic wand.
[00:32:28.680 --> 00:32:39.680]   You shouldn't go into a life insurance policy with the idea and the concept being, "I'm going to build up some cash values and then I'm going to perpetually loan the money out of the policy."
[00:32:39.680 --> 00:32:48.680]   That does not work because the interest accrues over time. The interest payments get larger and larger, and eventually the policy implodes.
[00:32:48.680 --> 00:32:53.680]   Many types of these policies are sold with that being the perspective.
[00:32:53.680 --> 00:33:01.680]   And there have been times in reviewing a policy, a mature policy that has a lot of money, where the client can take out a long-term loan.
[00:33:01.680 --> 00:33:13.680]   The tax arbitrage opportunity of that, having access to the money in the form of a loan without paying current income taxes, can be very helpful, but it's not a magic bullet.
[00:33:13.680 --> 00:33:24.680]   Don't go into your insurance policy with the concept of saying, "I'm going to buy this thing with a long-term series of loans and I'm just going to have this thing loaned out forever."
[00:33:24.680 --> 00:33:27.680]   It does not work.
[00:33:27.680 --> 00:33:41.680]   But if you have an insurance policy, you want to carefully consider using loans as a component of how you benefit from that policy while you're alive.
[00:33:41.680 --> 00:33:44.680]   It has two major roles in my opinion.
[00:33:44.680 --> 00:33:52.680]   Number one, if you're young and if you're accumulating money, you can use this from time to time if you need short-term uses of the money.
[00:33:52.680 --> 00:34:00.680]   Example was with my wife's engagement ring. I had a short-term need for the money. I took it out. I can pay it back in in a relatively short period of time.
[00:34:00.680 --> 00:34:11.680]   The other side is if you are older and you have a policy that's mature and you want a system of payments out of it, you want to carefully look at using the loan payments.
[00:34:11.680 --> 00:34:18.680]   And you want to carefully consider if there's an arbitrage opportunity from the tax perspective.
[00:34:18.680 --> 00:34:25.680]   It's very hard for me to describe exactly how to do it, but for those of you who are tuned into the tax, consider this.
[00:34:25.680 --> 00:34:33.680]   Pretend for a moment that you have, say, a very healthy policy. You have a half a million dollars of cash values in this policy.
[00:34:33.680 --> 00:34:38.680]   This policy is paying dividends that are far in excess of the premium payments, which we'll get to in a moment.
[00:34:38.680 --> 00:34:45.680]   And now you have the ability where you have some sources of income that are taxed and taxable.
[00:34:45.680 --> 00:34:54.680]   You have some sources of income that are tax-free, and you're helping to put together an ideal plan for that.
[00:34:54.680 --> 00:35:04.680]   Well, if in this situation, if you have it as an asset, then you would intelligently pull it in and say, "Well, I'm going to have a certain amount of Social Security payments, certain amount of IRA distributions up to this amount.
[00:35:04.680 --> 00:35:12.680]   I'll go ahead and take some of the money out from the Roth IRA because that's tax-free, and I'll go ahead and make up from time to time a little bit of money here from the life insurance policy."
[00:35:12.680 --> 00:35:22.680]   And if the costs associated with taking it from the life insurance policy are low enough, that can be a compelling situation to face.
[00:35:22.680 --> 00:35:34.680]   So hopefully this is enough of an intro to say I think this is probably the most abused thing in the sloppy sales pitches that are often delivered on life insurance.
[00:35:34.680 --> 00:35:38.680]   But there is a technical truth here as to how the loan system works.
[00:35:38.680 --> 00:35:46.680]   Just recognize what it is. It's not magic. Loans are in advance of the death benefit. They're not magic.
[00:35:46.680 --> 00:35:56.680]   They have costs associated with them. There's an interest cost, but the amount of money is still receiving a crediting rate from the insurance company based upon the dividends.
[00:35:56.680 --> 00:35:59.680]   And you need to look at the actual policy to understand how that system works.
[00:35:59.680 --> 00:36:05.680]   Let's talk about what we call the non-forfeiture or the surrender options, all this fun insurance lingo.
[00:36:05.680 --> 00:36:16.680]   When you look at what the non-forfeiture options are – oh, sorry. One more thing on loans I need to mention before we go on.
[00:36:16.680 --> 00:36:28.680]   The state laws that govern life insurance companies permit the life insurance company to delay lending funds for up to six months after it is requested.
[00:36:28.680 --> 00:36:35.680]   This is put in place as a system of protection in case there is essentially a run on the life insurance companies.
[00:36:35.680 --> 00:36:52.680]   So it's a form of protection where if the policy owners say we want our money, we want our money, we want a bunch of loans, and that gets so fast to the point where the insurer is forced to liquidate other assets at high losses to satisfy those demands, they can defer that for up to six months.
[00:36:52.680 --> 00:36:54.680]   It's important to be aware of that.
[00:36:54.680 --> 00:37:11.680]   In practice, this doesn't generally happen because to do so, to delay giving funds, would be a sign that there's a major financial weakness in the portfolio of the company and the insurance company wishes to avoid that problem.
[00:37:11.680 --> 00:37:22.680]   So even when companies have been failing in the past – there have been a number of companies that have failed – most of them have not used that right to delay those loan disbursements.
[00:37:22.680 --> 00:37:28.680]   It did happen at time after the insurance commissioner seized control of the company and some of those companies.
[00:37:28.680 --> 00:37:31.680]   But it has happened. It does have historical precedence.
[00:37:31.680 --> 00:37:33.680]   So you need to be aware of that.
[00:37:33.680 --> 00:37:38.680]   So if you're constructing worst-case scenarios and you're saying, well, this one, I always have access to the money.
[00:37:38.680 --> 00:37:40.680]   Practically speaking, that is true.
[00:37:40.680 --> 00:37:43.680]   In most companies, you can have the money in 24 to 48 hours.
[00:37:43.680 --> 00:37:46.680]   It's relatively simple to get the money.
[00:37:46.680 --> 00:37:50.680]   But in a worst-case scenario, it may not be.
[00:37:50.680 --> 00:37:56.680]   You've got to always remember this with any type of investment or any type of financial transaction.
[00:37:56.680 --> 00:37:58.680]   There are two competing interests.
[00:37:58.680 --> 00:38:05.680]   There are your interests as the investor and then there's the portfolio manager's interest as the portfolio manager.
[00:38:05.680 --> 00:38:14.680]   So if you look at something like hedge funds, hedge funds often will limit your rights of withdrawal to certain periods of time and after a certain amount of time.
[00:38:14.680 --> 00:38:21.680]   This is what gives the portfolio manager the opportunity to know they can go ahead and make an investment based upon their time horizon.
[00:38:21.680 --> 00:38:29.680]   They need to be aware of how to manage their cash because they have a bunch of people pulling out cash and they've got to sell investments at a loss.
[00:38:29.680 --> 00:38:36.680]   They're in the same situation that you are in your life as when you are saying, well, I bought this house and it was a good deal.
[00:38:36.680 --> 00:38:40.680]   But I really need the cash to go and buy this car, so I'm going to sell the house for a loss.
[00:38:40.680 --> 00:38:41.680]   You try to avoid that.
[00:38:41.680 --> 00:38:49.680]   And so you need to be aware that that law exists, that the insurance company has the legal right to delay by up to six months.
[00:38:49.680 --> 00:38:53.680]   But it's usually not put into practice and planned accordingly.
[00:38:53.680 --> 00:38:56.680]   Now let's go on to non-forfeiture options.
[00:38:56.680 --> 00:39:01.680]   When you have cash values, you have an asset.
[00:39:01.680 --> 00:39:14.680]   And originally when the life insurance industry was developing, the supervisors of the industry wanted to preserve the rights of the policy owner.
[00:39:14.680 --> 00:39:19.680]   They wanted to reserve the equity that the policy owner had in that policy reserve.
[00:39:19.680 --> 00:39:21.680]   Think about this.
[00:39:21.680 --> 00:39:29.680]   If you had, say, a $100,000 life insurance policy and you've got $30,000 of cash values and then you cancel the policy, what if the insurance company keeps your money?
[00:39:29.680 --> 00:39:32.680]   Well, that would make you pretty upset.
[00:39:32.680 --> 00:39:41.680]   So these non-forfeiture options are mandated options that must be observed by the insurance company.
[00:39:41.680 --> 00:39:47.680]   And it gives various ways to make sure that the surrender value may be taken out of the money.
[00:39:47.680 --> 00:39:51.680]   And there are three of them.
[00:39:51.680 --> 00:39:57.680]   These three options are specifically for accessing the cash values of a policy.
[00:39:57.680 --> 00:40:00.680]   They are not for accessing the death benefit.
[00:40:00.680 --> 00:40:02.680]   That's a different set of options.
[00:40:02.680 --> 00:40:05.680]   Today we're just talking about cash values.
[00:40:05.680 --> 00:40:08.680]   But there are three of them, non-forfeiture or surrender options.
[00:40:08.680 --> 00:40:16.680]   When you surrender the policy, you can surrender the policy by law at any time in exchange for its cash value.
[00:40:16.680 --> 00:40:23.680]   If you say, "I want the policy," the insurance company will send you whatever the current stated cash value of the policy is.
[00:40:23.680 --> 00:40:30.680]   That terminates their obligation and they have no duty or responsibility to provide any further service to you.
[00:40:30.680 --> 00:40:35.680]   That can be useful if you need cash.
[00:40:35.680 --> 00:40:42.680]   I cashed out the same policy that I used for the engagement ring.
[00:40:42.680 --> 00:40:46.680]   I actually later cashed out that policy and canceled the contract.
[00:40:46.680 --> 00:40:48.680]   I had funded the policy heavily for a period of time.
[00:40:48.680 --> 00:40:52.680]   I had an investment opportunity that I believed would be a better use of the money than the contract.
[00:40:52.680 --> 00:40:54.680]   I hadn't perceived the investment opportunity.
[00:40:54.680 --> 00:40:56.680]   I canceled the policy.
[00:40:56.680 --> 00:40:59.680]   I took the cash value and I made the other investment.
[00:40:59.680 --> 00:41:06.680]   So that can be useful and you should always have that as an opportunity and as an option.
[00:41:06.680 --> 00:41:14.680]   I don't think any investment of any kind should be sacrosanct with the idea being, "Well, I'm never going to sell this one."
[00:41:14.680 --> 00:41:17.680]   Everything is for sale in my life.
[00:41:17.680 --> 00:41:18.680]   Well, not everything.
[00:41:18.680 --> 00:41:21.680]   Most financial things in my life are for sale.
[00:41:21.680 --> 00:41:24.680]   It's just a matter of at what price.
[00:41:24.680 --> 00:41:31.680]   There needs to be a compelling reason why you would get rid of a good investment for a better investment.
[00:41:31.680 --> 00:41:39.680]   But you should always remember that you can always take out the cash value of a whole life insurance contract and you can cancel the contract.
[00:41:39.680 --> 00:41:42.680]   What's the problem with doing that, however?
[00:41:42.680 --> 00:41:45.680]   Well, if you do that, you don't have the life insurance anymore.
[00:41:45.680 --> 00:41:51.680]   If you needed life insurance to protect your family in case you died, you got a problem.
[00:41:51.680 --> 00:41:59.680]   Generally, you're not able to reinstate the policy without special consideration by the insurance company.
[00:41:59.680 --> 00:42:03.680]   That special consideration will involve a medical exam.
[00:42:03.680 --> 00:42:15.680]   So don't cancel a life insurance policy without knowing what your plan is for replacing the amount of insurance.
[00:42:15.680 --> 00:42:25.680]   If your term life insurance policy has conversion privileges, you can at almost any time convert from term insurance to permanent insurance without any medical problems.
[00:42:25.680 --> 00:42:35.680]   But you can never convert from permanent insurance to term insurance without proving medical insurability and buying a new policy.
[00:42:35.680 --> 00:42:37.680]   You can never do that.
[00:42:37.680 --> 00:42:39.680]   Here's why so it will make sense to you.
[00:42:39.680 --> 00:42:48.680]   If you bought a whole life insurance policy 10 years ago and you've been paying, say, $5,000 a year for this policy, then all of a sudden you find out you've got terminal cancer.
[00:42:48.680 --> 00:42:53.680]   And you sit down and you look, "Wait a second. Term insurance isn't $5,000 a year. It's $500 a year."
[00:42:53.680 --> 00:42:58.680]   Well, let me just go ahead and convert from this $5,000 policy to the $500 policy.
[00:42:58.680 --> 00:43:03.680]   That would be very much in your best interest as the policy owner.
[00:43:03.680 --> 00:43:10.680]   That would be very much against the policy – the life insurance company's best interest as the policy issuer.
[00:43:10.680 --> 00:43:13.680]   But at any point in time, you can take the policy for the cash surrender value.
[00:43:13.680 --> 00:43:16.680]   Be careful because you're not going to get that policy back.
[00:43:16.680 --> 00:43:18.680]   And that's why we have the loan feature.
[00:43:18.680 --> 00:43:21.680]   And oftentimes, the loan feature of a policy can be the best source of funds.
[00:43:21.680 --> 00:43:28.680]   Because if you get to the point and you said, "Well, I bought the policy at 20 years old and now I'm 35 and I'm going to cash the policy out."
[00:43:28.680 --> 00:43:35.680]   Yeah, but if you go back and you apply for a policy at 38, now you've got to pay premiums at a 38-year-old rate instead of the 20-year-old rate.
[00:43:35.680 --> 00:43:40.680]   And that makes a big difference in the numbers of how life insurance policies work.
[00:43:40.680 --> 00:43:43.680]   The younger, the better.
[00:43:43.680 --> 00:43:47.680]   The other problem with the cash values is taking them as cash values.
[00:43:47.680 --> 00:43:49.680]   There will be tax results of it.
[00:43:49.680 --> 00:44:04.680]   And the way that that works when you cancel a policy and you take a distribution of the cash values, your amount of money that you've returned up to the amount of – the amount of money that comes to you up to the premiums that you've put into the policy is called your return of basis.
[00:44:04.680 --> 00:44:12.680]   And that money, as with every other investment, will be returned to – every other capital gains investment will be returned to you free of income tax.
[00:44:12.680 --> 00:44:17.680]   So if you've paid say $20,000 – you're going to take a $30,000 distribution from the policy.
[00:44:17.680 --> 00:44:19.680]   You're going to cancel the policy fully.
[00:44:19.680 --> 00:44:20.680]   Nothing else is enforced.
[00:44:20.680 --> 00:44:23.680]   Total premiums that you've paid account to $20,000.
[00:44:23.680 --> 00:44:34.680]   The $20,000 will be returned to you as a return of your tax basis, a return of your initial contribution, and there will be no income tax on the money because it's a return of your capital.
[00:44:34.680 --> 00:44:39.680]   The $10,000 will be taxed to you as ordinary income.
[00:44:39.680 --> 00:44:49.680]   So any gain on a life insurance policy that's returned to you in excess of the premiums paid is a return of ordinary income.
[00:44:49.680 --> 00:44:52.680]   Be aware of that.
[00:44:52.680 --> 00:45:01.680]   Next, the next surrender option or non-forfeiture option is called taking a reduced amount of paid up whole life insurance.
[00:45:01.680 --> 00:45:16.680]   So at any point in time, if you decide I don't want to pay for these premiums any longer, then you can just simply take a lower amount of insurance that doesn't have any payments due.
[00:45:16.680 --> 00:45:19.680]   So let's say you have a $100,000 policy.
[00:45:19.680 --> 00:45:21.680]   You realize, you know what?
[00:45:21.680 --> 00:45:23.680]   I don't really want to pay for this thing anymore.
[00:45:23.680 --> 00:45:28.680]   You can call up the insurance company at any time and ask them, "How much paid up life insurance would I have?"
[00:45:28.680 --> 00:45:32.680]   And they may say, "Well, you actually have $60,000 of life insurance here."
[00:45:32.680 --> 00:45:34.680]   You say, "Go ahead. I'll take the policy paid up."
[00:45:34.680 --> 00:45:37.680]   And you no longer pay any more premiums into the policy.
[00:45:37.680 --> 00:45:38.680]   It's now paid up.
[00:45:38.680 --> 00:45:40.680]   No premiums due.
[00:45:40.680 --> 00:45:44.680]   And you have the $60,000 of insurance in force forever.
[00:45:44.680 --> 00:45:47.680]   So that can be very, very useful.
[00:45:47.680 --> 00:45:56.680]   That's one of the most underappreciated ideas and useful features of whole life insurance.
[00:45:56.680 --> 00:45:59.680]   I've used that many times with people.
[00:45:59.680 --> 00:46:08.680]   And this is one of those which – I'll tell you, one of the ones that annoys me like crazy is when people cash out life insurance policies when they don't have an alternative use of the dollar.
[00:46:08.680 --> 00:46:14.680]   So they listen to somebody and says, "Well, you should just cancel your whole life insurance contract because it's a waste of money."
[00:46:14.680 --> 00:46:16.680]   "Okay. What should you do with it?"
[00:46:16.680 --> 00:46:19.680]   "Well, you should take the money and you should put it in your savings account."
[00:46:19.680 --> 00:46:22.680]   "Okay. Well, what's it earning there in the savings account?"
[00:46:22.680 --> 00:46:23.680]   "Well, nothing."
[00:46:23.680 --> 00:46:25.680]   "Wait a second. Why don't I do an actual analysis here?"
[00:46:25.680 --> 00:46:35.680]   And if somebody says, "Okay. I actually want to have the – I actually want to – I don't really have an alternative use of the dollar. I don't have a better investment for it."
[00:46:35.680 --> 00:46:41.680]   Then one of the options you should always be aware of is just take the policy paid up.
[00:46:41.680 --> 00:46:44.680]   All of your cash values will still be intact in the contract.
[00:46:44.680 --> 00:46:49.680]   Some or most of your death benefit will still be intact in the contract.
[00:46:49.680 --> 00:46:53.680]   And if you take the policy paid up, you can always cash it out in the future.
[00:46:53.680 --> 00:46:56.680]   So it's very important that you do it carefully.
[00:46:56.680 --> 00:47:02.680]   Even if you decide I don't want to pay for the policy anymore, don't necessarily run out and cash it out.
[00:47:02.680 --> 00:47:11.680]   When you sit down and calculate how well an insurance policy is doing, you need to take into account the age and the maturity of the policy.
[00:47:11.680 --> 00:47:20.680]   It's a very different thing to cancel a policy that you bought three months ago versus a policy that your dad bought for you when you're three and you're 43 now.
[00:47:20.680 --> 00:47:26.680]   And if there's one – I try to usually be pretty restrained.
[00:47:26.680 --> 00:47:32.680]   But if there's one thing that gets my blood boiling is when people do that and people give horrible financial advice.
[00:47:32.680 --> 00:47:35.680]   Well, just go willy-nilly and cancel your life insurance contracts.
[00:47:35.680 --> 00:47:38.680]   There may be a need. There may be a bad policy.
[00:47:38.680 --> 00:47:41.680]   But there are a lot of policies that are very well seasoned.
[00:47:41.680 --> 00:47:45.680]   And when you sit down and you say, "Okay. Let me understand what's going on in this contract.
[00:47:45.680 --> 00:47:47.680]   How is it actually doing?"
[00:47:47.680 --> 00:47:54.680]   Sometimes a 43-year-old policy that was poorly designed with a bad company is today a good use of the money.
[00:47:54.680 --> 00:47:56.680]   I wouldn't have recommended you bought it new.
[00:47:56.680 --> 00:47:59.680]   But maybe if it was done, it might today be a good use of the money.
[00:47:59.680 --> 00:48:02.680]   Remember that you can always take the policy paid up.
[00:48:02.680 --> 00:48:04.680]   That can be powerful.
[00:48:04.680 --> 00:48:09.680]   All whole life insurance policies can be taken paid up.
[00:48:09.680 --> 00:48:13.680]   Depending on how much money is in them, depending on how much the cash reserves are, et cetera,
[00:48:13.680 --> 00:48:18.680]   those numbers either might be worth doing or might not be worth doing.
[00:48:18.680 --> 00:48:30.680]   Next, the third non-forfeiture or the third surrender option that you have the choice of is to take the policy as what's called paid up term insurance.
[00:48:30.680 --> 00:48:36.680]   What paid up term insurance does is it gives an option where you take the original face amount of the policy.
[00:48:36.680 --> 00:48:39.680]   So let's say it's $100,000.
[00:48:39.680 --> 00:48:44.680]   You add any dividend additions to it or you decrease any indebtedness that's on the policy.
[00:48:44.680 --> 00:48:47.680]   You take the original amount. Let's just say it's $100,000.
[00:48:47.680 --> 00:49:01.680]   You take the cash values and you figure out how many months of term insurance can be bought with this current cash value applied as a single premium payment.
[00:49:01.680 --> 00:49:08.680]   So let's say that you look at it and say, "Well, I've got $10,000 of cash values and I've got a $100,000 policy.
[00:49:08.680 --> 00:49:14.680]   I've got this $10,000 of cash values. This would actually buy me 23 years of term life insurance."
[00:49:14.680 --> 00:49:26.680]   Well, you can take the cash values and you can apply it toward that term life insurance and you'll own the policy and it will be enforced for 23 years with no more premiums due.
[00:49:26.680 --> 00:49:35.680]   If you die in the 23 years, then the insurance company will pay the money and they'll pay for the death benefit.
[00:49:35.680 --> 00:49:39.680]   If you live longer than 23 years, they will have kept all the money.
[00:49:39.680 --> 00:49:43.680]   This can be a tremendous option, tremendous option.
[00:49:43.680 --> 00:49:54.680]   Now, the fact pattern doesn't usually exist in most family situations in that they bought a bunch of whole life insurance and all of a sudden now they need that same amount of term life insurance.
[00:49:54.680 --> 00:49:56.680]   Most people aren't in that situation.
[00:49:56.680 --> 00:50:02.680]   Usually, people that own whole life insurance policies, normal middle class income families, the policies are relatively small.
[00:50:02.680 --> 00:50:05.680]   And so it's not necessarily the biggest deal.
[00:50:05.680 --> 00:50:09.680]   But this can be a very, very useful option.
[00:50:09.680 --> 00:50:12.680]   And this is another one that bugs me when people don't talk about it.
[00:50:12.680 --> 00:50:19.680]   Don't just run down and cash out the policy because you're sick and you need the money and all of a sudden you find out, "Hey, hang on a second.
[00:50:19.680 --> 00:50:22.680]   I can't afford – or I'm not able to get any more insurance."
[00:50:22.680 --> 00:50:32.680]   You can always take the policy as paid up term and run the numbers on it, find the market and go out and calculate how much your options are and what your comparable cost is.
[00:50:32.680 --> 00:50:37.680]   And what you might find is this is the best deal in the world for you on term life insurance.
[00:50:37.680 --> 00:50:41.680]   Or you might find that you can get a better deal on term life insurance.
[00:50:41.680 --> 00:50:42.680]   Run the numbers.
[00:50:42.680 --> 00:50:48.680]   I don't know which is better, but you need to have this in the back of your mind as an option.
[00:50:48.680 --> 00:50:55.680]   If you want to cancel a whole life insurance contract, and that's not necessarily a bad thing, all financial products should have a use and a focus.
[00:50:55.680 --> 00:50:59.680]   And if your need or your use for the contract is over, take it.
[00:50:59.680 --> 00:51:04.680]   As insurance agents, we usually don't want you to, but we recognize that there's a need to spend money.
[00:51:04.680 --> 00:51:08.680]   There's no reason to have money spent over time.
[00:51:08.680 --> 00:51:10.680]   So there's a right balance there.
[00:51:10.680 --> 00:51:12.680]   But remember these non-forfeiture options.
[00:51:12.680 --> 00:51:14.680]   You could take the money out in cash value.
[00:51:14.680 --> 00:51:18.680]   You could take the money out as paid up whole life insurance.
[00:51:18.680 --> 00:51:21.680]   Or you can take the money out as a paid up term life insurance policy.
[00:51:21.680 --> 00:51:24.680]   Now there are a couple of additional options.
[00:51:24.680 --> 00:51:33.680]   One of the things that most policies and most companies will allow you to do is to take the cash values and take them as annuity payments.
[00:51:33.680 --> 00:51:38.680]   So usually this would be for the purpose of something like a retirement annuity.
[00:51:38.680 --> 00:51:43.680]   This may or may not be a good move.
[00:51:43.680 --> 00:51:54.680]   It can work very well, and I love it, as a source of retirement income in terms of you've got a bunch of money here and you want to go ahead and take the money.
[00:51:54.680 --> 00:51:58.680]   You can take an annuity at age 65 and take it for the rest of your life.
[00:51:58.680 --> 00:52:09.680]   The problem is that you still have – when you take that out, you deal with the annuity income taxation where there's what's called an exclusion ratio where a certain amount of the money is returned to you as a return of your basis.
[00:52:09.680 --> 00:52:13.680]   A certain amount of money is returned to you as your interest payments.
[00:52:13.680 --> 00:52:19.680]   And so depending on how it's structured, there's probably a better use of something like a retirement account.
[00:52:19.680 --> 00:52:21.680]   It's probably more efficient.
[00:52:21.680 --> 00:52:28.680]   But this can be a tremendous option, and it can be a tremendous way to really get a lot of value out of a whole life insurance policy.
[00:52:28.680 --> 00:52:37.680]   Depending on annuity rates – and this is where you've got to check and you find out what's the annuity rate that the insurance company will pay me, what's the annuity rate that I can buy with another insurance company.
[00:52:37.680 --> 00:52:39.680]   You just run the numbers and compare the annuity rates.
[00:52:39.680 --> 00:52:42.680]   But it can be a tremendous use of a life insurance policy.
[00:52:42.680 --> 00:52:57.680]   And that's one of the things when you go through a life insurance presentation, an actual presentation, kind of a sales presentation, having this retirement income is a tremendously valuable scenario.
[00:52:57.680 --> 00:53:07.680]   Obviously, this means not using the death payment because you're giving it up and you're using the income out as well.
[00:53:07.680 --> 00:53:12.680]   But it can be a tremendous source of flexibility, and it can be tremendously useful.
[00:53:12.680 --> 00:53:18.680]   If the need for the death benefit has reduced, you can turn the money into an annuity income and a retirement income.
[00:53:18.680 --> 00:53:23.680]   We'll get to annuities as the fifth part of life insurance, the fifth type of life insurance.
[00:53:23.680 --> 00:53:27.680]   But there's a lot of bad press around annuities.
[00:53:27.680 --> 00:53:29.680]   Much of it is well-deserved.
[00:53:29.680 --> 00:53:32.680]   But here's the key that I just want to emphasize whenever you hear the word "annuity."
[00:53:32.680 --> 00:53:36.680]   Don't, like some people say, get scared when you hear the word "annuity."
[00:53:36.680 --> 00:53:46.680]   All the word "annuity" means is a stream of payments for a period of time, either for a fixed period of time or, more commonly, for your entire lifetime.
[00:53:46.680 --> 00:53:48.680]   That's all an annuity means.
[00:53:48.680 --> 00:53:51.680]   So all of us already have a number of annuities.
[00:53:51.680 --> 00:53:54.680]   We all have an annuity called Social Security.
[00:53:54.680 --> 00:53:57.680]   That's an annuity payment.
[00:53:57.680 --> 00:54:00.680]   Many of us will receive annuity payments for the sale of an asset.
[00:54:00.680 --> 00:54:03.680]   You sell a business and you receive a series of payments over 10 years.
[00:54:03.680 --> 00:54:05.680]   That's an annuity payment.
[00:54:05.680 --> 00:54:09.680]   So all annuity means is an annualized or a regular period of payment.
[00:54:09.680 --> 00:54:16.680]   And specifically, the reason it's a type of life insurance payment is because an annuity can be made to last for your entire lifetime.
[00:54:16.680 --> 00:54:18.680]   Social Security is an annuity payment.
[00:54:18.680 --> 00:54:21.680]   There's nothing wrong with annuities.
[00:54:21.680 --> 00:54:24.680]   There are just some really bad annuity products.
[00:54:24.680 --> 00:54:25.680]   So just hopefully that will help you.
[00:54:25.680 --> 00:54:32.680]   Don't do like some people do where they feel intimidated by the word "annuity" and when I say, "Well, you're going to get a period of annuity payments," "Oh, wait a second.
[00:54:32.680 --> 00:54:33.680]   Hold on. There's a problem."
[00:54:33.680 --> 00:54:34.680]   No, it's not.
[00:54:34.680 --> 00:54:37.680]   It's just a period of income payments coming in for your lifetime.
[00:54:37.680 --> 00:54:39.680]   I'm going to collect all the annuity payments I can get.
[00:54:39.680 --> 00:54:41.680]   That's my plan.
[00:54:41.680 --> 00:54:47.680]   Next, some life insurance policies, some whole life insurance policies do have rights of conversion.
[00:54:47.680 --> 00:54:49.680]   This may or may not be written in the contract.
[00:54:49.680 --> 00:54:52.680]   It may or may not be negotiated directly with the insurance company.
[00:54:52.680 --> 00:55:02.680]   But if you want to have an insurance policy and you want to make some kind of changes with it, remember that you can often use this right of conversion.
[00:55:02.680 --> 00:55:11.680]   Generally, this right of conversion will not ever allow you to go from a higher premium insurance policy to a lower premium insurance policy.
[00:55:11.680 --> 00:55:17.680]   So the idea here is that it's not – that puts the insurance company on risk.
[00:55:17.680 --> 00:55:22.680]   Wait a second. You got cancer, so you're trying to go from this $10,000 a year policy to this $2,000 a year policy.
[00:55:22.680 --> 00:55:24.680]   Uh-uh. We want to see a medical exam.
[00:55:24.680 --> 00:55:27.680]   They may let you do it, but they need to see a medical exam.
[00:55:27.680 --> 00:55:28.680]   Maybe.
[00:55:28.680 --> 00:55:37.680]   But on the flip side, if you were paying $2,000 a year and you wanted to go from the $2,000 a year to the $10,000 a year, you often can do that conversion.
[00:55:37.680 --> 00:55:48.680]   This can be useful to you as a planning tool and it should always be useful to you when you're looking at your life insurance policies, your portfolio of policies and trying to figure out if you should make any changes.
[00:55:48.680 --> 00:55:56.680]   If you have an old life insurance contract with an old life insurance company, investigate the idea of making a change to that contract.
[00:55:56.680 --> 00:56:03.680]   If you're trying to go from an ordinary life contract to a limited payment life contract, which we're getting to in just a moment, investigate that.
[00:56:03.680 --> 00:56:10.680]   And there can be reasons for doing that to pay it off more quickly, get more premiums into the policy, but that will often be better than incepting a new policy.
[00:56:10.680 --> 00:56:17.680]   A new policy comes at an older rate, older age, comes with a new set of commissions, which comes fees out of the policy.
