
[00:00:00.000 --> 00:00:05.200]   [BLANK_AUDIO]
[00:19:00.920 --> 00:19:02.280]   of what is really in that image,
[00:19:02.280 --> 00:19:04.040]   which you can then pump into your system
[00:19:04.040 --> 00:19:05.240]   as we'll see later.
[00:19:05.240 --> 00:19:07.920]   And so then how you encode the information
[00:19:07.920 --> 00:19:09.640]   that is in these little bounding boxes
[00:19:09.640 --> 00:19:12.480]   or actually in the image itself in general,
[00:19:12.480 --> 00:19:14.680]   we just use a standard conf net for that.
[00:19:14.680 --> 00:19:18.680]   And so this probably feels like super obvious now,
[00:19:18.680 --> 00:19:22.040]   but in 2014, when people were starting to discover this,
[00:19:22.040 --> 00:19:25.120]   it was really very surprising that you could just use
[00:19:25.120 --> 00:19:27.080]   off the shelf conf net features
[00:19:27.080 --> 00:19:30.160]   to really replace the entire computer vision pipeline.
[00:19:30.160 --> 00:19:32.600]   So people used to do all of this very fancy,
[00:19:32.600 --> 00:19:34.680]   sophisticated stuff and people, you know,
[00:19:34.680 --> 00:19:36.600]   spend decades on trying to refine this.
[00:19:36.600 --> 00:19:39.440]   And then it was all thrown away and replaced by a conf net
[00:19:39.440 --> 00:19:41.920]   that does all of that stuff for free.
[00:19:41.920 --> 00:19:44.840]   And so the cool thing you get there is that you can transfer
[00:19:44.840 --> 00:19:46.760]   very easily across different tasks.
[00:19:46.760 --> 00:19:49.000]   So you can have a very generic conf net
[00:19:49.000 --> 00:19:52.320]   and then use it to all kinds of very specialized things
[00:19:52.320 --> 00:19:55.880]   like spotting buildings in Paris, for example,
[00:19:55.880 --> 00:19:57.720]   or flowers or other stuff.
[00:19:57.720 --> 00:20:01.840]   And then of course, in the age of transformers,
[00:20:01.840 --> 00:20:03.120]   how far are we?
[00:20:03.120 --> 00:20:04.200]   We're already quite a while in.
[00:20:04.200 --> 00:20:06.240]   This is only the first transformer actually
[00:20:06.240 --> 00:20:07.320]   in the slide deck.
[00:20:07.320 --> 00:20:10.720]   So, you know, we're making good progress.
[00:20:10.720 --> 00:20:13.760]   So vision transformers are what we would use these days
[00:20:13.760 --> 00:20:17.320]   to encode the images where you have these flattened patches
[00:20:17.320 --> 00:20:20.520]   and then you would do kind of the standard
[00:20:20.520 --> 00:20:22.880]   birth architecture maybe as you would know it
[00:20:22.880 --> 00:20:25.240]   from this course, and then you do classification, right?
[00:20:25.240 --> 00:20:27.200]   So this is all like a standard transformer,
[00:20:27.200 --> 00:20:29.240]   everything's standard, except now your input here
[00:20:29.240 --> 00:20:32.840]   is not words or tokens, it's patches of an image
[00:20:32.840 --> 00:20:34.240]   and then you classify that.
[00:20:34.240 --> 00:20:37.960]   All right, so then we have a bunch of features
[00:20:37.960 --> 00:20:40.120]   and now how do we combine the information, right?
[00:20:40.120 --> 00:20:43.000]   So let's say we have two vectors, U and V.
[00:20:43.000 --> 00:20:45.120]   So, you know, it sounds easy, right?
[00:20:45.120 --> 00:20:47.480]   To how we could combine them.
[00:20:47.480 --> 00:20:49.040]   It turns out that there are actually
[00:20:49.040 --> 00:20:50.520]   very many ways to combine them.
[00:20:50.520 --> 00:20:52.960]   So I don't think it's really useful to go over
[00:20:52.960 --> 00:20:55.200]   all the different ways here,
[00:20:55.200 --> 00:20:56.720]   but you can do very simple things, right?
[00:20:56.720 --> 00:20:59.240]   So obviously like inner product or similarity
[00:20:59.240 --> 00:21:01.600]   is what you would use if you want to do cross-modal things.
[00:21:01.600 --> 00:21:04.840]   So if you want to embed things in the same vector space,
[00:21:04.840 --> 00:21:08.440]   but you can do sort of fancier projections on top
[00:21:08.440 --> 00:21:11.640]   or different combinations that are kind of linear
[00:21:11.640 --> 00:21:13.520]   or you can do multiplicative things
[00:21:13.520 --> 00:21:16.280]   where you multiply the components element-wise
[00:21:16.280 --> 00:21:18.680]   or you do some sort of gating over the different features.
[00:21:18.680 --> 00:21:22.320]   You can do attention, you can do fancier bilinear things,
[00:21:22.320 --> 00:21:25.240]   you can do very fancy compact bilinear things.
[00:21:25.240 --> 00:21:27.280]   So there's really a wealth of literature
[00:21:27.280 --> 00:21:28.720]   kind of on all the different ways
[00:21:28.720 --> 00:21:30.560]   you can combine two vectors.
[00:21:30.560 --> 00:21:33.760]   And so this is called multimodal fusion
[00:21:33.760 --> 00:21:36.040]   and most of the literature on multimodality
[00:21:36.040 --> 00:21:37.840]   is essentially about this question,
[00:21:37.840 --> 00:21:39.680]   what is the best way to do fusion?
[00:21:39.680 --> 00:21:40.520]   And that's it.
[00:21:42.160 --> 00:21:44.200]   So I think within that discussion
[00:21:44.200 --> 00:21:45.600]   is maybe useful to distinguish
[00:21:45.600 --> 00:21:47.800]   between different levels of fusion.
[00:21:47.800 --> 00:21:49.680]   So you can do it very early
[00:21:49.680 --> 00:21:51.200]   where basically you make sure
[00:21:51.200 --> 00:21:52.440]   you have the different features
[00:21:52.440 --> 00:21:54.280]   and then you just kind of,
[00:21:54.280 --> 00:21:56.480]   in the sort of modern sense of attention,
[00:21:56.480 --> 00:21:57.800]   you would attend to everything
[00:21:57.800 --> 00:21:59.960]   in all the features from the beginning.
[00:21:59.960 --> 00:22:03.200]   You can first treat them separately and then combine them
[00:22:03.200 --> 00:22:05.280]   or you can treat them as completely separate
[00:22:05.280 --> 00:22:08.040]   and then you only combine the final scores, right?
[00:22:08.040 --> 00:22:11.440]   And so that's kind of what we would call early fusion
[00:22:11.440 --> 00:22:13.120]   and then sort of my invention
[00:22:13.120 --> 00:22:14.520]   for calling the middle part
[00:22:14.520 --> 00:22:15.760]   would be sort of middle fusion
[00:22:15.760 --> 00:22:17.640]   and then you have late fusion
[00:22:17.640 --> 00:22:20.560]   where you really just combine the scores or the logits
[00:22:20.560 --> 00:22:22.640]   but you don't really have any interaction
[00:22:22.640 --> 00:22:25.520]   between the information from the different modalities.
[00:22:25.520 --> 00:22:30.520]   So you could do really fun stuff with multimodal fusion.
[00:22:30.520 --> 00:22:34.120]   So this is a paper I really like film
[00:22:34.120 --> 00:22:38.800]   where you have this sort of very special feature map,
[00:22:40.000 --> 00:22:42.720]   this sort of F here and it gets modulated
[00:22:42.720 --> 00:22:44.840]   by a multiplicative factor.
[00:22:44.840 --> 00:22:48.120]   So this gamma and an additive sort of bias vector,
[00:22:48.120 --> 00:22:50.560]   this beta and you have a different one
[00:22:50.560 --> 00:22:52.400]   for every layer of a ResNet
[00:22:52.400 --> 00:22:54.560]   that is conditioned on some encoding
[00:22:54.560 --> 00:22:56.280]   of the thing you're after.
[00:22:56.280 --> 00:22:58.640]   So in this case, are there more cubes than yellow things?
[00:22:58.640 --> 00:23:01.320]   So we have some vector representation for that
[00:23:01.320 --> 00:23:03.000]   and we use that vector representation
[00:23:03.000 --> 00:23:05.200]   to modulate the ResNet blocks
[00:23:05.200 --> 00:23:07.440]   at every layer of the conf net.
[00:23:08.480 --> 00:23:10.880]   So you can really do very fun things
[00:23:10.880 --> 00:23:12.800]   where you're sort of modulating one network
[00:23:12.800 --> 00:23:15.880]   with the other one and really try to have them learn
[00:23:15.880 --> 00:23:17.400]   as much as possible from that.
[00:23:17.400 --> 00:23:22.240]   All right, so let's talk about late fusion then.
[00:23:22.240 --> 00:23:26.520]   So late fusion is what we would now call contrastive models
[00:23:26.520 --> 00:23:29.600]   but the basic idea is that we have this similarity score.
[00:23:29.600 --> 00:23:31.000]   So we have the two kind of,
[00:23:31.000 --> 00:23:33.360]   we process the modalities completely independently
[00:23:33.360 --> 00:23:35.960]   and then at the very end, we do some combination.
[00:23:35.960 --> 00:23:40.480]   And the most famous instance of that these days is CLIP.
[00:23:40.480 --> 00:23:41.640]   So who's heard of CLIP?
[00:23:41.640 --> 00:23:47.840]   Okay, so CLIP from OpenAI.
[00:23:47.840 --> 00:23:51.280]   So it's again, exactly the same contrastive loss
[00:23:51.280 --> 00:23:54.200]   that we've seen in all these early approaches.
[00:23:54.200 --> 00:23:58.320]   It does kind of negative sampling, but then in batch.
[00:23:58.320 --> 00:23:59.520]   So you just have a batch,
[00:23:59.520 --> 00:24:01.400]   you have two things that are aligned, right?
[00:24:01.400 --> 00:24:03.560]   So like this, the first piece of text
[00:24:03.560 --> 00:24:05.120]   and the first image, they are aligned.
[00:24:05.120 --> 00:24:06.960]   So this is the right answer.
[00:24:06.960 --> 00:24:09.680]   And I just wanna make sure that I rank this thing higher
[00:24:09.680 --> 00:24:12.080]   than all the alternatives, right?
[00:24:12.080 --> 00:24:14.080]   And I wanna make sure I rank this thing higher
[00:24:14.080 --> 00:24:15.400]   than all the alternatives.
[00:24:15.400 --> 00:24:18.280]   So it's a very, very simple idea.
[00:24:18.280 --> 00:24:20.920]   Really, nothing special about this architecture
[00:24:20.920 --> 00:24:22.480]   that was sort of invented here,
[00:24:22.480 --> 00:24:25.840]   but what made this thing so cool was first of all,
[00:24:25.840 --> 00:24:28.360]   it was transformers and it was transformers all the way.
[00:24:28.360 --> 00:24:30.360]   So your text encoder would be a transformer
[00:24:30.360 --> 00:24:33.640]   and your image encoder would be a VIT image encoder.
[00:24:33.640 --> 00:24:35.880]   So also a transformer.
[00:24:35.880 --> 00:24:39.400]   And it was trained on lots and lots of web data.
[00:24:39.400 --> 00:24:41.600]   So Alec Radford is really a genius
[00:24:41.600 --> 00:24:44.440]   at creating very high quality datasets.
[00:24:44.440 --> 00:24:47.720]   And he created, I think 300 million image text pairs
[00:24:47.720 --> 00:24:50.520]   for this dataset, trained a bigger model on it
[00:24:50.520 --> 00:24:52.760]   than people used to do.
[00:24:52.760 --> 00:24:55.640]   And then we got this amazing model out of it.
[00:24:55.640 --> 00:25:00.200]   And so moving away from the words there
[00:25:00.200 --> 00:25:03.280]   to the sort of texts that you would see on the internet.
[00:25:03.280 --> 00:25:05.840]   So the caption for an image on the web,
[00:25:05.840 --> 00:25:07.640]   it's not gonna say dog or cat.
[00:25:07.640 --> 00:25:10.720]   It's gonna say a photo of a cat doing something, something.
[00:25:10.720 --> 00:25:14.800]   So that means that you can do kind of zero shot
[00:25:14.800 --> 00:25:17.760]   label predictions where you have a photo of the,
[00:25:17.760 --> 00:25:21.560]   and then you need to figure out what the right label
[00:25:21.560 --> 00:25:24.600]   is for a given image using this kind of prompt.
[00:25:24.600 --> 00:25:26.880]   So the thing, you probably all know
[00:25:26.880 --> 00:25:28.520]   about prompting large language models.
[00:25:28.520 --> 00:25:30.880]   And so you can prompt vision and language models
[00:25:30.880 --> 00:25:34.720]   in very much the same way and do zero shot generalization.
[00:25:34.720 --> 00:25:38.160]   So if you want to read a really good paper,
[00:25:38.160 --> 00:25:39.800]   I would recommend that you read this paper.
[00:25:39.800 --> 00:25:41.320]   This is really one that's gonna teach you
[00:25:41.320 --> 00:25:42.800]   how to write really good papers.
[00:25:42.800 --> 00:25:45.920]   It's thorough, it's really worth a very close read,
[00:25:45.920 --> 00:25:48.240]   I think, if you're interested in this field.
[00:25:48.240 --> 00:25:51.240]   And so I think when it came out,
[00:25:51.240 --> 00:25:53.280]   actually on ImageNet itself,
[00:25:53.280 --> 00:25:55.640]   it didn't really outperform ResNet.
[00:25:55.640 --> 00:25:57.920]   So you might think, oh yeah,
[00:25:57.920 --> 00:25:59.960]   actually it's not all that special.
[00:25:59.960 --> 00:26:02.400]   But what really made it special was that it generalized
[00:26:02.400 --> 00:26:04.680]   much better to these other datasets, right?
[00:26:04.680 --> 00:26:08.080]   So this ResNet thing here is pretty terrible
[00:26:08.080 --> 00:26:11.440]   at some of these adversarial versions of ImageNet,
[00:26:11.440 --> 00:26:13.160]   and Clip is super robust to that.
[00:26:13.160 --> 00:26:16.120]   So it's just a way better image encoder in general.
[00:26:16.120 --> 00:26:19.960]   So very quickly after Clip,
[00:26:19.960 --> 00:26:23.880]   there was this paper from Google using Align,
[00:26:23.880 --> 00:26:27.560]   which was basically exactly the same idea.
[00:26:27.560 --> 00:26:29.880]   The field is not really that creative at all
[00:26:29.880 --> 00:26:30.840]   as like the same idea,
[00:26:30.840 --> 00:26:32.840]   but then you just keep like throwing more data
[00:26:32.840 --> 00:26:35.640]   and more compute at it, and it often works much better.
[00:26:35.640 --> 00:26:38.120]   So that's what they found here too.
[00:26:38.120 --> 00:26:41.120]   1.8 billion image taxpayers instead of 300 million
[00:26:41.120 --> 00:26:43.120]   gives you a better model.
[00:26:43.120 --> 00:26:43.960]   Surprise.
[00:26:43.960 --> 00:26:47.360]   But so still very cool.
[00:26:47.360 --> 00:26:49.440]   And what is really cool, I think,
[00:26:49.440 --> 00:26:51.800]   is that there's this organization called Lion,
[00:26:51.800 --> 00:26:56.680]   where they've started this open source collective
[00:26:56.680 --> 00:26:59.280]   to create really high quality datasets.
[00:26:59.280 --> 00:27:04.280]   And so the Lion, the initial dataset was,
[00:27:04.280 --> 00:27:06.880]   how many examples in the initial Lion?
[00:27:06.880 --> 00:27:08.840]   - 400. - 400 million.
[00:27:08.840 --> 00:27:10.440]   He knows, I know that he knows.
[00:27:10.440 --> 00:27:11.280]   (audience laughing)
[00:27:11.280 --> 00:27:14.920]   And so now there's a much bigger version of Lion
[00:27:14.920 --> 00:27:18.080]   that's even multilingual and it has 5 billion examples.
[00:27:18.080 --> 00:27:21.600]   So stable diffusion was trained on sort of the image,
[00:27:21.600 --> 00:27:23.760]   the English subset of this thing.
[00:27:23.760 --> 00:27:26.200]   And that's one of the reasons that it's so awesome,
[00:27:26.200 --> 00:27:29.160]   it's because it's just seen a ton of data.
[00:27:29.160 --> 00:27:31.360]   And that really makes your system a lot better.
[00:27:31.360 --> 00:27:34.000]   So if you're looking for like the ultimate dataset
[00:27:34.000 --> 00:27:37.240]   to play around with your own ideas,
[00:27:37.240 --> 00:27:38.840]   if you have enough compute, obviously,
[00:27:38.840 --> 00:27:41.360]   then you should really look at this dataset.
[00:27:41.360 --> 00:27:46.480]   All right, any questions about up until this point?
[00:27:46.480 --> 00:27:51.840]   No, all right.
[00:27:51.840 --> 00:27:56.000]   So then we'll move on from late fusion
[00:27:56.000 --> 00:27:59.640]   to kind of middle fusion, early fusion.
[00:27:59.640 --> 00:28:01.680]   And this really is kind of the core
[00:28:01.680 --> 00:28:04.520]   of what I think a lot of people in the field right now,
[00:28:04.520 --> 00:28:06.080]   or if you're interested in getting in this field,
[00:28:06.080 --> 00:28:07.840]   or if you're going to go into industry
[00:28:07.840 --> 00:28:09.760]   and you're gonna be using this stuff,
[00:28:09.760 --> 00:28:12.320]   like this is what you should really understand.
[00:28:12.320 --> 00:28:16.440]   And again, like the ideas sort of stack onto each other.
[00:28:16.440 --> 00:28:18.840]   So I've kind of sequenced the slides
[00:28:18.840 --> 00:28:21.240]   to give you an idea sort of how the scientists
[00:28:21.240 --> 00:28:23.440]   kind of came up with the next step.
[00:28:23.440 --> 00:28:25.080]   And you can really see the architecture
[00:28:25.080 --> 00:28:27.160]   just get slightly more and more advanced,
[00:28:27.160 --> 00:28:28.960]   but basically a lot of it is just more data
[00:28:28.960 --> 00:28:30.640]   and more compute again.
[00:28:30.640 --> 00:28:35.720]   So who knows how BERT works?
[00:28:35.720 --> 00:28:39.160]   (audience laughing)
[00:28:39.160 --> 00:28:41.560]   Everybody should raise their hand now in this.
[00:28:41.560 --> 00:28:46.560]   So yeah, so BERT is kind of so canonical.
[00:28:46.560 --> 00:28:48.720]   I think everybody kind of gets how BERT works, right?
[00:28:48.720 --> 00:28:51.840]   So I don't think we need a real refresher,
[00:28:51.840 --> 00:28:53.920]   but I think you can think.
[00:28:53.920 --> 00:28:55.800]   And so the reason I have to slide is
[00:28:55.800 --> 00:28:59.800]   because I want you to think about if you have a BERT model
[00:28:59.800 --> 00:29:01.720]   and you have a bunch of images,
[00:29:01.720 --> 00:29:03.600]   how are you going to turn that BERT model
[00:29:03.600 --> 00:29:05.080]   into something multimodal?
[00:29:05.080 --> 00:29:09.400]   Right, so there are a bunch of like obvious things
[00:29:09.400 --> 00:29:11.880]   you could do given the kind of features I told you about
[00:29:11.880 --> 00:29:13.240]   in the sort of fusion process.
[00:29:13.240 --> 00:29:15.400]   So how are you gonna do that?
[00:29:15.400 --> 00:29:19.480]   Does anybody wanna like say something?
[00:29:19.480 --> 00:29:24.240]   (audience member speaking indistinctly)
[00:29:24.240 --> 00:29:25.880]   - Like if you're doing classification,
[00:29:25.880 --> 00:29:28.600]   you can take the CLS token from BERT
[00:29:28.600 --> 00:29:31.440]   and then just concatenate it to whatever encoder,
[00:29:31.440 --> 00:29:33.840]   like maybe an ANN or whatever you're training
[00:29:33.840 --> 00:29:37.200]   on the data concatenated and then train.
[00:29:37.200 --> 00:29:38.160]   - Okay, exactly, yeah.
[00:29:38.160 --> 00:29:41.160]   So you can take the ConfNet features
[00:29:41.160 --> 00:29:43.800]   and classify your token from BERT, concatenate them,
[00:29:43.800 --> 00:29:47.400]   and then classify for like a cat or something like that
[00:29:47.400 --> 00:29:50.040]   or whatever the thing is you're interested in, yeah.
[00:29:50.040 --> 00:29:51.240]   Yeah, so that's one thing.
[00:29:51.240 --> 00:29:53.560]   You could also like take the ConfNet features
[00:29:53.560 --> 00:29:55.920]   and like give them to the BERT model
[00:29:55.920 --> 00:29:58.080]   in lots of different ways, right?
[00:29:58.080 --> 00:29:59.520]   We can use the region features.
[00:29:59.520 --> 00:30:04.080]   So I think a lot of people when BERT came out
[00:30:04.080 --> 00:30:06.640]   who were working in vision and language processing
[00:30:06.640 --> 00:30:08.040]   were thinking exactly about, okay,
[00:30:08.040 --> 00:30:10.120]   so do we do like middle fusion, late fusion?
[00:30:10.120 --> 00:30:11.160]   Do we do early fusion?
[00:30:11.160 --> 00:30:13.440]   How do we do the fusion?
[00:30:13.440 --> 00:30:16.680]   And so there were a lot of papers all coming out
[00:30:16.680 --> 00:30:18.120]   basically at around the same time
[00:30:18.120 --> 00:30:21.120]   where people were doing versions of this.
[00:30:21.120 --> 00:30:23.040]   So BERT was really kind of the innovation
[00:30:23.040 --> 00:30:25.120]   and then everybody sort of just plugged it
[00:30:25.120 --> 00:30:27.440]   into their own thing because of Hugging Face Transformers
[00:30:27.440 --> 00:30:28.320]   and things like that.
[00:30:28.320 --> 00:30:33.320]   So the first thing is Visual BERT.
[00:30:33.320 --> 00:30:34.760]   This was one of the very early ones
[00:30:34.760 --> 00:30:36.240]   where you have this image
[00:30:36.240 --> 00:30:39.600]   and people would do object detection on this.
[00:30:39.600 --> 00:30:41.720]   So you get like a hat and a racket and a shirt
[00:30:41.720 --> 00:30:42.800]   and things like that.
[00:30:42.800 --> 00:30:45.200]   So you can just really take these features
[00:30:45.200 --> 00:30:49.080]   and then plug them into your transformer model
[00:30:49.080 --> 00:30:52.720]   and then you try to like recover the features.
[00:30:52.720 --> 00:30:54.440]   And so this really is probably
[00:30:54.440 --> 00:30:56.400]   like the simplest way to do it, right?
[00:30:56.400 --> 00:31:00.920]   And so this is what we call a single stream architecture
[00:31:00.920 --> 00:31:03.560]   where you have all of these kind of concatenating
[00:31:03.560 --> 00:31:05.000]   the original input features
[00:31:05.000 --> 00:31:07.960]   and then putting them through the same transformer.
[00:31:07.960 --> 00:31:08.960]   What you can also do,
[00:31:08.960 --> 00:31:12.320]   and that's something that this model called VILBERT did
[00:31:12.320 --> 00:31:14.640]   is where you have two different streams.
[00:31:14.640 --> 00:31:18.240]   So you essentially have these two parallel transformers
[00:31:18.240 --> 00:31:19.880]   but at every layer,
[00:31:19.880 --> 00:31:23.120]   you kind of give them cross attention, right?
[00:31:23.120 --> 00:31:24.920]   So, or co-attention as they call it,
[00:31:24.920 --> 00:31:25.760]   but it's basically like,
[00:31:25.760 --> 00:31:28.040]   so you just make sure you have an attention map
[00:31:28.040 --> 00:31:28.880]   that spans both
[00:31:28.880 --> 00:31:31.880]   and then you just do your full normal transformer layer
[00:31:31.880 --> 00:31:33.120]   again.
[00:31:33.120 --> 00:31:35.280]   And then, so this you can train
[00:31:35.280 --> 00:31:37.120]   just like your regular BERT, right?
[00:31:37.120 --> 00:31:40.960]   So you have your masked model,
[00:31:40.960 --> 00:31:42.120]   masked language model here
[00:31:42.120 --> 00:31:44.480]   and here you do sort of some equivalent of that
[00:31:44.480 --> 00:31:47.320]   and then you also have your next sentence prediction
[00:31:47.320 --> 00:31:50.120]   which you probably remember from your BERT lecture.
[00:31:50.120 --> 00:31:52.560]   But instead here we're saying, okay,
[00:31:52.560 --> 00:31:55.600]   is this image aligned with this piece of text or not?
[00:31:55.600 --> 00:31:58.240]   There's also LexMERT.
[00:31:58.240 --> 00:32:00.000]   I mean, there I could go on forever.
[00:32:00.000 --> 00:32:02.040]   There are like a hundred papers that came out
[00:32:02.040 --> 00:32:03.680]   that did this all at the same time.
[00:32:03.680 --> 00:32:07.000]   So LexMERT had a different cross-modal output encoder,
[00:32:07.000 --> 00:32:08.800]   a bunch of different ways
[00:32:08.800 --> 00:32:10.920]   of encoding the positional information, right?
[00:32:10.920 --> 00:32:11.760]   So you could say, okay,
[00:32:11.760 --> 00:32:14.160]   I just have a bunch of bounding boxes that are featurized
[00:32:14.160 --> 00:32:16.640]   but I don't care about where they are in the image.
[00:32:16.640 --> 00:32:17.800]   So it's just kind of like a,
[00:32:17.800 --> 00:32:20.640]   just a bag of bounding boxes.
[00:32:20.640 --> 00:32:22.000]   Or you could say, I found it here.
[00:32:22.000 --> 00:32:23.880]   Like this is the particular like top left
[00:32:23.880 --> 00:32:25.600]   and bottom right coordinate.
[00:32:25.600 --> 00:32:28.200]   And that's what you featurize into your network.
[00:32:28.200 --> 00:32:32.960]   You can also do something even dumber.
[00:32:32.960 --> 00:32:35.160]   And I can say that because this is my paper.
[00:32:35.160 --> 00:32:38.920]   Where you just take the image itself,
[00:32:38.920 --> 00:32:40.840]   you put it through a ResNet
[00:32:40.840 --> 00:32:42.960]   and then you do a little bit of pooling
[00:32:42.960 --> 00:32:44.640]   on the final feature maps
[00:32:44.640 --> 00:32:47.280]   and you just give those feature maps to BERT.
[00:32:47.280 --> 00:32:50.120]   And so you then need to distinguish
[00:32:50.120 --> 00:32:52.640]   between like your text segment embeddings, right?
[00:32:52.640 --> 00:32:56.480]   And your vision segment embeddings.
[00:32:56.480 --> 00:32:58.920]   But so this actually works surprisingly well.
[00:32:58.920 --> 00:33:02.160]   You don't have to do any additional training.
[00:33:02.160 --> 00:33:03.880]   You can just take BERT out of the box.
[00:33:03.880 --> 00:33:05.040]   Initially you freeze it.
[00:33:05.040 --> 00:33:07.680]   You learn to project into BERT token space.
[00:33:07.680 --> 00:33:09.480]   Then you unfreeze your ResNet
[00:33:09.480 --> 00:33:11.640]   and then finally you unfreeze your BERT.
[00:33:11.640 --> 00:33:13.920]   And now you have a very good multimodal classifier
[00:33:13.920 --> 00:33:15.400]   on the problem you care about.
[00:33:15.400 --> 00:33:17.520]   So a lot of these other papers,
[00:33:17.520 --> 00:33:19.840]   they're doing what they call multimodal pre-training
[00:33:19.840 --> 00:33:22.320]   where first you have a BERT model and a ResNet.
[00:33:22.320 --> 00:33:24.480]   So they're kind of unimodally pre-trained
[00:33:24.480 --> 00:33:25.880]   and then you cobble them together
[00:33:25.880 --> 00:33:28.000]   and then you have a multimodal
[00:33:28.000 --> 00:33:29.960]   sort of intermediary pre-training step
[00:33:29.960 --> 00:33:32.920]   before you fine tune it on the problem you care about.
[00:33:32.920 --> 00:33:35.000]   And what we showed here is that you don't really need that
[00:33:35.000 --> 00:33:36.440]   actually in many cases.
[00:33:36.440 --> 00:33:38.400]   So it's a very strong baseline.
[00:33:39.760 --> 00:33:42.880]   You can also go to the pixel level completely.
[00:33:42.880 --> 00:33:45.440]   So that's what they did in this other paper
[00:33:45.440 --> 00:33:47.200]   called PixelBERT where they,
[00:33:47.200 --> 00:33:50.040]   it's basically exactly MMBT.
[00:33:50.040 --> 00:33:52.400]   So the previous supervised one,
[00:33:52.400 --> 00:33:55.200]   but here they do do the multimodal pre-training step
[00:33:55.200 --> 00:33:57.800]   and show that I think for VQA it helps a little bit.
[00:33:57.800 --> 00:34:02.080]   So there are many of these BERTs
[00:34:02.080 --> 00:34:04.200]   doing sort of visual things.
[00:34:04.200 --> 00:34:06.640]   People really tried everything.
[00:34:06.640 --> 00:34:08.200]   Here's another one called UNIDER
[00:34:08.200 --> 00:34:10.960]   where they added a bunch of different losses.
[00:34:10.960 --> 00:34:14.040]   We can really talk about this for a very long time.
[00:34:14.040 --> 00:34:15.000]   We're not gonna do that.
[00:34:15.000 --> 00:34:16.800]   I'm just gonna kind of talk you through
[00:34:16.800 --> 00:34:18.520]   some of the more interesting ones.
[00:34:18.520 --> 00:34:21.280]   So this one I think is quite interesting built
[00:34:21.280 --> 00:34:23.400]   because here this is really the first instance
[00:34:23.400 --> 00:34:27.040]   where we are completely gone from ConvNet features.
[00:34:27.040 --> 00:34:29.960]   So we don't do any pre-processing on the image,
[00:34:29.960 --> 00:34:31.080]   no region features,
[00:34:31.080 --> 00:34:32.840]   no backbone that it featurizes
[00:34:32.840 --> 00:34:35.600]   the parts of the image we care about.
[00:34:35.600 --> 00:34:37.280]   We just have these patches of the image.
[00:34:37.280 --> 00:34:40.240]   So really integrate, we flatten those patches,
[00:34:40.240 --> 00:34:43.240]   we just pump them into the transformer straight away.
[00:34:43.240 --> 00:34:46.000]   So this really is like sort of BERT and VIT together
[00:34:46.000 --> 00:34:48.840]   in one model and this worked really very well.
[00:34:48.840 --> 00:34:52.240]   So that's been the trend.
[00:34:52.240 --> 00:34:54.960]   So here's a nice, very long list
[00:34:54.960 --> 00:34:57.400]   of all of these different models and what they do.
[00:34:57.400 --> 00:35:00.240]   And so really the distinctions are just in
[00:35:00.240 --> 00:35:02.040]   what is the text encoder that you use?
[00:35:02.040 --> 00:35:04.920]   So do you use BERT or something fancier or better,
[00:35:04.920 --> 00:35:08.320]   Roberta, what is your vision encoder?
[00:35:08.320 --> 00:35:11.000]   So in many cases you have these region features.
[00:35:11.000 --> 00:35:13.480]   So you would do an RCNN style thing,
[00:35:13.480 --> 00:35:15.800]   or you could just do a ResNet or a VIT.
[00:35:15.800 --> 00:35:17.560]   You have different kinds of fusion.
[00:35:17.560 --> 00:35:20.520]   So either a single or dual stream as we talked about,
[00:35:20.520 --> 00:35:22.960]   so visual BERT or a VILBERT.
[00:35:22.960 --> 00:35:24.240]   Different pre-training tasks,
[00:35:24.240 --> 00:35:28.240]   so mass language modeling, image text matching.
[00:35:28.240 --> 00:35:31.720]   There's a bunch of like funkier ones you can do.
[00:35:31.720 --> 00:35:35.320]   So, and then finally you can do multimodal pre-training
[00:35:35.320 --> 00:35:38.280]   on all of these different datasets that have aligned data.
[00:35:38.280 --> 00:35:41.600]   So you are probably wondering,
[00:35:41.600 --> 00:35:44.480]   okay, so what is really the interesting difference
[00:35:44.480 --> 00:35:46.520]   between a lot of these?
[00:35:46.520 --> 00:35:49.560]   And so I have another recommended paper
[00:35:49.560 --> 00:35:51.120]   that if you're interested in this space,
[00:35:51.120 --> 00:35:52.240]   you should really take a look at.
[00:35:52.240 --> 00:35:54.560]   It's also a really well done paper
[00:35:54.560 --> 00:35:59.360]   where they unmask multimodal pre-training.
[00:35:59.360 --> 00:36:02.720]   So basically they say, if you take all of these
[00:36:02.720 --> 00:36:06.320]   little model inventions and you train these different models
[00:36:06.320 --> 00:36:09.520]   on exactly the same data in exactly the same way,
[00:36:09.520 --> 00:36:11.960]   it turns out that they're all basically the same.
[00:36:11.960 --> 00:36:16.520]   So that's a lot of kind of wasted effort
[00:36:16.520 --> 00:36:18.480]   on the part of the field because everybody's saying,
[00:36:18.480 --> 00:36:20.360]   well, my model is better, but it's actually just
[00:36:20.360 --> 00:36:22.640]   because you trained it on different data.
[00:36:22.640 --> 00:36:26.560]   There's no real sort of model innovation going on
[00:36:26.560 --> 00:36:28.400]   in a lot of these things.
[00:36:28.400 --> 00:36:29.880]   So I don't mean to sound discouraging
