
[00:00:00.040 --> 00:00:09.480]   ち
[00:26:16.980 --> 00:26:16.980]   I don't think often people think that we're doing a good job.
[00:26:16.980 --> 00:26:16.980]   I don't think often people think that we're doing a good job.
[00:26:16.980 --> 00:26:16.980]   I don't think often people think that we're doing a good job.
[00:26:16.980 --> 00:26:16.980]   I don't think often people think that we're doing a good job.
[00:26:16.980 --> 00:26:16.980]   I don't think often people think that we're doing a good job.
[00:26:16.980 --> 00:26:16.980]   I don't think often people think that we're doing a good job.
[00:26:16.980 --> 00:26:16.980]   I don't think often people think that we're doing a good job.
[00:26:17.020 --> 00:26:47.000]   I don't think often people think that we're doing a good job.
[00:26:47.000 --> 00:26:47.000]   I don't think often people think that we're doing a good job.
[00:26:47.000 --> 00:26:47.000]   I don't think often people think that we're doing a good job.
[00:26:47.000 --> 00:26:47.000]   I don't think often people think that we're doing a good job.
[00:26:47.000 --> 00:26:47.000]   I don't think often people think that we're doing a good job.
[00:26:47.000 --> 00:26:47.000]   I don't think often people think that we're doing a good job.
[00:26:47.000 --> 00:26:47.000]   I don't think often people think that we're doing a good job.
[00:26:47.000 --> 00:26:47.000]   I don't think often people think that we're doing a good job.
[00:26:47.000 --> 00:26:47.000]   I don't think often people think that we're doing a good job.
[00:26:47.000 --> 00:26:47.000]   I don't think often people think that we're doing a good job.
[00:26:47.000 --> 00:26:47.000]   I don't think often people think that we're doing a good job.
[00:26:47.020 --> 00:27:17.020]   I don't think often people think that we're doing a good job.
[00:27:17.020 --> 00:27:17.020]   I don't think often people think that we're doing a good job.
[00:27:17.020 --> 00:27:17.020]   I don't think often people think that we're doing a good job.
[00:27:17.020 --> 00:27:17.020]   I don't think often people think that we're doing a good job.
[00:27:17.020 --> 00:27:17.020]   I don't think often people think that we're doing a good job.
[00:27:17.020 --> 00:27:17.020]   I don't think often people think that we're doing a good job.
[00:27:17.020 --> 00:27:17.020]   I don't think often people think that we're doing a good job.
[00:27:17.020 --> 00:27:17.020]   I don't think often people think that we're doing a good job.
[00:27:17.020 --> 00:27:17.020]   I don't think often people think that we're doing a good job.
[00:27:17.020 --> 00:27:17.020]   I don't think often people think that we're doing a good job.
[00:27:17.020 --> 00:27:17.020]   I don't think often people think that we're doing a good job.
[00:27:17.020 --> 00:27:17.020]   I don't think often people think that we're doing a good job.
[00:27:17.040 --> 00:27:47.040]   I don't think often people think that we're doing a good job.
[00:27:47.040 --> 00:27:47.040]   I don't think often people think that we're doing a good job.
[00:27:47.040 --> 00:27:47.040]   I don't think often people think that we're doing a good job.
[00:27:47.040 --> 00:27:47.040]   I don't think often people think that we're doing a good job.
[00:27:47.040 --> 00:27:47.040]   I don't think often people think that we're doing a good job.
[00:27:47.040 --> 00:27:47.040]   I don't think often people think that we're doing a good job.
[00:27:47.040 --> 00:27:47.040]   I don't think often people think that we're doing a good job.
[00:27:47.040 --> 00:27:47.040]   I don't think often people think that we're doing a good job.
[00:27:47.040 --> 00:27:47.040]   I don't think often people think that we're doing a good job.
[00:27:47.040 --> 00:27:47.040]   I don't think often people think that we're doing a good job.
[00:27:47.040 --> 00:27:47.040]   I don't think often people think that we're doing a good job.
[00:27:47.040 --> 00:27:47.040]   I don't think often people think that we're doing a good job.
[00:27:47.060 --> 00:28:17.060]   I don't think often people think that we're doing a good job.
[00:28:17.060 --> 00:28:17.060]   I don't think often people think that we're doing a good job.
[00:28:17.060 --> 00:28:17.060]   I don't think often people think that we're doing a good job.
[00:28:17.060 --> 00:28:17.060]   I don't think often people think that we're doing a good job.
[00:28:17.060 --> 00:28:17.060]   I don't think often people think that we're doing a good job.
[00:28:17.060 --> 00:28:17.060]   I don't think often people think that we're doing a good job.
[00:28:17.060 --> 00:28:17.060]   I don't think often people think that we're doing a good job.
[00:28:17.060 --> 00:28:17.060]   I don't think often people think that we're doing a good job.
[00:28:17.060 --> 00:28:17.060]   I don't think often people think that we're doing a good job.
[00:28:17.060 --> 00:28:17.060]   I don't think often people think that we're doing a good job.
[00:28:17.060 --> 00:28:17.060]   I don't think often people think that we're doing a good job.
[00:28:17.080 --> 00:28:47.080]   I don't think often people think that we're doing a good job.
[00:28:47.080 --> 00:28:47.080]   I don't think often people think that we're doing a good job.
[00:28:47.080 --> 00:28:47.080]   I don't think often people think that we're doing a good job.
[00:28:47.080 --> 00:28:47.080]   I don't think often people think that we're doing a good job.
[00:28:47.080 --> 00:28:47.080]   I don't think often people think that we're doing a good job.
[00:28:47.080 --> 00:28:47.080]   I don't think often people think that we're doing a good job.
[00:28:47.080 --> 00:28:47.080]   I don't think often people think that we're doing a good job.
[00:28:47.080 --> 00:28:47.080]   I don't think often people think that we're doing a good job.
[00:28:47.080 --> 00:28:47.080]   I don't think often people think that we're doing a good job.
[00:28:47.080 --> 00:28:47.080]   I don't think often people think that we're doing a good job.
[00:28:47.100 --> 00:29:17.100]   I don't think often people think that we're doing a good job.
[00:29:17.100 --> 00:29:17.100]   I don't think often people think that we're doing a good job.
[00:29:17.100 --> 00:29:17.100]   I don't think often people think that we're doing a good job.
[00:29:17.100 --> 00:29:17.100]   I don't think often people think that we're doing a good job.
[00:29:17.100 --> 00:29:17.100]   I don't think often people think that we're doing a good job.
[00:29:17.100 --> 00:29:17.100]   I don't think often people think that we're doing a good job.
[00:29:17.100 --> 00:29:17.100]   I don't think often people think that we're doing a good job.
[00:29:17.100 --> 00:29:17.100]   I don't think often people think that we're doing a good job.
[00:29:17.100 --> 00:29:17.100]   I don't think often people think that we're doing a good job.
[00:29:17.100 --> 00:29:17.100]   I don't think often people think that we're doing a good job.
[00:29:17.100 --> 00:29:17.100]   I don't think often people think that we're doing a good job. I don't think that we're doing a good job.
[00:29:17.120 --> 00:29:47.120]   I don't think often people think that we're doing a good job.
[00:29:47.120 --> 00:29:47.120]   I don't think often people think that we're doing a good job.
[00:29:47.120 --> 00:29:47.120]   I don't think often people think that we're doing a good job.
[00:29:47.120 --> 00:29:47.120]   I don't think often people think that we're doing a good job.
[00:29:47.120 --> 00:29:47.120]   I don't think often people think that we're doing a good job.
[00:29:47.120 --> 00:29:47.120]   I don't think often people think that we're doing a good job.
[00:29:47.120 --> 00:29:47.120]   I don't think often people think that we're doing a good job.
[00:29:47.120 --> 00:29:47.120]   I don't think often people think that we're doing a good job.
[00:29:47.120 --> 00:29:47.120]   I don't think often people think that we're doing a good job.
[00:29:47.120 --> 00:29:47.120]   I don't think often people think that we're doing a good job.
[00:29:47.120 --> 00:29:47.120]   I don't think often people think that we're doing a good job.
[00:29:47.140 --> 00:30:17.140]   I don't think often people think that we're doing a good job.
[00:30:17.140 --> 00:30:17.140]   I don't think often people think that we're doing a good job.
[00:30:17.140 --> 00:30:17.140]   I don't think often people think that we're doing a good job.
[00:30:17.140 --> 00:30:17.140]   I don't think often people think that we're doing a good job.
[00:30:17.140 --> 00:30:17.140]   I don't think often people think that we're doing a good job.
[00:30:17.140 --> 00:30:17.140]   I don't think often people think that we're doing a good job.
[00:30:17.140 --> 00:30:17.140]   I don't think often people think that we're doing a good job.
[00:30:17.140 --> 00:30:17.140]   I don't think often people think that we're doing a good job.
[00:30:17.140 --> 00:30:17.140]   I don't think often people think that we're doing a good job.
[00:30:17.140 --> 00:30:17.140]   I don't think often people think that we're doing a good job.
[00:30:17.160 --> 00:30:47.160]   I don't think often people think that we're doing a good job.
[00:30:47.160 --> 00:30:47.160]   I don't think often people think that we're doing a good job.
[00:30:47.160 --> 00:30:47.160]   I don't think often people think that we're doing a good job.
[00:30:47.160 --> 00:30:47.160]   I don't think often people think that we're doing a good job.
[00:30:47.160 --> 00:30:47.160]   I don't think often people think that we're doing a good job.
[00:30:47.160 --> 00:30:47.160]   I don't think often people think that we're doing a good job.
[00:30:47.160 --> 00:30:47.160]   I don't think often people think that we're doing a good job.
[00:30:47.160 --> 00:30:47.160]   I don't think often people think that we're doing a good job.
[00:30:47.160 --> 00:30:47.160]   I don't think often people think that we're doing a good job.
[00:30:47.160 --> 00:30:47.160]   I don't think often people think that we're doing a good job.
[00:30:47.160 --> 00:30:47.160]   I don't think often people think that we're doing a good job.
[00:30:47.180 --> 00:31:17.180]   I don't think often people think that we're doing a good job.
[00:31:17.180 --> 00:31:17.180]   I don't think often people think that we're doing a good job.
[00:31:17.180 --> 00:31:17.180]   I don't think often people think that we're doing a good job.
[00:31:17.180 --> 00:31:17.180]   I don't think often people think that we're doing a good job.
[00:31:17.180 --> 00:31:17.180]   I don't think often people think that we're doing a good job.
[00:31:17.180 --> 00:31:17.180]   I don't think often people think that we're doing a good job.
[00:31:17.180 --> 00:31:17.180]   I don't think often people think that we're doing a good job.
[00:31:17.180 --> 00:31:17.180]   I don't think often people think that we're doing a good job.
[00:31:17.180 --> 00:31:17.180]   I don't think often people think that we're doing a good job.
[00:31:17.180 --> 00:31:17.180]   I don't think often people think that we're doing a good job.
[00:31:17.180 --> 00:31:17.180]   I don't think often people think that we're doing a good job.
[00:31:17.220 --> 00:31:47.200]  ,
[00:31:47.200 --> 00:31:47.200]   I don't think often people think that we're doing a good job.
[00:31:47.200 --> 00:31:47.200]   I don't think often people think that we're doing a good job.
[00:31:47.200 --> 00:31:47.200]   I don't think often people think that we're doing a good job.
[00:31:47.200 --> 00:31:47.200]   I don't think often people think that we're doing a good job.
[00:31:47.200 --> 00:31:47.200]   I don't think often people think that we're doing a good job.
[00:31:47.200 --> 00:31:47.200]   I don't think often people think that we're doing a good job.
[00:31:47.200 --> 00:31:47.200]   I don't think often people think that we're doing a good job.
[00:31:47.200 --> 00:31:47.200]   I don't think often people think that we're doing a good job.
[00:31:47.200 --> 00:31:47.200]   I don't think often people think that we're doing a good job.
[00:31:47.200 --> 00:31:47.200]   I don't think often people think that we're doing a good job.
[00:31:47.200 --> 00:31:47.200]   I don't think often people think that we're doing a good job.
[00:31:47.240 --> 00:31:56.880]   takes
[00:31:56.880 --> 00:32:00.960]   as? It Is,,,, it's實進ieurs declar
[00:32:46.920 --> 00:32:46.920]   ...
[00:32:46.920 --> 00:32:46.920]   ...
[00:32:46.920 --> 00:32:46.920]   ...
[00:32:46.920 --> 00:32:46.920]   ...
[00:32:46.920 --> 00:32:46.940]   ...
[00:33:15.880 --> 00:33:26.000]   careful
[00:33:26.000 --> 00:33:26.860]   uh, zwischen,
[00:33:44.820 --> 00:33:54.700]  ,
[00:35:35.500 --> 00:35:37.840]   I think Chris does too. He looks like a wooden fence and he's like I could build that.
[00:35:37.840 --> 00:35:37.840]   I think Chris does too. He looks like a wooden fence and he's like I could build that.
[00:35:37.840 --> 00:35:37.840]   I think Chris does too. He looks like a wooden fence and he's like I could build that.
[00:35:37.840 --> 00:35:37.840]   I think Chris does too. He looks like a wooden fence and he's like I could build that.
[00:35:37.840 --> 00:35:37.840]   I think Chris does too. He looks like a wooden fence and he's like I could build that.
[00:35:37.840 --> 00:35:37.840]   I think Chris does too. He looks like a wooden fence and he's like I could build that.
[00:35:37.840 --> 00:35:37.840]   I think Chris does too. He looks like a wooden fence and he's like I could build that.
[00:35:37.840 --> 00:35:37.840]   I think Chris does too. He looks like a wooden fence and he's like I could build that.
[00:35:37.840 --> 00:35:37.840]   I think Chris does too. He looks like a wooden fence and he's like I could build that.
[00:36:07.860 --> 00:36:07.860]   We feel like we live in this culture of constant convenience. So you know, we're not going to be able to do everything that we want to do. But I think we're going to be able to do everything that we want to do. But I think Chris does too. He looks like a wooden fence and he's like I could build that.
[00:36:07.880 --> 00:36:37.880]   and he's like I could build that. But I think Chris does too. He looks like a wooden fence and he's like I could build that. But I think Chris does too. He looks like a wooden fence and he's like I could build that. But I think Chris does too. He looks like a wooden fence and he's like I could build that. But I think Chris does too. He looks like a wooden fence and he's like I could build that.
[00:36:37.880 --> 00:36:37.880]   And so that skill of also, you know, just being able to build that.
[00:36:37.880 --> 00:36:37.880]   And so that skill of also, you know, just being able to build that.
[00:36:37.880 --> 00:36:37.880]   And so that skill of also, you know, just being able to build that.
[00:36:37.880 --> 00:36:37.880]   And so that skill of also, you know, just being able to build that.
[00:36:37.880 --> 00:36:37.880]   And so that skill of also, you know, just being able to build that.
[00:36:37.880 --> 00:36:37.880]   And so that skill of also, you know, just being able to build that.
[00:36:37.900 --> 00:37:07.900]   I think if we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:07.900]   If we hadn't have done the van build ourselves,
[00:37:07.900 --> 00:37:37.920]   If we hadn't have done the van build ourselves,
[00:37:37.920 --> 00:37:37.920]   If we hadn't have done the van build ourselves,
[00:37:37.920 --> 00:37:37.920]   If we hadn't have done the van build ourselves,
[00:37:37.920 --> 00:37:37.920]   If we hadn't have done the van build ourselves,
[00:37:37.920 --> 00:37:37.920]   If we hadn't have done the van build ourselves,
[00:37:37.960 --> 00:37:40.200]   just
[00:37:40.200 --> 00:37:47.840]   of like
[00:37:47.840 --> 00:38:06.320]   в kill he, I keep,,,,,,, gains
[00:38:06.600 --> 00:38:17.560]   good
[00:38:17.560 --> 00:38:34.400]   over data work slice � So . . . be or put is like, and, and, and, and, ges,,,,,,,,,,,,, " whisper egal Museum площ belong acquire knew華 does 예omerativoDeGTч pinnedGGI اورG стенIGigningG three沒有 над eszin
[00:38:34.640 --> 00:38:42.380]   the mental health of many of us who are younger, the, some of the objective research data indicates that we're not as confident as we once were.
[00:38:42.380 --> 00:38:50.380]   And I was more advanced when I was growing up as far as more, more experienced with construction projects, things like that.
[00:38:50.380 --> 00:38:55.380]   But I was then, then perhaps you described Chris, but still, it was never a real skill of mine.
[00:38:55.380 --> 00:39:00.380]   And over the years, I've tried to remedy that and, and build more skill.
[00:39:00.380 --> 00:39:02.680]   And it's always hard for me because my brain doesn't really work in that physical way.
[00:39:02.680 --> 00:39:02.680]   It's always hard for me because my brain doesn't really work in that physical way.
[00:39:02.680 --> 00:39:02.680]   It's always hard for me because my brain doesn't really work in that physical way.
[00:39:02.680 --> 00:39:02.680]   It's always hard for me because my brain doesn't really work in that physical way.
[00:39:02.680 --> 00:39:02.680]   It's always hard for me because my brain doesn't really work in that physical way.
[00:39:02.680 --> 00:39:30.740]  , but I keep going at it because it changes my confidence level.
[00:39:30.740 --> 00:39:30.840]   I used to look at a car engine and not have a clue where to start because although my dad tried to teach me about cars, I didn't pay attention.
[00:39:30.840 --> 00:39:30.940]   And then I said, that's it, I'm going to start fixing some stuff myself.
[00:39:30.940 --> 00:39:30.940]   And then I learned, wait a second, cars, they're basically the whole skill of fixing a car seems to be diagnosis.
[00:39:30.940 --> 00:39:30.940]   And I can go and find a manual and they'll say, do this, then do that, then do that.
[00:39:30.960 --> 00:39:40.360]   And then I started to fix more things on my car.
[00:39:40.360 --> 00:39:58.600]   And then I started to fix more things on my car.
[00:39:58.600 --> 00:39:58.640]   And then I started to fix more things on my car.
[00:39:58.640 --> 00:39:58.700]   And then I started to fix more things on my car.
[00:39:58.700 --> 00:39:58.760]   And then I started to fix more things on my car.
[00:39:58.760 --> 00:39:58.800]   And then I started to fix more things on my car.
[00:39:58.800 --> 00:39:58.840]   And then I started to fix more things on my car.
[00:39:58.840 --> 00:39:58.860]   And then I started to fix more things on my car.
[00:39:58.860 --> 00:39:58.880]   And then I started to fix more things on my car.
[00:39:58.880 --> 00:39:58.940]   And then I started to fix more things on my car.
[00:39:58.940 --> 00:39:58.980]   And then I started to fix more things on my car.
[00:39:58.980 --> 00:39:59.040]   And then I started to fix more things on my car.
[00:39:59.040 --> 00:39:59.100]   And then I started to fix more things on my car.
[00:39:59.100 --> 00:39:59.140]   And then I started to fix more things on my car.
[00:39:59.140 --> 00:39:59.180]   And then I started to fix more things on my car.
[00:39:59.180 --> 00:40:27.440]  ,
[00:40:27.440 --> 00:40:27.480]   And then I started to fix more things on my car.
[00:40:27.480 --> 00:40:27.540]   And then I started to fix more things on my car.
[00:40:27.540 --> 00:40:27.600]   And then I started to fix more things on my car.
[00:40:27.600 --> 00:40:27.640]   And then I started to fix more things on my car.
[00:40:27.640 --> 00:40:27.680]   And then I started to fix more things on my car.
[00:40:27.680 --> 00:40:27.740]   And then I started to fix more things on my car.
[00:40:27.740 --> 00:40:27.840]   And then I started to fix more things on my car.
[00:40:27.840 --> 00:40:27.900]   And then I started to fix more things on my car.
[00:40:27.900 --> 00:40:27.920]   And then I started to fix more things on my car.
[00:40:27.920 --> 00:40:27.940]   And then I started to fix more things on my car.
[00:40:27.940 --> 00:40:27.980]   And then I started to fix more things on my car.
[00:40:27.980 --> 00:40:28.040]   And then I started to fix more things on my car.
[00:40:28.040 --> 00:40:28.100]   And then I started to fix more things on my car.
[00:40:28.100 --> 00:40:28.100]   And then I started to fix more things on my car.
[00:40:28.100 --> 00:40:29.100]   and then I started to fix more things on my car.
[00:40:29.140 --> 00:40:32.480]   learned
[00:40:32.480 --> 00:40:39.420]   particleETwill
[00:40:39.420 --> 00:40:40.460]   in a right got young Hel G The I will, I, I, I, I, and, or, Cinema, Mond,
[00:40:40.460 --> 00:40:43.100]  , no,
[00:40:43.100 --> 00:40:44.780]  ,
[00:40:44.780 --> 00:40:46.100]  .
[00:40:46.100 --> 00:40:49.000]  .
[00:40:49.000 --> 00:40:51.700]  .
[00:41:56.560 --> 00:42:09.420]   chassis
[00:42:09.420 --> 00:42:13.460]   ISO B is in in Blessed focus earningав―–—-, and, and, and, and, and, el, changes, choose the good. So, die, goo
[00:42:26.560 --> 00:42:33.820]   Let's transition to your reporting project because I know this is a major component in addition to the personal inquiry that you just described
[00:42:33.820 --> 00:42:41.740]   Major component for you is is what you're doing. You're writing you're publishing and you're doing this as a reporting project
[00:42:41.740 --> 00:42:44.680]   So tell us about what you have done so far
[00:42:44.680 --> 00:42:51.820]   Who have you spoken with and what have you learned so far in terms of your cultural analysis regarding people who are choosing to live?
[00:42:51.820 --> 00:42:53.220]   a different life
[00:42:53.220 --> 00:42:56.560]   Well, we are looking for people that have not only opted out of
[00:42:56.560 --> 00:43:26.580]   and have a different way of doing things but are trying something new and really thriving
[00:43:26.580 --> 00:43:26.580]   I think my entrance point for it was the personal finance community the fire community financial independence retire early as your listeners know so much about and I realized oh my goodness here is this thriving community of people they're having conventions they're having meetings they have their podcasts they have their profits they have all of these people in the community that are saying you know you don't have to live the way your parents did and here's how you can do it and
[00:43:26.620 --> 00:43:30.260]   5
[00:43:30.260 --> 00:43:45.720]   does, but at doses條flow adapter buy you, I, I, I, I, I, I, or, und,他们. And. I.
[00:43:45.720 --> 00:43:53.380]  ..
[00:43:53.380 --> 00:43:54.740]  .� GSIM. gather�C�---you �—S—G,-- système�, -- gig�, ask--- r� Ow, vot-- like, financial Однако80, outlined교, а bad Mad, what Zenezetecool about the antiquänd I've not est wallet and then it's group is the chstro like the fun,fat for theこと of throughout the west dicrage act believes the post that's from the Boss seg Collabor 220 learners in one of the light is the certain the這一 suffered theäv forever theassocireat the rec Gross loosen gas教 weighs the quite the Badוח with the bus in the lat prices�� bei Bing of the table isев ac 44 aliens centigrade这анизdrive the new deico space thatffectivebo kap FOR jeunes
[00:43:54.740 --> 00:43:54.840]  " beads de
[00:43:54.840 --> 00:43:55.380]   Ved buy the subject they are the predict the���� 2022
[00:43:55.400 --> 00:44:25.400]   book, Elizabeth Thames is the name of the author. She wrote a book called Meet the Frugalwoods. She and her husband saved a major percentage of their income while they lived in urban centers throughout their 20s. And they've become financially independent in their early 30s. And with that independence, they chose to move to a homestead in rural Vermont, where they live with their family now. And they have the choice of how and when they want to work and how and when they want to spend time with their family. And so we can see that they have a lot of money.
[00:44:25.440 --> 00:44:35.860]   like
[00:44:35.860 --> 00:44:36.700]   lets just conducted
[00:44:36.700 --> 00:44:55.180]  wheel� You, the free states, and,,,,,,, I think a Prince Cur A meanings,'hour戰. A. subject. I. determine the.aya....,..,,.,.,.,.,,,,,., from continue to do. meet the sweet and.�ifting rigorous bons en sheet and much and its GIRS.~? Mil OVER L eigenlijk
[00:45:54.800 --> 00:45:54.800]   ------
[00:45:54.800 --> 00:45:54.800]   ------
[00:45:54.800 --> 00:45:54.800]   ------
[00:45:54.840 --> 00:46:00.180]   chicken
[00:46:00.180 --> 00:46:02.120]   Night I
[00:46:02.120 --> 00:46:21.300]    tone Fund M stär at, and, and, and,,,,,,,,, Philliplim
[00:46:22.340 --> 00:46:31.040]   couldn Zievis
[00:46:31.040 --> 00:46:41.100]   de. maintenance,,,,,,
[00:46:41.100 --> 00:46:51.280]   coffin
[00:47:19.500 --> 00:47:27.840]  't
[00:47:27.840 --> 00:47:33.540]   just in the advantage� изб beet, and, and, and, and, and, body,
[00:47:48.360 --> 00:48:01.600]  � a few years ago, and I was embroiled in the midst of it. And it's fascinating, because you're right, there is so much more that unites us and that divides us, but it sure seems like you got to take a step back to recognize that.
[00:48:01.600 --> 00:48:07.360]   You do. And part of the opting out has to be from technology addiction.
[00:48:07.360 --> 00:48:16.660]   Technology is a very powerful thing. It's a wonderful thing. It's connected lots of people. It's changed lives. It's created new economies and new marketplaces.
[00:48:16.660 --> 00:48:17.180]   It's a wonderful thing. It's connected lots of people. It's changed lives. It's created new economies and new marketplaces.
[00:48:17.180 --> 00:48:17.180]   It's a wonderful thing. It's connected lots of people. It's changed lives. It's created new economies and new marketplaces.
[00:48:17.180 --> 00:48:17.180]   It's a wonderful thing. It's connected lots of people. It's created new economies and new marketplaces.
[00:48:17.180 --> 00:48:46.040]  , but it's roped a lot of us in to a point where we're neglecting things that are more important, our families and our communities.
[00:48:46.040 --> 00:48:46.040]   and there's something about scrolling that part of Twitter or YouTube that makes you mad. Well, that creates endorphins that makes you feel good in a weird strange way. But tell me the truth, Josh.
[00:48:46.040 --> 00:48:46.040]   and there's something about scrolling that part of Twitter or YouTube that makes you mad. Well, that creates endorphins that makes you feel good in a weird strange way. But tell me the truth, Josh.
[00:48:46.040 --> 00:48:46.040]   after the end of an hour of scrolling political Twitter, do you feel really good?
[00:48:46.040 --> 00:48:46.040]   and there's something about scrolling that part of Twitter or you feel really good?
[00:48:46.040 --> 00:48:46.040]   absolutely not, no question. Of course not, but it affects me big time.
[00:48:46.060 --> 00:48:48.180]   absolutely not, no question. Of course not, no question. Of course not, but it affects me big time.
[00:48:48.180 --> 00:48:55.760]   Right, but it's not necessarily our fault because these systems are so powerful. They do reel us in, in a way.
[00:48:55.760 --> 00:48:59.860]   And that includes pretty pictures on Instagram, even that too.
[00:48:59.860 --> 00:49:08.640]   It is addicting and it's important to set up those safeguards just like someone who has another kind of addiction will need to do as well.
[00:49:08.640 --> 00:49:14.900]   And you're right, being on the road does help, but without those safeguards, I'm the same way and I think many people are.
[00:49:14.900 --> 00:49:14.900]   You just find yourself in the middle of the road and you're like, "Oh, I'm not going to do this."
[00:49:14.900 --> 00:49:14.900]   You're right, being on the road does help, but without those safeguards, I'm the same way and I think many people are.
[00:49:15.140 --> 00:49:44.940]  , and I think many people are. You just find yourself roped back in.
[00:49:44.940 --> 00:50:14.980]  , and I think many people are. You just find yourself roped back in.
[00:50:15.000 --> 00:50:30.060]   My community, the radicals here who are part of Radical Personal Finance, can help you to discover some cool new stories that you can use in the book that you're writing and the projects that you're working on about people who have opted out.
[00:50:30.060 --> 00:50:35.140]   Because I know of, I've got, there are some amazing people in the audience here.
[00:50:35.140 --> 00:50:45.020]   So who would you like to connect with and what kinds of stories would you like to be able to hear and to profile that will help you with the project that you're working on?
[00:50:45.020 --> 00:50:45.020]   'Cause I'm just a sort of a person.
[00:50:45.020 --> 00:50:45.020]   I'm just a sort of a person.
[00:50:45.020 --> 00:50:45.020]   It's really important to have a strong relationship with your community and your friends and your family.
[00:50:45.020 --> 00:50:45.020]   And I think that's really important, but without those safeguards, I'm not really helping you do as well.
[00:50:45.020 --> 00:50:45.020]   So I think that's really important, but without those safeguards, I'm just find yourself roped back in.
[00:50:45.560 --> 00:51:15.060]   So we are traveling the country and talking to people who are choosing to live differently and opt out of the mainstream, but our topics are very broad.
[00:51:15.060 --> 00:51:15.060]   So of course, your audience is the personal finance audience.
[00:51:15.060 --> 00:51:15.060]   We'd love to talk to people who are part of the fire community who are choosing to retire early, who are choosing to be very frugal and all of those things.
[00:51:15.060 --> 00:51:15.060]   So we're also looking to talk to people who are part of the fire community who are choosing to retire early, who are choosing to be very frugal and all of those things.
[00:51:15.060 --> 00:51:15.060]   So we're also looking to talk to people who are part of the fire community who are choosing to retire early, who are choosing to be very frugal and all of those things.
[00:51:15.080 --> 00:51:45.100]   So we're also looking to talk to people who are part of the fire community who are choosing to retire early, who are choosing to be very frugal and all of those things.
[00:51:45.100 --> 00:51:45.100]   So we're also looking to talk to people who are part of the fire community who are choosing to retire early, who are choosing to be very frugal and all of those things.
[00:51:45.100 --> 00:51:45.100]   So we're also looking to talk to people who are part of the fire community who are choosing to retire early, who are choosing to be very frugal and all of those things.
[00:51:45.120 --> 00:52:15.140]   So we're also looking to talk to people who are part of the fire community who are choosing to retire early, who are choosing to be very frugal and all of those things.
[00:52:15.140 --> 00:52:15.140]   So we're also looking to talk to people who are part of the fire community who are choosing to retire early, who are choosing to be very frugal and all of those things.
[00:52:15.140 --> 00:52:15.140]   So we're also looking to talk to people who are part of the fire community who are choosing to retire early, who are choosing to be very frugal and all of those things.
[00:52:15.180 --> 00:52:45.180]  ,
[00:52:45.180 --> 00:52:45.180]   and all of those things.
[00:52:45.180 --> 00:52:45.180]   So we're also looking to talk to people who are part of the fire community who are choosing to retire early, who are choosing to be very frugal and all of those things.
[00:52:45.180 --> 00:52:45.180]   So we're also looking to talk to people who are part of the fire community who are choosing to retire early, who are choosing to be very frugal and all of those things.
[00:52:45.180 --> 00:52:45.180]   So we're also looking to talk to people who are part of the fire community who are choosing to retire early, who are choosing to be very frugal and all of those things.
[00:52:45.220 --> 00:52:52.120]   thank
[00:52:52.120 --> 00:52:55.620]   in the well with
[00:52:55.620 --> 00:53:03.960]   Free P Ch I vocal,,,,,,,. nine suspense
[00:53:14.700 --> 00:53:26.000]  ,
[00:53:26.000 --> 00:53:43.560]   money, er, good tough
[00:53:44.160 --> 00:53:54.260]   .
[00:53:54.260 --> 00:53:55.180]  2021 앞 me,,,,
[00:53:55.180 --> 00:54:02.380]   Хорошо varies實autreAmerican for it, and, and, and, and, and, and, and,rer,
[00:54:02.380 --> 00:54:12.320]   oysters.
[00:55:38.080 --> 00:55:45.980]   won
[00:55:45.980 --> 00:56:06.860]   small. I work. We e two
[00:56:07.540 --> 00:56:16.680]   made
[00:56:16.680 --> 00:56:17.820]   check. I have eh
[00:56:37.200 --> 00:56:47.740]   Ed
[00:56:47.740 --> 00:56:48.220]   I,
[00:56:48.220 --> 00:57:06.520]   pare cuenta позволować, ,,,,,, be HI B K whoever вопросы
[00:57:07.000 --> 00:57:17.240]   in
[00:57:17.240 --> 00:57:36.980]   backwards powered blocking, ,,,,
