
[00:00:00.040 --> 00:00:09.600]  imize
[00:24:37.520 --> 00:24:37.520]   and the people so that the government doesn't go to war because you may have to go someday and
[00:24:37.520 --> 00:24:37.520]   and the people so that the government doesn't go to war because you may have to go someday and
[00:24:37.520 --> 00:24:37.520]   and the people so that the government doesn't go to war because you may have to go someday and
[00:24:37.520 --> 00:24:37.520]   and the people so that the government doesn't go to war because you may have to go someday and
[00:24:37.520 --> 00:24:37.520]   and the people so that the government doesn't go to war because you may have to go someday and
[00:24:37.560 --> 00:25:07.540]  ,
[00:25:07.540 --> 00:25:07.540]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:07.540 --> 00:25:07.540]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:07.540 --> 00:25:07.540]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:07.540 --> 00:25:07.540]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:07.540 --> 00:25:07.540]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:07.540 --> 00:25:07.540]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:07.560 --> 00:25:37.560]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:37.560 --> 00:25:37.560]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:37.560 --> 00:25:37.560]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:37.560 --> 00:25:37.560]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:37.560 --> 00:25:37.560]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:37.560 --> 00:25:37.560]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:37.560 --> 00:25:37.560]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:37.560 --> 00:25:37.560]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:37.560 --> 00:25:37.560]   and the people so that the government doesn't go to war because you may have to go someday and
[00:25:37.600 --> 00:26:07.580]   donuts so that the government doesn't go to war because you may have to go someday and
[00:26:07.580 --> 00:26:07.580]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:07.580 --> 00:26:07.580]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:07.580 --> 00:26:07.580]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:07.580 --> 00:26:07.580]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:07.580 --> 00:26:07.580]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:07.580 --> 00:26:07.580]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:07.600 --> 00:26:37.600]  ,
[00:26:37.600 --> 00:26:37.600]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:37.600 --> 00:26:37.600]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:37.600 --> 00:26:37.600]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:37.600 --> 00:26:37.600]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:37.600 --> 00:26:37.600]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:37.600 --> 00:26:37.600]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:37.600 --> 00:26:37.600]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:37.600 --> 00:26:37.600]   and the people so that the government doesn't go to war because you may have to go someday and
[00:26:37.620 --> 00:27:07.620]   I'm going to lay out for you an approach that I consider to be very practical that will help to fulfill some of these goals, but to do it in the way that is the most practical, not to go to the extreme scenario.
[00:27:07.620 --> 00:27:07.620]   I'm going to lay out for you an approach that I consider to be very practical that will help to fulfill some of these goals, but to do it in the way that is the most practical, not to go to the extreme scenario.
[00:27:07.620 --> 00:27:07.620]   I'm going to lay out for you an approach that I consider to be very practical that will help to fulfill some of these goals, but to do it in the way that is the most practical, not to go to the extreme scenario.
[00:27:07.620 --> 00:27:07.620]   I'm going to lay out for you an approach that I consider to be very practical that will help to fulfill some of these goals, but to do it in the way that is the most practical, not to go to the extreme scenario.
[00:27:37.640 --> 00:27:37.640]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:27:37.640 --> 00:27:37.640]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:27:37.640 --> 00:27:37.640]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:27:37.640 --> 00:27:37.640]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:27:37.640 --> 00:27:37.640]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:27:37.640 --> 00:27:37.640]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:27:37.640 --> 00:27:37.640]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:27:37.660 --> 00:28:07.660]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:07.660 --> 00:28:07.660]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:07.660 --> 00:28:07.660]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:07.660 --> 00:28:07.660]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:07.660 --> 00:28:07.660]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:07.660 --> 00:28:07.660]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:07.660 --> 00:28:07.660]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:07.700 --> 00:28:37.680]  ,
[00:28:37.680 --> 00:28:37.680]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:37.680 --> 00:28:37.680]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:37.680 --> 00:28:37.680]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:37.680 --> 00:28:37.680]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:37.680 --> 00:28:37.680]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:37.680 --> 00:28:37.680]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:37.680 --> 00:28:37.680]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:28:37.700 --> 00:29:07.700]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:07.700 --> 00:29:07.700]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:07.700 --> 00:29:07.700]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:07.700 --> 00:29:07.700]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:07.700 --> 00:29:07.700]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:07.700 --> 00:29:07.700]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:07.700 --> 00:29:07.700]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:07.700 --> 00:29:37.720]  , and I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:37.720 --> 00:29:37.720]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:37.720 --> 00:29:37.720]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:37.720 --> 00:29:37.720]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:37.720 --> 00:29:37.720]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:37.720 --> 00:29:37.720]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:37.720 --> 00:29:37.720]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:29:37.740 --> 00:30:07.740]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:07.740 --> 00:30:07.740]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:07.740 --> 00:30:07.740]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:07.740 --> 00:30:07.740]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:07.740 --> 00:30:07.740]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:07.740 --> 00:30:07.740]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:07.740 --> 00:30:07.740]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:07.780 --> 00:30:37.760]  , I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:37.760 --> 00:30:37.760]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:37.760 --> 00:30:37.760]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:37.760 --> 00:30:37.760]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:37.760 --> 00:30:37.760]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:37.760 --> 00:30:37.760]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:37.760 --> 00:30:37.760]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:30:37.780 --> 00:31:07.780]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:07.780 --> 00:31:07.780]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:07.780 --> 00:31:07.780]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:07.780 --> 00:31:07.780]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:07.780 --> 00:31:07.780]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:07.780 --> 00:31:07.780]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:07.780 --> 00:31:07.780]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:07.820 --> 00:31:37.800]  , I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:37.800 --> 00:31:37.800]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:37.800 --> 00:31:37.800]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:37.800 --> 00:31:37.800]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:37.800 --> 00:31:37.800]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:37.800 --> 00:31:37.800]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:37.800 --> 00:31:37.800]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:31:37.820 --> 00:32:07.820]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:07.820 --> 00:32:07.820]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:07.820 --> 00:32:07.820]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:07.820 --> 00:32:07.820]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:07.820 --> 00:32:07.820]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:07.820 --> 00:32:07.820]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:07.820 --> 00:32:07.820]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:07.860 --> 00:32:37.840]  ,
[00:32:37.840 --> 00:32:37.840]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:37.840 --> 00:32:37.840]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:37.840 --> 00:32:37.840]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:37.840 --> 00:32:37.840]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:37.840 --> 00:32:37.840]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:37.840 --> 00:32:37.840]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:37.840 --> 00:32:37.840]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:32:37.860 --> 00:33:07.860]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:07.860 --> 00:33:07.860]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:07.860 --> 00:33:07.860]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:07.860 --> 00:33:07.860]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:07.860 --> 00:33:07.860]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:07.860 --> 00:33:07.860]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:07.860 --> 00:33:07.860]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:07.900 --> 00:33:37.880]  ,
[00:33:37.880 --> 00:33:37.880]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:37.880 --> 00:33:37.880]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:37.880 --> 00:33:37.880]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:37.880 --> 00:33:37.880]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:37.880 --> 00:33:37.880]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:37.880 --> 00:33:37.880]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:37.880 --> 00:33:37.880]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:33:37.900 --> 00:34:07.900]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:07.900 --> 00:34:07.900]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:07.900 --> 00:34:07.900]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:07.900 --> 00:34:07.900]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:07.900 --> 00:34:07.900]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:07.900 --> 00:34:07.900]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:07.900 --> 00:34:07.900]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:07.920 --> 00:34:37.920]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:37.920 --> 00:34:37.920]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:37.920 --> 00:34:37.920]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:37.920 --> 00:34:37.920]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:37.920 --> 00:34:37.920]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:37.920 --> 00:34:37.920]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:37.920 --> 00:34:37.920]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:34:37.960 --> 00:35:07.940]  ,
[00:35:07.940 --> 00:35:07.940]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:07.940 --> 00:35:07.940]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:07.940 --> 00:35:07.940]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:07.940 --> 00:35:07.940]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:07.940 --> 00:35:07.940]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:07.940 --> 00:35:07.940]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:07.940 --> 00:35:07.940]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:07.960 --> 00:35:37.960]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:37.960 --> 00:35:37.960]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:37.960 --> 00:35:37.960]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:37.960 --> 00:35:37.960]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:37.960 --> 00:35:37.960]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:37.960 --> 00:35:37.960]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:37.960 --> 00:35:37.960]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:35:37.980 --> 00:36:07.980]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:07.980 --> 00:36:07.980]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:07.980 --> 00:36:07.980]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:07.980 --> 00:36:07.980]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:07.980 --> 00:36:07.980]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:07.980 --> 00:36:07.980]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:07.980 --> 00:36:07.980]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:08.020 --> 00:36:38.000]  , I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:38.000 --> 00:36:38.000]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:38.000 --> 00:36:38.000]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:38.000 --> 00:36:38.000]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:38.000 --> 00:36:38.000]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:38.000 --> 00:36:38.000]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:38.000 --> 00:36:38.000]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:36:38.020 --> 00:37:08.020]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:08.020 --> 00:37:08.020]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:08.020 --> 00:37:08.020]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:08.020 --> 00:37:08.020]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:08.020 --> 00:37:08.020]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:08.020 --> 00:37:08.020]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:08.020 --> 00:37:08.020]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:08.040 --> 00:37:38.040]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:38.040 --> 00:37:38.040]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:38.040 --> 00:37:38.040]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:38.040 --> 00:37:38.040]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:38.040 --> 00:37:38.040]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:38.040 --> 00:37:38.040]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:38.040 --> 00:37:38.040]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:37:38.060 --> 00:38:08.060]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:08.060 --> 00:38:08.060]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:08.060 --> 00:38:08.060]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:08.060 --> 00:38:08.060]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:08.060 --> 00:38:08.060]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:08.060 --> 00:38:08.060]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:08.060 --> 00:38:08.060]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:08.080 --> 00:38:38.080]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:38.080 --> 00:38:38.080]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:38.080 --> 00:38:38.080]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:38.080 --> 00:38:38.080]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:38.080 --> 00:38:38.080]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:38.080 --> 00:38:38.080]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:38.080 --> 00:38:38.080]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:38:38.080 --> 00:39:08.100]  , I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:08.100 --> 00:39:08.100]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:08.100 --> 00:39:08.100]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:08.100 --> 00:39:08.100]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:08.100 --> 00:39:08.100]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:08.100 --> 00:39:08.100]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:08.100 --> 00:39:08.100]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:08.120 --> 00:39:38.120]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:38.120 --> 00:39:38.120]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:38.120 --> 00:39:38.120]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:38.120 --> 00:39:38.120]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:38.120 --> 00:39:38.120]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:38.120 --> 00:39:38.120]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:38.120 --> 00:39:38.120]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:39:38.120 --> 00:40:08.140]  ,
[00:40:08.140 --> 00:40:08.140]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:08.140 --> 00:40:08.140]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:08.140 --> 00:40:08.140]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:08.140 --> 00:40:08.140]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:08.140 --> 00:40:08.140]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:08.140 --> 00:40:08.140]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:08.140 --> 00:40:08.140]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:08.160 --> 00:40:38.160]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:38.160 --> 00:40:38.160]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:38.160 --> 00:40:38.160]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:38.160 --> 00:40:38.160]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:38.160 --> 00:40:38.160]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:38.160 --> 00:40:38.160]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:38.160 --> 00:40:38.160]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:40:38.160 --> 00:41:08.180]  , I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:08.180 --> 00:41:08.180]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:08.180 --> 00:41:08.180]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:08.180 --> 00:41:08.180]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:08.180 --> 00:41:08.180]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:08.180 --> 00:41:08.180]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:08.180 --> 00:41:08.180]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:08.200 --> 00:41:38.200]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:38.200 --> 00:41:38.200]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:38.200 --> 00:41:38.200]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:38.200 --> 00:41:38.200]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:38.200 --> 00:41:38.200]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:38.200 --> 00:41:38.200]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:38.200 --> 00:41:38.200]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:41:38.220 --> 00:42:08.220]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:42:08.220 --> 00:42:08.220]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:42:08.220 --> 00:42:08.220]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:42:08.220 --> 00:42:08.220]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
[00:42:08.220 --> 00:42:08.220]   I'm going to lay out for you an approach that I consider to be very practical, not to go to the extreme scenario.
