
[00:00:00.000 --> 00:00:04.920]   [AUDIO OUT]
[00:19:46.120 --> 00:19:50.240]   So in this case, if I'm storing data at 100 milliseconds,
[00:19:50.240 --> 00:19:52.600]   then I have about 1,600 samples.
[00:19:52.600 --> 00:19:56.840]   And I need to store 1,600 by 1,600 at multiple layers.
[00:19:56.840 --> 00:20:01.800]   And it just becomes like a huge problem with the data--
[00:20:01.800 --> 00:20:03.360]   problem with the memory constraint.
[00:20:03.360 --> 00:20:06.600]   So what we said was, OK, what if we just
[00:20:06.600 --> 00:20:10.840]   use the context itself as a latent code?
[00:20:10.840 --> 00:20:16.440]   So in order to have much better representation at every layer,
[00:20:16.440 --> 00:20:20.040]   we cannot have huge, big attention matrices.
[00:20:20.040 --> 00:20:21.960]   So what we said was, we would just
[00:20:21.960 --> 00:20:26.240]   do a sample-wise conditioning and throw a CNN layers just
[00:20:26.240 --> 00:20:28.560]   to understand what the latent code would be.
[00:20:28.560 --> 00:20:31.040]   So you still have, like, an attention mechanism
[00:20:31.040 --> 00:20:32.960]   or just a past context.
[00:20:32.960 --> 00:20:36.560]   But then I'm also conditioning at every sample, OK,
[00:20:36.560 --> 00:20:41.240]   what the next sample should be given on this context embedding.
[00:20:41.240 --> 00:20:43.360]   And if you think about it, in a way, it is like, OK,
[00:20:43.360 --> 00:20:46.680]   if there are, like, five or six notes being played in a piano,
[00:20:46.680 --> 00:20:48.280]   then I'm kind of certain which notes
[00:20:48.280 --> 00:20:50.040]   will be played to a certain extent
[00:20:50.040 --> 00:20:52.600]   if I just throw in a CNN layer.
[00:20:52.600 --> 00:20:55.360]   So I'll use that information along with what
[00:20:55.360 --> 00:20:57.480]   my transporters are learning.
[00:20:57.480 --> 00:20:59.040]   And then I would condition it.
[00:20:59.040 --> 00:21:03.240]   And I would just use that to predict the next sample.
[00:21:03.240 --> 00:21:04.840]   So for the evaluation criteria, we
[00:21:04.840 --> 00:21:08.720]   did not look for negative log-likelihood scores.
[00:21:08.720 --> 00:21:12.760]   We just looked at how well our prediction task was.
[00:21:12.760 --> 00:21:15.640]   So we took a, like, stacked WaveNet,
[00:21:15.640 --> 00:21:17.520]   which was implemented by DeepMind,
[00:21:17.520 --> 00:21:21.320]   and saw that, OK, what was the performance using
[00:21:21.320 --> 00:21:25.840]   their benchmarks and even, like, bigger stacked WaveNets.
[00:21:25.840 --> 00:21:29.080]   We then started to increase the complexity of transformers
[00:21:29.080 --> 00:21:32.520]   and started to see whatever we had proposed
[00:21:32.520 --> 00:21:36.600]   in terms of, like, conditioning on the vanilla transformer
[00:21:36.600 --> 00:21:39.520]   architectures to see how well they do.
[00:21:39.520 --> 00:21:43.640]   We did not look for, like, an application-specific problem,
[00:21:43.640 --> 00:21:46.520]   which is basically, like, we don't look at, like,
[00:21:46.520 --> 00:21:49.200]   how well perception tasks are for, like, say,
[00:21:49.200 --> 00:21:51.600]   text-to-speech synthesis or speech denoising.
[00:21:51.600 --> 00:21:53.280]   We just look at, OK, if we are trying
[00:21:53.280 --> 00:21:56.000]   to model this using a cross-entropy loss,
[00:21:56.000 --> 00:21:59.560]   then with the same model, with the same loss function,
[00:21:59.560 --> 00:22:03.720]   how well they do on, like, similar kind of parameters.
[00:22:03.720 --> 00:22:06.640]   So this was the first kind of, like, sub-block of, like,
[00:22:06.640 --> 00:22:12.160]   how can we use our transformers for generative modeling.
[00:22:12.160 --> 00:22:15.360]   For the second problem, I'll do a quick headway
[00:22:15.360 --> 00:22:19.160]   on how can we use, like, transformers
[00:22:19.160 --> 00:22:21.200]   for doing language modeling, which
[00:22:21.200 --> 00:22:24.880]   is kind of becoming a really fancy term right now.
[00:22:24.880 --> 00:22:28.880]   And this work was done by Julia Smith way back in 2020.
[00:22:28.880 --> 00:22:32.520]   And the goal of this was, can we kind of, in a way,
[00:22:32.520 --> 00:22:37.440]   do language modeling with continuous audio sequences?
[00:22:37.440 --> 00:22:42.240]   And I'll briefly mention about that in this sub-block
[00:22:42.240 --> 00:22:42.960]   of the talk.
[00:22:42.960 --> 00:22:48.440]   And this is in regard for, like, solving acoustic scene
[00:22:48.440 --> 00:22:51.560]   understanding, which is basically, like,
[00:22:51.560 --> 00:22:54.280]   if I'm given a chunk of audio, then
[00:22:54.280 --> 00:22:56.960]   I want to understand what's in there.
[00:22:56.960 --> 00:23:01.800]   And if we could do that well, then in a way,
[00:23:01.800 --> 00:23:06.120]   we can do a lot of fancy, nice applications.
[00:23:06.120 --> 00:23:08.160]   So for example, like, if you think about, like,
[00:23:08.160 --> 00:23:09.040]   self-driving cars.
[00:23:09.040 --> 00:23:12.200]   So Waymo has started to incorporate microphones
[00:23:12.200 --> 00:23:13.720]   into their self-driving cars.
[00:23:13.720 --> 00:23:14.220]   Why?
[00:23:14.220 --> 00:23:16.080]   Because, say, if there is an ambulance coming,
[00:23:16.080 --> 00:23:18.960]   or if there is a fire truck coming,
[00:23:18.960 --> 00:23:23.040]   then that sound would be picked up way, way before even
[00:23:23.040 --> 00:23:25.840]   the LIDARs or even their sensors.
[00:23:25.840 --> 00:23:28.320]   So they want to understand that and take
[00:23:28.320 --> 00:23:30.880]   actions based upon that.
[00:23:30.880 --> 00:23:33.360]   Apple, during COVID, did a hand-washing detection
[00:23:33.360 --> 00:23:34.600]   on their Apple Watch.
[00:23:34.600 --> 00:23:37.800]   Because if you could detect when someone is washing their hands,
[00:23:37.800 --> 00:23:40.760]   then you can, in a way, like, tell people that, oh,
[00:23:40.760 --> 00:23:42.720]   you need to wash hands for 20 seconds.
[00:23:42.720 --> 00:23:46.880]   And then that can be built upon as a cool application.
[00:23:46.880 --> 00:23:49.520]   It can be used for music recommendations.
[00:23:49.520 --> 00:23:51.760]   So Spotify, YouTube Music kind of gives, like,
[00:23:51.760 --> 00:23:54.640]   very, very good songs, which you are listening to,
[00:23:54.640 --> 00:23:59.320]   which are similar in content that you would perhaps like.
[00:23:59.320 --> 00:24:01.680]   It can also give, like, really cool applications.
[00:24:01.680 --> 00:24:03.760]   Like, say, people have tried, like,
[00:24:03.760 --> 00:24:05.800]   detecting depression from audio.
[00:24:05.800 --> 00:24:08.760]   Or I could detect whether I'm coughing or not,
[00:24:08.760 --> 00:24:09.960]   or I'm sneezing or not.
[00:24:09.960 --> 00:24:13.080]   And these can be, like, good medical device--
[00:24:13.080 --> 00:24:15.360]   medical applications, which can be
[00:24:15.360 --> 00:24:20.520]   used along with the current diagnosis what doctor provides.
[00:24:20.520 --> 00:24:23.320]   So the question was basically, for us,
[00:24:23.320 --> 00:24:26.600]   was, like, how can we do, like, language modeling
[00:24:26.600 --> 00:24:29.040]   in a continuous audio domain?
[00:24:29.040 --> 00:24:31.240]   And secondly, like, how can we train models,
[00:24:31.240 --> 00:24:35.320]   or how should we approach doing this?
[00:24:35.320 --> 00:24:37.360]   So this kind of, like, recipe has
[00:24:37.360 --> 00:24:40.680]   become, like, very, very popular these days in terms of, like,
[00:24:40.680 --> 00:24:42.240]   how would you approach this problem?
[00:24:42.240 --> 00:24:46.280]   It started with, like, open AI, and to a certain extent,
[00:24:46.280 --> 00:24:50.960]   DeepMind proposing that in terms of, like, VQVAE models.
[00:24:50.960 --> 00:24:52.640]   But it turns out, like, transformers
[00:24:52.640 --> 00:24:56.440]   love operating in discrete spaces, as of now.
[00:24:56.440 --> 00:25:01.200]   And what they kind of do is, as long as your representations
[00:25:01.200 --> 00:25:03.640]   are discrete, they are very, very good at modeling
[00:25:03.640 --> 00:25:06.760]   what's going to come next.
[00:25:06.760 --> 00:25:09.200]   So what people have been proposing as a workaround
[00:25:09.200 --> 00:25:15.640]   is you could take up, like, your favorite embedding
[00:25:15.640 --> 00:25:16.400]   in some manner.
[00:25:16.400 --> 00:25:18.200]   You could take a VQVAE embeddings,
[00:25:18.200 --> 00:25:21.840]   or you could take a Wave2Vec, or in terms of video,
[00:25:21.840 --> 00:25:27.880]   you can just do classic VGG or ResNet embeddings.
[00:25:27.880 --> 00:25:31.040]   You can apply k-means clustering to it.
[00:25:31.040 --> 00:25:34.320]   And k-means clustering would give you, like, discrete codes.
[00:25:34.320 --> 00:25:37.240]   You do language modeling with those discrete codes,
[00:25:37.240 --> 00:25:39.360]   and you predict the next code.
[00:25:39.360 --> 00:25:41.440]   And in a way, if you're doing this,
[00:25:41.440 --> 00:25:45.200]   then you're kind of doing language modeling over audio.
[00:25:45.200 --> 00:25:46.840]   And if you need to get back to the audio,
[00:25:46.840 --> 00:25:49.000]   then you already saw with WaveNet
[00:25:49.000 --> 00:25:51.120]   that you can condition the WaveNet model
[00:25:51.120 --> 00:25:53.480]   to give continuous output.
[00:25:53.480 --> 00:25:55.320]   So you can use those codes to get back
[00:25:55.320 --> 00:26:00.240]   to the audio, similar to what jukebox and OpenAI did.
[00:26:00.240 --> 00:26:05.920]   So I'll quickly mention about what vector quantization is.
[00:26:05.920 --> 00:26:08.680]   It's one of the most underutilized algorithms,
[00:26:08.680 --> 00:26:09.880]   to be honest.
[00:26:09.880 --> 00:26:12.960]   And what it does is basically gives, in a way,
[00:26:12.960 --> 00:26:16.400]   discrete codes to continuous embedding spaces.
[00:26:16.400 --> 00:26:18.080]   So how does it do it?
[00:26:18.080 --> 00:26:23.600]   So you basically have an embedding space,
[00:26:23.600 --> 00:26:25.240]   let's say, in 2D right here.
[00:26:25.240 --> 00:26:27.120]   You define what are the number of clusters
[00:26:27.120 --> 00:26:29.320]   you want to put each of them in.
[00:26:29.320 --> 00:26:31.520]   You run k-means, and you would certainly
[00:26:31.520 --> 00:26:36.200]   get these patches of where all of these embeddings
[00:26:36.200 --> 00:26:38.280]   are, what would be the representative embedding
[00:26:38.280 --> 00:26:40.720]   of a continuous embedding.
[00:26:40.720 --> 00:26:42.120]   You can take all of those patches,
[00:26:42.120 --> 00:26:45.960]   and you can just number them, or you can just list them.
[00:26:45.960 --> 00:26:49.840]   So in this case, you can perhaps have 25 numbers, or 20 numbers,
[00:26:49.840 --> 00:26:53.480]   which are, in a way, mapping from a continuous embedding
[00:26:53.480 --> 00:26:57.040]   to a discrete token.
[00:26:57.040 --> 00:26:58.520]   This is another example right here.
[00:26:58.520 --> 00:27:02.320]   So in our case, what we did was we
[00:27:02.320 --> 00:27:05.160]   took a batch of spectrogram, which are basically
[00:27:05.160 --> 00:27:10.760]   very small patches across time, and then shared all
[00:27:10.760 --> 00:27:13.320]   across the frequency axis.
[00:27:13.320 --> 00:27:15.200]   You take those patches, you learn
[00:27:15.200 --> 00:27:16.600]   the embedding representation.
[00:27:16.600 --> 00:27:19.720]   In our case, it was just like three-layer autoencoder,
[00:27:19.720 --> 00:27:22.800]   fully-connected encoders with three layers of decoders,
[00:27:22.800 --> 00:27:25.360]   and have a bottleneck layer in between.
[00:27:25.360 --> 00:27:27.000]   So that bottleneck layer basically
[00:27:27.000 --> 00:27:29.280]   is kind of similar to this kind of diagram
[00:27:29.280 --> 00:27:33.520]   in, say, 64-dimensional space or 120-dimensional space.
[00:27:33.520 --> 00:27:35.400]   You take up those bottleneck codes,
[00:27:35.400 --> 00:27:37.840]   and then you run k-means clustering on it.
[00:27:37.840 --> 00:27:43.520]   Suddenly, in a way, you can find discrete codes
[00:27:43.520 --> 00:27:48.040]   for continuous embedding spaces or even continuous segments.
[00:27:48.040 --> 00:27:50.480]   And since we know that transformers kind of love
[00:27:50.480 --> 00:27:52.600]   operating in discrete spaces, you
[00:27:52.600 --> 00:27:55.160]   can just apply language modeling now,
[00:27:55.160 --> 00:27:58.480]   and then you can see what you can do.
[00:27:58.480 --> 00:28:02.200]   So in our case, we just had very simple three-layer,
[00:28:02.200 --> 00:28:06.000]   fully-connected autoencoder, small patches.
[00:28:06.000 --> 00:28:07.520]   The number of codes is important,
[00:28:07.520 --> 00:28:10.000]   because if you have too many codes,
[00:28:10.000 --> 00:28:11.800]   then you're kind of just throwing
[00:28:11.800 --> 00:28:13.600]   in all kinds of noisy things.
[00:28:13.600 --> 00:28:17.880]   Now, I'll give an example of why the number of codes
[00:28:17.880 --> 00:28:19.680]   are important through some example.
[00:28:19.680 --> 00:28:22.480]   And you have two little codes.
[00:28:22.480 --> 00:28:25.000]   What you're, in a way, doing is you're
[00:28:25.000 --> 00:28:27.280]   removing all of the information which was relevant,
[00:28:27.280 --> 00:28:29.480]   and you're just kind of averaging them all out.
[00:28:29.480 --> 00:28:38.200]   So this idea first was proposed by Jukebox,
[00:28:38.200 --> 00:28:40.240]   which did it for music.
[00:28:40.240 --> 00:28:42.160]   So you do the exact same thing, what
[00:28:42.160 --> 00:28:45.240]   I talked about, in a slightly different manner.
[00:28:45.240 --> 00:28:48.640]   In a way that, OK, you cannot learn codes
[00:28:48.640 --> 00:28:50.520]   for longer sequences.
[00:28:50.520 --> 00:28:54.080]   So in a way, learn sequences which are just moving slowly
[00:28:54.080 --> 00:28:57.680]   and which are looking at only a certain amount of audio.
[00:28:57.680 --> 00:29:01.320]   So you kind of encode this in these discrete levels, which
[00:29:01.320 --> 00:29:03.360]   are basically like--
[00:29:03.360 --> 00:29:04.760]   all of these basically are codes.
[00:29:04.760 --> 00:29:08.040]   So at every point, I define, OK, this audio
[00:29:08.040 --> 00:29:10.520]   had, perhaps, code number 55.
[00:29:10.520 --> 00:29:12.840]   And in the next level, perhaps, it had code number 2.
[00:29:12.840 --> 00:29:16.440]   And in the very top, perhaps, it had code number 2,000.
[00:29:16.440 --> 00:29:19.680]   So in a way, I'm discretizing the whole codes.
[00:29:19.680 --> 00:29:23.440]   Now what I do is I take up my favorite transform model,
[00:29:23.440 --> 00:29:26.280]   perhaps like a causal autoregressive one.
[00:29:26.280 --> 00:29:29.240]   And I say that, OK, given these codes,
[00:29:29.240 --> 00:29:31.480]   try to predict what codes would come next.
[00:29:31.480 --> 00:29:34.240]   And for sure, transformers can do that.
[00:29:34.240 --> 00:29:36.840]   So I would generate the codes in the future.
[00:29:36.840 --> 00:29:39.560]   Once I've generated the codes in the future,
[00:29:39.560 --> 00:29:41.360]   I can say that, OK, this problem now
[00:29:41.360 --> 00:29:43.680]   is kind of like a text-to-speech problem,
[00:29:43.680 --> 00:29:45.560]   because I have these discrete codes.
[00:29:45.560 --> 00:29:48.680]   Text-to-speech, in a way, is going from discrete letters
[00:29:48.680 --> 00:29:50.560]   to continuous audio.
[00:29:50.560 --> 00:29:53.720]   So I would throw in the fanciest, which was WaveNet.
[00:29:53.720 --> 00:29:55.240]   And I would just get back the code.
[00:29:55.240 --> 00:29:58.080]   And I would get the generated audio.
[00:29:58.080 --> 00:30:02.360]   So this was, in a way, what I described,
[00:30:02.360 --> 00:30:04.760]   that they take up a continuous audio.
[00:30:04.760 --> 00:30:06.640]   They have these compressed codes,
[00:30:06.640 --> 00:30:10.720]   which they encode using a CNN in this case.
[00:30:10.720 --> 00:30:11.960]   The method doesn't matter.
[00:30:11.960 --> 00:30:15.040]   You can throw in the fanciest of embedding or latent
[00:30:15.040 --> 00:30:18.400]   representation on those continuous code.
[00:30:18.400 --> 00:30:20.120]   You generate the patterns, which are like,
[00:30:20.120 --> 00:30:22.000]   what's going to happen next in the future?
[00:30:22.000 --> 00:30:26.000]   And then you decode back using a fancy WaveNet or state-of-the-art
[00:30:26.000 --> 00:30:28.000]   model.
[00:30:28.000 --> 00:30:32.160]   So this was what they were doing for music synthesis.
[00:30:32.160 --> 00:30:35.200]   What we said was, yeah, this is good.
[00:30:35.200 --> 00:30:37.200]   This can generate a good amount of music.
[00:30:37.200 --> 00:30:44.480]   But can these models be used for generating
[00:30:44.480 --> 00:30:47.840]   good representation of the current audio?
[00:30:47.840 --> 00:30:51.160]   And the goal there was, can language models
[00:30:51.160 --> 00:30:55.600]   learn representation, which can just encapsulate whatever we
[00:30:55.600 --> 00:30:59.160]   are giving as an input signal?
[00:30:59.160 --> 00:31:01.160]   So in this case, what we tried after that
[00:31:01.160 --> 00:31:06.840]   was you do exactly similar ideas.
[00:31:06.840 --> 00:31:11.960]   But instead of doing on VQ-VAE end-to-end learned encodings,
[00:31:11.960 --> 00:31:14.320]   we just apply vanilla k-means clustering,
[00:31:14.320 --> 00:31:16.880]   similar to what I described earlier.
[00:31:16.880 --> 00:31:18.200]   We do on spectrogram patches.
[00:31:18.200 --> 00:31:20.960]   So you take up these spectrograms of audio,
[00:31:20.960 --> 00:31:23.960]   and you just divide them into very small chunks,
[00:31:23.960 --> 00:31:28.440]   learn autoencoder encodings for each of those chunks,
[00:31:28.440 --> 00:31:30.320]   run k-means clustering.
[00:31:30.320 --> 00:31:34.120]   In this case, let's say I am learning 16 codes.
[00:31:34.120 --> 00:31:38.360]   Represent the continuous audio in terms of the 16 codes.
[00:31:38.360 --> 00:31:41.880]   Have a transformer which can perhaps predict the next code.
[00:31:41.880 --> 00:31:45.120]   And if I keep on getting better and better at predicting
[00:31:45.120 --> 00:31:48.000]   what's going to happen next, then in this linear layer,
[00:31:48.000 --> 00:31:51.320]   I should be encapsulating what's important
[00:31:51.320 --> 00:31:56.640]   or what's a good summary of what has happened in the past.
[00:31:56.640 --> 00:32:01.600]   So that was our intuition behind trying this.
[00:32:01.600 --> 00:32:03.600]   And as I explained, the number of codes
[00:32:03.600 --> 00:32:05.560]   play a very important role.
[00:32:05.560 --> 00:32:08.920]   You can see here, these are just two piano notes switching
[00:32:08.920 --> 00:32:10.080]   one after the other.
[00:32:10.080 --> 00:32:12.080]   If I just have 16 number of codes,
[00:32:12.080 --> 00:32:16.560]   it just happens to have just a single line of encoding,
[00:32:16.560 --> 00:32:18.640]   a single code assigned to all of this.
[00:32:18.640 --> 00:32:21.040]   Whereas if I'm assigning more codes,
[00:32:21.040 --> 00:32:23.600]   then it becomes a fine-grained prediction
[00:32:23.600 --> 00:32:29.320]   where I'm actually able to get what the individual notes are.
[00:32:29.320 --> 00:32:32.880]   Recently, Facebook also said, OK, they just
[00:32:32.880 --> 00:32:35.240]   had a different name to the whole thing, which
[00:32:35.240 --> 00:32:40.760]   is we can just call this as textless NLP also in the sense
[00:32:40.760 --> 00:32:44.760]   that, OK, you can do NLP without having access to text.
[00:32:44.760 --> 00:32:46.360]   But the idea is very, very similar.
[00:32:46.360 --> 00:32:48.600]   You have an encoder, which is exactly similar to say
[00:32:48.600 --> 00:32:49.680]   what OpenAI was using.
[00:32:49.680 --> 00:32:53.320]   You have a VQ-VAE, Wave2Vec, or whatever you want to do.
[00:32:53.320 --> 00:32:55.240]   You can apply k-means clustering to it.
[00:32:55.240 --> 00:32:57.160]   You apply language models to it.
[00:32:57.160 --> 00:32:58.880]   And instead of a decoder being WaveNet,
[00:32:58.880 --> 00:33:00.280]   they just have a decoder, which is
[00:33:00.280 --> 00:33:02.840]   like a different version of text-to-speech, which
[00:33:02.840 --> 00:33:05.000]   is like Takotron in this case.
[00:33:05.000 --> 00:33:07.160]   So as you can see, these are all the same wine
[00:33:07.160 --> 00:33:08.280]   and very different bottles.
[00:33:08.280 --> 00:33:12.560]   But the core idea is almost exactly the same.
[00:33:12.560 --> 00:33:18.120]   So this created a huge uproar of this going to change NLP.
[00:33:18.120 --> 00:33:21.560]   But this is very, very similar to what people
[00:33:21.560 --> 00:33:24.560]   have been doing in the past.
[00:33:24.560 --> 00:33:29.200]   So I've already explained what this was.
[00:33:29.200 --> 00:33:32.400]   So in our case, we just try to predict
[00:33:32.400 --> 00:33:35.360]   what's going to happen next given the previous context
[00:33:35.360 --> 00:33:40.320]   and use that representation similar to every single one
[00:33:40.320 --> 00:33:44.600]   short learning or zero short learning-based method.
[00:33:44.600 --> 00:33:47.720]   I also explain why the number of codes are important.
[00:33:47.720 --> 00:33:49.240]   If you have too small, then you're
[00:33:49.240 --> 00:33:50.920]   just throwing away a lot of information.
[00:33:50.920 --> 00:33:55.360]   If you have too large, then you don't put in--
[00:33:55.360 --> 00:33:59.480]   it is no longer robust to noise.
[00:33:59.480 --> 00:34:00.720]   So this was our setup.
[00:34:00.720 --> 00:34:04.080]   And before I jump in, I should add one of the tweets
[00:34:04.080 --> 00:34:08.800]   which I saw from one of the most prominent researchers
[00:34:08.800 --> 00:34:11.240]   at DeepMind, which is basically like a lot of times
[00:34:11.240 --> 00:34:13.680]   it is very, very easy to bump up numbers.
[00:34:13.680 --> 00:34:17.200]   I can have these details just not present
[00:34:17.200 --> 00:34:20.280]   in my paper, which actually help a lot in terms
[00:34:20.280 --> 00:34:22.200]   of improving the performance.
[00:34:22.200 --> 00:34:25.760]   And sometimes don't take into account
[00:34:25.760 --> 00:34:29.160]   what the actual model is incorporating
[00:34:29.160 --> 00:34:32.000]   or what model is contributing versus what
[00:34:32.000 --> 00:34:35.160]   the actual these tricks for training are incorporating.
[00:34:35.160 --> 00:34:38.240]   So for most of these methods, what we are trying to see
[00:34:38.240 --> 00:34:42.000]   is we try to keep almost exactly the same approach.
[00:34:42.000 --> 00:34:44.560]   No rate augmentation, no fancy label smoothing,
[00:34:44.560 --> 00:34:48.400]   or moving average of weights, or decay, or whatever.
[00:34:48.400 --> 00:34:51.440]   You just have similar-based recipes
[00:34:51.440 --> 00:34:55.520]   to see how well we are doing.
[00:34:55.520 --> 00:34:57.920]   For this case, the goal was to see
[00:34:57.920 --> 00:35:00.400]   that how well our models do with respect
[00:35:00.400 --> 00:35:02.120]   to this purely supervised approach
[00:35:02.120 --> 00:35:03.720]   and how well it does with respect
[00:35:03.720 --> 00:35:06.840]   to a similar unsupervised approach.
[00:35:06.840 --> 00:35:09.360]   So in the first case, the model and all of the weights
[00:35:09.360 --> 00:35:12.320]   have access to all of the labels, which is just
[00:35:12.320 --> 00:35:14.840]   shown as VGG supervised, which is basically
[00:35:14.840 --> 00:35:16.840]   you take up an audio understanding data set
[00:35:16.840 --> 00:35:21.440]   and you see how well you're doing on accuracy metrics.
[00:35:21.440 --> 00:35:22.560]   So that was the first one.
[00:35:22.560 --> 00:35:24.760]   In the second one, we applied SimClear,
[00:35:24.760 --> 00:35:26.160]   which was proposed by Geoff Hinton,
[00:35:26.160 --> 00:35:28.440]   in which you can take up these multiple augmentations
[00:35:28.440 --> 00:35:30.440]   of the same input.
[00:35:30.440 --> 00:35:32.000]   You can have patches removed.
[00:35:32.000 --> 00:35:33.000]   You can blur the signal.
[00:35:33.000 --> 00:35:34.800]   You can flip the signal.
[00:35:34.800 --> 00:35:36.880]   You learn an embedding out of the last layer
[00:35:36.880 --> 00:35:38.720]   without access to the labels, and then
[00:35:38.720 --> 00:35:42.000]   just have a linear head to predict what's happening.
[00:35:42.000 --> 00:35:45.040]   By using that, we got a 55% accuracy.
[00:35:45.040 --> 00:35:46.960]   You do the exact same thing with transformers.
[00:35:46.960 --> 00:35:48.440]   You don't have access to labels.
[00:35:48.440 --> 00:35:51.640]   You just run them while just to predict the next code.
[00:35:51.640 --> 00:35:54.400]   You take the linear layer, apply the same linear head,
[00:35:54.400 --> 00:35:57.120]   and try to predict what's happening inside.
[00:35:57.120 --> 00:35:59.440]   And with that, we got 60% accuracy.
[00:35:59.440 --> 00:36:01.160]   So even though the results are not good,
[00:36:01.160 --> 00:36:04.920]   but the fact is the neural networks actually
[00:36:04.920 --> 00:36:09.360]   are very, very good at getting better and better
[00:36:09.360 --> 00:36:11.520]   with throwing off huge amounts of data.
[00:36:11.520 --> 00:36:14.720]   So there's still a 10% gap between purely supervised
[00:36:14.720 --> 00:36:17.200]   and purely unsupervised.
[00:36:17.200 --> 00:36:21.160]   But that's going to improve with throwing a lot of data
[00:36:21.160 --> 00:36:23.480]   to these models, because it doesn't have access
[00:36:23.480 --> 00:36:25.240]   to any label as per se.
[00:36:25.240 --> 00:36:28.560]   So this is a famous paper by Dan Ellis and Nelson Morgan
[00:36:28.560 --> 00:36:30.920]   at Berkeley, in which they actually showed way back
[00:36:30.920 --> 00:36:37.200]   in 1999 as to why size matters for deep neural networks
[00:36:37.200 --> 00:36:41.000]   and also the number of data points which is present.
[00:36:41.000 --> 00:36:44.400]   So as they kept on increasing the size of the data set
[00:36:44.400 --> 00:36:47.120]   and the parameters, they kept on getting lower and lower word
[00:36:47.120 --> 00:36:48.120]   error rates.
[00:36:48.120 --> 00:36:51.480]   And this has been true across any of the data set.
[00:36:51.480 --> 00:36:53.720]   And that's why the whole excitement is about
[00:36:53.720 --> 00:36:56.640]   unsupervised learning.
[00:36:56.640 --> 00:36:58.760]   So this was, in a way, a flavor of how
[00:36:58.760 --> 00:37:01.320]   can we do language modeling and unsupervised learning
[00:37:01.320 --> 00:37:05.200]   on audio for continuous signals.
[00:37:05.200 --> 00:37:09.400]   For the third subplot, I'll just quickly mention
[00:37:09.400 --> 00:37:11.800]   ideas which are very similar to what you would have seen
[00:37:11.800 --> 00:37:15.680]   in vision transformers, but with the caveat
[00:37:15.680 --> 00:37:18.880]   that how can we use some sort of signal processing
[00:37:18.880 --> 00:37:22.040]   to improve these performance even further.
[00:37:22.040 --> 00:37:24.520]   So the basic approach still remains the same exactly
[00:37:24.520 --> 00:37:28.200]   as what you would have seen in vision transformers.
[00:37:28.200 --> 00:37:33.080]   You have a signal of interest which you want to classify.
[00:37:33.080 --> 00:37:36.400]   Here, they are raw waveform instead of images.
[00:37:36.400 --> 00:37:41.080]   The goal is to predict what's there inside of it.
[00:37:41.080 --> 00:37:43.480]   And also, we don't have any convolutions.
[00:37:43.480 --> 00:37:46.760]   We don't have any other tricks which we were using before.
[00:37:46.760 --> 00:37:49.760]   All we have to do is they can transform as themselves,
[00:37:49.760 --> 00:37:52.880]   solve this particular problem.
[00:37:52.880 --> 00:37:54.800]   So for the data set--
[00:37:54.800 --> 00:37:57.280]   and the whole setup was still the same.
[00:37:57.280 --> 00:38:03.000]   No data augmentation and no other forms of these tricks.
[00:38:03.000 --> 00:38:05.440]   You are given like 40,000 snippets for training
[00:38:05.440 --> 00:38:08.040]   and 10,000 for validation.
[00:38:08.040 --> 00:38:10.880]   Our job is to predict as good as possible
[00:38:10.880 --> 00:38:13.480]   as to what's there in the audio.
[00:38:13.480 --> 00:38:17.120]   This problem is very similar to the sound which you heard
[00:38:17.120 --> 00:38:22.080]   and the video which you saw, that given a spectrogram patch,
[00:38:22.080 --> 00:38:24.080]   you have to predict what's there inside of it.
[00:38:24.080 --> 00:38:33.000]   We kind of do one step further than what's just
[00:38:33.000 --> 00:38:34.840]   like a simple transformer model.
[00:38:34.840 --> 00:38:38.400]   In a sense that we try to see whether some sort of hierarchy
[00:38:38.400 --> 00:38:43.960]   over transformer embeddings would help us in any manner.
[00:38:43.960 --> 00:38:47.200]   So for that, we use wavelet decomposition
[00:38:47.200 --> 00:38:50.720]   on the intermediate transformer embeddings.
[00:38:50.720 --> 00:38:55.040]   So what is a wavelet decomposition?
[00:38:55.040 --> 00:38:58.200]   In very naive terms, it can be like a way
[00:38:58.200 --> 00:39:02.720]   of decomposing the intermediate embeddings
[00:39:02.720 --> 00:39:06.800]   into another intermediate embedding, in a sense
[00:39:06.800 --> 00:39:09.920]   that we are kind of putting these highways of like some
[00:39:09.920 --> 00:39:11.440]   embeddings are moving very slowly
[00:39:11.440 --> 00:39:13.640]   and some embeddings are moving very fast.
[00:39:13.640 --> 00:39:15.600]   And some embeddings are retained exactly
[00:39:15.600 --> 00:39:19.480]   at the rate of what the original signal was.
[00:39:19.480 --> 00:39:20.640]   And why this is important?
[00:39:20.640 --> 00:39:24.000]   Because you can think about that at every intermediate state,
[00:39:24.000 --> 00:39:27.800]   you are in a way learning some sort of hierarchy in the model.
[00:39:27.800 --> 00:39:35.120]   So if I look at what we do with the wavelet decomposition
[00:39:35.120 --> 00:39:39.200]   before and after, let's say you had time across this
[00:39:39.200 --> 00:39:41.640]   and you had the embedding size across this
[00:39:41.640 --> 00:39:45.880]   and this whole patch was your output of, say,
[00:39:45.880 --> 00:39:48.640]   the nth layer of the transformer.
[00:39:48.640 --> 00:39:52.320]   What I say now is, OK, I would just
