
[00:00:00.040 --> 00:00:09.600]   cuál
[00:27:45.160 --> 00:27:45.160]   I could feed my family of six on one hundred dollars if I had to.
[00:27:45.160 --> 00:27:45.160]   I could feed my family of six on one hundred dollars if I had to.
[00:27:45.160 --> 00:27:45.160]   I could feed my family of six on one hundred dollars if I had to.
[00:27:45.160 --> 00:27:45.160]   I could feed my family of six on one hundred dollars if I had to.
[00:27:45.160 --> 00:27:45.160]   I could feed my family of six on one hundred dollars if I had to.
[00:27:45.160 --> 00:27:45.160]   I could feed my family of six on one hundred dollars if I had to.
[00:27:45.160 --> 00:27:45.160]   I could feed my family of six on one hundred dollars if I had to.
[00:27:45.160 --> 00:27:45.160]   I could feed my family of six on one hundred dollars if I had to.
[00:27:45.160 --> 00:27:45.160]   I could feed my family of six on one hundred dollars if I had to.
[00:27:45.160 --> 00:27:45.160]   I could feed my family of six on one hundred dollars if I had to.
[00:27:45.160 --> 00:27:45.160]   I could feed my family of six on one hundred dollars if I had to.
[00:27:45.180 --> 00:28:15.180]   I could feed my family of six on one hundred dollars if I had to.
[00:28:15.180 --> 00:28:15.180]   I could feed my family of six on one hundred dollars if I had to.
[00:28:15.180 --> 00:28:15.180]   I could feed my family of six on one hundred dollars if I had to.
[00:28:15.180 --> 00:28:15.180]   I could feed my family of six on one hundred dollars if I had to.
[00:28:15.180 --> 00:28:15.180]   I could feed my family of six on one hundred dollars if I had to.
[00:28:15.180 --> 00:28:15.180]   I could feed my family of six on one hundred dollars if I had to.
[00:28:15.180 --> 00:28:15.180]   I could feed my family of six on one hundred dollars if I had to.
[00:28:15.180 --> 00:28:15.180]   I could feed my family of six on one hundred dollars if I had to.
[00:28:15.180 --> 00:28:15.180]   I could feed my family of six on one hundred dollars if I had to.
[00:28:15.180 --> 00:28:15.180]   I could feed my family of six on one hundred dollars if I had to.
[00:28:15.180 --> 00:28:15.180]   I could feed my family of six on one hundred dollars if I had to. I could feed my family of six on one hundred dollars if I had to.
[00:28:15.200 --> 00:28:45.200]   I could feed my family of six on one hundred dollars if I had to.
[00:28:45.200 --> 00:28:45.200]   I could feed my family of six on one hundred dollars if I had to.
[00:28:45.200 --> 00:28:45.200]   I could feed my family of six on one hundred dollars if I had to.
[00:28:45.200 --> 00:28:45.200]   I could feed my family of six on one hundred dollars if I had to.
[00:28:45.200 --> 00:28:45.200]   I could feed my family of six on one hundred dollars if I had to.
[00:28:45.200 --> 00:28:45.200]   I could feed my family of six on one hundred dollars if I had to.
[00:28:45.200 --> 00:28:45.200]   I could feed my family of six on one hundred dollars if I had to.
[00:28:45.200 --> 00:28:45.200]   I could feed my family of six on one hundred dollars if I had to.
[00:28:45.200 --> 00:28:45.200]   I could feed my family of six on one hundred dollars if I had to.
[00:28:45.200 --> 00:28:45.200]   I could feed my family of six on one hundred dollars if I had to. I could feed my family of six on one hundred dollars if I had to.
[00:28:45.240 --> 00:29:15.220]  ,
[00:29:15.220 --> 00:29:15.220]   I could feed my family of six on one hundred dollars if I had to.
[00:29:15.220 --> 00:29:15.220]   I could feed my family of six on one hundred dollars if I had to.
[00:29:15.220 --> 00:29:15.220]   I could feed my family of six on one hundred dollars if I had to.
[00:29:15.220 --> 00:29:15.220]   I could feed my family of six on one hundred dollars if I had to.
[00:29:15.220 --> 00:29:15.220]   I could feed my family of six on one hundred dollars if I had to.
[00:29:15.220 --> 00:29:15.220]   I could feed my family of six on one hundred dollars if I had to.
[00:29:15.220 --> 00:29:15.220]   I could feed my family of six on one hundred dollars if I had to.
[00:29:15.220 --> 00:29:15.220]   I could feed my family of six on one hundred dollars if I had to.
[00:29:15.240 --> 00:29:45.240]   You could feed my family of six on one hundred dollars if I had to.
[00:29:45.240 --> 00:29:45.240]   You could feed my family of six on one hundred dollars if I had to.
[00:29:45.240 --> 00:29:45.240]   You could feed my family of six on one hundred dollars if I had to.
[00:29:45.240 --> 00:29:45.240]   You could feed my family of six on one hundred dollars if I had to.
[00:29:45.240 --> 00:29:45.240]   You could feed my family of six on one hundred dollars if I had to.
[00:29:45.240 --> 00:29:45.240]   You could feed my family of six on one hundred dollars if I had to.
[00:29:45.240 --> 00:29:45.240]   You could feed my family of six on one hundred dollars if I had to.
[00:29:45.240 --> 00:29:45.240]   You could feed my family of six on one hundred dollars if I had to.
[00:29:45.240 --> 00:29:45.240]   You could feed my family of six on one hundred dollars if I had to.
[00:29:45.240 --> 00:29:45.240]   You could feed my family of six on one hundred dollars if I had to.
[00:29:45.240 --> 00:29:45.240]   You could feed my family of six on one hundred dollars if I had to.
[00:29:45.240 --> 00:29:45.240]   You could feed my family of six on one hundred dollars if I had to.
[00:29:45.260 --> 00:30:15.260]   You could feed my family of six on one hundred dollars if I had to.
[00:30:15.260 --> 00:30:15.260]   You could feed my family of six on one hundred dollars if I had to.
[00:30:15.260 --> 00:30:15.260]   You could feed my family of six on one hundred dollars if I had to.
[00:30:15.260 --> 00:30:15.260]   You could feed my family of six on one hundred dollars if I had to.
[00:30:15.260 --> 00:30:15.260]   You could feed my family of six on one hundred dollars if I had to.
[00:30:15.260 --> 00:30:15.260]   You could feed my family of six on one hundred dollars if I had to.
[00:30:15.260 --> 00:30:15.260]   You could feed my family of six on one hundred dollars if I had to.
[00:30:15.260 --> 00:30:15.260]   You could feed my family of six on one hundred dollars if I had to.
[00:30:15.260 --> 00:30:15.260]   You could feed my family of six on one hundred dollars if I had to.
[00:30:15.260 --> 00:30:15.260]   You could feed my family of six on one hundred dollars if I had to.
[00:30:15.260 --> 00:30:15.260]   You could feed my family of six on one hundred dollars if I had to.
[00:30:15.260 --> 00:30:15.260]   You could feed my family of six on one hundred dollars if I had to.
[00:30:15.280 --> 00:30:45.280]   I could feed my family of six on one hundred dollars if I had to.
[00:30:45.280 --> 00:30:45.280]   You could feed my family of six on one hundred dollars if I had to.
[00:30:45.280 --> 00:30:45.280]   You could feed my family of six on one hundred dollars if I had to.
[00:30:45.280 --> 00:30:45.280]   You could feed my family of six on one hundred dollars if I had to.
[00:30:45.280 --> 00:30:45.280]   You could feed my family of six on one hundred dollars if I had to.
[00:30:45.280 --> 00:30:45.280]   You could feed my family of six on one hundred dollars if I had to.
[00:30:45.280 --> 00:30:45.280]   You could feed my family of six on one hundred dollars if I had to.
[00:30:45.280 --> 00:30:45.280]   You could feed my family of six on one hundred dollars if I had to.
[00:30:45.280 --> 00:30:45.280]   You could feed my family of six on one hundred dollars if I had to.
[00:30:45.280 --> 00:30:45.280]   You could feed my family of six on one hundred dollars if I had to.
[00:30:45.280 --> 00:30:45.280]   You could feed my family of six on one hundred dollars if I had to.
[00:30:45.300 --> 00:31:15.300]  ,
[00:31:15.300 --> 00:31:15.300]   I could feed my family of six on one hundred dollars if I had to.
[00:31:15.300 --> 00:31:15.300]   I could feed my family of six on one hundred dollars if I had to.
[00:31:15.300 --> 00:31:15.300]   I could feed my family of six on one hundred dollars if I had to.
[00:31:15.300 --> 00:31:15.300]   I could feed my family of six on one hundred dollars if I had to.
[00:31:15.300 --> 00:31:15.300]   I could feed my family of six on one hundred dollars if I had to.
[00:31:15.300 --> 00:31:15.300]   I could feed my family of six on one hundred dollars if I had to.
[00:31:15.300 --> 00:31:15.300]   I could feed my family of six on one hundred dollars if I had to.
[00:31:15.300 --> 00:31:15.300]   I could feed my family of six on one hundred dollars if I had to.
[00:31:15.320 --> 00:31:45.320]   I could feed my family of six on one hundred dollars if I had to.
[00:31:45.320 --> 00:31:45.320]   I could feed my family of six on one hundred dollars if I had to.
[00:31:45.320 --> 00:31:45.320]   I could feed my family of six on one hundred dollars if I had to.
[00:31:45.320 --> 00:31:45.320]   I could feed my family of six on one hundred dollars if I had to.
[00:31:45.320 --> 00:31:45.320]   I could feed my family of six on one hundred dollars if I had to.
[00:31:45.320 --> 00:31:45.320]   I could feed my family of six on one hundred dollars if I had to.
[00:31:45.320 --> 00:31:45.320]   I could feed my family of six on one hundred dollars if I had to.
[00:31:45.320 --> 00:31:45.320]   I could feed my family of six on one hundred dollars if I had to.
[00:31:45.320 --> 00:31:45.320]   I could feed my family of six on one hundred dollars if I had to.
[00:31:45.320 --> 00:31:45.320]   I could feed my family of six on one hundred dollars if I had to.
[00:31:45.320 --> 00:31:45.320]   I could feed my family of six on one hundred dollars if I had to.
[00:31:45.340 --> 00:32:15.340]  ,
[00:32:15.340 --> 00:32:15.340]   I could feed my family of six on one hundred dollars if I had to.
[00:32:15.340 --> 00:32:15.340]   I could feed my family of six on one hundred dollars if I had to.
[00:32:15.340 --> 00:32:15.340]   I could feed my family of six on one hundred dollars if I had to.
[00:32:15.340 --> 00:32:15.340]   I could feed my family of six on one hundred dollars if I had to.
[00:32:15.340 --> 00:32:15.340]   I could feed my family of six on one hundred dollars if I had to.
[00:32:15.340 --> 00:32:15.340]   I could feed my family of six on one hundred dollars if I had to.
[00:32:15.340 --> 00:32:15.340]   I could feed my family of six on one hundred dollars if I had to.
[00:32:15.340 --> 00:32:15.340]   I could feed my family of six on one hundred dollars if I had to.
[00:32:15.380 --> 00:32:45.360]  ,
[00:32:45.360 --> 00:32:45.360]   I could feed my family of six on one hundred dollars if I had to.
[00:32:45.360 --> 00:32:45.360]   I could feed my family of six on one hundred dollars if I had to.
[00:32:45.360 --> 00:32:45.360]   I could feed my family of six on one hundred dollars if I had to.
[00:32:45.360 --> 00:32:45.360]   I could feed my family of six on one hundred dollars if I had to.
[00:32:45.360 --> 00:32:45.360]   I could feed my family of six on one hundred dollars if I had to.
[00:32:45.360 --> 00:32:45.360]   I could feed my family of six on one hundred dollars if I had to.
[00:32:45.360 --> 00:32:45.360]   I could feed my family of six on one hundred dollars if I had to.
[00:32:45.360 --> 00:32:45.360]   I could feed my family of six on one hundred dollars if I had to.
[00:32:45.360 --> 00:32:45.360]   I could feed my family of six on one hundred dollars if I had to.
[00:32:45.360 --> 00:32:45.360]   I could feed my family of six on one hundred dollars if I had to.
[00:32:45.380 --> 00:33:15.380]   I could feed my family of six on one hundred dollars if I had to.
[00:33:15.380 --> 00:33:15.380]   I could feed my family of six on one hundred dollars if I had to.
[00:33:15.380 --> 00:33:15.380]   I could feed my family of six on one hundred dollars if I had to.
[00:33:15.380 --> 00:33:15.380]   I could feed my family of six on one hundred dollars if I had to.
[00:33:15.380 --> 00:33:15.380]   I could feed my family of six on one hundred dollars if I had to.
[00:33:15.380 --> 00:33:15.380]   I could feed my family of six on one hundred dollars if I had to.
[00:33:15.380 --> 00:33:15.380]   I could feed my family of six on one hundred dollars if I had to.
[00:33:15.380 --> 00:33:15.380]   I could feed my family of six on one hundred dollars if I had to.
[00:33:15.380 --> 00:33:15.380]   I could feed my family of six on one hundred dollars if I had to.
[00:33:15.380 --> 00:33:15.380]   I could feed my family of six on one hundred dollars if I had to.
[00:33:15.380 --> 00:33:15.380]   I could feed my family of six on one hundred dollars if I had to.
[00:33:15.380 --> 00:33:15.380]   I could feed my family of six on one hundred dollars if I had to.
[00:33:15.380 --> 00:33:45.400]  ,
[00:33:45.400 --> 00:33:45.400]   I could feed my family of six on one hundred dollars if I had to.
[00:33:45.400 --> 00:33:45.400]   I could feed my family of six on one hundred dollars if I had to.
[00:33:45.400 --> 00:33:45.400]   I could feed my family of six on one hundred dollars if I had to.
[00:33:45.400 --> 00:33:45.400]   I could feed my family of six on one hundred dollars if I had to.
[00:33:45.400 --> 00:33:45.400]   I could feed my family of six on one hundred dollars if I had to.
[00:33:45.400 --> 00:33:45.400]   I could feed my family of six on one hundred dollars if I had to.
[00:33:45.400 --> 00:33:45.400]   I could feed my family of six on one hundred dollars if I had to.
[00:33:45.400 --> 00:33:45.400]   I could feed my family of six on one hundred dollars if I had to.
[00:33:45.400 --> 00:33:45.400]   I could feed my family of six on one hundred dollars if I had to.
[00:33:45.400 --> 00:33:45.400]   I could feed my family of six on one hundred dollars if I had to. I could feed my family of six on one hundred dollars if I had to.
[00:33:45.420 --> 00:34:15.420]   I could feed my family of six on one hundred dollars if I had to.
[00:34:15.420 --> 00:34:15.420]   I could feed my family of six on one hundred dollars if I had to.
[00:34:15.420 --> 00:34:15.420]   I could feed my family of six on one hundred dollars if I had to.
[00:34:15.420 --> 00:34:15.420]   I could feed my family of six on one hundred dollars if I had to.
[00:34:15.420 --> 00:34:15.420]   I could feed my family of six on one hundred dollars if I had to.
[00:34:15.420 --> 00:34:15.420]   I could feed my family of six on one hundred dollars if I had to.
[00:34:15.420 --> 00:34:15.420]   I could feed my family of six on one hundred dollars if I had to.
[00:34:15.420 --> 00:34:15.420]   I could feed my family of six on one hundred dollars if I had to.
[00:34:15.420 --> 00:34:15.420]   I could feed my family of six on one hundred dollars if I had to.
[00:34:15.420 --> 00:34:15.420]   I could feed my family of six on one hundred dollars if I had to.
[00:34:15.420 --> 00:34:15.420]   I could feed my family of six on one hundred dollars if I had to.
[00:34:15.420 --> 00:34:15.420]   I could feed my family of six on one hundred dollars if I had to.
[00:34:45.440 --> 00:34:45.440]   I could feed my family of six on one hundred dollars if I had to.
[00:34:45.440 --> 00:34:45.440]   I could feed my family of six on one hundred dollars if I had to.
[00:34:45.440 --> 00:34:45.440]   I could feed my family of six on one hundred dollars if I had to.
[00:34:45.440 --> 00:34:45.440]   I could feed my family of six on one hundred dollars if I had to.
[00:34:45.440 --> 00:34:45.440]   I could feed my family of six on one hundred dollars if I had to.
[00:34:45.440 --> 00:34:45.440]   I could feed my family of six on one hundred dollars if I had to.
[00:34:45.440 --> 00:34:45.440]   I could feed my family of six on one hundred dollars if I had to.
[00:35:15.460 --> 00:35:15.460]   I could feed my family of six on one hundred dollars if I had to.
[00:35:15.460 --> 00:35:15.460]   I could feed my family of six on one hundred dollars if I had to.
[00:35:15.460 --> 00:35:15.460]   I could feed my family of six on one hundred dollars if I had to.
[00:35:15.460 --> 00:35:15.460]   I could feed my family of six on one hundred dollars if I had to.
[00:35:15.460 --> 00:35:15.460]   I could feed my family of six on one hundred dollars if I had to.
[00:35:15.460 --> 00:35:15.460]   I could feed my family of six on one hundred dollars if I had to.
[00:35:15.460 --> 00:35:15.460]   I could feed my family of six on one hundred dollars if I had to.
[00:35:15.460 --> 00:35:15.460]   I could feed my family of six on one hundred dollars if I had to.
[00:35:15.460 --> 00:35:15.460]   I could feed my family of six on one hundred dollars if I had to.
[00:35:15.460 --> 00:35:15.460]   I could feed my family of six on one hundred dollars if I had to.
[00:35:15.460 --> 00:35:15.460]   I could feed my family of six on one hundred dollars if I had to.
[00:35:15.460 --> 00:35:15.460]   I could feed my family of six on one hundred dollars if I had to.
[00:35:15.500 --> 00:35:45.480]  ,
[00:35:45.480 --> 00:35:45.480]   I could feed my family of six on one hundred dollars if I had to.
[00:35:45.480 --> 00:35:45.480]   I could feed my family of six on one hundred dollars if I had to.
[00:35:45.480 --> 00:35:45.480]   I could feed my family of six on one hundred dollars if I had to.
[00:35:45.480 --> 00:35:45.480]   I could feed my family of six on one hundred dollars if I had to.
[00:35:45.480 --> 00:35:45.480]   I could feed my family of six on one hundred dollars if I had to.
[00:35:45.480 --> 00:35:45.480]   I could feed my family of six on one hundred dollars if I had to.
[00:35:45.480 --> 00:35:45.480]   I could feed my family of six on one hundred dollars if I had to.
[00:35:45.480 --> 00:35:45.480]   I could feed my family of six on one hundred dollars if I had to.
[00:35:45.500 --> 00:36:15.500]   I could feed my family of six on one hundred dollars if I had to.
[00:36:15.500 --> 00:36:15.500]   I could feed my family of six on one hundred dollars if I had to.
[00:36:15.500 --> 00:36:15.500]   I could feed my family of six on one hundred dollars if I had to.
[00:36:15.500 --> 00:36:15.500]   I could feed my family of six on one hundred dollars if I had to.
[00:36:15.500 --> 00:36:15.500]   I could feed my family of six on one hundred dollars if I had to.
[00:36:15.500 --> 00:36:15.500]   I could feed my family of six on one hundred dollars if I had to.
[00:36:15.500 --> 00:36:15.500]   I could feed my family of six on one hundred dollars if I had to.
[00:36:15.500 --> 00:36:15.500]   I could feed my family of six on one hundred dollars if I had to.
[00:36:15.500 --> 00:36:15.500]   I could feed my family of six on one hundred dollars if I had to.
[00:36:15.500 --> 00:36:15.500]   I could feed my family of six on one hundred dollars if I had to.
[00:36:15.500 --> 00:36:15.500]   I could feed my family of six on one hundred dollars if I had to.
[00:36:15.500 --> 00:36:15.500]   I could feed my family of six on one hundred dollars if I had to.
[00:36:15.520 --> 00:36:45.520]   I could feed my family of six on one hundred dollars if I had to.
[00:36:45.520 --> 00:36:45.520]   I could feed my family of six on one hundred dollars if I had to.
[00:36:45.520 --> 00:36:45.520]   I could feed my family of six on one hundred dollars if I had to.
[00:36:45.520 --> 00:36:45.520]   I could feed my family of six on one hundred dollars if I had to.
[00:36:45.520 --> 00:36:45.520]   I could feed my family of six on one hundred dollars if I had to.
[00:36:45.520 --> 00:36:45.520]   I could feed my family of six on one hundred dollars if I had to.
[00:36:45.520 --> 00:36:45.520]   I could feed my family of six on one hundred dollars if I had to.
[00:36:45.520 --> 00:36:45.520]   I could feed my family of six on one hundred dollars if I had to.
[00:36:45.520 --> 00:36:45.520]   I could feed my family of six on one hundred dollars if I had to.
[00:36:45.540 --> 00:37:15.540]   I could feed my family of six on one hundred dollars if I had to.
[00:37:15.540 --> 00:37:15.540]   I could feed my family of six on one hundred dollars if I had to.
[00:37:15.540 --> 00:37:15.540]   I could feed my family of six on one hundred dollars if I had to.
[00:37:15.540 --> 00:37:15.540]   I could feed my family of six on one hundred dollars if I had to.
[00:37:15.540 --> 00:37:15.540]   I could feed my family of six on one hundred dollars if I had to.
[00:37:15.540 --> 00:37:15.540]   I could feed my family of six on one hundred dollars if I had to.
[00:37:15.540 --> 00:37:15.540]   I could feed my family of six on one hundred dollars if I had to.
[00:37:15.540 --> 00:37:15.540]   I could feed my family of six on one hundred dollars if I had to.
[00:37:15.560 --> 00:37:45.560]   I could feed my family of six on one hundred dollars if I had to.
[00:37:45.560 --> 00:37:45.560]   I could feed my family of six on one hundred dollars if I had to.
[00:37:45.560 --> 00:37:45.560]   I could feed my family of six on one hundred dollars if I had to.
[00:37:45.560 --> 00:37:45.560]   I could feed my family of six on one hundred dollars if I had to.
[00:37:45.560 --> 00:37:45.560]   I could feed my family of six on one hundred dollars if I had to.
[00:37:45.560 --> 00:37:45.560]   I could feed my family of six on one hundred dollars if I had to.
[00:37:45.560 --> 00:37:45.560]   I could feed my family of six on one hundred dollars if I had to.
[00:37:45.560 --> 00:37:45.560]   I could feed my family of six on one hundred dollars if I had to.
[00:37:45.560 --> 00:37:45.560]   I could feed my family of six on one hundred dollars if I had to.
[00:37:45.560 --> 00:37:45.560]   I could feed my family of six on one hundred dollars if I had to.
[00:37:45.560 --> 00:37:45.560]   I could feed my family of six on one hundred dollars if I had to.
[00:37:45.560 --> 00:37:45.560]   I could feed my family of six on one hundred dollars if I had to.
[00:37:45.560 --> 00:38:15.580]  ,
[00:38:15.580 --> 00:38:15.580]   I could feed my family of six on one hundred dollars if I had to.
[00:38:15.580 --> 00:38:15.580]   I could feed my family of six on one hundred dollars if I had to.
[00:38:15.580 --> 00:38:15.580]   I could feed my family of six on one hundred dollars if I had to.
[00:38:15.580 --> 00:38:15.580]   I could feed my family of six on one hundred dollars if I had to.
[00:38:15.580 --> 00:38:15.580]   I could feed my family of six on one hundred dollars if I had to.
[00:38:15.600 --> 00:38:45.600]   I could feed my family of six on one hundred dollars if I had to.
[00:38:45.600 --> 00:38:45.600]   I could feed my family of six on one hundred dollars if I had to.
[00:38:45.600 --> 00:38:45.600]   I could feed my family of six on one hundred dollars if I had to.
[00:38:45.600 --> 00:38:45.600]   I could feed my family of six on one hundred dollars if I had to.
[00:38:45.600 --> 00:38:45.600]   I could feed my family of six on one hundred dollars if I had to.
[00:38:45.600 --> 00:38:45.600]   I could feed my family of six on one hundred dollars if I had to.
[00:38:45.600 --> 00:38:45.600]   I could feed my family of six on one hundred dollars if I had to.
[00:38:45.600 --> 00:38:45.600]   I could feed my family of six on one hundred dollars if I had to.
[00:38:45.600 --> 00:38:45.600]   I could feed my family of six on one hundred dollars if I had to.
[00:38:45.600 --> 00:38:45.600]   I could feed my family of six on one hundred dollars if I had to.
[00:38:45.600 --> 00:38:45.600]   I could feed my family of six on one hundred dollars if I had to.
[00:38:45.600 --> 00:38:45.600]   I could feed my family of six on one hundred dollars if I had to.
[00:38:45.620 --> 00:39:15.620]  ,
[00:39:15.620 --> 00:39:15.620]   I could feed my family of six on one hundred dollars if I had to.
[00:39:15.620 --> 00:39:15.620]   I could feed my family of six on one hundred dollars if I had to.
[00:39:15.620 --> 00:39:15.620]   I could feed my family of six on one hundred dollars if I had to.
[00:39:15.620 --> 00:39:15.620]   I could feed my family of six on one hundred dollars if I had to.
[00:39:15.620 --> 00:39:15.620]   I could feed my family of six on one hundred dollars if I had to.
[00:39:15.620 --> 00:39:15.620]   I could feed my family of six on one hundred dollars if I had to.
[00:39:15.620 --> 00:39:15.620]   I could feed my family of six on one hundred dollars if I had to.
[00:39:15.620 --> 00:39:15.620]   I could feed my family of six on one hundred dollars if I had to.
[00:39:15.620 --> 00:39:45.640]  ,
[00:39:45.640 --> 00:39:45.640]   I could feed my family of six on one hundred dollars if I had to.
[00:39:45.640 --> 00:39:45.640]   I could feed my family of six on one hundred dollars if I had to.
[00:39:45.640 --> 00:39:45.640]   I could feed my family of six on one hundred dollars if I had to.
[00:39:45.640 --> 00:39:45.640]   I could feed my family of six on one hundred dollars if I had to.
[00:39:45.640 --> 00:39:45.640]   I could feed my family of six on one hundred dollars if I had to.
[00:39:45.640 --> 00:39:45.640]   I could feed my family of six on one hundred dollars if I had to.
[00:39:45.640 --> 00:39:45.640]   I could feed my family of six on one hundred dollars if I had to.
[00:39:45.640 --> 00:39:45.640]   I could feed my family of six on one hundred dollars if I had to.
[00:39:45.640 --> 00:39:45.640]   I could feed my family of six on one hundred dollars if I had to.
[00:39:45.640 --> 00:39:45.640]   I could feed my family of six on one hundred dollars if I had to.
[00:39:45.660 --> 00:40:15.660]   I could feed my family of six on one hundred dollars if I had to.
[00:40:15.660 --> 00:40:15.660]   I could feed my family of six on one hundred dollars if I had to.
[00:40:15.660 --> 00:40:15.660]   I could feed my family of six on one hundred dollars if I had to.
[00:40:15.660 --> 00:40:15.660]   I could feed my family of six on one hundred dollars if I had to.
[00:40:15.660 --> 00:40:15.660]   I could feed my family of six on one hundred dollars if I had to.
[00:40:15.660 --> 00:40:15.660]   I could feed my family of six on one hundred dollars if I had to.
[00:40:15.660 --> 00:40:15.660]   I could feed my family of six on one hundred dollars if I had to.
[00:40:15.660 --> 00:40:15.660]   I could feed my family of six on one hundred dollars if I had to.
[00:40:15.660 --> 00:40:15.660]   I could feed my family of six on one hundred dollars if I had to.
[00:40:15.660 --> 00:40:15.660]   I could feed my family of six on one hundred dollars if I had to.
[00:40:15.660 --> 00:40:15.660]   I could feed my family of six on one hundred dollars if I had to.
[00:40:15.660 --> 00:40:15.660]   I could feed my family of six on one hundred dollars if I had to.
[00:40:15.680 --> 00:40:45.680]   I could feed my family of six on one hundred dollars if I had to.
[00:40:45.680 --> 00:40:45.680]   I could feed my family of six on one hundred dollars if I had to.
[00:40:45.680 --> 00:40:45.680]   I could feed my family of six on one hundred dollars if I had to.
[00:40:45.680 --> 00:40:45.680]   I could feed my family of six on one hundred dollars if I had to.
[00:40:45.680 --> 00:40:45.680]   I could feed my family of six on one hundred dollars if I had to.
[00:40:45.680 --> 00:40:45.680]   I could feed my family of six on one hundred dollars if I had to.
[00:40:45.680 --> 00:40:45.680]   I could feed my family of six on one hundred dollars if I had to.
[00:40:45.680 --> 00:40:45.680]   I could feed my family of six on one hundred dollars if I had to.
[00:40:45.680 --> 00:40:45.680]   I could feed my family of six on one hundred dollars if I had to.
[00:40:45.700 --> 00:41:15.700]   I could feed my family of six on one hundred dollars if I had to.
[00:41:15.700 --> 00:41:15.700]   I could feed my family of six on one hundred dollars if I had to.
[00:41:15.700 --> 00:41:15.700]   I could feed my family of six on one hundred dollars if I had to.
[00:41:15.700 --> 00:41:15.700]   I could feed my family of six on one hundred dollars if I had to.
[00:41:15.700 --> 00:41:15.700]   I could feed my family of six on one hundred dollars if I had to.
[00:41:15.700 --> 00:41:15.700]   I could feed my family of six on one hundred dollars if I had to.
[00:41:15.700 --> 00:41:15.700]   I could feed my family of six on one hundred dollars if I had to.
[00:41:15.700 --> 00:41:15.700]   I could feed my family of six on one hundred dollars if I had to.
[00:41:15.700 --> 00:41:15.700]   I could feed my family of six on one hundred dollars if I had to.
[00:41:15.700 --> 00:41:15.700]   I could feed my family of six on one hundred dollars if I had to.
[00:41:15.700 --> 00:41:15.700]   I could feed my family of six on one hundred dollars if I had to. I could feed my family of six on one hundred dollars if I had to.
[00:41:15.740 --> 00:41:45.720]  , I could feed my family of six on one hundred dollars if I had to. I could feed my family of six on one hundred dollars if I had to.
[00:41:45.720 --> 00:41:45.720]   I could feed my family of six on one hundred dollars if I had to. I could feed my family of six on one hundred dollars if I had to.
[00:41:45.740 --> 00:42:15.740]   I could feed my family of six on one hundred dollars if I had to.
[00:42:15.740 --> 00:42:15.740]   I could feed my family of six on one hundred dollars if I had to.
[00:42:15.740 --> 00:42:15.740]   I could feed my family of six on one hundred dollars if I had to.
[00:42:15.740 --> 00:42:15.740]   I could feed my family of six on one hundred dollars if I had to.
[00:42:15.740 --> 00:42:15.740]   I could feed my family of six on one hundred dollars if I had to.
[00:42:15.740 --> 00:42:15.740]   I could feed my family of six on one hundred dollars if I had to.
[00:42:15.740 --> 00:42:15.740]   I could feed my family of six on one hundred dollars if I had to.
[00:42:15.740 --> 00:42:15.740]   I could feed my family of six on one hundred dollars if I had to.
[00:42:15.740 --> 00:42:15.740]   I could feed my family of six on one hundred dollars if I had to.
[00:42:15.740 --> 00:42:15.740]   I could feed my family of six on one hundred dollars if I had to.
[00:42:15.740 --> 00:42:15.740]   I could feed my family of six on one hundred dollars if I had to.
[00:42:15.740 --> 00:42:15.740]   I could feed my family of six on one hundred dollars if I had to.
[00:42:15.780 --> 00:42:45.760]  ,
[00:42:45.760 --> 00:42:45.760]   I could feed my family of six on one hundred dollars if I had to.
[00:42:45.760 --> 00:42:45.760]   I could feed my family of six on one hundred dollars if I had to.
[00:42:45.760 --> 00:42:45.760]   I could feed my family of six on one hundred dollars if I had to.
[00:42:45.760 --> 00:42:45.760]   I could feed my family of six on one hundred dollars if I had to.
[00:42:45.760 --> 00:42:45.760]   I could feed my family of six on one hundred dollars if I had to.
[00:42:45.780 --> 00:43:15.780]   I could feed my family of six on one hundred dollars if I had to.
[00:43:15.780 --> 00:43:15.780]   I could feed my family of six on one hundred dollars if I had to.
[00:43:15.780 --> 00:43:15.780]   I could feed my family of six on one hundred dollars if I had to.
[00:43:15.780 --> 00:43:15.780]   I could feed my family of six on one hundred dollars if I had to.
[00:43:15.780 --> 00:43:15.780]   I could feed my family of six on one hundred dollars if I had to.
[00:43:15.780 --> 00:43:15.780]   I could feed my family of six on one hundred dollars if I had to.
[00:43:15.780 --> 00:43:15.780]   I could feed my family of six on one hundred dollars if I had to.
[00:43:15.780 --> 00:43:15.780]   I could feed my family of six on one hundred dollars if I had to.
[00:43:15.780 --> 00:43:15.780]   I could feed my family of six on one hundred dollars if I had to.
[00:43:15.780 --> 00:43:15.780]   I could feed my family of six on one hundred dollars if I had to.
[00:43:15.780 --> 00:43:15.780]   I could feed my family of six on one hundred dollars if I had to.
[00:43:15.780 --> 00:43:15.780]   I could feed my family of six on one hundred dollars if I had to.
[00:43:15.820 --> 00:43:45.800]  ,
[00:43:45.800 --> 00:43:45.800]   you
[00:43:45.800 --> 00:43:45.800]   you
[00:43:45.800 --> 00:43:45.800]   you
[00:43:45.800 --> 00:43:45.800]   you
[00:43:45.800 --> 00:43:45.800]   you
[00:43:45.800 --> 00:43:45.800]   you
[00:43:45.800 --> 00:43:45.800]   you
